buyer_key,n_sources,rank,cumulative_source_share
SIRET:24440053700035,1,525,0.91301775147929
SIRET:30122243600034,1,526,0.9133136094674557
NAME:ville de le pouliguen,1,527,0.9136094674556213
NAME:gip maison dep personnes handicapees,1,528,0.913905325443787
NAME:commune de vertou,1,529,0.9142011834319527
NAME:ctre national d enst a distance,1,530,0.9144970414201183
NAME:agrocampus ouest,1,531,0.914792899408284
NAME:le voyage a nantes,1,532,0.9150887573964497
NAME:carsat pays de loire,1,533,0.9153846153846154
NAME:commune de soullans,1,534,0.915680473372781
NAME:casier judiciaire national,1,535,0.9159763313609467
SIRET:21720003900014,1,536,0.9162721893491125
NAME:lycee professionnel leonard de vinci,1,537,0.9165680473372781
SIRET:20006001000010,1,538,0.9168639053254438
SIRET:21440018600018,1,539,0.9171597633136095
SIRET:20008322800011,1,540,0.9174556213017752
SIRET:86080007700098,1,541,0.9177514792899408
SIRET:84042319800018,1,542,0.9180473372781065
NAME:groupement d interet public pix,1,543,0.9183431952662722
NAME:cerema - dtermed,1,544,0.9186390532544378
NAME:ifsttar,1,545,0.9189349112426035
NAME:loire atlantique developpement - gie,1,546,0.9192307692307692
SIRET:18304001001485,1,547,0.919526627218935
NAME:angers loire developpement,1,548,0.9198224852071006
SIRET:21530097100011,1,549,0.9201183431952663
NAME:hop intercommunal du baugeois et val,1,550,0.920414201183432
SIRET:81282783000017,1,551,0.9207100591715977
NAME:rectorat division scus,1,552,0.9210059171597633
SIRET:20007807900015,1,553,0.921301775147929
NAME:commune de vallons-de-l erdre,1,554,0.9215976331360947
NAME:cc challans gois communaute,1,555,0.9218934911242603
SIRET:18450301900012,1,556,0.922189349112426
SIRET:89982886700015,1,557,0.9224852071005917
NAME:agence regionale de sante ars,1,558,0.9227810650887573
SIRET:26490115800016,1,559,0.9230769230769231
NAME:bibliotheque nationale de france,1,560,0.9233727810650888
NAME:departement du finistere,1,561,0.9236686390532545
NAME:irstea,1,562,0.9239644970414201
NAME:cias vendee autise,1,563,0.9242603550295858
SIRET:13001535700010,1,564,0.9245562130177515
SIRET:24850034000141,1,565,0.9248520710059172
NAME:centre hospitalier f robert,1,566,0.9251479289940828
NAME:s m a e p de la region mancelle,1,567,0.9254437869822485
NAME:groupe d etude et de controle des vari,1,568,0.9257396449704142
SIRET:79781903400043,1,569,0.9260355029585798
SIRET:21440158000011,1,570,0.9263313609467455
SIRET:21720264700012,1,571,0.9266272189349113
SIRET:13002523200013,1,572,0.926923076923077
SIRET:22850001300765,1,573,0.9272189349112426
NAME:l opcommerce,1,574,0.9275147928994083
SIRET:24490001500060,1,575,0.927810650887574
SIRET:21440201800011,1,576,0.9281065088757396
SIRET:21490007800012,1,577,0.9284023668639053
NAME:alter public,1,578,0.928698224852071
SIRET:18440135400057,1,579,0.9289940828402367
SIRET:26490039000016,1,580,0.9292899408284023
NAME:assoc office tourisme intercommunal pa,1,581,0.929585798816568
NAME:syndicat d eau de l anjou,1,582,0.9298816568047338
SIRET:21850191400566,1,583,0.9301775147928995
SIRET:21720364500015,1,584,0.9304733727810651
SIRET:24560046500133,1,585,0.9307692307692308
NAME:depafi,1,586,0.9310650887573965
SIRET:77560485100041,1,587,0.9313609467455621
SIRET:21490035900016,1,588,0.9316568047337278
NAME:spl eau du bassin rennais,1,589,0.9319526627218935
SIRET:48332191500017,1,590,0.9322485207100591
SIRET:21720095500011,1,591,0.9325443786982248
NAME:communaute d agglomeration la rochelle,1,592,0.9328402366863905
NAME:syndicat vignoble grand lieu,1,593,0.9331360946745562
NAME:ville de pornichet,1,594,0.9334319526627219
NAME:dsna,1,595,0.9337278106508876
NAME:societe loire atlantique developpement,1,596,0.9340236686390533
SIRET:21170300400013,1,597,0.934319526627219
NAME:epsm de la sarthe,1,598,0.9346153846153846
NAME:carsat nord est,1,599,0.9349112426035503
NAME:sgami ouest bzamp,1,600,0.935207100591716
NAME:smictom des pays de vilaine,1,601,0.9355029585798816
NAME:ville de lagord,1,602,0.9357988165680473
SIRET:50804739600033,1,603,0.936094674556213
SIRET:21850288800017,1,604,0.9363905325443787
SIRET:21440074900013,1,605,0.9366863905325444
SIRET:24490088200097,1,606,0.9369822485207101
SIRET:21850191400317,1,607,0.9372781065088758
NAME:pole metropolitain loire-bretagne,1,608,0.9375739644970414
NAME:dir interregionale sces penitentiaires,1,609,0.9378698224852071
NAME:les quinconces l espal,1,610,0.9381656804733728
SIRET:18350003200010,1,611,0.9384615384615385
SIRET:24850062100011,1,612,0.9387573964497041
SIRET:19440029700025,1,613,0.9390532544378698
NAME:dsi de pole emploi,1,614,0.9393491124260355
NAME:eple renan,1,615,0.9396449704142011
NAME:prefecture 85,1,616,0.9399408284023668
SIRET:00718051600135,1,617,0.9402366863905326
SIRET:79002001000019,1,618,0.9405325443786983
NAME:syndicat bassin versant de grand lieu,1,619,0.9408284023668639
SIRET:25610222900018,1,620,0.9411242603550296
SIRET:25440109400068,1,621,0.9414201183431953
NAME:3rd anjou,1,622,0.941715976331361
NAME:epmp,1,623,0.9420118343195266
SIRET:24850025800046,1,624,0.9423076923076923
SIRET:21440215800015,1,625,0.942603550295858
NAME:cte cnes du pays de chateau de gontier,1,626,0.9428994082840236
SIRET:12000605100060,1,627,0.9431952662721893
NAME:gip vendee numerique,1,628,0.943491124260355
SIRET:20005258700017,1,629,0.9437869822485208
NAME:communaute de communes de l ernee,1,630,0.9440828402366864
NAME:communaute de communes des coevrons,1,631,0.9443786982248521
NAME:conseil general d ille-et-vilaine,1,632,0.9446745562130178
NAME:l institut agro,1,633,0.9449704142011834
SIRET:79754898900020,1,634,0.9452662721893491
NAME:centre communal d action sociale,1,635,0.9455621301775148
NAME:cte de cnes chateaubriant-derval,1,636,0.9458579881656805
SIRET:24530035500030,1,637,0.9461538461538461
NAME:cariforef,1,638,0.9464497041420118
SIRET:19691861900012,1,639,0.9467455621301775
NAME:oph habitat drouais,1,640,0.9470414201183432
SIRET:48825683500023,1,641,0.9473372781065089
NAME:ville d ombree d anjou 49,1,642,0.9476331360946746
SIRET:24490001500045,1,643,0.9479289940828403
NAME:commune de la chevroliere,1,644,0.9482248520710059
NAME:hopital du baugeois et de la vallee,1,645,0.9485207100591716
NAME:essarts en bocage,1,646,0.9488165680473373
NAME:fondat region ouest ligue cancer,1,647,0.9491124260355029
SIRET:28530001800022,1,648,0.9494082840236686
NAME:rectorat de l academie de dijon,1,649,0.9497041420118343
NAME:mairie de noirmoutier en l ile,1,650,0.95
SIRET:13002928300012,1,651,0.9502958579881656
SIRET:17350111500013,1,652,0.9505917159763314
NAME:syndicat mixte interregional mission val de loire,1,653,0.9508875739644971
NAME:inrae centre pays de la loire,1,654,0.9511834319526628
NAME:pouvoir adjudicateur,1,655,0.9514792899408284
SIRET:52921080900016,1,656,0.9517751479289941
NAME:caisse d allocations familiales de loire-atlantique 22 rue de malville 44937 nantes cedex 9,1,657,0.9520710059171598
SIRET:25060187900035,1,658,0.9523668639053254
NAME:mairie du croisic,1,659,0.9526627218934911
NAME:universite europeenne de bretagne,1,660,0.9529585798816568
NAME:ville de meyzieu,1,661,0.9532544378698224
NAME:mairie de varades,1,662,0.9535502958579881
NAME:syndicat vendee des iles,1,663,0.9538461538461539
SIRET:17350111500864,1,664,0.9541420118343196
SIRET:47865038500014,1,665,0.9544378698224852
NAME:service des ressources numeriques,1,666,0.9547337278106509
NAME:ministere de l economie des finances et de la souverainete industrielle et numerique secretariat general service des achats des finances - sous-direction de la gestion financiere et des achats bureau des achats mutualises de l administration centrale,1,667,0.9550295857988166
NAME:commune de loire-authion 49,1,668,0.9553254437869823
SIRET:13000686900015,1,669,0.9556213017751479
NAME:chambre d agriculture de region pays de la loire,1,670,0.9559171597633136
SIRET:20006542300010,1,671,0.9562130177514793
SIRET:20007023300016,1,672,0.9565088757396449
NAME:ville de lucon 85,1,673,0.9568047337278106
NAME:centre culturel de rencontre d ambronay,1,674,0.9571005917159763
SIRET:20008323600014,1,675,0.9573964497041421
NAME:gip form continue insert pr experience,1,676,0.9576923076923077
NAME:s m sarthois d amenagement numerique,1,677,0.9579881656804734
NAME:syndicat departemental d energie et d equipement de la vendee 85,1,678,0.9582840236686391
SIRET:20007116500167,1,679,0.9585798816568047
NAME:la roche sur yon agglomeration 85,1,680,0.9588757396449704
NAME:conseil economique social et environnemental ceser des pays de la loire,1,681,0.9591715976331361
NAME:enseignement superieur et recherche,1,682,0.9594674556213018
NAME:commune de precigne,1,683,0.9597633136094674
SIRET:17440000200039,1,684,0.9600591715976331
NAME:centre de gestion de la fonction publique territoriale de la vendee 85,1,685,0.9603550295857988
NAME:communaute lesneven cote des legendes,1,686,0.9606508875739646
SIRET:13000170400589,1,687,0.9609467455621302
NAME:traitement des dechets,1,688,0.9612426035502959
NAME:commune de coulaines,1,689,0.9615384615384616
NAME:greta de vendee,1,690,0.9618343195266272
NAME:synd mixte du pays de coutances,1,691,0.9621301775147929
NAME:e c a s gendarmerie nationale,1,692,0.9624260355029586
NAME:cte cnes coeur d estuaire,1,693,0.9627218934911242
NAME:ville de nantes et nantes metropole,1,694,0.9630177514792899
NAME:office publique de la biodiversite,1,695,0.9633136094674556
SIRET:13002953100055,1,696,0.9636094674556213
NAME:securite sociale coordonnateur caf de maine-et-loire,1,697,0.9639053254437869
SIRET:49279054800019,1,698,0.9642011834319527
NAME:chambre de commerce et d industrie charente-maritime,1,699,0.9644970414201184
SIRET:28440002500011,1,700,0.964792899408284
NAME:commune d ecommoy,1,701,0.9650887573964497
NAME:cour d appel de rennes,1,702,0.9653846153846154
NAME:ccas d angers,1,703,0.9656804733727811
NAME:lycee chevrollier,1,704,0.9659763313609467
NAME:commune des herbiers,1,705,0.9662721893491124
SIRET:27720003600196,1,706,0.9665680473372781
NAME:centre hospitalier specialise de blain,1,707,0.9668639053254438
NAME:saumur aggloproprete,1,708,0.9671597633136094
NAME:communaute de communes de montrevault,1,709,0.9674556213017751
NAME:spm ddtm44,1,710,0.9677514792899409
NAME:informatique cdc,1,711,0.9680473372781065
NAME:sictom loir et sarthe,1,712,0.9683431952662722
NAME:c h s de la sarthe,1,713,0.9686390532544379
NAME:nantes habitat,1,714,0.9689349112426036
SIRET:57585049000021,1,715,0.9692307692307692
NAME:grand port maritime de nantes saint nazaire,1,716,0.9695266272189349
SIRET:22370001400010,1,717,0.9698224852071006
NAME:atlantic eau,1,718,0.9701183431952662
NAME:communaute de communes du pays sabolien,1,719,0.9704142011834319
NAME:caisse d assurance maladie du val d oise,1,720,0.9707100591715976
SIRET:77811608700157,1,721,0.9710059171597634
NAME:sieml syndicat intercommunal d energies de maine-et-loire,1,722,0.971301775147929
SIRET:17750005500013,1,723,0.9715976331360947
NAME:saelsi,1,724,0.9718934911242604
NAME:cnamts,1,725,0.972189349112426
NAME:cte d agglomeration du choletais,1,726,0.9724852071005917
NAME:communaute communes pays des essarts,1,727,0.9727810650887574
NAME:centre hospitalier le bodio,1,728,0.9730769230769231
NAME:lycee public leonard de vinci,1,729,0.9733727810650887
NAME:syndicat mixte pour le developpement numerique,1,730,0.9736686390532544
SIRET:51532951400035,1,731,0.9739644970414201
NAME:ville de saint herbalin,1,732,0.9742603550295857
NAME:ville de saint barthelemy d anjou 49,1,733,0.9745562130177515
SIRET:19350937900015,1,734,0.9748520710059172
NAME:commune de cesson-sevigne,1,735,0.9751479289940829
NAME:france velo tourisme,1,736,0.9754437869822485
SIRET:77811608700165,1,737,0.9757396449704142
NAME:institut pour la sante de l ouest,1,738,0.9760355029585799
NAME:gip groupement technocampus,1,739,0.9763313609467456
NAME:communaute de communes chateaubriant derval 44,1,740,0.9766272189349112
SIRET:20005889900010,1,741,0.9769230769230769
SIRET:20005361900017,1,742,0.9772189349112426
NAME:ville de murs erigne 49,1,743,0.9775147928994082
NAME:cenovia cites,1,744,0.977810650887574
NAME:epcc les quinconces l espal,1,745,0.9781065088757397
NAME:insa rennes enseignement superieur et recherche,1,746,0.9784023668639054
NAME:ecole des beaux arts nantes saint-nazaire,1,747,0.978698224852071
NAME:grand port maritime,1,748,0.9789940828402367
NAME:dp-25-5,1,749,0.9792899408284024
SIRET:28530001800030,1,750,0.979585798816568
SIRET:18009225600023,1,751,0.9798816568047337
SIRET:19350097200016,1,752,0.9801775147928994
NAME:inra - formation permanente nationale,1,753,0.9804733727810651
NAME:l universite nantes-angers-le mans,1,754,0.9807692307692307
NAME:centre hospitalier la ferte bernard,1,755,0.9810650887573964
NAME:imt atlantique,1,756,0.9813609467455622
NAME:syndicat mixte e-collectivites vendee,1,757,0.9816568047337279
SIRET:24440050300110,1,758,0.9819526627218935
NAME:acquisition maintenance et hebergement d un outil de visualisation de la strategie environnementale et energetique pour le patrimoine bati de la ville et metropole de nantes et mission d accompagnement pour la mise en oeuvre,1,759,0.9822485207100592
NAME:etablissement public a caractere administratif,1,760,0.9825443786982249
NAME:metropole,1,761,0.9828402366863905
NAME:creps des pays de la loire,1,762,0.9831360946745562
NAME:ecole nationale superieure d arts et metiers,1,763,0.9834319526627219
SIRET:24850058900317,1,764,0.9837278106508875
SIRET:18450021300014,1,765,0.9840236686390532
NAME:departement du finistere 32 boulevard dupleix 29196 quimper,1,766,0.9843195266272189
NAME:formation numerique et bureautique,1,767,0.9846153846153847
NAME:mte dgpr srn service central vigicrues,1,768,0.9849112426035503
SIRET:24850066200015,1,769,0.985207100591716
NAME:universite du mans,1,770,0.9855029585798817
NAME:commune de saint jean de monts 85,1,771,0.9857988165680474
NAME:ville de bayeux,1,772,0.986094674556213
NAME:conseil general de la sarthe,1,773,0.9863905325443787
NAME:mairie des sables d olonne,1,774,0.9866863905325444
NAME:cpam de la charente maritime,1,775,0.98698224852071
NAME:cte de communes du pays de redon,1,776,0.9872781065088757
NAME:conseil general de la mayenne,1,777,0.9875739644970414
NAME:loire-atlantique numerique,1,778,0.987869822485207
NAME:ville de talmont saint hilaire,1,779,0.9881656804733728
NAME:ville de saint berthevin,1,780,0.9884615384615385
NAME:esid de rennes,1,781,0.9887573964497042
NAME:ville de clisson 3 grande rue de la trinite 44190 clisson,1,782,0.9890532544378698
NAME:gie fontevraud,1,783,0.9893491124260355
NAME:formation logiciels metiers,1,784,0.9896449704142012
NAME:mairie de montoir de bretagne,1,785,0.9899408284023669
SIRET:13000190200068,1,786,0.9902366863905325
NAME:ville de saint herblain,1,787,0.9905325443786982
SIRET:20007154600010,1,788,0.9908284023668639
NAME:mairie de thouare-sur-loire,1,789,0.9911242603550295
NAME:ircantec,1,790,0.9914201183431952
NAME:prefecture de la loire-atlantique,1,791,0.991715976331361
NAME:cte de cnes de l ile de noirmoutier,1,792,0.9920118343195267
NAME:ville du chateau d olonne,1,793,0.9923076923076923
NAME:etat - medad - c e t e de l ouest,1,794,0.992603550295858
NAME:service public administratif,1,795,0.9928994082840237
NAME:mairie de la montagne,1,796,0.9931952662721893
NAME:vallet,1,797,0.993491124260355
NAME:corepem,1,798,0.9937869822485207
NAME:megalis,1,799,0.9940828402366864
NAME:ville d allonnes,1,800,0.994378698224852
NAME:ville du croisic,1,801,0.9946745562130177
NAME:ville de donges,1,802,0.9949704142011835
NAME:cte de cnes ocean-marais de monts,1,803,0.9952662721893492
NAME:ca agglomeration du choletais,1,804,0.9955621301775148
SIRET:11000601200014,1,805,0.9958579881656805
NAME:orchestre national des pays de la loir,1,806,0.9961538461538462
NAME:ferme experimentale laitiere des trino,1,807,0.9964497041420118
NAME:mindef dga dt scat,1,808,0.9967455621301775
SIRET:77562907400011,1,809,0.9970414201183432
SIRET:21440067300015,1,810,0.9973372781065089
SIRET:21973304500013,1,811,0.9976331360946745
NAME:nantes universite,1,812,0.9979289940828402
NAME:smvsa,1,813,0.9982248520710059
NAME:communaute d etablissements geriatriques de la vallee de la sarthe,1,814,0.9985207100591716
SIRET:75300061100032,1,815,0.9988165680473373
NAME:saintes grandes rives - l agglo,1,816,0.999112426035503
NAME:loire-atlantique developpement - gie,1,817,0.9994082840236687
NAME:syclea 85,1,818,0.9997041420118343
NAME:altantic eau,1,819,1.0
