source_notice_id,linked_l1,linked_l2,candidate_l1,candidate_l2,score_l1,score_l2,margin_l1,margin_l2,confidence_tier_l1,confidence_tier_l2,mechanism_l2,link_status,l2_candidate_notice_id,l2_s_text,l2_s_cpv,l2_s_time,l2_s_buyer,l2_composite_score,l2_top1_top2_margin,l2_buyer_match_mechanism,l2_confidence_tier
16-56698,False,True,,20-47606,,0.32621324600224955,,0.018354175579457732,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,20-47606,0.07777340669937521,0.0,0.8959702146298729,0.75,0.32621324600224955,0.018354175579457732,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
16-61484,True,True,20-125567,20-110309,0.34605290290638246,0.37831914452190923,0.03444005633806979,0.01572834371192816,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,20-110309,0.023931677546484995,0.2,0.939772229522558,0.75,0.37831914452190923,0.01572834371192816,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
16-96174,True,True,20-138135,20-125567,0.3972588394997645,0.4319187753348296,0.011116853864111209,0.0346599358350651,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,20-125567,0.22856587709081533,0.4,0.6276828734121769,0.75,0.4319187753348296,0.0346599358350651,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
16-87635,False,True,,20-47300,,0.3406250770126639,,0.05411338556226308,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,20-47300,0.16262067557713758,0.2,0.5948313622426631,0.75,0.3406250770126639,0.05411338556226308,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
16-85662,True,True,21-16505,20-138135,0.3963223966237515,0.41312987529927,0.04078370971193712,0.001807478675518448,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,20-138135,0.28699769139382186,0.0,0.9507227332457293,0.75,0.41312987529927,0.001807478675518448,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
16-105530,False,True,,20-32603,,0.3570535591402616,,0.05190100744634252,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,20-32603,0.005867311829318818,0.1,1.0,0.75,0.3570535591402616,0.05190100744634252,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
16-98698,False,True,,20-106379,,0.7564454664914586,,0.42055448170122856,,HIGH,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,20-106379,1.0,0.6,0.6057818659658345,0.75,0.7564454664914586,0.42055448170122856,HISTORICAL_ALIAS_RECONCILIATION,HIGH
16-124376,True,True,21-35651,20-124045,0.4042504619082324,0.4750735775896187,0.02033869045158826,0.055823115681386315,POTENTIAL,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,20-124045,0.35968710047819236,0.4,0.6167323696890057,0.75,0.4750735775896187,0.055823115681386315,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
16-119669,False,True,,18-154990,,0.33282431912138727,,0.09558676866717622,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,18-154990,0.049731456797605995,0.0,0.9616732369689006,0.75,0.33282431912138727,0.09558676866717622,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
16-127032,False,True,,20-150503,,0.3357988566842086,,0.10846197742924196,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,20-150503,0.042586558801136605,0.0,0.9835742444152431,0.75,0.3357988566842086,0.10846197742924196,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
16-134501,False,True,,20-97584,,0.3340324891820112,,0.19131238405717546,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,20-97584,0.034279673114988606,0.2,0.7481384143670609,0.75,0.3340324891820112,0.19131238405717546,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
16-139386,False,True,,21-12893,,0.3677081943620614,,0.049383897686255174,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,21-12893,0.23935023806843897,0.0,0.835742444152431,0.75,0.3677081943620614,0.049383897686255174,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
16-136057,False,True,,20-2441,,0.3863113989687579,,0.1209322330236306,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,20-2441,0.016130309549682996,0.4,0.7426631625054753,0.75,0.3863113989687579,0.1209322330236306,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
16-161115,False,True,,20-137315,,0.3245224818216793,,0.06542428012661589,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,20-137315,0.295863620548018,0.0,0.5838808585194919,0.75,0.3245224818216793,0.06542428012661589,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
16-166758,False,True,,20-2441,,0.44414229978202563,,0.22797107988108803,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,20-2441,0.04056926400396031,0.4,0.939772229522558,0.75,0.44414229978202563,0.22797107988108803,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
16-165866,False,True,,17-44864,,0.3339178559693587,,0.0014615226337467147,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,17-44864,0.11966643536455272,0.1,0.7481384143670609,0.75,0.3339178559693587,0.0014615226337467147,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
16-178183,False,True,,18-546,,0.3379158584449417,,0.010450652444670083,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,18-546,0.1190312306236179,0.0,0.8850197109067017,0.75,0.3379158584449417,0.010450652444670083,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
16-175021,False,True,,20-65753,,0.37836822488918953,,0.06213508276459695,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,20-65753,0.15639153672738837,0.0,0.9945247481384144,0.75,0.37836822488918953,0.06213508276459695,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
17-6714,False,True,,21-43310,,0.32460073037579135,,0.02801632860292763,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,21-43310,0.02232459476619937,0.0,0.9671484888304862,0.75,0.32460073037579135,0.02801632860292763,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
17-39483,False,True,,17-146735,,0.32766858726277,,0.04150000237266288,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,17-146735,0.023593498180218834,0.1,0.8576434515987735,0.75,0.32766858726277,0.04150000237266288,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
17-56452,True,True,19-108948,19-129278,0.43809525437652286,0.4644491938122834,0.10031667438006286,0.02635393943576053,MEDIUM,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,19-129278,0.27392842684868657,0.2,0.9342969776609724,0.75,0.4644491938122834,0.02635393943576053,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
17-48788,True,True,22-8616,21-126684,0.33519487565459266,0.38753892139095886,0.032300559811595575,0.02867691678048151,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,21-126684,0.007904833909716578,0.4,0.7590889180902322,0.75,0.38753892139095886,0.02867691678048151,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
17-74587,True,True,21-103501,21-88219,0.358069901838792,0.4160081847899862,0.10940136641690018,0.04293828295119417,MEDIUM,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,21-88219,0.04231485623620351,0.4,0.8247919404292597,0.75,0.4160081847899862,0.04293828295119417,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
17-62873,False,True,,21-99709,,0.3870680598671048,,0.13570162530388202,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,21-99709,0.02155231922482972,0.2,0.9780989925536575,0.75,0.3870680598671048,0.13570162530388202,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
17-68186,True,True,22-13142,21-116891,0.400567672993612,0.5281717398332098,0.061467091204210955,0.1004526101751338,MEDIUM,HIGH,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,21-116891,0.15354618864804173,1.0,0.39772229522558045,0.75,0.5281717398332098,0.1004526101751338,HISTORICAL_ALIAS_RECONCILIATION,HIGH
17-71849,True,True,22-8616,21-126684,0.4111676629874775,0.43770111012058754,0.05246370419360091,0.011533447133110053,MEDIUM,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,21-126684,0.006522288223892511,0.4,0.9616732369689006,0.75,0.43770111012058754,0.011533447133110053,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
17-71407,True,True,22-118151,22-83864,0.338322103904138,0.6029964290496024,0.17364660550473798,0.24967432514546434,MEDIUM,HIGH,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,22-83864,0.09747931608815777,1.0,0.775514673674989,0.75,0.6029964290496024,0.24967432514546434,HISTORICAL_ALIAS_RECONCILIATION,HIGH
17-77672,False,True,,21-74412,,0.3343021711588153,,0.019740028966674206,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,21-74412,0.06177567956395131,0.0,0.9507227332457293,0.75,0.3343021711588153,0.019740028966674206,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
17-97519,False,True,,21-146075,,0.3254203592892692,,0.3254203592892692,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,21-146075,0.11200760935786452,0.4,0.36487078405606654,0.75,0.3254203592892692,0.3254203592892692,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
17-102187,False,True,,21-17328,,0.3707522213748235,,0.01916338151554975,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,21-17328,0.06097530992894311,0.2,0.8576434515987735,0.75,0.3707522213748235,0.01916338151554975,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
17-103193,False,True,,22-72517,,0.8383943161495642,,0.1140834612393129,,HIGH,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-72517,0.6879159298785497,1.0,0.8904949627682873,0.75,0.8383943161495642,0.1140834612393129,HISTORICAL_ALIAS_RECONCILIATION,HIGH
17-120212,True,True,22-8616,22-69952,0.37219705272161846,0.46947878066996324,0.003898632056358875,0.028512176675938417,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,22-69952,0.017139173104969728,1.0,0.35392028033289524,0.75,0.46947878066996324,0.028512176675938417,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
17-114118,True,True,22-25102,22-72517,0.36138547260263004,0.6987865761606002,0.014061422263330514,0.05091827428018059,POTENTIAL,HIGH,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,22-72517,0.641017149583443,1.0,0.39772229522558045,0.75,0.6987865761606002,0.05091827428018059,HISTORICAL_ALIAS_RECONCILIATION,HIGH
17-135428,False,True,,21-156348,,0.4233745206648361,,0.032958622131041615,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,21-156348,0.1728665673960587,0.4,0.6714848883048621,0.75,0.4233745206648361,0.032958622131041615,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
17-135696,False,True,,21-143444,,0.3262886680014391,,0.0013688129653964265,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,21-143444,0.023887152302465908,0.2,0.731712658782304,0.75,0.3262886680014391,0.0013688129653964265,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
17-140948,True,True,22-25102,22-85365,0.36096290920566904,0.7193219283141077,0.014803593348630018,0.02645172805635676,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,22-85365,0.8091946215394628,1.0,0.24441524310118268,0.75,0.7193219283141077,0.02645172805635676,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
17-140377,True,True,22-8616,21-126684,0.4224222714308476,0.749846174121501,0.011955034492775907,0.3124239026906534,POTENTIAL,HIGH,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,21-126684,0.7829908209991702,1.0,0.40319754708716604,0.75,0.749846174121501,0.3124239026906534,HISTORICAL_ALIAS_RECONCILIATION,HIGH
17-144060,False,True,,18-40625,,0.3296658466799753,,0.0026544573148657435,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,18-40625,0.005834588536866999,0.1,0.8904949627682873,0.75,0.3296658466799753,0.0026544573148657435,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
17-142035,True,True,22-25102,22-29878,0.35224178453707095,0.5899669336244202,0.044987790384742044,0.026721181264480087,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,22-29878,0.013321456059760194,1.0,0.8412176960140166,0.75,0.5899669336244202,0.026721181264480087,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
17-157486,True,True,21-156574,21-138241,0.485711399706238,0.5585721870004756,0.19799198440592758,0.0578607872942376,MEDIUM,HIGH,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,21-138241,0.24301395772740852,0.6,0.8740692071835304,0.75,0.5585721870004756,0.0578607872942376,HISTORICAL_ALIAS_RECONCILIATION,HIGH
17-168958,True,True,21-143444,22-105832,0.3658800763901784,0.4728260503011655,0.3658800763901784,0.11018452598281181,MEDIUM,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,22-105832,0.09644812319324306,0.8,0.4962768287341218,0.75,0.4728260503011655,0.11018452598281181,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
17-159373,False,True,,22-87982,,0.6494193392679659,,0.3358102777703482,,HIGH,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-87982,0.34353213384489883,1.0,0.6167323696890057,0.75,0.6494193392679659,0.3358102777703482,HISTORICAL_ALIAS_RECONCILIATION,HIGH
17-158731,False,True,,22-51860,,0.34492280872238595,,0.07923065749788838,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-51860,0.010642353185917141,0.2,0.8247919404292597,0.75,0.34492280872238595,0.07923065749788838,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
17-161006,False,True,,22-162609,,0.37225803614872033,,0.1018856543111391,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-162609,0.010525119238506292,0.2,0.9342969776609724,0.75,0.37225803614872033,0.1018856543111391,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
17-181551,False,True,,21-157552,,0.40317136736701603,,0.10753226958446399,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,21-157552,0.3054755418295446,0.0,0.8850197109067017,0.75,0.40317136736701603,0.10753226958446399,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
18-12119,True,True,22-84327,22-72517,0.3491035319380584,0.5743110792192448,0.09134144849136056,0.05808187890822791,MEDIUM,HIGH,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,22-72517,0.7240500517583831,0.0,0.9835742444152431,0.75,0.5743110792192448,0.05808187890822791,HISTORICAL_ALIAS_RECONCILIATION,HIGH
18-8070,True,True,22-15069,22-42168,0.37109472472447086,0.6414083218124704,0.07221340489188388,0.25531359708799956,MEDIUM,HIGH,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,22-42168,0.35975245441195147,1.0,0.5619798510731493,0.75,0.6414083218124704,0.25531359708799956,HISTORICAL_ALIAS_RECONCILIATION,HIGH
18-265,False,True,,21-115415,,0.3310773596814714,,0.0075637149421523,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,21-115415,0.05647282667267274,0.0,0.9452474813841437,0.75,0.3310773596814714,0.0075637149421523,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
18-27476,False,True,,21-23641,,0.7572349060440002,,0.019163381515549638,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,21-23641,0.8510322138770448,1.0,0.33749452474813835,0.75,0.7572349060440002,0.019163381515549638,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
18-21245,True,True,21-156574,22-43134,0.32847268614889297,0.3585448742611981,0.32847268614889297,0.001472053478099311,MEDIUM,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,22-43134,0.24445647698931877,0.0,0.791940429259746,0.75,0.3585448742611981,0.001472053478099311,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
18-17886,False,True,,22-98192,,0.8103290081538508,,0.496507282354464,,HIGH,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-98192,0.6703036425946327,1.0,0.8028909329829172,0.75,0.8103290081538508,0.496507282354464,HISTORICAL_ALIAS_RECONCILIATION,HIGH
18-19126,False,True,,22-25855,,0.33635524173706116,,0.0039011456603765815,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-25855,0.07546338387549041,0.0,0.939772229522558,0.75,0.33635524173706116,0.0039011456603765815,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
18-31687,True,True,22-84327,22-85365,0.33655928444087047,0.36439521645653,0.009866235755269015,0.012835932015659579,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,22-85365,0.2500898306367035,0.2,0.567455102934735,0.75,0.36439521645653,0.012835932015659579,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
18-30024,False,True,,22-162609,,0.35351730179588264,,0.06410643889618922,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-162609,0.0,0.2,0.8740692071835304,0.75,0.35351730179588264,0.06410643889618922,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
18-40230,False,True,,19-114994,,0.327337921654523,,0.05944665475721389,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,19-114994,0.1435610726954209,0.0,0.8083661848445028,0.75,0.327337921654523,0.05944665475721389,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
18-57746,False,True,,18-132522,,0.3278946031841269,,0.07281794965806465,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,18-132522,0.04379372888975875,0.1,0.8302671922908453,0.75,0.3278946031841269,0.07281794965806465,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
18-58630,False,True,,22-83128,,0.38173412982140564,,0.06042473723760999,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-83128,0.003052397700105213,0.4,0.7426631625054753,0.75,0.38173412982140564,0.06042473723760999,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
18-51459,True,True,20-138135,21-35651,0.3704906633326688,0.4265608426253566,0.03595924109718074,0.056070179292687816,POTENTIAL,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,21-35651,0.3957679791173131,0.0,0.8521681997371879,0.75,0.4265608426253566,0.056070179292687816,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
18-76556,False,True,,22-87982,,0.48451756898618964,,0.16048640470921494,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-87982,0.007963969708367465,0.6,0.9069207183530442,0.75,0.48451756898618964,0.16048640470921494,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
18-87166,False,True,,22-150264,,0.6159866165833721,,0.05432408799023736,,HIGH,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-150264,0.056376253876276324,1.0,0.8850197109067017,0.75,0.6159866165833721,0.05432408799023736,HISTORICAL_ALIAS_RECONCILIATION,HIGH
18-98583,False,True,,22-94145,,0.32374391331146757,,0.1887665816829617,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-94145,0.019876546010988635,0.0,0.9671484888304862,0.75,0.32374391331146757,0.1887665816829617,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
18-92191,False,True,,21-130956,,0.3248413833644316,,0.04144384738267659,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,21-130956,0.17162615383392432,0.0,0.7590889180902322,0.75,0.3248413833644316,0.04144384738267659,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
18-121819,False,True,,22-87982,,0.7248267073786414,,0.40025285537348126,,HIGH,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-87982,0.5511599686445636,1.0,0.6276828734121769,0.75,0.7248267073786414,0.40025285537348126,HISTORICAL_ALIAS_RECONCILIATION,HIGH
18-120601,False,True,,22-87982,,0.7275643333094344,,0.405728107235067,,HIGH,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-87982,0.5511599686445636,1.0,0.6386333771353483,0.75,0.7275643333094344,0.405728107235067,HISTORICAL_ALIAS_RECONCILIATION,HIGH
18-115270,False,True,,19-34598,,0.3333540103234945,,0.012537459145703533,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,19-34598,0.016372198946921903,0.1,0.8904949627682873,0.75,0.3333540103234945,0.012537459145703533,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
18-126368,False,True,,22-77622,,0.7427449676427056,,0.5140996740525287,,HIGH,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-77622,0.9778008399077615,1.0,0.10205869469995621,0.75,0.7427449676427056,0.5140996740525287,HISTORICAL_ALIAS_RECONCILIATION,HIGH
18-127908,False,True,,22-60784,,0.5056779443634019,,0.036038793206434105,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-60784,0.19096145044946705,1.0,0.25536574682435387,0.75,0.5056779443634019,0.036038793206434105,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
18-132522,False,True,,21-130046,,0.3231273631386804,,0.004106438896189224,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,21-130046,0.014204079901892696,0.0,0.9726237406920718,0.75,0.3231273631386804,0.004106438896189224,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
18-123694,False,True,,22-83128,,0.335368738959623,,0.0428180805576161,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-83128,0.007461148920367079,0.4,0.5510293473499781,0.75,0.335368738959623,0.0428180805576161,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
18-146489,False,True,,22-22098,,0.46621769601401664,,0.18912614980289089,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-22098,0.0,1.0,0.36487078405606654,0.75,0.46621769601401664,0.18912614980289089,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
18-160377,False,True,,23-81527,,0.33166283213217523,,0.14655163393058795,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,23-81527,0.13701426163288422,0.2,0.5948313622426631,0.75,0.33166283213217523,0.14655163393058795,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
18-154770,False,True,,21-157552,,0.3831448791418358,,0.03601642432108171,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,21-157552,0.26781147497754976,0.0,0.8576434515987735,0.75,0.3831448791418358,0.03601642432108171,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
18-177619,False,True,,22-137172,,0.4630819157276483,,0.25791649604847044,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-137172,0.14747639522710845,1.0,0.1458607095926413,0.75,0.4630819157276483,0.25791649604847044,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
19-3707,False,True,,22-165707,,0.3353164588122293,,0.18621708881236604,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-165707,0.12724795127754146,0.0,0.8631187034603591,0.75,0.3353164588122293,0.18621708881236604,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
19-8916,False,True,,22-162609,,0.33842717530168526,,0.07598889254435842,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,22-162609,0.019459659863271937,0.2,0.7864651773981604,0.75,0.33842717530168526,0.07598889254435842,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
19-1779,False,True,,24-56081,,0.37904241945445555,,0.08650158743328479,,MEDIUM,SAME_SIREN_RECONCILIATION,ADDED_BY_ENRICHMENT,24-56081,0.01051729380454542,0.2,0.9014454664914586,0.9,0.37904241945445555,0.08650158743328479,SAME_SIREN_RECONCILIATION,MEDIUM
19-28845,True,True,23-23775,22-123803,0.34151627192473616,0.37879416179858966,0.05737625930792817,0.009085588682036017,MEDIUM,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE,22-123803,0.08981549513319588,0.8,0.1294349540078844,0.75,0.37879416179858966,0.009085588682036017,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
19-44791,False,True,,20-110309,,0.3491937834561944,,0.007361143341446275,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,20-110309,0.014697963369616079,0.1,0.9561979851073149,0.75,0.3491937834561944,0.007361143341446275,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
19-47186,False,True,,19-136955,,0.33309899255365744,,0.030261119175899354,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,19-136955,0.0,0.1,0.9123959702146298,0.75,0.33309899255365744,0.030261119175899354,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
19-33087,False,True,,23-41648,,0.4850829023921884,,0.17619597479556787,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,23-41648,0.02522278475860843,0.6,0.8850197109067017,0.75,0.4850829023921884,0.17619597479556787,HISTORICAL_ALIAS_RECONCILIATION,MEDIUM
19-53794,False,True,,23-43054,,0.33286334197962403,,0.009454116945731561,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,23-43054,0.030288479744048157,0.0,0.9890494962768287,0.75,0.33286334197962403,0.009454116945731561,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
19-55808,False,True,,23-106736,,0.384772229522558,,0.001368812965396371,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT,23-106736,0.0,0.4,0.7590889180902322,0.75,0.384772229522558,0.001368812965396371,HISTORICAL_ALIAS_RECONCILIATION,POTENTIAL
