source_notice_id,linked_l1,linked_l2,candidate_l1,candidate_l2,score_l1,score_l2,margin_l1,margin_l2,confidence_tier_l1,confidence_tier_l2,mechanism_l2,link_status
17-66272,False,False,,,,,,,,,,UNLINKED_BOTH
17-68186,True,True,18-101994,18-101994,0.39615315298069237,0.4111531529806924,0.08695898309236338,0.032547781945016285,MEDIUM,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-71849,True,True,18-46804,18-30222,0.3727719845670844,0.6116789281840926,0.010380249705057132,0.07843735240306793,POTENTIAL,HIGH,HISTORICAL_ALIAS_RECONCILIATION,CHANGED_CANDIDATE
17-62974,False,False,,,,,,,,,,UNLINKED_BOTH
17-61199,False,False,,,,,,,,,,UNLINKED_BOTH
17-56105,False,False,,,,,,,,,,UNLINKED_BOTH
17-68883,False,False,,,,,,,,,,UNLINKED_BOTH
17-71407,False,False,,,,,,,,,,UNLINKED_BOTH
17-73536,True,True,18-56546,18-56546,0.6495203143638375,0.6495203143638375,0.020771957228759907,0.020771957228759907,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-74632,False,False,,,,,,,,,,UNLINKED_BOTH
17-73917,False,False,,,,,,,,,,UNLINKED_BOTH
17-60627,False,False,,,,,,,,,,UNLINKED_BOTH
17-69597,False,False,,,,,,,,,,UNLINKED_BOTH
17-71852,False,False,,,,,,,,,,UNLINKED_BOTH
17-62490,False,False,,,,,,,,,,UNLINKED_BOTH
17-72792,False,False,,,,,,,,,,UNLINKED_BOTH
17-73142,False,False,,,,,,,,,,UNLINKED_BOTH
17-66007,True,True,17-80512,17-80512,0.41161052830337047,0.4266105283033705,0.28464289293618494,0.28464289293618494,MEDIUM,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-69162,False,False,,,,,,,,,,UNLINKED_BOTH
17-71305,False,False,,,,,,,,,,UNLINKED_BOTH
17-69293,False,False,,,,,,,,,,UNLINKED_BOTH
17-73357,False,False,,,,,,,,,,UNLINKED_BOTH
17-72992,False,False,,,,,,,,,,UNLINKED_BOTH
17-65610,False,False,,,,,,,,,,UNLINKED_BOTH
17-67752,False,False,,,,,,,,,,UNLINKED_BOTH
17-75817,False,False,,,,,,,,,,UNLINKED_BOTH
17-73511,True,True,17-81541,17-81541,0.4641458607095927,0.4641458607095927,0.4641458607095927,0.4641458607095927,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
17-79002,False,False,,,,,,,,,,UNLINKED_BOTH
17-80512,False,False,,,,,,,,,,UNLINKED_BOTH
17-80380,False,False,,,,,,,,,,UNLINKED_BOTH
17-68155,False,False,,,,,,,,,,UNLINKED_BOTH
17-78402,False,False,,,,,,,,,,UNLINKED_BOTH
17-80193,False,False,,,,,,,,,,UNLINKED_BOTH
17-90049,False,False,,,,,,,,,,UNLINKED_BOTH
17-81541,False,False,,,,,,,,,,UNLINKED_BOTH
17-88925,False,False,,,,,,,,,,UNLINKED_BOTH
17-76729,False,False,,,,,,,,,,UNLINKED_BOTH
17-92310,False,False,,,,,,,,,,UNLINKED_BOTH
17-68985,True,True,18-90097,18-90097,0.3521251967997229,0.3521251967997229,0.011885466779910647,0.011885466779910647,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-80573,False,False,,,,,,,,,,UNLINKED_BOTH
17-82869,True,True,17-172986,17-172986,0.6291848789738368,0.6291848789738368,0.04067841834684227,0.04067841834684227,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-77672,True,True,17-161006,17-161006,0.40387572198106486,0.4188757219810649,0.07641983095195626,0.07641983095195626,MEDIUM,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-77744,False,False,,,,,,,,,,UNLINKED_BOTH
17-80207,False,False,,,,,,,,,,UNLINKED_BOTH
17-88463,False,False,,,,,,,,,,UNLINKED_BOTH
17-78663,False,False,,,,,,,,,,UNLINKED_BOTH
17-82173,True,True,17-172986,17-172986,0.6305536919392332,0.6305536919392332,0.04341604427763501,0.04341604427763501,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-85841,False,True,,18-71689,,0.3556196251262897,,0.029409984534403688,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT
17-90424,False,False,,,,,,,,,,UNLINKED_BOTH
17-91590,True,True,18-53373,18-53373,0.4019279743840354,0.4169279743840354,0.04757747621445296,0.04757747621445296,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-76396,False,False,,,,,,,,,,UNLINKED_BOTH
17-76616,True,True,17-106009,17-106009,0.7820543144984669,0.7820543144984669,0.12145604427823908,0.12145604427823908,HIGH,HIGH,M0_NAME_FALLBACK,SAME_LINK
17-80641,False,False,,,,,,,,,,UNLINKED_BOTH
17-85294,False,False,,,,,,,,,,UNLINKED_BOTH
17-80194,True,True,17-161917,17-161917,0.46262374069207185,0.46262374069207185,0.1595383715609312,0.1595383715609312,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
17-82963,False,False,,,,,,,,,,UNLINKED_BOTH
17-83585,False,False,,,,,,,,,,UNLINKED_BOTH
17-93952,False,False,,,,,,,,,,UNLINKED_BOTH
17-101340,False,False,,,,,,,,,,UNLINKED_BOTH
17-106009,True,True,18-61655,18-61655,0.5838822720460457,0.5838822720460457,0.13134357256607193,0.13134357256607193,HIGH,HIGH,M0_NAME_FALLBACK,SAME_LINK
17-102708,True,True,18-31687,18-31687,0.6286798839831367,0.6436798839831366,0.27050386249180425,0.27050386249180414,HIGH,HIGH,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-102741,False,False,,,,,,,,,,UNLINKED_BOTH
17-92651,False,False,,,,,,,,,,UNLINKED_BOTH
17-109228,False,False,,,,,,,,,,UNLINKED_BOTH
17-109277,False,False,,,,,,,,,,UNLINKED_BOTH
17-103816,False,False,,,,,,,,,,UNLINKED_BOTH
17-97519,False,False,,,,,,,,,,UNLINKED_BOTH
17-96902,True,True,18-36652,18-36652,0.5071293793586507,0.5071293793586507,0.03554526365304639,0.03554526365304639,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-104238,True,True,17-161917,17-161917,0.5267209489278029,0.5267209489278029,0.05185144709983186,0.05185144709983175,HIGH,HIGH,M0_NAME_FALLBACK,SAME_LINK
17-90968,True,True,17-130002,17-130002,0.6805521300263524,0.6955521300263525,0.3788749978653856,0.3788749978653857,HIGH,HIGH,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-102187,True,True,18-46346,18-46346,0.9534603591765219,0.9534603591765219,0.6176457056502949,0.6176457056502949,HIGH,HIGH,EXACT_SIRET_RECONCILIATION,SAME_LINK
17-100105,True,True,18-38591,18-38591,0.5336435025097503,0.5336435025097503,0.0015325155547349922,0.0015325155547349922,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-105683,False,False,,,,,,,,,,UNLINKED_BOTH
17-106054,False,False,,,,,,,,,,UNLINKED_BOTH
17-99753,False,False,,,,,,,,,,UNLINKED_BOTH
17-102482,True,True,17-159373,17-159373,0.47032355967053774,0.48532355967053775,0.09731376566750977,0.09731376566750977,MEDIUM,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-102568,False,False,,,,,,,,,,UNLINKED_BOTH
17-103062,True,True,18-41617,18-41617,0.36152699443742925,0.36152699443742925,0.0570022462990149,0.0570022462990149,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
17-93666,True,True,17-102482,17-102482,0.7286706088480068,0.7436706088480067,0.23781485469652297,0.23781485469652286,HIGH,HIGH,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-97609,True,True,17-174760,17-174760,0.6256202163636051,0.640620216363605,0.292219567342067,0.2922195673420669,HIGH,HIGH,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-98996,False,False,,,,,,,,,,UNLINKED_BOTH
17-102039,True,True,18-21245,18-21245,0.7498658713901443,0.7648658713901442,0.3865847384638585,0.3865847384638584,HIGH,HIGH,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-107265,True,True,17-123168,17-123168,0.46665662403559255,0.46665662403559266,0.17060328794425683,0.1706032879442569,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
17-103193,True,True,18-87166,18-87166,0.4345651820127159,0.4495651820127159,0.03697770933183958,0.03353305580318916,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-105380,True,True,18-47589,18-47589,0.531731199363557,0.5467311993635571,0.18532411664567988,0.18532411664568,HIGH,HIGH,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-107162,False,False,,,,,,,,,,UNLINKED_BOTH
17-91935,True,True,17-143219,17-143219,0.36651818104466355,0.36651818104466355,0.06048569178480029,0.06048569178480029,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
17-93042,True,True,18-8879,18-8879,0.3439925536574682,0.35899255365746824,0.03011388523872094,0.03011388523872094,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-94724,True,True,17-178496,17-178496,0.45560986016556787,0.4556098601655679,0.008195270668219234,0.00819527066821929,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-102923,True,True,17-142035,17-142035,0.8217498904949627,0.8367498904949626,0.3474661107408346,0.2593044888623939,HIGH,HIGH,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-104235,False,False,,,,,,,,,,UNLINKED_BOTH
17-104895,False,False,,,,,,,,,,UNLINKED_BOTH
17-105440,True,True,19-21908,19-21908,0.3479200012404122,0.3479200012404122,0.002440657505037691,0.002440657505037691,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-101416,False,False,,,,,,,,,,UNLINKED_BOTH
17-102214,False,False,,,,,,,,,,UNLINKED_BOTH
17-108459,False,False,,,,,,,,,,UNLINKED_BOTH
17-114694,False,False,,,,,,,,,,UNLINKED_BOTH
17-109941,True,True,18-38591,18-38591,0.39428604313612875,0.39428604313612864,0.01651187244929686,0.01651187244929675,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-117075,False,False,,,,,,,,,,UNLINKED_BOTH
17-117298,False,False,,,,,,,,,,UNLINKED_BOTH
17-120212,True,True,18-101994,18-101994,0.34655463897179206,0.3615546389717921,0.04661803236791995,0.027705322073393546,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-115928,False,False,,,,,,,,,,UNLINKED_BOTH
17-121705,True,True,17-152907,17-152907,0.5069699912060037,0.5069699912060037,0.5069699912060037,0.5069699912060037,HIGH,HIGH,M0_NAME_FALLBACK,SAME_LINK
17-103068,False,False,,,,,,,,,,UNLINKED_BOTH
17-118982,True,True,18-6802,18-6802,0.5816623958000124,0.5816623958000124,0.049663237369320656,0.049663237369320656,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-114542,True,True,17-152907,17-152907,0.546274638633377,0.546274638633377,0.09405716604322961,0.09405716604322961,HIGH,HIGH,M0_NAME_FALLBACK,SAME_LINK
17-119142,False,False,,,,,,,,,,UNLINKED_BOTH
17-120545,False,False,,,,,,,,,,UNLINKED_BOTH
17-118765,True,True,18-87166,18-87166,0.3467301795882611,0.3617301795882611,0.013043765864658385,0.013043765864658385,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-110921,True,True,18-61507,18-61507,0.4412532216130846,0.4562532216130846,0.4412532216130846,0.4562532216130846,MEDIUM,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-111330,True,True,18-61655,18-61655,0.5215990244284916,0.5215990244284916,0.15728688884023406,0.15728688884023406,HIGH,HIGH,M0_NAME_FALLBACK,SAME_LINK
17-114118,True,True,18-87166,18-87166,0.5627998876304323,0.5777998876304324,0.17917790725636817,0.03471411462984553,HIGH,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-129931,False,False,,,,,,,,,,UNLINKED_BOTH
17-136551,True,True,18-87219,18-87219,0.7448548929603727,0.7448548929603727,0.5908769755895815,0.5908769755895815,HIGH,HIGH,M0_NAME_FALLBACK,SAME_LINK
17-124242,False,False,,,,,,,,,,UNLINKED_BOTH
17-127212,False,False,,,,,,,,,,UNLINKED_BOTH
17-132788,True,True,17-176560,17-176560,0.4510438274375463,0.46604382743754624,0.4510438274375463,0.46604382743754624,MEDIUM,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-123450,False,False,,,,,,,,,,UNLINKED_BOTH
17-133233,False,False,,,,,,,,,,UNLINKED_BOTH
17-125205,True,True,18-121895,18-121895,0.35923375676224106,0.35923375676224106,0.18878550094440552,0.18878550094440552,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
17-124586,True,True,18-74252,18-74252,0.40421037816324734,0.40421037816324734,0.15524008756058238,0.022978048228740555,MEDIUM,POTENTIAL,EXACT_SIRET_RECONCILIATION,SAME_LINK
17-130729,False,False,,,,,,,,,,UNLINKED_BOTH
17-132446,False,False,,,,,,,,,,UNLINKED_BOTH
17-133179,False,False,,,,,,,,,,UNLINKED_BOTH
17-134575,False,False,,,,,,,,,,UNLINKED_BOTH
17-128615,True,True,17-174282,17-174282,0.3877772397382483,0.3877772397382483,0.3877772397382483,0.3877772397382483,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
17-133782,False,False,,,,,,,,,,UNLINKED_BOTH
17-135428,True,True,18-43533,18-43533,0.4403863051077241,0.4553863051077242,0.2371055091061004,0.2371055091061005,MEDIUM,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-123168,False,False,,,,,,,,,,UNLINKED_BOTH
17-131042,False,False,,,,,,,,,,UNLINKED_BOTH
17-134974,True,True,18-73911,18-73911,0.42346443500657255,0.4234644350065726,0.42346443500657255,0.4234644350065726,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
17-135696,False,False,,,,,,,,,,UNLINKED_BOTH
17-130980,False,False,,,,,,,,,,UNLINKED_BOTH
17-117419,False,False,,,,,,,,,,UNLINKED_BOTH
17-130002,False,False,,,,,,,,,,UNLINKED_BOTH
17-140760,False,False,,,,,,,,,,UNLINKED_BOTH
17-140948,True,True,18-87166,18-87166,0.5782763870329979,0.5932763870329978,0.19618520877903411,0.05033243187011527,HIGH,HIGH,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-142028,True,True,18-18602,18-18602,0.7749255971583511,0.789925597158351,0.20283115600913737,0.20283115600913737,HIGH,HIGH,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-140377,False,True,,18-79401,,0.5902539408151259,,0.24446281125846936,,HIGH,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT
17-150835,True,True,18-21831,18-21831,0.3431669423310381,0.3431669423310381,0.1169622333349559,0.1169622333349559,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
17-147130,False,False,,,,,,,,,,UNLINKED_BOTH
17-144060,False,False,,,,,,,,,,UNLINKED_BOTH
17-142035,True,True,18-87166,18-87166,0.5589841683757297,0.5739841683757299,0.19857902944121403,0.03378749350475729,HIGH,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-152907,False,False,,,,,,,,,,UNLINKED_BOTH
17-130666,True,True,18-28473,18-28473,0.34903962655759485,0.34903962655759485,0.0023094469693337727,0.0023094469693337727,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-148560,False,False,,,,,,,,,,UNLINKED_BOTH
17-79188,False,False,,,,,,,,,,UNLINKED_BOTH
17-151427,False,False,,,,,,,,,,UNLINKED_BOTH
17-149350,False,False,,,,,,,,,,UNLINKED_BOTH
17-146735,True,True,18-57746,18-57746,0.34373441509021385,0.35873441509021387,0.02725443070791611,0.02725443070791611,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-139193,True,True,17-159853,17-159853,0.4050116800509275,0.42001168005092754,0.10498597812648564,0.10498597812648564,MEDIUM,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-142620,False,False,,,,,,,,,,UNLINKED_BOTH
17-138140,False,False,,,,,,,,,,UNLINKED_BOTH
17-144102,True,True,18-10415,18-10415,0.3745641699518178,0.3895641699518178,0.07277704774419624,0.07277704774419624,MEDIUM,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-143241,True,True,19-67059,19-67059,0.6109335521127448,0.6109335521127448,0.004947910257338428,0.004947910257338428,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-152746,False,False,,,,,,,,,,UNLINKED_BOTH
17-143219,True,True,18-53804,18-53804,0.4214105472283783,0.4214105472283783,0.05053442891475718,0.05053442891475718,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
17-144482,False,False,,,,,,,,,,UNLINKED_BOTH
17-161600,False,False,,,,,,,,,,UNLINKED_BOTH
17-157486,True,True,18-58630,18-58630,0.4789727626096989,0.4939727626096989,0.12804872951302165,0.12804872951302165,MEDIUM,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-162866,False,False,,,,,,,,,,UNLINKED_BOTH
17-161606,True,True,18-55179,18-55179,0.3657398897453752,0.3657398897453752,0.09329739053537178,0.09329739053537178,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
17-166932,False,False,,,,,,,,,,UNLINKED_BOTH
17-167643,False,False,,,,,,,,,,UNLINKED_BOTH
17-168958,False,True,,18-133090,,0.40256679807271134,,0.07572141069970911,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT
17-155889,False,False,,,,,,,,,,UNLINKED_BOTH
17-159373,True,True,18-121819,18-121819,0.6556038895704177,0.6706038895704176,0.002737625930792742,0.002737625930792742,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-165149,False,False,,,,,,,,,,UNLINKED_BOTH
17-155110,True,True,18-141270,18-141270,0.43466593183718744,0.44966593183718745,0.09939034539736269,0.09939034539736269,MEDIUM,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-162755,True,True,18-58840,18-58840,0.3854148593664542,0.4004148593664542,0.028445827456778705,0.028445827456778705,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
17-168569,True,True,18-66863,18-66863,0.37239206564788907,0.37239206564788907,0.0035442855131123108,0.0035442855131123108,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-156571,False,False,,,,,,,,,,UNLINKED_BOTH
17-158731,False,True,,18-133090,,0.425990795504881,,0.1489893227230525,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT
17-159853,False,True,,18-101099,,0.3516755650998907,,0.035128359213784655,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT
17-167707,True,True,18-90097,18-90097,0.6120808166147511,0.6120808166147511,0.011844224372338008,0.011844224372338008,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-158224,True,True,19-55110,19-55110,0.5797318441523616,0.5797318441523613,0.1600439196038267,0.16004391960382647,HIGH,HIGH,M0_NAME_FALLBACK,SAME_LINK
17-165815,False,False,,,,,,,,,,UNLINKED_BOTH
17-160290,False,False,,,,,,,,,,UNLINKED_BOTH
17-161917,True,True,18-80158,18-80158,0.42396927180358635,0.42396927180358635,0.0051661713026252,0.0051661713026252,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-163707,False,False,,,,,,,,,,UNLINKED_BOTH
17-164463,False,False,,,,,,,,,,UNLINKED_BOTH
17-161006,False,False,,,,,,,,,,UNLINKED_BOTH
17-165817,False,False,,,,,,,,,,UNLINKED_BOTH
17-156331,True,True,18-38591,18-38591,0.35493068138816564,0.3549306813881656,0.006992781943835513,0.006992781943835458,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-173975,False,True,,19-56150,,0.49698512044519366,,0.15465138294466313,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT
17-172986,True,True,18-6802,18-6802,0.4898812196522246,0.4898812196522246,0.4898812196522246,0.4898812196522246,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
17-181054,False,False,,,,,,,,,,UNLINKED_BOTH
17-129614,True,True,18-61655,18-61655,0.5791148617395561,0.5791148617395561,0.18160226615469993,0.18160226615469993,HIGH,HIGH,M0_NAME_FALLBACK,SAME_LINK
17-170649,False,False,,,,,,,,,,UNLINKED_BOTH
17-172862,False,False,,,,,,,,,,UNLINKED_BOTH
17-176420,False,False,,,,,,,,,,UNLINKED_BOTH
17-170059,False,False,,,,,,,,,,UNLINKED_BOTH
17-176560,False,False,,,,,,,,,,UNLINKED_BOTH
17-171316,True,True,18-150422,18-150422,0.4742670636405082,0.4742670636405082,0.012168325105377464,0.012168325105377464,POTENTIAL,POTENTIAL,EXACT_SIRET_RECONCILIATION,SAME_LINK
17-181551,False,True,,18-152399,,0.4218219555217622,,0.12524918283710046,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT
17-170763,True,True,18-82638,18-82638,0.4202269199281036,0.4202269199281036,0.4202269199281036,0.4202269199281036,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
17-175897,False,False,,,,,,,,,,UNLINKED_BOTH
17-177418,False,False,,,,,,,,,,UNLINKED_BOTH
17-179112,True,True,18-28651,18-28651,0.4626150843781847,0.4626150843781847,0.04652204676499422,0.04652204676499422,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
17-174282,False,False,,,,,,,,,,UNLINKED_BOTH
17-174760,True,True,18-134465,18-134465,0.37472500673052994,0.37472500673052994,0.1363029180475625,0.12130291804756249,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
17-173663,True,True,18-90097,18-90097,0.9408366184844501,0.9408366184844501,0.31365929652795144,0.31365929652795144,HIGH,HIGH,M0_NAME_FALLBACK,SAME_LINK
17-172856,False,False,,,,,,,,,,UNLINKED_BOTH
17-178366,False,False,,,,,,,,,,UNLINKED_BOTH
17-178496,True,True,18-38591,18-38591,0.36339250330227973,0.36339250330227973,0.007584715368099071,0.007584715368099071,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
18-6138,False,False,,,,,,,,,,UNLINKED_BOTH
18-8615,False,False,,,,,,,,,,UNLINKED_BOTH
18-9145,True,True,18-133090,18-133090,0.35075630027624327,0.35075630027624327,0.031607834517933364,0.031607834517933364,POTENTIAL,POTENTIAL,EXACT_SIRET_RECONCILIATION,SAME_LINK
18-9170,False,False,,,,,,,,,,UNLINKED_BOTH
18-12557,True,True,18-62528,18-62528,0.34969413091471124,0.36469413091471126,0.06460395365485799,0.06460395365485799,MEDIUM,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
18-12119,False,True,,18-150422,,0.370252745321057,,0.021982393682638934,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT
18-4239,False,False,,,,,,,,,,UNLINKED_BOTH
18-9081,False,False,,,,,,,,,,UNLINKED_BOTH
18-8070,True,True,18-101099,18-101099,0.36452474813841435,0.37952474813841436,0.08053219448094612,0.08053219448094612,MEDIUM,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
18-10415,False,False,,,,,,,,,,UNLINKED_BOTH
18-13131,False,False,,,,,,,,,,UNLINKED_BOTH
18-13243,False,False,,,,,,,,,,UNLINKED_BOTH
18-8280,False,False,,,,,,,,,,UNLINKED_BOTH
18-11225,True,True,18-28651,18-28651,0.43038896422295037,0.43038896422295037,0.11472792821813305,0.11472792821813305,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
18-8879,False,False,,,,,,,,,,UNLINKED_BOTH
18-6802,False,False,,,,,,,,,,UNLINKED_BOTH
18-6884,False,False,,,,,,,,,,UNLINKED_BOTH
18-14043,False,False,,,,,,,,,,UNLINKED_BOTH
18-265,False,False,,,,,,,,,,UNLINKED_BOTH
18-2518,False,False,,,,,,,,,,UNLINKED_BOTH
18-546,False,False,,,,,,,,,,UNLINKED_BOTH
18-12739,True,True,18-19126,18-19126,0.7314082347787998,0.7464082347787997,0.44116390365136393,0.4411639036513638,HIGH,HIGH,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
18-14065,True,True,19-12828,19-12828,0.38371991272371253,0.38371991272371253,0.05184469564793093,0.05184469564793093,MEDIUM,MEDIUM,EXACT_SIRET_RECONCILIATION,SAME_LINK
18-21470,False,False,,,,,,,,,,UNLINKED_BOTH
18-26455,False,False,,,,,,,,,,UNLINKED_BOTH
18-27476,True,True,18-146489,18-146489,0.7682184636009937,0.7682184636009938,0.6074155617806868,0.42630223556145447,HIGH,HIGH,EXACT_SIRET_RECONCILIATION,SAME_LINK
18-15680,True,True,18-97311,18-97311,0.38845920873107714,0.38845920873107714,0.1148114535934655,0.1148114535934655,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
18-18447,True,True,18-21811,18-21811,0.44281858711972316,0.44281858711972316,0.08750732076839407,0.08750732076839407,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
18-14081,True,True,18-52482,18-52482,0.719088918090232,0.719088918090232,0.719088918090232,0.719088918090232,HIGH,HIGH,M0_NAME_FALLBACK,SAME_LINK
18-20656,True,True,18-122376,18-122376,0.39344396905082507,0.39344396905082507,0.036957950065703016,0.036957950065703016,POTENTIAL,POTENTIAL,M0_NAME_FALLBACK,SAME_LINK
18-21245,True,True,18-127908,18-127908,0.42329949164844266,0.4382994916484427,0.01567790373614092,0.01567790373614092,POTENTIAL,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
18-21831,False,False,,,,,,,,,,UNLINKED_BOTH
18-22059,False,False,,,,,,,,,,UNLINKED_BOTH
18-26430,True,True,19-176592,19-176592,0.45806176084099864,0.47306176084099866,0.19756679807271132,0.19756679807271132,MEDIUM,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,SAME_LINK
18-26406,False,False,,,,,,,,,,UNLINKED_BOTH
18-16076,False,False,,,,,,,,,,UNLINKED_BOTH
18-17596,False,False,,,,,,,,,,UNLINKED_BOTH
18-27688,False,False,,,,,,,,,,UNLINKED_BOTH
18-28408,False,True,,19-79409,,0.34459267449798997,,0.0031684826333288063,,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT
18-22345,True,True,18-52389,18-52389,0.3883300815624305,0.3883300815624305,0.3883300815624305,0.3883300815624305,MEDIUM,MEDIUM,M0_NAME_FALLBACK,SAME_LINK
18-26654,False,False,,,,,,,,,,UNLINKED_BOTH
18-26824,True,True,19-1779,19-1779,0.6026953768987288,0.6026953768987288,0.1572512429481323,0.1572512429481323,HIGH,HIGH,EXACT_SIRET_RECONCILIATION,SAME_LINK
18-17886,False,True,,19-4677,,0.3538878004324337,,0.05966051116395915,,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,ADDED_BY_ENRICHMENT
18-20647,False,False,,,,,,,,,,UNLINKED_BOTH
