source_notice_id,m0_candidate_notice_id,m1_candidate_notice_id,profile_candidate_notice_id,m0_m1_status,m1_buyer_match_mechanism,profile_evidence_status,profile_conflict_flag
18-177907,19-101998,19-101998,19-101998,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
18-178358,19-147471,19-147471,19-147471,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-17886,,22-98192,22-98192,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-181130,23-76010,23-76010,23-76010,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-182041,21-157863,21-157863,21-157863,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-18447,18-21811,18-21811,18-21811,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-19126,,22-25855,22-25855,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-20656,18-122376,18-122376,18-122376,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-21245,21-156574,22-43134,22-43134,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
18-21811,18-122376,18-122376,18-122376,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-26430,22-159813,22-159813,22-159813,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-265,,21-115415,21-115415,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-26824,23-12419,23-12419,23-12419,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
18-27476,,21-23641,21-23641,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-28408,19-79409,19-79409,19-79409,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-28651,22-39891,22-39891,22-39891,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-30024,,22-162609,22-162609,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-30222,23-12419,23-12419,23-12419,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
18-31687,22-84327,22-85365,22-85365,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-35370,18-90097,18-90097,18-90097,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-38970,18-132522,18-132522,18-132522,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-38978,18-132522,18-132522,18-132522,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-40230,,19-114994,19-114994,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-41400,18-177907,18-177907,18-177907,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-42613,22-51860,22-51860,22-51860,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-46720,22-54446,22-54446,22-54446,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-47589,21-32441,21-32441,21-32441,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-47719,22-82130,22-82130,22-82130,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-51459,20-138135,21-35651,21-35651,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-52915,18-149893,18-149893,18-149893,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
18-53373,21-96695,21-96695,21-96695,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-53378,22-52027,22-52027,22-52027,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-53780,18-142560,18-142560,18-142560,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-56546,21-143183,21-143183,21-143183,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-57746,,18-132522,18-132522,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-58285,18-149893,18-149893,18-149893,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
18-58630,,22-83128,22-83128,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
18-60154,22-15069,22-15069,22-15069,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-61256,22-94454,22-94454,22-94454,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-6138,22-39410,22-39410,22-39410,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-61655,22-94454,22-94454,22-94454,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-66863,22-133794,22-133794,22-133794,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-71355,22-137172,22-137172,22-137172,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
18-71689,22-150264,22-150264,22-150264,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
18-72093,20-153801,20-153801,20-153801,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
18-74252,22-124106,22-124106,22-124106,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-74544,21-77546,21-77546,21-77546,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
18-76556,,22-87982,22-87982,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
18-79401,22-153148,22-153148,22-153148,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
18-8070,22-15069,22-42168,22-42168,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-8280,22-31357,22-31357,22-31357,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-87166,,22-150264,22-150264,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-8879,22-159813,22-159813,22-159813,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-90097,23-125766,23-125766,23-125766,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-90441,18-122376,18-122376,18-122376,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-91441,23-24020,23-24020,23-24020,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
18-9145,20-70265,20-70265,20-70265,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-92191,,21-130956,21-130956,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-98583,,22-94145,22-94145,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-100667,19-113409,19-113409,19-113409,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-101998,22-50687,22-50687,22-50687,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
19-103253,21-156687,21-156687,21-156687,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
19-103897,23-168051,23-168051,23-168051,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-104228,,23-171468,23-171468,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-10428,23-87983,23-87983,23-87983,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-105083,23-125766,23-125766,23-125766,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-105444,23-154026,23-154026,23-154026,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
19-106149,19-147471,19-147471,19-147471,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-106682,,23-174001,23-174001,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-108933,19-117328,19-117328,19-117328,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
19-108948,,21-115415,21-115415,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-110681,20-17796,20-17796,20-17796,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
19-11185,19-124888,19-124888,19-124888,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-113409,,20-37796,20-37796,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-117328,23-96123,23-96123,23-96123,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
19-118102,,22-165707,22-165707,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-119269,23-102643,23-102643,23-102643,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-120297,,22-108149,22-108149,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
19-123920,20-21049,20-21049,20-21049,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-128681,23-134735,24-56081,24-56081,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
19-129278,21-115415,21-115415,21-115415,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-130357,20-25157,20-25157,20-25157,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
19-131092,,23-117688,23-117688,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-131225,23-117688,23-117688,23-117688,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-131601,23-117688,23-117688,23-117688,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-136955,,23-108318,23-108318,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-13728,19-98987,19-98987,19-98987,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
19-142286,20-38676,20-38676,20-38676,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-144868,24-57038,24-57038,24-57038,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-145053,,23-139972,23-139972,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
19-146419,23-56040,23-56040,23-56040,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
19-147471,,20-47300,20-47300,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-147943,23-160148,23-160148,23-160148,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
19-151382,23-125766,23-125766,23-125766,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-152453,,23-45378,23-45378,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-157359,23-14004,23-14004,23-14004,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
19-158679,20-54283,20-54283,20-54283,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-160471,,24-74022,24-74022,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
19-16942,23-58292,23-58292,23-58292,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-169787,19-127477,19-127477,19-127477,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-17058,23-174149,23-174149,23-174149,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
19-174098,,24-56081,24-56081,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
19-174412,24-66729,24-66729,24-66729,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-174440,23-8217,23-8217,23-8217,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
19-174809,,23-139972,23-139972,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
19-175998,21-90254,21-90254,21-90254,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
19-176592,,25-76461,25-76461,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-177021,,24-74022,24-74022,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
19-1779,,24-56081,24-56081,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
19-180395,23-161829,23-161829,23-161829,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-181393,24-57038,24-57038,24-57038,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-18263,23-56040,23-56040,23-56040,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
19-184042,20-68622,20-68622,20-68622,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-184490,,24-56081,24-56081,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
19-185562,,24-7715,24-7715,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
19-187630,23-43183,23-43183,23-43183,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-189603,20-91517,20-91517,20-91517,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-189628,20-66643,20-66643,20-66643,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-190057,22-17364,22-17364,22-17364,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-191665,23-144303,23-144303,23-144303,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-25237,19-184042,19-184042,19-184042,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-28845,23-23775,22-123803,22-123803,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-30217,19-101998,19-101998,19-101998,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
19-33087,,23-41648,23-41648,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-35540,23-106776,23-106776,23-106776,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-35566,23-23753,23-23753,23-23753,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-36958,23-144303,23-144303,23-144303,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-3707,,22-165707,22-165707,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-39750,23-6460,23-6460,23-6460,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-41587,19-54274,19-54274,19-54274,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-43671,23-40733,23-40733,23-40733,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-43954,19-158679,19-158679,19-158679,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-44791,,20-110309,20-110309,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-47186,,19-136955,19-136955,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-48030,23-43054,23-43054,23-43054,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-50035,22-68207,22-68207,22-68207,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
19-5147,20-27109,20-27109,20-27109,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
19-5191,22-165707,22-165707,22-165707,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-53794,,23-43054,23-43054,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-55110,22-153504,22-153504,22-153504,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-55808,,23-106736,23-106736,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
19-59985,23-42778,23-42778,23-42778,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
19-67059,23-125766,23-125766,23-125766,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-67233,23-90833,23-90833,23-90833,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-70735,21-138241,21-138241,21-138241,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
19-71137,,23-56040,23-56040,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
19-74485,23-144303,23-144303,23-144303,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-75795,23-70292,23-70292,23-70292,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-79409,,23-20260,23-20260,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-85688,,24-3636,24-3636,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-87510,,23-101411,23-101411,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
19-87996,19-118070,19-118070,19-118070,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-8916,,22-162609,22-162609,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
19-90783,20-16042,20-16042,20-16042,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
19-92498,23-125766,23-125766,23-125766,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
19-94580,19-110681,19-110681,19-110681,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
19-99946,23-105797,23-105797,23-105797,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-10180,23-90092,23-90092,23-90092,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-10269,,25-33226,25-33226,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
20-104420,20-131075,20-131075,20-131075,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
20-106379,,24-127069,24-127069,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-109382,22-163372,22-163372,22-163372,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
20-11000,24-34987,24-34987,24-34987,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-110309,25-25051,25-25051,25-25051,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
20-111698,23-174149,23-174149,23-174149,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
20-114032,24-77664,24-77664,24-77664,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-114632,,21-55981,21-55981,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-115663,24-119150,24-119150,24-119150,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-118247,,24-127156,24-127156,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
20-119246,21-55981,21-55981,21-55981,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-12070,24-31691,24-31691,24-31691,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-120789,24-66729,24-66729,24-66729,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
20-121660,,24-132338,24-132338,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
20-12202,,24-56081,24-56081,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
20-122193,21-55981,21-55981,21-55981,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-124045,25-25051,25-25051,25-25051,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
20-125567,,25-30282,25-30282,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
20-128054,,24-117582,24-117582,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
20-132336,24-127528,24-127528,24-127528,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-134550,22-19299,22-19299,22-19299,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
20-13755,,23-139972,23-139972,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
20-139000,21-7561,21-7561,21-7561,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-142015,24-130324,24-130324,24-130324,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
20-142134,23-176813,23-176813,23-176813,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-150503,,24-47243,24-47243,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,WEAK_SUPPORT,False
20-150854,,23-160919,23-160919,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-152653,,25-30335,25-30335,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
20-153528,,25-114696,25-114696,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
20-15455,,23-139972,23-139972,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
20-156321,,23-171468,23-171468,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
