source_notice_id,m0_candidate_notice_id,m1_candidate_notice_id,profile_candidate_notice_id,m0_m1_status,m1_buyer_match_mechanism,profile_evidence_status,profile_conflict_flag
16-70219,20-66280,20-66280,20-66280,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
16-70307,16-168154,16-168154,16-168154,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
16-72442,21-15299,21-15299,21-15299,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
16-72521,16-113197,16-113197,16-113197,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
16-73142,20-96618,20-96618,20-96618,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
16-73215,20-26328,20-26328,20-26328,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
16-73358,19-114994,19-114994,19-114994,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
16-7712,20-6485,20-6485,20-6485,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
16-77563,19-160018,19-160018,19-160018,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
16-82782,19-99589,19-99589,19-99589,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
16-84729,20-135543,20-135543,20-135543,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
16-85619,19-174098,19-174098,19-174098,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
16-85662,21-16505,20-138135,20-138135,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
16-87635,,20-47300,20-47300,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
16-87909,18-103711,18-103711,18-103711,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
16-9086,19-70735,19-70735,19-70735,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
16-96174,20-138135,20-125567,20-125567,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
16-96425,16-108742,16-108742,16-108742,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
16-98698,,20-106379,20-106379,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
16-98835,20-65717,20-65717,20-65717,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NO_PROFILE_EVIDENCE,False
17-102039,21-103501,21-103501,21-103501,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
17-102187,,21-17328,21-17328,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-102482,21-113953,21-113953,21-113953,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
17-102708,21-67771,21-67771,21-67771,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-103193,,22-72517,22-72517,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-104238,21-77546,21-77546,21-77546,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-105380,18-47589,18-47589,18-47589,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-105440,19-21908,19-21908,19-21908,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-105683,19-105444,19-105444,19-105444,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
17-106009,22-26998,22-26998,22-26998,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-106054,21-153479,21-153479,21-153479,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-107265,17-123168,17-123168,17-123168,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-10967,17-21818,17-21818,17-21818,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NO_PROFILE_EVIDENCE,False
17-110921,21-148535,21-148535,21-148535,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-111330,22-26998,22-26998,22-26998,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-114118,22-25102,22-72517,22-72517,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-114542,17-152907,17-152907,17-152907,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-117075,21-133433,21-133433,21-133433,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NO_PROFILE_EVIDENCE,False
17-118765,22-25102,22-25102,22-25102,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-118982,18-6802,18-6802,18-6802,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,WEAK_SUPPORT,False
17-120212,22-8616,22-69952,22-69952,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-120545,21-133662,21-133662,21-133662,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-121705,17-152907,17-152907,17-152907,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-123168,18-52915,18-52915,18-52915,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-129614,22-26998,22-26998,22-26998,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-129931,22-48493,22-48493,22-48493,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-13461,21-7561,21-7561,21-7561,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-134974,18-73911,18-73911,18-73911,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-135428,,21-156348,21-156348,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-135696,,21-143444,21-143444,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-139193,21-83160,21-83160,21-83160,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-140377,22-8616,21-126684,21-126684,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-140948,22-25102,22-85365,22-85365,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-142035,22-25102,22-29878,22-29878,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-143219,18-53804,18-53804,18-53804,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-143241,22-154717,22-154717,22-154717,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-144060,,18-40625,18-40625,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-146735,18-57746,18-57746,18-57746,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-150835,21-152380,21-152380,21-152380,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-15162,21-20759,21-20759,21-20759,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-15387,20-25372,20-25372,20-25372,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-155110,18-141270,18-141270,18-141270,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-156331,18-38591,18-38591,18-38591,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,WEAK_SUPPORT,False
17-157486,21-156574,21-138241,21-138241,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
17-158731,,22-51860,22-51860,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-159373,,22-87982,22-87982,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
17-159853,21-83160,21-83160,21-83160,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-161006,,22-162609,22-162609,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-161917,21-77546,21-77546,21-77546,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-162755,22-7823,22-7823,22-7823,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-164463,18-41248,18-41248,18-41248,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,WEAK_SUPPORT,False
17-167707,21-143183,21-143183,21-143183,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-168569,21-150402,21-150402,21-150402,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-168958,21-143444,22-105832,22-105832,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-170763,18-82638,18-82638,18-82638,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-171316,22-69952,22-69952,22-69952,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
17-172986,18-6802,18-6802,18-6802,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,WEAK_SUPPORT,False
17-173663,21-143183,21-143183,21-143183,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-173975,22-85365,22-85365,22-85365,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
17-179112,21-122032,21-122032,21-122032,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-181551,,21-157552,21-157552,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
17-20203,18-144441,18-144441,18-144441,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-20659,21-44149,21-44149,21-44149,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-20859,17-144060,17-144060,17-144060,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-2217,17-9629,17-9629,17-9629,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,WEAK_SUPPORT,False
17-22230,21-76512,21-76512,21-76512,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-25915,21-45622,21-45622,21-45622,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
17-29415,21-77546,21-77546,21-77546,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-32203,18-13243,18-13243,18-13243,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-32213,21-37673,21-37673,21-37673,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-34018,17-120212,17-120212,17-120212,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-35759,21-126684,21-126684,21-126684,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
17-37863,17-39483,17-39483,17-39483,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-37945,17-39483,17-39483,17-39483,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-39483,,17-146735,17-146735,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-44607,21-67771,21-67771,21-67771,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-45104,20-118247,20-118247,20-118247,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-47703,21-51020,21-51020,21-51020,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-48788,22-8616,21-126684,21-126684,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-50845,17-143219,17-143219,17-143219,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-51157,19-69736,19-69736,19-69736,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-53475,22-40191,22-40191,22-40191,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-53540,17-77744,17-77744,17-77744,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-55087,17-143219,17-143219,17-143219,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-56452,19-108948,19-129278,19-129278,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-58214,21-85842,21-85842,21-85842,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-58486,21-117615,21-117615,21-117615,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
17-6085,17-105683,17-105683,17-105683,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
17-61199,21-137487,21-137487,21-137487,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-61541,21-76925,21-76925,21-76925,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
17-62129,21-35651,21-35651,21-35651,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-62873,,21-99709,21-99709,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-65753,18-18447,18-18447,18-18447,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-6714,,21-43310,21-43310,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-68186,22-13142,21-116891,21-116891,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-68985,21-163566,21-163566,21-163566,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-71407,22-118151,22-83864,22-83864,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
17-7154,17-108459,17-108459,17-108459,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-71849,22-8616,21-126684,21-126684,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-73511,17-81541,17-81541,17-81541,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-73536,21-143183,21-143183,21-143183,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-74587,21-103501,21-88219,21-88219,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
17-74632,21-61224,21-61224,21-61224,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-76616,21-85842,21-85842,21-85842,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-77672,,21-74412,21-74412,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
17-77744,17-168569,17-168569,17-168569,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-78402,20-137315,20-137315,20-137315,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-79002,20-140005,20-140005,20-140005,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
17-80194,21-77546,21-77546,21-77546,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-8037,17-25692,17-25692,17-25692,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
17-82173,17-172986,17-172986,17-172986,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,WEAK_SUPPORT,False
17-82869,17-172986,17-172986,17-172986,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,WEAK_SUPPORT,False
17-90424,21-135182,21-135182,21-135182,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
17-93042,21-91773,21-91773,21-91773,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-93666,21-113953,21-113953,21-113953,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
17-93952,22-95027,22-95027,22-95027,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-9629,17-102568,17-102568,17-102568,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,WEAK_SUPPORT,False
17-97519,,21-146075,21-146075,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-97609,21-38984,21-38984,21-38984,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-98996,21-76512,21-76512,21-76512,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
17-99753,20-85492,20-85492,20-85492,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-101085,23-72834,23-72834,23-72834,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
18-101099,23-23753,23-23753,23-23753,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-101350,21-14714,21-14714,21-14714,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-101994,19-32405,19-32405,19-32405,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-103911,21-163822,21-163822,21-163822,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-109139,22-137807,22-137807,22-137807,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
18-11225,21-122032,21-122032,21-122032,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-114870,20-117677,20-117677,20-117677,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
18-115270,,19-34598,19-34598,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-117389,19-169787,19-169787,19-169787,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-120601,,22-87982,22-87982,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
18-12119,22-84327,22-72517,22-72517,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-121819,,22-87982,22-87982,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
18-122376,19-36958,19-36958,19-36958,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-123694,,22-83128,22-83128,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
18-124336,21-16505,21-16505,21-16505,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-126368,,22-77622,22-77622,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
18-12739,22-7823,22-7823,22-7823,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
18-127908,,22-60784,22-60784,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
18-128159,22-118191,22-118191,22-118191,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-128655,23-20260,23-20260,23-20260,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
18-128950,22-22098,22-22098,22-22098,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-130463,19-54406,19-54406,19-54406,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-13243,22-125236,22-125236,22-125236,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-132522,,21-130046,21-130046,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-133090,22-166698,22-166698,22-166698,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-134123,18-142763,18-142763,18-142763,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
18-136695,19-39813,19-39813,19-39813,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
18-146489,,22-22098,22-22098,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-147219,20-45001,20-45001,20-45001,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-150422,23-12419,23-12419,23-12419,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
18-150889,23-43183,23-43183,23-43183,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-151434,19-69736,19-69736,19-69736,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-154770,,21-157552,21-157552,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
18-159101,22-118151,22-118151,22-118151,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
18-160377,,23-81527,23-81527,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-164871,19-74485,19-74485,19-74485,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-165012,21-148700,21-148700,21-148700,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-166821,23-43763,23-43763,23-43763,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
18-167431,23-43763,23-43763,23-43763,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
18-168544,23-34705,23-34705,23-34705,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-171623,21-170353,21-170353,21-170353,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
18-173960,23-43763,23-43763,23-43763,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
18-174630,22-166987,22-166987,22-166987,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
18-174875,22-157410,22-157410,22-157410,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
18-175843,22-166987,22-166987,22-166987,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
18-177619,,22-137172,22-137172,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
