source_url,extraction_date,requested_period_start,requested_period_end,scope_tag,departments,raw_file_count,raw_notice_count,duplicate_count,retained_notice_count,failed_requests,schema_notes,warnings
https://boamp-datadila.opendatasoft.com/api/explore/v2.1/catalog/datasets/boamp/exports/json,2026-07-13T11:25:37,2015-01-01,2026-07-13,pays_de_la_loire,44;49;53;72;85,139,84623,0,84623,0,JOUE-family notices use the EU eForms/UBL JSON structure from ~late 2023 onward; FNS/MAPA/DSP-family notices use the legacy BOAMP XSD-derived JSON structure throughout. Both are handled by an adaptive recursive extractor in scripts/parse_boamp.py.,None
