notice_type_normalized,buyer_siret_clean,buyer_siren_clean,cpv_clean,duration_raw,objet_clean,response_deadline,code_departement_prestation,annonce_lie,titulaire
APPEL_OFFRE,0.2514238660536609,0.2514238660536609,0.6692342002333082,0.16931997529678172,0.9999828449873053,0.6568311260550332,0.09852123790571606,0.04896040623070061,0.0
ATTRIBUTION,0.32007978723404257,0.32007978723404257,0.7607269503546099,0.0734485815602837,1.0,0.0,0.10261524822695035,0.845877659574468,0.7906471631205674
OTHER,0.30787589498806683,0.30787589498806683,0.883054892601432,0.005303632988597189,1.0,0.002386634844868735,0.01458499071864227,0.9408644921771413,0.02360116679925749
