stratum_dim,stratum_value,flag_a,flag_b,joint_rate,n
dept_primary,80,siret_or_siren_missing,cpv_missing_or_generic,0.0,5
dept_primary,83,siret_or_siren_missing,cpv_missing_or_generic,0.1111111111111111,9
dept_primary,85,siret_or_siren_missing,cpv_missing_or_generic,0.20326889571061146,12053
dept_primary,86,siret_or_siren_missing,cpv_missing_or_generic,0.3263888888888889,144
dept_primary,87,siret_or_siren_missing,cpv_missing_or_generic,0.0,7
dept_primary,9,siret_or_siren_missing,cpv_missing_or_generic,1.0,1
dept_primary,91,siret_or_siren_missing,cpv_missing_or_generic,0.3333333333333333,15
dept_primary,92,siret_or_siren_missing,cpv_missing_or_generic,0.1951219512195122,41
dept_primary,93,siret_or_siren_missing,cpv_missing_or_generic,0.2647058823529412,34
dept_primary,94,siret_or_siren_missing,cpv_missing_or_generic,0.16666666666666666,42
dept_primary,95,siret_or_siren_missing,cpv_missing_or_generic,0.0,7
dept_primary,971,siret_or_siren_missing,cpv_missing_or_generic,1.0,1
dept_primary,972,siret_or_siren_missing,cpv_missing_or_generic,0.0,1
dept_primary,973,siret_or_siren_missing,cpv_missing_or_generic,0.0,3
dept_primary,974,siret_or_siren_missing,cpv_missing_or_generic,0.25,4
dept_primary,976,siret_or_siren_missing,cpv_missing_or_generic,0.0,1
dept_primary,986,siret_or_siren_missing,cpv_missing_or_generic,0.0,1
dept_primary,987,siret_or_siren_missing,cpv_missing_or_generic,0.0,1
dept_primary,988,siret_or_siren_missing,cpv_missing_or_generic,0.5,4
dept_primary,99,siret_or_siren_missing,cpv_missing_or_generic,1.0,1
dept_primary,1,siret_or_siren_missing,duration_missing,0.8695652173913043,23
dept_primary,10,siret_or_siren_missing,duration_missing,0.0,1
dept_primary,11,siret_or_siren_missing,duration_missing,0.0,3
dept_primary,12,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,13,siret_or_siren_missing,duration_missing,0.47368421052631576,38
dept_primary,14,siret_or_siren_missing,duration_missing,0.5357142857142857,196
dept_primary,16,siret_or_siren_missing,duration_missing,0.524390243902439,82
dept_primary,17,siret_or_siren_missing,duration_missing,0.7129963898916968,554
dept_primary,18,siret_or_siren_missing,duration_missing,0.4897959183673469,49
dept_primary,19,siret_or_siren_missing,duration_missing,0.6785714285714286,28
dept_primary,2,siret_or_siren_missing,duration_missing,0.6666666666666666,3
dept_primary,20A,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,21,siret_or_siren_missing,duration_missing,0.3333333333333333,9
dept_primary,22,siret_or_siren_missing,duration_missing,0.5954356846473029,482
dept_primary,23,siret_or_siren_missing,duration_missing,0.0,2
dept_primary,24,siret_or_siren_missing,duration_missing,0.8,5
dept_primary,26,siret_or_siren_missing,duration_missing,0.3333333333333333,3
dept_primary,27,siret_or_siren_missing,duration_missing,0.35,20
dept_primary,28,siret_or_siren_missing,duration_missing,0.7058823529411765,187
dept_primary,29,siret_or_siren_missing,duration_missing,0.6839186691312384,541
dept_primary,3,siret_or_siren_missing,duration_missing,0.25,4
dept_primary,31,siret_or_siren_missing,duration_missing,0.6785714285714286,28
dept_primary,33,siret_or_siren_missing,duration_missing,0.7733333333333333,75
dept_primary,34,siret_or_siren_missing,duration_missing,0.6666666666666666,15
dept_primary,35,siret_or_siren_missing,duration_missing,0.6651865008880995,2252
dept_primary,36,siret_or_siren_missing,duration_missing,0.775,40
dept_primary,37,siret_or_siren_missing,duration_missing,0.6586433260393874,457
dept_primary,38,siret_or_siren_missing,duration_missing,0.18181818181818182,11
dept_primary,4,siret_or_siren_missing,duration_missing,0.5,2
dept_primary,40,siret_or_siren_missing,duration_missing,0.7142857142857143,7
dept_primary,41,siret_or_siren_missing,duration_missing,0.5882352941176471,85
dept_primary,42,siret_or_siren_missing,duration_missing,0.0,2
dept_primary,43,siret_or_siren_missing,duration_missing,0.0,1
dept_primary,44,siret_or_siren_missing,duration_missing,0.7013497809957987,33561
dept_primary,45,siret_or_siren_missing,duration_missing,0.54375,160
dept_primary,46,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,47,siret_or_siren_missing,duration_missing,0.5,2
dept_primary,49,siret_or_siren_missing,duration_missing,0.6952522656567023,14786
dept_primary,5,siret_or_siren_missing,duration_missing,0.3333333333333333,3
dept_primary,50,siret_or_siren_missing,duration_missing,0.6179775280898876,89
dept_primary,51,siret_or_siren_missing,duration_missing,0.6,5
dept_primary,52,siret_or_siren_missing,duration_missing,0.0,1
dept_primary,53,siret_or_siren_missing,duration_missing,0.6165841584158416,4040
dept_primary,54,siret_or_siren_missing,duration_missing,0.5,6
dept_primary,56,siret_or_siren_missing,duration_missing,0.7918871252204586,567
dept_primary,57,siret_or_siren_missing,duration_missing,0.34615384615384615,52
dept_primary,59,siret_or_siren_missing,duration_missing,0.8387096774193549,31
dept_primary,6,siret_or_siren_missing,duration_missing,0.8333333333333334,30
dept_primary,60,siret_or_siren_missing,duration_missing,0.5,12
dept_primary,61,siret_or_siren_missing,duration_missing,0.5580029368575624,681
dept_primary,62,siret_or_siren_missing,duration_missing,0.5,6
dept_primary,63,siret_or_siren_missing,duration_missing,1.0,3
dept_primary,64,siret_or_siren_missing,duration_missing,0.7222222222222222,18
dept_primary,65,siret_or_siren_missing,duration_missing,0.7777777777777778,9
dept_primary,66,siret_or_siren_missing,duration_missing,0.5,2
dept_primary,67,siret_or_siren_missing,duration_missing,0.75,4
dept_primary,68,siret_or_siren_missing,duration_missing,0.0,3
dept_primary,69,siret_or_siren_missing,duration_missing,0.6623376623376623,77
dept_primary,7,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,70,siret_or_siren_missing,duration_missing,1.0,5
dept_primary,71,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,72,siret_or_siren_missing,duration_missing,0.5198326213930782,11471
dept_primary,75,siret_or_siren_missing,duration_missing,0.7339449541284404,654
dept_primary,76,siret_or_siren_missing,duration_missing,0.5891472868217055,129
dept_primary,77,siret_or_siren_missing,duration_missing,0.8210526315789474,95
dept_primary,78,siret_or_siren_missing,duration_missing,0.7,20
dept_primary,79,siret_or_siren_missing,duration_missing,0.7025440313111546,511
dept_primary,8,siret_or_siren_missing,duration_missing,0.6,5
dept_primary,80,siret_or_siren_missing,duration_missing,0.8,5
dept_primary,83,siret_or_siren_missing,duration_missing,0.6666666666666666,9
dept_primary,85,siret_or_siren_missing,duration_missing,0.6606653945075914,12053
dept_primary,86,siret_or_siren_missing,duration_missing,0.7083333333333334,144
dept_primary,87,siret_or_siren_missing,duration_missing,0.7142857142857143,7
dept_primary,9,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,91,siret_or_siren_missing,duration_missing,0.6666666666666666,15
dept_primary,92,siret_or_siren_missing,duration_missing,0.5365853658536586,41
dept_primary,93,siret_or_siren_missing,duration_missing,0.6764705882352942,34
dept_primary,94,siret_or_siren_missing,duration_missing,0.6428571428571429,42
dept_primary,95,siret_or_siren_missing,duration_missing,0.5714285714285714,7
dept_primary,971,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,972,siret_or_siren_missing,duration_missing,0.0,1
dept_primary,973,siret_or_siren_missing,duration_missing,0.3333333333333333,3
dept_primary,974,siret_or_siren_missing,duration_missing,1.0,4
dept_primary,976,siret_or_siren_missing,duration_missing,0.0,1
dept_primary,986,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,987,siret_or_siren_missing,duration_missing,0.0,1
dept_primary,988,siret_or_siren_missing,duration_missing,0.75,4
dept_primary,99,siret_or_siren_missing,duration_missing,1.0,1
dept_primary,1,siret_or_siren_missing,text_weak_or_missing,0.30434782608695654,23
dept_primary,10,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,11,siret_or_siren_missing,text_weak_or_missing,0.0,3
dept_primary,12,siret_or_siren_missing,text_weak_or_missing,1.0,1
dept_primary,13,siret_or_siren_missing,text_weak_or_missing,0.10526315789473684,38
dept_primary,14,siret_or_siren_missing,text_weak_or_missing,0.05102040816326531,196
dept_primary,16,siret_or_siren_missing,text_weak_or_missing,0.036585365853658534,82
dept_primary,17,siret_or_siren_missing,text_weak_or_missing,0.13898916967509026,554
dept_primary,18,siret_or_siren_missing,text_weak_or_missing,0.14285714285714285,49
dept_primary,19,siret_or_siren_missing,text_weak_or_missing,0.35714285714285715,28
dept_primary,2,siret_or_siren_missing,text_weak_or_missing,0.3333333333333333,3
dept_primary,20A,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,21,siret_or_siren_missing,text_weak_or_missing,0.0,9
dept_primary,22,siret_or_siren_missing,text_weak_or_missing,0.13485477178423236,482
dept_primary,23,siret_or_siren_missing,text_weak_or_missing,0.0,2
dept_primary,24,siret_or_siren_missing,text_weak_or_missing,0.0,5
dept_primary,26,siret_or_siren_missing,text_weak_or_missing,0.0,3
dept_primary,27,siret_or_siren_missing,text_weak_or_missing,0.2,20
dept_primary,28,siret_or_siren_missing,text_weak_or_missing,0.0962566844919786,187
dept_primary,29,siret_or_siren_missing,text_weak_or_missing,0.051756007393715345,541
dept_primary,3,siret_or_siren_missing,text_weak_or_missing,0.25,4
dept_primary,31,siret_or_siren_missing,text_weak_or_missing,0.03571428571428571,28
dept_primary,33,siret_or_siren_missing,text_weak_or_missing,0.06666666666666667,75
dept_primary,34,siret_or_siren_missing,text_weak_or_missing,0.2,15
dept_primary,35,siret_or_siren_missing,text_weak_or_missing,0.06882770870337478,2252
dept_primary,36,siret_or_siren_missing,text_weak_or_missing,0.175,40
dept_primary,37,siret_or_siren_missing,text_weak_or_missing,0.0437636761487965,457
dept_primary,38,siret_or_siren_missing,text_weak_or_missing,0.0,11
dept_primary,4,siret_or_siren_missing,text_weak_or_missing,0.5,2
dept_primary,40,siret_or_siren_missing,text_weak_or_missing,0.0,7
dept_primary,41,siret_or_siren_missing,text_weak_or_missing,0.10588235294117647,85
dept_primary,42,siret_or_siren_missing,text_weak_or_missing,0.0,2
dept_primary,43,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,44,siret_or_siren_missing,text_weak_or_missing,0.07288221447513483,33561
dept_primary,45,siret_or_siren_missing,text_weak_or_missing,0.01875,160
dept_primary,46,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,47,siret_or_siren_missing,text_weak_or_missing,0.0,2
dept_primary,49,siret_or_siren_missing,text_weak_or_missing,0.07797916948464764,14786
dept_primary,5,siret_or_siren_missing,text_weak_or_missing,0.3333333333333333,3
dept_primary,50,siret_or_siren_missing,text_weak_or_missing,0.0449438202247191,89
dept_primary,51,siret_or_siren_missing,text_weak_or_missing,0.0,5
dept_primary,52,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,53,siret_or_siren_missing,text_weak_or_missing,0.055445544554455446,4040
dept_primary,54,siret_or_siren_missing,text_weak_or_missing,0.3333333333333333,6
dept_primary,56,siret_or_siren_missing,text_weak_or_missing,0.07231040564373897,567
dept_primary,57,siret_or_siren_missing,text_weak_or_missing,0.0,52
dept_primary,59,siret_or_siren_missing,text_weak_or_missing,0.0,31
dept_primary,6,siret_or_siren_missing,text_weak_or_missing,0.16666666666666666,30
dept_primary,60,siret_or_siren_missing,text_weak_or_missing,0.0,12
dept_primary,61,siret_or_siren_missing,text_weak_or_missing,0.033773861967694566,681
dept_primary,62,siret_or_siren_missing,text_weak_or_missing,0.0,6
dept_primary,63,siret_or_siren_missing,text_weak_or_missing,0.0,3
dept_primary,64,siret_or_siren_missing,text_weak_or_missing,0.0,18
dept_primary,65,siret_or_siren_missing,text_weak_or_missing,0.0,9
dept_primary,66,siret_or_siren_missing,text_weak_or_missing,0.5,2
dept_primary,67,siret_or_siren_missing,text_weak_or_missing,0.5,4
dept_primary,68,siret_or_siren_missing,text_weak_or_missing,0.0,3
dept_primary,69,siret_or_siren_missing,text_weak_or_missing,0.2727272727272727,77
dept_primary,7,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,70,siret_or_siren_missing,text_weak_or_missing,0.4,5
dept_primary,71,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,72,siret_or_siren_missing,text_weak_or_missing,0.08185859994769419,11471
dept_primary,75,siret_or_siren_missing,text_weak_or_missing,0.09938837920489296,654
dept_primary,76,siret_or_siren_missing,text_weak_or_missing,0.09302325581395349,129
dept_primary,77,siret_or_siren_missing,text_weak_or_missing,0.10526315789473684,95
dept_primary,78,siret_or_siren_missing,text_weak_or_missing,0.25,20
dept_primary,79,siret_or_siren_missing,text_weak_or_missing,0.0684931506849315,511
dept_primary,8,siret_or_siren_missing,text_weak_or_missing,0.0,5
dept_primary,80,siret_or_siren_missing,text_weak_or_missing,0.0,5
dept_primary,83,siret_or_siren_missing,text_weak_or_missing,0.1111111111111111,9
dept_primary,85,siret_or_siren_missing,text_weak_or_missing,0.07641251140794823,12053
dept_primary,86,siret_or_siren_missing,text_weak_or_missing,0.09027777777777778,144
dept_primary,87,siret_or_siren_missing,text_weak_or_missing,0.2857142857142857,7
dept_primary,9,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,91,siret_or_siren_missing,text_weak_or_missing,0.2,15
dept_primary,92,siret_or_siren_missing,text_weak_or_missing,0.0,41
dept_primary,93,siret_or_siren_missing,text_weak_or_missing,0.0,34
dept_primary,94,siret_or_siren_missing,text_weak_or_missing,0.09523809523809523,42
dept_primary,95,siret_or_siren_missing,text_weak_or_missing,0.0,7
dept_primary,971,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,972,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,973,siret_or_siren_missing,text_weak_or_missing,0.0,3
dept_primary,974,siret_or_siren_missing,text_weak_or_missing,0.0,4
dept_primary,976,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,986,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,987,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,988,siret_or_siren_missing,text_weak_or_missing,0.0,4
dept_primary,99,siret_or_siren_missing,text_weak_or_missing,0.0,1
dept_primary,1,siret_or_siren_missing,award_link_unresolved,0.8695652173913043,23
dept_primary,10,siret_or_siren_missing,award_link_unresolved,0.0,1
dept_primary,11,siret_or_siren_missing,award_link_unresolved,1.0,3
dept_primary,12,siret_or_siren_missing,award_link_unresolved,1.0,1
dept_primary,13,siret_or_siren_missing,award_link_unresolved,0.5263157894736842,38
dept_primary,14,siret_or_siren_missing,award_link_unresolved,0.6479591836734694,196
dept_primary,16,siret_or_siren_missing,award_link_unresolved,0.7317073170731707,82
dept_primary,17,siret_or_siren_missing,award_link_unresolved,0.6696750902527075,554
dept_primary,18,siret_or_siren_missing,award_link_unresolved,0.5918367346938775,49
dept_primary,19,siret_or_siren_missing,award_link_unresolved,0.5,28
dept_primary,2,siret_or_siren_missing,award_link_unresolved,0.6666666666666666,3
dept_primary,20A,siret_or_siren_missing,award_link_unresolved,1.0,1
dept_primary,21,siret_or_siren_missing,award_link_unresolved,0.4444444444444444,9
dept_primary,22,siret_or_siren_missing,award_link_unresolved,0.6410788381742739,482
dept_primary,23,siret_or_siren_missing,award_link_unresolved,0.0,2
dept_primary,24,siret_or_siren_missing,award_link_unresolved,0.6,5
dept_primary,26,siret_or_siren_missing,award_link_unresolved,0.3333333333333333,3
dept_primary,27,siret_or_siren_missing,award_link_unresolved,0.7,20
dept_primary,28,siret_or_siren_missing,award_link_unresolved,0.7486631016042781,187
dept_primary,29,siret_or_siren_missing,award_link_unresolved,0.66728280961183,541
dept_primary,3,siret_or_siren_missing,award_link_unresolved,0.75,4
dept_primary,31,siret_or_siren_missing,award_link_unresolved,0.7857142857142857,28
dept_primary,33,siret_or_siren_missing,award_link_unresolved,0.7066666666666667,75
dept_primary,34,siret_or_siren_missing,award_link_unresolved,0.6,15
dept_primary,35,siret_or_siren_missing,award_link_unresolved,0.6101243339253997,2252
dept_primary,36,siret_or_siren_missing,award_link_unresolved,0.725,40
dept_primary,37,siret_or_siren_missing,award_link_unresolved,0.6477024070021882,457
dept_primary,38,siret_or_siren_missing,award_link_unresolved,0.36363636363636365,11
dept_primary,4,siret_or_siren_missing,award_link_unresolved,1.0,2
dept_primary,40,siret_or_siren_missing,award_link_unresolved,0.7142857142857143,7
dept_primary,41,siret_or_siren_missing,award_link_unresolved,0.6705882352941176,85
dept_primary,42,siret_or_siren_missing,award_link_unresolved,0.0,2
dept_primary,43,siret_or_siren_missing,award_link_unresolved,0.0,1
dept_primary,44,siret_or_siren_missing,award_link_unresolved,0.5909835821340246,33561
dept_primary,45,siret_or_siren_missing,award_link_unresolved,0.49375,160
dept_primary,46,siret_or_siren_missing,award_link_unresolved,1.0,1
dept_primary,47,siret_or_siren_missing,award_link_unresolved,0.5,2
dept_primary,49,siret_or_siren_missing,award_link_unresolved,0.5848775869065332,14786
dept_primary,5,siret_or_siren_missing,award_link_unresolved,0.6666666666666666,3
dept_primary,50,siret_or_siren_missing,award_link_unresolved,0.6853932584269663,89
dept_primary,51,siret_or_siren_missing,award_link_unresolved,0.4,5
dept_primary,52,siret_or_siren_missing,award_link_unresolved,0.0,1
dept_primary,53,siret_or_siren_missing,award_link_unresolved,0.5452970297029703,4040
dept_primary,54,siret_or_siren_missing,award_link_unresolved,0.3333333333333333,6
dept_primary,56,siret_or_siren_missing,award_link_unresolved,0.781305114638448,567
dept_primary,57,siret_or_siren_missing,award_link_unresolved,0.25,52
dept_primary,59,siret_or_siren_missing,award_link_unresolved,0.5806451612903226,31
dept_primary,6,siret_or_siren_missing,award_link_unresolved,0.8666666666666667,30
dept_primary,60,siret_or_siren_missing,award_link_unresolved,0.4166666666666667,12
dept_primary,61,siret_or_siren_missing,award_link_unresolved,0.6475770925110133,681
dept_primary,62,siret_or_siren_missing,award_link_unresolved,0.6666666666666666,6
dept_primary,63,siret_or_siren_missing,award_link_unresolved,1.0,3
dept_primary,64,siret_or_siren_missing,award_link_unresolved,0.4444444444444444,18
dept_primary,65,siret_or_siren_missing,award_link_unresolved,0.7777777777777778,9
dept_primary,66,siret_or_siren_missing,award_link_unresolved,1.0,2
dept_primary,67,siret_or_siren_missing,award_link_unresolved,0.75,4
dept_primary,68,siret_or_siren_missing,award_link_unresolved,0.6666666666666666,3
dept_primary,69,siret_or_siren_missing,award_link_unresolved,0.7532467532467533,77
dept_primary,7,siret_or_siren_missing,award_link_unresolved,1.0,1
dept_primary,70,siret_or_siren_missing,award_link_unresolved,0.6,5
dept_primary,71,siret_or_siren_missing,award_link_unresolved,1.0,1
dept_primary,72,siret_or_siren_missing,award_link_unresolved,0.44887106616685557,11471
dept_primary,75,siret_or_siren_missing,award_link_unresolved,0.6345565749235474,654
dept_primary,76,siret_or_siren_missing,award_link_unresolved,0.5813953488372093,129
dept_primary,77,siret_or_siren_missing,award_link_unresolved,0.8315789473684211,95
dept_primary,78,siret_or_siren_missing,award_link_unresolved,0.5,20
dept_primary,79,siret_or_siren_missing,award_link_unresolved,0.6360078277886497,511
dept_primary,8,siret_or_siren_missing,award_link_unresolved,0.4,5
dept_primary,80,siret_or_siren_missing,award_link_unresolved,0.8,5
dept_primary,83,siret_or_siren_missing,award_link_unresolved,0.7777777777777778,9
dept_primary,85,siret_or_siren_missing,award_link_unresolved,0.5117398158134904,12053
dept_primary,86,siret_or_siren_missing,award_link_unresolved,0.625,144
dept_primary,87,siret_or_siren_missing,award_link_unresolved,0.5714285714285714,7
dept_primary,9,siret_or_siren_missing,award_link_unresolved,1.0,1
dept_primary,91,siret_or_siren_missing,award_link_unresolved,0.5333333333333333,15
dept_primary,92,siret_or_siren_missing,award_link_unresolved,0.5609756097560976,41
dept_primary,93,siret_or_siren_missing,award_link_unresolved,0.7058823529411765,34
dept_primary,94,siret_or_siren_missing,award_link_unresolved,0.5,42
dept_primary,95,siret_or_siren_missing,award_link_unresolved,0.7142857142857143,7
dept_primary,971,siret_or_siren_missing,award_link_unresolved,1.0,1
dept_primary,972,siret_or_siren_missing,award_link_unresolved,0.0,1
dept_primary,973,siret_or_siren_missing,award_link_unresolved,0.3333333333333333,3
dept_primary,974,siret_or_siren_missing,award_link_unresolved,1.0,4
dept_primary,976,siret_or_siren_missing,award_link_unresolved,0.0,1
dept_primary,986,siret_or_siren_missing,award_link_unresolved,1.0,1
dept_primary,987,siret_or_siren_missing,award_link_unresolved,0.0,1
dept_primary,988,siret_or_siren_missing,award_link_unresolved,0.75,4
dept_primary,99,siret_or_siren_missing,award_link_unresolved,1.0,1
dept_primary,1,name_fallback,cpv_missing_or_generic,0.0,23
dept_primary,10,name_fallback,cpv_missing_or_generic,0.0,1
dept_primary,11,name_fallback,cpv_missing_or_generic,0.6666666666666666,3
dept_primary,12,name_fallback,cpv_missing_or_generic,0.0,1
dept_primary,13,name_fallback,cpv_missing_or_generic,0.13157894736842105,38
dept_primary,14,name_fallback,cpv_missing_or_generic,0.32653061224489793,196
dept_primary,16,name_fallback,cpv_missing_or_generic,0.4146341463414634,82
dept_primary,17,name_fallback,cpv_missing_or_generic,0.3176895306859206,554
dept_primary,18,name_fallback,cpv_missing_or_generic,0.20408163265306123,49
dept_primary,19,name_fallback,cpv_missing_or_generic,0.10714285714285714,28
dept_primary,2,name_fallback,cpv_missing_or_generic,0.6666666666666666,3
dept_primary,20A,name_fallback,cpv_missing_or_generic,0.0,1
dept_primary,21,name_fallback,cpv_missing_or_generic,0.1111111111111111,9
dept_primary,22,name_fallback,cpv_missing_or_generic,0.24066390041493776,482
dept_primary,23,name_fallback,cpv_missing_or_generic,0.0,2
dept_primary,24,name_fallback,cpv_missing_or_generic,0.6,5
dept_primary,26,name_fallback,cpv_missing_or_generic,0.3333333333333333,3
dept_primary,27,name_fallback,cpv_missing_or_generic,0.35,20
dept_primary,28,name_fallback,cpv_missing_or_generic,0.39037433155080214,187
dept_primary,29,name_fallback,cpv_missing_or_generic,0.2957486136783734,541
dept_primary,3,name_fallback,cpv_missing_or_generic,0.0,4
dept_primary,31,name_fallback,cpv_missing_or_generic,0.25,28
dept_primary,33,name_fallback,cpv_missing_or_generic,0.26666666666666666,75
dept_primary,34,name_fallback,cpv_missing_or_generic,0.13333333333333333,15
dept_primary,35,name_fallback,cpv_missing_or_generic,0.21714031971580816,2252
dept_primary,36,name_fallback,cpv_missing_or_generic,0.375,40
dept_primary,37,name_fallback,cpv_missing_or_generic,0.28227571115973743,457
dept_primary,38,name_fallback,cpv_missing_or_generic,0.09090909090909091,11
dept_primary,4,name_fallback,cpv_missing_or_generic,0.0,2
dept_primary,40,name_fallback,cpv_missing_or_generic,0.14285714285714285,7
dept_primary,41,name_fallback,cpv_missing_or_generic,0.35294117647058826,85
dept_primary,42,name_fallback,cpv_missing_or_generic,0.0,2
dept_primary,43,name_fallback,cpv_missing_or_generic,0.0,1
dept_primary,44,name_fallback,cpv_missing_or_generic,0.2457614493012723,33561
dept_primary,45,name_fallback,cpv_missing_or_generic,0.1875,160
dept_primary,46,name_fallback,cpv_missing_or_generic,1.0,1
dept_primary,47,name_fallback,cpv_missing_or_generic,0.5,2
dept_primary,49,name_fallback,cpv_missing_or_generic,0.26991748951711075,14786
dept_primary,5,name_fallback,cpv_missing_or_generic,0.3333333333333333,3
dept_primary,50,name_fallback,cpv_missing_or_generic,0.42696629213483145,89
dept_primary,51,name_fallback,cpv_missing_or_generic,0.2,5
dept_primary,52,name_fallback,cpv_missing_or_generic,0.0,1
dept_primary,53,name_fallback,cpv_missing_or_generic,0.2594059405940594,4040
dept_primary,54,name_fallback,cpv_missing_or_generic,0.16666666666666666,6
dept_primary,56,name_fallback,cpv_missing_or_generic,0.4638447971781305,567
dept_primary,57,name_fallback,cpv_missing_or_generic,0.019230769230769232,52
dept_primary,59,name_fallback,cpv_missing_or_generic,0.12903225806451613,31
dept_primary,6,name_fallback,cpv_missing_or_generic,0.3333333333333333,30
dept_primary,60,name_fallback,cpv_missing_or_generic,0.08333333333333333,12
dept_primary,61,name_fallback,cpv_missing_or_generic,0.28046989720998533,681
dept_primary,62,name_fallback,cpv_missing_or_generic,0.3333333333333333,6
dept_primary,63,name_fallback,cpv_missing_or_generic,1.0,3
dept_primary,64,name_fallback,cpv_missing_or_generic,0.3333333333333333,18
dept_primary,65,name_fallback,cpv_missing_or_generic,0.1111111111111111,9
dept_primary,66,name_fallback,cpv_missing_or_generic,0.5,2
dept_primary,67,name_fallback,cpv_missing_or_generic,0.5,4
dept_primary,68,name_fallback,cpv_missing_or_generic,0.0,3
dept_primary,69,name_fallback,cpv_missing_or_generic,0.3246753246753247,77
dept_primary,7,name_fallback,cpv_missing_or_generic,0.0,1
dept_primary,70,name_fallback,cpv_missing_or_generic,0.0,5
dept_primary,71,name_fallback,cpv_missing_or_generic,1.0,1
dept_primary,72,name_fallback,cpv_missing_or_generic,0.1884752855025717,11471
dept_primary,75,name_fallback,cpv_missing_or_generic,0.15902140672782875,654
dept_primary,76,name_fallback,cpv_missing_or_generic,0.1937984496124031,129
dept_primary,77,name_fallback,cpv_missing_or_generic,0.4,95
dept_primary,78,name_fallback,cpv_missing_or_generic,0.1,20
dept_primary,79,name_fallback,cpv_missing_or_generic,0.24070450097847357,511
dept_primary,8,name_fallback,cpv_missing_or_generic,0.0,5
dept_primary,80,name_fallback,cpv_missing_or_generic,0.0,5
dept_primary,83,name_fallback,cpv_missing_or_generic,0.1111111111111111,9
dept_primary,85,name_fallback,cpv_missing_or_generic,0.20326889571061146,12053
dept_primary,86,name_fallback,cpv_missing_or_generic,0.3263888888888889,144
dept_primary,87,name_fallback,cpv_missing_or_generic,0.0,7
dept_primary,9,name_fallback,cpv_missing_or_generic,1.0,1
dept_primary,91,name_fallback,cpv_missing_or_generic,0.3333333333333333,15
dept_primary,92,name_fallback,cpv_missing_or_generic,0.1951219512195122,41
dept_primary,93,name_fallback,cpv_missing_or_generic,0.2647058823529412,34
dept_primary,94,name_fallback,cpv_missing_or_generic,0.16666666666666666,42
dept_primary,95,name_fallback,cpv_missing_or_generic,0.0,7
dept_primary,971,name_fallback,cpv_missing_or_generic,1.0,1
dept_primary,972,name_fallback,cpv_missing_or_generic,0.0,1
dept_primary,973,name_fallback,cpv_missing_or_generic,0.0,3
dept_primary,974,name_fallback,cpv_missing_or_generic,0.25,4
dept_primary,976,name_fallback,cpv_missing_or_generic,0.0,1
dept_primary,986,name_fallback,cpv_missing_or_generic,0.0,1
dept_primary,987,name_fallback,cpv_missing_or_generic,0.0,1
dept_primary,988,name_fallback,cpv_missing_or_generic,0.5,4
dept_primary,99,name_fallback,cpv_missing_or_generic,1.0,1
dept_primary,1,name_fallback,duration_missing,0.8695652173913043,23
dept_primary,10,name_fallback,duration_missing,0.0,1
dept_primary,11,name_fallback,duration_missing,0.0,3
dept_primary,12,name_fallback,duration_missing,1.0,1
dept_primary,13,name_fallback,duration_missing,0.47368421052631576,38
dept_primary,14,name_fallback,duration_missing,0.5357142857142857,196
dept_primary,16,name_fallback,duration_missing,0.524390243902439,82
dept_primary,17,name_fallback,duration_missing,0.7129963898916968,554
dept_primary,18,name_fallback,duration_missing,0.4897959183673469,49
dept_primary,19,name_fallback,duration_missing,0.6785714285714286,28
dept_primary,2,name_fallback,duration_missing,0.6666666666666666,3
dept_primary,20A,name_fallback,duration_missing,1.0,1
dept_primary,21,name_fallback,duration_missing,0.3333333333333333,9
dept_primary,22,name_fallback,duration_missing,0.5954356846473029,482
dept_primary,23,name_fallback,duration_missing,0.0,2
dept_primary,24,name_fallback,duration_missing,0.8,5
dept_primary,26,name_fallback,duration_missing,0.3333333333333333,3
dept_primary,27,name_fallback,duration_missing,0.35,20
dept_primary,28,name_fallback,duration_missing,0.7058823529411765,187
dept_primary,29,name_fallback,duration_missing,0.6839186691312384,541
dept_primary,3,name_fallback,duration_missing,0.25,4
dept_primary,31,name_fallback,duration_missing,0.6785714285714286,28
