variant,model,term,coef,exp_coef,p,ci_lower,ci_upper
boamp_only_balanced,cox_clustered,cpv_division_55,-1.9004637431063875,0.1494992738869921,0.010290107609223545,0.035010062042604095,0.6383888399152192
boamp_only_balanced,cox_clustered,cpv_division_64,0.8942202232698098,2.4454281578227692,0.13951832683521706,0.7468212399515222,8.007430098614558
boamp_only_balanced,cox_clustered,cpv_division_65,-1.9042238500637565,0.14893819614435172,0.010244757403829753,0.034808828067486676,0.6372689775055402
boamp_only_balanced,cox_clustered,cpv_division_66,0.5636866642552674,1.7571385537861508,0.5645353809429423,0.25820912295320425,11.957501198597255
boamp_only_balanced,cox_clustered,cpv_division_71,-0.9493033315326275,0.3870105476041684,0.03504823304038539,0.16008913514201134,0.9355860647508307
boamp_only_balanced,cox_clustered,cpv_division_72,0.5589203826769604,1.7487834638395379,6.150124585185099e-09,1.4483970992206645,2.1114676389811566
boamp_only_balanced,cox_clustered,cpv_division_75,0.017575034164293037,1.0177303838346852,0.9842830811759717,0.17710396380777244,5.848401763071321
boamp_only_balanced,cox_clustered,cpv_division_77,-1.5682500795437375,0.2084095636035678,0.015531484306220525,0.05851251274632293,0.7423120998022616
boamp_only_balanced,cox_clustered,cpv_division_79,0.6074581365959288,1.8357592141046037,0.005001792551000341,1.2011666468807034,2.805615607893792
boamp_only_balanced,cox_clustered,cpv_division_80,-0.7352176105090531,0.47940112490038006,0.2504284823139733,0.13683024497725252,1.6796391659896344
boamp_only_balanced,cox_clustered,cpv_division_85,-1.8012116753095455,0.1650987209334033,1.5554940338738329e-06,0.07917576850793819,0.34426678979583164
boamp_only_balanced,cox_clustered,cpv_division_9,-1.8221895494372595,0.161671375644786,0.010352671448287826,0.04014737432305324,0.6510421700945178
boamp_only_balanced,cox_clustered,cpv_division_90,0.7694886713899816,2.158662185803231,0.45962367670748805,0.2808178727275736,16.593753051243148
boamp_only_balanced,cox_clustered,cpv_division_92,1.042273870480268,2.835657607164619,0.03205868015038813,1.093434165093618,7.353852954084456
boamp_only_balanced,cox_clustered,cpv_division_MISSING,1.156903307993653,3.1800703143983498,4.2205230064913654e-19,2.4670288534773968,4.099201024853468
boamp_only_balanced,cox_clustered,buyer_key_type_RAW_SIRET,0.20238800376457863,1.2243229578809682,0.5494701709039174,0.631074808693501,2.375259928846911
boamp_only_balanced,cox_clustered_quadratic,log_duration,-0.008467799099723448,0.9915679517296259,0.8992408949887618,0.8697570355886294,1.1304386888136826
boamp_only_balanced,cox_clustered_quadratic,duration_sq,0.009574372490909824,1.0096203534242434,0.3650499123291677,0.9889189080604174,1.0307551506399335
enriched_balanced,cox_clustered,log_duration,-0.00538834521936036,0.994626145873388,0.9577769251553033,0.8147577577361527,1.214202823675739
enriched_balanced,cox_clustered,dur_was_imputed,-1.1214423190953877,0.3258095342590898,1.7954701483527916e-08,0.22051172587077533,0.48138869801568884
enriched_balanced,cox_clustered,cpv_division_22,1.9586945266632174,7.09006512988414,0.05268667913062808,0.977526347006447,51.42472497026975
enriched_balanced,cox_clustered,cpv_division_30,0.2242954143177233,1.2514406583156117,0.17319328918447136,0.906223052433439,1.7281658385096532
enriched_balanced,cox_clustered,cpv_division_31,0.18629287073628148,1.20477505207048,0.859427446748254,0.1532977719930426,9.468388921903596
enriched_balanced,cox_clustered,cpv_division_32,0.16942196520247543,1.1846199018520127,0.19486423091605726,0.9169209054476264,1.530474769989884
enriched_balanced,cox_clustered,cpv_division_33,2.2423633062613515,9.415556858660604,0.001297970659977761,2.401169339000292,36.920640922218595
enriched_balanced,cox_clustered,cpv_division_34,-2.0160330604352192,0.13318274644822467,6.89171949723537e-05,0.0493490493780608,0.3594323330446515
enriched_balanced,cox_clustered,cpv_division_35,0.16875399576541467,1.183828876182939,0.4201459910230919,0.7854311560625806,1.7843076344337139
enriched_balanced,cox_clustered,cpv_division_38,0.08617113934280182,1.0899928530043381,0.9061044362717361,0.2603618128572039,4.563205358583613
enriched_balanced,cox_clustered,cpv_division_39,1.8360601475739848,6.271779634177659,0.0015890671435523787,2.0067246582090137,19.60170251497883
enriched_balanced,cox_clustered,cpv_division_42,-0.10135397584472035,0.903613119051203,0.8597304319436193,0.29362072012629714,2.7808550723880434
enriched_balanced,cox_clustered,cpv_division_43,-1453.0225333598223,0.0,7.796355218840013e-48,0.0,0.0
enriched_balanced,cox_clustered,cpv_division_44,2.0834822421924617,8.03239100119723,0.008712573220025612,1.6933956288585472,38.10055021790993
enriched_balanced,cox_clustered,cpv_division_45,0.4681185647820709,1.5969867378471327,0.0926109445138936,0.9254911040884718,2.7556900650833547
enriched_balanced,cox_clustered,cpv_division_48,0.3415423582714755,1.4071161950535234,0.005822678679842363,1.1038360783779857,1.7937228408871626
enriched_balanced,cox_clustered,cpv_division_50,-0.13892423328440084,0.8702939652756667,0.678290584531722,0.4514198173880203,1.6778430118060286
enriched_balanced,cox_clustered,cpv_division_51,-2.4101959365259504,0.08979769819939432,0.001201017170340947,0.02088337555376522,0.38612659055761
enriched_balanced,cox_clustered,cpv_division_55,-2.1722646554563556,0.11391933651614435,0.002195636770474899,0.02836696315306526,0.45749046742341226
enriched_balanced,cox_clustered,cpv_division_64,0.7534152353918563,2.1242424302280978,0.25418891889215994,0.5817928161713336,7.756035786204184
enriched_balanced,cox_clustered,cpv_division_65,-2.185831481162751,0.11238424940810793,0.002126435055273893,0.027863974529087468,0.4532813329210806
enriched_balanced,cox_clustered,cpv_division_66,0.3665435844894489,1.4427392802349306,0.7079960128089894,0.21192351053606215,9.821924077548752
enriched_balanced,cox_clustered,cpv_division_71,-0.06344182477029076,0.9385287168362272,0.865871964678078,0.4494995365687738,1.9595930154902093
enriched_balanced,cox_clustered,cpv_division_72,0.6897604684720241,1.993238032705555,6.416592576204084e-15,1.675880422155695,2.370692922060286
enriched_balanced,cox_clustered,cpv_division_75,-0.14036775344268962,0.8690385846947333,0.8724960251648513,0.1565149267538762,4.825278184973634
enriched_balanced,cox_clustered,cpv_division_77,-1.707012328466119,0.18140696822209945,0.0073519355399465575,0.05206910203618541,0.6320156644273232
enriched_balanced,cox_clustered,cpv_division_79,0.571727283522943,1.7713239893150228,0.002671881381355703,1.2196930379829958,2.572441243340629
enriched_balanced,cox_clustered,cpv_division_80,0.08525792449563956,1.0889979097153109,0.866166705881294,0.40402672726778044,2.9352425652234535
enriched_balanced,cox_clustered,cpv_division_85,-2.0356282820060763,0.13059840409521603,2.022732424726819e-08,0.06413216002671152,0.2659499250471747
enriched_balanced,cox_clustered,cpv_division_9,-2.0643065819466737,0.12690625915614567,0.0031556711862324406,0.032231188969933086,0.49967745924702206
enriched_balanced,cox_clustered,cpv_division_90,1.451475046893937,4.2694074490382,0.03627086743725173,1.0972740737169888,16.61192987469075
enriched_balanced,cox_clustered,cpv_division_92,1.1276293944897224,3.088326611337654,0.04263725572126926,1.0381339049956215,9.187409458837147
enriched_balanced,cox_clustered,cpv_division_MISSING,1.1855778307874807,3.272577271135013,2.3633024087736123e-16,2.465196945265304,4.344383930914253
enriched_balanced,cox_clustered,buyer_key_type_RAW_SIRET,0.31933409628992543,1.376211035109011,0.1884270698306073,0.8551027840225649,2.2148879041725085
enriched_balanced,cox_clustered_quadratic,log_duration,-0.038440129254786265,0.9622893159936458,0.5886323942804854,0.8371519115980829,1.1061322501286863
enriched_balanced,cox_clustered_quadratic,duration_sq,0.012638460771603655,1.0127186636410577,0.214523918277185,0.9927082803742321,1.0331324035096174
