source_notice_id,candidate_notice_id,candidate_rank,n_candidates_for_source,top1_top2_margin,composite_score,s_text,s_cpv,s_time,s_buyer,gap_months,abs_gap_to_expected_end,gradient_boosting_score,logistic_score
15-114783,16-98551,1,4,0.0155445605956998,0.271336010375769,0.0192417391751214,0.2,0.5784056066579062,0.6,11.300919842312746,2.5295663600525624,0.026111689179429354,0.5644440276389465
15-114971,16-30715,1,3,0.0104462127234384,0.2619634115284287,0.0270101602145082,0.0,0.7700394218134035,0.6,7.293035479632063,1.3797634691195797,0.011097432431230922,0.3047557156210277
15-115319,16-85619,1,10,0.0002500142294533,0.3093516702632009,0.0216129944445124,0.0,0.9671484888304862,0.6,10.578186596583445,0.1971090670170827,0.01554632254194249,0.8077160366747959
15-115709,16-73319,1,5,0.0730506743924741,0.4110415932128341,0.1289943774543523,0.2,0.9835742444152432,0.6,9.921156373193169,0.0985545335085413,0.013031052919976832,0.6466136913465046
15-115988,16-5277,1,9,0.0164752040047073,0.322748806512091,0.2202371882449206,0.0,0.7426631625054753,0.6,5.5847568988173455,1.5440210249671484,0.01572945710026415,0.4764372866319945
15-115991,16-83187,1,1,0.2179553685841116,0.2179553685841116,0.0694413446937323,0.0,0.5346035917652212,0.6,10.38107752956636,2.7923784494086727,0.0011182073164246094,0.17743303407748862
15-117292,16-97484,1,2,0.0565509977789498,0.2489860611517181,0.1659222546891589,0.0,0.52365308804205,0.6,10.085413929040737,2.8580814717477003,0.006751960405101626,0.15776005883993746
15-118979,15-189271,1,6,0.2020221667113816,0.5553059274473684,0.697613957026897,0.2,0.7645641699518178,0.6,4.6320630749014455,1.4126149802890933,0.011719568534914107,0.7637141178797016
15-119639,16-68672,1,4,0.0245135763725988,0.323061312817805,0.1471484602503582,0.1,0.7262374069207184,0.6,9.296977660972404,1.6425755584756898,0.03412897710756765,0.8522426032281787
15-121163,16-3447,1,1,0.312108790303312,0.312108790303312,0.0141722899223593,0.1,0.8685939553219448,0.6,5.256241787122208,0.7884362680683311,0.2215627375845848,0.7716526694303651
15-122609,16-32105,1,3,0.0385594605110617,0.3592241484029093,0.1530238793615442,0.2,0.7426631625054753,0.6,6.997371879106439,1.5440210249671484,0.025331384918698314,0.5707719944459814
15-126308,16-10649,1,1,0.4414346064916064,0.4414346064916064,0.4498344366689664,0.0,0.8959702146298729,0.6,5.4204993429697765,0.6241787122207622,0.0013462202258146478,0.14150350471070336
15-129133,16-97484,1,2,0.1725974057929317,0.2878631646197089,0.0661367934757467,0.1,0.6988611476127902,0.6,10.348226018396844,1.8068331143232588,0.11951651839034132,0.8989553813193096
15-132610,15-164088,1,3,0.0979932285028458,0.2446335969963403,0.2046536536420062,0.1,0.3320192728865527,0.6,2.0367936925098555,4.007884362680684,0.011092614887786872,0.5751397263314607
15-136102,15-155719,1,2,0.2210207291260015,0.825134570435174,0.9510071013121866,1.0,0.5291283399036355,0.6,1.1826544021024967,2.8252299605781865,0.8554794834738785,0.9985159712267277
15-136371,16-32977,1,2,0.0466646686041246,0.2601424733514537,0.2180029618439006,0.2,0.2553657468243538,0.6,6.011826544021025,4.467805519053877,0.05768460012027814,0.7250651303929972
15-137458,15-155719,1,1,0.6401567823859098,0.6401567823859098,0.4303209238308393,1.0,0.5181778361804643,0.6,1.1169513797634691,2.890932982917214,0.9126373043206055,0.9976909553944986
15-139094,16-131495,1,1,0.3806067532806129,0.3806067532806129,0.3438273171136217,0.4,0.3210687691633814,0.6,11.957950065703022,4.073587385019711,0.16363033988481518,0.9360468630116754
15-139179,16-68672,1,4,0.0409710515529156,0.3572494051691343,0.2956703485403085,0.1,0.6550591327201052,0.6,8.04862023653088,2.0696452036793693,0.03560771043395909,0.8088873427116446
15-139462,16-9086,1,3,0.0445794649048877,0.2482091747166891,0.2175853149092062,0.0,0.2882172579938676,1.0,4.303547963206308,4.270696452036794,0.0010646979209202121,0.21230112540576312
