rule,n,events,event_rate,censoring_rate,median_survival,rmst60,surv_12m,surv_24m,surv_36m,event_gap_p25,event_gap_p50,event_gap_p75
primary_balanced,3380,1003,0.2967455621301775,0.7032544378698224,,43.51492343865108,0.7209046086491103,0.6907940136382628,0.6907940136382628,3.350854139290407,6.077529566360052,9.231274638633376
conservative_strict,3380,422,0.12485207100591716,0.8751479289940829,,52.931251615197944,0.8787917794628612,0.8708915518986535,0.8708915518986535,1.461892247043364,4.18856767411301,8.245729303547963
baseline_broad,3380,1504,0.44497041420118344,0.5550295857988166,,35.434604377267874,0.5886460472695497,0.5365538484697729,0.5361473682815382,4.204993429697766,6.340341655716163,9.42838370565046
