source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key,buyer_key_type,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,gradient_boosting_score,transfer_score,candidate_rank,top1_top2_margin,n_candidates_for_source,confidence_tier,variant,threshold_used,model_name,benchmark_version,threshold_source
22-150236,23-117688,2022-11-10,2023-08-24,NAME:sdis 44,NAME_FALLBACK,9.42838370565046,2023-05-10,3.4822601839684624,0.4196233026719229,0.0433447922505332,0.1,0.6,0.2100765029556673,0.2923797429582545,0.2923797429582545,1,0.2100765029556673,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-159813,23-115723,2022-12-04,2023-08-19,NAME:gie sesam vitale,NAME_FALLBACK,8.47568988173456,2023-11-06,2.59526938239159,0.567455102934735,0.7337418706179899,1.0,0.6,0.7586734304499803,0.9704256155914686,0.9704256155914686,1,0.7586734304499803,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-165672,23-28773,2022-12-17,2023-03-04,SIRET:25490130900032,RAW_SIRET,2.5295663600525624,2023-06-17,3.4494086727989486,0.4250985545335085,1.0,1.0,1.0,0.856274638633377,0.48535525462812085,0.48535525462812085,1,0.856274638633377,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-165707,23-168941,2022-12-15,2023-12-06,NAME:ch le mans,NAME_FALLBACK,11.695137976346912,2023-06-15,5.716162943495401,0.0473061760840999,0.0,0.2,0.6,0.1318265440210249,0.3744457039017292,0.3744457039017292,2,0.189774268849145,2,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-165925,23-163953,2022-12-15,2023-11-22,SIRET:20005042500012,RAW_SIRET,11.23521681997372,2023-06-15,5.256241787122208,0.1239597021462987,0.0227668810350094,1.0,1.0,0.438958333898828,0.9483363043579348,0.9483363043579348,1,0.438958333898828,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-16811,22-127882,2022-02-10,2022-09-30,SIRET:22490001900015,RAW_SIRET,7.621550591327201,2022-08-10,1.6754270696452036,0.7207621550591328,0.1025584826114456,0.2,1.0,0.3760860076787892,0.6910550878506737,0.6910550878506737,1,0.3760860076787892,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-171933,24-43365,2023-01-01,2024-04-14,SIRET:24720013200014,RAW_SIRET,15.407358738501973,2023-12-01,4.434954007884363,0.2608409986859396,0.5576746382331395,1.0,1.0,0.6603963730530836,0.8476345340916653,0.8476345340916653,1,0.0424332019272886,9,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-22098,22-125236,2022-02-13,2022-09-19,NAME:universite d angers,NAME_FALLBACK,7.161629434954008,2022-09-27,0.2628120893561104,0.9561979851073148,0.0019504763661653,0.1,0.6,0.3297321630049866,0.2820759239544035,0.2820759239544035,1,0.3297321630049866,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-24441,22-135485,2022-02-18,2022-10-20,NAME:semitan mandataire de nantes metropole,NAME_FALLBACK,8.015768725361367,2023-02-21,4.073587385019711,0.3210687691633814,0.0,0.8,0.6,0.3802671922908453,0.8727120438241497,0.8727120438241497,1,0.1063118703460359,3,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-26998,22-108057,2022-02-24,2022-08-06,NAME:nantes metropole,NAME_FALLBACK,5.354796320630749,2022-08-24,0.5913272010512484,0.9014454664914586,0.2151009371382511,1.0,0.6,0.6606466946212526,0.9466334468299467,0.9466334468299467,1,0.2090888366780496,15,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-39410,22-150236,2022-03-18,2022-11-10,NAME:sdis 44,NAME_FALLBACK,7.7858081471747695,2022-09-18,1.7411300919842312,0.7098116513359615,0.2780185548325784,0.1,0.6,0.3647594070253928,0.46330688890381,0.46330688890381,1,0.3647594070253928,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-39639,22-123803,2022-03-17,2022-09-15,SIRET:22530001100015,RAW_SIRET,5.978975032851511,2022-09-17,0.0657030223390276,0.9890494962768288,0.0271349453601687,0.8,1.0,0.5967596049452663,0.8752144233271258,0.8752144233271258,1,0.0171878228463553,7,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-41834,23-31575,2022-03-22,2023-03-10,NAME:ville de nantes,NAME_FALLBACK,11.59658344283837,2022-09-22,5.551905387647832,0.074682435392028,0.0,0.1,0.6,0.108670608848007,0.32076493073014467,0.32076493073014467,1,0.108670608848007,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-48493,22-143552,2022-04-04,2022-10-27,NAME:cmar pays de la loire,NAME_FALLBACK,6.767411300919842,2022-12-27,2.0039421813403417,0.6660096364432764,0.2397879021579032,0.1,0.6,0.3404281748660852,0.2694928176344451,0.2694928176344451,1,0.3404281748660852,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-48708,22-156333,2022-08-31,2022-11-24,SIRET:24440040400129,RAW_SIRET,2.7923784494086727,2023-02-28,3.1537450722733245,0.4743758212877792,0.4325991114597768,1.0,1.0,0.6700036443328666,0.9309245497228888,0.9309245497228888,1,0.2731326773334184,7,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-52027,22-157410,2022-04-13,2022-12-03,NAME:nantes metropole,NAME_FALLBACK,7.687253613666228,2022-10-13,1.6754270696452036,0.7207621550591328,0.0368031410569187,1.0,0.6,0.5530716381347047,0.9372845026547346,0.9372845026547346,1,0.0492964794465149,14,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-52158,22-61807,2022-04-11,2022-04-29,SIRET:22440002800011,RAW_SIRET,0.5913272010512484,2022-10-11,5.4204993429697765,0.0965834428383706,0.1159640952732297,1.0,1.0,0.464733294055223,0.654830990641589,0.654830990641589,1,0.0549259290917627,14,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-55032,22-61807,2022-04-17,2022-04-29,SIRET:22440002800011,RAW_SIRET,0.3942181340341655,2022-10-17,5.617608409986859,0.0637319316688568,0.1014920244467494,1.0,1.0,0.4514551914735765,0.4965312926523425,0.4965312926523425,1,0.0824923022068232,14,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-66076,22-69458,2022-05-11,2022-05-18,NAME:ch le mans,NAME_FALLBACK,0.2299605781865965,2022-09-18,4.040735873850197,0.3265440210249671,0.7565369035163249,1.0,0.6,0.7064239214869554,0.6547448307930457,0.6547448307930457,1,0.494138465543089,2,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-74813,23-115723,2022-05-27,2023-08-19,NAME:gie sesam vitale,NAME_FALLBACK,14.750328515111695,2023-11-06,2.59526938239159,0.567455102934735,0.2928378930482742,0.2,0.6,0.3643570383005797,0.6880420619842396,0.6880420619842396,1,0.3643570383005797,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-7862,22-49221,2022-01-14,2022-04-07,NAME:departement de la mayenne,NAME_FALLBACK,2.726675427069645,2022-07-14,3.219448094612352,0.463425317564608,0.1246458263129395,0.8,0.6,0.4594823686006808,0.8275082302411734,0.8275082302411734,1,0.1955202504295338,3,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-83128,23-139972,2022-06-14,2023-10-06,SIRET:22720002900014,RAW_SIRET,15.735873850197107,2023-05-07,4.993429697766097,0.1677617170389838,0.2551002495842083,1.0,1.0,0.5312255166142189,0.8201240392438406,0.8201240392438406,1,0.071549916627787,3,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-83349,22-162095,2022-06-16,2022-12-09,SIRET:22530001100015,RAW_SIRET,5.781865965834428,2023-04-05,3.843626806833114,0.3593955321944809,0.0188194561087742,1.0,1.0,0.4964356926866912,0.9373584732371407,0.9373584732371407,3,0.1761503252300544,3,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-84979,22-124106,2022-06-19,2022-09-17,SIRET:19490970100303,RAW_SIRET,2.9566360052562417,2023-03-06,5.5847568988173455,0.0692071835304424,0.0105615023376393,1.0,1.0,0.4209983217007843,0.838991774013447,0.838991774013447,1,0.1585390857685752,3,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-87044,23-56091,2022-06-21,2023-04-26,NAME:ubs,NAME_FALLBACK,10.151116951379764,2022-12-21,4.139290407358739,0.3101182654402102,0.2065123253091115,0.1,0.6,0.2398088802182416,0.2712771905151348,0.2712771905151348,1,0.2398088802182416,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-90329,24-13163,2022-06-30,2024-02-04,SIRET:22440002800011,RAW_SIRET,19.185282522996054,2023-08-25,5.354796320630749,0.1075339465615418,0.319989429075903,1.0,1.0,0.5388797868169515,0.35207049699392773,0.35207049699392773,1,0.0041064388961892,8,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-94102,23-90833,2022-07-05,2023-07-01,SIRET:22530001100015,RAW_SIRET,11.85939553219448,2023-01-05,5.814717477003942,0.030880420499343,0.1123671893312558,1.0,1.0,0.4470486213907753,0.8230795903137172,0.8230795903137172,3,0.0258998586229911,7,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-94809,23-70584,2022-07-08,2023-05-24,SIRET:24440064400013,RAW_SIRET,10.512483574244415,2023-07-05,1.3797634691195797,0.7700394218134035,0.4514647026095493,1.0,1.0,0.7505225013666931,0.9209318435316564,0.9209318435316564,1,0.250708277937392,4,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-95027,23-115723,2022-07-09,2023-08-19,NAME:gie sesam vitale,NAME_FALLBACK,13.3377135348226,2023-12-29,4.336399474375821,0.2772667542706964,0.5074468667298777,0.2,0.6,0.3669230919231313,0.755494145963564,0.755494145963564,1,0.3669230919231313,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-105797,23-168941,2023-07-27,2023-12-06,NAME:ch le mans,NAME_FALLBACK,4.336399474375821,2024-05-17,5.354796320630749,0.1075339465615418,0.1614495174917635,0.2,0.6,0.2033908177625026,0.5184419510496016,0.5184419510496016,1,0.2033908177625026,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-106736,23-148858,2023-07-28,2023-10-25,NAME:gcs e-sante pays de la loire,NAME_FALLBACK,2.923784494086728,2024-01-28,3.1208935611038107,0.4798510731493649,0.6204208616569318,1.0,0.6,0.6971100698672674,0.9698992337292779,0.9698992337292779,1,0.6971100698672674,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-108546,24-21999,2023-07-28,2024-02-23,SIRET:20004248900019,RAW_SIRET,6.898817345597897,2024-01-28,0.8541392904073587,0.8576434515987735,0.0,0.2,1.0,0.3744108628996934,0.6961346347760217,0.6961346347760217,1,0.3744108628996934,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-118784,24-76881,2023-08-24,2024-07-03,SIRET:21440162200011,RAW_SIRET,10.315374507227332,2024-02-24,4.270696452036794,0.2882172579938676,0.0121119698767382,1.0,1.0,0.4762935039553252,0.9007955023277144,0.9007955023277144,1,0.1691995197087341,2,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-120222,23-154026,2023-08-31,2023-11-04,SIRET:24720013200014,RAW_SIRET,2.135348226018397,2024-04-01,4.894875164257556,0.1841874726237407,1.0000000000000002,1.0,1.0,0.7960468681559352,0.8512173169902773,0.8512173169902773,1,0.3777049034605608,8,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-14004,23-110154,2023-02-01,2023-08-02,SIRET:21440184600016,RAW_SIRET,5.978975032851511,2023-09-06,1.149802890932983,0.8083661848445028,0.1954474504216949,1.0,1.0,0.6704981538587189,0.9476738269646107,0.9476738269646107,1,0.321478483417881,7,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-149615,25-25127,2023-10-24,2025-03-05,NAME:centre hospitalier de laval 53,NAME_FALLBACK,16.36005256241787,2024-10-17,4.566360052562418,0.2389399912395969,0.0167273642355,0.1,0.6,0.1555895752923242,0.31142897760768173,0.31142897760768173,1,0.1555895752923242,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-160148,23-174149,2023-11-17,2023-12-16,SIRET:23440003400026,RAW_SIRET,0.9526938239159,2024-05-17,5.026281208935611,0.1622864651773982,0.2085958286868033,1.0,1.0,0.5135801563347306,0.8243656490527748,0.8243656490527748,1,0.236419735320068,4,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-160919,24-54167,2023-11-16,2024-05-08,SIRET:26720016000013,RAW_SIRET,5.716162943495401,2024-05-16,0.2628120893561104,0.9561979851073148,0.0085345711440562,0.2,1.0,0.4020365961772484,0.31580279714226395,0.31580279714226395,1,0.0260074463425317,2,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-174031,24-10209,2023-12-16,2024-01-29,NAME:semitan,NAME_FALLBACK,1.445466491458607,2024-06-16,4.566360052562418,0.2389399912395969,0.0,0.8,0.6,0.3597349978098992,0.6699724884833471,0.6699724884833471,2,0.0619239397580463,4,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-217,23-159358,2023-01-02,2023-11-16,NAME:ville d orvault,NAME_FALLBACK,10.446780551905388,2023-07-02,4.50065703022339,0.2498904949627682,0.0028647265807317,0.1,0.6,0.1534752780439481,0.2743176747989479,0.2743176747989479,1,0.1534752780439481,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-24753,23-99733,2023-02-23,2023-07-15,NAME:sdis49,NAME_FALLBACK,4.664914586070959,2023-08-22,1.2483574244415243,0.791940429259746,0.8066153089196675,1.0,0.6,0.84030046543682,0.9527017427043447,0.9527017427043447,1,0.5346877046281959,5,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-30906,23-164280,2023-03-09,2023-11-25,NAME:societe d equipement de la touraine,NAME_FALLBACK,8.5742444152431,2024-03-09,3.4494086727989486,0.4250985545335085,0.7490511593999327,1.0,0.6,0.7284425444233535,0.9693857138959326,0.9693857138959326,1,0.7284425444233535,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-31948,24-11486,2023-03-11,2024-02-01,SIRET:52926090300016,RAW_SIRET,10.74244415243101,2023-09-13,4.6320630749014455,0.2279894875164257,1.0000000000000002,1.0,1.0,0.8069973718791065,0.9019992224426848,0.9019992224426848,1,0.0479084537888743,3,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-34705,23-58292,2023-03-17,2023-04-29,NAME:nantes metropole,NAME_FALLBACK,1.4126149802890933,2023-09-17,4.6320630749014455,0.2279894875164257,0.0417834373900303,0.8,0.6,0.371621574965617,0.6172491860568462,0.6172491860568462,2,0.0228307283544088,12,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-48532,24-10209,2023-04-14,2024-01-29,NAME:semitan,NAME_FALLBACK,9.526938239159,2024-06-17,4.599211563731932,0.2334647393780113,0.0,0.8,0.6,0.3583661848445028,0.8532297375182791,0.8532297375182791,2,0.0592414929907381,4,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-49217,23-98718,2023-04-14,2023-07-14,SIRET:23440003400026,RAW_SIRET,2.9894875164257555,2023-10-14,3.0223390275952693,0.4962768287341218,0.9421072484367208,1.0,1.0,0.8538067441363826,0.9291404476367351,0.9291404476367351,1,0.4612828628740705,10,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-56091,23-98709,2023-04-26,2023-07-14,NAME:ubs,NAME_FALLBACK,2.59526938239159,2023-08-26,1.4126149802890933,0.7645641699518178,0.2375020707614384,1.0,0.6,0.634266767254458,0.9251014934382394,0.9251014934382394,1,0.3438327942914984,2,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-68037,23-144302,2023-05-19,2023-10-18,SIRET:24440061000055,RAW_SIRET,4.993429697766097,2023-12-06,1.609724047306176,0.731712658782304,0.0279506598153949,1.0,1.0,0.5927108956309642,0.9480776554468314,0.9480776554468314,1,0.3111406945837632,2,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-74379,23-174031,2023-06-03,2023-12-16,NAME:semitan,NAME_FALLBACK,6.438896189224704,2023-12-03,0.4270696452036793,0.9288217257993868,0.0,1.0,0.6,0.5922054314498466,0.9531279633061619,0.9531279633061619,1,0.1142258669335339,4,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-74653,23-174031,2023-06-03,2023-12-16,NAME:semitan,NAME_FALLBACK,6.438896189224704,2024-05-04,4.599211563731932,0.2334647393780113,1.0000000000000002,1.0,0.6,0.7683661848445029,0.9375416915208714,0.9375416915208714,1,0.3497722295225581,5,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
23-93496,24-88815,2023-07-06,2024-07-28,SIRET:24720013200014,RAW_SIRET,12.746386333771351,2024-07-06,0.7227332457293035,0.879544459045116,0.4721367726653231,1.0,1.0,0.785133985194142,0.9122064287004902,0.9122064287004902,1,0.4471614389926729,6,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-104541,24-117088,2024-09-15,2024-10-16,NAME:conseil departemental loire atlantique,NAME_FALLBACK,1.0183968462549278,2025-03-15,4.92772667542707,0.1787122207621551,1.0000000000000002,1.0,0.6,0.7546780551905388,0.8561716736175502,0.8561716736175502,1,0.030113885238721,8,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-106530,25-56786,2024-09-20,2025-05-22,SIRET:12001002000028,RAW_SIRET,8.015768725361367,2024-12-20,5.026281208935611,0.1622864651773982,0.0,1.0,1.0,0.4405716162943495,0.9671874037785899,0.9671874037785899,1,0.4405716162943495,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-107602,24-117088,2024-09-24,2024-10-16,NAME:conseil departemental loire atlantique,NAME_FALLBACK,0.7227332457293035,2025-03-24,5.223390275952694,0.1294349540078844,1.0000000000000002,1.0,0.6,0.7423587385019712,0.7526602529934459,0.7526602529934459,1,0.3575604298980924,7,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-108447,25-55152,2024-09-26,2025-05-18,NAME:conseil departemental loire atlantique,NAME_FALLBACK,7.687253613666228,2025-06-07,0.657030223390276,0.8904949627682873,0.1857396723910716,1.0,0.6,0.6476326260289469,0.94025726326149,0.94025726326149,1,0.2295105923651301,6,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-110066,24-139192,2024-09-29,2024-12-13,SIRET:13003051300019,RAW_SIRET,2.463863337713535,2025-01-29,1.5440210249671484,0.7426631625054753,0.9671297844499316,1.0,1.0,0.9241612151838448,0.9019321958470898,0.9019321958470898,1,0.6942622648151915,2,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-111199,25-1120,2024-10-03,2025-01-08,SIRET:21370261600011,RAW_SIRET,3.1865965834428382,2025-04-03,2.7923784494086727,0.5346035917652212,1.0000000000000004,1.0,1.0,0.8836508979413055,0.9720056133324545,0.9720056133324545,1,0.8836508979413055,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-111919,24-125547,2024-10-04,2024-11-06,SIRET:24850058900085,RAW_SIRET,1.0840998685939554,2025-02-04,2.9566360052562417,0.5072273324572931,0.9999999999999998,1.0,1.0,0.8768068331143232,0.9179737990065412,0.9179737990065412,1,0.8768068331143232,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-112213,25-24140,2024-10-04,2025-03-05,NAME:departement de la vendee,NAME_FALLBACK,4.993429697766097,2025-05-21,2.5295663600525624,0.5784056066579062,0.0892645660830901,1.0,0.6,0.535843999793558,0.9499136165028562,0.9499136165028562,1,0.2902270879837603,5,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-11486,24-27192,2024-02-01,2024-03-07,SIRET:52926090300016,RAW_SIRET,1.149802890932983,2024-08-17,5.354796320630749,0.1075339465615418,1.0000000000000002,1.0,1.0,0.7768834866403854,0.8863578170901275,0.8863578170901275,1,0.7768834866403854,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-117855,25-86184,2024-10-17,2025-07-29,SIRET:24440040400129,RAW_SIRET,9.362680683311432,2025-03-17,4.402102496714849,0.2663162505475251,0.0194054626329703,1.0,1.0,0.4733709745584209,0.8925938776254732,0.8925938776254732,3,0.1595299515458106,16,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-131094,25-925,2024-11-21,2025-01-08,SIRET:24490001500011,RAW_SIRET,1.5768725361366622,2025-05-21,4.369250985545335,0.2717915024091107,0.9999999999999998,1.0,1.0,0.8179478756022776,0.840676221642548,0.840676221642548,1,0.5158563293911518,3,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-131879,25-5091,2024-11-22,2025-01-17,SIRET:24440040400129,RAW_SIRET,1.8396846254927728,2025-04-22,3.1208935611038107,0.4798510731493649,0.986120975622554,1.0,1.0,0.865105109755235,0.8567039213810538,0.8567039213810538,1,0.5064114654636801,17,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-138709,25-13176,2024-12-12,2025-02-06,SIRET:19753472000010,RAW_SIRET,1.8396846254927728,2025-04-12,2.135348226018397,0.6441086289969338,0.326589939956221,1.0,1.0,0.6753336362339107,0.8629505473062289,0.8629505473062289,1,0.3261529372748705,3,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-138890,25-27783,2024-12-11,2025-03-13,NAME:societe publique regionale abbaye de fontevraud,NAME_FALLBACK,3.0223390275952693,2025-03-11,0.0657030223390276,0.9890494962768288,0.0101464016033246,0.8,0.6,0.5508136146303708,0.83329561213339,0.83329561213339,1,0.0383267630310995,2,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-139939,25-86184,2024-12-14,2025-07-29,SIRET:24440040400129,RAW_SIRET,7.457293035479632,2025-05-14,2.4967148488830486,0.5838808585194919,0.0106362814922456,1.0,1.0,0.549692913152159,0.9407500018682041,0.9407500018682041,1,0.0279057909445373,17,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-140261,25-3181,2024-12-15,2025-01-12,NAME:departement de la vendee,NAME_FALLBACK,0.9198423127463864,2025-07-07,5.781865965834428,0.0363556723609286,0.9999999999999996,1.0,0.6,0.719088918090232,0.7154713473264708,0.7154713473264708,1,0.3954200865728713,4,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-142222,26-2529,2024-12-20,2026-01-09,NAME:spl le mans evenements,NAME_FALLBACK,12.64783180026281,2025-07-19,5.716162943495401,0.0473061760840999,0.018212164811729,0.1,0.6,0.1082008017051301,0.32076493073014467,0.32076493073014467,1,0.1082008017051301,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
24-142269,25-63023,2024-12-20,2025-06-06,SIRET:12001201800111,RAW_SIRET,5.519053876478318,2025-09-20,3.4822601839684624,0.4196233026719229,0.5473301722348802,1.0,1.0,0.6964713859501888,0.9434513847637097,0.9434513847637097,1,0.1790684928980817,3,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
