source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key,buyer_key_type,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,gradient_boosting_score,transfer_score,candidate_rank,top1_top2_margin,n_candidates_for_source,confidence_tier,variant,threshold_used,model_name,benchmark_version,threshold_source
20-27109,20-61130,2020-02-23,2020-05-08,NAME:ville de bouguenais,NAME_FALLBACK,2.463863337713535,2020-07-19,2.365308804204993,0.6057818659658345,1.0,1.0,0.6,0.8614454664914586,0.9028742414541591,0.9028742414541591,1,0.6259215624800785,2,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-27417,20-88353,2020-02-23,2020-07-11,NAME:chu de nantes,NAME_FALLBACK,4.566360052562418,2020-08-23,1.4126149802890933,0.7645641699518178,0.1796692603993677,1.0,0.6,0.6140252836277331,0.948949942144367,0.948949942144367,2,0.0564041788012557,9,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-29244,20-93913,2020-02-27,2020-07-25,NAME:commune de nantes,NAME_FALLBACK,4.894875164257556,2020-07-27,0.0657030223390276,0.9890494962768288,0.8246021910708939,1.0,0.6,0.8958731409440199,0.9511173998290734,0.9511173998290734,1,0.604284964385771,6,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-29934,20-143279,2020-02-28,2020-12-08,NAME:ville de nantes,NAME_FALLBACK,9.32982917214192,2020-07-28,4.369250985545335,0.2717915024091107,0.0178056845964585,0.1,0.6,0.1641798652110381,0.28032254076948243,0.28032254076948243,1,0.1641798652110381,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-32203,21-7561,2020-03-06,2021-01-18,NAME:nantes metropole,NAME_FALLBACK,10.446780551905388,2020-09-06,4.402102496714849,0.2663162505475251,0.0938881620226074,1.0,0.6,0.4594399193447939,0.8765600024164332,0.8765600024164332,1,0.0132419342374789,17,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-34392,20-66643,2020-03-11,2020-05-22,NAME:nantes metropole,NAME_FALLBACK,2.365308804204993,2020-09-11,3.679369250985545,0.3867717915024091,0.0215671275750135,1.0,0.6,0.464241442526857,0.8832002938609274,0.8832002938609274,2,0.3027559293522493,16,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-37796,21-16407,2020-03-12,2021-02-04,NAME:communaute d agglomeration du niortais,NAME_FALLBACK,10.808147174770038,2020-09-12,4.763469119579501,0.2060884800700831,0.3115226083880204,0.8,0.6,0.4605550329533279,0.8517808519104686,0.8517808519104686,1,0.0209322998564125,3,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-39206,20-74255,2020-03-16,2020-06-10,NAME:ctre hosp universitaire angers,NAME_FALLBACK,2.8252299605781865,2020-07-16,1.1826544021024967,0.8028909329829172,1.0,1.0,0.6,0.9107227332457292,0.9318754725822962,0.9318754725822962,1,0.1163491020586946,2,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-40507,20-74255,2020-03-17,2020-06-10,NAME:ctre hosp universitaire angers,NAME_FALLBACK,2.7923784494086727,2020-07-17,1.2155059132720103,0.7974156811213315,1.0,1.0,0.6,0.9093539202803328,0.9698992337292779,0.9698992337292779,1,0.9093539202803328,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-49879,20-59788,2020-04-07,2020-05-04,NAME:vendee eau,NAME_FALLBACK,0.8869908015768725,2020-09-07,4.139290407358739,0.3101182654402102,0.9999999999999998,1.0,0.6,0.7875295663600526,0.7999940873477983,0.7999940873477983,1,0.533758221559645,2,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-50348,21-11865,2020-04-08,2021-01-26,NAME:cte de communes de la region de blain,NAME_FALLBACK,9.625492772667542,2021-02-14,0.6241787122207622,0.8959702146298729,0.1847467295133879,1.0,0.6,0.6486539089871541,0.7639784794341976,0.7639784794341976,1,0.6486539089871541,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-51119,20-135282,2020-05-11,2020-11-06,NAME:ca pornic agglo pays de retz,NAME_FALLBACK,5.88042049934297,2020-11-11,0.164257555847569,0.9726237406920718,0.1589900176921329,0.1,0.6,0.3888024413652645,0.4264208014066484,0.4264208014066484,1,0.3888024413652645,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-54283,20-66643,2020-04-23,2020-05-22,NAME:nantes metropole,NAME_FALLBACK,0.9526938239159,2020-10-23,5.059132720105125,0.1568112133158125,0.0215671275750135,1.0,0.6,0.4067512979802078,0.8215861503504022,0.8215861503504022,1,0.0263948821197111,16,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-68352,20-114714,2020-05-28,2020-09-20,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,3.7779237844940874,2020-11-28,2.266754270696452,0.6222076215505914,0.0149871724605487,1.0,0.6,0.5207974157488399,0.9500785233739475,0.9500785233739475,1,0.1730791482099451,10,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-68370,21-67011,2020-05-26,2021-05-20,NAME:synd dep d energie et d eqpt de vendee,NAME_FALLBACK,11.793692509855452,2020-11-26,5.7490144546649145,0.0418309242225142,0.0046873567629095,0.2,0.6,0.1320983059226469,0.6911920939803666,0.6911920939803666,1,0.1320983059226469,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-72791,21-126360,2020-06-07,2021-09-23,SIRET:88324710800011,RAW_SIRET,15.538764783180026,2021-04-10,5.45335085413929,0.0911081909767849,0.9999999999999998,1.0,1.0,0.7727770477441961,0.9387012066709549,0.9387012066709549,1,0.7727770477441961,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-87505,21-24011,2020-07-08,2021-02-19,NAME:commune de saint nazaire,NAME_FALLBACK,7.424441524310118,2021-02-24,0.164257555847569,0.9726237406920718,0.0102903921873532,0.1,0.6,0.3367575724385915,0.2820759239544035,0.2820759239544035,1,0.3367575724385915,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-95579,21-95316,2020-07-29,2021-07-08,NAME:cte de cnes du pays d ancenis,NAME_FALLBACK,11.300919842312746,2021-07-24,0.5256241787122208,0.9123959702146298,0.1183861201069388,0.1,0.6,0.359534134591086,0.3118743745389975,0.3118743745389975,1,0.359534134591086,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-96618,20-115241,2020-07-29,2020-09-23,NAME:ch le mans,NAME_FALLBACK,1.8396846254927728,2021-02-13,4.697766097240473,0.2170389837932544,0.5638167266698864,1.0,0.6,0.6115956002827738,0.8454261215284793,0.8454261215284793,1,0.1394847204890906,5,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
20-97380,21-72712,2020-08-01,2021-06-02,NAME:cci nantes saint-nazaire,NAME_FALLBACK,10.019710906701707,2021-06-11,0.2956636005256242,0.9507227332457292,0.1282204332687063,1.0,0.6,0.6425578349554795,0.9668567319158806,0.9668567319158806,1,0.6425578349554795,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-103501,21-156574,2021-07-23,2021-11-26,NAME:departement de la sarthe,NAME_FALLBACK,4.139290407358739,2022-01-23,1.9053876478318,0.6824353920280333,0.3198361347751099,1.0,0.6,0.6425514951782969,0.973914101533816,0.973914101533816,1,0.6425514951782969,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-104870,22-83349,2021-07-29,2022-06-16,SIRET:22530001100015,RAW_SIRET,10.578186596583445,2022-05-11,1.1826544021024967,0.8028909329829172,0.6128460635097774,1.0,1.0,0.8152188554741514,0.9208831855087114,0.9208831855087114,1,0.2043641331056634,9,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-113953,21-117615,2021-08-20,2021-09-01,NAME:chu de nantes,NAME_FALLBACK,0.3942181340341655,2022-02-20,5.650459921156373,0.0582566798072711,1.0,1.0,0.6,0.7245641699518177,0.4911077933825065,0.4911077933825065,1,0.4017032238316056,5,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-117181,22-57715,2021-08-31,2022-04-22,NAME:satt ouest valorisation,NAME_FALLBACK,7.687253613666228,2022-02-28,1.7411300919842312,0.7098116513359615,0.6207670451588572,0.1,0.6,0.4847213786395903,0.5455669304779729,0.5455669304779729,1,0.4847213786395903,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-11865,21-141238,2021-01-26,2021-10-21,NAME:cte de communes de la region de blain,NAME_FALLBACK,8.804204993429698,2022-01-12,2.726675427069645,0.5455540954883924,0.033539263390973,1.0,0.6,0.5081272660589387,0.717283809659944,0.717283809659944,1,0.5081272660589387,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-124527,21-130046,2021-09-16,2021-09-29,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,0.4270696452036793,2022-03-16,5.519053876478318,0.0801576872536137,1.0000000000000004,1.0,0.6,0.7300394218134036,0.48585913731283115,0.48585913731283115,1,0.4447836692120347,2,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-125536,22-38732,2021-09-22,2022-03-17,NAME:crous de nantes,NAME_FALLBACK,5.781865965834428,2022-03-22,0.164257555847569,0.9726237406920718,0.0223333285874864,1.0,0.6,0.6109726001786382,0.9760251677166206,0.9760251677166206,1,0.6109726001786382,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-125688,22-93332,2021-09-22,2022-07-06,NAME:vendee expansion,NAME_FALLBACK,9.42838370565046,2022-06-15,0.6898817345597897,0.8850197109067017,0.1348238300139508,0.2,0.6,0.3884432682315582,0.6779397811743436,0.6779397811743436,1,0.3884432682315582,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-125738,21-161861,2021-09-20,2021-12-09,NAME:commune de saint nazaire,NAME_FALLBACK,2.628120893561104,2022-03-20,3.3180026281208934,0.4469995619798511,0.9321375392082408,1.0,0.6,0.797998029217847,0.970109136582594,0.970109136582594,1,0.797998029217847,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-130369,21-157863,2021-10-01,2021-12-02,NAME:commune de saint-herblain,NAME_FALLBACK,2.0367936925098555,2022-04-01,3.942181340341656,0.342969776609724,1.0,1.0,0.6,0.795742444152431,0.850644486769075,0.850644486769075,1,0.5197151959962335,2,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-13699,21-20640,2021-02-03,2021-02-12,NAME:communaute de communes de sable,NAME_FALLBACK,0.2956636005256242,2021-08-03,5.650459921156373,0.0582566798072711,0.9567939091558684,1.0,0.6,0.7094420381563717,0.48585913731283115,0.48585913731283115,1,0.5617958729148393,2,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-137487,22-93332,2021-10-15,2022-07-06,NAME:vendee expansion,NAME_FALLBACK,8.672798948751643,2022-06-15,0.6898817345597897,0.8850197109067017,0.2797786744300027,1.0,0.6,0.6791774637771764,0.9670753591492428,0.9670753591492428,1,0.6791774637771764,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-141754,23-29518,2021-10-21,2023-03-03,NAME:vendee grand littoral,NAME_FALLBACK,16.36005256241787,2022-10-21,4.369250985545335,0.2717915024091107,0.0,0.1,0.6,0.1579478756022777,0.31142897760768173,0.31142897760768173,1,0.1579478756022777,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-148591,22-12003,2021-11-10,2022-01-26,NAME:laval agglomeration,NAME_FALLBACK,2.5295663600525624,2022-03-10,1.4126149802890933,0.7645641699518178,0.6788589799893974,1.0,0.6,0.7887416854842435,0.9662214594797502,0.9662214594797502,1,0.7887416854842435,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-148611,22-171933,2021-11-10,2023-01-01,SIRET:24720013200014,RAW_SIRET,13.699080157687254,2023-02-13,1.4126149802890933,0.7645641699518178,0.5777380990772488,1.0,1.0,0.7933493771649914,0.9143288089013577,0.9143288089013577,1,0.6103445589433533,4,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-156348,22-83349,2021-11-27,2022-06-16,SIRET:22530001100015,RAW_SIRET,6.603153745072273,2022-09-20,3.1537450722733245,0.4743758212877792,0.1336538175660153,1.0,1.0,0.5653727914700502,0.9428141513164648,0.9428141513164648,2,0.1109554549921986,7,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-157863,22-95583,2021-12-02,2022-07-07,NAME:commune de saint-herblain,NAME_FALLBACK,7.128777923784494,2022-08-26,1.6425755584756898,0.7262374069207184,0.1965774451418546,0.1,0.6,0.3403614575298287,0.26802944314006805,0.26802944314006805,1,0.3403614575298287,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-160384,22-93332,2021-12-06,2022-07-06,NAME:vendee expansion,NAME_FALLBACK,6.964520367936925,2022-06-06,0.985545335085414,0.835742444152431,0.1079569319162648,1.0,0.6,0.6067205372088005,0.9746336999353659,0.9746336999353659,1,0.6067205372088005,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-161904,22-90329,2021-12-11,2022-06-30,SIRET:22440002800011,RAW_SIRET,6.603153745072273,2022-10-07,3.252299605781866,0.4579500657030223,0.2263034731243246,1.0,1.0,0.5936937320192692,0.9362855867273328,0.9362855867273328,1,0.1467987960893674,15,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-163822,22-102623,2021-12-16,2022-07-24,NAME:nantes metropole,NAME_FALLBACK,7.227332457293035,2022-07-03,0.6898817345597897,0.8850197109067017,0.2007641085727083,1.0,0.6,0.6515223657271234,0.9425600583626826,0.9425600583626826,1,0.3545532331587002,17,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-17328,21-35440,2021-02-05,2021-03-17,NAME:universite d angers,NAME_FALLBACK,1.314060446780552,2021-07-16,3.975032851511169,0.3374945247481384,0.3835603862493899,1.0,0.6,0.5786197663743211,0.8547486811051255,0.8547486811051255,2,0.180164727712407,5,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-23641,21-35440,2021-02-19,2021-03-17,NAME:universite d angers,NAME_FALLBACK,0.8541392904073587,2021-07-16,3.975032851511169,0.3374945247481384,0.3835603862493899,1.0,0.6,0.5786197663743211,0.8139915050954774,0.8139915050954774,1,0.265919654401776,4,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-23645,21-51020,2021-02-19,2021-04-16,NAME:semitan,NAME_FALLBACK,1.8396846254927728,2021-08-19,4.106438896189225,0.3155935173017958,1.0,1.0,0.6,0.7888983793254489,0.8532482789497877,0.8532482789497877,1,0.4926918793790283,5,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-24515,21-35279,2021-02-22,2021-03-16,NAME:ifth,NAME_FALLBACK,0.7227332457293035,2021-06-22,3.219448094612352,0.463425317564608,0.9999999999999994,1.0,0.6,0.8258563293911518,0.8827863358072406,0.8827863358072406,1,0.8258563293911518,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-29818,22-28887,2021-03-07,2022-02-26,SIRET:52926090300016,RAW_SIRET,11.695137976346912,2021-09-13,5.45335085413929,0.0911081909767849,1.0000000000000002,1.0,1.0,0.7727770477441962,0.9387012066709549,0.9387012066709549,1,0.7727770477441962,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-32441,21-96695,2021-03-11,2021-07-12,NAME:universite de nantes,NAME_FALLBACK,4.040735873850197,2021-12-02,4.697766097240473,0.2170389837932544,0.1200098054865906,0.1,0.6,0.1862631778686203,0.313569331064013,0.313569331064013,1,0.1862631778686203,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-35196,21-89893,2021-03-16,2021-07-02,NAME:communaute d agglomeration du niortais,NAME_FALLBACK,3.54796320630749,2021-09-16,2.4967148488830486,0.5838808585194919,0.4837454701047893,1.0,0.6,0.6752811291665493,0.9724265858748296,0.9724265858748296,1,0.6752811291665493,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-35440,22-22098,2021-03-17,2022-02-13,NAME:universite d angers,NAME_FALLBACK,10.939553219448094,2021-08-30,5.486202365308804,0.0856329391151993,0.0022929992310267,1.0,0.6,0.3822107845096592,0.8182948569993552,0.8182948569993552,1,0.082748376752617,4,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-35939,21-78393,2021-03-19,2021-06-11,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2.759526938239159,2021-09-19,3.28515111695138,0.4524748138414367,0.2904337635881374,1.0,0.6,0.5747705207162073,0.9305604197832591,0.9305604197832591,1,0.2626681165152201,8,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-40444,21-154866,2021-03-25,2021-11-25,NAME:ville de saint sebastien sur loire,NAME_FALLBACK,8.04862023653088,2021-09-25,2.0039421813403417,0.6660096364432764,0.0077159761869277,1.0,0.6,0.5292030007762438,0.9697978525073099,0.9697978525073099,1,0.5292030007762438,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-4564,21-148535,2021-01-12,2021-11-08,NAME:ecole centrale de nantes,NAME_FALLBACK,9.85545335085414,2021-07-12,3.9093298291721417,0.3484450284713097,0.0158015385604273,0.1,0.6,0.182641795613977,0.484385067436423,0.484385067436423,1,0.182641795613977,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-51989,21-53976,2021-04-19,2021-04-22,NAME:departement de la mayenne,NAME_FALLBACK,0.0985545335085413,2021-10-19,5.913272010512483,0.0144546649145861,0.0728326216269307,1.0,0.6,0.3891050837980722,0.5129764799389384,0.5129764799389384,1,0.0338430252399064,5,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-71012,21-96769,2021-05-27,2021-07-12,NAME:ville de sable sur sarthe,NAME_FALLBACK,1.5111695137976346,2021-11-27,4.533508541392904,0.2444152431011826,1.0,1.0,0.6,0.7711038107752957,0.9148084650658607,0.9148084650658607,1,0.7711038107752957,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-74412,21-83160,2021-06-11,2021-06-25,NAME:angers loire metropole,NAME_FALLBACK,0.4599211563731931,2021-12-11,5.551905387647832,0.074682435392028,0.2204913526654261,1.0,0.6,0.4558425822809061,0.49507642079650516,0.49507642079650516,1,0.1787525941220933,4,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-78101,22-105384,2021-06-11,2022-07-30,SIRET:24720013200014,RAW_SIRET,13.600525624178712,2022-11-29,4.007884362680684,0.3320192728865527,0.5777380990772488,1.0,1.0,0.6852131528986752,0.8960424917622151,0.8960424917622151,2,0.1218243539202803,5,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-86124,21-161507,2021-06-23,2021-12-08,NAME:sydela,NAME_FALLBACK,5.519053876478318,2021-10-23,1.5111695137976346,0.7481384143670609,0.798419998471066,1.0,0.6,0.8264816030566384,0.97606101444291,0.97606101444291,1,0.8264816030566384,1,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-91773,22-74813,2021-07-04,2022-05-27,NAME:gie sesam vitale,NAME_FALLBACK,10.74244415243101,2022-01-04,4.697766097240473,0.2170389837932544,0.5563730870462691,0.2,0.6,0.3689903264145078,0.4186095779881743,0.4186095779881743,1,0.040282485853842,2,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-96114,21-150402,2021-07-15,2021-11-14,NAME:nantes metropole,NAME_FALLBACK,4.007884362680684,2022-01-15,2.0367936925098555,0.6605343845816907,0.0439861905406523,1.0,0.6,0.5405287628346509,0.9473956383180842,0.9473956383180842,1,0.1897095867599297,14,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
21-99109,22-2872,2021-07-18,2022-01-06,NAME:centre hospitalier de laval 53,NAME_FALLBACK,5.650459921156373,2022-03-19,2.365308804204993,0.6057818659658345,0.0266967980399462,0.1,0.6,0.2507893458054397,0.24799990348047407,0.24799990348047407,1,0.2507893458054397,1,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-104764,23-48532,2022-07-29,2023-04-14,NAME:semitan,NAME_FALLBACK,8.508541392904073,2023-06-09,1.8396846254927728,0.6933858957512046,0.0099458792024762,1.0,0.6,0.5368275316586679,0.9433884832499521,0.9433884832499521,3,0.0043484427383972,4,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-105384,24-43365,2022-07-30,2024-04-14,SIRET:24720013200014,RAW_SIRET,20.49934296977661,2024-01-05,3.28515111695138,0.4524748138414367,0.5576746382331395,1.0,1.0,0.708304826841958,0.40588188518239593,0.40588188518239593,1,0.0424332019272886,10,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-105581,22-167195,2022-07-31,2022-12-21,NAME:st gilles croix de vie agglomeration,NAME_FALLBACK,4.697766097240473,2023-05-14,4.730617608409987,0.2115637319316688,0.6479006932094956,1.0,0.6,0.6396561756062407,0.93950509042813,0.93950509042813,1,0.4575471569470599,3,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-111359,23-102643,2022-08-20,2023-07-22,NAME:nantes metropole,NAME_FALLBACK,11.038107752956636,2023-02-20,4.993429697766097,0.1677617170389838,0.0709916422540964,1.0,0.6,0.4267875040486796,0.8973918988226445,0.8973918988226445,1,0.0171361236711918,12,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-114731,23-168051,2022-08-25,2023-12-01,SIRET:22530001100015,RAW_SIRET,15.210249671484888,2023-07-28,4.139290407358739,0.3101182654402102,0.1705777028350568,0.8,1.0,0.4772317623523224,0.8121148989172413,0.8121148989172413,1,0.0336331242740544,4,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-120001,22-126881,2022-09-06,2022-09-21,SIRET:22440002800011,RAW_SIRET,0.4927726675427069,2023-01-06,3.515111695137976,0.4141480508103373,0.0168891306870142,1.0,1.0,0.5094482084430393,0.6507043195034223,0.6507043195034223,1,0.0782609108985367,10,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-128177,23-41937,2022-09-28,2023-03-31,NAME:vendee,NAME_FALLBACK,6.044678055190539,2023-06-15,2.4967148488830486,0.5838808585194919,0.0083812166130362,0.2,0.6,0.2689036404444356,0.3154729029079478,0.3154729029079478,1,0.0204055151879149,2,POTENTIAL,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-137807,22-166987,2022-10-14,2022-12-19,NAME:gie des epl de vendee,NAME_FALLBACK,2.1681997371879107,2023-04-14,3.8107752956636,0.3648707840560666,0.3143480155576154,1.0,0.6,0.561239501459182,0.8733158788265176,0.8733158788265176,1,0.3576358283662251,3,HIGH,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
22-146330,23-41937,2022-11-02,2023-03-31,NAME:vendee,NAME_FALLBACK,4.894875164257556,2023-08-02,4.073587385019711,0.3210687691633814,0.5607102418936469,0.2,0.6,0.3965157769536218,0.3067102419553601,0.3067102419553601,1,0.1164830621284994,2,MEDIUM,primary_gbm,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max
