variant,algorithm,scenario,world,n_pairs,n_truth,n_reachable,blocking_recall,n_pred,tp,precision,recall_conditional,recall_end_to_end,threshold,f1_conditional,f1_end_to_end
dur_w18,current_weighted_composite,difficult,007,28117,668,366,0.5479041916167665,1841,210,0.11406844106463879,0.5737704918032787,0.3143712574850299,0.3431669423310381,0.19030357951971003,0.16739736946990835
dur_w18,current_weighted_composite,difficult,008,47894,899,351,0.39043381535038935,2481,176,0.0709391374445788,0.5014245014245015,0.19577308120133483,0.3431669423310381,0.12429378531073447,0.10414201183431952
dur_w18,current_weighted_composite,difficult,009,76333,1151,459,0.3987836663770634,3479,240,0.06898534061511928,0.5228758169934641,0.20851433536055602,0.3431669423310381,0.12188928390045707,0.1036717062634989
dur_w18,current_weighted_composite,difficult,010,71026,1105,525,0.4751131221719457,3624,248,0.0684326710816777,0.4723809523809524,0.2244343891402715,0.3431669423310381,0.1195468787659677,0.10488475364770565
dur_w18,current_weighted_composite,easier,007,49484,2524,1840,0.7290015847860539,3634,1299,0.3574573472757292,0.7059782608695652,0.5146592709984152,0.3431669423310381,0.47460723419802703,0.42189022409873334
dur_w18,current_weighted_composite,easier,008,57075,3204,2134,0.6660424469413233,4342,1600,0.36849378166743435,0.7497656982193065,0.4993757802746567,0.3431669423310381,0.49413218035824585,0.4240657301881791
dur_w18,current_weighted_composite,easier,009,38504,2895,2206,0.7620034542314335,3769,1616,0.42876094454762537,0.7325475974614687,0.5582037996545769,0.3431669423310381,0.5409205020920502,0.48499399759903966
dur_w18,current_weighted_composite,easier,010,62268,3084,2321,0.7525940337224384,4365,1679,0.3846506300114548,0.7233950883239982,0.5444228274967574,0.3431669423310381,0.5022434938677834,0.4507987649348906
dur_w18,current_weighted_composite,stress,007,157735,1154,297,0.25736568457538994,6342,113,0.017817723115736362,0.38047138047138046,0.09792027729636049,0.3431669423310381,0.03404127127579455,0.030149413020277484
dur_w18,current_weighted_composite,stress,008,113872,1006,283,0.2813121272365805,5055,116,0.022947576656775468,0.4098939929328622,0.11530815109343936,0.3431669423310381,0.043461970775571374,0.03827751196172249
dur_w18,current_weighted_composite,stress,009,106419,972,286,0.294238683127572,4758,127,0.02669188734762505,0.44405594405594406,0.13065843621399176,0.3431669423310381,0.05035685963521015,0.04432809773123909
dur_w18,current_weighted_composite,stress,010,86431,766,242,0.31592689295039167,3828,92,0.024033437826541274,0.38016528925619836,0.12010443864229765,0.3431669423310381,0.04520884520884521,0.04005224205485416
fwd24,logistic_regression,central_provisional,007,30737,1469,1041,0.7086453369639211,1237,707,0.5715440582053355,0.6791546589817483,0.48127978216473793,0.16015689164396624,0.62071992976295,0.5225424981522543
fwd24,logistic_regression,central_provisional,008,33817,1712,1001,0.584696261682243,1199,735,0.6130108423686406,0.7342657342657343,0.42932242990654207,0.16015689164396624,0.6681818181818182,0.5049811061490898
fwd24,logistic_regression,central_provisional,009,18858,1552,1097,0.7068298969072165,1252,786,0.6277955271565495,0.7164995442114859,0.5064432989690721,0.16015689164396624,0.6692209450830141,0.5606276747503567
fwd24,logistic_regression,central_provisional,010,34745,1755,1255,0.7150997150997151,1450,882,0.6082758620689656,0.7027888446215139,0.5025641025641026,0.16015689164396624,0.6521256931608133,0.5503900156006241
fwd24,logistic_regression,difficult,007,28129,668,364,0.5449101796407185,1354,190,0.14032496307237813,0.521978021978022,0.2844311377245509,0.16015689164396624,0.22118742724097787,0.18793273986152323
fwd24,logistic_regression,difficult,008,48608,899,339,0.3770856507230256,1559,176,0.11289288005131494,0.5191740412979351,0.19577308120133483,0.16015689164396624,0.18545837723919917,0.14320585842148087
fwd24,logistic_regression,difficult,009,78538,1151,449,0.39009556907037357,2184,222,0.10164835164835165,0.49443207126948774,0.19287576020851432,0.16015689164396624,0.16862894037219903,0.1331334332833583
fwd24,logistic_regression,difficult,010,72858,1105,512,0.4633484162895928,1971,251,0.12734652460679857,0.490234375,0.22714932126696832,0.16015689164396624,0.2021747885622231,0.16319895968790635
fwd24,logistic_regression,easier,007,50942,2524,1839,0.7286053882725833,2016,1431,0.7098214285714286,0.7781402936378466,0.5669572107765452,0.16015689164396624,0.7424124513618677,0.6303964757709251
fwd24,logistic_regression,easier,008,57933,3204,2133,0.6657303370786517,2487,1726,0.6940088459991958,0.8091889357712142,0.5387016229712859,0.16015689164396624,0.7471861471861473,0.6065717800035144
fwd24,logistic_regression,easier,009,39312,2895,2256,0.7792746113989637,2638,1800,0.6823351023502654,0.7978723404255319,0.6217616580310881,0.16015689164396624,0.7355946056395587,0.6506416049159589
fwd24,logistic_regression,easier,010,63712,3084,2357,0.7642671854734111,2652,1852,0.698340874811463,0.7857445905812473,0.6005188067444877,0.16015689164396624,0.739468955879417,0.6457461645746164
fwd24,logistic_regression,stress,007,167344,1154,278,0.24090121317157712,9550,106,0.011099476439790576,0.381294964028777,0.09185441941074524,0.16015689164396624,0.02157102157102157,0.019805680119581465
fwd24,logistic_regression,stress,008,117372,1006,270,0.268389662027833,6831,101,0.01478553652466696,0.37407407407407406,0.10039761431411531,0.16015689164396624,0.02844669764821856,0.025775169069797113
fwd24,logistic_regression,stress,009,109328,972,287,0.2952674897119342,6720,119,0.017708333333333333,0.4146341463414634,0.12242798353909465,0.16015689164396624,0.03396603396603397,0.030941237649505984
fwd24,logistic_regression,stress,010,88784,766,242,0.31592689295039167,5236,99,0.018907563025210083,0.4090909090909091,0.12924281984334204,0.16015689164396624,0.03614457831325301,0.032989003665444855
fwd24,gradient_boosting,central_provisional,007,30737,1469,1041,0.7086453369639211,941,717,0.7619553666312433,0.6887608069164265,0.48808713410483323,0.38240792792332146,0.7235116044399595,0.5950207468879668
fwd24,gradient_boosting,central_provisional,008,33817,1712,1001,0.584696261682243,967,754,0.7797311271975181,0.7532467532467533,0.44042056074766356,0.38240792792332146,0.766260162601626,0.562896603210153
fwd24,gradient_boosting,central_provisional,009,18858,1552,1097,0.7068298969072165,1062,806,0.7589453860640302,0.7347310847766636,0.5193298969072165,0.38240792792332146,0.7466419638721631,0.6166794185156848
fwd24,gradient_boosting,central_provisional,010,34745,1755,1255,0.7150997150997151,1178,907,0.7699490662139219,0.7227091633466135,0.5168091168091168,0.38240792792332146,0.7455815865187011,0.6184793726559836
fwd24,gradient_boosting,difficult,007,28129,668,364,0.5449101796407185,291,182,0.6254295532646048,0.5,0.27245508982035926,0.38240792792332146,0.5557251908396946,0.3795620437956204
fwd24,gradient_boosting,difficult,008,48608,899,339,0.3770856507230256,276,171,0.6195652173913043,0.504424778761062,0.19021134593993325,0.38240792792332146,0.5560975609756098,0.29106382978723405
fwd24,gradient_boosting,difficult,009,78538,1151,449,0.39009556907037357,352,229,0.6505681818181818,0.5100222717149221,0.1989574283231972,0.38240792792332146,0.5717852684144819,0.3047238855622089
fwd24,gradient_boosting,difficult,010,72858,1105,512,0.4633484162895928,357,233,0.6526610644257703,0.455078125,0.21085972850678733,0.38240792792332146,0.5362485615650173,0.31874145006839943
fwd24,gradient_boosting,easier,007,50942,2524,1839,0.7286053882725833,1882,1448,0.769394261424017,0.7873844480696031,0.5736925515055468,0.38240792792332146,0.778285407148616,0.6572855197458013
fwd24,gradient_boosting,easier,008,57933,3204,2133,0.6657303370786517,2341,1755,0.7496796240922683,0.8227848101265823,0.547752808988764,0.38240792792332146,0.7845328565042468,0.6330027051397655
fwd24,gradient_boosting,easier,009,39312,2895,2256,0.7792746113989637,2462,1831,0.7437043054427295,0.811613475177305,0.6324697754749569,0.38240792792332146,0.7761763459092836,0.6835915624416651
fwd24,gradient_boosting,easier,010,63712,3084,2357,0.7642671854734111,2521,1918,0.7608092026973423,0.8137462876537972,0.6219195849546044,0.38240792792332146,0.7863878638786389,0.6843889384478145
fwd24,gradient_boosting,stress,007,167344,1154,278,0.24090121317157712,216,76,0.35185185185185186,0.2733812949640288,0.0658578856152513,0.38240792792332146,0.3076923076923077,0.11094890510948906
fwd24,gradient_boosting,stress,008,117372,1006,270,0.268389662027833,228,66,0.2894736842105263,0.24444444444444444,0.06560636182902585,0.38240792792332146,0.26506024096385544,0.10696920583468397
fwd24,gradient_boosting,stress,009,109328,972,287,0.2952674897119342,264,87,0.32954545454545453,0.30313588850174217,0.08950617283950617,0.38240792792332146,0.3157894736842105,0.1407766990291262
fwd24,gradient_boosting,stress,010,88784,766,242,0.31592689295039167,211,74,0.35071090047393366,0.30578512396694213,0.09660574412532637,0.38240792792332146,0.32671081677704195,0.15148413510747186
fwd24,current_weighted_composite,central_provisional,007,30737,1469,1041,0.7086453369639211,1932,634,0.3281573498964803,0.6090297790585975,0.4315861130020422,0.3431669423310381,0.42650521358896737,0.37283152014113496
fwd24,current_weighted_composite,central_provisional,008,33817,1712,1001,0.584696261682243,2033,672,0.3305459911460895,0.6713286713286714,0.3925233644859813,0.3431669423310381,0.4429795649307845,0.35887850467289717
fwd24,current_weighted_composite,central_provisional,009,18858,1552,1097,0.7068298969072165,1702,728,0.42773207990599293,0.6636280765724704,0.4690721649484536,0.3431669423310381,0.5201857806359413,0.4474492931776275
fwd24,current_weighted_composite,central_provisional,010,34745,1755,1255,0.7150997150997151,2251,783,0.3478454020435362,0.6239043824701195,0.4461538461538462,0.3431669423310381,0.4466628636622932,0.3909136295556665
fwd24,current_weighted_composite,difficult,007,28129,668,364,0.5449101796407185,1388,183,0.13184438040345822,0.5027472527472527,0.27395209580838326,0.3431669423310381,0.2089041095890411,0.17801556420233464
fwd24,current_weighted_composite,difficult,008,48608,899,339,0.3770856507230256,1846,165,0.08938244853737812,0.48672566371681414,0.1835372636262514,0.3431669423310381,0.15102974828375287,0.12021857923497267
fwd24,current_weighted_composite,difficult,009,78538,1151,449,0.39009556907037357,2708,218,0.08050221565731167,0.48552338530066813,0.1894005212858384,0.3431669423310381,0.138105796642382,0.11298263798911637
fwd24,current_weighted_composite,difficult,010,72858,1105,512,0.4633484162895928,2820,239,0.08475177304964539,0.466796875,0.216289592760181,0.3431669423310381,0.14345738295318125,0.12178343949044587
fwd24,current_weighted_composite,easier,007,50942,2524,1839,0.7286053882725833,2994,1243,0.4151636606546426,0.675910821098423,0.49247226624405704,0.3431669423310381,0.5143803020897992,0.4505255527364987
fwd24,current_weighted_composite,easier,008,57933,3204,2133,0.6657303370786517,3504,1481,0.4226598173515982,0.6943272386310361,0.4622347066167291,0.3431669423310381,0.5254568032641476,0.44156231365533694
fwd24,current_weighted_composite,easier,009,39312,2895,2256,0.7792746113989637,3084,1549,0.5022697795071336,0.686613475177305,0.5350604490500863,0.3431669423310381,0.5801498127340824,0.5181468472988794
fwd24,current_weighted_composite,easier,010,63712,3084,2357,0.7642671854734111,3715,1599,0.43041722745625843,0.6784047518031396,0.5184824902723736,0.3431669423310381,0.5266798418972333,0.47036328871892924
fwd24,current_weighted_composite,stress,007,167344,1154,278,0.24090121317157712,5516,112,0.02030456852791878,0.4028776978417266,0.09705372616984402,0.3431669423310381,0.03866068346565413,0.0335832083958021
fwd24,current_weighted_composite,stress,008,117372,1006,270,0.268389662027833,3962,96,0.024230186774356385,0.35555555555555557,0.09542743538767395,0.3431669423310381,0.045368620037807186,0.03864734299516908
fwd24,current_weighted_composite,stress,009,109328,972,287,0.2952674897119342,3698,127,0.03434288804759329,0.4425087108013937,0.13065843621399176,0.3431669423310381,0.06373902132998746,0.054389721627409
fwd24,current_weighted_composite,stress,010,88784,766,242,0.31592689295039167,3072,83,0.027018229166666668,0.34297520661157027,0.10835509138381201,0.3431669423310381,0.05009052504526252,0.04325169359041167
