source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key,buyer_key_type,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,gradient_boosting_score,transfer_score,candidate_rank,top1_top2_margin,n_candidates_for_source,confidence_tier,variant,threshold_used,model_name,benchmark_version,threshold_source,logistic_score
15-98976,15-194034,2015-06-29,2015-12-30,NAME:ministere des affaires etrangeres,NAME_FALLBACK,6.044678055190539,2015-12-29,0.0328515111695138,0.9945247481384144,0.0431918263272678,1.0,0.6,0.6237483262491474,0.4967531053792024,0.4967531053792024,1,0.3684411473633363,2,MEDIUM,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-110202,17-129931,2016-07-25,2017-09-17,NAME:cmar pays de la loire,NAME_FALLBACK,13.76478318002628,2017-07-17,2.0367936925098555,0.6605343845816907,0.1246707629615772,0.1,0.6,0.2987683631819747,0.31278255544757266,0.31278255544757266,1,0.2987683631819747,1,MEDIUM,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-111174,17-3293,2016-07-25,2017-01-09,NAME:o p h le mans habitat,NAME_FALLBACK,5.519053876478318,2017-01-25,0.5256241787122208,0.9123959702146298,0.0033246497468941,0.1,0.6,0.3192626199650704,0.25108152836194725,0.25108152836194725,1,0.3192626199650704,1,MEDIUM,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-118057,16-118029,2016-08-07,2016-08-10,NAME:conseil general de loire-atlantique,NAME_FALLBACK,0.0985545335085413,2016-12-07,3.9093298291721417,0.3484450284713097,0.9999999999999998,1.0,0.6,0.7971112571178274,0.7917673775117977,0.7917673775117977,1,0.7971112571178274,1,HIGH,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-119669,17-90968,2016-08-12,2017-07-01,NAME:conseil departemental de la mayenne,NAME_FALLBACK,10.611038107752956,2017-03-17,3.4822601839684624,0.4196233026719229,0.8211773870450615,1.0,0.6,0.7523179111337523,0.9090688000943246,0.9090688000943246,1,0.6073123906867625,2,HIGH,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-123498,17-25915,2016-08-22,2017-02-22,NAME:chu de nantes,NAME_FALLBACK,6.044678055190539,2017-02-22,0.0,1.0,0.1872289743296681,1.0,0.6,0.6755301410153838,0.9493804312873785,0.9493804312873785,1,0.2059097676081949,11,HIGH,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-124376,17-71849,2016-08-23,2017-05-24,NAME:conseil regional des pays de la loire,NAME_FALLBACK,9.00131406044678,2017-06-20,0.8869908015768725,0.8521681997371879,0.1437157458051361,0.8,0.6,0.5633425609660947,0.8370763871091704,0.8370763871091704,1,0.1384741935825379,16,HIGH,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-127861,17-44864,2016-09-01,2017-03-31,NAME:ville d orvault,NAME_FALLBACK,6.931668856767411,2017-01-01,2.923784494086728,0.5127025843188786,0.8797296996844911,1.0,0.6,0.7960810409692916,0.9516128175770971,0.9516128175770971,1,0.4715259199229225,7,HIGH,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-129697,17-76396,2016-09-05,2017-06-03,NAME:centre hospitalier du nord mayenne,NAME_FALLBACK,8.902759526938238,2017-03-05,2.9566360052562417,0.5072273324572931,0.0218140103639267,0.1,0.6,0.2244417367416976,0.3047862392567179,0.3047862392567179,1,0.2244417367416976,1,MEDIUM,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-134501,16-184210,2016-09-15,2016-12-25,NAME:gie sesam vitale,NAME_FALLBACK,3.3180026281208934,2017-03-15,2.628120893561104,0.5619798510731493,0.0359906990796684,1.0,0.6,0.5130917074461713,0.9351903130779751,0.9351903130779751,1,0.1896313482696491,8,HIGH,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-136057,16-166758,2016-09-19,2016-11-17,NAME:ville du mans,NAME_FALLBACK,1.938239159001314,2017-03-24,4.1721419185282524,0.3046430135786245,0.2193066575327019,1.0,0.6,0.5129180835311018,0.8423237521104303,0.8423237521104303,1,0.1863874686821803,2,HIGH,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-15282,16-145577,2016-02-02,2016-10-06,NAME:montrevault-sur-evre,NAME_FALLBACK,8.114323258869907,2016-08-02,2.135348226018397,0.6441086289969338,0.8311684453936863,0.1,0.6,0.5419361131370237,0.511093198075034,0.511093198075034,2,0.2388003634021769,2,HIGH,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-153372,17-53291,2016-10-20,2017-04-14,NAME:rectorat de l academie de nantes,NAME_FALLBACK,5.781865965834428,2017-04-20,0.1971090670170827,0.9671484888304862,0.0592508914176206,0.1,0.6,0.3525249342037888,0.247212157452608,0.247212157452608,1,0.3525249342037888,1,MEDIUM,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-155186,17-61199,2016-10-26,2017-05-04,NAME:vendee expansion,NAME_FALLBACK,6.241787122207621,2017-04-26,0.2628120893561104,0.9561979851073148,0.0186916783286388,1.0,0.6,0.6055915836918524,0.9524311420588332,0.9524311420588332,2,0.0090613701420612,3,POTENTIAL,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-167180,17-61199,2016-11-20,2017-05-04,NAME:vendee expansion,NAME_FALLBACK,5.4204993429697765,2017-06-30,1.8725361366622864,0.687910643889619,0.3878025628224816,1.0,0.6,0.6677085579602733,0.9490167589545297,0.9490167589545297,1,0.2271585494691431,2,HIGH,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-172610,17-125205,2016-11-30,2017-09-05,NAME:conseil general de la vendee,NAME_FALLBACK,9.165571616294349,2017-11-29,2.7923784494086727,0.5346035917652212,0.3781336094800062,0.8,0.6,0.5659976612593074,0.8782139418152473,0.8782139418152473,1,0.415273233172834,2,HIGH,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-176618,17-54861,2016-12-09,2017-04-21,NAME:ville d orvault,NAME_FALLBACK,4.369250985545335,2017-06-09,1.609724047306176,0.731712658782304,0.0341246077531848,0.2,0.6,0.3148717774091907,0.23871018840028424,0.23871018840028424,1,0.0748080312559316,2,MEDIUM,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
16-182034,17-174760,2016-12-22,2017-12-14,NAME:sdis 44,NAME_FALLBACK,11.727989487516425,2017-09-09,3.1537450722733245,0.4743758212877792,0.6868129781835746,1.0,0.6,0.7189784976861959,0.9167061416674374,0.9167061416674374,1,0.3739985894786402,4,HIGH,gradient_boosting_synthetic_v0_4_transfer,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,
