notice_id,publication_date,start_date,start_date_source,buyer_key,buyer_key_type,buyer_name_raw,buyer_name_normalized,buyer_siret_clean,buyer_siren_clean,buyer_identifier_source,code_departement,objet_clean,cpv_clean,cpv_division,cpv_group,cpv_class,cpv_category,cpv_generic_flag,declared_duration_months,dur_was_imputed,duration_quality_flag,estimated_end_date,is_digital_scope,category_label,study_end_date
16-30120,2016-03-02,2016-11-25,LINKED_ATTRIBUTION_DATE,NAME:gie sesam vitale,NAME_FALLBACK,GIE SESAM Vitale,gie sesam vitale,,,NONE,72,"Numérisation de photos pour la personnalisation des cartes Vitale®, par traitement de dossiers transmis par les assurés sociaux et les organismes d'assurance Maladie au Mans",72314000,72,723,7231,72314,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-11-25,True,DIGITAL_ICT,2026-07-13
16-36374,2016-03-14,2016-03-14,PUBLICATION_DATE_FALLBACK,NAME:centre hospitalier de saumur,NAME_FALLBACK,Centre hospitalier de Saumur,centre hospitalier de saumur,,,NONE,49,maintenance d'équipements de réseau informatique à Saumur,,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-09-14,True,DIGITAL_ICT,2026-07-13
16-37108,2016-03-16,2016-09-29,LINKED_ATTRIBUTION_DATE,NAME:nantes metropole,NAME_FALLBACK,Nantes Métropole,nantes metropole,,,NONE,44,"fourniture de services de télécommunications pour le compte du groupement de commandes informatiques constitué par Nantes Métropole, la ville de Nantes son CCAS et l'Esbanm, à Nantes",64200000,64,642,6420,64200,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2017-03-29,True,DIGITAL_ICT,2026-07-13
16-31513,2016-03-07,2016-03-07,PUBLICATION_DATE_FALLBACK,NAME:nantes metropole,NAME_FALLBACK,Nantes Métropole,nantes metropole,,,NONE,44,"mise en oeuvre d'une solution logicielle de gestion de la relation usagers, pour nantes métropole et la ville de Nantes",,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-09-07,True,DIGITAL_ICT,2026-07-13
16-32105,2016-03-07,2016-06-17,LINKED_ATTRIBUTION_DATE,NAME:ville de carquefou,NAME_FALLBACK,Ville de Carquefou,ville de carquefou,,,NONE,44,maintenance - evolution et extension du réseau d'interconnexion hiperlan à Carquefou,32425000,32,324,3242,32425,False,36.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2019-06-17,True,DIGITAL_ICT,2026-07-13
16-35152,2016-03-11,2016-08-17,LINKED_ATTRIBUTION_DATE,NAME:departement de la sarthe,NAME_FALLBACK,Département de la Sarthe,departement de la sarthe,,,NONE,72,"fourniture, livraison et mise en service régulier d'une solution globale sig y compris prestations associées avec maintenance sur site 4 ans à Le Mans",72422000,72,724,7242,72422,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-08-17,True,DIGITAL_ICT,2026-07-13
16-42023,2016-03-24,2016-03-24,PUBLICATION_DATE_FALLBACK,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,GPM de Nantes - St Nazaire,gpm de nantes - st nazaire,,,NONE,44,fourniture de matériels de type faisceaux hertziens à Saint-Nazaire,32344250,32,323,3234,32344,False,36.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2019-03-24,True,DIGITAL_ICT,2026-07-13
16-48016,2016-03-31,2016-07-22,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,Université de Nantes,universite de nantes,,,NONE,44,refonte de l'infrastructure WI-FI haute densité de l'université de Nantes,32420000,32,324,3242,32420,False,36.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2019-07-22,True,DIGITAL_ICT,2026-07-13
16-30963,2016-03-03,2016-06-18,LINKED_ATTRIBUTION_DATE,SIRET:22850001300658,RAW_SIRET,Département de la Vendée,departement de la vendee,22850001300658,228500013,RAW_SIRET_FIELD,85,"réalisation, pose et dépose de divers panneaux d'information ou de signalétiques départementales à La Roche Sur Yon",35261000,35,352,3526,35261,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-06-18,True,DIGITAL_ICT,2026-07-13
16-43654,2016-03-29,2016-03-29,PUBLICATION_DATE_FALLBACK,NAME:mindef dga do s2a,NAME_FALLBACK,MINDEF/DGA/DO/S2A,mindef dga do s2a,,,NONE,49;31;91;92;94,acquisition de volants dynamométriques et fournitures associées à Avrillé,35125100,35,351,3512,35125,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-03-29,True,DIGITAL_ICT,2026-07-13
16-32344,2016-03-04,2016-07-14,LINKED_ATTRIBUTION_DATE,NAME:conseil regional des pays de la loire,NAME_FALLBACK,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,,,NONE,44,prestation d'évolution des systèmes d'information pour les lycees publics et e.r.e.a de la Région des Pays de la Loire à Nantes (rectificatif),48810000,48,488,4881,48810,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-07-14,True,DIGITAL_ICT,2026-07-13
16-33632,2016-03-11,2016-03-11,PUBLICATION_DATE_FALLBACK,NAME:nantes metropole,NAME_FALLBACK,Nantes Métropole,nantes metropole,,,NONE,44,accord-Cadre pour le support évolutif et correctif Libre office pour le compte Nantes métropole,72212920,72,722,7221,72212,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-03-11,True,DIGITAL_ICT,2026-07-13
16-27384,2016-03-15,2016-03-15,PUBLICATION_DATE_FALLBACK,NAME:mindef dga do s2a,NAME_FALLBACK,MINDEF/DGA/DO/S2A,mindef dga do s2a,,,NONE,18;49,"Acquisition de capteurs de pression aérienne, hydraulique, pneumatique et d'accessoires associés, comprenant 4 lots, à Bourges",35125100,35,351,3512,35125,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-03-15,True,DIGITAL_ICT,2026-07-13
16-47620,2016-03-31,2016-09-08,LINKED_ATTRIBUTION_DATE,SIRET:22850001300658,RAW_SIRET,Département de la Vendée,departement de la vendee,22850001300658,228500013,RAW_SIRET_FIELD,85,externalisation de la hotline informatique dans les locaux du Département à La Roche Sur Yon,79512000,79,795,7951,79512,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-09-08,True,DIGITAL_ICT,2026-07-13
16-41333,2016-03-23,2016-06-01,LINKED_ATTRIBUTION_DATE,NAME:s m sarthois d amenagement numerique,NAME_FALLBACK,S. M. Sarthois d'Aménagement Numérique,s m sarthois d amenagement numerique,,,NONE,72,coordination sécurité protection de la santé (csps)-travaux de déploiement du réseau très haut débit sur territoire de la sarthe au profit de S. M. Sarthois d'Aménagement Numérique au Mans,71317210,71,713,7131,71317,False,36.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2019-06-01,True,DIGITAL_ICT,2026-07-13
16-30715,2016-03-02,2016-05-23,LINKED_ATTRIBUTION_DATE,NAME:cg49,NAME_FALLBACK,CG49,cg49,,,NONE,49,fourniture de licences pour logiciels et services en ligne microsoft pour les services départementaux à Angers (rectificatif),72268000,72,722,7226,72268,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-05-23,True,DIGITAL_ICT,2026-07-13
16-40003,2016-03-21,2016-09-10,LINKED_ATTRIBUTION_DATE,SIRET:12000601000058,RAW_SIRET,Ministère des Affaires étrangères,ministere des affaires etrangeres,12000601000058,120006010,RAW_SIRET_FIELD,75;44,maintien en condition opérationnelle (mco) de la solution intégrée d'infrastructure de gestion des clés à Paris,72611000,72,726,7261,72611,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-09-10,True,DIGITAL_ICT,2026-07-13
16-28465,2016-03-01,2016-03-01,PUBLICATION_DATE_FALLBACK,NAME:syndicat departemental d energie,NAME_FALLBACK,Syndicat Départemental d'Energie,syndicat departemental d energie,,,NONE,85,refonte du site internet du sydev et de son extranet à La Roche Sur Yon,72400000,72,724,7240,72400,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-03-01,True,DIGITAL_ICT,2026-07-13
16-33781,2016-03-09,2016-05-23,LINKED_ATTRIBUTION_DATE,NAME:commune d ecommoy,NAME_FALLBACK,Commune d'Ecommoy,commune d ecommoy,,,NONE,72,mise en accessibilité d'un erp - aménagement de bureau à Ecommoy,45300000,45,453,4530,45300,False,12.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2017-05-23,True,DIGITAL_ICT,2026-07-13
16-9312,2016-03-15,2016-03-15,PUBLICATION_DATE_FALLBACK,NAME:ville de cholet,NAME_FALLBACK,Ville de Cholet,ville de cholet,,,NONE,49;44;85,travaux de mise en accessibilité des établissements recevant du public (erp) (2016-2019) groupement de commandes-accord cadre à Cholet,,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-09-15,True,DIGITAL_ICT,2026-07-13
16-38113,2016-03-16,2016-12-19,LINKED_ATTRIBUTION_DATE,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,Le Mans Métropole - Communauté Urbaine,le mans metropole - communaute urbaine,,,NONE,72,Fourniture et mise en oeuvre d'un sig de gestion des fourreaux de télécommunications pour le mans métropole à Le Mans (rectificatif),72212214,72,722,7221,72212,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-12-19,True,DIGITAL_ICT,2026-07-13
16-45870,2016-03-30,2016-03-30,PUBLICATION_DATE_FALLBACK,NAME:angers loire metropole,NAME_FALLBACK,Angers Loire Métropole,angers loire metropole,,,NONE,49,"Fourniture et maintenance des logiciels Business Geografic (CIRIL GROUP), prestations annexes et de support pour le compte d'Angers Loire Métropole, à Angers",72267100,72,722,7226,72267,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-03-30,True,DIGITAL_ICT,2026-07-13
16-42170,2016-03-24,2016-08-11,LINKED_ATTRIBUTION_DATE,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,GPM de Nantes - St Nazaire,gpm de nantes - st nazaire,,,NONE,44,"mise en oeuvre de la solution oracle ebusiness suite r12.2.4, de solutions connexes et acquisition des licences complémentaires à Nantes",48443000,48,484,4844,48443,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-08-11,True,DIGITAL_ICT,2026-07-13
16-46830,2016-03-31,2016-07-15,LINKED_ATTRIBUTION_DATE,SIRET:19490970100303,RAW_SIRET,Université d'Angers,universite d angers,19490970100303,194909701,RAW_SIRET_FIELD,49,extension du wifi haut débit sur les campus angevins pour le compte de l'Université à Angers,32510000,32,325,3251,32510,False,36.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2019-07-15,True,DIGITAL_ICT,2026-07-13
16-54197,2016-04-17,2016-04-17,PUBLICATION_DATE_FALLBACK,NAME:nantes metropole,NAME_FALLBACK,Nantes Métropole,nantes metropole,,,NONE,44,"Développement, hébergement et maintenance d'un GME et géolocalisé dans le cadre de la création d'une offre de médiation multimédia pour le Musée d'Art au profit de Nantes Métropole",48900000,48,489,4890,48900,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-04-17,True,DIGITAL_ICT,2026-07-13
16-55322,2016-04-18,2016-08-03,LINKED_ATTRIBUTION_DATE,NAME:conseil general de loire-atlantique,NAME_FALLBACK,Conseil général de Loire-Atlantique,conseil general de loire-atlantique,,,NONE,44,Fourniture de certificats électroniques et d'un accès à la solution logicielle de gestion des certificats et prestations associées à Nantes,,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2017-02-03,True,DIGITAL_ICT,2026-07-13
16-34964,2016-04-19,2016-04-19,PUBLICATION_DATE_FALLBACK,NAME:cour d appel de rennes,NAME_FALLBACK,Cour d'Appel de Rennes,cour d appel de rennes,,,NONE,22;29;35;44;56;49;53;72,maintenance préventive et curative des portiques de détection de masses métalliques installés dans les juridictions du ressort des cours d'appel de Rennes et Angers,35124000,35,351,3512,35124,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-04-19,True,DIGITAL_ICT,2026-07-13
16-36496,2016-04-01,2016-04-01,PUBLICATION_DATE_FALLBACK,NAME:la roche-sur-yon agglomeration,NAME_FALLBACK,La Roche-sur-Yon Agglomération,la roche-sur-yon agglomeration,,,NONE,85,Fourniture et maintenance d'un logiciel pour la gestion de la redevance incitative à La Roche-Sur-Yon.,72268000,72,722,7226,72268,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-04-01,True,DIGITAL_ICT,2026-07-13
16-54370,2016-04-17,2016-04-17,PUBLICATION_DATE_FALLBACK,NAME:nantes metropole,NAME_FALLBACK,Nantes Métropole,nantes metropole,,,NONE,44,"Développement, hébergement et maintenance d'un GME et géolocalisé dans le cadre de la création d'une offre de médiation multimédia pour le Musée d'Art pour Nantes Métropole",48900000,48,489,4890,48900,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-04-17,True,DIGITAL_ICT,2026-07-13
16-56698,2016-04-20,2016-04-20,PUBLICATION_DATE_FALLBACK,NAME:ch le mans,NAME_FALLBACK,CH LE MANS,ch le mans,,,NONE,72,Pièces et accessoires pour appel-malades pour le compte du Centre Hospitalier du Mans,35121700,35,351,3512,35121,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-04-20,True,DIGITAL_ICT,2026-07-13
16-61061,2016-04-29,2016-04-29,PUBLICATION_DATE_FALLBACK,NAME:departement de la sarthe,NAME_FALLBACK,Département de la Sarthe,departement de la sarthe,,,NONE,72,"Acquisition, mise en oeuvre et maintenance d'une solution de gestion électronique des documents (GED) pour les demandes et dossiers individuels",72512000,72,725,7251,72512,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-04-29,True,DIGITAL_ICT,2026-07-13
16-51983,2016-04-11,2016-04-11,PUBLICATION_DATE_FALLBACK,NAME:angers nantes opera syndicat mixte,NAME_FALLBACK,ANGERS NANTES OPERA syndicat mixte,angers nantes opera syndicat mixte,,,NONE,44;75;78;77;91;92;93;94;95,"Acquisition, mise en oeuvre et maintenance du Système d'Information Ressources Humaines",,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-10-11,True,DIGITAL_ICT,2026-07-13
16-57562,2016-04-25,2016-04-25,PUBLICATION_DATE_FALLBACK,NAME:angers loire metropole,NAME_FALLBACK,Angers Loire Métropole,angers loire metropole,,,NONE,49,Maintenance et prestations associées à la suite logicielle Evidian Identity And Acces Management à Angers,72267100,72,722,7226,72267,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-04-25,True,DIGITAL_ICT,2026-07-13
16-57663,2016-04-25,2016-04-25,PUBLICATION_DATE_FALLBACK,NAME:ch le mans,NAME_FALLBACK,CH LE MANS,ch le mans,,,NONE,72,Travaux d'évolution liés aux nouvelles techniques et technologies (électricité et informatique) dans les salles d'opérations des blocs Fontenoy au Mans,45311000,45,453,4531,45311,False,12.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2017-04-25,True,DIGITAL_ICT,2026-07-13
16-50276,2016-04-06,2016-04-06,PUBLICATION_DATE_FALLBACK,NAME:mairie de coueron,NAME_FALLBACK,Mairie de Coueron,mairie de coueron,,,NONE,44,Câblage informatique et électrique de l'école élémentaire A. Briand,,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-10-06,True,DIGITAL_ICT,2026-07-13
16-56502,2016-04-22,2016-04-22,PUBLICATION_DATE_FALLBACK,NAME:caf de la somme,NAME_FALLBACK,CAF de la Somme,caf de la somme,,,NONE,80;33;31;72;93,Acquisition d'une solution de gestion du courrier industriel et d'automatisation de la production au profit de la CAF d'Amiens,72212311,72,722,7221,72212,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-04-22,True,DIGITAL_ICT,2026-07-13
16-58728,2016-04-22,2016-06-27,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,Université de Nantes,universite de nantes,,,NONE,44,"Assistance à l'élaboration d'une stratégie d'évolution du système d'information du patrimoine dédié à la gestion du patrimoine immobilier de l'Université, à Nantes (rectificatif)",72224000,72,722,7222,72224,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-06-27,True,DIGITAL_ICT,2026-07-13
16-59706,2016-04-27,2016-08-02,LINKED_ATTRIBUTION_DATE,NAME:ch le mans,NAME_FALLBACK,CH LE MANS,ch le mans,,,NONE,72,Prestation d'interprétation d'images de radiologie à distance (Téléradiologie),79540000,79,795,7954,79540,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-08-02,True,DIGITAL_ICT,2026-07-13
16-49315,2016-04-05,2016-04-05,PUBLICATION_DATE_FALLBACK,NAME:rectorat de l academie de nantes,NAME_FALLBACK,Rectorat de l'Académie de Nantes,rectorat de l academie de nantes,,,NONE,44;49,Prestations de support et de maintenance sur des équipements de téléphonie sur IP et de réseaux informatiques du rectorat de Nantes et de ses services déconcentrés.,,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-10-05,True,DIGITAL_ICT,2026-07-13
16-54252,2016-04-15,2016-04-15,PUBLICATION_DATE_FALLBACK,NAME:montrevault-sur-evre,NAME_FALLBACK,MONTREVAULT-SUR-ÈVRE,montrevault-sur-evre,,,NONE,49,"acquisition, mise en place et maintenance d'un logiciel de gestion de l'ensemble des activités petite-enfance, enfance et jeunesse et d'équipements liés",48000000,48,480,4800,48000,True,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-04-15,True,DIGITAL_ICT,2026-07-13
16-57705,2016-04-25,2016-04-25,PUBLICATION_DATE_FALLBACK,NAME:centre hospitalier de laval,NAME_FALLBACK,Centre hospitalier de Laval,centre hospitalier de laval,,,NONE,53,"fourniture, installation et mise en oeuvre d'un progiciel de système d'archivage et de partage des images 'pacs' au centre hospitalier à Laval",48000000,48,480,4800,48000,True,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-04-25,True,DIGITAL_ICT,2026-07-13
16-56370,2016-04-20,2016-04-20,PUBLICATION_DATE_FALLBACK,NAME:mission val de loire syndicat mixte i,NAME_FALLBACK,Mission Val de Loire (Syndicat Mixte I,mission val de loire syndicat mixte i,,,NONE,37;41;44;45;49,Maintenir en condition opérationnelle l'infrastructure informatique,,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-10-20,True,DIGITAL_ICT,2026-07-13
16-57014,2016-04-20,2016-04-20,PUBLICATION_DATE_FALLBACK,NAME:nantes metropole,NAME_FALLBACK,Nantes Métropole,nantes metropole,,,NONE,44,"mission d'étude, de préconisations et d'élaboration de scénarios d'évolution pour le réseau numérique urbain de nantes métropole et de la ville de nantes",,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-10-20,True,DIGITAL_ICT,2026-07-13
16-55219,2016-04-18,2016-06-19,LINKED_ATTRIBUTION_DATE,NAME:conseil departemental de la mayenne,NAME_FALLBACK,Conseil départemental de la Mayenne,conseil departemental de la mayenne,,,NONE,53,modernisation des moyens de communication,32523000,32,325,3252,32523,False,36.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2019-06-19,True,DIGITAL_ICT,2026-07-13
16-55859,2016-04-25,2016-04-25,PUBLICATION_DATE_FALLBACK,NAME:centre hospitalier de saint-nazaire,NAME_FALLBACK,Centre Hospitalier de Saint-Nazaire,centre hospitalier de saint-nazaire,,,NONE,44,assistance maitrise d'ouvrage pour la modernisation de l'infrastructure informatique du site d'heinlex à Saint Nazaire,,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-10-25,True,DIGITAL_ICT,2026-07-13
16-49246,2016-04-12,2016-04-12,PUBLICATION_DATE_FALLBACK,NAME:nantes metropole,NAME_FALLBACK,Nantes Métropole,nantes metropole,,,NONE,44,"mise en oeuvre d'une solution logicielle de gestion du processus achat incluant la dimension marchés publics, maintenance et prestations associées.",,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-10-12,True,DIGITAL_ICT,2026-07-13
16-55493,2016-04-19,2016-04-19,PUBLICATION_DATE_FALLBACK,NAME:ccas d angers,NAME_FALLBACK,CCAS d'Angers,ccas d angers,,,NONE,49,"remplacement des logiciels de facturation et de gestion administrative, pour personnes agees dependantes du CCAS d'Angers",48180000,48,481,4818,48180,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-04-19,True,DIGITAL_ICT,2026-07-13
16-63741,2016-05-05,2016-08-08,LINKED_ATTRIBUTION_DATE,NAME:conseil general de loire-atlantique,NAME_FALLBACK,Conseil général de Loire-Atlantique,conseil general de loire-atlantique,,,NONE,44,"services de télécommunications, téléphonie et réseau numérique pour l'ensemble d..",64210000,64,642,6421,64210,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2017-02-08,True,DIGITAL_ICT,2026-07-13
16-74267,2016-05-28,2016-05-28,PUBLICATION_DATE_FALLBACK,NAME:ville de nantes,NAME_FALLBACK,Ville de Nantes,ville de nantes,,,NONE,44,Mission de maîtrise d'oeuvre avec OPC réhabilitation des équipements informatiques et téléphoniques,72700000,72,727,7270,72700,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-05-28,True,DIGITAL_ICT,2026-07-13
16-70245,2016-05-17,2016-05-17,PUBLICATION_DATE_FALLBACK,NAME:semitan mandataire de la cun,NAME_FALLBACK,"SEMITAN, mandataire de la CUN",semitan mandataire de la cun,,,NONE,44,Logiciel Information embarquée bus,,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-11-17,True,DIGITAL_ICT,2026-07-13
16-73142,2016-05-20,2016-08-02,LINKED_ATTRIBUTION_DATE,NAME:ch le mans,NAME_FALLBACK,CH LE MANS,ch le mans,,,NONE,72,Prestation d'interprétation d'images de radiologie à distance (téléradiologie) pour le CH du Mans (rectificatif),79540000,79,795,7954,79540,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-08-02,True,DIGITAL_ICT,2026-07-13
16-66171,2016-05-23,2016-05-23,PUBLICATION_DATE_FALLBACK,NAME:commune de pornic,NAME_FALLBACK,Commune de Pornic,commune de pornic,,,NONE,44,acquisition et maintenance de solution(s) logicielle(s) de gestion des ressources humaines et de gestion des effectifs,48000000,48,480,4800,48000,True,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-05-23,True,DIGITAL_ICT,2026-07-13
16-77563,2016-05-30,2016-05-30,PUBLICATION_DATE_FALLBACK,NAME:lycee polyvalent leonard de vinci,NAME_FALLBACK,LYCEE POLYVALENT LEONARD DE VINCI,lycee polyvalent leonard de vinci,,,NONE,85,Renouvellement du matériel audiovisuel pour le lycée Léonard de Vinci à Montaigu,32321300,32,323,3232,32321,False,36.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2019-05-30,True,DIGITAL_ICT,2026-07-13
16-63210,2016-05-03,2016-05-03,PUBLICATION_DATE_FALLBACK,NAME:centre hospitalier de laval,NAME_FALLBACK,Centre hospitalier de Laval,centre hospitalier de laval,,,NONE,53,fourniture de films d'imagerie avec mise à disposition de reprographes et maintenance associée,32354100,32,323,3235,32354,False,36.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2019-05-03,True,DIGITAL_ICT,2026-07-13
16-65767,2016-05-06,2016-05-06,PUBLICATION_DATE_FALLBACK,NAME:lycee general et technologique livet,NAME_FALLBACK,LYCEE GENERAL ET TECHNOLOGIQUE LIVET,lycee general et technologique livet,,,NONE,44,Fourniture de postes informatiques,,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-11-06,True,DIGITAL_ICT,2026-07-13
16-67461,2016-05-10,2016-05-10,PUBLICATION_DATE_FALLBACK,NAME:ch le mans,NAME_FALLBACK,CH LE MANS,ch le mans,,,NONE,72,Capteurs d'oxymétrie (SPO2) à patient unique,35125100,35,351,3512,35125,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-05-10,True,DIGITAL_ICT,2026-07-13
16-67267,2016-05-12,2016-11-28,LINKED_ATTRIBUTION_DATE,NAME:ademe,NAME_FALLBACK,ADEME,ademe,,,NONE,49,Prestation d'accompagnement de la diffusion de l'outil et de la démarche ClimAgri,48000000,48,480,4800,48000,True,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-11-28,True,DIGITAL_ICT,2026-07-13
16-70307,2016-05-17,2016-05-17,PUBLICATION_DATE_FALLBACK,NAME:angers loire metropole,NAME_FALLBACK,Angers Loire Métropole,angers loire metropole,,,NONE,49,Maintenance et prestations associées à la suite logicielle Evidian Identity And Acces Management à Angers (rectificatif),,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-11-17,True,DIGITAL_ICT,2026-07-13
16-67701,2016-05-13,2016-09-25,LINKED_ATTRIBUTION_DATE,NAME:pole emploi pays de la loire,NAME_FALLBACK,Pôle emploi Pays de la Loire,pole emploi pays de la loire,,,NONE,44;49;53;72;85,"Marché de service de prestations d'électricité: câblage téléphonique, informatique, courant fort, courant faible",45311000,45,453,4531,45311,False,12.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2017-09-25,True,DIGITAL_ICT,2026-07-13
16-73215,2016-05-23,2016-05-23,PUBLICATION_DATE_FALLBACK,NAME:nantes metropole,NAME_FALLBACK,Nantes Métropole,nantes metropole,,,NONE,44,Assistance à maîtrise d'ouvrage pour la refonte du site internet nantesmetropole.fr,72130000,72,721,7213,72130,False,48.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2020-05-23,True,DIGITAL_ICT,2026-07-13
16-71885,2016-05-23,2016-05-23,PUBLICATION_DATE_FALLBACK,NAME:nantes metropole,NAME_FALLBACK,Nantes Métropole,nantes metropole,,,NONE,44,acquisition d'outils de sécurisation des serveurs et postes informatiques et prestations associées,,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-11-23,True,DIGITAL_ICT,2026-07-13
16-77846,2016-05-30,2016-07-15,LINKED_ATTRIBUTION_DATE,NAME:lycee chevrollier,NAME_FALLBACK,Lycée Chevrollier,lycee chevrollier,,,NONE,49,Fourniture de postes informatiques pour le Lycée Chevrollier à Angers,30214000,30,302,3021,30214,False,24.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2018-07-15,True,DIGITAL_ICT,2026-07-13
16-76661,2016-05-26,2016-05-26,PUBLICATION_DATE_FALLBACK,NAME:concarneau cornouaille agglomeration,NAME_FALLBACK,Concarneau Cornouaille Agglomération,concarneau cornouaille agglomeration,,,NONE,29;22;35;56;44,mission AMO pour le choix et la mise en place du système d'information pour la gestion des abonnés eau potable et assainissement dans le cadre du transfert de compétences au 1er janvier 2018,,,,,,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-11-26,True,DIGITAL_ICT,2026-07-13
16-67782,2016-05-11,2016-06-10,LINKED_ATTRIBUTION_DATE,NAME:insee,NAME_FALLBACK,INSEE,insee,,,NONE,44;75,prestation de gestion du courrier et de gestion du quai de livraisons pour la direction régionale de l'Insee des Pays de la Loire et le Centre National Informatique à Nantes,64122000,64,641,6412,64122,False,6.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2016-12-10,True,DIGITAL_ICT,2026-07-13
16-68218,2016-05-14,2016-07-21,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,Université de Nantes,universite de nantes,,,NONE,44,mise en place d'une plateforme numérique pour le réseau Polytech de l'Université de Nantes,30211300,30,302,3021,30211,False,24.0,True,IMPUTED_MEDIAN_BY_CPV_DIVISION,2018-07-21,True,DIGITAL_ICT,2026-07-13
