notice_id,buyer_key,buyer_key_type,publication_date,start_date,estimated_end_date,study_end_date,cpv_division,cpv_category,category_label,is_digital_scope,declared_duration_months,dur_was_imputed,event,time_to_event_or_censor_months,linked_candidate_notice_id,composite_score,confidence_tier,variant
24-81981,SIRET:23440003400026,RAW_SIRET,2024-07-13,2025-04-30,2025-08-30,2026-07-13,79.0,79540.0,DIGITAL_ICT,True,4.0,False,1,12.680683311432325,25-88454,0.3745029151349336,POTENTIAL,baseline_broad
24-77664,NAME:ville de carquefou,NAME_FALLBACK,2024-07-03,2024-07-03,2028-07-03,2026-07-13,35.0,35113.0,DIGITAL_ICT,True,48.0,False,0,24.31011826544021,,,,baseline_broad
24-78276,NAME:mairie de cordemais,NAME_FALLBACK,2024-07-04,2024-07-04,2025-01-04,2026-07-13,72.0,72500.0,DIGITAL_ICT,True,6.0,True,0,24.277266754270695,,,,baseline_broad
24-80969,SIRET:13002622200013,RAW_SIRET,2024-07-11,2024-11-28,2025-03-28,2026-07-13,32.0,32321.0,DIGITAL_ICT,True,4.0,False,0,24.0473061760841,,,,baseline_broad
24-82336,SIRET:45151864100035,RAW_SIRET,2024-07-14,2024-07-14,2024-10-14,2026-07-13,72.0,72411.0,DIGITAL_ICT,True,3.0,False,0,23.94875164257556,,,,baseline_broad
24-86017,NAME:institut public ocens,NAME_FALLBACK,2024-07-19,2024-07-19,2025-01-19,2026-07-13,72.0,72000.0,DIGITAL_ICT,True,6.0,True,0,23.78449408672799,,,,baseline_broad
24-86406,SIRET:39172288100052,RAW_SIRET,2024-07-23,2025-02-07,2025-08-07,2026-07-13,48.0,48000.0,DIGITAL_ICT,True,6.0,False,1,8.902759526938238,25-44681,0.7345680696599227,POTENTIAL,baseline_broad
24-83533,SIRET:21850128600015,RAW_SIRET,2024-07-17,2024-07-17,2024-11-17,2026-07-13,72.0,72500.0,DIGITAL_ICT,True,4.0,False,1,8.5742444152431,25-37560,0.5111038107752957,HIGH,baseline_broad
24-81519,SIRET:24440040400129,RAW_SIRET,2024-07-12,2024-07-12,2024-12-12,2026-07-13,72.0,72250.0,DIGITAL_ICT,True,5.0,False,1,5.091984231274639,24-139939,0.6530404826071591,HIGH,baseline_broad
24-83982,NAME:grand port maritime de nantes saint nazaire 18 quai ernest renaud nantes 44186,NAME_FALLBACK,2024-07-16,2024-07-16,2025-01-16,2026-07-13,72.0,72242.0,DIGITAL_ICT,True,6.0,True,0,23.88304862023653,,,,baseline_broad
24-80068,SIRET:22530001100015,RAW_SIRET,2024-07-10,2024-11-19,2025-03-19,2026-07-13,72.0,72421.0,DIGITAL_ICT,True,4.0,False,0,24.080157687253614,,,,baseline_broad
