notice_id,buyer_key,buyer_key_type,publication_date,start_date,estimated_end_date,study_end_date,cpv_division,cpv_category,category_label,is_digital_scope,declared_duration_months,dur_was_imputed,event,time_to_event_or_censor_months,linked_candidate_notice_id,composite_score,confidence_tier,variant
20-107502,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2020-09-04,2020-09-04,2024-09-04,2026-07-13,72,72253,DIGITAL_ICT,True,48.0,True,0,70.2365308804205,,,,strict
20-109382,SIRET:21440184600016,RAW_SIRET,2020-09-06,2020-12-10,2022-12-10,2026-07-13,30,30230,DIGITAL_ICT,True,24.0,True,0,70.17082785808147,,,,strict
20-115005,NAME:pole emploi pays de la loire,NAME_FALLBACK,2020-09-21,2020-09-21,2021-03-21,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,69.67805519053877,,,,strict
20-117677,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2020-09-27,2021-02-07,2023-02-07,2026-07-13,30,30230,DIGITAL_ICT,True,24.0,True,0,69.48094612352168,,,,strict
20-114032,NAME:ville de carquefou,NAME_FALLBACK,2020-09-17,2020-09-17,2024-09-17,2026-07-13,35,35113,DIGITAL_ICT,True,48.0,True,1,45.499342969776606,24-77664,0.7458168593440138,HIGH,strict
20-115241,NAME:ch le mans,NAME_FALLBACK,2020-09-23,2021-02-18,2025-02-18,2026-07-13,48,48611,DIGITAL_ICT,True,48.0,True,0,69.61235216819973,,,,strict
20-115663,NAME:nantes metropole,NAME_FALLBACK,2020-09-22,2020-09-22,2024-09-22,2026-07-13,72,72600,DIGITAL_ICT,True,48.0,True,0,69.64520367936925,,,,strict
20-119246,NAME:la roche-sur-yon agglomeration,NAME_FALLBACK,2020-09-30,2020-11-02,2021-05-02,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,69.38239159001314,,,,strict
20-110309,SIRET:23440003400026,RAW_SIRET,2020-09-10,2021-01-24,2025-01-24,2026-07-13,72,72220,DIGITAL_ICT,True,48.0,True,0,70.03942181340342,,,,strict
20-107439,NAME:centre hospitalier de laval 53,NAME_FALLBACK,2020-09-01,2020-09-01,2021-03-01,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,70.33508541392904,,,,strict
20-129474,NAME:spr pays de la loire,NAME_FALLBACK,2020-10-21,2020-10-21,2021-04-21,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,68.69250985545335,,,,strict
20-130533,NAME:communaute urbaine d alencon,NAME_FALLBACK,2020-10-23,2020-10-23,2021-10-23,2026-07-13,45,45311,DIGITAL_ICT,True,12.0,True,0,68.62680683311433,,,,strict
20-122193,NAME:la roche-sur-yon agglomeration,NAME_FALLBACK,2020-10-16,2020-10-16,2021-04-16,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,6.40604467805519,21-55981,0.4541124188792079,MEDIUM,strict
20-121660,NAME:departement de la mayenne,NAME_FALLBACK,2020-10-06,2020-10-06,2024-10-06,2026-07-13,72,72267,DIGITAL_ICT,True,48.0,True,0,69.18528252299606,,,,strict
20-130599,NAME:ville d alencon,NAME_FALLBACK,2020-10-23,2020-10-23,2021-10-23,2026-07-13,45,45311,DIGITAL_ICT,True,12.0,True,0,68.62680683311433,,,,strict
20-119807,NAME:ca saumur val de loire,NAME_FALLBACK,2020-10-01,2020-10-01,2023-10-01,2026-07-13,32,32321,DIGITAL_ICT,True,36.0,True,0,69.34954007884363,,,,strict
20-120545,NAME:dir interdepartementale des rte ouest,NAME_FALLBACK,2020-10-04,2020-12-25,2023-12-25,2026-07-13,32,32560,DIGITAL_ICT,True,36.0,True,0,69.25098554533508,,,,strict
20-125567,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2020-10-15,2021-03-21,2025-03-21,2026-07-13,48,48800,DIGITAL_ICT,True,48.0,True,0,68.88961892247043,,,,strict
20-124045,SIRET:23440003400026,RAW_SIRET,2020-10-11,2021-02-10,2025-02-10,2026-07-13,72,72250,DIGITAL_ICT,True,48.0,True,0,69.02102496714849,,,,strict
20-130827,SIRET:37977417700016,RAW_SIRET,2020-10-25,2021-02-10,2025-02-10,2026-07-13,72,72514,DIGITAL_ICT,True,48.0,True,0,68.5611038107753,,,,strict
20-118996,NAME:chu de nantes,NAME_FALLBACK,2020-10-01,2021-02-24,2025-02-24,2026-07-13,72,72611,DIGITAL_ICT,True,48.0,True,0,69.34954007884363,,,,strict
20-122021,NAME:rectorat de l academie de nantes,NAME_FALLBACK,2020-10-06,2020-10-06,2023-10-06,2026-07-13,50,50312,DIGITAL_ICT,True,36.0,True,0,69.18528252299606,,,,strict
20-123845,NAME:commune du croisic,NAME_FALLBACK,2020-10-09,2020-10-09,2024-10-09,2026-07-13,48,48800,DIGITAL_ICT,True,48.0,True,0,69.08672798948751,,,,strict
20-131816,NAME:etablissement public foncier bretagne,NAME_FALLBACK,2020-10-29,2020-10-29,2023-10-29,2026-07-13,50,50322,DIGITAL_ICT,True,36.0,True,0,68.42969776609723,,,,strict
20-122198,NAME:angers nantes opera syndicat mixte,NAME_FALLBACK,2020-10-06,2020-10-06,2024-10-06,2026-07-13,48,48481,DIGITAL_ICT,True,48.0,True,0,69.18528252299606,,,,strict
20-126566,NAME:chambre reg agri pays de la loire,NAME_FALLBACK,2020-10-15,2020-10-15,2024-10-15,2026-07-13,72,72212,DIGITAL_ICT,True,48.0,True,0,68.88961892247043,,,,strict
20-120789,NAME:semitan,NAME_FALLBACK,2020-10-02,2020-10-02,2024-10-02,2026-07-13,72,72212,DIGITAL_ICT,True,48.0,True,0,69.3166885676741,,,,strict
20-131075,NAME:commune de chemille en anjou,NAME_FALLBACK,2020-10-23,2020-10-23,2021-04-23,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,68.62680683311433,,,,strict
20-124795,NAME:sde35,NAME_FALLBACK,2020-10-12,2020-10-12,2024-10-12,2026-07-13,48,48800,DIGITAL_ICT,True,48.0,True,0,68.98817345597898,,,,strict
20-128054,NAME:communaute d agglomeration du niortais,NAME_FALLBACK,2020-10-19,2020-10-19,2024-10-19,2026-07-13,72,72000,DIGITAL_ICT,True,48.0,True,0,68.75821287779237,,,,strict
20-135282,NAME:ca pornic agglo pays de retz,NAME_FALLBACK,2020-11-06,2020-11-06,2024-11-06,2026-07-13,48,48000,DIGITAL_ICT,True,48.0,True,0,68.16688567674113,,,,strict
20-132336,NAME:nantes metropole,NAME_FALLBACK,2020-11-08,2020-11-08,2024-11-08,2026-07-13,48,48000,DIGITAL_ICT,True,48.0,True,1,47.99605781865966,24-127528,0.650681596694118,HIGH,strict
