source_notice_id,candidate_notice_id,buyer_key_type,buyer_key,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,confidence_tier,variant,threshold_used
15-101283,16-102267,NAME_FALLBACK,NAME:caf de la sarthe,2015-07-01,2016-07-09,12.28646517739816,2016-04-23,2.5295663600525624,0.8594685355526355,0.337109542221377,1.0,0.6,0.6928554736656409,False,False,1,0.6928554736656409,1,HIGH,window_18m,0.384388375098204
15-102348,16-48016,NAME_FALLBACK,NAME:universite de nantes,2015-07-03,2016-03-31,8.935611038107753,2016-03-06,0.8212877792378449,0.9543729011534531,0.27267211565633775,1.0,0.6,0.6940284657680815,False,False,1,0.20464238317860423,19,HIGH,window_18m,0.384388375098204
15-102510,16-183156,RAW_SIRET,SIRET:22720002900014,2015-07-03,2016-12-23,17.706964520367936,2016-09-30,2.759526938239159,0.8466929478756022,0.0301700482473243,0.8,1.0,0.562232753855464,False,False,1,0.20845031444413908,5,HIGH,window_18m,0.384388375098204
15-104125,16-19242,NAME_FALLBACK,NAME:ville de nantes,2015-07-08,2016-02-09,7.09592641261498,2016-01-08,1.0512483574244416,0.94159731347642,0.18005167586033788,0.1,0.6,0.38841741492022325,True,False,1,0.03955350285058479,9,POTENTIAL,window_18m,0.384388375098204
15-104589,15-170834,NAME_FALLBACK,NAME:spr pays de la loire,2015-07-08,2015-11-12,4.1721419185282524,2016-07-08,7.851511169513797,0.5638049350270113,0.9999999999999997,1.0,0.6,0.8509512337567529,False,False,1,0.46246740420107807,2,HIGH,window_18m,0.384388375098204
15-111481,16-7640,NAME_FALLBACK,NAME:chu de nantes,2015-07-20,2016-01-18,5.978975032851511,2016-01-20,0.0657030223390276,0.9963498320922762,0.5475438361239636,1.0,0.6,0.8007278006664562,False,False,1,0.34650413704471167,18,HIGH,window_18m,0.384388375098204
15-114783,15-154566,NAME_FALLBACK,NAME:cnieg,2015-07-23,2015-10-12,2.6609724047306176,2016-04-15,6.110381077529566,0.6605343845816908,0.1309948112544489,0.4,0.6,0.39098178008447976,False,False,1,0.02040262246542418,5,POTENTIAL,window_18m,0.384388375098204
15-115709,16-73319,NAME_FALLBACK,NAME:commune de saint-nazaire,2015-07-27,2016-05-24,9.921156373193167,2016-05-27,0.09855453350854139,0.9945247481384144,0.12899437745435238,0.2,0.6,0.4137792191436269,False,False,1,0.023773407638203514,15,POTENTIAL,window_18m,0.384388375098204
15-115988,16-45870,NAME_FALLBACK,NAME:angers loire metropole,2015-07-27,2016-03-30,8.114323258869907,2015-11-27,4.073587385019711,0.7736895897211271,0.45093535985077726,0.0,0.6,0.4112497733780538,False,False,1,0.04561149395020864,16,POTENTIAL,window_18m,0.384388375098204
15-115991,15-178562,NAME_FALLBACK,NAME:ville d angers,2015-07-27,2015-11-26,4.0078843626806835,2016-08-31,9.165571616294349,0.4908015768725362,0.46781799533357316,1.0,0.6,0.6464366925848846,False,False,1,0.35091525596164314,5,HIGH,window_18m,0.384388375098204
15-118979,15-189271,NAME_FALLBACK,NAME:departement de la sarthe,2015-07-30,2015-12-18,4.6320630749014455,2016-01-30,1.4126149802890933,0.9215213899839393,0.6976139570268969,0.2,0.6,0.5945452324553986,False,False,1,0.13501196360037737,14,HIGH,window_18m,0.384388375098204
