source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key,buyer_key_type,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,cpv_missing,cpv_generic_flag,candidate_rank,n_candidates_for_source,top1_top2_margin
15-100455,16-128161,2015-07-01,2016-09-09,NAME:nantes metropole,NAME_FALLBACK,14.323258869908015,2016-05-17,3.7779237844940865,0.37034603591765225,0.03293358376016067,0.0,0.6,0.1641132632954693,False,False,17,23,0.013662467329233763
15-100455,16-135042,2015-07-01,2016-09-19,NAME:nantes metropole,NAME_FALLBACK,14.651773981603153,2016-05-17,4.106438896189225,0.31559351730179586,0.045501902455626964,0.0,0.6,0.15482404518491838,False,False,18,23,0.013662467329233763
15-100455,15-192356,2015-07-01,2015-12-24,NAME:nantes metropole,NAME_FALLBACK,5.781865965834428,2016-05-17,4.763469119579501,0.20608848007008318,0.10839902203383436,0.0,0.6,0.1494617777293628,False,False,19,23,0.013662467329233763
15-100455,16-155479,2015-07-01,2016-10-27,NAME:nantes metropole,NAME_FALLBACK,15.900131406044677,2016-05-17,5.354796320630749,0.1075339465615418,0.052762066345448756,0.0,0.6,0.10535020986129251,False,False,20,23,0.013662467329233763
15-100455,16-153330,2015-07-01,2016-10-26,NAME:nantes metropole,NAME_FALLBACK,15.867279894875164,2016-05-17,5.321944809461235,0.11300919842312751,0.0032665480922020743,0.0,0.6,0.0893955914380526,False,False,21,23,0.013662467329233763
15-100455,15-178791,2015-07-01,2015-11-30,NAME:nantes metropole,NAME_FALLBACK,4.993429697766097,2016-05-17,5.551905387647832,0.07468243539202801,0.022781495917382266,0.0,0.6,0.0866441324190908,False,False,22,23,0.013662467329233763
15-100455,15-175210,2015-07-01,2015-11-19,NAME:nantes metropole,NAME_FALLBACK,4.6320630749014455,2016-05-17,5.913272010512483,0.014454664914586135,0.028038808645795606,0.0,0.6,0.07342724925467499,False,False,23,23,0.013662467329233763
15-101283,16-102267,2015-07-01,2016-07-09,NAME:caf de la sarthe,NAME_FALLBACK,12.28646517739816,2016-04-23,2.5295663600525624,0.5784056066579062,0.337109542221377,1.0,0.6,0.6225897414419586,False,False,1,1,0.6225897414419586
15-101366,16-16627,2015-07-02,2016-02-04,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,7.128777923784494,2016-02-18,0.45992115637319314,0.9233464739378011,0.059260538793839544,0.0,0.6,0.3115778070622941,False,False,1,4,0.01858483493855606
15-101366,16-38113,2015-07-02,2016-03-16,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,8.47568988173456,2016-02-18,0.8869908015768725,0.8521681997371879,0.05700263482697447,0.0,0.6,0.29299297212373804,False,False,2,4,0.01858483493855606
15-101366,15-178728,2015-07-02,2015-11-26,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,4.829172141918528,2016-02-18,2.759526938239159,0.5400788436268069,0.0341212338722752,0.0,0.6,0.20696214276199804,False,False,3,4,0.01858483493855606
15-101366,15-144617,2015-07-02,2015-09-23,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,2.726675427069645,2016-02-18,4.862023653088042,0.18966272448532628,0.08399767074586373,0.0,0.6,0.13681486588238387,False,False,4,4,0.01858483493855606
15-102348,16-48016,2015-07-03,2016-03-31,NAME:universite de nantes,NAME_FALLBACK,8.935611038107753,2016-03-06,0.8212877792378449,0.8631187034603591,0.27267211565633775,1.0,0.6,0.671214916344808,False,False,1,12,0.19642950538622578
