source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key,buyer_key_type,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,cpv_missing,cpv_generic_flag,candidate_rank,n_candidates_for_source,top1_top2_margin
16-61484,16-136139,2016-05-01,2016-09-19,NAME:conseil regional des pays de la loire,NAME_FALLBACK,4.6320630749014455,2017-03-21,6.011826544021025,0.0,0.2932189424164633,0.2,0.6,0.22262662984576215,False,False,9,16,0.03755363331968142
16-61484,17-103193,2016-05-01,2017-07-20,NAME:conseil regional des pays de la loire,NAME_FALLBACK,14.61892247043364,2017-03-21,3.9750328515111693,0.33749452474813846,0.17536177604045114,0.0,0.6,0.20575025280119252,False,True,10,16,0.03755363331968142
16-61484,16-175178,2016-05-01,2016-12-06,NAME:conseil regional des pays de la loire,NAME_FALLBACK,7.194480946123521,2017-03-21,3.4494086727989486,0.42509855453350853,0.02593242955858453,0.1,0.6,0.2053509889788817,True,False,11,16,0.03755363331968142
16-61484,17-85841,2016-05-01,2017-06-19,NAME:conseil regional des pays de la loire,NAME_FALLBACK,13.600525624178712,2017-03-21,2.9566360052562417,0.5072273324572931,0.017411375989006418,0.0,0.6,0.19290081471047552,False,False,12,16,0.03755363331968142
16-61484,17-114118,2016-05-01,2017-08-10,NAME:conseil regional des pays de la loire,NAME_FALLBACK,15.308804204993429,2017-03-21,4.664914586070959,0.22251423565484008,0.1760515255737759,0.0,0.6,0.1772465928645316,False,True,13,16,0.03755363331968142
16-61484,17-120212,2016-05-01,2017-08-25,NAME:conseil regional des pays de la loire,NAME_FALLBACK,15.801576872536137,2017-03-21,5.157687253613666,0.1403854577310556,0.04693375168404816,0.2,0.6,0.17152317752218074,False,True,14,16,0.03755363331968142
16-61484,17-102923,2016-05-01,2017-07-20,NAME:conseil regional des pays de la loire,NAME_FALLBACK,14.61892247043364,2017-03-21,3.9750328515111693,0.33749452474813846,0.025050876540411875,0.0,0.6,0.15314143797617877,False,True,15,16,0.03755363331968142
16-61484,17-118765,2016-05-01,2017-08-22,NAME:conseil regional des pays de la loire,NAME_FALLBACK,15.703022339027594,2017-03-21,5.059132720105125,0.1568112133158125,0.018810843310218487,0.0,0.6,0.10578659848752958,False,False,16,16,0.03755363331968142
16-62950,16-168154,2016-05-02,2016-11-21,NAME:angers loire metropole,NAME_FALLBACK,6.668856767411301,2016-11-02,0.6241787122207622,0.8959702146298729,0.08132233688213239,0.0,0.6,0.31245537156621456,False,False,1,9,0.05907243460228401
16-62950,16-178183,2016-05-02,2016-12-15,NAME:angers loire metropole,NAME_FALLBACK,7.457293035479632,2016-11-02,1.4126149802890933,0.7645641699518178,0.006405412788503281,0.0,0.6,0.25338293696393055,False,False,2,9,0.05907243460228401
16-62950,17-20859,2016-05-02,2017-02-12,NAME:angers loire metropole,NAME_FALLBACK,9.395532194480946,2016-11-02,3.350854139290407,0.44152431011826543,0.008979314273808102,0.0,0.6,0.17352383752539918,False,False,3,9,0.05907243460228401
16-62950,16-100426,2016-05-02,2016-07-07,NAME:angers loire metropole,NAME_FALLBACK,2.1681997371879107,2016-11-02,3.876478318002628,0.35392028033289535,0.00722549200209088,0.0,0.6,0.15100899228395565,False,False,4,9,0.05907243460228401
16-62950,17-23552,2016-05-02,2017-03-03,NAME:angers loire metropole,NAME_FALLBACK,10.019710906701707,2016-11-02,3.9750328515111693,0.33749452474813846,0.013700866956341092,0.0,0.6,0.149168934621754,False,False,5,9,0.05907243460228401
16-62950,17-30623,2016-05-02,2017-03-05,NAME:angers loire metropole,NAME_FALLBACK,10.085413929040735,2016-11-02,4.040735873850197,0.32654402102496716,0.008979314273808102,0.0,0.6,0.14477876525207461,False,False,6,9,0.05907243460228401
16-62950,16-81907,2016-05-02,2016-06-08,NAME:angers loire metropole,NAME_FALLBACK,1.2155059132720105,2016-11-02,4.829172141918528,0.195137976346912,0.026894267978399305,0.0,0.6,0.11819748787916776,False,False,7,9,0.05907243460228401
16-62950,16-70307,2016-05-02,2016-05-17,NAME:angers loire metropole,NAME_FALLBACK,0.49277266754270693,2016-11-02,5.551905387647832,0.07468243539202801,0.0048892056069765166,0.1,0.6,0.11038183081044878,True,False,8,9,0.05907243460228401
16-62950,16-70219,2016-05-02,2016-05-17,NAME:angers loire metropole,NAME_FALLBACK,0.49277266754270693,2016-11-02,5.551905387647832,0.07468243539202801,0.014212032937520725,0.0,0.6,0.08364482037613925,False,False,9,9,0.05907243460228401
16-62960,17-74632,2016-05-02,2017-05-31,NAME:universite de nantes,NAME_FALLBACK,12.943495400788436,2017-01-27,4.073587385019711,0.32106876916338145,0.051497674752881764,1.0,0.6,0.4582913784543539,False,True,1,7,0.10084842682603956
16-62960,17-15387,2016-05-02,2017-02-01,NAME:universite de nantes,NAME_FALLBACK,9.034165571616294,2017-01-27,0.164257555847569,0.9726237406920718,0.15510576130084683,0.0,0.6,0.35744295162831435,False,True,2,7,0.10084842682603956
16-62960,16-180522,2016-05-02,2016-12-18,NAME:universite de nantes,NAME_FALLBACK,7.555847568988173,2017-01-27,1.314060446780552,0.7809899255365746,0.18475559605564715,0.0,0.6,0.31991194000362017,False,True,3,7,0.10084842682603956
16-62960,17-60124,2016-05-02,2017-04-28,NAME:universite de nantes,NAME_FALLBACK,11.85939553219448,2017-01-27,2.9894875164257555,0.5017520805957074,0.1664968863509556,0.0,0.6,0.2437119303717613,False,True,4,7,0.10084842682603956
16-62960,16-132618,2016-05-02,2016-09-09,NAME:universite de nantes,NAME_FALLBACK,4.270696452036794,2017-01-27,4.599211563731932,0.23346473937801138,0.1520618214622595,0.1,0.6,0.20158782235629366,True,True,5,7,0.10084842682603956
16-62960,17-105380,2016-05-02,2017-07-21,NAME:universite de nantes,NAME_FALLBACK,14.61892247043364,2017-01-27,5.7490144546649145,0.04183092422251422,0.0663746566795512,0.1,0.6,0.12368886089347148,True,True,6,7,0.10084842682603956
16-62960,17-91590,2016-05-02,2017-06-28,NAME:universite de nantes,NAME_FALLBACK,13.863337713534822,2017-01-27,4.993429697766097,0.1677617170389838,0.003654585812533586,0.0,0.6,0.10321953429413269,False,True,7,7,0.10084842682603956
16-63342,17-143219,2016-05-07,2017-10-11,NAME:nantes metropole,NAME_FALLBACK,17.1484888304862,2017-10-21,0.328515111695138,0.9452474813841437,0.0351157923686298,0.1,0.6,0.33860239767505634,True,False,1,30,0.031029978979810025
16-63342,17-143241,2016-05-07,2017-10-15,NAME:nantes metropole,NAME_FALLBACK,17.279894875164256,2017-10-21,0.19710906701708278,0.9671484888304862,0.016529418536070883,0.0,0.6,0.3075724186952463,False,True,2,30,0.031029978979810025
16-63342,17-168569,2016-05-07,2017-11-29,NAME:nantes metropole,NAME_FALLBACK,18.758212877792378,2017-10-21,1.281208935611038,0.7864651773981604,0.09979713263937737,0.0,0.6,0.29154529077332214,False,False,3,30,0.031029978979810025
16-63342,17-158224,2016-05-07,2017-11-12,NAME:nantes metropole,NAME_FALLBACK,18.199737187910642,2017-10-21,0.7227332457293035,0.879544459045116,0.011107427103938066,0.0,0.6,0.2837737142476573,False,True,4,30,0.031029978979810025
16-63342,17-167707,2016-05-07,2017-11-28,NAME:nantes metropole,NAME_FALLBACK,18.725361366622863,2017-10-21,1.2483574244415243,0.791940429259746,0.0319427310157952,0.0,0.6,0.2691650631704648,False,True,5,30,0.031029978979810025
16-63342,17-129614,2016-05-07,2017-12-21,NAME:nantes metropole,NAME_FALLBACK,19.48094612352168,2017-10-21,2.0039421813403417,0.6660096364432764,0.11584350793229142,0.0,0.6,0.2670476368871211,False,False,6,30,0.031029978979810025
16-63342,17-179112,2016-05-07,2017-12-22,NAME:nantes metropole,NAME_FALLBACK,19.513797634691194,2017-10-21,2.0367936925098555,0.6605343845816907,0.06373237599783858,0.0,0.6,0.24743992774466617,False,True,7,30,0.031029978979810025
16-63342,17-173663,2016-05-07,2017-12-16,NAME:nantes metropole,NAME_FALLBACK,19.316688567674113,2017-10-21,1.8396846254927726,0.6933858957512046,0.0133823141201967,0.0,0.6,0.23803028387987,False,True,8,30,0.031029978979810025
16-63342,17-111330,2016-05-07,2017-08-11,NAME:nantes metropole,NAME_FALLBACK,15.14454664914586,2017-10-21,2.3324572930354797,0.61125711782742,0.037957370640182335,0.0,0.6,0.2260993591809188,False,False,9,30,0.031029978979810025
16-63342,18-18447,2016-05-07,2018-02-09,NAME:nantes metropole,NAME_FALLBACK,21.12352168199737,2017-10-21,3.6465177398160313,0.39224704336399474,0.0918333315578495,0.1,0.6,0.220203426886246,True,False,10,30,0.031029978979810025
16-63342,18-21811,2016-05-07,2018-02-15,NAME:nantes metropole,NAME_FALLBACK,21.320630749014455,2017-10-21,3.843626806833114,0.35939553219448095,0.08982896573532342,0.1,0.6,0.21128902105598343,True,False,11,30,0.031029978979810025
16-63342,17-106009,2016-05-07,2017-07-26,NAME:nantes metropole,NAME_FALLBACK,14.61892247043364,2017-10-21,2.8580814717477003,0.52365308804205,0.02904190511174023,0.0,0.6,0.20107793879962158,False,False,12,30,0.031029978979810025
16-63342,17-106054,2016-05-07,2017-07-26,NAME:nantes metropole,NAME_FALLBACK,14.61892247043364,2017-10-21,2.8580814717477003,0.52365308804205,0.018013279669957024,0.0,0.6,0.19721791989499746,False,False,13,30,0.031029978979810025
16-63342,18-20656,2016-05-07,2018-02-13,NAME:nantes metropole,NAME_FALLBACK,21.254927726675426,2017-10-21,3.7779237844940865,0.37034603591765225,0.028613799208109598,0.1,0.6,0.19260133870225143,True,False,14,30,0.031029978979810025
16-63342,18-11225,2016-05-07,2018-01-27,NAME:nantes metropole,NAME_FALLBACK,20.69645203679369,2017-10-21,3.219448094612352,0.46342531756460803,0.030050392831561377,0.0,0.6,0.18637396688219848,False,True,15,30,0.031029978979810025
16-63342,17-91935,2016-05-07,2017-07-01,NAME:nantes metropole,NAME_FALLBACK,13.797634691195794,2017-10-21,3.679369250985545,0.38677179150240915,0.07515853563277321,0.0,0.6,0.1829984353470729,False,False,16,30,0.031029978979810025
16-63342,17-77744,2016-05-07,2017-06-02,NAME:nantes metropole,NAME_FALLBACK,12.844940867279893,2017-10-21,4.6320630749014455,0.22798948751642578,0.023244282125974278,0.1,0.6,0.15513287062319744,True,False,17,30,0.031029978979810025
16-63342,17-68985,2016-05-07,2017-06-07,NAME:nantes metropole,NAME_FALLBACK,13.009198423127463,2017-10-21,4.467805519053877,0.25536574682435387,0.0737508793450206,0.0,0.6,0.14965424447684567,False,False,18,30,0.031029978979810025
16-63342,17-65753,2016-05-07,2017-05-11,NAME:nantes metropole,NAME_FALLBACK,12.12220762155059,2017-10-21,5.354796320630749,0.1075339465615418,0.08620120512732689,0.1,0.6,0.14705390843494986,True,False,19,30,0.031029978979810025
16-63342,18-35370,2016-05-07,2018-03-14,NAME:nantes metropole,NAME_FALLBACK,22.207621550591327,2017-10-21,4.730617608409987,0.21156373193166889,0.007264152077156754,0.1,0.6,0.14543338620992208,True,False,20,30,0.031029978979810025
16-63342,18-28651,2016-05-07,2018-03-03,NAME:nantes metropole,NAME_FALLBACK,21.846254927726676,2017-10-21,4.369250985545335,0.27179150240911076,0.04841333611459287,0.0,0.6,0.1448925432423852,False,True,21,30,0.031029978979810025
16-63342,17-76616,2016-05-07,2017-06-03,NAME:nantes metropole,NAME_FALLBACK,12.877792378449408,2017-10-21,4.599211563731932,0.23346473937801138,0.02904190511174023,0.0,0.6,0.12853085163361194,False,False,22,30,0.031029978979810025
16-63342,17-53540,2016-05-07,2017-05-05,NAME:nantes metropole,NAME_FALLBACK,11.925098554533507,2017-10-21,5.551905387647832,0.07468243539202801,0.023244282125974278,0.1,0.6,0.116806107592098,True,False,23,30,0.031029978979810025
16-63342,17-73536,2016-05-07,2017-05-26,NAME:nantes metropole,NAME_FALLBACK,12.614980289093298,2017-10-21,4.862023653088042,0.18966272448532628,0.02648089486292714,0.0,0.6,0.11668399432335606,False,True,24,30,0.031029978979810025
16-63342,18-46720,2016-05-07,2018-04-07,NAME:nantes metropole,NAME_FALLBACK,22.996057818659658,2017-10-21,5.519053876478318,0.08015768725361372,0.0796649209255474,0.0,0.6,0.10792214413734502,False,False,25,30,0.031029978979810025
16-63342,18-37028,2016-05-07,2018-03-21,NAME:nantes metropole,NAME_FALLBACK,22.437582128777922,2017-10-21,4.9605781865965834,0.1732369689005694,0.0,0.0,0.6,0.10330924222514234,False,False,26,30,0.031029978979810025
16-63342,17-55087,2016-05-07,2017-04-21,NAME:nantes metropole,NAME_FALLBACK,11.465177398160314,2017-10-21,6.011826544021025,0.0,0.024210686695030816,0.1,0.6,0.09847374034326078,True,False,27,30,0.031029978979810025
16-63342,17-58214,2016-05-07,2017-04-30,NAME:nantes metropole,NAME_FALLBACK,11.76084099868594,2017-10-21,5.716162943495401,0.04730617608409993,0.021647037339025274,0.0,0.6,0.07940300708968383,False,False,28,30,0.031029978979810025
16-63342,18-53378,2016-05-07,2018-04-20,NAME:nantes metropole,NAME_FALLBACK,23.423127463863338,2017-10-21,5.946123521681997,0.008979413053000429,0.021649025025959924,0.0,0.6,0.06982201202233608,False,False,29,30,0.031029978979810025
16-63342,18-53804,2016-05-07,2018-04-22,NAME:nantes metropole,NAME_FALLBACK,23.488830486202364,2017-10-21,6.011826544021025,0.0,0.015412777760670035,0.0,0.6,0.06539447221623451,False,False,30,30,0.031029978979810025
16-63741,16-118029,2016-05-05,2016-08-10,NAME:conseil general de loire-atlantique,NAME_FALLBACK,3.1865965834428382,2017-01-08,4.9605781865965834,0.1732369689005694,0.007968799383123804,0.0,0.6,0.10609832200923568,False,False,1,3,0.004106438896189224
16-63741,16-118057,2016-05-05,2016-08-07,NAME:conseil general de loire-atlantique,NAME_FALLBACK,3.088042049934297,2017-01-08,5.059132720105125,0.1568112133158125,0.007968799383123804,0.0,0.6,0.10199188311304645,False,False,2,3,0.004106438896189224
16-63741,16-115075,2016-05-05,2016-08-02,NAME:conseil general de loire-atlantique,NAME_FALLBACK,2.923784494086728,2017-01-08,5.223390275952694,0.1294349540078844,0.00853285946982938,0.0,0.6,0.09534523931641138,False,False,3,3,0.004106438896189224
16-6558,16-180522,2016-01-15,2016-12-18,NAME:universite de nantes,NAME_FALLBACK,11.103810775295663,2016-11-22,0.8541392904073587,0.8576434515987735,0.02026522464952913,0.0,0.6,0.2815036915270286,False,True,1,5,0.03021253022058712
16-6558,16-132618,2016-01-15,2016-09-09,NAME:universite de nantes,NAME_FALLBACK,7.818659658344283,2016-11-22,2.431011826544021,0.5948313622426631,0.035952344987930505,0.1,0.6,0.25129116130644147,True,False,2,5,0.03021253022058712
16-6558,17-15387,2016-01-15,2017-02-01,NAME:universite de nantes,NAME_FALLBACK,12.582128777923783,2016-11-22,2.3324572930354797,0.61125711782742,0.012020009286775718,0.0,0.6,0.21702128270722648,False,False,3,5,0.03021253022058712
16-6558,16-106204,2016-01-15,2016-07-15,NAME:universite de nantes,NAME_FALLBACK,5.978975032851511,2016-11-22,4.270696452036794,0.28821725799386766,0.03759799255754498,0.2,0.6,0.20521361189360765,False,False,4,5,0.03021253022058712
16-6558,17-60124,2016-01-15,2017-04-28,NAME:universite de nantes,NAME_FALLBACK,15.407358738501971,2016-11-22,5.157687253613666,0.1403854577310556,0.018262487726396014,0.0,0.6,0.1014882351370025,False,True,5,5,0.03021253022058712
16-65767,16-92246,2016-05-06,2016-06-22,NAME:lycee general et technologique livet,NAME_FALLBACK,1.5440210249671484,2016-11-06,4.50065703022339,0.24989049496276827,0.6152554187527791,0.1,0.6,0.36781202030416477,True,False,1,1,0.36781202030416477
16-66171,16-186228,2016-05-23,2017-02-13,NAME:commune de pornic,NAME_FALLBACK,8.73850197109067,2016-11-23,2.6938239159001314,0.5510293473499781,0.08171237722743764,0.0,0.6,0.2263566688670977,False,True,1,1,0.2263566688670977
16-67267,17-59442,2016-05-12,2017-05-19,NAME:ademe,NAME_FALLBACK,12.220762155059132,2017-05-28,0.2956636005256242,0.9507227332457293,0.03264773649576583,0.0,0.6,0.30910739108495033,False,True,1,3,0.10950503723171265
16-67267,17-115928,2016-05-12,2017-08-25,NAME:ademe,NAME_FALLBACK,15.440210249671484,2017-05-28,2.923784494086728,0.5127025843188786,0.03264773649576583,0.0,0.6,0.19960235385323769,False,True,2,3,0.10950503723171265
16-67267,17-130666,2016-05-12,2017-10-01,NAME:ademe,NAME_FALLBACK,16.655716162943495,2017-05-28,4.139290407358739,0.31011826544021026,0.06008414583825962,0.0,0.6,0.15855901740344341,False,True,3,3,0.10950503723171265
16-67461,17-20825,2016-05-10,2017-02-12,NAME:ch le mans,NAME_FALLBACK,9.132720105124836,2016-10-10,4.106438896189225,0.31559351730179586,0.0,0.0,0.6,0.13889837932544896,False,False,1,3,0.024638633377135344
16-67461,16-73142,2016-05-10,2016-05-20,NAME:ch le mans,NAME_FALLBACK,0.328515111695138,2016-10-10,4.697766097240473,0.21703898379325448,0.0,0.0,0.6,0.11425974594831362,False,False,2,3,0.024638633377135344
16-67461,17-48667,2016-05-10,2017-04-06,NAME:ch le mans,NAME_FALLBACK,10.873850197109066,2016-10-10,5.847568988173456,0.025405168637757325,0.0,0.0,0.6,0.06635129215943933,False,False,3,3,0.024638633377135344
16-67782,16-131471,2016-05-11,2016-09-10,NAME:insee,NAME_FALLBACK,4.0078843626806835,2016-11-10,2.0039421813403417,0.6660096364432764,0.0,0.0,0.6,0.2265024091108191,False,True,1,1,0.2265024091108191
16-68218,16-132618,2016-05-14,2016-09-09,NAME:universite de nantes,NAME_FALLBACK,3.876478318002628,2016-11-21,2.3981603153745072,0.6003066141042488,0.22167451086174675,0.1,0.6,0.31766273232767356,True,False,1,5,0.03744694384075953
16-68218,16-180522,2016-05-14,2016-12-18,NAME:universite de nantes,NAME_FALLBACK,7.1616294349540075,2016-11-21,0.8869908015768725,0.8521681997371879,0.02049639586462016,0.0,0.6,0.28021578848691403,False,True,2,5,0.03744694384075953
16-68218,16-106204,2016-05-14,2016-07-15,NAME:universite de nantes,NAME_FALLBACK,2.0367936925098555,2016-11-21,4.23784494086728,0.29369250985545337,0.31272333315545464,0.0,0.6,0.24287629406827244,False,False,3,5,0.03744694384075953
16-68218,17-15387,2016-05-14,2017-02-01,NAME:universite de nantes,NAME_FALLBACK,8.639947437582128,2016-11-21,2.3653088042049935,0.6057818659658345,0.011067995405303949,0.0,0.6,0.21531926488331501,False,False,4,5,0.03744694384075953
16-68218,17-60124,2016-05-14,2017-04-28,NAME:universite de nantes,NAME_FALLBACK,11.465177398160314,2016-11-21,5.19053876478318,0.13491020586947,0.018470813148458092,0.0,0.6,0.10019233606932783,False,True,5,5,0.03744694384075953
16-68672,16-151274,2016-05-12,2016-10-19,NAME:ecole centrale de nantes,NAME_FALLBACK,5.256241787122208,2016-11-12,0.7884362680683311,0.8685939553219448,0.27234356060885395,0.1,0.6,0.4024687350435851,True,False,1,3,0.14308480610715968
