source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key,buyer_key_type,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m0_composite_score,cpv_missing,cpv_generic_flag,candidate_rank,n_candidates_for_source,top1_top2_margin,score_no_temporal,variant,threshold_used
15-60447,15-126308,2015-04-20,2015-08-13,NAME:sdis 44,NAME_FALLBACK,3.7779237844940874,2015-10-20,2.2339027595269383,0.6276828734121769,0.742281450344641,1.0,0.6,0.8263980101608326,False,False,1,3,0.4428973989172152,0.8263980101608326,no_temporal_score_reference_pool,0.187116725139698
15-63415,15-126308,2015-04-24,2015-08-13,NAME:sdis 44,NAME_FALLBACK,3.6465177398160313,2015-10-24,2.365308804204993,0.6057818659658345,0.4286616437930762,0.1,0.6,0.32004210043676895,True,False,1,2,0.0480049992792659,0.32004210043676895,no_temporal_score_reference_pool,0.187116725139698
15-64142,19-59985,2015-04-24,2019-04-17,NAME:chu de nantes,NAME_FALLBACK,47.76609724047306,2019-04-24,0.2299605781865965,0.9616732369689006,0.4056515575126466,0.2,0.6,0.3493040601725685,False,False,1,3,0.2476173034748109,0.3493040601725685,no_temporal_score_reference_pool,0.187116725139698
15-69497,19-85688,2015-05-06,2019-06-05,NAME:angers loire metropole,NAME_FALLBACK,48.98160315374507,2019-05-06,0.985545335085414,0.835742444152431,0.0637836338216469,0.4,0.6,0.26976569578343523,False,False,1,8,0.0464102806653354,0.26976569578343523,no_temporal_score_reference_pool,0.187116725139698
15-71156,20-47300,2015-05-07,2020-04-02,SIRET:19490970100303,RAW_SIRET,58.86990801576872,2019-10-20,5.4204993429697765,0.0965834428383706,0.7081800606826032,1.0,1.0,0.8638173616518816,False,False,1,1,0.6720088819485037,0.8638173616518816,no_temporal_score_reference_pool,0.187116725139698
15-71764,16-136139,2015-05-11,2016-09-19,NAME:conseil regional des pays de la loire,NAME_FALLBACK,16.327201051248355,2016-10-28,1.281208935611038,0.7864651773981604,0.4234277207133438,0.0,0.6,0.27759960299956044,False,False,1,12,0.0511482108454887,0.27759960299956044,no_temporal_score_reference_pool,0.187116725139698
15-75102,18-128642,2015-05-18,2018-09-14,NAME:sdis 85,NAME_FALLBACK,39.91458607095926,2018-09-10,0.1314060446780552,0.9780989925536576,0.2414729554934504,0.0,0.6,0.1926873792302769,False,False,1,1,0.389040282561122,0.1926873792302769,no_temporal_score_reference_pool,0.187116725139698
15-75567,19-105083,2015-05-19,2019-07-10,NAME:nantes metropole,NAME_FALLBACK,49.70433639947437,2019-05-19,1.7082785808147174,0.7152869031975471,0.7708850521667896,1.0,0.6,0.8397463576778352,False,True,1,18,0.201222094792997,0.8397463576778352,no_temporal_score_reference_pool,0.187116725139698
15-79398,15-139094,2015-05-26,2015-09-10,NAME:sdis 85,NAME_FALLBACK,3.515111695137976,2016-02-05,4.862023653088042,0.1896627244853262,0.3077727784560003,0.1,0.6,0.26362729661280015,True,False,1,1,0.2451361535809317,0.26362729661280015,no_temporal_score_reference_pool,0.187116725139698
15-81652,16-7903,2015-05-29,2016-01-19,NAME:ecole des mines de nantes,NAME_FALLBACK,7.720105124835742,2015-11-29,1.6754270696452036,0.7207621550591328,0.3107744413984599,0.1,0.6,0.26502807265261463,True,False,1,4,0.010276167872933,0.26502807265261463,no_temporal_score_reference_pool,0.187116725139698
