source_notice_id,candidate_notice_id,buyer_key,buyer_key_type,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m0_composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,variant,threshold_used
16-7712,20-6485,NAME:cnieg,NAME_FALLBACK,2016-01-18,2020-01-19,48.02890932982917,2020-07-11,5.716162943495401,0.0473061760840999,0.8774841651582068,0.2,0.6,0.4389460018263973,False,False,1,0.1367486206889614,3,strict,0.39308340344166265
16-77563,19-160018,NAME:lycee polyvalent leonard de vinci,NAME_FALLBACK,2016-05-30,2019-10-21,40.70302233902759,2019-05-30,4.730617608409987,0.2115637319316688,0.442606487124986,1.0,0.6,0.5678032034766622,False,False,1,0.5678032034766622,1,strict,0.39308340344166265
16-82782,19-99589,NAME:mairie de bauge en anjou,NAME_FALLBACK,2016-06-08,2019-06-30,36.69513797634691,2019-06-08,0.7227332457293035,0.879544459045116,0.3555270458196312,0.0,0.6,0.4043205807981499,False,False,1,0.4043205807981499,1,strict,0.39308340344166265
16-84729,20-135543,NAME:departement de la vendee,NAME_FALLBACK,2016-06-09,2020-11-04,52.858081471747695,2020-10-04,1.0183968462549278,0.8302671922908453,1.0000000000000002,1.0,0.6,0.9175667980727114,False,False,1,0.9175667980727114,1,strict,0.39308340344166265
16-85662,21-16505,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2016-06-13,2021-02-06,55.81471747700394,2020-11-03,3.1208935611038107,0.4798510731493649,0.2753132238183152,0.4,0.6,0.3963223966237515,False,False,1,0.0407837097119371,6,strict,0.39308340344166265
16-96174,20-138135,SIRET:23440003400026,RAW_SIRET,2016-06-30,2020-11-12,52.43101182654402,2020-12-22,1.314060446780552,0.7809899255365746,0.2914610231874882,0.0,1.0,0.3972588394997645,False,False,1,0.0111168538641112,7,strict,0.39308340344166265
16-96425,16-108742,NAME:cap atlantique,NAME_FALLBACK,2016-06-29,2016-07-20,0.6898817345597897,2016-12-29,5.321944809461235,0.1130091984231275,0.9769388828821984,0.1,0.6,0.4601809086145513,True,False,1,0.1669794877729359,3,strict,0.39308340344166265
16-98835,20-65717,NAME:association e-toile,NAME_FALLBACK,2016-07-09,2020-05-20,46.353482260183966,2020-07-09,1.6425755584756898,0.7262374069207184,0.02371362188975,1.0,0.6,0.549859119391592,False,True,1,0.549859119391592,1,strict,0.39308340344166265
17-102039,21-103501,NAME:departement de la sarthe,NAME_FALLBACK,2017-07-17,2021-07-23,48.19316688567674,2021-07-17,0.1971090670170827,0.9671484888304862,0.0435191534610503,0.4,0.6,0.4370188259189891,False,False,1,0.1859380980583163,3,strict,0.39308340344166265
17-102482,21-113953,NAME:chu de nantes,NAME_FALLBACK,2017-07-18,2021-08-20,49.08015768725361,2021-07-18,1.0840998685939554,0.8193166885676741,0.1282195203196117,1.0,0.6,0.6097060042537827,False,False,1,0.0164257555847568,12,strict,0.39308340344166265
17-104238,21-77546,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2017-07-20,2021-06-10,46.68199737187911,2021-07-20,1.314060446780552,0.7809899255365746,0.0299937374628336,1.0,0.6,0.5657452894961355,False,False,1,0.1726352637314895,10,strict,0.39308340344166265
17-105380,18-47589,NAME:universite de nantes,NAME_FALLBACK,2017-07-21,2018-04-08,8.5742444152431,2018-04-27,0.6241787122207622,0.8959702146298729,0.636574463682888,0.1,0.6,0.536793615946479,True,False,1,0.1898986281939073,9,strict,0.39308340344166265
17-106009,22-26998,NAME:nantes metropole,NAME_FALLBACK,2017-07-26,2022-02-24,54.993429697766096,2021-12-09,2.5295663600525624,0.5784056066579062,0.0689431677154605,1.0,0.6,0.5287315103648877,False,False,1,0.1880412759059399,20,strict,0.39308340344166265
17-107265,17-123168,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2017-07-26,2017-09-01,1.2155059132720103,2018-01-26,4.829172141918528,0.195137976346912,0.937232644094338,0.1,0.6,0.4668159195197462,True,False,1,0.170903229015647,10,strict,0.39308340344166265
17-10967,17-21818,NAME:centre hospitalier paul chapron,NAME_FALLBACK,2017-02-09,2017-02-14,0.164257555847569,2017-08-09,5.781865965834428,0.0363556723609286,0.9819550449232588,0.1,0.6,0.4427731838133728,True,False,1,0.1258355082041906,3,strict,0.39308340344166265
17-111330,22-26998,NAME:nantes metropole,NAME_FALLBACK,2017-08-11,2022-02-24,54.46780551905388,2022-01-31,0.7884362680683311,0.8685939553219448,0.8240892640760799,1.0,0.6,0.8655797312571141,False,False,1,0.3551361477214865,16,strict,0.39308340344166265
17-114542,17-152907,NAME:commune de saint jean de monts,NAME_FALLBACK,2017-08-09,2017-10-27,2.59526938239159,2018-02-09,3.4494086727989486,0.4250985545335085,1.0,0.1,0.6,0.546274638633377,True,False,1,0.0938946164095596,2,strict,0.39308340344166265
17-117075,21-133433,NAME:syndicat mixte pour le dvlpt numerique,NAME_FALLBACK,2017-08-17,2021-10-05,49.60578186596583,2021-08-17,1.609724047306176,0.731712658782304,0.8717147511481117,1.0,0.6,0.8480283275974152,False,False,1,0.8480283275974152,1,strict,0.39308340344166265
17-118765,22-25102,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2017-08-22,2022-02-19,53.942181340341655,2022-01-11,1.281208935611038,0.7864651773981604,0.4672986888354723,0.2,0.6,0.4801708354419554,False,False,1,0.1721402781996239,7,strict,0.39308340344166265
17-118982,18-6802,NAME:ville de sable sur sarthe,NAME_FALLBACK,2017-08-23,2018-01-16,4.796320630749015,2018-02-23,1.2483574244415243,0.791940429259746,0.838507500308978,0.1,0.6,0.5814627324230788,True,False,1,0.0497104278398725,2,strict,0.39308340344166265
17-120545,21-133662,NAME:e-collectivites vendee,NAME_FALLBACK,2017-08-27,2021-10-08,49.37582128777924,2022-01-04,2.890932982917214,0.5181778361804643,0.9999999999999996,0.0,0.6,0.5395444590451159,False,False,1,0.5395444590451159,1,strict,0.39308340344166265
17-121705,17-152907,NAME:commune de saint jean de monts,NAME_FALLBACK,2017-08-29,2017-10-27,1.938239159001314,2018-02-28,4.073587385019711,0.3210687691633814,0.962472424425224,0.1,0.6,0.5071325408396736,True,False,1,0.5071325408396736,1,strict,0.39308340344166265
17-129614,22-26998,NAME:nantes metropole,NAME_FALLBACK,2017-12-21,2022-02-24,50.13140604467805,2021-12-21,2.135348226018397,0.6441086289969338,0.1919483463916205,1.0,0.6,0.5882090784863006,False,False,1,0.1894877474991724,19,strict,0.39308340344166265
17-134974,18-73911,NAME:ville de bouchemaine,NAME_FALLBACK,2017-09-25,2018-06-07,8.377135348226018,2018-03-25,2.431011826544021,0.5948313622426631,0.5293068262564441,0.1,0.6,0.4239652297504212,True,False,1,0.4239652297504212,1,strict,0.39308340344166265
