source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key,buyer_key_type,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m0_composite_score,cpv_missing,cpv_generic_flag,candidate_rank,n_candidates_for_source,top1_top2_margin,variant,threshold_used
15-162906,16-68875,2015-10-23,2016-05-12,NAME:centre hospitalier de cholet,NAME_FALLBACK,6.636005256241787,2016-04-23,0.6241787122207622,0.9479851073149365,0.14569071428194175,0.1,0.6,0.3779880268274137,True,False,1,3,0.048311317295767986,window_12m,0.3441998756369461
15-164088,19-185562,2015-10-28,2019-12-12,NAME:commune de saint-herblain,NAME_FALLBACK,49.47437582128778,2019-10-28,1.4783180026281209,0.8768068331143233,0.24586100993274873,0.0,0.6,0.36525306175504285,False,False,1,4,0.08405475075845731,window_12m,0.3441998756369461
15-164187,19-169855,2015-10-28,2019-11-12,NAME:gie sesam vitale,NAME_FALLBACK,48.48883048620236,2019-10-28,0.49277266754270693,0.9589356110381078,0.35615586347667283,0.2,0.6,0.4843884549763624,False,False,1,7,0.08910654574109089,window_12m,0.3441998756369461
15-165050,19-136955,2015-10-29,2019-09-10,NAME:angers loire metropole,NAME_FALLBACK,46.38633377135348,2019-10-29,1.609724047306176,0.865856329391152,0.8644788775438546,1.0,0.6,0.8790316894881371,False,False,1,17,0.5150031166022986,window_12m,0.3441998756369461
15-169809,19-59985,2015-11-09,2019-04-17,NAME:chu de nantes,NAME_FALLBACK,41.22864651773981,2019-11-09,6.767411300919842,0.43604905825667983,0.5462598341769872,0.2,0.6,0.4202032065261154,False,False,1,13,0.1019071776127155,window_12m,0.3441998756369461
15-170544,16-18733,2015-11-17,2016-02-08,NAME:ccrla,NAME_FALLBACK,2.726675427069645,2016-05-17,3.252299605781866,0.7289750328515112,0.33014501325749357,0.1,0.6,0.38779451285300054,True,False,1,2,0.022998661133608267,window_12m,0.3441998756369461
15-173090,20-31844,2015-11-16,2020-03-04,NAME:universite de nantes,NAME_FALLBACK,51.57687253613666,2020-01-28,1.1826544021024967,0.9014454664914586,0.0,0.4,0.6,0.40536136662286465,False,False,1,10,0.0757255821450794,window_12m,0.3441998756369461
15-174358,20-31844,2015-11-17,2020-03-04,NAME:universite de nantes,NAME_FALLBACK,51.544021024967144,2020-01-28,1.1826544021024967,0.9014454664914586,0.0,0.4,0.6,0.40536136662286465,False,False,1,10,0.08394159038595717,window_12m,0.3441998756369461
15-174987,19-136955,2015-11-18,2019-09-10,NAME:angers loire metropole,NAME_FALLBACK,45.729303547963205,2019-11-18,2.266754270696452,0.8111038107752957,0.8404844620896664,1.0,0.6,0.8569455144252072,False,False,1,17,0.4929411624108858,window_12m,0.3441998756369461
15-175210,20-86796,2015-11-19,2020-07-07,NAME:nantes metropole,NAME_FALLBACK,55.584756898817346,2020-03-04,4.106438896189225,0.6577967586508979,0.016103644623573513,0.6,0.6,0.41008546528097517,False,False,1,30,0.03315915548315396,window_12m,0.3441998756369461
15-175415,16-73319,2015-11-20,2016-05-24,NAME:commune de saint-nazaire,NAME_FALLBACK,6.110381077529566,2016-05-20,0.1314060446780552,0.9890494962768287,0.524444297632995,0.1,0.6,0.5208178782407554,True,False,1,8,0.07731807197866997,window_12m,0.3441998756369461
15-175690,20-6485,2015-11-20,2020-01-19,NAME:cnieg,NAME_FALLBACK,49.96714848883048,2020-03-09,1.6425755584756898,0.8631187034603591,0.13415386852312555,0.2,0.6,0.3827335298481837,False,False,1,4,0.04715629454995973,window_12m,0.3441998756369461
15-176598,16-35152,2015-11-23,2016-03-11,NAME:departement de la sarthe,NAME_FALLBACK,3.5808147174770038,2016-05-23,2.3981603153745072,0.8001533070521244,0.7333573398843474,0.1,0.6,0.5467133957225527,True,False,1,10,0.2004759574456107,window_12m,0.3441998756369461
15-178206,16-55859,2015-11-27,2016-04-25,NAME:centre hospitalier de saint-nazaire,NAME_FALLBACK,4.92772667542707,2016-05-27,1.0512483574244416,0.9123959702146298,0.13035650688041614,0.1,0.6,0.3637237699618031,True,False,1,3,0.02091699844435463,window_12m,0.3441998756369461
15-178562,20-8882,2015-11-26,2020-01-20,NAME:ville d angers,NAME_FALLBACK,49.80289093298291,2020-05-23,4.073587385019711,0.6605343845816907,0.5788859900902603,1.0,0.6,0.7277436926770138,False,False,1,1,0.7277436926770138,window_12m,0.3441998756369461
15-178791,19-119269,2015-11-30,2019-08-02,NAME:nantes metropole,NAME_FALLBACK,44.053876478318,2019-11-30,3.9421813403416555,0.6714848883048621,0.47320326697261733,1.0,0.6,0.6934923655166316,False,False,1,30,0.046318762538428926,window_12m,0.3441998756369461
15-179747,19-59985,2015-11-27,2019-04-17,NAME:chu de nantes,NAME_FALLBACK,40.63731931668857,2019-11-27,7.35873850197109,0.38677179150240915,0.5306794049754877,0.2,0.6,0.40243073961702297,False,False,1,12,0.09688585331800031,window_12m,0.3441998756369461
15-182813,20-12202,2015-12-04,2020-01-26,NAME:conseil regional des pays de la loire,NAME_FALLBACK,49.73718791064389,2020-05-04,3.252299605781866,0.7289750328515112,0.40515025417627865,0.0,0.6,0.3840463471745753,False,True,1,12,0.08416652484506953,window_12m,0.3441998756369461
15-182957,19-59985,2015-12-04,2019-04-17,NAME:chu de nantes,NAME_FALLBACK,40.40735873850197,2019-12-04,7.588699080157687,0.3676084099868594,0.5134349301171072,0.2,0.6,0.39160432803770234,False,False,1,12,0.09132823359930492,window_12m,0.3441998756369461
