source_notice_id,candidate_notice_id,buyer_key,buyer_key_type,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m0_composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,variant,threshold_used
15-184750,16-68672,NAME:ecole centrale de nantes,NAME_FALLBACK,2015-12-09,2016-05-12,5.091984231274639,2016-06-09,0.9198423127463864,0.8466929478756022,0.1341163638765654,0.1,0.6,0.3486139643256984,True,False,1,0.0095591073753479,3,balanced,0.32302169365652333
15-187883,19-70735,SIRET:22720002900014,RAW_SIRET,2015-12-16,2019-05-05,40.60446780551905,2019-04-30,0.164257555847569,0.9726237406920718,0.0943871729490859,0.0,1.0,0.376191445705198,False,False,1,0.0622265632079778,4,balanced,0.32302169365652333
15-189271,20-16042,NAME:departement de la sarthe,NAME_FALLBACK,2015-12-18,2020-01-31,49.44152431011826,2019-12-18,1.445466491458607,0.7590889180902322,0.113936821994648,0.4,0.6,0.4096501172206848,False,False,1,0.0246386333771353,9,balanced,0.32302169365652333
15-192356,20-32203,NAME:nantes metropole,NAME_FALLBACK,2015-12-24,2020-03-06,50.39421813403416,2019-12-24,2.3981603153745072,0.6003066141042488,0.7268622558120931,1.0,0.6,0.7644784430602949,False,False,1,0.3344167405765052,22,balanced,0.32302169365652333
15-32051,15-56571,NAME:caisse des depots,NAME_FALLBACK,2015-03-04,2015-04-14,1.3469119579500657,2015-09-04,4.697766097240473,0.2170389837932544,0.8779291113647559,0.1,0.6,0.4515349349259781,True,False,1,0.0059521037170918,2,balanced,0.32302169365652333
15-32168,19-147943,SIRET:23440003400026,RAW_SIRET,2015-03-03,2019-10-02,54.993429697766096,2019-09-03,0.9526938239159,0.8412176960140166,0.2503159023174722,1.0,1.0,0.6979149898146194,False,False,1,0.2957459765069643,8,balanced,0.32302169365652333
15-33752,19-174098,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2015-03-06,2019-11-21,56.53745072273324,2019-10-08,1.445466491458607,0.7590889180902322,0.044951434027103,0.2,0.6,0.3255052314320441,False,True,1,0.03804227888304,7,balanced,0.32302169365652333
15-39187,15-56571,NAME:caisse des depots,NAME_FALLBACK,2015-03-16,2015-04-14,0.9526938239159,2015-09-16,5.091984231274639,0.1513359614542269,0.8554006006749058,0.1,0.6,0.4272242005997737,True,False,1,0.4272242005997737,1,balanced,0.32302169365652333
15-42765,15-167650,NAME:cg49,NAME_FALLBACK,2015-03-20,2015-11-03,7.490144546649145,2015-09-20,1.445466491458607,0.7590889180902322,0.3505830839685025,0.1,0.6,0.4024763089115339,True,False,1,0.1269342335478957,5,balanced,0.32302169365652333
15-44894,15-126736,NAME:prefecture,NAME_FALLBACK,2015-03-24,2015-08-13,4.664914586070959,2015-09-24,1.3797634691195797,0.7700394218134035,0.4191345179414422,0.1,0.6,0.4292069367328556,True,False,1,0.4292069367328556,1,balanced,0.32302169365652333
15-45169,19-75795,NAME:vendee eau,NAME_FALLBACK,2015-03-27,2019-05-15,49.60578186596583,2019-07-02,1.5768725361366622,0.7371879106438897,0.2171700865939043,0.8,0.6,0.560306507968839,False,False,1,0.560306507968839,1,balanced,0.32302169365652333
15-48624,16-49315,NAME:rectorat de l academie de nantes,NAME_FALLBACK,2015-03-31,2016-04-05,12.187910643889618,2016-03-31,0.164257555847569,0.9726237406920718,0.0826370603046206,0.1,0.6,0.3620789062796352,True,False,1,0.3620789062796352,1,balanced,0.32302169365652333
15-49442,15-91934,NAME:ville de saumur,NAME_FALLBACK,2015-04-09,2015-09-28,5.650459921156373,2015-10-09,0.3613666228646517,0.939772229522558,0.150173944905668,0.1,0.6,0.3775039380976233,True,False,1,0.2176169728763994,2,balanced,0.32302169365652333
