source_notice_id,candidate_notice_id,buyer_key,buyer_key_type,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m0_composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,variant,threshold_used
15-49442,15-91934,NAME:ville de saumur,NAME_FALLBACK,2015-04-09,2015-09-28,5.650459921156373,2015-10-09,0.3613666228646517,0.939772229522558,0.150173944905668,0.1,0.6,0.3775039380976233,True,False,1,0.2176169728763994,2,broad,0.26420166983556403
15-50024,19-75795,NAME:vendee eau,NAME_FALLBACK,2015-04-27,2019-05-15,48.58738501971091,2019-06-30,1.5111695137976346,0.7481384143670609,0.2170617241104112,0.0,0.6,0.3230062070304091,False,False,1,0.3230062070304091,1,broad,0.26420166983556403
15-50314,19-51014,NAME:ministere des affaires etrangeres,NAME_FALLBACK,2015-04-02,2019-03-29,47.8646517739816,2019-04-02,0.1314060446780552,0.9780989925536576,0.017931309224151,0.0,0.6,0.3108007063668672,False,False,1,0.0311166099423316,2,broad,0.26420166983556403
15-50732,15-169809,NAME:chu de nantes,NAME_FALLBACK,2015-04-02,2015-11-09,7.260183968462549,2015-10-02,1.2483574244415243,0.791940429259746,0.0698533671243945,0.1,0.6,0.3124337858084746,True,False,1,0.0253359588631152,12,broad,0.26420166983556403
15-51820,17-48667,NAME:ch le mans,NAME_FALLBACK,2015-04-07,2017-04-06,23.98160315374507,2017-04-07,0.0328515111695138,0.9945247481384144,0.0032039691867698,0.0,0.6,0.309752576249973,False,False,1,0.0461741880504733,4,broad,0.26420166983556403
15-55407,19-189603,NAME:nantes metropole,NAME_FALLBACK,2015-04-20,2019-12-22,56.07752956636005,2019-12-14,0.2628120893561104,0.9561979851073148,0.2333919324744184,0.0,0.6,0.3807366726428752,False,False,1,0.0431820055371505,22,broad,0.26420166983556403
15-55830,19-43671,NAME:universite de nantes,NAME_FALLBACK,2015-04-13,2019-03-20,47.20762155059133,2019-04-13,0.7884362680683311,0.8685939553219448,0.1570958833029572,0.0,0.6,0.3321320479865212,False,True,1,0.0019261131754038,4,broad,0.26420166983556403
15-56649,19-147943,SIRET:23440003400026,RAW_SIRET,2015-04-14,2019-10-02,53.61366622864652,2019-09-30,0.0657030223390276,0.9890494962768288,0.0077181501276431,0.2,1.0,0.4099637266138822,False,False,1,0.0483740471291543,9,broad,0.26420166983556403
15-56776,18-27688,NAME:ville d angers,NAME_FALLBACK,2015-04-15,2018-02-27,34.46123521681997,2018-04-15,1.5440210249671484,0.7426631625054753,0.7059445296288916,0.0,0.6,0.4927463759964809,False,False,1,0.2028491080563093,2,broad,0.26420166983556403
15-58339,19-103125,NAME:cnieg,NAME_FALLBACK,2015-04-17,2019-07-04,50.55847568988173,2019-08-06,1.0840998685939554,0.8193166885676741,0.0,0.2,0.6,0.3248291721419185,False,False,1,0.1590996687317833,3,broad,0.26420166983556403
15-59370,19-59985,NAME:chu de nantes,NAME_FALLBACK,2015-04-20,2019-04-17,47.89750328515112,2019-04-20,0.0985545335085413,0.9835742444152432,0.0339458288317874,0.0,0.6,0.3177746011949363,False,False,1,0.0938726471012685,3,broad,0.26420166983556403
15-60447,15-126308,NAME:sdis 44,NAME_FALLBACK,2015-04-20,2015-08-13,3.7779237844940874,2015-10-20,2.2339027595269383,0.6276828734121769,0.742281450344641,1.0,0.6,0.7767192259736686,False,False,1,0.4428973989172152,3,broad,0.26420166983556403
15-63415,15-126308,NAME:sdis 44,NAME_FALLBACK,2015-04-24,2015-08-13,3.6465177398160313,2015-10-24,2.365308804204993,0.6057818659658345,0.4286616437930762,0.1,0.6,0.3914770418190353,True,False,1,0.0480049992792659,2,broad,0.26420166983556403
15-64142,19-59985,NAME:chu de nantes,NAME_FALLBACK,2015-04-24,2019-04-17,47.76609724047306,2019-04-24,0.2299605781865965,0.9616732369689006,0.4056515575126466,0.2,0.6,0.5023963543716514,False,False,1,0.2476173034748109,3,broad,0.26420166983556403
15-64904,19-141668,NAME:sdis 85,NAME_FALLBACK,2015-04-28,2019-09-19,52.72667542706965,2019-10-22,1.0840998685939554,0.8193166885676741,0.1654562511451314,0.0,0.6,0.3227388600427145,False,False,1,0.0813902816403587,2,broad,0.26420166983556403
15-69497,19-85688,NAME:angers loire metropole,NAME_FALLBACK,2015-05-06,2019-06-05,48.98160315374507,2019-05-06,0.985545335085414,0.835742444152431,0.0637836338216469,0.4,0.6,0.4112598828756841,False,False,1,0.0464102806653354,8,broad,0.26420166983556403
15-70236,19-141668,NAME:sdis 85,NAME_FALLBACK,2015-05-06,2019-09-19,52.46386333771353,2019-08-05,1.4783180026281209,0.7536136662286466,0.1570702933184012,0.0,0.6,0.3033780192186021,False,False,1,0.0162421843882693,2,broad,0.26420166983556403
15-71156,20-47300,SIRET:19490970100303,RAW_SIRET,2015-05-07,2020-04-02,58.86990801576872,2019-10-20,5.4204993429697765,0.0965834428383706,0.7081800606826032,1.0,1.0,0.6720088819485037,False,False,1,0.6720088819485037,1,broad,0.26420166983556403
15-71764,16-136139,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2015-05-11,2016-09-19,16.327201051248355,2016-10-28,1.281208935611038,0.7864651773981604,0.4234277207133438,0.0,0.6,0.4048159965992103,False,False,1,0.0511482108454887,12,broad,0.26420166983556403
15-72457,19-75460,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2015-05-12,2019-05-16,48.12746386333771,2019-05-12,0.1314060446780552,0.9780989925536576,0.0225752761866601,0.0,0.6,0.3124260948037454,False,False,1,0.0085742797352876,6,broad,0.26420166983556403
15-74861,19-47186,NAME:angers loire metropole,NAME_FALLBACK,2015-05-18,2019-03-26,46.25492772667543,2019-05-18,1.7411300919842312,0.7098116513359615,0.0839213998115368,0.1,0.6,0.2968254027680282,True,False,1,0.0095577200581985,10,broad,0.26420166983556403
15-75102,18-128642,NAME:sdis 85,NAME_FALLBACK,2015-05-18,2018-09-14,39.91458607095926,2018-09-10,0.1314060446780552,0.9780989925536576,0.2414729554934504,0.0,0.6,0.389040282561122,False,False,1,0.389040282561122,1,broad,0.26420166983556403
15-75567,19-105083,NAME:nantes metropole,NAME_FALLBACK,2015-05-19,2019-07-10,49.70433639947437,2019-05-19,1.7082785808147174,0.7152869031975471,0.7708850521667896,1.0,0.6,0.808631494057763,False,True,1,0.201222094792997,18,broad,0.26420166983556403
