source_notice_id,candidate_notice_id,sweep,severity,s_text,s_cpv,s_time,s_buyer,composite,is_arg_max,clears_balanced_threshold,recovered
15-56776,18-27688,cpv_only,3,0.7059445296288916,0.0,0.7426631625054753,0.6,0.4927463759964809,True,True,True
15-56776,18-27688,duration_only,0,0.7059445296288916,0.0,0.7426631625054753,0.6,0.4927463759964809,True,True,True
15-56776,18-27688,duration_only,1,0.7059445296288916,0.0,0.7426631625054753,0.6,0.4927463759964809,True,True,True
15-56776,18-27688,duration_only,2,0.7059445296288916,0.0,0.7426631625054753,0.6,0.4927463759964809,True,True,True
15-56776,18-27688,duration_only,3,0.7059445296288916,0.0,0.7426631625054753,0.6,0.4927463759964809,True,True,True
15-56776,18-27688,combined,0,0.7059445296288916,0.0,0.7426631625054753,0.6,0.4927463759964809,True,True,True
15-56776,18-27688,combined,1,0.6983227006564229,0.0,0.7426631625054753,0.6,0.4900787358561168,True,True,True
15-56776,18-27688,combined,2,0.29522237906155796,0.0,0.7426631625054753,0.6,0.3489936232979141,True,True,True
15-56776,18-27688,combined,3,0.34163710232230377,0.0,0.7426631625054753,0.6,0.36523877643917513,True,True,True
15-60447,15-126308,text_only,0,0.7422814503446409,1.0,0.6276828734121769,0.6,0.7767192259736684,True,True,True
15-60447,15-126308,text_only,1,0.5761159451199608,1.0,0.6276828734121769,0.6,0.7185612991450305,True,True,True
15-60447,15-126308,text_only,2,0.6359385958302651,1.0,0.6276828734121769,0.6,0.7394992268936369,True,True,True
15-60447,15-126308,text_only,3,0.24805563679788825,1.0,0.6276828734121769,0.6,0.603740191232305,True,True,True
15-60447,15-126308,cpv_only,0,0.7422814503446409,1.0,0.6276828734121769,0.6,0.7767192259736684,True,True,True
15-60447,15-126308,cpv_only,1,0.7422814503446409,1.0,0.6276828734121769,0.6,0.7767192259736684,True,True,True
15-60447,15-126308,cpv_only,2,0.7422814503446409,1.0,0.6276828734121769,0.6,0.7767192259736684,True,True,True
15-60447,15-126308,cpv_only,3,0.7422814503446409,0.2,0.6276828734121769,0.6,0.5367192259736685,True,True,True
15-60447,15-126308,duration_only,0,0.7422814503446409,1.0,0.6276828734121769,0.6,0.7767192259736684,True,True,True
15-60447,15-126308,duration_only,1,0.7422814503446409,1.0,0.6276828734121769,0.6,0.7767192259736684,True,True,True
15-60447,15-126308,duration_only,2,0.7422814503446409,1.0,0.0,0.6,0.6197985076206243,True,True,True
15-60447,15-126308,duration_only,3,0.7422814503446409,1.0,0.6276828734121769,0.6,0.7767192259736684,True,True,True
15-60447,15-126308,combined,0,0.7422814503446409,1.0,0.6276828734121769,0.6,0.7767192259736684,True,True,True
15-60447,15-126308,combined,1,0.5761159451199608,1.0,0.6276828734121769,0.6,0.7185612991450305,True,True,True
15-60447,15-126308,combined,2,0.6359385958302651,1.0,0.0,0.6,0.5825785085405928,True,True,True
15-60447,15-126308,combined,3,0.24805563679788825,0.2,0.6276828734121769,0.6,0.3637401912323051,True,True,True
15-64142,19-59985,text_only,0,0.40565155751264653,0.2,0.9616732369689006,0.6,0.5023963543716514,True,True,True
15-64142,19-59985,text_only,1,0.5036868625036558,0.2,0.9616732369689006,0.6,0.5367087111185047,True,True,True
15-64142,19-59985,text_only,2,0.5025423346662745,0.2,0.9616732369689006,0.6,0.5363081263754212,True,True,True
15-64142,19-59985,text_only,3,0.29550823291024875,0.2,0.9616732369689006,0.6,0.4638461907608122,True,True,True
15-64142,19-59985,cpv_only,0,0.40565155751264653,0.2,0.9616732369689006,0.6,0.5023963543716514,True,True,True
15-64142,19-59985,cpv_only,1,0.40565155751264653,0.2,0.9616732369689006,0.6,0.5023963543716514,True,True,True
15-64142,19-59985,cpv_only,2,0.40565155751264653,0.2,0.9616732369689006,0.6,0.5023963543716514,True,True,True
15-64142,19-59985,cpv_only,3,0.40565155751264653,0.2,0.9616732369689006,0.6,0.5023963543716514,True,True,True
15-64142,19-59985,duration_only,0,0.40565155751264653,0.2,0.9616732369689006,0.6,0.5023963543716514,True,True,True
15-64142,19-59985,duration_only,1,0.40565155751264653,0.2,0.9616732369689006,0.6,0.5023963543716514,True,True,True
15-64142,19-59985,duration_only,2,0.40565155751264653,0.2,0.9616732369689006,0.6,0.5023963543716514,True,True,True
15-64142,19-59985,duration_only,3,0.40565155751264653,0.2,0.9616732369689006,0.6,0.5023963543716514,True,True,True
15-64142,19-59985,combined,0,0.40565155751264653,0.2,0.9616732369689006,0.6,0.5023963543716514,True,True,True
15-64142,19-59985,combined,1,0.5036868625036558,0.2,0.9616732369689006,0.6,0.5367087111185047,True,True,True
15-64142,19-59985,combined,2,0.5025423346662745,0.2,0.9616732369689006,0.6,0.5363081263754212,True,True,True
15-64142,19-59985,combined,3,0.29550823291024875,0.2,0.9616732369689006,0.6,0.4638461907608122,True,True,True
15-69497,19-85688,text_only,0,0.0637836338216469,0.4,0.835742444152431,0.6,0.41125988287568416,True,True,True
15-69497,19-85688,text_only,1,0.07386449419065325,0.4,0.835742444152431,0.6,0.41478818400483636,True,True,True
15-69497,19-85688,text_only,2,0.08904978464309458,0.4,0.835742444152431,0.6,0.42010303566319085,True,True,True
15-69497,19-85688,text_only,3,0.13932146459402642,0.4,0.835742444152431,0.6,0.437698123646017,True,True,True
15-69497,19-85688,cpv_only,0,0.0637836338216469,0.4,0.835742444152431,0.6,0.41125988287568416,True,True,True
15-69497,19-85688,cpv_only,1,0.0637836338216469,0.4,0.835742444152431,0.6,0.41125988287568416,True,True,True
15-69497,19-85688,cpv_only,2,0.0637836338216469,0.4,0.835742444152431,0.6,0.41125988287568416,True,True,True
15-69497,19-85688,cpv_only,3,0.0637836338216469,0.2,0.835742444152431,0.6,0.35125988287568416,True,True,True
15-69497,19-85688,duration_only,0,0.0637836338216469,0.4,0.835742444152431,0.6,0.41125988287568416,True,True,True
15-69497,19-85688,duration_only,1,0.0637836338216469,0.4,0.835742444152431,0.6,0.41125988287568416,True,True,True
15-69497,19-85688,duration_only,2,0.0637836338216469,0.4,0.835742444152431,0.6,0.41125988287568416,True,True,True
15-69497,19-85688,duration_only,3,0.0637836338216469,0.4,0.835742444152431,0.6,0.41125988287568416,True,True,True
15-69497,19-85688,combined,0,0.0637836338216469,0.4,0.835742444152431,0.6,0.41125988287568416,True,True,True
15-69497,19-85688,combined,1,0.07386449419065325,0.4,0.835742444152431,0.6,0.41478818400483636,True,True,True
15-69497,19-85688,combined,2,0.08904978464309458,0.4,0.835742444152431,0.6,0.42010303566319085,True,True,True
15-69497,19-85688,combined,3,0.13932146459402642,0.2,0.835742444152431,0.6,0.377698123646017,True,True,True
15-71156,20-47300,text_only,0,0.7081800606826032,1.0,0.09658344283837061,1.0,0.6720088819485037,True,True,True
15-71156,20-47300,text_only,1,0.7081800606826032,1.0,0.09658344283837061,1.0,0.6720088819485037,True,True,True
15-71156,20-47300,text_only,2,0.7081800606826032,1.0,0.09658344283837061,1.0,0.6720088819485037,True,True,True
15-71156,20-47300,text_only,3,0.7081800606826032,1.0,0.09658344283837061,1.0,0.6720088819485037,True,True,True
15-71156,20-47300,cpv_only,0,0.7081800606826032,1.0,0.09658344283837061,1.0,0.6720088819485037,True,True,True
15-71156,20-47300,cpv_only,1,0.7081800606826032,1.0,0.09658344283837061,1.0,0.6720088819485037,True,True,True
15-71156,20-47300,cpv_only,2,0.7081800606826032,1.0,0.09658344283837061,1.0,0.6720088819485037,True,True,True
15-71156,20-47300,cpv_only,3,0.7081800606826032,0.2,0.09658344283837061,1.0,0.43200888194850373,True,True,True
15-71156,20-47300,duration_only,0,0.7081800606826032,1.0,0.09658344283837061,1.0,0.6720088819485037,True,True,True
15-71156,20-47300,duration_only,1,0.7081800606826032,1.0,0.09658344283837061,1.0,0.6720088819485037,True,True,True
15-71156,20-47300,duration_only,2,0.7081800606826032,1.0,0.09658344283837061,1.0,0.6720088819485037,True,True,True
15-71156,20-47300,duration_only,3,0.7081800606826032,1.0,0.09658344283837061,1.0,0.6720088819485037,True,True,True
15-71156,20-47300,combined,0,0.7081800606826032,1.0,0.09658344283837061,1.0,0.6720088819485037,True,True,True
15-71156,20-47300,combined,1,0.7081800606826032,1.0,0.09658344283837061,1.0,0.6720088819485037,True,True,True
15-71156,20-47300,combined,2,0.7081800606826032,1.0,0.09658344283837061,1.0,0.6720088819485037,True,True,True
15-71156,20-47300,combined,3,0.7081800606826032,0.2,0.09658344283837061,1.0,0.43200888194850373,True,True,True
15-71764,16-136139,text_only,0,0.4234277207133438,0.0,0.7864651773981604,0.6,0.40481599659921036,True,True,True
15-71764,16-136139,text_only,1,0.3044774284310892,0.0,0.7864651773981604,0.6,0.3631833943004213,True,True,True
15-71764,16-136139,text_only,2,0.13796779265155412,0.0,0.7864651773981604,0.6,0.30490502177758405,True,False,False
15-71764,16-136139,text_only,3,0.13796779265155412,0.0,0.7864651773981604,0.6,0.30490502177758405,True,False,False
15-71764,16-136139,cpv_only,0,0.4234277207133438,0.0,0.7864651773981604,0.6,0.40481599659921036,True,True,True
15-71764,16-136139,cpv_only,1,0.4234277207133438,0.0,0.7864651773981604,0.6,0.40481599659921036,True,True,True
15-71764,16-136139,cpv_only,2,0.4234277207133438,0.0,0.7864651773981604,0.6,0.40481599659921036,True,True,True
15-71764,16-136139,cpv_only,3,0.4234277207133438,0.0,0.7864651773981604,0.6,0.40481599659921036,True,True,True
15-71764,16-136139,duration_only,0,0.4234277207133438,0.0,0.7864651773981604,0.6,0.40481599659921036,True,True,True
15-71764,16-136139,duration_only,1,0.4234277207133438,0.0,0.9507227332457293,0.6,0.4458803855611026,True,True,True
15-71764,16-136139,duration_only,2,0.4234277207133438,0.0,0.9507227332457293,0.6,0.4458803855611026,True,True,True
15-71764,16-136139,duration_only,3,0.4234277207133438,0.0,0.7864651773981604,0.6,0.40481599659921036,True,True,True
15-71764,16-136139,combined,0,0.4234277207133438,0.0,0.7864651773981604,0.6,0.40481599659921036,True,True,True
15-71764,16-136139,combined,1,0.3044774284310892,0.0,0.9507227332457293,0.6,0.40424778326231353,True,True,True
15-71764,16-136139,combined,2,0.13796779265155412,0.0,0.9507227332457293,0.6,0.34596941073947624,True,True,True
15-71764,16-136139,combined,3,0.13796779265155412,0.0,0.7864651773981604,0.6,0.30490502177758405,True,False,False
15-75567,19-105083,text_only,0,0.7708850521667894,1.0,0.7152869031975471,0.6,0.808631494057763,True,True,True
15-75567,19-105083,text_only,1,0.907244123567752,1.0,0.7152869031975471,0.6,0.8563571690481,True,True,True
15-75567,19-105083,text_only,2,0.800927189483789,1.0,0.7152869031975471,0.6,0.819146242118713,True,True,True
15-75567,19-105083,text_only,3,0.3243696176576133,1.0,0.7152869031975471,0.6,0.6523510919795514,True,True,True
15-75567,19-105083,cpv_only,0,0.7708850521667894,1.0,0.7152869031975471,0.6,0.808631494057763,True,True,True
15-75567,19-105083,cpv_only,1,0.7708850521667894,1.0,0.7152869031975471,0.6,0.808631494057763,True,True,True
15-75567,19-105083,cpv_only,2,0.7708850521667894,1.0,0.7152869031975471,0.6,0.808631494057763,True,True,True
15-75567,19-105083,cpv_only,3,0.7708850521667894,1.0,0.7152869031975471,0.6,0.808631494057763,True,True,True
15-75567,19-105083,duration_only,0,0.7708850521667894,1.0,0.7152869031975471,0.6,0.808631494057763,True,True,True
15-75567,19-105083,duration_only,1,0.7708850521667894,1.0,0.7152869031975471,0.6,0.808631494057763,True,True,True
15-75567,19-105083,duration_only,2,0.7708850521667894,1.0,0.7152869031975471,0.6,0.808631494057763,True,True,True
15-75567,19-105083,duration_only,3,0.7708850521667894,1.0,0.7152869031975471,0.6,0.808631494057763,True,True,True
15-75567,19-105083,combined,0,0.7708850521667894,1.0,0.7152869031975471,0.6,0.808631494057763,True,True,True
15-75567,19-105083,combined,1,0.907244123567752,1.0,0.7152869031975471,0.6,0.8563571690481,True,True,True
15-75567,19-105083,combined,2,0.800927189483789,1.0,0.7152869031975471,0.6,0.819146242118713,True,True,True
15-75567,19-105083,combined,3,0.3243696176576133,1.0,0.7152869031975471,0.6,0.6523510919795514,True,True,True
15-86342,16-63741,text_only,0,0.22617571440673212,1.0,0.7426631625054753,0.6,0.6248272906687251,True,True,True
15-86342,16-63741,text_only,1,0.2410010643365708,1.0,0.7426631625054753,0.6,0.6300161631441685,True,True,True
15-86342,16-63741,text_only,2,0.2523827059267355,1.0,0.7426631625054753,0.6,0.6339997377007263,True,True,True
15-86342,16-63741,text_only,3,0.34624264326820586,1.0,0.7426631625054753,0.6,0.6668507157702408,True,True,True
15-86342,16-63741,cpv_only,0,0.22617571440673212,1.0,0.7426631625054753,0.6,0.6248272906687251,True,True,True
15-86342,16-63741,cpv_only,1,0.22617571440673212,1.0,0.7426631625054753,0.6,0.6248272906687251,True,True,True
15-86342,16-63741,cpv_only,2,0.22617571440673212,1.0,0.7426631625054753,0.6,0.6248272906687251,True,True,True
15-86342,16-63741,cpv_only,3,0.22617571440673212,0.2,0.7426631625054753,0.6,0.38482729066872506,True,True,True
15-86342,16-63741,duration_only,0,0.22617571440673212,1.0,0.7426631625054753,0.6,0.6248272906687251,True,True,True
15-86342,16-63741,duration_only,1,0.22617571440673212,1.0,0.7426631625054753,0.6,0.6248272906687251,True,True,True
15-86342,16-63741,duration_only,2,0.22617571440673212,1.0,0.0,0.6,0.4391615000423562,True,True,True
15-86342,16-63741,duration_only,3,0.22617571440673212,1.0,0.7426631625054753,0.6,0.6248272906687251,True,True,True
15-86342,16-63741,combined,0,0.22617571440673212,1.0,0.7426631625054753,0.6,0.6248272906687251,True,True,True
15-86342,16-63741,combined,1,0.2410010643365708,1.0,0.7426631625054753,0.6,0.6300161631441685,True,True,True
15-86342,16-63741,combined,2,0.2523827059267355,1.0,0.0,0.6,0.4483339470743574,True,True,True
15-86342,16-63741,combined,3,0.34624264326820586,0.2,0.7426631625054753,0.6,0.42685071577024086,True,True,True
15-89263,19-75795,text_only,0,0.18730787989077852,0.4,0.6222076215505914,0.6,0.40110966334942033,True,True,True
15-89263,19-75795,text_only,1,0.06531780085183198,0.4,0.6222076215505914,0.6,0.35841313568578903,True,True,True
15-89263,19-75795,text_only,2,0.0,0.4,0.6222076215505914,0.6,0.33555190538764784,True,True,True
15-89263,19-75795,text_only,3,0.0,0.4,0.6222076215505914,0.6,0.33555190538764784,True,True,True
15-89263,19-75795,cpv_only,0,0.18730787989077852,0.4,0.6222076215505914,0.6,0.40110966334942033,True,True,True
15-89263,19-75795,cpv_only,1,0.18730787989077852,0.4,0.6222076215505914,0.6,0.40110966334942033,True,True,True
15-89263,19-75795,cpv_only,2,0.18730787989077852,0.4,0.6222076215505914,0.6,0.40110966334942033,True,True,True
15-89263,19-75795,cpv_only,3,0.18730787989077852,0.2,0.6222076215505914,0.6,0.34110966334942033,True,True,True
15-89263,19-75795,duration_only,0,0.18730787989077852,0.4,0.6222076215505914,0.6,0.40110966334942033,True,True,True
15-89263,19-75795,duration_only,1,0.18730787989077852,0.4,0.6222076215505914,0.6,0.40110966334942033,True,True,True
15-89263,19-75795,duration_only,2,0.18730787989077852,0.4,0.6222076215505914,0.6,0.40110966334942033,True,True,True
15-89263,19-75795,duration_only,3,0.18730787989077852,0.4,0.6222076215505914,0.6,0.40110966334942033,True,True,True
15-89263,19-75795,combined,0,0.18730787989077852,0.4,0.6222076215505914,0.6,0.40110966334942033,True,True,True
15-89263,19-75795,combined,1,0.06531780085183198,0.4,0.6222076215505914,0.6,0.35841313568578903,True,True,True
15-89263,19-75795,combined,2,0.0,0.4,0.6222076215505914,0.6,0.33555190538764784,True,True,True
15-89263,19-75795,combined,3,0.0,0.2,0.6222076215505914,0.6,0.27555190538764784,True,False,False
