notice_id,publication_date,buyer_name_raw,buyer_name_normalized,buyer_key,buyer_key_type,buyer_identity_source,buyer_identity_confidence,enrichment_join_status,department_key
16-163402,2016-11-10,Essarts en Bocage,essarts en bocage,NAME:essarts en bocage,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
16-172610,2016-11-30,Conseil général de la Vendée,conseil general de la vendee,NAME:conseil general de la vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
16-184750,2016-12-28,ARAFER,arafer,NAME:arafer,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72;75
16-173853,2016-12-02,commune de Le Pellerin,commune de le pellerin,NAME:commune de le pellerin,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
16-180684,2016-12-16,FONDAT REGION OUEST LIGUE CANCER,fondat region ouest ligue cancer,NAME:fondat region ouest ligue cancer,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,22;29;35;44
16-184522,2016-12-23,SDEGM,sdegm,NAME:sdegm,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49;53;72
16-183509,2016-12-23,CCRLA,ccrla,NAME:ccrla,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
16-173647,2016-12-04,CAF de la Somme,caf de la somme,NAME:caf de la somme,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,31;33;72;80;93
16-172095,2016-12-02,CARENE,carene,NAME:carene,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
16-177041,2016-12-09,CENTRE HOSPITALIER LE FAOUET,centre hospitalier le faouet,NAME:centre hospitalier le faouet,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,22;29;35;44;56
17-3293,2017-01-09,O.P.H LE MANS HABITAT,o p h le mans habitat,NAME:o p h le mans habitat,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72
17-8592,2017-01-18,Communauté de Communes de Grand Lieu,communaute de communes de grand lieu,NAME:communaute de communes de grand lieu,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-2217,2017-01-05,CARENE,carene,NAME:carene,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-13004,2017-01-26,Centre Hospitalier de Cholet,centre hospitalier de cholet,NAME:centre hospitalier de cholet,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-14505,2017-01-31,Ville de Laval,ville de laval,NAME:ville de laval,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,53
17-1971,2017-01-06,MAINE LOIRE HABITAT OFFICE PUB HABITAT,maine loire habitat office pub habitat,NAME:maine loire habitat office pub habitat,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-14103,2017-01-30,GIE des EPL de Vendée,gie des epl de vendee,NAME:gie des epl de vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
17-13461,2017-01-29,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-15162,2017-01-31,ARAFER,arafer,NAME:arafer,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72;75
17-3608,2017-01-09,GRETA LOIRE ATLANTIQUE,greta loire atlantique,NAME:greta loire atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-3197,2017-01-10,Ville de Nantes,ville de nantes,NAME:ville de nantes,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-12394,2017-01-26,SDEGM,sdegm,NAME:sdegm,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49;53;72
17-9629,2017-01-20,CARENE,carene,NAME:carene,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-4904,2017-01-11,IPHV LES HAUTS THEBAUDIERES,iphv les hauts thebaudieres,NAME:iphv les hauts thebaudieres,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-6000,2017-01-13,Ville de Saumur,ville de saumur,NAME:ville de saumur,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-14320,2017-02-01,Agence Régionale Pays de la Loire TI,agence regionale pays de la loire ti,NAME:agence regionale pays de la loire ti,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-10967,2017-02-09,CENTRE HOSPITALIER PAUL CHAPRON,centre hospitalier paul chapron,NAME:centre hospitalier paul chapron,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72
17-25253,2017-02-21,Le Grand T - Théâtre Loire-Atlantique,le grand t - theatre loire-atlantique,NAME:le grand t - theatre loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-22310,2017-02-14,"ministère budget, comptes publics",ministere budget comptes publics,NAME:ministere budget comptes publics,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-15684,2017-02-03,Commune de Saint-Nazaire,commune de saint-nazaire,NAME:commune de saint-nazaire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-17888,2017-02-06,Centre hospitalier de Saumur,centre hospitalier de saumur,NAME:centre hospitalier de saumur,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-20854,2017-02-10,INSTITUT 4.10,institut 4 10,NAME:institut 4 10,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;75
17-26666,2017-02-25,Vendée Expansion,vendee expansion,NAME:vendee expansion,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
17-23085,2017-02-16,Communauté de Communes de Grand Lieu,communaute de communes de grand lieu,NAME:communaute de communes de grand lieu,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-18523,2017-02-11,Ville de Nantes,ville de nantes,NAME:ville de nantes,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-19635,2017-02-11,Mairie du croisic,mairie du croisic,NAME:mairie du croisic,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-21659,2017-02-14,GIE des EPL de Vendée,gie des epl de vendee,NAME:gie des epl de vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
17-21818,2017-02-14,CENTRE HOSPITALIER PAUL CHAPRON,centre hospitalier paul chapron,NAME:centre hospitalier paul chapron,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72
17-38998,2017-03-23,DIRISI,dirisi,NAME:dirisi,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,28;29;35;45;53;75;77;78;92
17-43993,2017-03-30,GIP Vendée Numérique,gip vendee numerique,NAME:gip vendee numerique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
17-37269,2017-03-17,Etablissement Français du Sang,etablissement francais du sang,NAME:etablissement francais du sang,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-39457,2017-03-23,DIR INTERDEPARTEMENTALE ROUTES OUEST,dir interdepartementale routes ouest,NAME:dir interdepartementale routes ouest,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,22;29;35;44;49;53;56
17-29415,2017-03-03,Conseil départemental Loire-Atlantique,conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-32213,2017-03-09,Ville de Nantes,ville de nantes,NAME:ville de nantes,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-38078,2017-03-17,Etablissement Français du Sang,etablissement francais du sang,NAME:etablissement francais du sang,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-39998,2017-03-27,Commune de Saint-Nazaire,commune de saint-nazaire,NAME:commune de saint-nazaire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-31411,2017-03-06,Saint Barthélemy d'Anjou,saint barthelemy d anjou,NAME:saint barthelemy d anjou,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-34018,2017-03-10,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;49
17-36725,2017-03-16,SI ENERGIES DE MAINE ET LOIRE,si energies de maine et loire,NAME:si energies de maine et loire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-54834,2017-04-22,Commune de Saint-Nazaire,commune de saint-nazaire,NAME:commune de saint-nazaire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-51018,2017-04-11,MONTREVAULT-SUR-ÈVRE,montrevault-sur-evre,NAME:montrevault-sur-evre,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-49707,2017-04-07,Ville d'Angers,ville d angers,NAME:ville d angers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-53947,2017-04-18,Cté cnes du Pays de Château de Gontier,cte cnes du pays de chateau de gontier,NAME:cte cnes du pays de chateau de gontier,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,53
17-47467,2017-04-18,Société Loire Atlantique Développement,societe loire atlantique developpement,NAME:societe loire atlantique developpement,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-51157,2017-04-18,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-58214,2017-04-30,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-53291,2017-04-14,Rectorat de l'Académie de Nantes,rectorat de l academie de nantes,NAME:rectorat de l academie de nantes,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-55087,2017-04-21,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-46886,2017-04-06,Agence Régionale Pays de la Loire TI,agence regionale pays de la loire ti,NAME:agence regionale pays de la loire ti,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-58059,2017-04-26,EPSM de la Sarthe,epsm de la sarthe,NAME:epsm de la sarthe,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72
17-4453,2017-04-13,SM Mégalis,sm megalis,NAME:sm megalis,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;49;53;72;85
17-56720,2017-04-26,GCS eSanté Pays de la Loire,gcs esante pays de la loire,NAME:gcs esante pays de la loire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-50845,2017-04-11,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-48519,2017-04-09,CARENE,carene,NAME:carene,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-58113,2017-04-28,ARAFER,arafer,NAME:arafer,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72;75
17-59442,2017-05-19,ADEME,ademe,NAME:ademe,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;49;72;75;92
17-75830,2017-05-31,ville de Coulaines,ville de coulaines,NAME:ville de coulaines,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72
17-65753,2017-05-11,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-75186,2017-05-30,Commune de La Baule,commune de la baule,NAME:commune de la baule,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-53540,2017-05-05,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-66272,2017-05-14,Ministère des Affaires étrangères,ministere des affaires etrangeres,NAME:ministere des affaires etrangeres,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;75
17-61199,2017-05-04,Vendée Expansion,vendee expansion,NAME:vendee expansion,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
17-56105,2017-05-07,Centre Hospitalier de Saint-Nazaire,centre hospitalier de saint-nazaire,NAME:centre hospitalier de saint-nazaire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-68883,2017-05-19,ARAFER,arafer,NAME:arafer,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72;75
17-73536,2017-05-26,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-60627,2017-05-02,CARSAT NORD EST,carsat nord est,NAME:carsat nord est,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,53
17-69597,2017-05-18,SGAMI OUEST BZAMP,sgami ouest bzamp,NAME:sgami ouest bzamp,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,53
17-71852,2017-05-24,SDIS 49,sdis 49,NAME:sdis 49,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-72792,2017-05-25,Institut Régional Administration Lyon,institut regional administration lyon,NAME:institut regional administration lyon,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;57;59;69;75
17-71305,2017-05-22,SMICTOM DES PAYS DE VILAINE,smictom des pays de vilaine,NAME:smictom des pays de vilaine,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,35;44;56
17-69293,2017-05-17,préfet de la région Pays de la Loire,prefet de la region pays de la loire,NAME:prefet de la region pays de la loire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;49;53;72;85
17-73357,2017-05-26,Syndicat Départemental d'Energie,syndicat departemental d energie,NAME:syndicat departemental d energie,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
17-72992,2017-05-27,Groupe d'étude et de contrôle des vari,groupe d etude et de controle des vari,NAME:groupe d etude et de controle des vari,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-65610,2017-05-11,CESAME - CH de Sainte Gemmes sur Loire,cesame - ch de sainte gemmes sur loire,NAME:cesame - ch de sainte gemmes sur loire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-75817,2017-05-31,COMMUNE DE CHEMILLE EN ANJOU,commune de chemille en anjou,NAME:commune de chemille en anjou,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-73511,2017-05-24,Voies navigables de France,voies navigables de france,NAME:voies navigables de france,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;49
17-79002,2017-06-07,LYCEE POLYVALENT LEONARD DE VINCI,lycee polyvalent leonard de vinci,NAME:lycee polyvalent leonard de vinci,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
17-80380,2017-06-14,MAINE LOIRE HABITAT OFFICE PUB HABITAT,maine loire habitat office pub habitat,NAME:maine loire habitat office pub habitat,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-68155,2017-06-02,POLE METROPOLITAIN LOIRE-BRETAGNE,pole metropolitain loire-bretagne,NAME:pole metropolitain loire-bretagne,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,29;35;44;49;75
17-80193,2017-06-08,EPCC ESBANM,epcc esbanm,NAME:epcc esbanm,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-81541,2017-06-12,Voies navigables de France,voies navigables de france,NAME:voies navigables de france,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-88925,2017-06-25,Université de La Rochelle,universite de la rochelle,NAME:universite de la rochelle,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,17;44;75;79;85
17-76729,2017-06-01,DIR INTERREGIONALE SCES PENITENTIAIRES,dir interregionale sces penitentiaires,NAME:dir interregionale sces penitentiaires,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,35;49
17-92310,2017-06-29,INSTITUT 4.10,institut 4 10,NAME:institut 4 10,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;69;75
17-68985,2017-06-07,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-82869,2017-06-14,Ville de Sablé sur Sarthe,ville de sable sur sarthe,NAME:ville de sable sur sarthe,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72
17-77744,2017-06-02,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-88463,2017-06-25,CESAME - CH de Sainte Gemmes sur Loire,cesame - ch de sainte gemmes sur loire,NAME:cesame - ch de sainte gemmes sur loire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-78663,2017-06-06,Les Quinconces l'Espal,les quinconces l espal,NAME:les quinconces l espal,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72
17-82173,2017-06-13,Ville de Sablé sur Sarthe,ville de sable sur sarthe,NAME:ville de sable sur sarthe,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72
17-90424,2017-06-27,Régie Dépt Passages d'Eau de Vendée,regie dept passages d eau de vendee,NAME:regie dept passages d eau de vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
17-76396,2017-06-03,Centre Hospitalier du Nord Mayenne,centre hospitalier du nord mayenne,NAME:centre hospitalier du nord mayenne,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,53
17-76616,2017-06-03,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-80641,2017-06-09,Ville d'Arnage,ville d arnage,NAME:ville d arnage,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72
17-80194,2017-06-08,Conseil départemental Loire-Atlantique,conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-83585,2017-06-15,MONTREVAULT-SUR-ÈVRE,montrevault-sur-evre,NAME:montrevault-sur-evre,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-106009,2017-07-26,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-102741,2017-07-18,CENTRE HOSPITALIER PAUL CHAPRON,centre hospitalier paul chapron,NAME:centre hospitalier paul chapron,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72
17-109228,2017-07-28,Communauté de Communes de Grand Lieu,communaute de communes de grand lieu,NAME:communaute de communes de grand lieu,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-103816,2017-07-21,DIRISI,dirisi,NAME:dirisi,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,22;29;35;49;56;69;75;92;94
17-96902,2017-07-13,Commune de Saint-Nazaire,commune de saint-nazaire,NAME:commune de saint-nazaire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-104238,2017-07-20,Conseil départemental Loire-Atlantique,conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-100105,2017-07-20,Commune de Saint-Nazaire,commune de saint-nazaire,NAME:commune de saint-nazaire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-106054,2017-07-26,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-102568,2017-07-21,CARENE,carene,NAME:carene,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-103062,2017-07-20,Université du Maine,universite du maine,NAME:universite du maine,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;49;53;72;85
17-107265,2017-07-26,Conseil départemental Loire-Atlantique,conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-91935,2017-07-01,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-94724,2017-07-09,Commune de Saint-Nazaire,commune de saint-nazaire,NAME:commune de saint-nazaire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-105440,2017-07-23,Conseil départemental Loire-Atlantique,conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-102214,2017-07-17,ASSOC OFFICE TOURISME INTERCOMMUNAL PA,assoc office tourisme intercommunal pa,NAME:assoc office tourisme intercommunal pa,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,13;38;44;75;83
17-114694,2017-08-11,HOP INTERCOMMUNAL DU BAUGEOIS ET VAL,hop intercommunal du baugeois et val,NAME:hop intercommunal du baugeois et val,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-109941,2017-08-02,Commune de Saint-Nazaire,commune de saint-nazaire,NAME:commune de saint-nazaire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-117075,2017-08-17,SYNDICAT MIXTE POUR LE DVLPT NUMERIQUE,syndicat mixte pour le dvlpt numerique,NAME:syndicat mixte pour le dvlpt numerique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72
17-117298,2017-08-18,INSTITUT 4.10,institut 4 10,NAME:institut 4 10,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;69;75
17-115928,2017-08-25,ADEME,ademe,NAME:ademe,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
17-121705,2017-08-29,Commune de Saint Jean de Monts,commune de saint jean de monts,NAME:commune de saint jean de monts,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;49;53;72;85
17-103068,2017-08-10,COMMUNAUTE D AGGLOMERATION LA ROCHELLE,communaute d agglomeration la rochelle,NAME:communaute d agglomeration la rochelle,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,16;17;33;85
17-118982,2017-08-23,Ville de Sablé sur Sarthe,ville de sable sur sarthe,NAME:ville de sable sur sarthe,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72
17-114542,2017-08-09,Commune de Saint Jean de Monts,commune de saint jean de monts,NAME:commune de saint jean de monts,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;49;53;72;85
17-119142,2017-08-23,Préfecture,prefecture,NAME:prefecture,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;75
17-120545,2017-08-27,e-Collectivités Vendée,e-collectivites vendee,NAME:e-collectivites vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
17-111330,2017-08-11,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-129931,2017-09-17,CMAR Pays de La Loire,cmar pays de la loire,NAME:cmar pays de la loire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-136551,2017-09-30,DIR INTERDEPARTEMENTALE ROUTES OUEST,dir interdepartementale routes ouest,NAME:dir interdepartementale routes ouest,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,22;29;35;44;53;56
17-127212,2017-09-08,EPCC CHEMINS DU PATRIMOINE,epcc chemins du patrimoine,NAME:epcc chemins du patrimoine,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,22;29;35;44;56;75;93;94
17-123450,2017-09-03,Conseil départemental Loire-Atlantique,conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-125205,2017-09-05,Conseil général de la Vendée,conseil general de la vendee,NAME:conseil general de la vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
17-130729,2017-09-17,GCS eSanté Pays de la Loire,gcs esante pays de la loire,NAME:gcs esante pays de la loire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-132446,2017-09-20,GRETA LOIRE ATLANTIQUE,greta loire atlantique,NAME:greta loire atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-133179,2017-09-21,syndicat vignoble grand lieu,syndicat vignoble grand lieu,NAME:syndicat vignoble grand lieu,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-134575,2017-09-27,Ministère des Affaires étrangères,ministere des affaires etrangeres,NAME:ministere des affaires etrangeres,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;75
17-128615,2017-09-14,INSERM,inserm,NAME:inserm,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,13;69;70;71;72;73;75;90
17-133782,2017-09-22,Ville de Pornichet,ville de pornichet,NAME:ville de pornichet,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
17-123168,2017-09-01,Conseil départemental Loire-Atlantique,conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
