notice_id,buyer_key,buyer_key_type,publication_date,start_date,estimated_end_date,study_end_date,cpv_division,cpv_category,category_label,is_digital_scope,declared_duration_months,dur_was_imputed,buyer_key_l2,buyer_identity_source,buyer_identity_confidence,event,time_to_event_or_censor_months,linked_candidate_notice_id,composite_score,confidence_tier,buyer_match_mechanism,variant
17-123450,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2017-09-03,2017-09-03,2018-03-03,2026-07-13,48,48822,DIGITAL_ICT,True,6.0,True,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,LOW,0,106.27463863337714,,,,,balanced
17-133233,NAME:ca pornic agglo pays de retz,NAME_FALLBACK,2017-09-21,2017-09-21,2018-03-21,2026-07-13,,,DIGITAL_ICT,True,6.0,True,SIREN:200067346,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,105.6833114323259,,,,,balanced
17-125205,NAME:conseil general de la vendee,NAME_FALLBACK,2017-09-05,2018-02-14,2018-08-14,2026-07-13,72,72212,DIGITAL_ICT,True,6.0,True,NAME:conseil general de la vendee,NAME_FALLBACK,LOW,1,11.793692509855454,18-121895,0.35923375676224106,MEDIUM,M0_NAME_FALLBACK,balanced
17-124586,SIRET:19490970100303,RAW_SIRET,2017-09-07,2017-12-21,2018-06-21,2026-07-13,72,72267,DIGITAL_ICT,True,6.0,True,SIRET:19490970100303,DIRECT_BOAMP_SIRET,HIGH,1,8.804204993429698,18-74252,0.40421037816324734,POTENTIAL,EXACT_SIRET_RECONCILIATION,balanced
17-130729,NAME:gcs esante pays de la loire,NAME_FALLBACK,2017-09-17,2017-09-17,2018-03-17,2026-07-13,48,48814,DIGITAL_ICT,True,6.0,True,NAME:gcs esante pays de la loire,NAME_FALLBACK,LOW,0,105.81471747700394,,,,,balanced
17-132446,NAME:greta loire atlantique,NAME_FALLBACK,2017-09-20,2017-09-20,2018-01-20,2026-07-13,30,30000,DIGITAL_ICT,True,4.0,True,NAME:greta loire atlantique,NAME_FALLBACK,LOW,0,105.7161629434954,,,,,balanced
17-133179,NAME:syndicat vignoble grand lieu,NAME_FALLBACK,2017-09-21,2017-09-21,2018-03-21,2026-07-13,65,65130,DIGITAL_ICT,True,6.0,True,NAME:syndicat vignoble grand lieu,NAME_FALLBACK,LOW,0,105.6833114323259,,,,,balanced
17-134575,NAME:ministere des affaires etrangeres,NAME_FALLBACK,2017-09-27,2018-01-25,2018-07-25,2026-07-13,72,72315,DIGITAL_ICT,True,6.0,True,NAME:ministere des affaires etrangeres,NAME_FALLBACK,LOW,0,105.4862023653088,,,,,balanced
17-128615,NAME:inserm,NAME_FALLBACK,2017-09-14,2017-09-14,2018-03-14,2026-07-13,72,72500,DIGITAL_ICT,True,6.0,True,NAME:inserm,NAME_FALLBACK,LOW,1,2.9894875164257555,17-174282,0.3877772397382483,MEDIUM,M0_NAME_FALLBACK,balanced
17-133782,NAME:ville de pornichet,NAME_FALLBACK,2017-09-22,2017-09-22,2018-03-22,2026-07-13,72,72500,DIGITAL_ICT,True,6.0,True,NAME:ville de pornichet,NAME_FALLBACK,LOW,0,105.65045992115637,,,,,balanced
17-135428,NAME:conseil departemental de la mayenne,NAME_FALLBACK,2017-09-28,2017-09-28,2018-03-28,2026-07-13,72,72211,DIGITAL_ICT,True,6.0,True,SIREN:225300011,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,6.011826544021025,18-43533,0.4553863051077242,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-123168,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2017-09-01,2017-09-01,2018-03-01,2026-07-13,,,DIGITAL_ICT,True,6.0,True,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,LOW,0,106.34034165571616,,,,,balanced
17-131042,NAME:departement de la vendee,NAME_FALLBACK,2017-09-17,2018-01-22,2018-06-22,2026-07-13,92,92512,DIGITAL_ICT,True,5.0,True,SIREN:228500013,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,105.81471747700394,,,,,balanced
17-134974,NAME:ville de bouchemaine,NAME_FALLBACK,2017-09-25,2017-09-25,2018-03-25,2026-07-13,,,DIGITAL_ICT,True,6.0,True,NAME:ville de bouchemaine,NAME_FALLBACK,LOW,1,8.377135348226018,18-73911,0.4234644350065726,MEDIUM,M0_NAME_FALLBACK,balanced
17-135696,NAME:departement de la vendee,NAME_FALLBACK,2017-09-26,2017-12-14,2018-06-14,2026-07-13,72,72315,DIGITAL_ICT,True,6.0,True,SIREN:228500013,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,105.51905387647832,,,,,balanced
17-130980,NAME:e-collectivites vendee,NAME_FALLBACK,2017-09-17,2017-09-17,2018-03-17,2026-07-13,72,72410,DIGITAL_ICT,True,6.0,True,NAME:e-collectivites vendee,NAME_FALLBACK,LOW,0,105.81471747700394,,,,,balanced
17-117419,NAME:dsna,NAME_FALLBACK,2017-09-17,2018-11-22,2019-03-22,2026-07-13,32,32230,DIGITAL_ICT,True,4.0,True,NAME:dsna,NAME_FALLBACK,LOW,0,105.81471747700394,,,,,balanced
17-130002,NAME:conseil departemental de la mayenne,NAME_FALLBACK,2017-09-17,2017-12-09,2018-04-09,2026-07-13,30,30230,DIGITAL_ICT,True,4.0,True,SIREN:225300011,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,105.81471747700394,,,,,balanced
17-140760,SIRET:13001535700010,RAW_SIRET,2017-10-08,2017-10-08,2018-03-08,2026-07-13,35,35113,DIGITAL_ICT,True,5.0,True,SIRET:13001535700010,DIRECT_BOAMP_SIRET,HIGH,0,105.12483574244415,,,,,balanced
17-140948,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2017-10-08,2018-02-01,2018-08-01,2026-07-13,48,48000,DIGITAL_ICT,True,6.0,True,SIREN:234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,8.508541392904073,18-87166,0.5932763870329978,HIGH,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-142028,NAME:universite de nantes,NAME_FALLBACK,2017-10-11,2017-11-22,2018-05-22,2026-07-13,72,72224,DIGITAL_ICT,True,6.0,True,SIREN:130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,3.9750328515111697,18-18602,0.789925597158351,HIGH,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-140377,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2017-10-05,2018-01-11,2018-07-11,2026-07-13,72,72250,DIGITAL_ICT,True,6.0,True,SIREN:234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,8.147174770039422,18-79401,0.5902539408151259,HIGH,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-150835,NAME:gie des epl de vendee,NAME_FALLBACK,2017-10-25,2017-10-25,2018-04-25,2026-07-13,48,48920,DIGITAL_ICT,True,6.0,True,NAME:gie des epl de vendee,NAME_FALLBACK,LOW,1,3.712220762155059,18-21831,0.3431669423310381,MEDIUM,M0_NAME_FALLBACK,balanced
17-147130,NAME:centre hospitalier paul chapron,NAME_FALLBACK,2017-10-18,2017-10-18,2018-02-18,2026-07-13,32,32344,DIGITAL_ICT,True,4.0,True,NAME:centre hospitalier paul chapron,NAME_FALLBACK,LOW,0,104.79632063074901,,,,,balanced
17-144060,NAME:angers loire metropole,NAME_FALLBACK,2017-10-12,2017-10-12,2018-04-12,2026-07-13,,,DIGITAL_ICT,True,6.0,True,SIREN:244900015,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,104.9934296977661,,,,,balanced
17-142035,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2017-10-11,2018-02-01,2018-08-01,2026-07-13,48,48000,DIGITAL_ICT,True,6.0,True,SIREN:234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,8.409986859395532,18-87166,0.5739841683757299,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-152907,NAME:commune de saint jean de monts,NAME_FALLBACK,2017-10-27,2017-12-22,2018-06-22,2026-07-13,,,DIGITAL_ICT,True,6.0,True,NAME:commune de saint jean de monts,NAME_FALLBACK,LOW,0,104.5006570302234,,,,,balanced
17-130666,NAME:ademe,NAME_FALLBACK,2017-10-01,2017-10-01,2018-04-01,2026-07-13,72,72611,DIGITAL_ICT,True,6.0,True,NAME:ademe,NAME_FALLBACK,LOW,1,5.026281208935611,18-28473,0.34903962655759485,POTENTIAL,M0_NAME_FALLBACK,balanced
17-148560,SIRET:24850034000141,RAW_SIRET,2017-10-22,2017-10-22,2018-04-22,2026-07-13,72,72500,DIGITAL_ICT,True,6.0,True,SIRET:24850034000141,DIRECT_BOAMP_SIRET,HIGH,0,104.66491458607096,,,,,balanced
17-79188,NAME:mairie de saint-gilles-croix-de-vie,NAME_FALLBACK,2017-10-03,2017-10-03,2018-02-03,2026-07-13,30,30197,DIGITAL_ICT,True,4.0,True,NAME:mairie de saint-gilles-croix-de-vie,NAME_FALLBACK,LOW,0,105.28909329829172,,,,,balanced
17-151427,NAME:communaute communes pays de redon,NAME_FALLBACK,2017-10-25,2017-10-25,2018-04-25,2026-07-13,48,48000,DIGITAL_ICT,True,6.0,True,NAME:communaute communes pays de redon,NAME_FALLBACK,LOW,0,104.56636005256242,,,,,balanced
17-149350,NAME:ccir pays de la loire,NAME_FALLBACK,2017-10-22,2018-01-28,2018-06-28,2026-07-13,38,38652,DIGITAL_ICT,True,5.0,True,NAME:ccir pays de la loire,NAME_FALLBACK,LOW,0,104.66491458607096,,,,,balanced
17-146735,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,2017-10-17,2017-10-17,2018-04-17,2026-07-13,31,31625,DIGITAL_ICT,True,6.0,True,SIREN:775604853,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,6.241787122207621,18-57746,0.35873441509021387,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-139193,NAME:angers loire metropole,NAME_FALLBACK,2017-10-04,2017-10-04,2018-04-04,2026-07-13,72,72267,DIGITAL_ICT,True,6.0,True,SIREN:244900015,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,1.314060446780552,17-159853,0.42001168005092754,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-142620,NAME:si energies de maine et loire,NAME_FALLBACK,2017-10-10,2017-10-10,2018-03-10,2026-07-13,38,38221,DIGITAL_ICT,True,5.0,True,NAME:si energies de maine et loire,NAME_FALLBACK,LOW,0,105.05913272010513,,,,,balanced
17-138140,NAME:commune de la baule,NAME_FALLBACK,2017-10-04,2018-01-13,2018-05-13,2026-07-13,32,32424,DIGITAL_ICT,True,4.0,True,NAME:commune de la baule,NAME_FALLBACK,LOW,0,105.2562417871222,,,,,balanced
17-144102,NAME:universite de nantes,NAME_FALLBACK,2017-10-14,2018-02-14,2018-07-14,2026-07-13,35,35113,DIGITAL_ICT,True,5.0,True,SIREN:130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,3.3180026281208934,18-10415,0.3895641699518178,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-143241,NAME:nantes metropole,NAME_FALLBACK,2017-10-15,2018-10-04,2019-04-04,2026-07-13,48,48000,DIGITAL_ICT,True,6.0,True,NAME:nantes metropole,NAME_FALLBACK,LOW,1,18.725361366622863,19-67059,0.6109335521127448,POTENTIAL,M0_NAME_FALLBACK,balanced
17-152746,NAME:ctre hosp universitaire angers,NAME_FALLBACK,2017-10-29,2017-12-15,2018-06-15,2026-07-13,48,48000,DIGITAL_ICT,True,6.0,True,NAME:ctre hosp universitaire angers,NAME_FALLBACK,LOW,0,104.43495400788436,,,,,balanced
17-143219,NAME:nantes metropole,NAME_FALLBACK,2017-10-11,2017-10-11,2018-04-11,2026-07-13,,,DIGITAL_ICT,True,6.0,True,NAME:nantes metropole,NAME_FALLBACK,LOW,1,6.340341655716163,18-53804,0.4214105472283783,MEDIUM,M0_NAME_FALLBACK,balanced
17-144482,NAME:centre hospitalier f robert,NAME_FALLBACK,2017-10-13,2017-10-13,2018-04-13,2026-07-13,,,DIGITAL_ICT,True,6.0,True,NAME:centre hospitalier f robert,NAME_FALLBACK,LOW,0,104.96057818659658,,,,,balanced
17-161600,NAME:rectorat de l academie de nantes,NAME_FALLBACK,2017-11-15,2017-11-15,2018-05-15,2026-07-13,,,DIGITAL_ICT,True,6.0,True,NAME:rectorat de l academie de nantes,NAME_FALLBACK,LOW,0,103.87647831800263,,,,,balanced
17-157486,NAME:departement de la sarthe,NAME_FALLBACK,2017-11-08,2017-11-08,2018-05-08,2026-07-13,72,72268,DIGITAL_ICT,True,6.0,True,SIREN:227200029,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,5.551905387647832,18-58630,0.4939727626096989,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-162866,NAME:s m a e p de la region mancelle,NAME_FALLBACK,2017-11-17,2017-11-17,2018-05-17,2026-07-13,48,48444,DIGITAL_ICT,True,6.0,True,NAME:s m a e p de la region mancelle,NAME_FALLBACK,LOW,0,103.8107752956636,,,,,balanced
17-161606,NAME:carene,NAME_FALLBACK,2017-11-23,2017-11-23,2018-03-23,2026-07-13,32,32321,DIGITAL_ICT,True,4.0,True,NAME:carene,NAME_FALLBACK,LOW,1,5.091984231274639,18-55179,0.3657398897453752,MEDIUM,M0_NAME_FALLBACK,balanced
17-166932,NAME:casier judiciaire national,NAME_FALLBACK,2017-11-27,2017-11-27,2018-03-27,2026-07-13,32,32543,DIGITAL_ICT,True,4.0,True,SIREN:120010020,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,103.48226018396846,,,,,balanced
17-167643,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2017-11-28,2017-11-28,2018-03-28,2026-07-13,32,32321,DIGITAL_ICT,True,4.0,True,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,LOW,0,103.44940867279895,,,,,balanced
17-168958,NAME:departement de la vendee,NAME_FALLBACK,2017-11-30,2018-04-27,2018-10-27,2026-07-13,72,72212,DIGITAL_ICT,True,6.0,True,SIREN:228500013,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,9.85545335085414,18-133090,0.40256679807271134,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-155889,NAME:institut mines-telecom atlantique,NAME_FALLBACK,2017-11-05,2018-02-28,2018-06-28,2026-07-13,32,32232,DIGITAL_ICT,True,4.0,True,SIREN:180092025,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,104.20499342969777,,,,,balanced
17-159373,NAME:chu de nantes,NAME_FALLBACK,2017-11-12,2018-04-14,2018-10-14,2026-07-13,72,72267,DIGITAL_ICT,True,6.0,True,SIREN:264400136,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,9.559789750328514,18-121819,0.6706038895704176,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-165149,NAME:oniris,NAME_FALLBACK,2017-11-25,2017-11-25,2018-05-25,2026-07-13,72,72212,DIGITAL_ICT,True,6.0,True,SIREN:130008535,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,103.54796320630749,,,,,balanced
17-155110,NAME:commune de nantes,NAME_FALLBACK,2017-11-03,2017-11-03,2018-05-03,2026-07-13,,,DIGITAL_ICT,True,6.0,True,SIREN:214401093,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,11.366622864651774,18-141270,0.44966593183718745,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-162755,NAME:la cite des congres de nantes,NAME_FALLBACK,2017-11-17,2017-11-17,2018-05-17,2026-07-13,72,72315,DIGITAL_ICT,True,6.0,True,SIREN:381053768,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,5.321944809461235,18-58840,0.4004148593664542,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-168569,NAME:nantes metropole,NAME_FALLBACK,2017-11-29,2017-11-29,2018-05-29,2026-07-13,72,72320,DIGITAL_ICT,True,6.0,True,NAME:nantes metropole,NAME_FALLBACK,LOW,1,5.650459921156373,18-66863,0.37239206564788907,POTENTIAL,M0_NAME_FALLBACK,balanced
17-156571,NAME:mairie de saint-viaud,NAME_FALLBACK,2017-11-06,2017-11-06,2018-11-06,2026-07-13,45,45000,DIGITAL_ICT,True,12.0,True,NAME:mairie de saint-viaud,NAME_FALLBACK,LOW,0,104.17214191852825,,,,,balanced
17-158731,NAME:departement de la vendee,NAME_FALLBACK,2017-11-09,2018-03-09,2018-09-09,2026-07-13,72,72220,DIGITAL_ICT,True,6.0,True,SIREN:228500013,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,10.54533508541393,18-133090,0.425990795504881,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-159853,NAME:angers loire metropole,NAME_FALLBACK,2017-11-13,2017-11-13,2018-05-13,2026-07-13,72,72267,DIGITAL_ICT,True,6.0,True,SIREN:244900015,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,8.245729303547963,18-101099,0.3516755650998907,POTENTIAL,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-167707,NAME:nantes metropole,NAME_FALLBACK,2017-11-28,2017-11-28,2018-05-28,2026-07-13,48,48000,DIGITAL_ICT,True,6.0,True,NAME:nantes metropole,NAME_FALLBACK,LOW,1,7.030223390275952,18-90097,0.6120808166147511,POTENTIAL,M0_NAME_FALLBACK,balanced
17-158224,NAME:nantes metropole,NAME_FALLBACK,2017-11-12,2018-05-20,2018-11-20,2026-07-13,48,48000,DIGITAL_ICT,True,6.0,True,NAME:nantes metropole,NAME_FALLBACK,LOW,1,16.918528252299605,19-55110,0.5797318441523613,HIGH,M0_NAME_FALLBACK,balanced
17-165815,NAME:dreal bretagne,NAME_FALLBACK,2017-11-25,2018-06-28,2018-12-28,2026-07-13,48,48000,DIGITAL_ICT,True,6.0,True,NAME:dreal bretagne,NAME_FALLBACK,LOW,0,103.54796320630749,,,,,balanced
17-160290,NAME:universite de nantes,NAME_FALLBACK,2017-11-13,2018-01-22,2018-06-22,2026-07-13,38,38430,DIGITAL_ICT,True,5.0,True,SIREN:130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,103.94218134034166,,,,,balanced
17-161917,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2017-11-18,2017-11-18,2018-05-18,2026-07-13,72,72611,DIGITAL_ICT,True,6.0,True,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,LOW,1,6.800262812089356,18-80158,0.42396927180358635,POTENTIAL,M0_NAME_FALLBACK,balanced
17-163707,NAME:gie sesam vitale,NAME_FALLBACK,2017-11-22,2017-11-22,2018-05-22,2026-07-13,72,72910,DIGITAL_ICT,True,6.0,True,SIREN:391722881,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,103.64651773981603,,,,,balanced
17-164463,NAME:commune de saint-nazaire,NAME_FALLBACK,2017-11-24,2017-11-24,2018-05-24,2026-07-13,,,DIGITAL_ICT,True,6.0,True,NAME:commune de saint-nazaire,NAME_FALLBACK,LOW,0,103.580814717477,,,,,balanced
17-161006,NAME:angers loire metropole,NAME_FALLBACK,2017-11-19,2018-12-21,2019-06-21,2026-07-13,48,48311,DIGITAL_ICT,True,6.0,True,SIREN:244900015,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,103.74507227332457,,,,,balanced
17-165817,NAME:dreal bretagne,NAME_FALLBACK,2017-11-25,2018-05-30,2018-11-30,2026-07-13,48,48000,DIGITAL_ICT,True,6.0,True,NAME:dreal bretagne,NAME_FALLBACK,LOW,0,103.54796320630749,,,,,balanced
17-156331,NAME:commune de saint-nazaire,NAME_FALLBACK,2017-11-07,2017-11-07,2018-05-07,2026-07-13,,,DIGITAL_ICT,True,6.0,True,NAME:commune de saint-nazaire,NAME_FALLBACK,LOW,1,4.402102496714849,18-38591,0.3549306813881656,POTENTIAL,M0_NAME_FALLBACK,balanced
17-173975,SIRET:23440003400026,RAW_SIRET,2017-12-13,2018-07-01,2019-01-01,2026-07-13,48,48000,DIGITAL_ICT,True,6.0,True,SIRET:23440003400026,DIRECT_BOAMP_SIRET,HIGH,1,15.867279894875164,19-56150,0.49698512044519366,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-172986,NAME:ville de sable sur sarthe,NAME_FALLBACK,2017-12-08,2017-12-08,2018-06-08,2026-07-13,,,DIGITAL_ICT,True,6.0,True,NAME:ville de sable sur sarthe,NAME_FALLBACK,LOW,1,1.281208935611038,18-6802,0.4898812196522246,MEDIUM,M0_NAME_FALLBACK,balanced
17-181054,NAME:cte de communes de la region de blain,NAME_FALLBACK,2017-12-22,2017-12-22,2018-04-22,2026-07-13,50,50312,DIGITAL_ICT,True,4.0,True,NAME:cte de communes de la region de blain,NAME_FALLBACK,LOW,0,102.66097240473061,,,,,balanced
17-129614,NAME:nantes metropole,NAME_FALLBACK,2017-12-21,2017-12-21,2018-06-21,2026-07-13,72,72250,DIGITAL_ICT,True,6.0,True,NAME:nantes metropole,NAME_FALLBACK,LOW,1,4.434954007884363,18-61655,0.5791148617395561,HIGH,M0_NAME_FALLBACK,balanced
17-170649,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,2017-12-04,2017-12-04,2018-06-04,2026-07-13,,,DIGITAL_ICT,True,6.0,True,SIREN:775604853,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,103.25229960578187,,,,,balanced
17-172862,NAME:alter public,NAME_FALLBACK,2017-12-08,2017-12-08,2018-06-08,2026-07-13,72,72212,DIGITAL_ICT,True,6.0,True,NAME:alter public,NAME_FALLBACK,LOW,0,103.12089356110381,,,,,balanced
17-176420,NAME:angers loire metropole,NAME_FALLBACK,2017-12-15,2017-12-15,2018-05-15,2026-07-13,35,35125,DIGITAL_ICT,True,5.0,True,SIREN:244900015,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,102.89093298291722,,,,,balanced
17-170059,SIRET:18440135400057,RAW_SIRET,2017-12-03,2018-02-28,2018-06-28,2026-07-13,50,50312,DIGITAL_ICT,True,4.0,True,SIRET:18440135400057,DIRECT_BOAMP_SIRET,HIGH,0,103.28515111695138,,,,,balanced
17-176560,NAME:sdis de la mayenne,NAME_FALLBACK,2017-12-17,2018-03-29,2018-08-29,2026-07-13,35,35111,DIGITAL_ICT,True,5.0,True,SIREN:285300018,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,102.82522996057818,,,,,balanced
17-171316,SIRET:23440003400026,RAW_SIRET,2017-12-07,2018-05-02,2018-11-02,2026-07-13,72,72250,DIGITAL_ICT,True,6.0,True,SIRET:23440003400026,DIRECT_BOAMP_SIRET,HIGH,1,10.64388961892247,18-150422,0.4742670636405082,POTENTIAL,EXACT_SIRET_RECONCILIATION,balanced
17-181551,NAME:departement de la sarthe,NAME_FALLBACK,2017-12-22,2017-12-22,2018-05-22,2026-07-13,35,35100,DIGITAL_ICT,True,5.0,True,SIREN:227200029,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,10.28252299605782,18-152399,0.4218219555217622,MEDIUM,HISTORICAL_ALIAS_RECONCILIATION,balanced
17-170763,NAME:ville de la roche sur yon,NAME_FALLBACK,2017-12-04,2017-12-04,2018-06-04,2026-07-13,,,DIGITAL_ICT,True,6.0,True,NAME:ville de la roche sur yon,NAME_FALLBACK,LOW,1,6.340341655716163,18-82638,0.4202269199281036,MEDIUM,M0_NAME_FALLBACK,balanced
17-175897,NAME:conseil departemental de la mayenne,NAME_FALLBACK,2017-12-15,2017-12-15,2018-06-15,2026-07-13,,,DIGITAL_ICT,True,6.0,True,SIREN:225300011,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,102.89093298291722,,,,,balanced
17-177418,NAME:commune de saint-nazaire,NAME_FALLBACK,2017-12-20,2017-12-20,2018-04-20,2026-07-13,32,32323,DIGITAL_ICT,True,4.0,True,NAME:commune de saint-nazaire,NAME_FALLBACK,LOW,0,102.72667542706965,,,,,balanced
17-179112,NAME:nantes metropole,NAME_FALLBACK,2017-12-22,2017-12-22,2018-06-22,2026-07-13,72,72000,DIGITAL_ICT,True,6.0,True,NAME:nantes metropole,NAME_FALLBACK,LOW,1,2.3324572930354797,18-28651,0.4626150843781847,POTENTIAL,M0_NAME_FALLBACK,balanced
17-174282,NAME:inserm,NAME_FALLBACK,2017-12-14,2017-12-14,2018-04-14,2026-07-13,50,50312,DIGITAL_ICT,True,4.0,True,NAME:inserm,NAME_FALLBACK,LOW,0,102.92378449408673,,,,,balanced
17-174760,NAME:sdis 44,NAME_FALLBACK,2017-12-14,2018-07-26,2018-12-26,2026-07-13,35,35110,DIGITAL_ICT,True,5.0,True,SIREN:284400017,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,1,9.461235216819974,18-134465,0.37472500673052994,MEDIUM,M0_NAME_FALLBACK,balanced
17-173663,NAME:nantes metropole,NAME_FALLBACK,2017-12-16,2017-12-16,2018-06-16,2026-07-13,48,48000,DIGITAL_ICT,True,6.0,True,NAME:nantes metropole,NAME_FALLBACK,LOW,1,6.438896189224704,18-90097,0.9408366184844501,HIGH,M0_NAME_FALLBACK,balanced
17-172856,NAME:mairie de saint-viaud,NAME_FALLBACK,2017-12-08,2017-12-08,2018-12-08,2026-07-13,45,45000,DIGITAL_ICT,True,12.0,True,NAME:mairie de saint-viaud,NAME_FALLBACK,LOW,0,103.12089356110381,,,,,balanced
17-178366,NAME:angers loire developpement,NAME_FALLBACK,2017-12-19,2017-12-19,2018-06-19,2026-07-13,,,DIGITAL_ICT,True,6.0,True,NAME:angers loire developpement,NAME_FALLBACK,LOW,0,102.75952693823916,,,,,balanced
17-178496,NAME:commune de saint-nazaire,NAME_FALLBACK,2017-12-21,2017-12-21,2018-04-21,2026-07-13,32,32321,DIGITAL_ICT,True,4.0,True,NAME:commune de saint-nazaire,NAME_FALLBACK,LOW,1,2.9566360052562417,18-38591,0.36339250330227973,POTENTIAL,M0_NAME_FALLBACK,balanced
18-6138,NAME:sdis 44,NAME_FALLBACK,2018-01-17,2018-06-02,2018-12-02,2026-07-13,48,48000,DIGITAL_ICT,True,6.0,True,SIREN:284400017,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,0,101.80683311432325,,,,,balanced
18-8615,NAME:gcs esante pays de la loire,NAME_FALLBACK,2018-01-20,2018-06-08,2018-12-08,2026-07-13,72,72200,DIGITAL_ICT,True,6.0,True,NAME:gcs esante pays de la loire,NAME_FALLBACK,LOW,0,101.70827858081472,,,,,balanced
18-9145,SIRET:22850001300658,RAW_SIRET,2018-01-21,2018-05-27,2018-09-27,2026-07-13,30,30121,DIGITAL_ICT,True,4.0,True,SIRET:22850001300658,DIRECT_BOAMP_SIRET,HIGH,1,8.147174770039422,18-133090,0.35075630027624327,POTENTIAL,EXACT_SIRET_RECONCILIATION,balanced
18-9170,NAME:communaute communes la chataigneraie,NAME_FALLBACK,2018-01-24,2018-08-01,2019-02-01,2026-07-13,48,48000,DIGITAL_ICT,True,6.0,True,NAME:communaute communes la chataigneraie,NAME_FALLBACK,LOW,0,101.57687253613666,,,,,balanced
