source_notice_id,candidate_notice_id,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,confidence_tier,variant,threshold_used,buyer_match_mechanism,cross_establishment_same_siren,source_buyer_identity_source,candidate_buyer_identity_source
15-83632,15-92216,2015-06-03,2015-06-16,0.42706964520367935,2015-12-03,5.5847568988173455,0.06920718353044242,0.9777097698947348,1.0,0.75,0.7345002153457678,False,False,1,0.392063975562724,9,HIGH,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
15-85320,15-194034,2015-06-04,2015-12-30,6.865965834428383,2015-12-04,0.8541392904073587,0.8576434515987735,0.08617981535762101,1.0,0.6,0.6045737982748607,False,True,1,0.17006051025863972,3,HIGH,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
15-85858,16-70203,2015-06-05,2016-05-17,11.399474375821288,2016-05-06,0.36136662286465177,0.939772229522558,0.15975200371243675,1.0,0.75,0.6658562586799923,False,False,1,0.027961253830815158,13,POTENTIAL,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
15-86218,15-95253,2015-06-05,2015-06-22,0.5584756898817346,2015-11-05,4.467805519053877,0.25536574682435387,0.9824713989585664,1.0,0.75,0.7827064263415866,False,False,1,0.45513688228765814,7,HIGH,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
15-86342,16-63741,2015-06-05,2016-05-05,11.005256241787123,2016-05-21,0.5256241787122208,0.9123959702146298,0.22822874323130743,1.0,0.6,0.667979052684615,False,False,1,0.3640634197521137,10,HIGH,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
15-96870,15-174987,2015-06-25,2015-11-18,4.7963206307490145,2015-12-25,1.2155059132720105,0.7974156811213315,0.03761129042684742,1.0,0.75,0.5875178719297294,False,False,1,0.02699647499404645,11,POTENTIAL,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
15-98729,15-170834,2015-06-26,2015-11-12,4.566360052562418,2015-12-26,1.445466491458607,0.7590889180902322,0.5101290720675988,0.1,0.6,0.4583174047462176,True,False,1,0.17383924660534383,4,MEDIUM,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
15-98976,15-194034,2015-06-29,2015-12-30,6.044678055190539,2015-12-29,0.0328515111695138,0.9945247481384144,0.043191826327267875,1.0,0.6,0.6237483262491474,False,True,1,0.36844114736333633,2,HIGH,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
16-102238,16-114007,2016-07-09,2016-07-30,0.6898817345597897,2017-01-09,5.354796320630749,0.1075339465615418,0.8859639973088961,0.2,0.6,0.45697088569849903,False,True,1,0.45697088569849903,1,MEDIUM,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
16-103088,17-6085,2016-07-11,2017-01-15,6.176084099868594,2017-03-20,2.102496714848883,0.6495838808585195,0.8665608688405354,0.0,1.0,0.5656922743088173,False,False,1,0.03679389498336827,7,POTENTIAL,strict,0.44206956893514254,EXACT_SIRET_RECONCILIATION,False,DIRECT_BOAMP_SIRET,DIRECT_BOAMP_SIRET
