source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key,buyer_key_type,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,gradient_boosting_score,transfer_score,candidate_rank,top1_top2_margin,n_candidates_for_source,confidence_tier,variant,threshold_used,model_name,benchmark_version,threshold_source,source_annonce_lie,source_etat,source_schema_family,source_notice_type_normalized,source_text_length,source_token_count,candidate_annonce_lie,candidate_etat,candidate_schema_family,candidate_notice_type_normalized,candidate_text_length,candidate_token_count,repair_pass_text_min,repair_pass_initial_source,repair_pass_initial_candidate,repair_pass_no_explicit_linked_notice_ref,repair_pass_min_token_count,repair_rule_pass,repair_failure_reasons,repair_rule_version,rule_role
15-82604,16-40204,2015-06-01,2016-03-22,NAME:ch le mans,NAME_FALLBACK,9.69119579500657,2015-11-01,4.664914586070959,0.22251423565484,0.5749275243277615,1.0,0.6,0.6168531924284264,0.9137952973159518,0.9137952973159518,1,0.2048843811343954,5,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,81,12,,INITIAL,LEGACY,APPEL_OFFRE,85,13,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-118057,16-118029,2016-08-07,2016-08-10,NAME:conseil general de loire-atlantique,NAME_FALLBACK,0.0985545335085413,2016-12-07,3.9093298291721417,0.3484450284713097,0.9999999999999998,1.0,0.6,0.7971112571178274,0.7917673775117977,0.7917673775117977,1,0.7971112571178274,1,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,115,16,,INITIAL,LEGACY,APPEL_OFFRE,115,16,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-119669,17-90968,2016-08-12,2017-07-01,NAME:conseil departemental de la mayenne,NAME_FALLBACK,10.611038107752956,2017-03-17,3.4822601839684624,0.4196233026719229,0.8211773870450615,1.0,0.6,0.7523179111337523,0.9090688000943246,0.9090688000943246,1,0.6073123906867625,2,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,90,10,,INITIAL,LEGACY,APPEL_OFFRE,88,10,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-127861,17-44864,2016-09-01,2017-03-31,NAME:ville d orvault,NAME_FALLBACK,6.931668856767411,2017-01-01,2.923784494086728,0.5127025843188786,0.8797296996844911,1.0,0.6,0.7960810409692916,0.9516128175770971,0.9516128175770971,1,0.4715259199229225,7,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,97,12,,INITIAL,LEGACY,APPEL_OFFRE,112,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-15282,16-145577,2016-02-02,2016-10-06,NAME:montrevault-sur-evre,NAME_FALLBACK,8.114323258869907,2016-08-02,2.135348226018397,0.6441086289969338,0.8311684453936863,0.1,0.6,0.5419361131370237,0.511093198075034,0.511093198075034,2,0.2388003634021769,2,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,175,23,,INITIAL,LEGACY,APPEL_OFFRE,130,18,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-167180,17-61199,2016-11-20,2017-05-04,NAME:vendee expansion,NAME_FALLBACK,5.4204993429697765,2017-06-30,1.8725361366622864,0.687910643889619,0.3878025628224816,1.0,0.6,0.6677085579602733,0.9490167589545296,0.9490167589545296,1,0.2271585494691431,2,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,64,8,,INITIAL,LEGACY,APPEL_OFFRE,73,9,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-172610,17-125205,2016-11-30,2017-09-05,NAME:conseil general de la vendee,NAME_FALLBACK,9.165571616294349,2017-11-29,2.7923784494086727,0.5346035917652212,0.3781336094800062,0.8,0.6,0.5659976612593074,0.8782139418152473,0.8782139418152473,1,0.415273233172834,2,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,120,16,,INITIAL,LEGACY,APPEL_OFFRE,154,20,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-182034,17-174760,2016-12-22,2017-12-14,NAME:sdis 44,NAME_FALLBACK,11.727989487516425,2017-09-09,3.1537450722733245,0.4743758212877792,0.6868129781835746,1.0,0.6,0.7189784976861959,0.9167061416674374,0.9167061416674374,1,0.3739985894786402,4,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,96,12,,INITIAL,LEGACY,APPEL_OFFRE,176,24,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-183461,17-155110,2016-12-22,2017-11-03,NAME:commune de nantes,NAME_FALLBACK,10.38107752956636,2017-12-22,1.609724047306176,0.731712658782304,0.7585064200614761,0.1,0.6,0.5384054117170926,0.3959509907724586,0.3959509907724586,1,0.3166202554184395,2,MEDIUM,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,95,17,,INITIAL,LEGACY,APPEL_OFFRE,97,17,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-184750,17-58113,2016-12-28,2017-04-28,NAME:arafer,NAME_FALLBACK,3.975032851511169,2017-06-28,2.0039421813403417,0.6660096364432764,0.6812899016760514,1.0,0.6,0.7649538746974371,0.9524992654834284,0.9524992654834284,2,0.0287450722733244,3,POTENTIAL,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,36,4,,INITIAL,LEGACY,APPEL_OFFRE,48,6,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-30120,16-184210,2016-03-02,2016-12-25,NAME:gie sesam vitale,NAME_FALLBACK,9.789750328515112,2017-05-25,4.960578186596584,0.1732369689005694,0.4458896531712335,1.0,0.6,0.5593706208350739,0.9146060310254248,0.9146060310254248,1,0.2227746126050122,8,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,173,25,,INITIAL,LEGACY,APPEL_OFFRE,66,9,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-49315,16-153372,2016-04-05,2016-10-20,NAME:rectorat de l academie de nantes,NAME_FALLBACK,6.504599211563732,2016-10-05,0.4927726675427069,0.9178712220762156,0.8856946757810544,0.1,0.6,0.6294609420424229,0.6163496580081399,0.6163496580081399,1,0.6294609420424229,1,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,164,26,,INITIAL,LEGACY,APPEL_OFFRE,155,23,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-54252,16-145577,2016-04-15,2016-10-06,NAME:montrevault-sur-evre,NAME_FALLBACK,5.716162943495401,2016-10-15,0.2956636005256242,0.9507227332457292,0.909269244460772,0.1,0.6,0.6459249188727025,0.351051109229554,0.351051109229554,1,0.507966899064578,2,MEDIUM,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,152,21,,INITIAL,LEGACY,APPEL_OFFRE,130,18,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-55219,16-105530,2016-04-18,2016-07-15,NAME:conseil departemental de la mayenne,NAME_FALLBACK,2.890932982917214,2016-10-19,3.1537450722733245,0.4743758212877792,1.0,1.0,0.6,0.8285939553219448,0.9314835763696512,0.9314835763696512,1,0.54587300550529,3,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,41,5,,INITIAL,LEGACY,APPEL_OFFRE,41,5,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-73358,16-166758,2016-05-23,2016-11-17,NAME:ville du mans,NAME_FALLBACK,5.847568988173456,2016-11-05,0.3942181340341655,0.9342969776609724,0.3115353076491565,1.0,0.6,0.7026116020924478,0.9494348649771844,0.9494348649771844,1,0.0768032021921101,2,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,70,12,,INITIAL,LEGACY,APPEL_OFFRE,67,9,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
16-81005,16-158508,2016-06-04,2016-10-31,NAME:arafer,NAME_FALLBACK,4.894875164257556,2016-12-04,1.1169513797634691,0.8138414367060884,0.3420861055993441,1.0,0.6,0.6831904961362927,0.9532640181488614,0.9532640181488614,1,0.376430506201852,8,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,111,15,,INITIAL,LEGACY,APPEL_OFFRE,72,7,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
17-102039,18-21245,2017-07-17,2018-02-14,NAME:departement de la sarthe,NAME_FALLBACK,6.964520367936925,2018-01-17,0.9198423127463864,0.8466929478756022,0.5091218126321245,1.0,0.6,0.7498658713901443,0.9526416130029708,0.9526416130029708,1,0.3865847384638585,4,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,190,29,,INITIAL,LEGACY,APPEL_OFFRE,167,21,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
17-102187,18-46346,2017-07-19,2018-04-06,SIRET:19490970100303,RAW_SIRET,8.5742444152431,2018-05-10,1.1169513797634691,0.8138414367060884,0.9999999999999998,1.0,1.0,0.953460359176522,0.9341156477209052,0.9341156477209052,1,0.6176457056502949,4,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,88,14,,INITIAL,LEGACY,APPEL_OFFRE,88,14,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
17-110921,18-61507,2017-08-04,2018-05-03,NAME:ecole centrale de nantes,NAME_FALLBACK,8.935611038107753,2018-07-06,2.102496714848883,0.6495838808585195,0.4538778611384422,0.2,0.6,0.4412532216130846,0.751000400054967,0.751000400054967,1,0.4412532216130846,1,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,110,13,,INITIAL,LEGACY,APPEL_OFFRE,86,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
17-134974,18-73911,2017-09-25,2018-06-07,NAME:ville de bouchemaine,NAME_FALLBACK,8.377135348226018,2018-03-25,2.431011826544021,0.5948313622426631,0.5278759841311622,0.1,0.6,0.4234644350065725,0.5351223228708686,0.5351223228708686,1,0.4234644350065725,1,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,75,11,,INITIAL,LEGACY,APPEL_OFFRE,86,12,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
17-159373,18-120601,2017-11-12,2018-08-28,NAME:chu de nantes,NAME_FALLBACK,9.494086727989488,2018-10-14,1.5440210249671484,0.7426631625054753,0.3062870657521602,1.0,0.6,0.652866263639625,0.9342085359653556,0.9342085359653556,2,0.0027376259307927,5,POTENTIAL,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,49,6,,INITIAL,LEGACY,APPEL_OFFRE,83,10,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
17-20859,17-30623,2017-02-12,2017-03-05,NAME:angers loire metropole,NAME_FALLBACK,0.6898817345597897,2017-07-22,4.566360052562418,0.2389399912395969,0.9999999999999998,1.0,0.6,0.7697349978098991,0.8069703438766637,0.8069703438766637,1,0.4726805798141772,11,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,91,13,,INITIAL,LEGACY,APPEL_OFFRE,91,13,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
17-58113,17-68883,2017-04-28,2017-05-19,NAME:arafer,NAME_FALLBACK,0.6898817345597897,2017-10-28,5.321944809461235,0.1130091984231275,1.0,1.0,0.6,0.7382522996057819,0.8390000090442725,0.8390000090442725,1,0.7382522996057819,1,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,48,6,,INITIAL,LEGACY,APPEL_OFFRE,48,6,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
17-59442,17-115928,2017-05-19,2017-08-25,NAME:ademe,NAME_FALLBACK,3.219448094612352,2018-01-15,4.697766097240473,0.2170389837932544,0.9999999999999996,1.0,0.6,0.7642597459483134,0.9184243294609894,0.9184243294609894,1,0.3472097127184082,5,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,132,18,,INITIAL,LEGACY,APPEL_OFFRE,132,18,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
17-62873,17-124586,2017-05-07,2017-09-07,SIRET:19490970100303,RAW_SIRET,4.040735873850197,2018-01-22,4.50065703022339,0.2498904949627682,1.0,1.0,1.0,0.812472623740692,0.9401376137226718,0.9401376137226718,1,0.5112879768632475,4,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,47,6,,INITIAL,LEGACY,APPEL_OFFRE,47,6,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
17-6714,17-124586,2017-01-18,2017-09-07,SIRET:19490970100303,RAW_SIRET,7.621550591327201,2017-10-08,1.0183968462549278,0.8302671922908453,1.0,1.0,1.0,0.9575667980727112,0.9388072183809528,0.9388072183809528,1,0.1683639947437583,5,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,47,6,,INITIAL,LEGACY,APPEL_OFFRE,47,6,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
17-90968,17-130002,2017-07-01,2017-09-17,NAME:conseil departemental de la mayenne,NAME_FALLBACK,2.562417871222076,2018-03-01,5.4204993429697765,0.0965834428383706,0.8468750551907425,1.0,0.6,0.6805521300263524,0.8345995488711411,0.8345995488711411,1,0.3788749978653856,4,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,88,10,,INITIAL,LEGACY,APPEL_OFFRE,129,16,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
18-105237,19-32405,2018-07-26,2019-03-02,NAME:conseil regional des pays de la loire,NAME_FALLBACK,7.194480946123521,2018-12-26,2.1681997371879107,0.6386333771353483,0.7475511793813263,0.8,0.6,0.7213012570673012,0.9077257475778516,0.9077257475778516,1,0.4937040060192056,6,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,111,15,,INITIAL,LEGACY,APPEL_OFFRE,157,24,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
18-125410,19-17531,2018-09-07,2019-02-03,NAME:association songo,NAME_FALLBACK,4.894875164257556,2019-01-07,0.8869908015768725,0.8521681997371879,0.4406637842861052,0.8,0.6,0.6672743744344338,0.9571171405258364,0.9571171405258364,1,0.6672743744344338,1,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,155,19,,INITIAL,LEGACY,APPEL_OFFRE,88,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
18-128159,19-16942,2018-09-15,2019-02-03,NAME:nantes metropole,NAME_FALLBACK,4.6320630749014455,2019-03-15,1.314060446780552,0.7809899255365746,0.423334505078065,1.0,0.6,0.7034145581614664,0.949126556838705,0.949126556838705,1,0.3347833711268628,16,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,44,6,,INITIAL,LEGACY,APPEL_OFFRE,143,27,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
18-14081,18-52482,2018-02-02,2018-04-21,NAME:cdc du pays de saint gilles cx de vie,NAME_FALLBACK,2.562417871222076,2018-10-14,5.781865965834428,0.0363556723609286,1.0,1.0,0.6,0.719088918090232,0.435962138235435,0.435962138235435,1,0.719088918090232,1,MEDIUM,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,106,15,,INITIAL,LEGACY,APPEL_OFFRE,106,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
18-142560,19-58204,2018-10-13,2019-04-13,NAME:ville de nantes,NAME_FALLBACK,5.978975032851511,2019-08-24,4.369250985545335,0.2717915024091107,0.737038267506106,1.0,0.6,0.6859112692294147,0.9389059108900067,0.9389059108900067,2,0.1132455052233698,5,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,91,12,,INITIAL,LEGACY,APPEL_OFFRE,196,27,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
18-146989,19-103833,2018-10-22,2019-07-05,NAME:metropole nantes metropole,NAME_FALLBACK,8.409986859395532,2019-04-22,2.431011826544021,0.5948313622426631,0.3091851747063736,1.0,0.6,0.6169226517078965,0.6989681530727938,0.6989681530727938,1,0.2741064388961892,2,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,105,12,,INITIAL,LEGACY,APPEL_OFFRE,109,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
18-149889,19-147530,2018-10-26,2019-10-02,NAME:universite de la rochelle,NAME_FALLBACK,11.202365308804204,2019-04-26,5.223390275952694,0.1294349540078844,0.4368925419622643,1.0,0.6,0.5452711281887637,0.953625824713385,0.953625824713385,1,0.5452711281887637,1,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,38,5,,INITIAL,LEGACY,APPEL_OFFRE,73,8,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
18-180161,19-37169,2018-12-26,2019-03-10,NAME:ctre hosp universitaire angers,NAME_FALLBACK,2.431011826544021,2019-09-09,6.011826544021025,0.0,1.0,1.0,0.6,0.71,0.7767767192455922,0.7767767192455922,1,0.4004400805083178,9,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,141,18,,INITIAL,LEGACY,APPEL_OFFRE,145,20,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
18-27476,18-146489,2018-02-28,2018-10-20,SIRET:19490970100303,RAW_SIRET,7.687253613666228,2018-10-20,0.0,1.0,0.3377670388599821,1.0,1.0,0.7682184636009937,0.9325709878726977,0.9325709878726977,1,0.6074155617806868,2,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,104,15,,INITIAL,LEGACY,APPEL_OFFRE,39,5,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
18-35804,18-72093,2018-03-16,2018-05-30,NAME:ccir pays de la loire,NAME_FALLBACK,2.463863337713535,2018-07-16,1.5440210249671484,0.7426631625054753,1.0,1.0,0.6,0.8956657906263688,0.9045792077931486,0.9045792077931486,1,0.6570470876123137,3,HIGH,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,54,8,,INITIAL,LEGACY,APPEL_OFFRE,54,8,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
18-41400,18-177907,2018-03-26,2018-12-20,NAME:mairie de coueron,NAME_FALLBACK,8.83705650459921,2018-09-26,2.7923784494086727,0.5346035917652212,0.9999999999999998,0.1,0.6,0.5736508979413053,0.4066221969747903,0.4066221969747903,1,0.3859636563416649,2,MEDIUM,primary_gbm_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.2309637726207583,gradient_boosting,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,,INITIAL,LEGACY,APPEL_OFFRE,103,15,,INITIAL,LEGACY,APPEL_OFFRE,103,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,gbm_repair_comparator_for_fresh_validation
