source_notice_id,candidate_notice_id,repair_rule_pass,repair_failure_reasons,s_text,s_cpv,composite_score,gradient_boosting_score,top1_top2_margin,source_etat,candidate_etat,source_annonce_lie,candidate_annonce_lie,source_token_count,candidate_token_count
16-134501,16-184210,False,TEXT_MIN,0.0359906990796684,1.0,0.5130917074461713,0.9351903130779752,0.1896313482696491,INITIAL,INITIAL,,,20,9
16-136057,16-166758,False,TEXT_MIN,0.2193066575327019,1.0,0.5129180835311018,0.8423237521104303,0.1863874686821803,INITIAL,INITIAL,,,15,9
16-15282,16-145577,True,,0.8311684453936863,0.1,0.5419361131370237,0.511093198075034,0.2388003634021769,INITIAL,INITIAL,,,23,18
16-153372,17-53291,False,TEXT_MIN,0.0592508914176206,0.1,0.3525249342037888,0.247212157452608,0.3525249342037888,INITIAL,INITIAL,,,23,24
16-155186,17-61199,False,TEXT_MIN,0.0186916783286388,1.0,0.6055915836918524,0.9524311420588332,0.0090613701420612,INITIAL,INITIAL,,,12,9
16-167180,17-61199,True,,0.3878025628224816,1.0,0.6677085579602733,0.9490167589545296,0.2271585494691431,INITIAL,INITIAL,,,8,9
16-172610,17-125205,True,,0.3781336094800062,0.8,0.5659976612593074,0.8782139418152473,0.415273233172834,INITIAL,INITIAL,,,16,20
16-176618,17-54861,False,TEXT_MIN,0.0341246077531848,0.2,0.3148717774091907,0.2387101884002842,0.0748080312559316,INITIAL,INITIAL,,,17,4
16-182034,17-174760,True,,0.6868129781835746,1.0,0.7189784976861959,0.9167061416674374,0.3739985894786402,INITIAL,INITIAL,,,12,24
16-18277,16-94328,False,TEXT_MIN,0.0240632989070875,0.1,0.2950384489670207,0.3655372641595242,0.2950384489670207,INITIAL,INITIAL,,,10,13
16-183461,17-155110,True,,0.7585064200614761,0.1,0.5384054117170926,0.3959509907724586,0.3166202554184395,INITIAL,INITIAL,,,17,17
16-184522,17-12394,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,1.0,1.0,0.8409132720105124,0.9141409671662284,0.8409132720105124,INITIAL,RECTIFICATIF,,16-184522,10,10
16-184750,17-58113,True,,0.6812899016760514,1.0,0.7649538746974371,0.9524992654834284,0.0287450722733244,INITIAL,INITIAL,,,4,6
16-18733,16-183509,False,TEXT_MIN,0.2347279380277744,0.1,0.2346274020504131,0.2571032491847189,0.2346274020504131,INITIAL,INITIAL,,,16,25
16-27384,16-43654,False,TEXT_MIN,0.0984057934992707,1.0,0.4541770255346439,0.7792262493670288,0.4541770255346439,INITIAL,INITIAL,,,16,9
