source_notice_id,candidate_notice_id,repair_rule_pass,repair_failure_reasons,s_text,s_cpv,composite_score,gradient_boosting_score,top1_top2_margin,source_etat,candidate_etat,source_annonce_lie,candidate_annonce_lie,source_token_count,candidate_token_count
18-87166,19-56150,False,TEXT_MIN,0.0,1.0,0.5963118703460359,0.2555969388595024,0.2861341823688993,INITIAL,INITIAL,,,9,5
18-90932,19-41352,False,TEXT_MIN,0.0041211910709917,0.1,0.2415190704009093,0.2829330096574864,0.2415190704009093,INITIAL,INITIAL,,,13,17
19-105305,20-71610,False,TEXT_MIN;INITIAL_SOURCE,0.0149155345809317,0.1,0.1385296793284684,0.3186454022190969,0.1385296793284684,RECTIFICATIF,INITIAL,19-103833,,15,19
19-105444,20-91088,True,,1.0,1.0,0.9055519053876476,0.965112042128782,0.9055519053876476,INITIAL,INITIAL,,,15,15
19-110370,20-38676,True,,0.6170995647021217,1.0,0.7493313215835438,0.2431214326987212,0.3814528556380065,INITIAL,INITIAL,,,27,10
19-110681,20-17796,False,TEXT_MIN;INITIAL_SOURCE,0.0318094736129741,0.1,0.3251258694220092,0.2567935229408095,0.3251258694220092,RECTIFICATIF,INITIAL,19-94580,,22,16
19-11185,19-124888,True,,0.9650727723557216,1.0,0.9190303980511778,0.9521426758122532,0.6886604677367947,INITIAL,INITIAL,,,15,13
19-113409,20-37796,False,TEXT_MIN;INITIAL_SOURCE,0.15294155665177,0.1,0.3209824576621098,0.2736644013650423,0.3209824576621098,RECTIFICATIF,INITIAL,19-100667,,25,30
19-117771,19-174440,True,,0.9295829620997308,1.0,0.7724652938527332,0.9756896107448302,0.7724652938527332,INITIAL,INITIAL,,,19,21
19-119269,20-12070,False,TEXT_MIN,0.0113053075838583,1.0,0.6043751668965756,0.9437095110902396,0.0226240154972652,INITIAL,INITIAL,,,31,16
19-123696,19-138231,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF;MIN_TOKEN_COUNT,0.9999999999999998,1.0,0.839544459045116,0.9141409671662284,0.839544459045116,INITIAL,RECTIFICATIF,,19-123696,3,3
19-124424,20-152502,True,,0.4552416812193399,1.0,0.672148867883624,0.7945866590078118,0.672148867883624,INITIAL,INITIAL,,,18,28
19-131225,19-131092,False,TEXT_MIN,0.053482451980284,0.8,0.3606592874528453,0.3967997999577959,0.014326459986491,INITIAL,INITIAL,,,4,18
19-131601,19-131092,False,TEXT_MIN;INITIAL_SOURCE,0.2303667943525437,0.8,0.4225688072831362,0.3944234758065912,0.0374901167670113,RECTIFICATIF,INITIAL,19-131225,,12,18
19-143955,19-177480,True,,0.9566688505698498,1.0,0.9068117586718522,0.8573217840537916,0.5562298223793227,INITIAL,INITIAL,,,6,7
19-145053,19-174809,True,,0.9840442363160228,1.0,0.7833138620360569,0.8667367696823896,0.3803644939735831,INITIAL,INITIAL,,,19,19
19-152453,20-10180,True,,1.0,1.0,0.7971112571178274,0.92899944198545,0.6162011772641207,INITIAL,INITIAL,,,15,15
19-15392,20-13755,False,TEXT_MIN,0.1366678728047405,1.0,0.4078337554816592,0.7108352743411802,0.0830244633620203,INITIAL,INITIAL,,,21,19
19-169357,20-94462,False,TEXT_MIN,0.0154155292966051,1.0,0.5072592109874956,0.935824239022072,0.2086689233379483,INITIAL,INITIAL,,,13,23
19-169855,20-27358,False,TEXT_MIN,0.0774316433088956,1.0,0.5289648508917972,0.9361922698160604,0.1736969227680959,INITIAL,INITIAL,,,32,9
19-17058,20-110309,False,TEXT_MIN,0.0160559764594868,1.0,0.5885477564563963,0.4303886086106815,0.2251591659894387,INITIAL,INITIAL,,,10,18
19-172484,20-129474,False,TEXT_MIN,0.0389883890692751,0.1,0.2756235971466511,0.5249180286561013,0.2756235971466511,INITIAL,INITIAL,,,18,35
19-176963,20-66280,False,TEXT_MIN,0.0335075139354508,0.8,0.5083439242269479,0.8912071555441062,0.0450983338392401,INITIAL,INITIAL,,,13,14
19-178175,21-24011,False,TEXT_MIN,0.0829465733033877,1.0,0.4350781688121208,0.8750614480587271,0.2004767671476443,INITIAL,INITIAL,,,9,10
19-181049,21-48350,False,TEXT_MIN;MIN_TOKEN_COUNT,0.0,0.1,0.3071484888304862,0.3248325347548156,0.3071484888304862,INITIAL,INITIAL,,,3,22
19-185562,20-118247,False,TEXT_MIN,0.2685927434438661,1.0,0.5534380340117482,0.9635254749750586,0.5534380340117482,INITIAL,INITIAL,,,12,18
19-191665,20-54283,False,TEXT_MIN,0.0076759549291531,1.0,0.5250825544398334,0.9425027308388312,0.0571994665320789,INITIAL,INITIAL,,,13,11
19-25237,19-184042,True,,0.8771245365023538,1.0,0.7568424708244441,0.9173011489520002,0.4496317493843324,INITIAL,INITIAL,,,7,11
19-35566,19-85688,False,TEXT_MIN,0.0213256559346814,1.0,0.4887955608298761,0.9315769225406456,0.11876778827185,INITIAL,INITIAL,,,15,17
19-36958,19-191665,False,TEXT_MIN,0.0150254677417046,1.0,0.5317613228204157,0.9152587717967028,0.085476257104343,INITIAL,INITIAL,,,12,13
19-39813,20-32603,False,TEXT_MIN,0.0571549631107327,0.1,0.1259372200059706,0.3162751904215234,0.1259372200059706,INITIAL,INITIAL,,,12,25
19-46133,19-92746,True,,1.0000000000000004,1.0,0.798480070083224,0.9680959205385472,0.798480070083224,INITIAL,INITIAL,,,22,22
19-58204,19-112016,True,,0.5754645850796773,1.0,0.5746079617643085,0.8805316968142951,0.2779091268717182,INITIAL,INITIAL,,,27,17
19-97500,19-161914,True,,1.0,1.0,0.9586311870346036,0.9754041420757232,0.9586311870346036,INITIAL,INITIAL,,,17,17
20-109382,21-24367,False,TEXT_MIN,0.1139542799268085,1.0,0.6282874145315446,0.9485151012285972,0.416738656200806,INITIAL,INITIAL,,,6,8
20-114714,21-77546,False,TEXT_MIN,0.0231279485414818,1.0,0.5400724429619234,0.93130098779701,0.1979930767669672,INITIAL,INITIAL,,,12,21
20-118247,21-76512,False,TEXT_MIN,0.2093452826113215,1.0,0.6435752729174666,0.94025726326149,0.2170994389829086,INITIAL,INITIAL,,,18,15
20-118996,21-26465,True,,0.6679117018605,1.0,0.6001203878106143,0.909375088551216,0.2297681433743225,INITIAL,INITIAL,,,20,24
20-12070,20-66643,False,TEXT_MIN,0.0684522337071932,1.0,0.544985439046751,0.9410122551280888,0.0601421209870454,INITIAL,INITIAL,,,16,28
20-121660,21-51989,False,TEXT_MIN,0.0132057350638359,1.0,0.5968274387221892,0.952325196364414,0.0056305794571096,INITIAL,INITIAL,,,12,9
20-122021,21-73723,True,,0.3699859648769119,1.0,0.5820815966863322,0.966399958041847,0.5820815966863322,INITIAL,INITIAL,,,28,26
20-124045,21-126684,False,TEXT_MIN,0.2547901680005385,1.0,0.67757997535735,0.9159498895239916,0.201115174881837,INITIAL,INITIAL,,,5,6
20-124795,21-132073,False,TEXT_MIN,0.040446198307219,0.2,0.1487203393593444,0.6867597927698673,0.1487203393593444,INITIAL,INITIAL,,,25,25
20-125567,21-67771,False,TEXT_MIN,0.0740404582711345,1.0,0.4689189786165352,0.9323820853046908,0.0970298265360164,INITIAL,INITIAL,,,13,23
20-130827,21-51441,False,TEXT_MIN,0.0079467900677649,0.2,0.2567366984685272,0.6452330680213538,0.2567366984685272,INITIAL,INITIAL,,,8,18
20-135543,21-143328,False,TEXT_MIN,0.0087144312748617,0.8,0.494191093434156,0.8652454939523634,0.0013688129653964,INITIAL,INITIAL,,,10,20
20-13755,20-25157,False,TEXT_MIN;INITIAL_CANDIDATE,0.2276357280070611,1.0,0.4692936173736496,0.734315271064204,0.2456888618203932,INITIAL,RECTIFICATIF,,20-16042,19,16
20-142015,21-116891,True,,0.6630948905529075,1.0,0.7410954762576875,0.3049479075682298,0.4178885905720972,INITIAL,INITIAL,,,18,23
20-149342,20-158264,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,0.9999999999999992,1.0,0.7382522996057816,0.8390000090442725,0.7382522996057816,INITIAL,RECTIFICATIF,,20-149342,33,33
20-15455,20-25157,False,TEXT_MIN;INITIAL_SOURCE;INITIAL_CANDIDATE,0.2276357280070611,1.0,0.4651871784774604,0.700430200985445,0.0465050982969431,RECTIFICATIF,RECTIFICATIF,20-13755,20-16042,19,16
20-16042,20-25157,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,1.0,1.0,0.7355146736749889,0.7221509946633182,0.2831811949488396,INITIAL,RECTIFICATIF,,20-16042,16,16
20-19624,20-118393,False,TEXT_MIN,0.2376093620885176,0.1,0.3218711172916469,0.265375649182003,0.3218711172916469,INITIAL,INITIAL,,,16,19
20-19626,20-118393,True,,0.3671873430321322,0.1,0.367223410621912,0.3333544331908967,0.367223410621912,INITIAL,INITIAL,,,9,19
20-23104,21-11209,False,TEXT_MIN,0.0267703044305752,0.2,0.1535154672602939,0.3696134606834587,0.0046453862950076,INITIAL,INITIAL,,,7,24
20-25276,21-45579,False,TEXT_MIN,0.1286267010849301,1.0,0.6235366471756081,0.883963904183721,0.2854705872813358,INITIAL,INITIAL,,,21,22
20-27109,20-61130,True,,1.0,1.0,0.8614454664914586,0.9028742414541592,0.6259215624800785,INITIAL,INITIAL,,,14,14
20-27417,20-88353,False,TEXT_MIN,0.1796692603993677,1.0,0.6140252836277331,0.948949942144367,0.0564041788012557,INITIAL,INITIAL,,,12,29
20-29244,20-93913,True,,0.8246021910708939,1.0,0.8958731409440199,0.9511173998290734,0.604284964385771,INITIAL,INITIAL,,,28,26
20-29934,20-143279,False,TEXT_MIN,0.0178056845964585,0.1,0.1641798652110381,0.2803225407694824,0.1641798652110381,INITIAL,INITIAL,,,26,18
20-32203,21-7561,False,TEXT_MIN,0.0938881620226074,1.0,0.4594399193447939,0.8765600024164332,0.0132419342374789,INITIAL,INITIAL,,,12,25
20-34392,20-66643,False,TEXT_MIN,0.0215671275750135,1.0,0.464241442526857,0.8832002938609274,0.3027559293522493,INITIAL,INITIAL,,,11,28
20-37796,21-16407,True,,0.3115226083880204,0.8,0.4605550329533279,0.8517808519104686,0.0209322998564125,INITIAL,INITIAL,,,30,26
20-39206,20-74255,True,,1.0,1.0,0.9107227332457292,0.9318754725822962,0.1163491020586946,INITIAL,INITIAL,,,16,16
20-40507,20-74255,False,INITIAL_SOURCE,1.0,1.0,0.9093539202803328,0.969899233729278,0.9093539202803328,RECTIFICATIF,INITIAL,20-39206,,16,16
20-49879,20-59788,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,0.9999999999999998,1.0,0.7875295663600526,0.7999940873477983,0.533758221559645,INITIAL,RECTIFICATIF,,20-49879,9,9
20-50348,21-11865,False,TEXT_MIN,0.1847467295133879,1.0,0.6486539089871541,0.7639784794341976,0.6486539089871541,INITIAL,INITIAL,,,21,21
20-51119,20-135282,False,TEXT_MIN,0.1589900176921329,0.1,0.3888024413652645,0.4264208014066484,0.3888024413652645,INITIAL,INITIAL,,,20,21
20-54283,20-66643,False,TEXT_MIN,0.0215671275750135,1.0,0.4067512979802078,0.8215861503504022,0.0263948821197111,INITIAL,INITIAL,,,11,28
20-68352,20-114714,False,TEXT_MIN,0.0149871724605487,1.0,0.5207974157488399,0.9500785233739476,0.1730791482099451,INITIAL,INITIAL,,,10,12
20-68370,21-67011,False,TEXT_MIN,0.0046873567629095,0.2,0.1320983059226469,0.6911920939803666,0.1320983059226469,INITIAL,INITIAL,,,10,10
20-72791,21-126360,True,,0.9999999999999998,1.0,0.7727770477441961,0.9387012066709548,0.7727770477441961,INITIAL,INITIAL,,,16,16
20-87505,21-24011,False,TEXT_MIN,0.0102903921873532,0.1,0.3367575724385915,0.2820759239544035,0.3367575724385915,INITIAL,INITIAL,,,16,10
20-95579,21-95316,False,TEXT_MIN,0.1183861201069388,0.1,0.359534134591086,0.3118743745389975,0.359534134591086,INITIAL,INITIAL,,,24,27
20-96618,20-115241,True,,0.5638167266698864,1.0,0.6115956002827738,0.8454261215284793,0.1394847204890906,INITIAL,INITIAL,,,13,7
20-97380,21-72712,False,TEXT_MIN,0.1282204332687063,1.0,0.6425578349554795,0.9668567319158806,0.6425578349554795,INITIAL,INITIAL,,,9,12
21-103501,21-156574,True,,0.3198361347751099,1.0,0.6425514951782969,0.973914101533816,0.6425514951782969,INITIAL,INITIAL,,,14,19
21-104870,22-83349,True,,0.6128460635097774,1.0,0.8152188554741514,0.9208831855087114,0.2043641331056634,INITIAL,INITIAL,,,19,11
21-113953,21-117615,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,1.0,1.0,0.7245641699518177,0.4911077933825065,0.4017032238316056,INITIAL,RECTIFICATIF,,21-113953,18,18
21-117181,22-57715,True,,0.6207670451588572,0.1,0.4847213786395903,0.5455669304779729,0.4847213786395903,INITIAL,INITIAL,,,29,19
21-11865,21-141238,False,TEXT_MIN,0.033539263390973,1.0,0.5081272660589387,0.717283809659944,0.5081272660589387,INITIAL,INITIAL,,,21,10
21-124527,21-130046,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,1.0000000000000004,1.0,0.7300394218134036,0.4858591373128311,0.4447836692120347,INITIAL,RECTIFICATIF,,21-124527,9,9
21-125536,22-38732,False,TEXT_MIN,0.0223333285874864,1.0,0.6109726001786382,0.9760251677166206,0.6109726001786382,INITIAL,INITIAL,,,11,19
21-125688,22-93332,False,TEXT_MIN,0.1348238300139508,0.2,0.3884432682315582,0.6779397811743436,0.3884432682315582,INITIAL,INITIAL,,,11,13
21-125738,21-161861,True,,0.9321375392082408,1.0,0.797998029217847,0.970109136582594,0.797998029217847,INITIAL,INITIAL,,,13,15
21-130369,21-157863,True,,1.0,1.0,0.795742444152431,0.850644486769075,0.5197151959962335,INITIAL,INITIAL,,,16,16
21-13699,21-20640,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,0.9567939091558684,1.0,0.7094420381563717,0.4858591373128311,0.5617958729148393,INITIAL,RECTIFICATIF,,21-13699,5,6
21-137487,22-93332,False,TEXT_MIN,0.2797786744300027,1.0,0.6791774637771764,0.9670753591492428,0.6791774637771764,INITIAL,INITIAL,,,9,13
21-141754,23-29518,False,TEXT_MIN;MIN_TOKEN_COUNT,0.0,0.1,0.1579478756022777,0.3114289776076817,0.1579478756022777,INITIAL,INITIAL,,,13,1
21-148591,22-12003,True,,0.6788589799893974,1.0,0.7887416854842435,0.9662214594797502,0.7887416854842435,INITIAL,INITIAL,,,15,20
21-148611,22-171933,True,,0.5777380990772488,1.0,0.7933493771649914,0.9143288089013576,0.6103445589433533,INITIAL,INITIAL,,,8,9
21-156348,22-83349,False,TEXT_MIN,0.1336538175660153,1.0,0.5653727914700502,0.9428141513164648,0.1109554549921986,INITIAL,INITIAL,,,16,11
21-157863,22-95583,False,TEXT_MIN,0.1965774451418546,0.1,0.3403614575298287,0.268029443140068,0.3403614575298287,INITIAL,INITIAL,,,16,16
21-160384,22-93332,False,TEXT_MIN,0.1079569319162648,1.0,0.6067205372088005,0.974633699935366,0.6067205372088005,INITIAL,INITIAL,,,23,13
21-161904,22-90329,False,TEXT_MIN,0.2263034731243246,1.0,0.5936937320192692,0.9362855867273328,0.1467987960893674,INITIAL,INITIAL,,,12,18
21-163822,22-102623,False,TEXT_MIN,0.2007641085727083,1.0,0.6515223657271234,0.9425600583626826,0.3545532331587002,INITIAL,INITIAL,,,16,25
21-17328,21-35440,True,,0.3835603862493899,1.0,0.5786197663743211,0.8547486811051255,0.180164727712407,INITIAL,INITIAL,,,22,23
21-23641,21-35440,False,INITIAL_SOURCE,0.3835603862493899,1.0,0.5786197663743211,0.8139915050954774,0.265919654401776,RECTIFICATIF,INITIAL,21-17328,,22,23
21-23645,21-51020,True,,1.0,1.0,0.7888983793254489,0.8532482789497877,0.4926918793790283,INITIAL,INITIAL,,,10,10
21-24515,21-35279,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,0.9999999999999994,1.0,0.8258563293911518,0.8827863358072406,0.8258563293911518,INITIAL,RECTIFICATIF,,21-24515,12,12
21-29818,22-28887,True,,1.0000000000000002,1.0,0.7727770477441962,0.9387012066709548,0.7727770477441962,INITIAL,INITIAL,,,13,13
21-32441,21-96695,False,TEXT_MIN,0.1200098054865906,0.1,0.1862631778686203,0.313569331064013,0.1862631778686203,INITIAL,INITIAL,,,18,25
21-35196,21-89893,True,,0.4837454701047893,1.0,0.6752811291665493,0.9724265858748296,0.6752811291665493,INITIAL,INITIAL,,,24,27
21-35440,22-22098,False,TEXT_MIN,0.0022929992310267,1.0,0.3822107845096592,0.8182948569993552,0.082748376752617,INITIAL,INITIAL,,,23,16
21-35939,21-78393,False,TEXT_MIN,0.2904337635881374,1.0,0.5747705207162073,0.9305604197832592,0.2626681165152201,INITIAL,INITIAL,,,12,20
21-40444,21-154866,False,TEXT_MIN,0.0077159761869277,1.0,0.5292030007762438,0.96979785250731,0.5292030007762438,INITIAL,INITIAL,,,16,12
21-4564,21-148535,False,TEXT_MIN,0.0158015385604273,0.1,0.182641795613977,0.484385067436423,0.182641795613977,INITIAL,INITIAL,,,27,23
21-51989,21-53976,False,TEXT_MIN,0.0728326216269307,1.0,0.3891050837980722,0.5129764799389384,0.0338430252399064,INITIAL,INITIAL,,,9,10
21-71012,21-96769,True,,1.0,1.0,0.7711038107752957,0.9148084650658608,0.7711038107752957,INITIAL,INITIAL,,,11,11
21-74412,21-83160,False,TEXT_MIN,0.2204913526654261,1.0,0.4558425822809061,0.4950764207965051,0.1787525941220933,INITIAL,INITIAL,,,16,22
21-78101,22-105384,True,,0.5777380990772488,1.0,0.6852131528986752,0.8960424917622151,0.1218243539202803,INITIAL,INITIAL,,,8,9
21-86124,21-161507,True,,0.798419998471066,1.0,0.8264816030566384,0.97606101444291,0.8264816030566384,INITIAL,INITIAL,,,6,6
21-91773,22-74813,True,,0.5563730870462691,0.2,0.3689903264145078,0.4186095779881743,0.040282485853842,INITIAL,INITIAL,,,6,6
21-96114,21-150402,False,TEXT_MIN,0.0439861905406523,1.0,0.5405287628346509,0.9473956383180842,0.1897095867599297,INITIAL,INITIAL,,,25,21
21-99109,22-2872,False,TEXT_MIN,0.0266967980399462,0.1,0.2507893458054397,0.247999903480474,0.2507893458054397,INITIAL,INITIAL,,,8,23
22-104764,23-48532,False,TEXT_MIN,0.0099458792024762,1.0,0.5368275316586679,0.943388483249952,0.0043484427383972,INITIAL,INITIAL,,,13,13
22-105384,24-43365,True,,0.5576746382331395,1.0,0.708304826841958,0.4058818851823959,0.0424332019272886,INITIAL,INITIAL,,,9,9
22-105581,22-167195,True,,0.6479006932094956,1.0,0.6396561756062407,0.93950509042813,0.4575471569470599,INITIAL,INITIAL,,,6,16
22-111359,23-102643,False,TEXT_MIN,0.0709916422540964,1.0,0.4267875040486796,0.8973918988226445,0.0171361236711918,INITIAL,INITIAL,,,9,28
22-114731,23-168051,False,TEXT_MIN,0.1705777028350568,0.8,0.4772317623523224,0.8121148989172413,0.0336331242740544,INITIAL,INITIAL,,,28,8
22-120001,22-126881,False,TEXT_MIN,0.0168891306870142,1.0,0.5094482084430393,0.6507043195034223,0.0782609108985367,INITIAL,INITIAL,,,12,4
22-128177,23-41937,False,TEXT_MIN,0.0083812166130362,0.2,0.2689036404444356,0.3154729029079478,0.0204055151879149,INITIAL,INITIAL,,,12,11
22-137807,22-166987,True,,0.3143480155576154,1.0,0.561239501459182,0.8733158788265176,0.3576358283662251,INITIAL,INITIAL,,,15,14
22-146330,23-41937,True,,0.5607102418936469,0.2,0.3965157769536218,0.3067102419553601,0.1164830621284994,INITIAL,INITIAL,,,7,11
22-150236,23-117688,False,TEXT_MIN,0.0433447922505332,0.1,0.2100765029556673,0.2923797429582545,0.2100765029556673,INITIAL,INITIAL,,,20,26
22-159813,23-115723,False,MIN_TOKEN_COUNT,0.7337418706179899,1.0,0.7586734304499803,0.9704256155914686,0.7586734304499803,INITIAL,INITIAL,,,3,4
22-165672,23-28773,True,,1.0,1.0,0.856274638633377,0.4853552546281208,0.856274638633377,INITIAL,INITIAL,,,7,7
22-165707,23-168941,False,TEXT_MIN,0.0,0.2,0.1318265440210249,0.3744457039017292,0.189774268849145,INITIAL,INITIAL,,,10,18
22-165925,23-163953,False,TEXT_MIN,0.0227668810350094,1.0,0.438958333898828,0.9483363043579348,0.438958333898828,INITIAL,INITIAL,,,23,18
22-16811,22-127882,False,TEXT_MIN,0.1025584826114456,0.2,0.3760860076787892,0.6910550878506737,0.3760860076787892,INITIAL,INITIAL,,,13,21
22-171933,24-43365,True,,0.5576746382331395,1.0,0.6603963730530836,0.8476345340916653,0.0424332019272886,INITIAL,INITIAL,,,9,9
22-22098,22-125236,False,TEXT_MIN,0.0019504763661653,0.1,0.3297321630049866,0.2820759239544035,0.3297321630049866,INITIAL,INITIAL,,,16,15
22-24441,22-135485,False,TEXT_MIN,0.0,0.8,0.3802671922908453,0.8727120438241497,0.1063118703460359,INITIAL,INITIAL,,,13,18
22-26998,22-108057,False,TEXT_MIN,0.2151009371382511,1.0,0.6606466946212526,0.9466334468299468,0.2090888366780496,INITIAL,INITIAL,,,23,11
22-39410,22-150236,False,TEXT_MIN,0.2780185548325784,0.1,0.3647594070253928,0.46330688890381,0.3647594070253928,INITIAL,INITIAL,,,14,20
22-39639,22-123803,False,TEXT_MIN,0.0271349453601687,0.8,0.5967596049452663,0.8752144233271258,0.0171878228463553,INITIAL,INITIAL,,,27,13
22-41834,23-31575,False,TEXT_MIN,0.0,0.1,0.108670608848007,0.3207649307301446,0.108670608848007,INITIAL,INITIAL,,,11,10
22-48493,22-143552,False,TEXT_MIN,0.2397879021579032,0.1,0.3404281748660852,0.2694928176344451,0.3404281748660852,INITIAL,INITIAL,,,17,17
22-48708,22-156333,True,,0.4325991114597768,1.0,0.6700036443328666,0.9309245497228888,0.2731326773334184,INITIAL,INITIAL,,,20,33
22-52027,22-157410,False,TEXT_MIN,0.0368031410569187,1.0,0.5530716381347047,0.9372845026547346,0.0492964794465149,INITIAL,INITIAL,,,27,18
22-52158,22-61807,False,TEXT_MIN,0.1159640952732297,1.0,0.464733294055223,0.654830990641589,0.0549259290917627,INITIAL,INITIAL,,,9,17
22-55032,22-61807,False,TEXT_MIN,0.1014920244467494,1.0,0.4514551914735765,0.4965312926523425,0.0824923022068232,INITIAL,INITIAL,,,11,17
22-66076,22-69458,True,,0.7565369035163249,1.0,0.7064239214869554,0.6547448307930457,0.494138465543089,INITIAL,INITIAL,,,17,12
22-74813,23-115723,False,TEXT_MIN,0.2928378930482742,0.2,0.3643570383005797,0.6880420619842396,0.3643570383005797,INITIAL,INITIAL,,,6,4
22-7862,22-49221,False,TEXT_MIN;INITIAL_SOURCE,0.1246458263129395,0.8,0.4594823686006808,0.8275082302411734,0.1955202504295338,RECTIFICATIF,INITIAL,22-4281,,12,25
22-83128,23-139972,False,TEXT_MIN,0.2551002495842083,1.0,0.5312255166142189,0.8201240392438406,0.071549916627787,INITIAL,INITIAL,,,22,27
22-83349,22-162095,False,TEXT_MIN,0.0188194561087742,1.0,0.4964356926866912,0.9373584732371408,0.1761503252300544,INITIAL,INITIAL,,,11,18
22-84979,22-124106,False,TEXT_MIN,0.0105615023376393,1.0,0.4209983217007843,0.838991774013447,0.1585390857685752,INITIAL,INITIAL,,,16,4
22-87044,23-56091,False,TEXT_MIN,0.2065123253091115,0.1,0.2398088802182416,0.2712771905151348,0.2398088802182416,INITIAL,INITIAL,,,18,9
22-90329,24-13163,True,,0.319989429075903,1.0,0.5388797868169515,0.3520704969939277,0.0041064388961892,INITIAL,INITIAL,,,18,8
22-94102,23-90833,False,TEXT_MIN,0.1123671893312558,1.0,0.4470486213907753,0.8230795903137172,0.0258998586229911,INITIAL,INITIAL,,,14,16
22-94809,23-70584,True,,0.4514647026095493,1.0,0.7505225013666931,0.9209318435316564,0.250708277937392,INITIAL,INITIAL,,,26,14
22-95027,23-115723,True,,0.5074468667298777,0.2,0.3669230919231313,0.755494145963564,0.3669230919231313,INITIAL,INITIAL,,,4,4
23-105797,23-168941,False,TEXT_MIN,0.1614495174917635,0.2,0.2033908177625026,0.5184419510496016,0.2033908177625026,INITIAL,INITIAL,,,13,18
23-106736,23-148858,True,,0.6204208616569318,1.0,0.6971100698672674,0.969899233729278,0.6971100698672674,INITIAL,INITIAL,,,15,17
23-108546,24-21999,False,TEXT_MIN,0.0,0.2,0.3744108628996934,0.6961346347760217,0.3744108628996934,INITIAL,INITIAL,,,10,10
23-118784,24-76881,False,TEXT_MIN,0.0121119698767382,1.0,0.4762935039553252,0.9007955023277144,0.1691995197087341,INITIAL,INITIAL,,,12,19
23-120222,23-154026,True,,1.0000000000000002,1.0,0.7960468681559352,0.8512173169902773,0.3777049034605608,INITIAL,INITIAL,,,10,10
23-14004,23-110154,False,TEXT_MIN,0.1954474504216949,1.0,0.6704981538587189,0.9476738269646108,0.321478483417881,INITIAL,INITIAL,,,22,11
23-149615,25-25127,False,TEXT_MIN,0.0167273642355,0.1,0.1555895752923242,0.3114289776076817,0.1555895752923242,INITIAL,INITIAL,,,21,14
23-160148,23-174149,False,TEXT_MIN,0.2085958286868033,1.0,0.5135801563347306,0.8243656490527748,0.236419735320068,INITIAL,INITIAL,,,8,12
23-160919,24-54167,False,TEXT_MIN;INITIAL_CANDIDATE,0.0085345711440562,0.2,0.4020365961772484,0.3158027971422639,0.0260074463425317,INITIAL,RECTIFICATIF,,24-46266,12,22
23-174031,24-10209,False,TEXT_MIN,0.0,0.8,0.3597349978098992,0.6699724884833471,0.0619239397580463,INITIAL,INITIAL,,,10,7
23-217,23-159358,False,TEXT_MIN,0.0028647265807317,0.1,0.1534752780439481,0.2743176747989479,0.1534752780439481,INITIAL,INITIAL,,,8,15
23-24753,23-99733,True,,0.8066153089196675,1.0,0.84030046543682,0.9527017427043448,0.5346877046281959,INITIAL,INITIAL,,,19,14
23-30906,23-164280,True,,0.7490511593999327,1.0,0.7284425444233535,0.9693857138959326,0.7284425444233535,INITIAL,INITIAL,,,25,36
23-31948,24-11486,True,,1.0000000000000002,1.0,0.8069973718791065,0.9019992224426848,0.0479084537888743,INITIAL,INITIAL,,,13,13
23-34705,23-58292,False,TEXT_MIN,0.0417834373900303,0.8,0.371621574965617,0.6172491860568462,0.0228307283544088,INITIAL,INITIAL,,,28,14
23-48532,24-10209,False,TEXT_MIN,0.0,0.8,0.3583661848445028,0.8532297375182791,0.0592414929907381,INITIAL,INITIAL,,,13,7
23-49217,23-98718,True,,0.9421072484367208,1.0,0.8538067441363826,0.9291404476367352,0.4612828628740705,INITIAL,INITIAL,,,5,6
23-56091,23-98709,False,TEXT_MIN,0.2375020707614384,1.0,0.634266767254458,0.9251014934382394,0.3438327942914984,INITIAL,INITIAL,,,9,7
23-68037,23-144302,False,TEXT_MIN,0.0279506598153949,1.0,0.5927108956309642,0.9480776554468314,0.3111406945837632,INITIAL,INITIAL,,,12,19
23-74379,23-174031,False,TEXT_MIN,0.0,1.0,0.5922054314498466,0.953127963306162,0.1142258669335339,INITIAL,INITIAL,,,6,10
23-74653,23-174031,True,,1.0000000000000002,1.0,0.7683661848445029,0.9375416915208714,0.3497722295225581,INITIAL,INITIAL,,,10,10
23-93496,24-88815,True,,0.4721367726653231,1.0,0.785133985194142,0.9122064287004902,0.4471614389926729,INITIAL,INITIAL,,,14,19
24-104541,24-117088,False,INITIAL_CANDIDATE,1.0000000000000002,1.0,0.7546780551905388,0.8561716736175502,0.030113885238721,INITIAL,RECTIFICATIF,,24-104541;24-107602,25,25
24-106530,25-56786,False,TEXT_MIN;MIN_TOKEN_COUNT,0.0,1.0,0.4405716162943495,0.96718740377859,0.4405716162943495,INITIAL,INITIAL,,,1,1
