source_notice_id,candidate_notice_id,repair_rule_pass,repair_failure_reasons,s_text,s_cpv,composite_score,top1_top2_margin,source_etat,candidate_etat,source_annonce_lie,candidate_annonce_lie,source_token_count,candidate_token_count
16-79523,17-54834,False,TEXT_MIN,0.0340548581806647,1.0,0.5192582279585021,0.2102030789537251,INITIAL,INITIAL,,,6,15
16-81005,16-158508,True,,0.3420861055993441,1.0,0.6831904961362927,0.376430506201852,INITIAL,INITIAL,,,15,7
16-81774,16-139147,False,TEXT_MIN,0.0811073598556653,1.0,0.5412018554063378,0.1845815831681013,INITIAL,INITIAL,,,27,12
16-81907,17-99753,False,TEXT_MIN,0.2284253478665746,0.0,0.3529909216875981,0.0564161609743911,INITIAL,INITIAL,,,16,11
16-85619,17-68186,True,,0.3581375798875217,0.0,0.3792268213793798,0.0614808257298006,INITIAL,INITIAL,,,16,18
16-85662,17-68186,True,,0.3198590141071114,0.2,0.4614184604565428,0.0495076226075409,INITIAL,INITIAL,,,22,18
16-9226,16-74267,False,INITIAL_SOURCE,0.536490702941798,0.0,0.4252246588636196,0.2762470809342301,RECTIFICATIF,INITIAL,16-2845,,22,12
16-95746,16-133646,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,1.0,1.0,0.8984034165571615,0.8984034165571615,INITIAL,RECTIFICATIF,,16-95746,9,9
16-96425,16-108742,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,0.9761974945531108,0.1,0.4599214226993707,0.1665522630203856,INITIAL,RECTIFICATIF,,16-96425,12,13
16-98698,17-62873,False,TEXT_MIN,0.2291937843022261,0.0,0.4274801985749863,0.1492006132282085,INITIAL,INITIAL,,,4,6
17-100105,18-38591,False,TEXT_MIN,0.0086704414364059,1.0,0.5336435025097503,0.0015325155547349,INITIAL,INITIAL,,,8,27
17-102039,18-21245,True,,0.5091218126321245,1.0,0.7498658713901443,0.3865847384638585,INITIAL,INITIAL,,,29,21
17-102187,18-46346,True,,0.9999999999999998,1.0,0.953460359176522,0.6176457056502949,INITIAL,INITIAL,,,14,14
17-102482,17-159373,False,TEXT_MIN;INITIAL_SOURCE,0.0343829381488488,0.8,0.4703235596705377,0.0973137656675097,RECTIFICATIF,INITIAL,17-93666,,13,6
17-102708,18-31687,False,TEXT_MIN,0.2450049122501733,1.0,0.6286798839831367,0.2705038624918042,INITIAL,INITIAL,,,32,21
17-102923,17-142035,True,,1.0,1.0,0.8217498904949627,0.3474661107408346,INITIAL,INITIAL,,,17,17
17-103062,18-41617,False,TEXT_MIN,0.0383657196679194,0.2,0.3615269944374292,0.0570022462990149,INITIAL,INITIAL,,,9,5
17-103193,18-87166,False,TEXT_MIN,0.0110848013704153,1.0,0.4345651820127159,0.0369777093318395,INITIAL,INITIAL,,,20,9
17-104238,17-161917,False,TEXT_MIN,0.0084461878507903,1.0,0.5267209489278029,0.0518514470998318,INITIAL,INITIAL,,,15,6
17-105380,18-47589,True,,0.6221104163031109,0.1,0.531731199363557,0.1853241166456798,INITIAL,INITIAL,,,27,27
17-105440,19-21908,False,TEXT_MIN,0.1865607444238297,0.0,0.3479200012404122,0.0024406575050376,INITIAL,INITIAL,,,11,14
17-106009,18-61655,False,TEXT_MIN,0.0622592166711997,1.0,0.5838822720460457,0.1313435725660719,INITIAL,INITIAL,,,20,17
17-107265,17-123168,False,INITIAL_SOURCE;INITIAL_CANDIDATE,0.9367775141396132,0.1,0.4666566240355925,0.1706032879442568,RECTIFICATIF,RECTIFICATIF,17-104238,17-104238;17-107265,15,16
17-10967,17-21818,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,0.9817568364471466,0.1,0.4427038108467334,0.1259747298794987,INITIAL,RECTIFICATIF,,17-10967,13,14
17-109941,18-38591,False,TEXT_MIN,0.2766660865775381,0.2,0.3942860431361287,0.0165118724492968,INITIAL,INITIAL,,,21,27
17-110921,18-61507,True,,0.4538778611384422,0.2,0.4412532216130846,0.4412532216130846,INITIAL,INITIAL,,,13,11
17-111330,18-61655,False,TEXT_MIN,0.0876735783370829,1.0,0.5215990244284916,0.157286888840234,INITIAL,INITIAL,,,23,17
17-114118,18-87166,False,TEXT_MIN,0.0137565151871309,1.0,0.5627998876304323,0.1791779072563681,INITIAL,INITIAL,,,22,9
17-114542,17-152907,True,,0.9999999999999998,0.1,0.546274638633377,0.0940571660432296,INITIAL,INITIAL,,,6,6
17-118765,18-87166,False,TEXT_MIN,0.0,0.2,0.3467301795882611,0.0130437658646583,INITIAL,INITIAL,,,8,9
17-118982,18-6802,False,INITIAL_CANDIDATE,0.8390779671002169,0.1,0.5816623958000124,0.0496632373693206,INITIAL,RECTIFICATIF,,17-172986,15,23
17-120212,18-101994,False,TEXT_MIN,0.0226384341062527,0.1,0.346554638971792,0.0466180323679199,INITIAL,INITIAL,,,10,24
17-121705,17-152907,False,INITIAL_SOURCE,0.9620079969004524,0.1,0.5069699912060037,0.5069699912060037,RECTIFICATIF,INITIAL,17-114542,,7,6
17-124586,18-74252,False,TEXT_MIN,0.2291937843022261,0.0,0.4042103781632473,0.1552400875605823,INITIAL,INITIAL,,,6,4
17-125205,18-121895,False,TEXT_MIN,0.2032421834530961,0.0,0.359233756762241,0.1887855009444055,INITIAL,INITIAL,,,20,19
17-128615,17-174282,True,,0.5742011617826429,0.0,0.3877772397382483,0.3877772397382483,INITIAL,INITIAL,,,21,12
17-129614,18-61655,False,TEXT_MIN,0.0955687746091061,1.0,0.5791148617395561,0.1816022661546999,INITIAL,INITIAL,,,14,17
17-130666,18-28473,False,TEXT_MIN,0.0535291501545449,0.2,0.3490396265575948,0.0023094469693337,INITIAL,INITIAL,,,4,11
17-132788,17-176560,True,,0.5359527664600691,0.0,0.4510438274375463,0.4510438274375463,INITIAL,INITIAL,,,20,22
17-13461,17-106009,False,TEXT_MIN,0.0285363621991143,0.2,0.3758812878735008,0.0132023872463603,INITIAL,INITIAL,,,14,20
17-134974,18-73911,True,,0.5278759841311622,0.1,0.4234644350065725,0.4234644350065725,INITIAL,INITIAL,,,11,12
17-135428,18-43533,False,TEXT_MIN,0.2946398029671913,0.1,0.4403863051077241,0.2371055091061004,INITIAL,INITIAL,,,18,9
17-136551,18-87219,False,MIN_TOKEN_COUNT,0.5300027790858282,1.0,0.7448548929603727,0.5908769755895815,INITIAL,INITIAL,,,1,1
17-139193,17-159853,False,TEXT_MIN,0.1410946318206214,0.8,0.4050116800509275,0.1049859781264856,INITIAL,INITIAL,,,14,10
17-140948,18-87166,False,TEXT_MIN,0.0579750849087466,1.0,0.5782763870329979,0.1961852087790341,INITIAL,INITIAL,,,23,9
17-142028,18-18602,True,,0.8701271989393848,1.0,0.7749255971583511,0.2028311560091373,INITIAL,INITIAL,,,17,15
17-142035,18-87166,False,TEXT_MIN,0.002854460173695,1.0,0.5589841683757297,0.198579029441214,INITIAL,INITIAL,,,17,9
17-143219,18-53804,False,TEXT_MIN,0.2756213995649679,0.1,0.4214105472283783,0.0505344289147571,INITIAL,INITIAL,,,12,6
17-143241,19-67059,False,TEXT_MIN,0.1356376941034931,1.0,0.6109335521127448,0.0049479102573384,INITIAL,INITIAL,,,12,12
17-144102,18-10415,False,TEXT_MIN;MIN_TOKEN_COUNT,0.0,1.0,0.3745641699518178,0.0727770477441962,INITIAL,INITIAL,,,1,17
17-146735,18-57746,False,TEXT_MIN,0.041956910895386,0.1,0.3437344150902138,0.0272544307079161,INITIAL,INITIAL,,,11,4
17-150835,18-21831,False,TEXT_MIN;MIN_TOKEN_COUNT,0.193185819838258,0.2,0.3431669423310381,0.1169622333349559,INITIAL,INITIAL,,,16,3
17-15162,17-68883,False,TEXT_MIN,0.2998124722005287,0.2,0.3750110187962472,0.0287450722733245,INITIAL,INITIAL,,,12,6
17-155110,18-141270,True,,0.9157716317931278,0.1,0.4346659318371874,0.0993903453973626,INITIAL,INITIAL,,,17,17
17-156331,18-38591,False,TEXT_MIN,0.2264711164622766,0.1,0.3549306813881656,0.0069927819438355,INITIAL,INITIAL,,,26,27
17-15684,17-94724,True,,0.4571245870210593,0.0,0.4357732813224605,0.0333366367732444,INITIAL,INITIAL,,,11,11
17-157486,18-58630,False,TEXT_MIN,0.0154243376984451,0.6,0.4789727626096989,0.1280487295130216,INITIAL,INITIAL,,,25,19
17-158224,19-55110,True,,0.4688665292532899,1.0,0.5797318441523616,0.1600439196038267,INITIAL,INITIAL,,,10,18
17-159373,18-121819,False,INITIAL_CANDIDATE,0.3062870657521602,1.0,0.6556038895704177,0.0027376259307927,INITIAL,RECTIFICATIF,,18-120601,6,10
17-161606,18-55179,False,TEXT_MIN,0.1247095529549985,0.2,0.3657398897453752,0.0932973905353717,INITIAL,INITIAL,,,22,19
17-161917,18-80158,False,TEXT_MIN,0.0844525968682656,0.4,0.4239692718035863,0.0051661713026252,INITIAL,INITIAL,,,6,11
17-162755,18-58840,False,TEXT_MIN,0.2897780163113885,0.0,0.3854148593664542,0.0284458274567787,INITIAL,INITIAL,,,15,18
17-167707,18-90097,False,TEXT_MIN,0.1350046984938075,1.0,0.6120808166147511,0.011844224372338,INITIAL,INITIAL,,,27,15
17-168569,18-66863,False,TEXT_MIN,0.042032520961305,0.2,0.372392065647889,0.0035442855131123,INITIAL,INITIAL,,,19,14
17-170763,18-82638,False,TEXT_MIN,0.2722396072784689,0.1,0.4202269199281036,0.4202269199281036,INITIAL,INITIAL,,,22,9
17-171316,18-150422,False,TEXT_MIN,0.0356569755225332,0.4,0.4742670636405082,0.0121683251053774,INITIAL,INITIAL,,,13,12
17-172986,18-6802,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,0.9874899248683172,0.1,0.4898812196522246,0.4898812196522246,INITIAL,RECTIFICATIF,,17-172986,22,23
17-173663,18-90097,True,,0.9999999999999996,1.0,0.94083661848445,0.3136592965279514,INITIAL,INITIAL,,,15,15
17-174760,18-134465,False,TEXT_MIN,0.0187124590023151,0.6,0.3747250067305299,0.1363029180475625,INITIAL,INITIAL,,,24,17
17-178496,18-38591,False,TEXT_MIN,0.2737877292273384,0.0,0.3633925033022797,0.007584715368099,INITIAL,INITIAL,,,19,27
17-179112,18-28651,False,TEXT_MIN,0.0130094958205315,1.0,0.4626150843781847,0.0465220467649942,INITIAL,INITIAL,,,18,27
17-19962,17-110921,True,,0.3769348291281133,0.0,0.429607873506272,0.1331593199993601,INITIAL,INITIAL,,,13,13
17-20859,17-30623,True,,0.9999999999999998,1.0,0.7697349978098991,0.4726805798141772,INITIAL,INITIAL,,,13,13
17-2217,17-9629,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,0.9999999999999998,0.1,0.4627770477441961,0.0784531235270021,INITIAL,RECTIFICATIF,,17-2217,26,26
17-26666,17-61199,False,TEXT_MIN,0.008780129250107,1.0,0.396800596704905,0.396800596704905,INITIAL,INITIAL,,,8,9
17-29415,17-104238,False,TEXT_MIN,0.0229225297764661,1.0,0.5564263019789248,0.0504560873490518,INITIAL,INITIAL,,,8,15
17-35759,17-171316,False,TEXT_MIN,0.0072123994684361,0.4,0.4492545194022137,0.0654897362221874,INITIAL,INITIAL,,,4,13
17-37863,17-39483,True,,0.8472198942413518,0.1,0.3901406292131197,0.0826834668930786,INITIAL,INITIAL,,,24,22
17-37945,17-39483,True,,0.7763530960744156,0.1,0.365337249854692,0.0577769997234412,INITIAL,INITIAL,,,27,22
17-39457,17-136551,False,MIN_TOKEN_COUNT,0.8377922746823196,1.0,0.8936456053810371,0.8936456053810371,INITIAL,INITIAL,,,1,1
17-39998,18-38591,True,,0.4232212910632577,0.2,0.416835292432806,0.0406235552600877,INITIAL,INITIAL,,,30,27
17-48519,18-55179,False,TEXT_MIN,0.2356514276241337,0.0,0.3815274959452755,0.033163630317955,INITIAL,INITIAL,,,22,19
17-48788,18-12119,False,TEXT_MIN,0.0083649151105034,0.2,0.3537643387731264,0.0285033085932644,INITIAL,INITIAL,,,8,20
17-50845,17-143219,False,TEXT_MIN,0.2669617399510149,0.1,0.4334366089828552,0.0944339102986063,INITIAL,INITIAL,,,17,12
17-51157,17-111330,False,TEXT_MIN,0.2777757682666859,0.0,0.3976398281355652,0.0484627486947598,INITIAL,INITIAL,,,27,23
17-53540,17-77744,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,1.0,0.1,0.4764651773981602,0.1451121896874243,INITIAL,RECTIFICATIF,,17-53540,12,12
17-54834,17-178496,False,TEXT_MIN,0.2880568941949442,0.0,0.3902877184872843,0.0160222219380701,INITIAL,INITIAL,,,15,19
17-55087,17-143219,False,TEXT_MIN,0.286433863994701,0.1,0.4265637227441812,0.0170671343884941,INITIAL,INITIAL,,,24,12
17-56452,17-171316,False,TEXT_MIN,0.0525798594715603,0.0,0.3629276989534605,0.007221322507721,INITIAL,INITIAL,,,19,13
17-58113,17-68883,True,,1.0,1.0,0.7382522996057819,0.7382522996057819,INITIAL,INITIAL,,,6,6
17-58214,17-129614,False,TEXT_MIN,0.2520094867399283,1.0,0.6270250461583617,0.0578025045179297,INITIAL,INITIAL,,,24,14
17-59442,17-115928,True,,0.9999999999999996,1.0,0.7642597459483134,0.3472097127184082,INITIAL,INITIAL,,,18,18
17-6085,17-105683,True,,0.8665608688405348,0.0,0.521890259416132,0.3674851231545267,INITIAL,INITIAL,,,13,10
17-61541,17-159373,False,TEXT_MIN,0.008844898053713,1.0,0.4762144177791587,0.1282552939572952,INITIAL,INITIAL,,,16,6
17-62129,17-140377,False,TEXT_MIN,0.0261883425486762,0.4,0.3981015309301444,0.0922936388295963,INITIAL,INITIAL,,,18,6
17-62873,17-124586,True,,1.0,1.0,0.812472623740692,0.5112879768632475,INITIAL,INITIAL,,,6,6
17-65753,18-18447,True,,0.6142114018460783,0.1,0.4317808237604506,0.0129049270981548,INITIAL,INITIAL,,,23,13
17-66007,17-80512,False,TEXT_MIN,0.0432724311577433,1.0,0.4116105283033704,0.2846428929361849,INITIAL,INITIAL,,,15,20
17-6714,17-124586,True,,1.0,1.0,0.9575667980727112,0.1683639947437583,INITIAL,INITIAL,,,6,6
17-68186,18-101994,False,TEXT_MIN,0.2738535113633949,0.1,0.3961531529806923,0.0869589830923633,INITIAL,INITIAL,,,18,24
17-68985,18-90097,False,TEXT_MIN,0.0310579116372783,0.2,0.3521251967997229,0.0118854667799106,INITIAL,INITIAL,,,12,15
17-71849,18-46804,False,TEXT_MIN,0.1949921040819143,0.0,0.3727719845670844,0.0103802497050571,INITIAL,INITIAL,,,13,24
17-73511,17-81541,False,MIN_TOKEN_COUNT,1.0,0.1,0.4641458607095927,0.4641458607095927,INITIAL,INITIAL,,,3,3
17-73536,18-56546,False,TEXT_MIN,0.1833112792599221,1.0,0.6495203143638375,0.0207719572287599,INITIAL,INITIAL,,,28,21
17-74587,17-157486,False,TEXT_MIN,0.2758656370363008,0.4,0.4978079006893807,0.0044507392704189,INITIAL,INITIAL,,,29,25
17-76616,17-106009,True,,1.0,1.0,0.7820543144984669,0.121456044278239,INITIAL,INITIAL,,,20,20
17-77672,17-161006,False,TEXT_MIN,0.1476294015177662,0.2,0.4038757219810648,0.0764198309519562,INITIAL,INITIAL,,,12,12
17-80194,17-161917,False,TEXT_MIN,0.0,0.6,0.4626237406920718,0.1595383715609312,INITIAL,INITIAL,,,10,6
17-8037,17-25692,True,,0.9999999999999998,0.1,0.4915221200175206,0.1469141781232615,INITIAL,INITIAL,,,12,12
17-82173,17-172986,True,,0.8497078764749008,0.1,0.6305536919392332,0.043416044277635,INITIAL,INITIAL,,,15,22
17-82869,17-172986,False,INITIAL_SOURCE,0.8497078764749008,0.1,0.6291848789738368,0.0406784183468422,RECTIFICATIF,INITIAL,17-82173,,15,22
17-8592,17-23085,True,,0.4480276556077633,0.2,0.3598144976843553,0.0176899532203291,INITIAL,INITIAL,,,18,26
17-8714,17-102039,False,TEXT_MIN,0.0466297420927578,0.2,0.3835827838016724,0.0245989596069976,INITIAL,INITIAL,,,28,29
17-90968,17-130002,True,,0.8468750551907425,1.0,0.6805521300263524,0.3788749978653856,INITIAL,INITIAL,,,10,16
17-91590,18-53373,True,,0.3604237100541303,0.0,0.4019279743840354,0.0475774762144529,INITIAL,INITIAL,,,23,13
17-91935,17-143219,False,TEXT_MIN,0.1578950094799661,0.1,0.3665181810446635,0.0604856917848002,INITIAL,INITIAL,,,21,12
17-93042,18-8879,False,TEXT_MIN,0.0,0.2,0.3439925536574682,0.0301138852387209,INITIAL,INITIAL,,,9,6
17-9361,17-35545,False,TEXT_MIN,0.1122271996826206,0.8,0.4181778992143661,0.0682493609517466,INITIAL,INITIAL,,,13,23
17-93666,17-102482,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,1.0,1.0,0.7286706088480068,0.2378148546965229,INITIAL,RECTIFICATIF,,17-93666,13,13
17-94724,17-178496,True,,0.3195573628158332,0.4,0.4556098601655678,0.0081952706682192,INITIAL,INITIAL,,,11,19
17-9629,17-102568,False,TEXT_MIN;INITIAL_SOURCE,0.1892140904672472,0.1,0.4048561186981401,0.1191518001376222,RECTIFICATIF,INITIAL,17-2217,,26,18
17-96902,18-36652,True,,0.6499172430708959,0.2,0.5071293793586507,0.0355452636530463,INITIAL,INITIAL,,,21,24
17-97609,17-174760,True,,0.5862911632039427,0.4,0.6256202163636051,0.292219567342067,INITIAL,INITIAL,,,20,24
18-101099,19-85688,False,TEXT_MIN,0.0021180203454943,0.4,0.3650382847818954,0.0615015232700756,INITIAL,INITIAL,,,9,17
18-101350,19-80203,False,TEXT_MIN,0.1840318804044239,0.0,0.3620918414529807,0.0260512234915226,INITIAL,INITIAL,,,13,17
18-101437,18-149889,False,TEXT_MIN,0.0,1.0,0.4950197109067017,0.4950197109067017,INITIAL,INITIAL,,,34,5
18-103911,18-164871,False,TEXT_MIN,0.0913806658292633,0.1,0.3719832330402421,0.0659734771971366,INITIAL,INITIAL,,,24,26
18-105237,19-32405,True,,0.7475511793813263,0.8,0.7213012570673012,0.4937040060192056,INITIAL,INITIAL,,,15,24
18-109139,18-177187,True,,0.8304716090250985,1.0,0.8431749186121353,0.1595944011728238,INITIAL,INITIAL,,,15,15
18-11225,18-28651,False,TEXT_MIN,0.0578161633452171,1.0,0.4303889642229503,0.114727928218133,INITIAL,INITIAL,,,11,27
18-114870,19-98987,False,TEXT_MIN,0.2680003150437315,0.0,0.343572339787864,0.0340024917651033,INITIAL,INITIAL,,,15,21
18-117157,19-5191,False,TEXT_MIN,0.2387682607760338,0.2,0.3988163726557555,0.0122986557200602,INITIAL,INITIAL,,,16,20
18-120601,18-121819,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,1.0,1.0,0.7108760402978536,0.4627419351304399,INITIAL,RECTIFICATIF,,18-120601,10,10
18-121895,19-82611,False,TEXT_MIN;INITIAL_CANDIDATE,0.1783917224277846,0.2,0.3639964545799042,0.0177945685501532,INITIAL,RECTIFICATIF,,19-75324,19,16
18-122376,19-36958,False,TEXT_MIN,0.1100456169501992,0.1,0.35935258441702,0.0169052615511778,INITIAL,INITIAL,,,16,12
18-123694,19-8964,True,,0.3471570437874539,0.2,0.428539568917374,0.0434893142983794,INITIAL,INITIAL,,,11,11
18-124336,19-75460,False,TEXT_MIN,0.038212738135616,0.4,0.4050476953163661,0.0768709324700811,INITIAL,INITIAL,,,15,15
18-125410,19-17531,True,,0.4406637842861052,0.8,0.6672743744344338,0.6672743744344338,INITIAL,INITIAL,,,19,11
18-12557,18-62528,False,TEXT_MIN,0.0280229032955206,0.2,0.3496941309147112,0.0646039536548579,INITIAL,INITIAL,,,26,17
18-126368,19-71137,False,TEXT_MIN,0.0557198501917661,1.0,0.6185514438439468,0.3161374648241928,INITIAL,INITIAL,,,22,32
18-126992,19-21370,False,TEXT_MIN,0.2443276154363281,0.2,0.4103438375446334,0.4103438375446334,INITIAL,INITIAL,,,18,23
18-12739,18-19126,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,1.0,1.0,0.7314082347787998,0.4411639036513639,INITIAL,RECTIFICATIF,,18-12739,27,27
18-127511,19-46630,False,TEXT_MIN,0.0217875011573195,0.8,0.3796799399035287,0.0587127380563928,INITIAL,INITIAL,,,17,28
18-127908,19-15392,False,TEXT_MIN,0.1401302145801737,1.0,0.6001866175910153,0.2387311134847847,INITIAL,INITIAL,,,27,21
18-128159,19-16942,True,,0.423334505078065,1.0,0.7034145581614664,0.3347833711268628,INITIAL,INITIAL,,,6,27
18-128655,19-128681,False,TEXT_MIN,0.0224139199613066,0.2,0.4027879293670968,0.0534886982239881,INITIAL,INITIAL,,,14,8
18-133090,19-144868,False,TEXT_MIN,0.0143886724508149,0.0,0.3495607834961996,0.0251533257027464,INITIAL,INITIAL,,,16,5
18-134123,18-142763,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,1.0000000000000002,0.1,0.4627770477441962,0.1257922787985546,INITIAL,RECTIFICATIF,,18-134123,21,21
18-134465,19-131225,False,TEXT_MIN,0.0564841543210903,0.6,0.4016332297460653,0.0034493046955876,INITIAL,INITIAL,,,17,4
18-136695,19-39813,True,,0.7701830714468435,0.1,0.58492544162926,0.0918302722208089,INITIAL,INITIAL,,,20,12
18-14065,19-12828,False,TEXT_MIN,0.0578844387062583,0.2,0.3837199127237125,0.0518446956479309,INITIAL,INITIAL,,,10,18
18-14081,18-52482,True,,1.0,1.0,0.719088918090232,0.719088918090232,INITIAL,INITIAL,,,15,15
18-142560,19-112016,True,,0.67341832936075,1.0,0.7991567744527845,0.1132455052233698,INITIAL,INITIAL,,,12,17
18-144441,19-97500,False,TEXT_MIN,0.0281134723588158,1.0,0.4446316557548452,0.2233565020224969,INITIAL,INITIAL,,,12,17
18-146989,19-103833,True,,0.3091851747063736,1.0,0.6169226517078965,0.2741064388961892,INITIAL,INITIAL,,,12,15
18-149889,19-147530,True,,0.4368925419622643,1.0,0.5452711281887637,0.5452711281887637,INITIAL,INITIAL,,,5,8
18-149893,19-54309,False,TEXT_MIN,0.1040437297725361,0.0,0.3450464924549912,0.0433855840972894,INITIAL,INITIAL,,,10,24
18-150422,19-1779,False,TEXT_MIN,0.0,0.8,0.4421681997371879,0.0515621658146848,INITIAL,INITIAL,,,12,7
18-150889,19-144868,False,TEXT_MIN,0.0069582200399611,0.4,0.4669601251524007,0.20976144925541,INITIAL,INITIAL,,,13,5
18-151695,19-8820,True,,0.924904351730345,0.4,0.6182040395313764,0.3384678275991948,INITIAL,INITIAL,,,17,15
18-15680,18-97311,False,TEXT_MIN,0.2401381309468107,0.1,0.3884592087310771,0.1148114535934655,INITIAL,INITIAL,,,17,18
18-159101,19-59985,True,,0.3855911293403212,0.2,0.4679989452034094,0.2243738477295226,INITIAL,INITIAL,,,23,20
18-165012,18-171623,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,1.0,1.0,0.8149058256679806,0.4511905545917926,INITIAL,RECTIFICATIF,,18-165012,9,9
18-167367,18-173792,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,0.9999999999999998,1.0,0.7300394218134034,0.7300394218134034,INITIAL,RECTIFICATIF,,18-167367,30,30
18-168544,19-156899,False,TEXT_MIN,0.1920782157591521,0.2,0.4358585625503068,0.0507490220931686,INITIAL,INITIAL,,,20,19
18-171623,19-24951,False,INITIAL_SOURCE,0.3059970763618513,0.0,0.3431830765952419,0.0229097576523095,RECTIFICATIF,INITIAL,18-165012,,9,21
18-173960,19-103125,False,TEXT_MIN,0.0,0.4,0.4039925536574682,0.4039925536574682,INITIAL,INITIAL,,,9,8
18-174630,18-177187,False,TEXT_MIN,0.0514117572935276,1.0,0.3884518461083632,0.003179616233005,INITIAL,INITIAL,,,18,15
18-177907,19-101998,False,TEXT_MIN,0.1950843201546718,0.1,0.3891161305385854,0.1500979050144645,INITIAL,INITIAL,,,15,11
18-180161,19-37169,True,,1.0,1.0,0.71,0.4004400805083178,INITIAL,INITIAL,,,18,20
18-18447,18-21811,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,0.978173874468842,0.1,0.4428185871197231,0.087507320768394,INITIAL,RECTIFICATIF,,18-18447,13,14
18-18750,18-35949,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,0.9999999999999986,1.0,0.8436508979413049,0.8436508979413049,INITIAL,RECTIFICATIF,,18-18750,31,31
18-20656,18-122376,False,TEXT_MIN,0.2230931497941725,0.1,0.393443969050825,0.036957950065703,INITIAL,INITIAL,,,28,16
18-21245,18-127908,False,TEXT_MIN,0.0981825160295282,0.4,0.4232994916484426,0.0156779037361409,INITIAL,INITIAL,,,21,27
18-21811,18-122376,False,TEXT_MIN;INITIAL_SOURCE,0.1269534186547822,0.1,0.3625326890828312,0.0424332019272886,RECTIFICATIF,INITIAL,18-18447,,14,16
18-22305,18-52389,True,,0.6108669706276435,0.4,0.4781770709067098,0.4781770709067098,INITIAL,INITIAL,,,13,17
18-22345,18-52389,True,,0.3541612867868453,0.4,0.3883300815624305,0.3883300815624305,INITIAL,INITIAL,,,16,17
18-26430,19-176592,False,TEXT_MIN,0.0,1.0,0.4580617608409986,0.1975667980727113,INITIAL,INITIAL,,,6,5
18-26824,19-1779,False,TEXT_MIN,0.2552825798883648,0.8,0.6026953768987288,0.1572512429481323,INITIAL,INITIAL,,,9,7
18-27476,18-146489,True,,0.3377670388599821,1.0,0.7682184636009937,0.6074155617806868,INITIAL,INITIAL,,,15,5
18-28651,18-122376,False,TEXT_MIN,0.1992685254009885,0.1,0.4056375449941568,0.0504954580862223,INITIAL,INITIAL,,,27,16
18-29375,18-34097,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,0.9999999999999992,1.0,0.7231953569864211,0.4517892165879389,INITIAL,RECTIFICATIF,,18-29375,18,18
18-30222,19-1779,False,TEXT_MIN,0.0079692016179902,0.8,0.466858427749827,0.075947591152199,INITIAL,INITIAL,,,21,7
18-31687,19-32405,False,TEXT_MIN,0.1989319598217735,0.0,0.3741509340760351,0.0459778599136682,INITIAL,INITIAL,,,21,24
18-32739,18-38804,False,TEXT_MIN,0.0936872916680928,1.0,0.4922211258902276,0.4922211258902276,INITIAL,INITIAL,,,5,10
18-35370,18-90097,True,,0.4032979351346284,0.1,0.3771244919269929,0.0384933048923892,INITIAL,INITIAL,,,12,15
18-35804,18-72093,True,,1.0,1.0,0.8956657906263688,0.6570470876123137,INITIAL,INITIAL,,,8,8
18-36652,18-38591,True,,0.60649659215854,1.0,0.5722738072554889,0.2672751505970602,INITIAL,INITIAL,,,24,27
18-37425,19-43671,False,TEXT_MIN,0.2475575644476099,0.2,0.374516369632879,0.0554330303397888,INITIAL,INITIAL,,,15,18
18-38970,18-132522,False,TEXT_MIN,0.0365824798984185,0.1,0.3486974290682572,0.0594193804526564,INITIAL,INITIAL,,,6,8
18-38978,18-132522,False,TEXT_MIN,0.0321345230247339,0.1,0.3471406441624676,0.0581862304731118,INITIAL,INITIAL,,,9,8
18-41248,18-88858,False,TEXT_MIN,0.1457192301631657,0.4,0.3564397507060348,0.0590961615216725,INITIAL,INITIAL,,,26,12
18-41400,18-177907,True,,0.9999999999999998,0.1,0.5736508979413053,0.3859636563416649,INITIAL,INITIAL,,,15,15
18-42613,19-10428,False,TEXT_MIN,0.1944772001419205,0.0,0.4057477033611045,0.049152197355378,INITIAL,INITIAL,,,11,15
18-43156,19-46630,False,TEXT_MIN,0.2204832458672785,0.0,0.3502111859878444,0.0492031946931083,INITIAL,INITIAL,,,22,28
18-44367,18-114528,False,TEXT_MIN,0.0,0.4,0.4149430573806394,0.0802366482386004,INITIAL,INITIAL,,,4,10
