source_notice_id,candidate_notice_id,buyer_key_type,buyer_key,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,confidence_tier,variant,threshold_used,source_annonce_lie,source_etat,source_schema_family,source_notice_type_normalized,source_text_length,source_token_count,candidate_annonce_lie,candidate_etat,candidate_schema_family,candidate_notice_type_normalized,candidate_text_length,candidate_token_count,repair_pass_text_min,repair_pass_initial_source,repair_pass_initial_candidate,repair_pass_no_explicit_linked_notice_ref,repair_pass_min_token_count,repair_rule_pass,repair_failure_reasons,repair_rule_version,rule_role
19-11185,19-124888,NAME_FALLBACK,NAME:departement de maine-et-loire,2019-01-23,2019-08-13,6.636005256241787,2019-07-23,0.6898817345597897,0.8850197109067017,0.9650727723557216,1.0,0.6,0.9190303980511778,False,False,1,0.6886604677367947,5,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,114,15,,INITIAL,LEGACY,APPEL_OFFRE,101,13,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-117771,19-174440,NAME_FALLBACK,NAME:sdis49,2019-07-29,2019-11-21,3.7779237844940874,2020-03-19,3.9093298291721417,0.3484450284713097,0.9295829620997308,1.0,0.6,0.7724652938527332,False,False,1,0.7724652938527332,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,155,19,,INITIAL,LEGACY,APPEL_OFFRE,166,21,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-124424,20-152502,NAME_FALLBACK,NAME:chd vendee,2019-08-11,2020-12-14,16.130091984231274,2021-02-23,2.33245729303548,0.61125711782742,0.4552416812193399,1.0,0.6,0.672148867883624,False,True,1,0.672148867883624,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,135,18,,INITIAL,LEGACY,APPEL_OFFRE,189,28,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-143955,19-177480,RAW_SIRET,SIRET:23440003400026,2019-09-24,2019-11-28,2.135348226018397,2020-01-24,1.8725361366622864,0.687910643889619,0.9566688505698498,1.0,1.0,0.9068117586718522,False,False,1,0.5562298223793227,6,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,53,6,,INITIAL,LEGACY,APPEL_OFFRE,62,7,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-145053,19-174809,NAME_FALLBACK,NAME:departement de la sarthe,2019-09-24,2019-11-20,1.8725361366622864,2020-03-24,4.106438896189225,0.3155935173017958,0.9840442363160228,1.0,0.6,0.7833138620360569,False,False,1,0.3803644939735831,7,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,119,19,,INITIAL,LEGACY,APPEL_OFFRE,127,19,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-152453,20-10180,NAME_FALLBACK,NAME:chd vendee,2019-10-10,2020-01-24,3.4822601839684624,2020-05-22,3.9093298291721417,0.3484450284713097,1.0,1.0,0.6,0.7971112571178274,False,False,1,0.6162011772641207,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,105,15,,INITIAL,LEGACY,APPEL_OFFRE,105,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-175998,21-90254,NAME_FALLBACK,NAME:communaute communes parthenay-gatine,2019-11-24,2021-06-30,19.185282522996054,2021-07-23,0.7555847568988173,0.8740692071835304,0.3951961206972466,0.0,0.6,0.4168359440399189,False,False,1,0.2427289433952593,3,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,105,16,,INITIAL,LEGACY,APPEL_OFFRE,132,22,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-24951,19-169357,NAME_FALLBACK,NAME:ch le mans,2019-02-15,2019-11-08,8.73850197109067,2019-08-15,2.7923784494086727,0.5346035917652212,0.3432516326520899,0.2,0.6,0.3737889693695367,False,False,1,0.0801653112627778,4,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,138,21,,INITIAL,LEGACY,APPEL_OFFRE,82,13,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-25237,19-184042,NAME_FALLBACK,NAME:commune de nantes,2019-02-17,2019-12-12,9.789750328515112,2019-08-17,3.843626806833114,0.3593955321944809,0.8771245365023538,1.0,0.6,0.7568424708244441,False,False,1,0.4496317493843324,6,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,62,7,,INITIAL,LEGACY,APPEL_OFFRE,87,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-30217,19-101998,NAME_FALLBACK,NAME:mairie de coueron,2019-02-25,2019-07-04,4.23784494086728,2019-08-25,1.7082785808147174,0.7152869031975471,0.7975397155864086,0.1,0.6,0.5479606262546297,True,False,1,0.2432186737755394,3,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,114,16,,INITIAL,LEGACY,APPEL_OFFRE,75,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-41587,19-54274,NAME_FALLBACK,NAME:sdis 44,2019-03-18,2019-04-04,0.5584756898817346,2019-09-18,5.486202365308804,0.0856329391151993,1.0,0.1,0.6,0.4614082347787998,True,False,1,0.1418913300964244,6,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,101,12,,INITIAL,LEGACY,APPEL_OFFRE,101,12,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-46133,19-92746,NAME_FALLBACK,NAME:cc du pays des achards,2019-03-27,2019-06-19,2.759526938239159,2019-10-15,3.876478318002628,0.3539202803328953,1.0000000000000004,1.0,0.6,0.798480070083224,False,False,1,0.798480070083224,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,149,22,,INITIAL,LEGACY,APPEL_OFFRE,149,22,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-52696,19-187364,NAME_FALLBACK,NAME:cc loir luce berce,2019-04-01,2019-12-17,8.541392904073588,2019-10-01,2.5295663600525624,0.5784056066579062,0.5541764528738606,0.0,0.6,0.3985631601703277,False,False,1,0.3985631601703277,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,92,14,,INITIAL,LEGACY,APPEL_OFFRE,59,8,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-58204,19-112016,NAME_FALLBACK,NAME:ville de nantes,2019-04-13,2019-07-21,3.252299605781866,2020-01-10,5.683311432325887,0.0527814279456855,0.5754645850796773,1.0,0.6,0.5746079617643085,False,False,1,0.2779091268717182,4,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,196,27,,INITIAL,LEGACY,APPEL_OFFRE,117,17,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-70735,19-146419,RAW_SIRET,SIRET:22720002900014,2019-05-05,2019-09-28,4.796320630749015,2019-12-28,2.9894875164257555,0.5017520805957074,0.3440308069993756,0.0,1.0,0.3458488025987083,False,False,1,0.3458488025987083,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,143,21,,INITIAL,LEGACY,APPEL_OFFRE,74,12,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-71137,19-174809,NAME_FALLBACK,NAME:departement de la sarthe,2019-05-06,2019-11-20,6.504599211563732,2019-11-06,0.4599211563731931,0.9233464739378012,0.3150050082793063,0.4,0.6,0.5210883713822074,False,False,1,0.0379079013675922,10,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,195,32,,INITIAL,LEGACY,APPEL_OFFRE,127,19,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-87996,19-118070,NAME_FALLBACK,NAME:mauges communaute,2019-06-06,2019-07-29,1.7411300919842312,2019-12-06,4.270696452036794,0.2882172579938676,1.0000000000000002,0.1,0.6,0.5120543144984668,True,False,1,0.2879888958855233,3,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,37,4,,INITIAL,LEGACY,APPEL_OFFRE,37,4,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-92498,20-11000,NAME_FALLBACK,NAME:nantes metropole,2019-06-21,2020-01-25,7.161629434954008,2019-12-21,1.149802890932983,0.8083661848445028,0.9549528430381696,1.0,0.6,0.896325041274485,False,True,1,0.3456726493056405,22,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,186,25,,INITIAL,LEGACY,APPEL_OFFRE,173,24,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-97500,19-161914,NAME_FALLBACK,NAME:cap atlantique,2019-06-25,2019-10-26,4.040735873850197,2019-10-25,0.0328515111695138,0.9945247481384144,1.0,1.0,0.6,0.9586311870346036,False,False,1,0.9586311870346036,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,116,17,,INITIAL,LEGACY,APPEL_OFFRE,116,17,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-100172,21-31971,NAME_FALLBACK,NAME:communaute urbaine d alencon,2020-08-07,2021-03-10,7.063074901445466,2021-02-07,1.0183968462549278,0.8302671922908453,0.3490962948743669,0.0,0.6,0.3897505012787397,False,False,1,0.1044329127375637,2,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,148,23,,INITIAL,LEGACY,APPEL_OFFRE,195,27,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-103852,21-37354,NAME_FALLBACK,NAME:ch le mans,2020-08-22,2021-03-21,6.931668856767411,2021-04-21,1.0183968462549278,0.8302671922908453,0.3949028336212958,0.2,0.6,0.4657827898401648,False,False,1,0.2112358247570319,5,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,115,18,,INITIAL,LEGACY,APPEL_OFFRE,95,14,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-104420,20-131075,NAME_FALLBACK,NAME:commune de chemille en anjou,2020-08-21,2020-10-23,2.0696452036793693,2021-02-21,3.975032851511169,0.3374945247481384,1.0,0.1,0.6,0.5243736311870346,True,False,1,0.5243736311870346,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,85,12,,INITIAL,LEGACY,APPEL_OFFRE,85,12,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-118996,21-26465,NAME_FALLBACK,NAME:chu de nantes,2020-10-01,2021-02-27,4.894875164257556,2021-08-24,5.847568988173456,0.0254051686377573,0.6679117018605,1.0,0.6,0.6001203878106143,False,False,1,0.2297681433743225,10,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,134,20,,INITIAL,LEGACY,APPEL_OFFRE,159,24,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-122021,21-73723,NAME_FALLBACK,NAME:rectorat de l academie de nantes,2020-10-06,2021-06-01,7.818659658344283,2021-02-06,3.7779237844940874,0.3703460359176522,0.3699859648769119,1.0,0.6,0.5820815966863322,False,False,1,0.5820815966863322,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,190,28,,INITIAL,LEGACY,APPEL_OFFRE,184,26,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-122193,21-55981,NAME_FALLBACK,NAME:la roche-sur-yon agglomeration,2020-10-16,2021-04-29,6.40604467805519,2021-04-16,0.4270696452036793,0.9288217257993868,0.3807579051425575,0.1,0.6,0.4554706982497418,True,False,1,0.2447573292953639,3,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,125,19,,INITIAL,LEGACY,APPEL_OFFRE,122,18,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-128054,21-35196,NAME_FALLBACK,NAME:communaute d agglomeration du niortais,2020-10-19,2021-03-16,4.862023653088042,2021-04-19,1.1169513797634691,0.8138414367060884,0.3172042345078026,0.2,0.6,0.434481841254253,False,True,1,0.0991409384160736,4,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,164,28,,INITIAL,LEGACY,APPEL_OFFRE,155,24,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-139000,21-7561,NAME_FALLBACK,NAME:nantes metropole,2020-11-27,2021-01-18,1.7082785808147174,2021-05-27,4.23784494086728,0.2936925098554533,0.8905017530977102,0.1,0.6,0.4750987410480619,True,False,1,0.0593860278588682,18,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,178,27,,INITIAL,LEGACY,APPEL_OFFRE,176,25,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-142015,21-116891,RAW_SIRET,SIRET:23440003400026,2020-11-21,2021-09-01,9.32982917214192,2021-05-21,3.383705650459921,0.4360490582566798,0.6630948905529075,1.0,1.0,0.7410954762576875,False,True,1,0.4178885905720972,4,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,121,18,,INITIAL,LEGACY,APPEL_OFFRE,153,23,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-19626,20-118393,NAME_FALLBACK,NAME:sdis de la sarthe,2020-02-07,2020-09-28,7.687253613666228,2020-12-11,2.431011826544021,0.5948313622426631,0.3671873430321322,0.1,0.6,0.367223410621912,True,False,1,0.367223410621912,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,77,9,,INITIAL,LEGACY,APPEL_OFFRE,149,19,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-25372,20-152526,NAME_FALLBACK,NAME:universite de nantes,2020-02-20,2020-12-16,9.85545335085414,2020-12-02,0.4599211563731931,0.9233464739378012,0.9352492924166343,0.2,0.6,0.6781738708302723,False,True,1,0.4198959553544314,9,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,107,13,,INITIAL,LEGACY,APPEL_OFFRE,121,14,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-27109,20-61130,NAME_FALLBACK,NAME:ville de bouguenais,2020-02-23,2020-05-08,2.463863337713535,2020-07-19,2.365308804204993,0.6057818659658345,1.0,1.0,0.6,0.8614454664914586,False,False,1,0.6259215624800785,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,86,14,,INITIAL,LEGACY,APPEL_OFFRE,86,14,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-27417,20-70773,NAME_FALLBACK,NAME:chu de nantes,2020-02-23,2020-06-04,3.350854139290407,2020-08-23,2.628120893561104,0.5619798510731493,0.4855271418877188,1.0,0.6,0.6704294624289888,False,False,1,0.0564041788012557,9,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,75,12,,INITIAL,LEGACY,APPEL_OFFRE,164,21,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-28749,20-93913,NAME_FALLBACK,NAME:commune de nantes,2020-03-11,2020-07-25,4.467805519053877,2020-07-11,0.4599211563731931,0.9233464739378012,0.5031505712378486,0.0,0.6,0.4669393184176972,False,False,1,0.1749602251259423,4,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,154,24,,INITIAL,LEGACY,APPEL_OFFRE,186,26,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-29244,20-93913,NAME_FALLBACK,NAME:commune de nantes,2020-02-27,2020-07-25,4.894875164257556,2020-07-27,0.0657030223390276,0.9890494962768288,0.8246021910708939,1.0,0.6,0.8958731409440199,False,False,1,0.604284964385771,6,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,200,28,,INITIAL,LEGACY,APPEL_OFFRE,186,26,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-34392,20-54283,NAME_FALLBACK,NAME:nantes metropole,2020-03-11,2020-04-23,1.4126149802890933,2020-09-11,4.6320630749014455,0.2279894875164257,1.0,1.0,0.6,0.7669973718791063,False,False,1,0.3027559293522493,16,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,66,11,,INITIAL,LEGACY,APPEL_OFFRE,66,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-35774,21-77546,NAME_FALLBACK,NAME:conseil departemental loire-atlantique,2020-03-11,2021-06-10,14.98028909329829,2021-05-26,0.4927726675427069,0.9178712220762156,0.354897478433391,0.4,0.6,0.5336819229707408,False,False,1,0.1332201350111269,10,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,93,11,,INITIAL,LEGACY,APPEL_OFFRE,151,21,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-35779,20-144067,RAW_SIRET,SIRET:22850001300658,2020-03-11,2020-11-26,8.541392904073588,2020-12-14,0.5913272010512484,0.9014454664914586,0.3568708431567172,0.0,1.0,0.4502661617277157,False,False,1,0.0904289946404983,3,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,109,16,,INITIAL,LEGACY,APPEL_OFFRE,99,14,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-37796,21-16407,NAME_FALLBACK,NAME:communaute d agglomeration du niortais,2020-03-12,2021-02-04,10.808147174770038,2020-09-12,4.763469119579501,0.2060884800700831,0.3115226083880204,0.8,0.6,0.4605550329533279,False,False,1,0.0209322998564125,3,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,194,30,,INITIAL,LEGACY,APPEL_OFFRE,190,26,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-39206,20-74255,NAME_FALLBACK,NAME:ctre hosp universitaire angers,2020-03-16,2020-06-10,2.8252299605781865,2020-07-16,1.1826544021024967,0.8028909329829172,1.0,1.0,0.6,0.9107227332457292,False,False,1,0.1163491020586946,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,117,16,,INITIAL,LEGACY,APPEL_OFFRE,117,16,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-45001,20-88562,RAW_SIRET,SIRET:45151864100035,2020-03-27,2020-07-11,3.4822601839684624,2020-10-13,3.088042049934297,0.4853263250109505,0.5270100578310921,0.2,1.0,0.4657851014936198,False,False,1,0.0950779140992129,2,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,117,16,,INITIAL,LEGACY,APPEL_OFFRE,123,14,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-60892,20-122198,NAME_FALLBACK,NAME:angers nantes opera syndicat mixte,2020-05-06,2020-10-06,5.026281208935611,2020-11-06,1.0183968462549278,0.8302671922908453,0.7873227297174427,0.1,0.6,0.5731297534738162,True,False,1,0.1171967705566019,3,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,82,11,,INITIAL,LEGACY,APPEL_OFFRE,80,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-60975,20-122198,NAME_FALLBACK,NAME:angers nantes opera syndicat mixte,2020-05-19,2020-10-06,4.599211563731932,2020-11-19,1.445466491458607,0.7590889180902322,0.7873227297174427,0.4,0.6,0.645335184923663,False,False,1,0.645335184923663,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,82,11,,INITIAL,LEGACY,APPEL_OFFRE,80,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-65753,20-111698,RAW_SIRET,SIRET:23440003400026,2020-05-20,2020-09-13,3.8107752956636,2021-02-05,4.763469119579501,0.2060884800700831,0.8613778775516125,0.0,1.0,0.4530043771605851,False,False,1,0.1249394784096725,7,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,97,17,,INITIAL,LEGACY,APPEL_OFFRE,169,30,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-66643,21-7561,NAME_FALLBACK,NAME:nantes metropole,2020-05-22,2021-01-18,7.917214191852825,2020-11-22,1.8725361366622864,0.687910643889619,0.3004089479083553,0.4,0.6,0.4571207927403291,False,False,1,0.0275733344946952,15,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,196,28,,INITIAL,LEGACY,APPEL_OFFRE,176,25,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-72791,21-126360,RAW_SIRET,SIRET:88324710800011,2020-06-07,2021-09-23,15.538764783180026,2021-04-10,5.45335085413929,0.0911081909767849,0.9999999999999998,1.0,1.0,0.7727770477441961,False,False,1,0.7727770477441961,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,103,16,,INITIAL,LEGACY,APPEL_OFFRE,103,16,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
