source_notice_id,candidate_notice_id,buyer_key_type,buyer_key,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,confidence_tier,variant,threshold_used,source_annonce_lie,source_etat,source_schema_family,source_notice_type_normalized,source_text_length,source_token_count,candidate_annonce_lie,candidate_etat,candidate_schema_family,candidate_notice_type_normalized,candidate_text_length,candidate_token_count,repair_pass_text_min,repair_pass_initial_source,repair_pass_initial_candidate,repair_pass_no_explicit_linked_notice_ref,repair_pass_min_token_count,repair_rule_pass,repair_failure_reasons,repair_rule_version,rule_role
16-109275,17-46886,NAME_FALLBACK,NAME:agence regionale pays de la loire ti,2016-07-22,2017-04-06,8.47568988173456,2017-01-22,2.431011826544021,0.5948313622426631,0.6678379109059637,0.1,0.6,0.472451109377753,True,False,1,0.0957551828227146,3,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,187,28,,INITIAL,LEGACY,APPEL_OFFRE,134,19,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-118057,16-118029,NAME_FALLBACK,NAME:conseil general de loire-atlantique,2016-08-07,2016-08-10,0.0985545335085413,2016-12-07,3.9093298291721417,0.3484450284713097,0.9999999999999998,1.0,0.6,0.7971112571178274,False,False,1,0.7971112571178274,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,115,16,,INITIAL,LEGACY,APPEL_OFFRE,115,16,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-119669,17-90968,NAME_FALLBACK,NAME:conseil departemental de la mayenne,2016-08-12,2017-07-01,10.611038107752956,2017-03-17,3.4822601839684624,0.4196233026719229,0.8211773870450615,1.0,0.6,0.7523179111337523,False,False,1,0.6073123906867625,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,90,10,,INITIAL,LEGACY,APPEL_OFFRE,88,10,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-127861,17-44864,NAME_FALLBACK,NAME:ville d orvault,2016-09-01,2017-03-31,6.931668856767411,2017-01-01,2.923784494086728,0.5127025843188786,0.8797296996844911,1.0,0.6,0.7960810409692916,False,False,1,0.4715259199229225,7,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,97,12,,INITIAL,LEGACY,APPEL_OFFRE,112,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-136139,17-68186,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2016-09-19,2017-05-18,7.917214191852825,2017-10-05,4.599211563731932,0.2334647393780113,1.0,0.2,0.6,0.5283661848445028,False,True,1,0.0916280517628349,19,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,101,18,,INITIAL,LEGACY,APPEL_OFFRE,101,18,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-15282,16-54252,NAME_FALLBACK,NAME:montrevault-sur-evre,2016-02-02,2016-04-15,2.3981603153745072,2016-08-02,3.580814717477004,0.403197547087166,0.914105970764026,1.0,0.6,0.7807364765392006,False,True,1,0.2388003634021769,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,175,23,,INITIAL,LEGACY,APPEL_OFFRE,152,21,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-153795,17-94724,NAME_FALLBACK,NAME:commune de saint-nazaire,2016-10-26,2017-07-09,8.409986859395532,2017-05-28,1.3797634691195797,0.7700394218134035,0.33832444340487,0.4,0.6,0.4909234106450553,False,False,1,0.1433771945015485,9,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,137,23,,INITIAL,LEGACY,APPEL_OFFRE,79,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-161272,17-15162,NAME_FALLBACK,NAME:arafer,2016-11-07,2017-01-31,2.7923784494086727,2017-05-07,3.1537450722733245,0.4743758212877792,1.0000000000000002,0.2,0.6,0.5885939553219448,False,False,1,0.1259789067403274,4,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,89,12,,INITIAL,LEGACY,APPEL_OFFRE,89,12,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-167180,17-61199,NAME_FALLBACK,NAME:vendee expansion,2016-11-20,2017-05-04,5.4204993429697765,2017-06-30,1.8725361366622864,0.687910643889619,0.3878025628224816,1.0,0.6,0.6677085579602733,False,False,1,0.2271585494691431,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,64,8,,INITIAL,LEGACY,APPEL_OFFRE,73,9,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-170106,17-176560,NAME_FALLBACK,NAME:sdis de la mayenne,2016-11-24,2017-12-17,12.746386333771351,2017-08-22,3.843626806833114,0.3593955321944809,0.4162740549826223,0.6,0.6,0.4755448022925381,False,False,1,0.0782345257107109,2,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,161,22,,INITIAL,LEGACY,APPEL_OFFRE,151,22,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-172610,17-125205,NAME_FALLBACK,NAME:conseil general de la vendee,2016-11-30,2017-09-05,9.165571616294349,2017-11-29,2.7923784494086727,0.5346035917652212,0.3781336094800062,0.8,0.6,0.5659976612593074,False,False,1,0.415273233172834,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,120,16,,INITIAL,LEGACY,APPEL_OFFRE,154,20,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-175021,17-140948,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2016-12-08,2017-10-08,9.986859395532194,2017-11-19,1.3797634691195797,0.7700394218134035,0.5330576514205633,0.0,0.6,0.4390800334505479,False,True,1,0.0130158302586859,16,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,141,20,,INITIAL,LEGACY,APPEL_OFFRE,152,23,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-182034,17-174760,NAME_FALLBACK,NAME:sdis 44,2016-12-22,2017-12-14,11.727989487516425,2017-09-09,3.1537450722733245,0.4743758212877792,0.6868129781835746,1.0,0.6,0.7189784976861959,False,False,1,0.3739985894786402,4,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,96,12,,INITIAL,LEGACY,APPEL_OFFRE,176,24,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-183461,17-155110,NAME_FALLBACK,NAME:commune de nantes,2016-12-22,2017-11-03,10.38107752956636,2017-12-22,1.609724047306176,0.731712658782304,0.7585064200614761,0.1,0.6,0.5384054117170926,True,False,1,0.3166202554184395,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,95,17,,INITIAL,LEGACY,APPEL_OFFRE,97,17,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-184750,17-68883,NAME_FALLBACK,NAME:arafer,2016-12-28,2017-05-19,4.664914586070959,2017-06-28,1.314060446780552,0.7809899255365746,0.6812899016760514,1.0,0.6,0.7936989469707616,False,False,1,0.0287450722733244,3,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,36,4,,INITIAL,LEGACY,APPEL_OFFRE,48,6,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-30120,16-184210,NAME_FALLBACK,NAME:gie sesam vitale,2016-03-02,2016-12-25,9.789750328515112,2017-05-25,4.960578186596584,0.1732369689005694,0.4458896531712335,1.0,0.6,0.5593706208350739,False,False,1,0.2227746126050122,8,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,173,25,,INITIAL,LEGACY,APPEL_OFFRE,66,9,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-32105,16-151887,NAME_FALLBACK,NAME:ville de carquefou,2016-03-07,2016-10-18,7.391590013140604,2016-10-17,0.0328515111695138,0.9945247481384144,0.3752907058982723,0.2,0.6,0.4999829340989989,False,False,1,0.4999829340989989,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,84,11,,INITIAL,LEGACY,APPEL_OFFRE,102,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-37108,17-55087,NAME_FALLBACK,NAME:nantes metropole,2016-03-16,2017-04-21,13.173455978975031,2017-02-28,1.7082785808147174,0.7152869031975471,0.3684787842799811,0.1,0.6,0.3977893002973802,True,False,1,0.0046617749250838,21,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,182,27,,INITIAL,LEGACY,APPEL_OFFRE,181,24,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-49315,16-153372,NAME_FALLBACK,NAME:rectorat de l academie de nantes,2016-04-05,2016-10-20,6.504599211563732,2016-10-05,0.4927726675427069,0.9178712220762156,0.8856946757810544,0.1,0.6,0.6294609420424229,True,False,1,0.6294609420424229,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,164,26,,INITIAL,LEGACY,APPEL_OFFRE,155,23,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-54252,16-145577,NAME_FALLBACK,NAME:montrevault-sur-evre,2016-04-15,2016-10-06,5.716162943495401,2016-10-15,0.2956636005256242,0.9507227332457292,0.909269244460772,0.1,0.6,0.6459249188727025,True,True,1,0.507966899064578,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,152,21,,INITIAL,LEGACY,APPEL_OFFRE,130,18,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-55219,16-105530,NAME_FALLBACK,NAME:conseil departemental de la mayenne,2016-04-18,2016-07-15,2.890932982917214,2016-10-19,3.1537450722733245,0.4743758212877792,1.0,1.0,0.6,0.8285939553219448,False,False,1,0.54587300550529,3,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,41,5,,INITIAL,LEGACY,APPEL_OFFRE,41,5,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-65767,16-92246,NAME_FALLBACK,NAME:lycee general et technologique livet,2016-05-06,2016-06-22,1.5440210249671484,2016-11-06,4.50065703022339,0.2498904949627682,0.6152554187527791,0.1,0.6,0.3678120203041647,True,False,1,0.3678120203041647,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,34,4,,INITIAL,LEGACY,APPEL_OFFRE,73,12,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-72521,16-113197,NAME_FALLBACK,NAME:ville de noirmoutier,2016-05-19,2016-07-27,2.266754270696452,2016-11-19,3.7779237844940874,0.3703460359176522,0.7009141170696223,0.1,0.6,0.4279064499537808,True,False,1,0.4279064499537808,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,38,4,,INITIAL,LEGACY,APPEL_OFFRE,54,7,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-73215,17-13461,NAME_FALLBACK,NAME:nantes metropole,2016-05-23,2017-01-29,8.245729303547963,2016-11-23,2.2010512483574245,0.6331581252737626,0.6526362832575974,0.2,0.6,0.5067122304585997,False,False,1,0.2256850732093662,16,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,83,11,,INITIAL,LEGACY,APPEL_OFFRE,108,14,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-73319,17-15684,NAME_FALLBACK,NAME:commune de saint-nazaire,2016-05-24,2017-02-03,8.377135348226018,2017-03-14,1.281208935611038,0.7864651773981604,0.3930005776923366,0.2,0.6,0.4541664965418578,False,False,1,0.0672617700824546,8,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,193,31,,INITIAL,LEGACY,APPEL_OFFRE,72,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-73358,16-166758,NAME_FALLBACK,NAME:ville du mans,2016-05-23,2016-11-17,5.847568988173456,2016-11-05,0.3942181340341655,0.9342969776609724,0.3115353076491565,1.0,0.6,0.7026116020924478,False,False,1,0.0768032021921101,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,70,12,,INITIAL,LEGACY,APPEL_OFFRE,67,9,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-81005,16-158508,NAME_FALLBACK,NAME:arafer,2016-06-04,2016-10-31,4.894875164257556,2016-12-04,1.1169513797634691,0.8138414367060884,0.3420861055993441,1.0,0.6,0.6831904961362927,False,False,1,0.376430506201852,8,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,111,15,,INITIAL,LEGACY,APPEL_OFFRE,72,7,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-85619,17-68186,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2016-06-13,2017-05-18,11.136662286465176,2017-04-07,1.3469119579500657,0.775514673674989,0.3581375798875217,0.0,0.6,0.3792268213793798,False,True,1,0.0614808257298006,16,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,99,16,,INITIAL,LEGACY,APPEL_OFFRE,101,18,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
16-85662,17-68186,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2016-06-13,2017-05-18,11.136662286465176,2017-05-03,0.4927726675427069,0.9178712220762156,0.3198590141071114,0.2,0.6,0.4614184604565428,False,True,1,0.0495076226075409,18,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,118,22,,INITIAL,LEGACY,APPEL_OFFRE,101,18,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-102039,18-21245,NAME_FALLBACK,NAME:departement de la sarthe,2017-07-17,2018-02-14,6.964520367936925,2018-01-17,0.9198423127463864,0.8466929478756022,0.5091218126321245,1.0,0.6,0.7498658713901443,False,False,1,0.3865847384638585,4,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,190,29,,INITIAL,LEGACY,APPEL_OFFRE,167,21,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-102187,18-46346,RAW_SIRET,SIRET:19490970100303,2017-07-19,2018-04-06,8.5742444152431,2018-05-10,1.1169513797634691,0.8138414367060884,0.9999999999999998,1.0,1.0,0.953460359176522,False,False,1,0.6176457056502949,4,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,88,14,,INITIAL,LEGACY,APPEL_OFFRE,88,14,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-102923,17-142035,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2017-07-20,2017-10-11,2.726675427069645,2018-01-20,3.3180026281208934,0.4469995619798511,1.0,1.0,0.6,0.8217498904949627,False,True,1,0.3474661107408346,13,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,134,17,,INITIAL,LEGACY,APPEL_OFFRE,134,17,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-105380,18-47589,NAME_FALLBACK,NAME:universite de nantes,2017-07-21,2018-04-08,8.5742444152431,2018-04-27,0.6241787122207622,0.8959702146298729,0.6221104163031109,0.1,0.6,0.531731199363557,True,False,1,0.1853241166456798,9,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,185,27,,INITIAL,LEGACY,APPEL_OFFRE,184,27,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-110921,18-61507,NAME_FALLBACK,NAME:ecole centrale de nantes,2017-08-04,2018-05-03,8.935611038107753,2018-07-06,2.102496714848883,0.6495838808585195,0.4538778611384422,0.2,0.6,0.4412532216130846,False,True,1,0.4412532216130846,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,110,13,,INITIAL,LEGACY,APPEL_OFFRE,86,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-114542,17-152907,NAME_FALLBACK,NAME:commune de saint jean de monts,2017-08-09,2017-10-27,2.59526938239159,2018-02-09,3.4494086727989486,0.4250985545335085,0.9999999999999998,0.1,0.6,0.546274638633377,True,False,1,0.0940571660432296,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,59,6,,INITIAL,LEGACY,APPEL_OFFRE,59,6,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-128615,17-174282,NAME_FALLBACK,NAME:inserm,2017-09-14,2017-12-14,2.9894875164257555,2018-03-14,2.9566360052562417,0.5072273324572931,0.5742011617826429,0.0,0.6,0.3877772397382483,False,False,1,0.3877772397382483,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,146,21,,INITIAL,LEGACY,APPEL_OFFRE,91,12,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-132788,17-176560,NAME_FALLBACK,NAME:sdis de la mayenne,2017-09-20,2017-12-17,2.890932982917214,2018-01-20,1.1169513797634691,0.8138414367060884,0.5359527664600691,0.0,0.6,0.4510438274375463,False,False,1,0.4510438274375463,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,138,20,,INITIAL,LEGACY,APPEL_OFFRE,151,22,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-134974,18-73911,NAME_FALLBACK,NAME:ville de bouchemaine,2017-09-25,2018-06-07,8.377135348226018,2018-03-25,2.431011826544021,0.5948313622426631,0.5278759841311622,0.1,0.6,0.4234644350065725,True,False,1,0.4234644350065725,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,75,11,,INITIAL,LEGACY,APPEL_OFFRE,86,12,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-142028,18-18602,NAME_FALLBACK,NAME:universite de nantes,2017-10-11,2018-02-09,3.975032851511169,2018-05-22,3.350854139290407,0.4415243101182654,0.8701271989393848,1.0,0.6,0.7749255971583511,False,False,1,0.2028311560091373,8,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,135,17,,INITIAL,LEGACY,APPEL_OFFRE,117,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-155110,18-141270,NAME_FALLBACK,NAME:commune de nantes,2017-11-03,2018-10-15,11.366622864651774,2018-05-03,5.4204993429697765,0.0965834428383706,0.9157716317931278,0.1,0.6,0.4346659318371874,True,False,1,0.0993903453973626,3,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,97,17,,INITIAL,LEGACY,APPEL_OFFRE,97,17,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-15684,17-94724,NAME_FALLBACK,NAME:commune de saint-nazaire,2017-02-03,2017-07-09,5.124835742444152,2017-08-03,0.8212877792378449,0.8631187034603591,0.4571245870210593,0.0,0.6,0.4357732813224605,False,False,1,0.0333366367732444,10,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,72,11,,INITIAL,LEGACY,APPEL_OFFRE,79,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-158224,19-55110,NAME_FALLBACK,NAME:nantes metropole,2017-11-12,2019-04-11,16.918528252299605,2018-11-20,4.664914586070959,0.22251423565484,0.4688665292532899,1.0,0.6,0.5797318441523616,False,True,1,0.1600439196038267,17,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,73,10,,INITIAL,LEGACY,APPEL_OFFRE,121,18,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-173663,18-90097,NAME_FALLBACK,NAME:nantes metropole,2017-12-16,2018-06-30,6.438896189224704,2018-06-16,0.4599211563731931,0.9233464739378012,0.9999999999999996,1.0,0.6,0.94083661848445,False,True,1,0.3136592965279514,24,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,100,15,,INITIAL,LEGACY,APPEL_OFFRE,100,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-19962,17-110921,NAME_FALLBACK,NAME:ecole centrale de nantes,2017-02-11,2017-08-04,5.716162943495401,2017-08-13,0.2956636005256242,0.9507227332457292,0.3769348291281133,0.0,0.6,0.429607873506272,False,False,1,0.1331593199993601,2,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,99,13,,INITIAL,LEGACY,APPEL_OFFRE,110,13,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-20859,17-30623,NAME_FALLBACK,NAME:angers loire metropole,2017-02-12,2017-03-05,0.6898817345597897,2017-07-22,4.566360052562418,0.2389399912395969,0.9999999999999998,1.0,0.6,0.7697349978098991,False,False,1,0.4726805798141772,11,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,91,13,,INITIAL,LEGACY,APPEL_OFFRE,91,13,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
