population,row_count,boamp_siret_missing_rate,enriched_siren_missing_or_invalid_rate,both_valid_boamp_siret_and_enriched_siren_count
all_clean_notices,84623,0.7277572291221063,0.7861337934131383,7939
joined_enrichment_notices,18098,0.5613327439496076,0.0,7939
