source_notice_id,candidate_notice_id,candidate_rank,m0_composite_score,in_balanced_linked_set,posterior_M
15-111004,17-102187,4,0.1575294874221634,False,0.999999999999
15-111004,18-74252,5,0.1538718577475983,False,0.999999999999
15-111481,19-59985,1,0.5656383925709163,True,0.999999999999
15-111481,19-103545,2,0.3147184588655121,False,0.0032019879357264524
15-111481,19-165120,3,0.1856096878580905,False,0.0032112123780144177
15-112635,18-26654,1,0.1523336595507967,False,0.999999999999
15-112713,17-108459,1,0.3375807033547067,True,0.0005663911080168943
15-112713,17-37863,2,0.3243938123113647,False,0.003636955467326204
15-112713,17-33827,3,0.3213675193519685,False,0.004275358665690808
15-112713,17-37945,4,0.3146521305827365,False,0.002921683941365572
15-112713,17-39483,5,0.3034019562685877,False,0.0020555847451209724
15-112713,17-67752,6,0.2274351101169429,False,0.00333209853761624
15-112713,17-146735,7,0.1936697918006941,False,0.0042262810280847465
15-112713,17-170649,8,0.1683651236544441,False,0.0004863280787396806
15-113716,16-67782,1,0.3464433575534219,True,0.0005246438898298503
15-113716,16-131471,2,0.1716360052562417,False,0.002083911898506299
15-114783,20-4011,1,0.3011375463926913,False,0.0008311013934780107
15-114783,20-6485,2,0.2406055586266303,False,0.00094007078009703
15-114783,19-103125,3,0.2290122645641699,False,0.002891458233921996
15-115319,18-28408,1,0.3292158876287769,True,0.000714381780269372
15-115319,18-31687,2,0.2899913994143273,False,0.00406006349358107
15-115319,18-12119,3,0.2867814544032925,False,0.003486339370337124
15-115319,18-46804,4,0.252573839365152,False,0.0038236559477743143
15-115319,18-265,5,0.2460945444289568,False,0.004627178502062453
15-115319,18-87166,6,0.1412873104919003,False,0.00447150876269247
15-115319,18-101994,7,0.1379378474449337,False,0.0006281821345306628
15-115319,17-142035,8,0.1346840099039137,False,0.004009782790962301
15-115319,17-140948,9,0.1340912813940477,False,0.0035690244474781245
15-115319,17-140377,10,0.122472623740692,False,0.014329716197423988
15-115319,18-105237,11,0.0980373362460256,False,0.0044563076186185015
15-115319,17-120212,12,0.0727277242033594,False,0.004201065625365972
15-115319,17-118765,13,0.0622448532632501,False,0.017343209545982965
15-115988,18-25585,1,0.3422175988129948,True,0.3255338917471011
15-115988,18-101099,2,0.3047595731793785,False,0.004878829308088072
15-115988,18-60154,3,0.2793571264361871,False,0.0006587223470400612
