source_notice_id,candidate_notice_id,candidate_rank,m0_composite_score,in_balanced_linked_set,posterior_M
16-47825,16-168154,1,0.2793648823930015,False,0.0004766180231240763
16-47825,16-178183,2,0.2414761614794474,False,0.0005314106339098866
16-47825,16-100426,3,0.2291851631304984,False,0.0005325892727713169
16-47825,16-81907,4,0.2063826495686957,False,0.00047257665614336175
16-47825,16-70219,5,0.1799233597920581,False,0.0004883865333192275
16-47825,17-20859,6,0.1790221582608653,False,0.0004835144964982743
16-47825,16-70307,7,0.1698393409471497,False,0.0004810503864269463
16-47825,17-30623,8,0.1502770859875407,False,0.0004993150185544331
16-47825,17-23552,9,0.1415948178788405,False,0.0005027881800879333
16-47825,16-57562,10,0.1404199591443335,False,0.0004976842176151323
16-47825,16-62950,11,0.1379773669838513,False,0.0005829626449598735
16-48016,19-80203,1,0.3730239750626647,True,0.0012284837350151326
16-48016,19-73678,2,0.2850011153163301,False,0.005273018796824129
16-48016,19-59879,3,0.241700909323076,False,0.004724327659514962
16-48016,19-43671,4,0.2072961377857899,False,0.00488101909413461
16-48130,20-155309,1,0.2831816968497829,False,0.999999999999
16-48130,20-144067,2,0.2775269789183303,False,0.999999999999
16-48130,20-133527,3,0.2154962915876133,False,0.999999999999
16-48232,20-97584,1,0.2406634732441631,False,0.0006930326751769812
16-48232,21-31568,2,0.2259032289988175,False,0.0011214653996368363
16-48232,21-50635,3,0.1753527272116864,False,0.001134190314668702
16-48232,21-51104,4,0.1728909329829172,False,0.0030005118556497698
16-49246,16-137769,1,0.3351680301026624,True,0.00046541928674108065
16-49246,16-155479,2,0.3266752192722551,False,0.0005078980156231054
16-49246,16-153330,3,0.322306185768286,False,0.0007173400232090327
16-49246,16-128161,4,0.3199230732370288,False,0.0004656770684397956
16-49246,16-135042,5,0.3135374523012108,False,0.0005400532435734708
16-49246,16-128178,6,0.3018307162544333,False,0.0004596810178989605
16-49246,16-80903,7,0.2753231410187137,False,0.0014992382763646685
16-49246,16-102715,8,0.2310535105249024,False,0.00046442827169522715
16-49246,16-103833,9,0.2225702949427763,False,0.0005100755099474671
16-49246,17-13461,10,0.1935118048646637,False,0.0006273135926131675
16-49246,16-71885,11,0.1795948714807703,False,0.0005155745419922338
16-49246,16-73215,12,0.1512534416807529,False,0.0005542617984988071
16-49246,16-63342,13,0.1449767881162878,False,0.0004981440945054757
16-49246,16-57014,14,0.1079697909678704,False,0.0005797930629766504
16-49246,16-54197,15,0.1059280666499881,False,0.0005759249404171202
16-49246,16-54370,16,0.1056292109828183,False,0.0005784131437354689
16-49246,17-50845,17,0.099975102122556,False,0.0006322582974858166
16-49315,16-153372,1,0.6298843442969597,True,0.8479216667373243
16-5277,19-136955,1,0.2862397784066974,False,0.0037042958138393473
16-5277,19-169787,2,0.227652683678639,False,0.000623661065039224
16-5277,19-85688,3,0.2071903163472596,False,0.00511026216538978
16-5277,19-169306,4,0.2031279355402246,False,0.004259416314541605
16-5277,19-35566,5,0.1764315311336061,False,0.007651885212846973
16-5277,19-47186,6,0.1656043166715106,False,0.0004972946084639472
16-5277,19-176963,7,0.1215834140157232,False,0.004820010925670953
16-5277,20-10269,8,0.0895270886617345,False,0.004635472500191964
16-54197,20-49949,1,0.3618690541838042,True,0.0006854885341357282
16-54197,20-66643,2,0.3091763291797949,False,0.003759333276573714
16-54197,20-54283,3,0.3059184758159596,False,0.003918822612235047
16-54197,20-78012,4,0.2914660802476622,False,0.0007264152397074596
16-54197,20-37940,5,0.2911223999127427,False,0.0032250345384947786
16-54197,20-26585,6,0.2873087814517088,False,0.003924848390613325
16-54197,20-21049,7,0.2787802212818568,False,0.00047582971960543046
16-54197,20-25276,8,0.2696554670207884,False,0.003413858590849071
16-54197,20-11000,9,0.2691005037274497,False,0.000663017841687422
16-54197,20-34392,10,0.263485273888671,False,0.003832228206980675
16-54197,20-32203,11,0.2608375355612826,False,0.0033677272868602396
16-54197,20-26328,12,0.2504809118137725,False,0.0031469991297921667
16-54197,20-91517,13,0.2146506006314053,False,0.003345445877832558
16-54197,20-86796,14,0.2051679779931821,False,0.0035800516821509303
16-54197,20-12070,15,0.2039094454978491,False,0.0035695456417301325
16-54197,19-189628,16,0.197468895070255,False,0.0004724161151747313
16-54197,19-189603,17,0.1889377304356088,False,0.0035823767504852585
16-54197,20-106651,18,0.1639304889496257,False,0.000542031159444162
16-54197,20-98264,19,0.1621311605669297,False,0.004297617539242088
16-54197,20-98214,20,0.1621311605669297,False,0.004297617539242088
16-54197,19-191665,21,0.1594799114888986,False,0.003917723548179482
16-54197,20-115663,22,0.1105895884108466,False,0.0034055648946765054
16-54197,19-158679,23,0.1019461829753052,False,0.0006360952928421035
16-54197,19-156899,24,0.0899311680311832,False,0.004356001571253517
16-54252,19-190109,1,0.1733622948468607,False,0.003252463576837848
16-54370,20-49949,1,0.3606497122905699,True,0.0006986955554736997
16-54370,20-54283,2,0.3055166236974764,False,0.004004821935429113
16-54370,20-66643,3,0.301687045365328,False,0.0035056220086669104
16-54370,20-21049,4,0.300538768167487,False,0.0005727661374083727
16-54370,20-78012,5,0.2907019971774113,False,0.0007439201442467405
16-54370,20-37940,6,0.2880016154007918,False,0.003180770189020325
16-54370,20-26585,7,0.2802256297080156,False,0.0036533775364291825
16-54370,20-11000,8,0.2683673874516314,False,0.0006667216294876932
16-54370,20-25276,9,0.2658789325620059,False,0.0033210421010622417
16-54370,20-34392,10,0.2630834217701877,False,0.003916334670748532
16-54370,20-32203,11,0.2601025925535393,False,0.0034167800268718783
16-54370,20-26328,12,0.2512402674560404,False,0.0031446870490587316
16-54370,20-91517,13,0.2122196661428838,False,0.003295441047355372
16-54370,20-86796,14,0.204979198159685,False,0.0036010915004126036
16-54370,20-12070,15,0.2040640182057354,False,0.003553577224925561
16-54370,19-189628,16,0.1971634047581715,False,0.0004722446522084841
16-54370,19-189603,17,0.1859982092608247,False,0.0034979057099937404
16-54370,20-106651,18,0.1637435593124334,False,0.00054524045042508
16-54370,20-98264,19,0.16219901323851,False,0.0042733965215689465
16-54370,20-98214,20,0.16219901323851,False,0.0042733965215689465
16-54370,19-191665,21,0.159125206267222,False,0.003992343363736259
16-54370,20-115663,22,0.1095318385413419,False,0.003413229252144662
16-54370,19-158679,23,0.1016786829222726,False,0.0006378752058714948
16-54370,19-156899,24,0.0984974222526577,False,0.004623246401457395
16-5452,20-35694,1,0.2929585988727217,False,0.0005528405830855103
16-5452,20-96600,2,0.2488989339888289,False,0.0034969632459795766
16-5452,20-25372,3,0.2235851613342437,False,0.003352821809033051
16-5452,20-31844,4,0.2153203028722337,False,0.003514477301509584
16-5452,20-111877,5,0.1745710480653836,False,0.003266272360710311
16-55322,16-118029,1,0.1036357669457601,False,0.0006154808675189449
16-55322,16-118057,2,0.0995293280495708,False,0.0006438400671789185
16-55859,16-82345,1,0.162731754402977,False,0.0004861016371276179
16-56698,20-47606,1,0.3112132460022495,False,0.003234374414998674
16-56698,20-96618,2,0.2928590704227918,False,0.010932391373272113
16-56698,20-103852,3,0.2465988291132754,False,0.008775218684517638
16-56698,20-94462,4,0.1788171925088642,False,0.004830977929532213
16-56698,19-169357,5,0.1027280516867473,False,0.00345873151937314
16-56698,20-115241,6,0.0979933727238989,False,0.005185256261346635
16-57014,16-155479,1,0.3819205811287137,True,0.0005867142268845719
16-57014,16-153330,2,0.3341376083579219,False,0.0006495525380045694
16-57014,16-135042,3,0.3166189016372395,False,0.0004593700736522217
16-57014,16-137769,4,0.3149364955731253,False,0.0004630481109682186
16-57014,16-128178,5,0.2966869837906811,False,0.0004612159088074757
16-57014,16-128161,6,0.2901904822746602,False,0.0005152593567890095
16-57014,16-103833,7,0.2649126372477837,False,0.0006464603260908205
16-57014,17-13461,8,0.2240015125573203,False,0.000468535549259208
16-57014,16-102715,9,0.2191128074265487,False,0.00046662556197229034
16-57014,17-50845,10,0.1800529338650064,False,0.0009022667145030315
16-57014,17-55087,11,0.1707666176514807,False,0.0014047675289414034
16-57014,16-80903,12,0.1559831013273205,False,0.0005414691476320024
16-57014,17-51157,13,0.1539977854355711,False,0.0007858831834676328
16-57014,16-71885,14,0.1416353571441197,False,0.0005398802088544114
16-57014,16-73215,15,0.1388494109886713,False,0.0005956106574565982
16-57014,16-63342,16,0.1263614257998324,False,0.0005146889125765815
16-57562,19-127477,1,0.4317903295191623,True,0.002204195451431997
16-57562,20-66280,2,0.3980360429243444,False,0.002131564629696098
16-57562,19-176963,3,0.2987829774394617,False,0.0021448051229851425
16-57562,20-47368,4,0.2675667980727113,False,0.013717890539445507
16-57562,20-31457,5,0.2397464441778982,False,0.005443601594625921
16-57562,20-10269,6,0.1935681258914705,False,0.005062938655636588
16-57562,20-85492,7,0.189544459045116,False,0.013837066052970876
16-57562,19-169306,8,0.1397506360552802,False,0.0012088451052939839
16-57562,19-169787,9,0.1152258879168658,False,0.0008459425505603336
16-57663,17-48667,1,0.2896361761675544,False,0.0036205149193384357
16-57663,17-66007,2,0.2867301795882611,False,0.013798465823535208
16-57663,17-80512,3,0.2557888846148128,False,0.0034322478040090406
16-57663,17-20825,4,0.2130789966862267,False,0.004754528500533355
16-577,16-98551,1,0.2718581023260175,False,0.00046936694780599756
16-58728,20-96600,1,0.3606997052654669,True,0.0006927135718194195
16-58728,20-111877,2,0.3459052243906964,False,0.002111535024244517
16-58728,20-31844,3,0.2746893846710269,False,0.0030547603915366344
16-58728,20-35694,4,0.2191607268864905,False,0.0004865902088786717
16-58728,20-25372,5,0.1566905710549323,False,0.0032682957354472934
16-58728,20-152526,6,0.0959292986581009,False,0.0035802746891167017
16-59706,20-96618,1,0.3045247481384143,False,0.014107983438759238
16-59706,20-94462,2,0.303631118071981,False,0.004126883157593877
16-59706,20-103852,3,0.2833547630885482,False,0.005796763665529551
16-59706,20-115241,4,0.2400553048870763,False,0.005070827018215796
16-59706,20-47606,5,0.1449478211215297,False,0.004145324546532464
16-59706,20-150854,6,0.1337330323125207,False,0.004883636317848892
16-61061,20-25157,1,0.2734073920378049,False,0.0012570106921323658
16-61061,20-15455,2,0.271774325958221,False,0.0006583917192673785
16-61061,20-93634,3,0.268482110805581,False,0.0006601236600107037
16-61061,20-13755,4,0.2676678870620317,False,0.0006592699385220708
16-61061,20-16042,5,0.2487687586606695,False,0.0012649750699279935
16-61061,19-174809,6,0.2396607302903864,False,0.0023801614960662393
16-6135,20-19626,1,0.2464570893500041,False,0.0004684899737812112
16-6135,20-19624,2,0.2439221699138171,False,0.0004785710704613443
16-6135,20-118393,3,0.2072316869123826,False,0.0008659645868588042
16-61484,20-125567,1,0.3460529029063824,True,0.004858512493681271
16-61484,20-116086,2,0.3116128465683127,False,0.0037168583998175293
16-61484,21-16505,3,0.255863956098003,False,0.0011302815653914647
16-61484,21-35651,4,0.2256559084298584,False,0.0019338734116471036
16-61484,20-70855,5,0.1645645926562726,False,0.003586495736589339
16-62950,19-47186,1,0.2978847187871077,False,0.000490355875547417
16-62950,19-85688,2,0.2650358078947569,False,0.0047787077019461645
16-62950,19-35566,3,0.2386787579769169,False,0.003642355093929567
16-62950,19-16795,4,0.2319983900037955,False,0.00046486376261726414
16-62950,19-11075,5,0.1896790733152278,False,0.00319660506460079
16-62950,19-8916,6,0.1704458700155765,False,0.003894646977135787
16-62950,19-136955,7,0.1356175538898642,False,0.003840884012076403
16-62950,18-117389,8,0.1120396524227701,False,0.00339745030537553
16-62960,20-96600,1,0.3544521029517266,True,0.003921505521221178
16-62960,20-111877,2,0.3194146204382588,False,0.005070943923772825
16-62960,20-35694,3,0.2005036031192895,False,0.0006080900298239111
16-62960,20-152526,4,0.1619136306683123,False,0.0039247241749918805
16-62960,20-25372,5,0.1411683932133249,False,0.004082664182202345
16-62960,20-31844,6,0.1148439569735991,False,0.004245048630088484
16-63342,17-143219,1,0.338719915631517,True,0.00047505247139898024
16-63342,17-143241,2,0.3076157701633548,False,0.0036599994068987297
16-63342,17-168569,3,0.291987832324903,False,0.0033866929866028053
16-63342,17-158224,4,0.2838027017109173,False,0.0038904752346707377
16-63342,17-167707,5,0.2692960944309865,False,0.003235888585104639
16-63342,17-129614,6,0.2664652097294385,False,0.0035210487902329426
16-63342,17-179112,7,0.2474391807319235,False,0.0031625762932258783
16-63342,17-173663,8,0.2380575616906197,False,0.0037325171737613723
16-63342,17-111330,9,0.2260652941071411,False,0.0031999406529980563
16-63342,18-18447,10,0.2196676976595429,False,0.0004926013248717341
16-63342,18-21811,11,0.2107724867939085,False,0.0004925530989336702
16-63342,17-106009,12,0.201125113091304,False,0.003305267988071755
16-63342,17-106054,13,0.1972925383668018,False,0.003553201706764081
16-63342,18-20656,14,0.1926884532604707,False,0.0004910866972307945
16-63342,18-11225,15,0.1863982810675833,False,0.003309259461572284
16-63342,17-91935,16,0.1828741267422049,False,0.00327435826518868
16-63342,17-77744,17,0.1551973577346218,False,0.0005186307975043582
16-63342,17-68985,18,0.1498817381887106,False,0.0033424544203990883
16-63342,17-65753,19,0.1466562241249643,False,0.0005225696264985402
16-63342,18-35370,20,0.1454516348302361,False,0.0006573032266121209
16-63342,18-28651,21,0.1449945991949145,False,0.0032754676446038996
16-63342,17-76616,22,0.1285780259252944,False,0.003438240884493946
16-63342,17-73536,23,0.1169343474157007,False,0.0035093891143495115
16-63342,17-53540,24,0.1168705947035224,False,0.000552647263946288
16-63342,18-46720,25,0.1081291306039692,False,0.0036037084635757674
16-63342,18-37028,26,0.1033092422251423,False,0.014617308258355464
16-63342,17-55087,27,0.0985695381444959,False,0.0008253773215514086
16-63342,17-58214,28,0.0794717570081871,False,0.003926871544598554
16-63342,18-53378,29,0.0698427468172816,False,0.004336252533127084
16-63342,18-53804,30,0.0654245753558954,False,0.006097819074388351
16-63741,16-118029,1,0.0636836239261725,False,0.005590889830290703
16-6558,19-80203,1,0.3029425727298723,False,0.0006546812412928414
16-6558,19-73678,2,0.2185706418078921,False,0.0033731796104017556
16-6558,19-59879,3,0.1929441417510858,False,0.003190506739266591
16-6558,19-43671,4,0.1521424970110785,False,0.003323990446985468
16-65767,16-92246,1,0.3680421223106888,True,0.0181972518863634
16-67461,20-47606,1,0.2566162943495401,False,0.013703793446224358
16-67461,20-94462,2,0.2046014016644765,False,0.013781223893918247
16-67461,20-96618,3,0.2004949627682873,False,0.013795009794596642
16-67461,20-103852,4,0.1676434515987735,False,0.013946503119144162
16-67461,20-115241,5,0.1238414367060884,False,0.014313291255675726
16-67782,16-131471,1,0.1854380201489268,False,0.013854897970780265
16-68218,18-101350,1,0.4883345058615889,True,0.003046250341771625
16-68218,18-53373,2,0.2615762795365624,False,0.005613299989811138
16-68218,18-77300,3,0.2589865248832231,False,0.003259876547302871
16-68218,18-37425,4,0.2209544588163473,False,0.0059982827210942665
16-68218,18-54467,5,0.1993793598942245,False,0.0032107112797862282
16-68218,18-47589,6,0.1954491738994093,False,0.003283505460471187
16-68218,18-10415,7,0.1588475797956119,False,0.008391024083269567
16-68218,18-18602,8,0.0916377205768573,False,0.00437284863922006
16-68672,16-151274,1,0.4032826475866343,True,0.001057053101398279
16-68672,17-19962,2,0.2652997634755379,False,0.0005714275314654564
16-68672,16-92101,3,0.1494615819320517,False,0.0005990756866458212
16-70203,20-96600,1,0.3744460609861176,True,0.0007395746649241398
16-70203,20-111877,2,0.3697633238485295,False,0.0028044542829586535
16-70203,20-31844,3,0.2315221200175208,False,0.009709868605395423
16-70203,20-35694,4,0.154931094569244,False,0.0005373771885130103
16-70203,20-152526,5,0.1185858863278757,False,0.004338067803892767
16-70203,20-25372,6,0.096758725375669,False,0.004436193838832549
16-70219,20-66280,1,0.4433390428765084,True,0.002190073747448224
16-70219,19-127477,2,0.4249947285616148,False,0.002126243932332699
16-70219,20-47368,3,0.298607966895317,False,0.005525645157410835
16-70219,19-176963,4,0.2713067254451353,False,0.0021927895597647516
16-70219,20-85492,5,0.2242430065144772,False,0.0037600972196041227
16-70219,20-31457,6,0.2105404595545269,False,0.004627829317370538
16-70219,20-10269,7,0.1673105319106497,False,0.0037398604725054313
16-70307,16-168154,1,0.3361767239929404,True,0.000711287044268128
16-70307,16-178183,2,0.3026586359710855,False,0.0007853677989707262
16-70307,17-20859,3,0.2235895830568627,False,0.0006220711695809095
16-70307,17-23552,4,0.217601457594573,False,0.00047043920727967103
16-70307,17-30623,5,0.1948445107835381,False,0.000628842184931985
16-70307,16-100426,6,0.1615354346417263,False,0.0006011810700728092
16-70307,16-81907,7,0.1302359028014736,False,0.0005139278472487088
16-71885,16-155479,1,0.3145300436499493,False,0.00047283834233905305
16-71885,16-153330,2,0.3103381733521197,False,0.0004900169666143271
16-71885,16-137769,3,0.262100631911397,False,0.0004929688559790817
16-71885,16-135042,4,0.2582692125850123,False,0.0005043681368291932
16-71885,17-13461,5,0.2519718602865671,False,0.0005755601171398628
16-71885,16-128161,6,0.2460864899830384,False,0.0004909589565755311
16-71885,16-128178,7,0.2394378912146527,False,0.00047456060129340646
16-71885,16-102715,8,0.1802469334056126,False,0.00048569168617808273
16-71885,17-51157,9,0.1769794607075424,False,0.0005298898814695571
16-71885,16-103833,10,0.1741284575113854,False,0.00047924617303568687
16-71885,17-50845,11,0.1529544672684468,False,0.0006199267200420252
16-71885,17-55087,12,0.1443715639986088,False,0.0005235600529777947
16-71885,16-80903,13,0.1438572104855898,False,0.0005909693126974283
16-71885,17-58214,14,0.1313155403052569,False,0.0005406509154771982
16-71885,17-53540,15,0.1207587732593143,False,0.0006227003863741432
16-71885,17-65753,16,0.1127180472566345,False,0.0006301819070247253
16-72442,21-15299,1,0.3886570132852661,True,0.002134247701821572
16-72442,21-76925,2,0.3197282322573466,False,0.3165231084320898
16-72442,20-118996,3,0.2735006804124761,False,0.0006899804993796275
16-72442,21-26465,4,0.272968720277188,False,0.000995802198287082
16-72442,20-136269,5,0.2645111522110406,False,0.0033959870263967633
16-72442,21-78563,6,0.2567651778283805,False,0.01795171791413398
16-72442,21-13248,7,0.2534084965330424,False,0.003936630404383799
16-72442,21-45622,8,0.1632540583755718,False,0.0035832657087360837
16-72442,21-58722,9,0.1305597312345039,False,0.0036449247779514003
16-72442,20-88353,10,0.1003163410278934,False,0.0036804849258716197
16-72521,16-113197,1,0.4279458079468495,True,0.05487781887011061
16-73142,20-96618,1,0.3418550994319318,True,0.0035414220472609454
16-73142,20-103852,2,0.3160554168669081,False,0.0033558845142453
16-73142,20-94462,3,0.3028969558861579,False,0.004376682477376295
16-73142,20-115241,4,0.239773418485677,False,0.005405075183679169
16-73142,20-47606,5,0.1482385705154581,False,0.003609404157669424
16-73142,20-150854,6,0.135260584647732,False,0.0042020304466682075
16-73199,16-75407,1,0.1017555838777281,False,0.0006373523259497286
16-73215,20-26328,1,0.495520666012774,True,0.999999999999
16-73215,20-66643,2,0.3740592141462564,False,0.0007877670818105322
16-73215,20-54283,3,0.3289356110381077,False,0.0028457979774813634
16-73215,20-86796,4,0.3099406583477034,False,0.0009893232382127799
16-73215,20-49949,5,0.2785173017958826,False,0.013751736754806466
16-73215,20-78012,6,0.2744108628996934,False,0.0137360814940892
16-73215,20-32203,7,0.2722273340326903,False,0.0006891565797382975
16-73215,20-34392,8,0.2700766535260622,False,0.0028549476448354095
16-73215,20-98264,9,0.2687078405606657,False,0.0028557884619437764
16-73215,20-98214,10,0.2687078405606657,False,0.0028557884619437764
16-73215,20-115663,11,0.2686585976200931,False,0.000986019146952118
16-73215,20-26585,12,0.2519770747581626,False,0.000761380446804777
16-73215,20-91517,13,0.2356631029127686,False,0.003929408615296552
16-73215,20-37940,14,0.2182116832087897,False,0.0038659826043285577
16-73215,20-106651,15,0.2087473179240323,False,0.0007143970314807795
16-73215,20-12070,16,0.2084800700832238,False,0.0029203743650175135
16-73215,20-21049,17,0.2039524454153725,False,0.0005874212631475981
16-73215,20-25276,18,0.1880170043914823,False,0.0039133508140740915
16-73215,19-191665,19,0.1660468681559351,False,0.0030235627984991032
16-73215,20-11000,20,0.1507692839889567,False,0.004043206240914382
16-73215,19-189628,21,0.1296777395584997,False,0.0007235810254485752
16-73215,19-189603,22,0.1047119462198001,False,0.004102905088065144
16-73215,20-132336,23,0.0814424175488822,False,0.004683419798587779
16-73215,20-142134,24,0.0673154523893499,False,0.004664041504904155
16-73358,19-114994,1,0.3429024763433869,True,0.004235919385479928
16-74267,20-29934,1,0.1913596791992406,False,0.0037956433552822663
16-74267,19-182466,2,0.1040105037016097,False,0.0007435954277007932
16-7640,20-19986,1,0.2892340147766889,False,0.0033257161326958992
16-7640,20-27417,2,0.268726203868658,False,0.0033895969839637043
16-7640,19-165120,3,0.2195214989211865,False,0.003162826767571452
16-7640,20-50446,4,0.2066913288129067,False,0.0032964543527331234
16-7640,20-62727,5,0.1966144282513986,False,0.003845935319587954
16-7640,20-68923,6,0.1354663413518128,False,0.003686593709683447
16-7640,20-70773,7,0.1341947903575119,False,0.0033419610902817257
16-7640,20-88353,8,0.1104755856506752,False,0.00407547536247638
16-7712,20-6485,1,0.4389460018263973,True,0.8597885760742672
16-7712,20-64610,2,0.3021973811374359,False,0.0007050714064078581
16-7712,20-4011,3,0.130732887050828,False,0.0008773642434449366
16-77563,19-160018,1,0.5678032034766622,True,0.999999999999
16-79523,18-97311,1,0.2262581500326498,False,0.0005696383501511744
16-79523,18-88858,2,0.1825603311285152,False,0.0036901800024151605
16-80903,16-155479,1,0.2949683854888829,False,0.0005266742047624212
16-80903,16-153330,2,0.2896182525849141,False,0.000692605794909334
16-80903,17-13461,3,0.2654094862201944,False,0.0005833217149165322
16-80903,16-137769,4,0.2556000194535963,False,0.0004629602825524434
16-80903,16-135042,5,0.242917972596653,False,0.0005299116008093811
16-80903,16-128161,6,0.2399407880243216,False,0.0004639444831769687
16-80903,16-128178,7,0.2197807464204716,False,0.0005309950261714719
16-80903,17-55087,8,0.1704152609029448,False,0.0004820448740557779
16-80903,17-50845,9,0.1691959521246189,False,0.0005434243564308469
16-80903,17-51157,10,0.1615838201568702,False,0.0005201243372713898
16-80903,16-102715,11,0.156655540732259,False,0.00048794451296204494
16-80903,17-58214,12,0.152804621499766,False,0.0004897771406190497
16-80903,16-103833,13,0.1521859164420883,False,0.0005227795947386265
16-80903,17-73536,14,0.1468366044191369,False,0.00061925701664807
16-80903,17-53540,15,0.1341832725522173,False,0.0006175412708052179
16-80903,17-65753,16,0.125196298901774,False,0.000659997386849951
16-80903,17-77744,17,0.0958565095211179,False,0.0007319591654488856
16-80903,17-76616,18,0.0955685007021768,False,0.0007323293469686297
16-81774,20-97584,1,0.3078056044108569,False,0.0006519818596813395
16-81774,20-27358,2,0.242910942866379,False,0.0006645309452120484
16-81774,20-16671,3,0.2043736311870346,False,0.0029273190749734552
16-81907,21-74412,1,0.1946863094294188,False,0.0026858401419003553
16-81907,20-85492,2,0.1112829519708914,False,0.005483656627141286
16-82345,17-56105,1,0.1460043751733013,False,0.0004988808424673555
16-82782,19-99589,1,0.4043205807981499,True,0.0117915806456894
16-83187,19-10579,1,0.1405008339065174,False,0.003287089433380928
16-83712,16-145933,1,0.2747246060816213,False,0.00046755339006665704
16-83712,16-86665,2,0.1018265440210249,False,0.0023242502923224847
16-84309,19-129278,1,0.2768205050851522,False,0.003912831531447985
16-84309,19-174098,2,0.2258753411486152,False,0.0044630427562532965
16-84309,19-184490,3,0.1954082549575674,False,0.004692259176154684
16-84309,19-79409,4,0.1488164352410402,False,0.004818416303627642
16-84309,19-75460,5,0.1408804180178628,False,0.004145561392096934
16-84309,20-12202,6,0.1357300035750573,False,0.004524764415039108
16-84309,19-44791,7,0.0925196266720367,False,0.0009283268987652377
16-84309,19-56150,8,0.0894070044851148,False,0.005633266514843053
16-84729,20-135543,1,0.9175667980727114,True,0.999999999999
16-8523,16-78789,1,0.3117094294070665,False,0.0005145456919951904
16-85552,21-16505,1,0.2555713474708248,False,0.0032367998744134946
16-85552,20-125567,2,0.2288968565057766,False,0.0033266401723195792
16-85552,21-35651,3,0.2067982448216677,False,0.0031737240695301335
16-85552,20-116086,4,0.1969995560952706,False,0.003583507734569803
16-85552,21-62138,5,0.1946827906621295,False,0.0006854210731542454
16-85552,21-67771,6,0.168203133770214,False,0.005103464876812791
16-85552,21-46043,7,0.163176153570637,False,0.003996858872218044
16-85619,19-174098,1,0.3819492365520663,True,0.0069882153164351184
16-85619,20-12202,2,0.3713487728771941,False,0.013010692734495776
16-85619,19-184490,3,0.3118975469520525,False,0.003353191403151743
16-85619,19-129278,4,0.2373807090848078,False,0.00517472315917839
16-85619,20-70855,5,0.1287413946610912,False,0.0010633683625464066
16-85662,21-16505,1,0.3963223966237515,True,0.004889814602655667
16-85662,20-125567,2,0.3555386869118144,False,0.005043290322938484
16-85662,21-35651,3,0.295164344061296,False,0.0020002708756130315
16-85662,20-116086,4,0.2601674471810147,False,0.003697133957025727
16-85662,21-46043,5,0.158733130468054,False,0.0008752918533990247
16-85662,20-70855,6,0.1133461479484833,False,0.0034050405374609254
16-86665,16-145933,1,0.249658344283837,False,0.002025261223795116
16-87635,20-106379,1,0.2715116914504008,False,0.0007908012468347183
16-87635,20-114106,2,0.1817290207131379,False,0.004122365099475632
16-87635,19-190328,3,0.0690889180902321,False,0.01598370237184729
16-87909,18-103711,1,0.3691438933741482,True,0.004746549055420735
16-87909,18-143391,2,0.2736904767451598,False,0.004004720861963373
16-88869,17-3608,1,0.3057796758650898,False,0.002025433849242908
16-9086,19-70735,1,0.3748263239981685,True,0.999999999999
16-9086,19-18263,2,0.3107592056541667,False,0.999999999999
16-9086,19-146419,3,0.2431989611411778,False,0.999999999999
16-9086,18-152399,4,0.13167980158955,False,0.999999999999
16-92101,21-4564,1,0.2562048389892482,False,0.004357568608523908
16-9226,19-6267,1,0.3119553399910926,False,0.0036770003053599267
16-9226,19-54406,2,0.2392940131224595,False,0.0005042175495553961
16-9226,19-58204,3,0.2078679502573515,False,0.003255809358107127
16-9226,18-142560,4,0.1828412457973909,False,0.003417330376898821
16-9226,18-130463,5,0.1493942746251517,False,0.004047884820861568
16-9226,19-112016,6,0.0736940730984223,False,0.004287386678733586
16-94711,20-91479,1,0.0840687789227145,False,0.004245012420606444
16-95121,18-92681,1,0.265241652871303,False,0.005157030001907439
16-95121,19-5147,2,0.2341104557291949,False,0.004955223404550402
16-96174,20-138135,1,0.3972588394997645,True,0.999999999999
16-96174,20-111698,2,0.3861419856356533,False,0.999999999999
16-96174,20-142015,3,0.3615780140214047,False,0.999999999999
16-96174,21-26779,4,0.2629960235397975,False,0.999999999999
16-96174,20-124045,5,0.2557832652125448,False,0.999999999999
16-96174,20-110309,6,0.2214903080515711,False,0.999999999999
16-96174,21-57207,7,0.1799942592706856,False,0.999999999999
16-96425,16-108742,1,0.4601809086145513,True,0.9999139223199617
16-96425,17-20203,2,0.2932014208416154,False,0.0004694647322816986
16-96425,17-62974,3,0.1797901546806577,False,0.0004810331786780074
16-98551,20-64610,1,0.3216317387979281,False,0.0006555689962613359
16-98551,20-6485,2,0.145514673674989,False,0.0031266355122138035
16-98551,20-4011,3,0.1424085562102272,False,0.0008167615304554277
16-98835,20-65717,1,0.549859119391592,True,0.999999999999
17-102039,21-103501,1,0.4370188259189891,True,0.002158150333050605
17-102039,21-156574,2,0.2510807278606728,False,0.0032325152383497107
17-102039,21-47350,3,0.2026815461919074,False,0.003307863454855969
17-102482,21-113953,1,0.6097060042537827,True,0.999999999999
17-102482,21-117615,2,0.5932802486690258,False,0.999999999999
17-102482,21-76925,3,0.4990115063131594,False,0.3390083494896347
17-102482,21-78563,4,0.4379709625844789,False,0.020879461631847666
17-102482,21-58722,5,0.2547722185905686,False,0.0039012542841243337
17-102482,21-15299,6,0.2070777115471192,False,0.0035188293435008343
17-102482,21-133549,7,0.2025630624790492,False,0.003742362687821039
17-102482,21-26465,8,0.1835758898053829,False,0.000757303344526699
