source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key_m0_source,buyer_key_m0_candidate,buyer_key_type_source,buyer_key_type_candidate,buyer_match_mechanism,source_buyer_identity_source_x,candidate_buyer_identity_source_x,source_buyer_siret,candidate_buyer_siret,source_buyer_siren_m1_x,candidate_buyer_siren_m1_x,cross_establishment_same_siren,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m1_composite_score,m0_balanced_threshold_used,cpv_missing,cpv_generic_flag,candidate_rank,n_candidates_for_source,top1_top2_margin,variant,threshold_used,source_publication_date,source_start_date,source_start_date_source,source_buyer_key,source_buyer_key_type,source_buyer_name_normalized,source_buyer_siret_clean,source_buyer_siren_clean,source_objet_clean,source_cpv_clean,source_cpv_division,source_cpv_group,source_cpv_class,source_cpv_category,source_cpv_generic_flag,source_declared_duration_months,source_dur_was_imputed,source_estimated_end_date,source_is_digital_scope,source_category_label,source_study_end_date,source_buyer_name_raw,source_code_departement,source_url_avis,source_buyer_key_m0,source_buyer_siret_boamp_raw,source_buyer_siren_from_boamp_siret,source_buyer_siren_boamp_effective,source_buyer_siren_enriched,source_buyer_siren_enriched_valid,source_buyer_legal_name_enriched_display,source_buyer_identity_source_direct,source_buyer_identity_confidence_direct,source_buyer_identity_conflict,source_buyer_siren_agrees_with_boamp_siret,source_enrichment_join_status,source_department_key,source_alias_name_normalized,source_buyer_siren_alias,source_buyer_alias_support_notice_count,source_buyer_siren_m1_y,source_buyer_identity_source_y,source_buyer_identity_confidence,source_buyer_key_m1_primary,candidate_publication_date,candidate_start_date,candidate_start_date_source,candidate_buyer_key,candidate_buyer_key_type,candidate_buyer_name_normalized,candidate_buyer_siret_clean,candidate_buyer_siren_clean,candidate_objet_clean,candidate_cpv_clean,candidate_cpv_division,candidate_cpv_group,candidate_cpv_class,candidate_cpv_category,candidate_cpv_generic_flag,candidate_declared_duration_months,candidate_dur_was_imputed,candidate_estimated_end_date,candidate_is_digital_scope,candidate_category_label,candidate_study_end_date,candidate_buyer_name_raw,candidate_code_departement,candidate_url_avis,candidate_buyer_key_m0,candidate_buyer_siret_boamp_raw,candidate_buyer_siren_from_boamp_siret,candidate_buyer_siren_boamp_effective,candidate_buyer_siren_enriched,candidate_buyer_siren_enriched_valid,candidate_buyer_legal_name_enriched_display,candidate_buyer_identity_source_direct,candidate_buyer_identity_confidence_direct,candidate_buyer_identity_conflict,candidate_buyer_siren_agrees_with_boamp_siret,candidate_enrichment_join_status,candidate_department_key,candidate_alias_name_normalized,candidate_buyer_siren_alias,candidate_buyer_alias_support_notice_count,candidate_buyer_siren_m1_y,candidate_buyer_identity_source_y,candidate_buyer_identity_confidence,candidate_buyer_key_m1_primary
20-29244,24-71416,2020-02-27,2024-06-19,NAME:commune de nantes,NAME:ville de nantes et nantes metropole,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_ENRICHMENT_NOTICE_JOIN,,,214401093,214401093,False,51.70827858081472,2024-02-27,3.712220762155059,0.38129653964082355,0.408727440521545,0.2,0.75,0.37337873909274666,0.3230216936565233,False,False,1,3,0.02858975980269557,balanced,0.3230216936565233,2020-02-27,2020-02-27,PUBLICATION_DATE_FALLBACK,NAME:commune de nantes,NAME_FALLBACK,commune de nantes,,,"fourniture et livraison de pistolets à impulsion électrique, munitions, et accessoires pour la police municipale (ville de nantes) et la police métropolitaine des transports en commun (nantes métropol",35300000,35,353,3530,35300,False,48.0,True,2024-02-27,True,DIGITAL_ICT,2026-07-13,COMMUNE DE NANTES,44,https://www.boamp.fr/pages/avis/?q=idweb:20-29244,NAME:commune de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,commune de nantes,214401093,4.0,214401093,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:214401093,2024-06-19,2024-06-19,PUBLICATION_DATE_FALLBACK,NAME:ville de nantes et nantes metropole,NAME_FALLBACK,ville de nantes et nantes metropole,,,"Fourniture de gilets pare-balles pour les agents de la Police Municipale, de l'Unité Métropolitaine des Transports en Commun et de la Brigade de l'Espace Public",35815100,35,358,3581,35815,False,48.0,True,2028-06-19,True,DIGITAL_ICT,2026-07-13,Ville de Nantes et Nantes metropole,44,https://www.boamp.fr/pages/avis/?q=idweb:24-71416,NAME:ville de nantes et nantes metropole,,,,214401093,True,COMMUNE DE NANTES,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,False,False,JOINED,44,,,,214401093,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,SIREN:214401093
20-38676,24-35694,2020-03-15,2024-03-27,NAME:commune de nantes,SIRET:21440109300015,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,21440109300015,214401093,214401093,False,48.39027595269383,2024-03-15,0.39421813403416556,0.9342969776609724,0.013077907751950894,0.1,0.75,0.34315151212842593,0.3230216936565233,True,True,1,3,0.1415924582273774,balanced,0.3230216936565233,2020-03-15,2020-03-15,PUBLICATION_DATE_FALLBACK,NAME:commune de nantes,NAME_FALLBACK,commune de nantes,,,acquisition et installation d'un logiciel de gestion de l'accompagnement social,48000000,48,480,4800,48000,True,48.0,True,2024-03-15,True,DIGITAL_ICT,2026-07-13,COMMUNE DE NANTES,44,https://www.boamp.fr/pages/avis/?q=idweb:20-38676,NAME:commune de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,commune de nantes,214401093,4.0,214401093,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:214401093,2024-03-27,2024-03-27,PUBLICATION_DATE_FALLBACK,SIRET:21440109300015,RAW_SIRET,ville de nantes,21440109300015,214401093,"IMPRESSION NUMÉRIQUE DE SUPPORTS GRAPHIQUES ÉVÉNEMENTIELS pour NANTES MÉTROPOLE, LA VILLE DE NANTES, LE CCAS ET L'EBANSN",,,,,,False,6.0,True,2024-09-27,True,DIGITAL_ICT,2026-07-13,Ville de NANTES,44,https://www.boamp.fr/pages/avis/?q=idweb:24-35694,SIRET:21440109300015,21440109300015,214401093,214401093,214401093,True,COMMUNE DE NANTES,BOAMP_SIRET_CORROBORATED_BY_ENRICHED_SIREN,HIGH,False,True,JOINED,44,,,,214401093,DIRECT_BOAMP_SIRET,HIGH,SIRET:21440109300015
20-47606,20-115241,2020-04-01,2020-09-23,NAME:ch le mans,NAME:ch le mans,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,267200160,267200160,False,5.7490144546649145,2020-10-01,0.2628120893561104,0.9561979851073149,0.05648941333355517,0.0,0.75,0.33382079094357303,0.3230216936565233,False,False,1,7,0.031205454858638237,balanced,0.3230216936565233,2020-04-01,2020-04-01,PUBLICATION_DATE_FALLBACK,NAME:ch le mans,NAME_FALLBACK,ch le mans,,,"FOURNITURE DE CYLINDRES, D'ACCESSOIRES, DE CLES et REPARATION DE CYLINDRES, DE MARQUE WINKHAUS et MAINTENANCE DU LOGICIEL.Pour l'EPSM",44522200,44,445,4452,44522,False,6.0,True,2020-10-01,True,DIGITAL_ICT,2026-07-13,CH LE MANS,72,https://www.boamp.fr/pages/avis/?q=idweb:20-47606,NAME:ch le mans,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,72,ch le mans,267200160,34.0,267200160,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:267200160,2020-09-23,2021-02-18,LINKED_ATTRIBUTION_DATE,NAME:ch le mans,NAME_FALLBACK,ch le mans,,,Acquisition et maintenance de licences Business Objects,48611000,48,486,4861,48611,False,48.0,True,2025-02-18,True,DIGITAL_ICT,2026-07-13,CH LE MANS,72,https://www.boamp.fr/pages/avis/?q=idweb:20-115241,NAME:ch le mans,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,72,ch le mans,267200160,34.0,267200160,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:267200160
20-61728,24-67295,2020-05-09,2024-06-10,SIRET:22850001300658,NAME:departement de la vendee,RAW_SIRET,NAME_FALLBACK,SAME_SIREN_RECONCILIATION,DIRECT_BOAMP_SIRET,DIRECT_ENRICHMENT_NOTICE_JOIN,22850001300658,,228500013,228500013,False,49.0473061760841,2024-11-26,5.551905387647832,0.07468243539202801,0.013387967369503696,0.8,0.9,0.3533563974273333,0.3230216936565233,False,False,1,3,0.16431394914473904,balanced,0.3230216936565233,2020-05-09,2020-11-26,LINKED_ATTRIBUTION_DATE,SIRET:22850001300658,RAW_SIRET,conseil general de la vendee,22850001300658,228500013,Renouvellement des solutions informatiques de billetteries et boutiques du Département,72212110,72,722,7221,72212,False,48.0,True,2024-11-26,True,DIGITAL_ICT,2026-07-13,Conseil général de la Vendée,85,https://www.boamp.fr/pages/avis/?q=idweb:20-61728,SIRET:22850001300658,22850001300658,228500013,228500013,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,85,,,,228500013,DIRECT_BOAMP_SIRET,HIGH,SIRET:22850001300658,2024-06-10,2024-09-10,LINKED_ATTRIBUTION_DATE,NAME:departement de la vendee,NAME_FALLBACK,departement de la vendee,,,"Mise en place, hébergement et maintenance d'une solution de gestion de veille documentaire et de diffusion d'infolettres personnalisées",72212311,72,722,7221,72212,False,24.0,False,2026-09-10,True,DIGITAL_ICT,2026-07-13,Département de la Vendée,85,https://www.boamp.fr/pages/avis/?q=idweb:24-67295,NAME:departement de la vendee,,,,228500013,True,DEPARTEMENT DE VENDEE,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,False,False,JOINED,85,departement de la vendee,228500013,340.0,228500013,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,SIREN:228500013
20-70855,23-104062,2020-06-02,2023-07-23,NAME:conseil regional des pays de la loire,SIRET:23440003400026,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,23440003400026,234400034,234400034,False,37.647831800262814,2023-06-02,1.6754270696452036,0.7207621550591328,0.006320459740844309,0.4,0.75,0.3774026996740787,0.3230216936565233,False,False,1,16,0.04976896690874877,balanced,0.3230216936565233,2020-06-02,2020-06-02,PUBLICATION_DATE_FALLBACK,NAME:conseil regional des pays de la loire,NAME_FALLBACK,conseil regional des pays de la loire,,,"Le présent accord cadre a pour objet une prestation de transcription audio, par voix humaine, de documents d'information.",32353000,32,323,3235,32353,False,36.0,True,2023-06-02,True,DIGITAL_ICT,2026-07-13,Conseil régional des Pays de la Loire,44,https://www.boamp.fr/pages/avis/?q=idweb:20-70855,NAME:conseil regional des pays de la loire,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,conseil regional des pays de la loire,234400034,2.0,234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:234400034,2023-07-23,2023-07-23,PUBLICATION_DATE_FALLBACK,SIRET:23440003400026,RAW_SIRET,conseil regional des pays de la loire,23440003400026,234400034,REFONTE ET MAINTENANCE ASSOCIEE DES INSTALLATIONS AUDIOVISUELLES DU CAMPUS ET DES MAISONS DE LA REGION DES PAYS DE LA LOIRE,32321300,32,323,3232,32321,False,36.0,True,2026-07-23,True,DIGITAL_ICT,2026-07-13,Conseil régional des Pays de la Loire,44;49;53;72;85,https://www.boamp.fr/pages/avis/?q=idweb:23-104062,SIRET:23440003400026,23440003400026,234400034,234400034,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,44;49;53;72;85,conseil regional des pays de la loire,234400034,9.0,234400034,DIRECT_BOAMP_SIRET,HIGH,SIRET:23440003400026
20-84141,25-4360,2020-07-03,2025-01-14,SIRET:24610066300011,NAME:communaute urbaine d alencon,RAW_SIRET,NAME_FALLBACK,SAME_SIREN_RECONCILIATION,DIRECT_BOAMP_SIRET,DIRECT_ENRICHMENT_NOTICE_JOIN,24610066300011,,246100663,246100663,False,54.402102496714846,2024-11-12,2.0696452036793693,0.6550591327201052,0.2098043938270355,0.0,0.9,0.32719632101948876,0.3230216936565233,False,False,1,1,0.32719632101948876,balanced,0.3230216936565233,2020-07-03,2020-11-12,LINKED_ATTRIBUTION_DATE,SIRET:24610066300011,RAW_SIRET,communaute urbaine d alencon,24610066300011,246100663,Mise en oeuvre d'un portail de gestion de la relation usagers pour la Communauté Urbaine,72514200,72,725,7251,72514,False,48.0,True,2024-11-12,True,DIGITAL_ICT,2026-07-13,Communauté urbaine d'Alençon,61;72,https://www.boamp.fr/pages/avis/?q=idweb:20-84141,SIRET:24610066300011,24610066300011,246100663,246100663,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,61;72,communaute urbaine d alencon,246100663,61.0,246100663,DIRECT_BOAMP_SIRET,HIGH,SIRET:24610066300011,2025-01-14,2025-01-14,PUBLICATION_DATE_FALLBACK,NAME:communaute urbaine d alencon,NAME_FALLBACK,communaute urbaine d alencon,,,Travaux d'électricité et de câblage informatique sur le patrimoine bâti de la Communauté Urbaine d'Alençon,45311000,45,453,4531,45311,False,12.0,False,2026-01-14,True,DIGITAL_ICT,2026-07-13,Communauté urbaine d'Alençon,61;72,https://www.boamp.fr/pages/avis/?q=idweb:25-4360,NAME:communaute urbaine d alencon,,,,246100663,True,COMMUNAUTE URBAINE D'ALENCON,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,False,False,JOINED,61;72,communaute urbaine d alencon,246100663,61.0,246100663,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,SIREN:246100663
20-85492,24-3636,2020-07-22,2024-01-10,NAME:angers loire metropole,SIRET:24490001500045,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,24490001500045,244900015,244900015,False,41.62286465177398,2024-01-07,0.09855453350854139,0.9835742444152431,0.010852302355587118,0.0,0.75,0.32469186692826624,0.3230216936565233,False,False,1,5,0.04763763671759891,balanced,0.3230216936565233,2020-07-22,2021-01-07,LINKED_ATTRIBUTION_DATE,NAME:angers loire metropole,NAME_FALLBACK,angers loire metropole,,,evolution du coeur de réseau,32424000,32,324,3242,32424,False,36.0,True,2024-01-07,True,DIGITAL_ICT,2026-07-13,Angers Loire Métropole,49,https://www.boamp.fr/pages/avis/?q=idweb:20-85492,NAME:angers loire metropole,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,49,angers loire metropole,244900015,12.0,244900015,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:244900015,2024-01-10,2024-01-10,PUBLICATION_DATE_FALLBACK,SIRET:24490001500045,RAW_SIRET,angers loire metropole,24490001500045,244900015,mission de maîtrise d'oeuvre pour la rénovation de l'automatisme et la supervision de l'usine de production d'eau potable,48921000,48,489,4892,48921,False,48.0,True,2028-01-10,True,DIGITAL_ICT,2026-07-13,Angers Loire Métropole,49;44;72;53,https://www.boamp.fr/pages/avis/?q=idweb:24-3636,SIRET:24490001500045,24490001500045,244900015,244900015,244900015,True,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE,BOAMP_SIRET_CORROBORATED_BY_ENRICHED_SIREN,HIGH,False,True,JOINED,44;49;53;72,,,,244900015,DIRECT_BOAMP_SIRET,HIGH,SIRET:24490001500045
20-91088,25-57823,2020-07-18,2025-05-22,SIRET:24720013200014,NAME:le mans metropole,RAW_SIRET,NAME_FALLBACK,SAME_SIREN_RECONCILIATION,DIRECT_BOAMP_SIRET,DIRECT_ENRICHMENT_NOTICE_JOIN,24720013200014,,247200132,247200132,False,58.11432325886991,2025-05-23,0.0328515111695138,0.9945247481384144,0.0021548470894087813,0.0,0.9,0.3393853835158967,0.3230216936565233,False,False,1,3,0.10236023173165132,balanced,0.3230216936565233,2020-07-18,2021-05-23,LINKED_ATTRIBUTION_DATE,SIRET:24720013200014,RAW_SIRET,le mans metropole - communaute urbaine,24720013200014,247200132,"Fourniture, mise en oeuvre et maintenance d'un Sig de gestion des réseaux d'eau et d'assainissement",48210000,48,482,4821,48210,False,48.0,True,2025-05-23,True,DIGITAL_ICT,2026-07-13,Le Mans Métropole - Communauté Urbaine,72,https://www.boamp.fr/pages/avis/?q=idweb:20-91088,SIRET:24720013200014,24720013200014,247200132,247200132,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,72,le mans metropole - communaute urbaine,247200132,10.0,247200132,DIRECT_BOAMP_SIRET,HIGH,SIRET:24720013200014,2025-05-22,2025-09-05,LINKED_ATTRIBUTION_DATE,NAME:le mans metropole,NAME_FALLBACK,le mans metropole,,,Acquisition d'une plateforme de micro sites Web accessibles par Qr Codes - 1 an renouvelable 3 fois,72413000,72,724,7241,72413,False,12.0,False,2026-09-05,True,DIGITAL_ICT,2026-07-13,Le Mans Métropole,72,https://www.boamp.fr/pages/avis/?q=idweb:25-57823,NAME:le mans metropole,,,,247200132,True,LE MANS METROPOLE COMMUNAUTE URBAINE,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,False,False,JOINED,72,le mans metropole,247200132,539.0,247200132,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,SIREN:247200132
20-93913,24-71416,2020-07-25,2024-06-19,NAME:commune de nantes,NAME:ville de nantes et nantes metropole,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_ENRICHMENT_NOTICE_JOIN,,,214401093,214401093,False,46.813403416557165,2024-07-25,1.1826544021024967,0.8028909329829172,0.43749292300234593,0.2,0.75,0.4888452562965504,0.3230216936565233,False,False,1,2,0.25535269786641257,balanced,0.3230216936565233,2020-07-25,2020-07-25,PUBLICATION_DATE_FALLBACK,NAME:commune de nantes,NAME_FALLBACK,commune de nantes,,,fourniture d'accessoires pour pistolets à impulsion électrique pour la police municipale (ville de nantes) et la police métropolitaine des transports en commun (nantes métropole) (lot 2),35300000,35,353,3530,35300,False,48.0,True,2024-07-25,True,DIGITAL_ICT,2026-07-13,COMMUNE DE NANTES,44,https://www.boamp.fr/pages/avis/?q=idweb:20-93913,NAME:commune de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,commune de nantes,214401093,4.0,214401093,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:214401093,2024-06-19,2024-06-19,PUBLICATION_DATE_FALLBACK,NAME:ville de nantes et nantes metropole,NAME_FALLBACK,ville de nantes et nantes metropole,,,"Fourniture de gilets pare-balles pour les agents de la Police Municipale, de l'Unité Métropolitaine des Transports en Commun et de la Brigade de l'Espace Public",35815100,35,358,3581,35815,False,48.0,True,2028-06-19,True,DIGITAL_ICT,2026-07-13,Ville de Nantes et Nantes metropole,44,https://www.boamp.fr/pages/avis/?q=idweb:24-71416,NAME:ville de nantes et nantes metropole,,,,214401093,True,COMMUNE DE NANTES,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,False,False,JOINED,44,,,,214401093,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,SIREN:214401093
20-95579,22-41246,2020-07-29,2022-03-21,NAME:cte de cnes du pays d ancenis,SIRET:24440055200026,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,24440055200026,244400552,244400552,False,19.71090670170828,2022-02-24,0.8212877792378449,0.8631187034603591,0.5693283778254307,0.0,0.75,0.4900446081039905,0.3230216936565233,False,False,1,2,0.16929989175901428,balanced,0.3230216936565233,2020-07-29,2021-02-24,LINKED_ATTRIBUTION_DATE,NAME:cte de cnes du pays d ancenis,NAME_FALLBACK,cte de cnes du pays d ancenis,,,"Acquisition, mise en oeuvre et maintenance du système d'information géographique intercommunal pour les besoins de la Communauté de Communes du Pays d'Ancenis. (lot no1)",38221000,38,382,3822,38221,False,12.0,True,2022-02-24,True,DIGITAL_ICT,2026-07-13,Cté de Cnes du Pays d'Ancenis,44,https://www.boamp.fr/pages/avis/?q=idweb:20-95579,NAME:cte de cnes du pays d ancenis,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,cte de cnes du pays d ancenis,244400552,105.0,244400552,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:244400552,2022-03-21,2022-03-21,PUBLICATION_DATE_FALLBACK,SIRET:24440055200026,RAW_SIRET,cte de cnes du pays d ancenis,24440055200026,244400552,Conception de vidéos pour les besoins de la Communauté de Communes du Pays d'Ancenis (COMPA),32351100,32,323,3235,32351,False,36.0,True,2025-03-21,True,DIGITAL_ICT,2026-07-13,Cté de Cnes du Pays d'Ancenis,44,https://www.boamp.fr/pages/avis/?q=idweb:22-41246,SIRET:24440055200026,24440055200026,244400552,244400552,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,44,cte de cnes du pays d ancenis,244400552,105.0,244400552,DIRECT_BOAMP_SIRET,HIGH,SIRET:24440055200026
21-103501,25-73811,2021-07-23,2025-07-02,NAME:departement de la sarthe,NAME:departement de la sarthe,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_ENRICHMENT_NOTICE_JOIN,,,227200029,227200029,False,47.30617608409987,2025-07-23,0.6898817345597897,0.8850197109067017,0.005327867826473251,0.1,0.75,0.32811968146594106,0.3230216936565233,True,False,1,9,0.0,balanced,0.3230216936565233,2021-07-23,2021-07-23,PUBLICATION_DATE_FALLBACK,NAME:departement de la sarthe,NAME_FALLBACK,departement de la sarthe,,,"MISSION D'ASSISTANCE A MAITRISE D'OUVRAGE POUR L'ACCOMPAGNEMENT AU MANAGEMENT DE PROJET "" BÂTIMENT """,72224000,72,722,7222,72224,False,48.0,True,2025-07-23,True,DIGITAL_ICT,2026-07-13,DEPARTEMENT DE LA SARTHE,72,https://www.boamp.fr/pages/avis/?q=idweb:21-103501,NAME:departement de la sarthe,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,72,departement de la sarthe,227200029,332.0,227200029,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:227200029,2025-07-02,2026-01-10,LINKED_ATTRIBUTION_DATE,NAME:departement de la sarthe,NAME_FALLBACK,departement de la sarthe,,,ÉVOLUTION ET MAINTENANCE DES MATÉRIELS ET LOGICIELS DE SÉCURITÉ DU DÉPARTEMENT DE LA SARTHE,,,,,,False,4.0,False,2026-05-10,True,DIGITAL_ICT,2026-07-13,Département de la Sarthe,72,https://www.boamp.fr/pages/avis/?q=idweb:25-73811,NAME:departement de la sarthe,,,,227200029,True,DEPARTEMENT DE LA SARTHE,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,False,False,JOINED,72,departement de la sarthe,227200029,332.0,227200029,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,SIREN:227200029
21-104870,26-11967,2021-07-29,2026-02-04,SIRET:22530001100015,NAME:conseil departemental de la mayenne,RAW_SIRET,NAME_FALLBACK,SAME_SIREN_RECONCILIATION,DIRECT_BOAMP_SIRET,DIRECT_ENRICHMENT_NOTICE_JOIN,22530001100015,,225300011,225300011,False,54.23784494086728,2025-11-11,2.7923784494086727,0.5346035917652212,0.022157840114790984,1.0,0.9,0.5314061419814822,0.3230216936565233,False,False,1,5,0.14706775806112787,balanced,0.3230216936565233,2021-07-29,2021-11-11,LINKED_ATTRIBUTION_DATE,SIRET:22530001100015,RAW_SIRET,departement de la mayenne,22530001100015,225300011,"Acquisition d'abonnement logiciels des outils d'infrastructure, de maintenance et de prestations associées - Lot no01 : abonnement logiciels Microsoft",72268000,72,722,7226,72268,False,48.0,True,2025-11-11,True,DIGITAL_ICT,2026-07-13,DEPARTEMENT DE LA MAYENNE,53,https://www.boamp.fr/pages/avis/?q=idweb:21-104870,SIRET:22530001100015,22530001100015,225300011,225300011,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,53,departement de la mayenne,225300011,7.0,225300011,DIRECT_BOAMP_SIRET,HIGH,SIRET:22530001100015,2026-02-04,2026-02-04,PUBLICATION_DATE_FALLBACK,NAME:conseil departemental de la mayenne,NAME_FALLBACK,conseil departemental de la mayenne,,,"Refonte du système d'information archivistique (Sia) des Archives départementales de la Mayenne : diffusion des archives numériques et des instruments de recherche, Cms et moteur d",72268000,72,722,7226,72268,False,48.0,False,2030-02-04,True,DIGITAL_ICT,2026-07-13,Conseil Départemental de la Mayenne,53,https://www.boamp.fr/pages/avis/?q=idweb:26-11967,NAME:conseil departemental de la mayenne,,,,225300011,True,DEPARTEMENT DE LA MAYENNE,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,False,False,JOINED,53,conseil departemental de la mayenne,225300011,256.0,225300011,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,SIREN:225300011
21-113953,25-99444,2021-08-20,2025-09-08,NAME:chu de nantes,NAME:chu nantes,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_ENRICHMENT_NOTICE_JOIN,,,264400136,264400136,False,48.62023653088042,2025-08-20,0.6241787122207622,0.8959702146298729,0.10737609585704763,0.1,0.75,0.3665741872074349,0.3230216936565233,True,False,1,4,0.017752187224507943,balanced,0.3230216936565233,2021-08-20,2021-08-20,PUBLICATION_DATE_FALLBACK,NAME:chu de nantes,NAME_FALLBACK,chu de nantes,,,Le présent marché a pour objet la maintenance logicielle des sites internet hébergés par le CHU de Nantes.,72267100,72,722,7226,72267,False,48.0,True,2025-08-20,True,DIGITAL_ICT,2026-07-13,CHU de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:21-113953,NAME:chu de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,chu de nantes,264400136,137.0,264400136,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:264400136,2025-09-08,2025-09-08,PUBLICATION_DATE_FALLBACK,NAME:chu nantes,NAME_FALLBACK,chu nantes,,,"Maintenance du logiciel de comptabilité SAGE, de paye et des ressources humaines pour la Cellule d’Appui aux Réseaux et Associations de la Direction de la Recherche et de l’innovation au CHU de Nantes",,,,,,False,6.0,False,2026-03-08,True,DIGITAL_ICT,2026-07-13,CHU NANTES,44,https://www.boamp.fr/pages/avis/?q=idweb:25-99444,NAME:chu nantes,,,,264400136,True,CHU NANTES,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,False,False,JOINED,44,chu nantes,264400136,77.0,264400136,DIRECT_ENRICHMENT_NOTICE_JOIN,MEDIUM_HIGH,SIREN:264400136
