source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key_m0_source,buyer_key_m0_candidate,buyer_key_type_source,buyer_key_type_candidate,buyer_match_mechanism,source_buyer_identity_source_x,candidate_buyer_identity_source_x,source_buyer_siret,candidate_buyer_siret,source_buyer_siren_m1_x,candidate_buyer_siren_m1_x,cross_establishment_same_siren,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m1_composite_score,m0_balanced_threshold_used,cpv_missing,cpv_generic_flag,candidate_rank,n_candidates_for_source,top1_top2_margin,variant,threshold_used,source_publication_date,source_start_date,source_start_date_source,source_buyer_key,source_buyer_key_type,source_buyer_name_normalized,source_buyer_siret_clean,source_buyer_siren_clean,source_objet_clean,source_cpv_clean,source_cpv_division,source_cpv_group,source_cpv_class,source_cpv_category,source_cpv_generic_flag,source_declared_duration_months,source_dur_was_imputed,source_estimated_end_date,source_is_digital_scope,source_category_label,source_study_end_date,source_buyer_name_raw,source_code_departement,source_url_avis,source_buyer_key_m0,source_buyer_siret_boamp_raw,source_buyer_siren_from_boamp_siret,source_buyer_siren_boamp_effective,source_buyer_siren_enriched,source_buyer_siren_enriched_valid,source_buyer_legal_name_enriched_display,source_buyer_identity_source_direct,source_buyer_identity_confidence_direct,source_buyer_identity_conflict,source_buyer_siren_agrees_with_boamp_siret,source_enrichment_join_status,source_department_key,source_alias_name_normalized,source_buyer_siren_alias,source_buyer_alias_support_notice_count,source_buyer_siren_m1_y,source_buyer_identity_source_y,source_buyer_identity_confidence,source_buyer_key_m1_primary,candidate_publication_date,candidate_start_date,candidate_start_date_source,candidate_buyer_key,candidate_buyer_key_type,candidate_buyer_name_normalized,candidate_buyer_siret_clean,candidate_buyer_siren_clean,candidate_objet_clean,candidate_cpv_clean,candidate_cpv_division,candidate_cpv_group,candidate_cpv_class,candidate_cpv_category,candidate_cpv_generic_flag,candidate_declared_duration_months,candidate_dur_was_imputed,candidate_estimated_end_date,candidate_is_digital_scope,candidate_category_label,candidate_study_end_date,candidate_buyer_name_raw,candidate_code_departement,candidate_url_avis,candidate_buyer_key_m0,candidate_buyer_siret_boamp_raw,candidate_buyer_siren_from_boamp_siret,candidate_buyer_siren_boamp_effective,candidate_buyer_siren_enriched,candidate_buyer_siren_enriched_valid,candidate_buyer_legal_name_enriched_display,candidate_buyer_identity_source_direct,candidate_buyer_identity_confidence_direct,candidate_buyer_identity_conflict,candidate_buyer_siren_agrees_with_boamp_siret,candidate_enrichment_join_status,candidate_department_key,candidate_alias_name_normalized,candidate_buyer_siren_alias,candidate_buyer_alias_support_notice_count,candidate_buyer_siren_m1_y,candidate_buyer_identity_source_y,candidate_buyer_identity_confidence,candidate_buyer_key_m1_primary
18-265,21-115415,2018-01-02,2021-08-25,NAME:conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,234400034,234400034,False,43.72536136662286,2021-09-04,0.328515111695138,0.9452474813841437,0.05647282667267274,0.0,0.75,0.3310773596814714,0.3230216936565233,False,True,1,16,0.0075637149421523,balanced,0.3230216936565233,2018-01-02,2018-09-04,LINKED_ATTRIBUTION_DATE,NAME:conseil regional des pays de la loire,NAME_FALLBACK,conseil regional des pays de la loire,,,Réalisation de Vidéos 360° et location de supports de diffusion,32354500,32,323,3235,32354,False,36.0,True,2021-09-04,True,DIGITAL_ICT,2026-07-13,Conseil régional des Pays de la Loire,44,https://www.boamp.fr/pages/avis/?q=idweb:18-265,NAME:conseil regional des pays de la loire,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,conseil regional des pays de la loire,234400034,2.0,234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:234400034,2021-08-25,2021-08-25,PUBLICATION_DATE_FALLBACK,NAME:conseil regional des pays de la loire,NAME_FALLBACK,conseil regional des pays de la loire,,,Location et maintenance de matériels d'affranchissement et d'un logiciel de gestion du courrier suivi pour les services de la région des Pays de la Loire,30000000,30,300,3000,30000,True,24.0,True,2023-08-25,True,DIGITAL_ICT,2026-07-13,Conseil régional des Pays de la Loire,44,https://www.boamp.fr/pages/avis/?q=idweb:21-115415,NAME:conseil regional des pays de la loire,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,conseil regional des pays de la loire,234400034,2.0,234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:234400034
18-27476,21-23641,2018-02-28,2021-02-19,SIRET:19490970100303,NAME:universite d angers,RAW_SIRET,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,DIRECT_BOAMP_SIRET,UNIQUE_NAME_DEPARTMENT_ALIAS,19490970100303,,194909701,194909701,False,35.7095926412615,2021-06-20,3.9750328515111697,0.33749452474813835,0.8510322138770448,1.0,0.75,0.7572349060440002,0.3230216936565233,False,False,1,6,0.019163381515549638,balanced,0.3230216936565233,2018-02-28,2018-06-20,LINKED_ATTRIBUTION_DATE,SIRET:19490970100303,RAW_SIRET,universite d angers,19490970100303,194909701,Services Ethernet entre sites de l'Université et services de fibres optiques noires (FON) et hébergement,32415000,32,324,3241,32415,False,36.0,True,2021-06-20,True,DIGITAL_ICT,2026-07-13,Université d'Angers,49,https://www.boamp.fr/pages/avis/?q=idweb:18-27476,SIRET:19490970100303,19490970100303,194909701,194909701,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,49,universite d angers,194909701,119.0,194909701,DIRECT_BOAMP_SIRET,HIGH,SIRET:19490970100303,2021-02-19,2021-03-16,LINKED_ATTRIBUTION_DATE,NAME:universite d angers,NAME_FALLBACK,universite d angers,,,Le présent marché a pour objet la fourniture de services Ethernet entre sites de l'Université et services de fibres optiques noires (FON).,32415000,32,324,3241,32415,False,36.0,True,2024-03-16,True,DIGITAL_ICT,2026-07-13,Université d'Angers,49,https://www.boamp.fr/pages/avis/?q=idweb:21-23641,NAME:universite d angers,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,49,universite d angers,194909701,119.0,194909701,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:194909701
18-30024,22-162609,2018-03-04,2022-12-09,NAME:angers loire metropole,SIRET:24490001500060,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,24490001500060,244900015,244900015,False,57.19448094612352,2022-11-16,0.7555847568988173,0.8740692071835304,0.0,0.2,0.75,0.35351730179588264,0.3230216936565233,False,False,1,6,0.06410643889618922,balanced,0.3230216936565233,2018-03-04,2018-11-16,LINKED_ATTRIBUTION_DATE,NAME:angers loire metropole,NAME_FALLBACK,angers loire metropole,,,Ré-informatisation du réseau des bibliothèques municipales dAngers,48160000,48,481,4816,48160,False,48.0,True,2022-11-16,True,DIGITAL_ICT,2026-07-13,Angers Loire Métropole,49,https://www.boamp.fr/pages/avis/?q=idweb:18-30024,NAME:angers loire metropole,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,49,angers loire metropole,244900015,12.0,244900015,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:244900015,2022-12-09,2022-12-09,PUBLICATION_DATE_FALLBACK,SIRET:24490001500060,RAW_SIRET,angers loire metropole,24490001500060,244900015,fourniture et installation de bornes d'information voyageurs (b.i.v) aux arrêts de bus,48813200,48,488,4881,48813,False,48.0,True,2026-12-09,True,DIGITAL_ICT,2026-07-13,Angers Loire Métropole,49,https://www.boamp.fr/pages/avis/?q=idweb:22-162609,SIRET:24490001500060,24490001500060,244900015,244900015,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,49,angers loire metropole,244900015,12.0,244900015,DIRECT_BOAMP_SIRET,HIGH,SIRET:24490001500060
18-31687,22-85365,2018-03-08,2022-06-19,NAME:conseil regional des pays de la loire,SIRET:23440003400026,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,23440003400026,234400034,234400034,False,51.37976346911958,2022-09-06,2.59526938239159,0.567455102934735,0.2500898306367035,0.2,0.75,0.36439521645653,0.3230216936565233,False,True,1,14,0.012835932015659579,balanced,0.3230216936565233,2018-03-08,2018-09-06,LINKED_ATTRIBUTION_DATE,NAME:conseil regional des pays de la loire,NAME_FALLBACK,conseil regional des pays de la loire,,,Mise en place et maintenance d'un systeme d'information géographique (SIG) pour les services de la Région des Pays de la Loire,48900000,48,489,4890,48900,False,48.0,True,2022-09-06,True,DIGITAL_ICT,2026-07-13,Conseil régional des Pays de la Loire,44,https://www.boamp.fr/pages/avis/?q=idweb:18-31687,NAME:conseil regional des pays de la loire,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,conseil regional des pays de la loire,234400034,2.0,234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:234400034,2022-06-19,2023-02-17,LINKED_ATTRIBUTION_DATE,SIRET:23440003400026,RAW_SIRET,conseil regional des pays de la loire,23440003400026,234400034,RENOUVELLEMENT ET EXPLOITATION DU SYSTEME D'INFORMATION MULTIMODALE DESTINEO EN RÉGION DES PAYS DE LA LOIRE LOT 1 : FOURNITURE DES OUTILS BACK OFFICE ET DE GESTION DU REFERENTIEL DE DONNEES,48000000,48,480,4800,48000,True,48.0,True,2027-02-17,True,DIGITAL_ICT,2026-07-13,Conseil régional des Pays de la Loire,44;49;53;72;85,https://www.boamp.fr/pages/avis/?q=idweb:22-85365,SIRET:23440003400026,23440003400026,234400034,234400034,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,44;49;53;72;85,conseil regional des pays de la loire,234400034,9.0,234400034,DIRECT_BOAMP_SIRET,HIGH,SIRET:23440003400026
18-40230,19-114994,2018-03-22,2019-07-23,NAME:ville du mans,NAME:ville du mans,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,217201813,217201813,False,16.031537450722734,2019-06-18,1.149802890932983,0.8083661848445028,0.1435610726954209,0.0,0.75,0.327337921654523,0.3230216936565233,False,False,1,3,0.05944665475721389,balanced,0.3230216936565233,2018-03-22,2018-06-18,LINKED_ATTRIBUTION_DATE,NAME:ville du mans,NAME_FALLBACK,ville du mans,,,Travaux de câblage VDIE dans le cadre du plan numérique des écoles publiques de la Ville du Mans,45314320,45,453,4531,45314,False,12.0,True,2019-06-18,True,DIGITAL_ICT,2026-07-13,Ville du Mans,72,https://www.boamp.fr/pages/avis/?q=idweb:18-40230,NAME:ville du mans,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,72,ville du mans,217201813,224.0,217201813,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:217201813,2019-07-23,2019-10-01,LINKED_ATTRIBUTION_DATE,NAME:ville du mans,NAME_FALLBACK,ville du mans,,,Acquisition de fournitures concernant les équipements de protection des agents de Police Municipale de la Ville du Mans - Durée de 2 ans,35300000,35,353,3530,35300,False,48.0,True,2023-10-01,True,DIGITAL_ICT,2026-07-13,Ville du Mans,72,https://www.boamp.fr/pages/avis/?q=idweb:19-114994,NAME:ville du mans,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,72,ville du mans,217201813,224.0,217201813,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:217201813
18-51459,21-35651,2018-04-15,2021-03-19,SIRET:23440003400026,NAME:conseil regional des pays de la loire,RAW_SIRET,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,DIRECT_BOAMP_SIRET,UNIQUE_NAME_DEPARTMENT_ALIAS,23440003400026,,234400034,234400034,False,35.11826544021025,2021-04-15,0.8869908015768725,0.8521681997371879,0.3957679791173131,0.0,0.75,0.4265608426253566,0.3230216936565233,False,False,1,14,0.056070179292687816,balanced,0.3230216936565233,2018-04-15,2018-04-15,PUBLICATION_DATE_FALLBACK,SIRET:23440003400026,RAW_SIRET,conseil regional des pays de la loire,23440003400026,234400034,Renouvellement des installations téléphoniques de la Région des Pays de la Loire,32500000,32,325,3250,32500,False,36.0,True,2021-04-15,True,DIGITAL_ICT,2026-07-13,Conseil régional des Pays de la Loire,44,https://www.boamp.fr/pages/avis/?q=idweb:18-51459,SIRET:23440003400026,23440003400026,234400034,234400034,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,44,conseil regional des pays de la loire,234400034,2.0,234400034,DIRECT_BOAMP_SIRET,HIGH,SIRET:23440003400026,2021-03-19,2021-03-19,PUBLICATION_DATE_FALLBACK,NAME:conseil regional des pays de la loire,NAME_FALLBACK,conseil regional des pays de la loire,,,Accompagnement pour l'exécution du schéma directeur numérique de la Région des Pays de la Loire,72246000,72,722,7224,72246,False,48.0,True,2025-03-19,True,DIGITAL_ICT,2026-07-13,Conseil régional des Pays de la Loire,44,https://www.boamp.fr/pages/avis/?q=idweb:21-35651,NAME:conseil regional des pays de la loire,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,conseil regional des pays de la loire,234400034,2.0,234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:234400034
18-57746,18-132522,2018-04-25,2018-09-24,NAME:gpm de nantes - st nazaire,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,775604853,775604853,False,4.993429697766097,2018-10-25,1.0183968462549278,0.8302671922908453,0.04379372888975875,0.1,0.75,0.3278946031841269,0.3230216936565233,True,False,1,6,0.07281794965806465,balanced,0.3230216936565233,2018-04-25,2018-04-25,PUBLICATION_DATE_FALLBACK,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,gpm de nantes - st nazaire,,,Prestation Informatique administrateur micro-bureautique,,,,,,False,6.0,True,2018-10-25,True,DIGITAL_ICT,2026-07-13,GPM de Nantes - St Nazaire,44,https://www.boamp.fr/pages/avis/?q=idweb:18-57746,NAME:gpm de nantes - st nazaire,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,gpm de nantes - st nazaire,775604853,2.0,775604853,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:775604853,2018-09-24,2018-09-24,PUBLICATION_DATE_FALLBACK,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,gpm de nantes - st nazaire,,,Maintenance et assistance des équipements du réseau informatique,50312300,50,503,5031,50312,False,36.0,True,2021-09-24,True,DIGITAL_ICT,2026-07-13,GPM de Nantes - St Nazaire,44,https://www.boamp.fr/pages/avis/?q=idweb:18-132522,NAME:gpm de nantes - st nazaire,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,gpm de nantes - st nazaire,775604853,2.0,775604853,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:775604853
18-58630,22-83128,2018-04-26,2022-06-14,NAME:departement de la sarthe,SIRET:22720002900014,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,22720002900014,227200029,227200029,False,49.60578186596583,2022-07-31,1.5440210249671484,0.7426631625054753,0.003052397700105213,0.4,0.75,0.38173412982140564,0.3230216936565233,False,False,1,5,0.06042473723760999,balanced,0.3230216936565233,2018-04-26,2018-07-31,LINKED_ATTRIBUTION_DATE,NAME:departement de la sarthe,NAME_FALLBACK,departement de la sarthe,,,"Maintenance corrective, réglementaire et évolutive des logiciels de suivi des réseaux électrique (logiciel Bernard) et fibre optique (logiciel Bianca)",72267000,72,722,7226,72267,False,48.0,True,2022-07-31,True,DIGITAL_ICT,2026-07-13,DEPARTEMENT DE LA SARTHE,72,https://www.boamp.fr/pages/avis/?q=idweb:18-58630,NAME:departement de la sarthe,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,72,departement de la sarthe,227200029,332.0,227200029,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:227200029,2022-06-14,2022-11-07,LINKED_ATTRIBUTION_DATE,SIRET:22720002900014,RAW_SIRET,departement de la sarthe,22720002900014,227200029,Mission d'Assistance à Maîtrise d'Ouvrage afin d'élaborer le Schéma Directeur de la Transformation Numérique pour les besoins du Département de la Sarthe,72224000,72,722,7222,72224,False,48.0,True,2026-11-07,True,DIGITAL_ICT,2026-07-13,DEPARTEMENT DE LA SARTHE,72,https://www.boamp.fr/pages/avis/?q=idweb:22-83128,SIRET:22720002900014,22720002900014,227200029,227200029,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,72,departement de la sarthe,227200029,332.0,227200029,DIRECT_BOAMP_SIRET,HIGH,SIRET:22720002900014
18-76556,22-87982,2018-06-06,2022-06-23,NAME:chu de nantes,SIRET:26440013600018,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,26440013600018,264400136,264400136,False,48.55453350854139,2022-06-06,0.5584756898817346,0.9069207183530442,0.007963969708367465,0.6,0.75,0.48451756898618964,0.3230216936565233,False,False,1,5,0.16048640470921494,balanced,0.3230216936565233,2018-06-06,2018-06-06,PUBLICATION_DATE_FALLBACK,NAME:chu de nantes,NAME_FALLBACK,chu de nantes,,,"Prestations de maintenance, de gestion, de requête sur le dossier médical informatisé "" e-NADIS """,72261000,72,722,7226,72261,False,48.0,True,2022-06-06,True,DIGITAL_ICT,2026-07-13,CHU de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:18-76556,NAME:chu de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,chu de nantes,264400136,137.0,264400136,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:264400136,2022-06-23,2022-06-23,PUBLICATION_DATE_FALLBACK,SIRET:26440013600018,RAW_SIRET,chu de nantes,26440013600018,264400136,Tierce maintenance Applicative des logiciels PRENEONAT (lot 1) et PEDIALOG (lot2),72267000,72,722,7226,72267,False,48.0,True,2026-06-23,True,DIGITAL_ICT,2026-07-13,CHU de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:22-87982,SIRET:26440013600018,26440013600018,264400136,264400136,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,44,chu de nantes,264400136,137.0,264400136,DIRECT_BOAMP_SIRET,HIGH,SIRET:26440013600018
18-8070,22-42168,2018-01-18,2022-04-08,NAME:angers loire metropole,SIRET:24490001500011,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,24490001500011,244900015,244900015,False,50.62417871222076,2022-01-18,2.628120893561104,0.5619798510731493,0.35975245441195147,1.0,0.75,0.6414083218124704,0.3230216936565233,False,False,1,6,0.25531359708799956,balanced,0.3230216936565233,2018-01-18,2018-01-18,PUBLICATION_DATE_FALLBACK,NAME:angers loire metropole,NAME_FALLBACK,angers loire metropole,,,Mise en place d'une application mobile pour la ville d'Angers,72421000,72,724,7242,72421,False,48.0,True,2022-01-18,True,DIGITAL_ICT,2026-07-13,Angers Loire Métropole,49,https://www.boamp.fr/pages/avis/?q=idweb:18-8070,NAME:angers loire metropole,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,49,angers loire metropole,244900015,12.0,244900015,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:244900015,2022-04-08,2022-04-08,PUBLICATION_DATE_FALLBACK,SIRET:24490001500011,RAW_SIRET,angers loire metropole,24490001500011,244900015,maintenance et évolution de l'application mobile vivre à angers,72421000,72,724,7242,72421,False,48.0,True,2026-04-08,True,DIGITAL_ICT,2026-07-13,Angers Loire Métropole,49,https://www.boamp.fr/pages/avis/?q=idweb:22-42168,SIRET:24490001500011,24490001500011,244900015,244900015,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,49,angers loire metropole,244900015,12.0,244900015,DIRECT_BOAMP_SIRET,HIGH,SIRET:24490001500011
18-87166,22-150264,2018-06-24,2022-11-10,NAME:conseil regional des pays de la loire,SIRET:23440003400026,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,23440003400026,234400034,234400034,False,52.562417871222074,2022-10-20,0.6898817345597897,0.8850197109067017,0.056376253876276324,1.0,0.75,0.6159866165833721,0.3230216936565233,False,True,1,15,0.05432408799023736,balanced,0.3230216936565233,2018-06-24,2018-10-20,LINKED_ATTRIBUTION_DATE,NAME:conseil regional des pays de la loire,NAME_FALLBACK,conseil regional des pays de la loire,,,"Réalisation, intégration, évolution et maintenance d'outils collaboratifs en ligne",48000000,48,480,4800,48000,True,48.0,True,2022-10-20,True,DIGITAL_ICT,2026-07-13,Conseil régional des Pays de la Loire,44,https://www.boamp.fr/pages/avis/?q=idweb:18-87166,NAME:conseil regional des pays de la loire,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,conseil regional des pays de la loire,234400034,2.0,234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:234400034,2022-11-10,2022-11-10,PUBLICATION_DATE_FALLBACK,SIRET:23440003400026,RAW_SIRET,conseil regional des pays de la loire,23440003400026,234400034,"Sourcing en vue du lancement d'un marché d'acquisition, installation, formation et maintenance d'un logiciel de gestion d'exploitation et de la maintenance dans l'ensemble des",48000000,48,480,4800,48000,True,48.0,True,2026-11-10,True,DIGITAL_ICT,2026-07-13,Conseil régional des Pays de la Loire,44,https://www.boamp.fr/pages/avis/?q=idweb:22-150264,SIRET:23440003400026,23440003400026,234400034,234400034,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,44,conseil regional des pays de la loire,234400034,2.0,234400034,DIRECT_BOAMP_SIRET,HIGH,SIRET:23440003400026
18-92191,21-130956,2018-07-05,2021-10-02,SIRET:23440003400026,NAME:conseil regional des pays de la loire,RAW_SIRET,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,DIRECT_BOAMP_SIRET,UNIQUE_NAME_DEPARTMENT_ALIAS,23440003400026,,234400034,234400034,False,38.92904073587385,2021-11-15,1.445466491458607,0.7590889180902322,0.17162615383392432,0.0,0.75,0.3248413833644316,0.3230216936565233,False,False,1,14,0.04144384738267659,balanced,0.3230216936565233,2018-07-05,2018-11-15,LINKED_ATTRIBUTION_DATE,SIRET:23440003400026,RAW_SIRET,conseil regional des pays de la loire,23440003400026,234400034,"ACCOMPAGNEMENT POUR UN DIAGNOSTIC STRATEGIQUE ET OPERATIONNEL, DES ETUDES PROSPECTIVES SUR LES SERVICES NUMERIQUES ET D'EVOLUTION DU RESEAU GIGALIS EN PAYS DE LA LOIRE",71241000,71,712,7124,71241,False,36.0,True,2021-11-15,True,DIGITAL_ICT,2026-07-13,Conseil régional des Pays de la Loire,44,https://www.boamp.fr/pages/avis/?q=idweb:18-92191,SIRET:23440003400026,23440003400026,234400034,234400034,,,,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT,44,conseil regional des pays de la loire,234400034,2.0,234400034,DIRECT_BOAMP_SIRET,HIGH,SIRET:23440003400026,2021-10-02,2022-05-27,LINKED_ATTRIBUTION_DATE,NAME:conseil regional des pays de la loire,NAME_FALLBACK,conseil regional des pays de la loire,,,LOCATION MAINTENANCE ET ENTRETIEN DES MATÉRIELS ET LOGICIELS D'IMPRESSION DANS LES SERVICES DE LA RÉGION DES PAYS DE LA LOIRE,79800000,79,798,7980,79800,False,48.0,True,2026-05-27,True,DIGITAL_ICT,2026-07-13,Conseil régional des Pays de la Loire,44;49;53;72;85,https://www.boamp.fr/pages/avis/?q=idweb:21-130956,NAME:conseil regional des pays de la loire,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44;49;53;72;85,conseil regional des pays de la loire,234400034,9.0,234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:234400034
18-98583,22-94145,2018-07-13,2022-07-07,NAME:ville des sables d olonne,NAME:commune les sables d olonne,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,200082139,200082139,False,47.79894875164258,2022-07-13,0.19710906701708278,0.9671484888304862,0.019876546010988635,0.0,0.75,0.32374391331146757,0.3230216936565233,False,False,1,2,0.1887665816829617,balanced,0.3230216936565233,2018-07-13,2018-07-13,PUBLICATION_DATE_FALLBACK,NAME:ville des sables d olonne,NAME_FALLBACK,ville des sables d olonne,,,convergence des réseaux - assistance à la fusion des systèmes d'authentification des utilisateurs et droits d'accès aux répertoires et fichiers via samba 4,72700000,72,727,7270,72700,False,48.0,True,2022-07-13,True,DIGITAL_ICT,2026-07-13,ville des Sables d'Olonne,85,https://www.boamp.fr/pages/avis/?q=idweb:18-98583,NAME:ville des sables d olonne,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,85,ville des sables d olonne,200082139,50.0,200082139,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:200082139,2022-07-07,2022-07-07,PUBLICATION_DATE_FALLBACK,NAME:commune les sables d olonne,NAME_FALLBACK,commune les sables d olonne,,,maîtrise d'oeuvre pour la scénographie de nacéo - centre d'interprétation des gens de mer,71200000,71,712,7120,71200,False,36.0,True,2025-07-07,True,DIGITAL_ICT,2026-07-13,COMMUNE LES SABLES D OLONNE,85,https://www.boamp.fr/pages/avis/?q=idweb:22-94145,NAME:commune les sables d olonne,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,85,commune les sables d olonne,200082139,4.0,200082139,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:200082139
