notice_id,publication_date,notice_type_normalized,buyer_name_raw,buyer_name_normalized,buyer_legal_name_enriched_display,buyer_siret_raw,buyer_siret_clean,buyer_siren_from_boamp_siret,buyer_siren_enriched,buyer_siren_enriched_raw,code_departement,enrichment_department_raw,url_avis,enrichment_boamp_url,buyer_legal_category_enriched,buyer_legal_category_sirene,buyer_legal_status_enriched
24-52413,2024-05-04,APPEL_OFFRE,LE MANS UNIVERSITE,le mans universite,UNIVERSITE DU MANS,17350111500864,17350111500864,173501115,197209166,197209166,72,72,https://www.boamp.fr/pages/avis/?q=idweb:24-52413,https://www.boamp.fr/pages/avis/?q=idweb:24-52413,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
24-62215,2024-05-30,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-62215,https://www.boamp.fr/pages/avis/?q=idweb:24-62215,Établissement d'hospitalisation ,7364,A
24-51001,2024-05-01,APPEL_OFFRE,Nantes Université,nantes universite,NANTES UNIVERSITE,13002928300012,13002928300012,130029283,130029747,130029747,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-51001,https://www.boamp.fr/pages/avis/?q=idweb:24-51001,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
24-51689,2024-05-02,ATTRIBUTION,Mairie de Saint-Herblain,mairie de saint-herblain,COMMUNE DE SAINT-HERBLAIN,80204413100042,80204413100042,802044131,214401622,214401622,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-51689,https://www.boamp.fr/pages/avis/?q=idweb:24-51689,Commune et commune nouvelle ,7210,A
24-53998,2024-05-08,APPEL_OFFRE,UGECAM BRPL,ugecam brpl,UGECAM BRPL,17350111500039,17350111500039,173501115,428692008,428692008,35;44,"35,44",https://www.boamp.fr/pages/avis/?q=idweb:24-53998,https://www.boamp.fr/pages/avis/?q=idweb:24-53998,Régime général de la Sécurité Sociale,8110,A
24-57981,2024-05-19,APPEL_OFFRE,"GRAND PORT MARITIME DE NANTES SAINTNAZAIRE, Service Achat",grand port maritime de nantes saintnazaire service achat,GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE,17440005100010,17440005100010,174400051,775604853,775604853,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-57981,https://www.boamp.fr/pages/avis/?q=idweb:24-57981,Établissement public national à caractère industriel ou commercial doté d'un comptable public ,4110,A
24-59564,2024-05-24,ATTRIBUTION,CARIFOREF des Pays de la Loire,cariforef des pays de la loire,GIP CARIF-OREF DES PAYS DE LA LOIRE,38539255000047,38539255000047,385392550,130005119,130005119,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-59564,https://www.boamp.fr/pages/avis/?q=idweb:24-59564,Groupement d'intérêt public (GIP) ,7410,A
24-60122,2024-05-26,APPEL_OFFRE,Les Sables d'Olonne Plaisance,les sables d olonne plaisance,LES SABLES D'OLONNE PLAISANCE,17350111500161,17350111500161,173501115,315965368,315965368,85,85,https://www.boamp.fr/pages/avis/?q=idweb:24-60122,https://www.boamp.fr/pages/avis/?q=idweb:24-60122,SA d'économie mixte à conseil d'administration ,5515,A
24-60149,2024-05-26,ATTRIBUTION,CA PORNIC AGGLO PAYS DE RETZ,ca pornic agglo pays de retz,CA PORNIC AGGLO PAYS DE RETZ,17440005100010,17440005100010,174400051,200067346,200067346,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-60149,https://www.boamp.fr/pages/avis/?q=idweb:24-60149,Communauté d'agglomération ,7348,A
24-60233,2024-05-26,APPEL_OFFRE,Région Pays de la Loire,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,85;44;53;49;72,"85,44,53,49,72",https://www.boamp.fr/pages/avis/?q=idweb:24-60233,https://www.boamp.fr/pages/avis/?q=idweb:24-60233,Région ,7230,A
24-60898,2024-05-28,ATTRIBUTION,CHU NANTES,chu nantes,CHU NANTES,96450646300063,96450646300063,964506463,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-60898,https://www.boamp.fr/pages/avis/?q=idweb:24-60898,Établissement d'hospitalisation ,7364,A
24-61079,2024-05-29,APPEL_OFFRE,Ville de Cholet,ville de cholet,COMMUNE DE CHOLET,17440005100010,17440005100010,174400051,214900995,214900995,49;85;44,"49,85,44",https://www.boamp.fr/pages/avis/?q=idweb:24-61079,https://www.boamp.fr/pages/avis/?q=idweb:24-61079,Commune et commune nouvelle ,7210,A
24-61789,2024-05-30,APPEL_OFFRE,SDIS44,sdis44,SCE DEPARTEMENTAL INCENDIE ET SECOURS,17350111500864,17350111500864,173501115,284400017,284400017,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-61789,https://www.boamp.fr/pages/avis/?q=idweb:24-61789,Service départemental d'incendie et de secours (SDIS),7372,A
24-62208,2024-05-30,APPEL_OFFRE,Ville de Nantes,ville de nantes,COMMUNE DE NANTES,17440005100010,17440005100010,174400051,214401093,214401093,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-62208,https://www.boamp.fr/pages/avis/?q=idweb:24-62208,Commune et commune nouvelle ,7210,A
24-62548,2024-05-31,APPEL_OFFRE,Direction interdépartementale des routes ouest DIR Ouest,direction interdepartementale des routes ouest dir ouest,DIRECTION INTERDEPARTEMENTALE DES ROUTES OUEST,17350005900014,17350005900014,173500059,130001704,130001704,35;44;22;29;56;53,"35,44,22,29,56,53",https://www.boamp.fr/pages/avis/?q=idweb:24-62548,https://www.boamp.fr/pages/avis/?q=idweb:24-62548,Service déconcentré de l'État à compétence (inter) départementale ,7172,A
24-61757,2024-05-30,APPEL_OFFRE,NANTES UNIVERSITE,nantes universite,NANTES UNIVERSITE,17440005100010,17440005100010,174400051,130029747,130029747,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-61757,https://www.boamp.fr/pages/avis/?q=idweb:24-61757,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
24-61798,2024-05-30,ATTRIBUTION,SDIS 76,sdis 76,SCE DEPARTEMENTAL INCENDIE ET SECOURS,17350005900014,17350005900014,173500059,287600019,287600019,35;29;44;76,"35,29,44,76",https://www.boamp.fr/pages/avis/?q=idweb:24-61798,https://www.boamp.fr/pages/avis/?q=idweb:24-61798,Service départemental d'incendie et de secours (SDIS),7372,A
24-50959,2024-05-01,APPEL_OFFRE,La Cité des Congrès de Nantes,la cite des congres de nantes,LA CITE LE CENTRE DES CONGRES DE NANTES,92084215000012,92084215000012,920842150,381053768,381053768,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-50959,https://www.boamp.fr/pages/avis/?q=idweb:24-50959,Établissement public local à caractère industriel ou commercial ,4140,A
24-58592,2024-05-23,APPEL_OFFRE,Nantes Métropole,nantes metropole,METROPOLE NANTES METROPOLE,17440005100010,17440005100010,174400051,244400404,244400404,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-58592,https://www.boamp.fr/pages/avis/?q=idweb:24-58592,Métropole,7344,A
24-59176,2024-05-24,APPEL_OFFRE,EAU DU PAYS DE FOUGERES,eau du pays de fougeres,EAU DU PAYS DE FOUGERES,17350005900014,17350005900014,173500059,253502603,253502603,35;53;22;56;29;44,"35,53,22,56,29,44",https://www.boamp.fr/pages/avis/?q=idweb:24-59176,https://www.boamp.fr/pages/avis/?q=idweb:24-59176,Syndicat mixte fermé ,7354,A
24-62481,2024-05-31,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,13002928300012,13002928300012,130029283,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-62481,https://www.boamp.fr/pages/avis/?q=idweb:24-62481,Région ,7230,A
24-51261,2024-05-02,APPEL_OFFRE,FRANCE TRAVAIL PAYS DE LA LOIRE,france travail pays de la loire,FRANCE TRAVAIL,17440005100010,17440005100010,174400051,130005481,130005481,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-51261,https://www.boamp.fr/pages/avis/?q=idweb:24-51261,Établissement public national à caractère administratif ,7389,A
24-51694,2024-05-02,ATTRIBUTION,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,39145592000044,39145592000044,391455920,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-51694,https://www.boamp.fr/pages/avis/?q=idweb:24-51694,Département ,7220,A
24-56029,2024-05-16,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-56029,https://www.boamp.fr/pages/avis/?q=idweb:24-56029,Établissement d'hospitalisation ,7364,A
24-56030,2024-05-16,ATTRIBUTION,Etablissement du Service d'Infrastructure de la Défense de Rennes,etablissement du service d infrastructure de la defense de rennes,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,17350005900014,17350005900014,173500059,110090016,110090016,49;72;44,"49,72,44",https://www.boamp.fr/pages/avis/?q=idweb:24-56030,https://www.boamp.fr/pages/avis/?q=idweb:24-56030,Ministère ,7113,A
24-57935,2024-05-19,APPEL_OFFRE,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-57935,https://www.boamp.fr/pages/avis/?q=idweb:24-57935,Région ,7230,A
24-58142,2024-05-19,APPEL_OFFRE,NANTES METROPOLE AMENAGEMENT - Mandataire agissant au nom et pour le compte de la NANTES METROPOLE,nantes metropole amenagement - mandataire agissant au nom et pour le compte de la nantes metropole,NANTES METROPOLE AMENAGEMENT,17440005100010,17440005100010,174400051,345002281,345002281,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-58142,https://www.boamp.fr/pages/avis/?q=idweb:24-58142,SA à conseil d'administration (s.a.i.),5599,A
24-58181,2024-05-19,APPEL_OFFRE,Nantes Métropole,nantes metropole,METROPOLE NANTES METROPOLE,17440005100010,17440005100010,174400051,244400404,244400404,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-58181,https://www.boamp.fr/pages/avis/?q=idweb:24-58181,Métropole,7344,A
24-58654,2024-05-23,APPEL_OFFRE,CROUS de Nantes Pays de la Loire,crous de nantes pays de la loire,CENTRE REGIONAL OEUVRES UNIV SCOLAIRES,17440005100010,17440005100010,174400051,184401321,184401321,44;75;72;49;85;53;35;56;22,"44,75,72,49,85,53,35,56,22",https://www.boamp.fr/pages/avis/?q=idweb:24-58654,https://www.boamp.fr/pages/avis/?q=idweb:24-58654,Autre établissement public national administratif à compétence territoriale limitée ,7385,A
24-58661,2024-05-23,APPEL_OFFRE,Nantes Métropole,nantes metropole,METROPOLE NANTES METROPOLE,92084215000012,92084215000012,920842150,244400404,244400404,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-58661,https://www.boamp.fr/pages/avis/?q=idweb:24-58661,Métropole,7344,A
24-59682,2024-05-24,APPEL_OFFRE,Ville de Nantes,ville de nantes,COMMUNE DE NANTES,17440005100010,17440005100010,174400051,214401093,214401093,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-59682,https://www.boamp.fr/pages/avis/?q=idweb:24-59682,Commune et commune nouvelle ,7210,A
24-60109,2024-05-26,APPEL_OFFRE,Les Sables d'Olonne Plaisance,les sables d olonne plaisance,LES SABLES D'OLONNE PLAISANCE,17350111500161,17350111500161,173501115,315965368,315965368,85,85,https://www.boamp.fr/pages/avis/?q=idweb:24-60109,https://www.boamp.fr/pages/avis/?q=idweb:24-60109,SA d'économie mixte à conseil d'administration ,5515,A
24-60205,2024-05-26,APPEL_OFFRE,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-60205,https://www.boamp.fr/pages/avis/?q=idweb:24-60205,Région ,7230,A
24-60546,2024-05-26,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;85;72;49;53,"44,85,72,49,53",https://www.boamp.fr/pages/avis/?q=idweb:24-60546,https://www.boamp.fr/pages/avis/?q=idweb:24-60546,Région ,7230,A
24-61242,2024-05-29,ATTRIBUTION,SDIS 44,sdis 44,SCE DEPARTEMENTAL INCENDIE ET SECOURS,54722013700012,54722013700012,547220137,284400017,284400017,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-61242,https://www.boamp.fr/pages/avis/?q=idweb:24-61242,Service départemental d'incendie et de secours (SDIS),7372,A
24-51770,2024-05-02,APPEL_OFFRE,DELEGATION INTERREGIONALE GRAND-OUEST,delegation interregionale grand-ouest,MINISTERE DE LA JUSTICE,11000201100044,11000201100044,110002011,110010014,110010014,44;35;75,"44,35,75",https://www.boamp.fr/pages/avis/?q=idweb:24-51770,https://www.boamp.fr/pages/avis/?q=idweb:24-51770,Ministère ,7113,A
24-52430,2024-05-04,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,13002928300012,13002928300012,130029283,234400034,234400034,85;44;49;53;72,"85,44,49,53,72",https://www.boamp.fr/pages/avis/?q=idweb:24-52430,https://www.boamp.fr/pages/avis/?q=idweb:24-52430,Région ,7230,A
24-53234,2024-05-05,APPEL_OFFRE,Cour administrative d'Appel de rennes,cour administrative d appel de rennes,CPAM DE LOIRE ATLANTIQUE,17350111501557,17350111501557,173501115,515163749,515163749,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-53234,https://www.boamp.fr/pages/avis/?q=idweb:24-53234,Régime général de la Sécurité Sociale,8110,A
24-53236,2024-05-05,APPEL_OFFRE,cours administrative d'Appel de rennes,cours administrative d appel de rennes,CPAM DE LOIRE ATLANTIQUE,17350111501557,17350111501557,173501115,515163749,515163749,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-53236,https://www.boamp.fr/pages/avis/?q=idweb:24-53236,Régime général de la Sécurité Sociale,8110,A
24-54043,2024-05-08,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-54043,https://www.boamp.fr/pages/avis/?q=idweb:24-54043,Région ,7230,A
24-55148,2024-05-14,APPEL_OFFRE,"Ville de Nantes, C.C.A.S",ville de nantes c c a s,COMMUNE DE NANTES,92084215000012,92084215000012,920842150,214401093,214401093,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-55148,https://www.boamp.fr/pages/avis/?q=idweb:24-55148,Commune et commune nouvelle ,7210,A
24-55989,2024-05-15,APPEL_OFFRE,PFC OUEST RENNES,pfc ouest rennes,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,11000201100044,11000201100044,110002011,110090016,110090016,35;22;56;44;29,"35,22,56,44,29",https://www.boamp.fr/pages/avis/?q=idweb:24-55989,https://www.boamp.fr/pages/avis/?q=idweb:24-55989,Ministère ,7113,A
24-59076,2024-05-23,APPEL_OFFRE,VILLE DE LAVAL,ville de laval,COMMUNE DE LAVAL,17440005100010,17440005100010,174400051,215301300,215301300,53,53,https://www.boamp.fr/pages/avis/?q=idweb:24-59076,https://www.boamp.fr/pages/avis/?q=idweb:24-59076,Commune et commune nouvelle ,7210,A
24-59227,2024-05-24,ATTRIBUTION,Mairie de Saint-Herblain,mairie de saint-herblain,COMMUNE DE SAINT-HERBLAIN,86880034300063,86880034300063,868800343,214401622,214401622,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-59227,https://www.boamp.fr/pages/avis/?q=idweb:24-59227,Commune et commune nouvelle ,7210,A
24-59517,2024-05-24,APPEL_OFFRE,Pays de la Loire,pays de la loire,PREFECTURE DE REGION PAYS DE LA LOIRE,11000201100044,11000201100044,110002011,174400002,174400002,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-59517,https://www.boamp.fr/pages/avis/?q=idweb:24-59517,Service déconcentré de l'État à compétence (inter) régionale ,7171,A
24-60458,2024-05-26,ATTRIBUTION,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,REGION DES PAYS DE LA LOIRE,13002928300012,13002928300012,130029283,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-60458,https://www.boamp.fr/pages/avis/?q=idweb:24-60458,Région ,7230,A
24-62487,2024-05-31,ATTRIBUTION,CA PORNIC AGGLO PAYS DE RETZ,ca pornic agglo pays de retz,CA PORNIC AGGLO PAYS DE RETZ,13002928300012,13002928300012,130029283,200067346,200067346,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-62487,https://www.boamp.fr/pages/avis/?q=idweb:24-62487,Communauté d'agglomération ,7348,A
24-61923,2024-05-30,APPEL_OFFRE,Ville de Nantes,ville de nantes,COMMUNE DE NANTES,17440005100010,17440005100010,174400051,214401093,214401093,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-61923,https://www.boamp.fr/pages/avis/?q=idweb:24-61923,Commune et commune nouvelle ,7210,A
24-51330,2024-05-02,APPEL_OFFRE,Ville de Nantes,ville de nantes,COMMUNE DE NANTES,17440005100010,17440005100010,174400051,214401093,214401093,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-51330,https://www.boamp.fr/pages/avis/?q=idweb:24-51330,Commune et commune nouvelle ,7210,A
24-51643,2024-05-02,ATTRIBUTION,CHD VENDEE,chd vendee,CHD LA ROCHE SUR YON LUCON MONTAIGU,89323595200023,89323595200023,893235952,268502424,268502424,85,85,https://www.boamp.fr/pages/avis/?q=idweb:24-51643,https://www.boamp.fr/pages/avis/?q=idweb:24-51643,Établissement d'hospitalisation ,7364,A
24-57362,2024-05-18,APPEL_OFFRE,Lycée professionnel de Rompsay,lycee professionnel de rompsay,LYCEE PROFESSIONNEL ROMPSAY,17860004500029,17860004500029,178600045,191712389,191712389,17;79;85,"17,79,85",https://www.boamp.fr/pages/avis/?q=idweb:24-57362,https://www.boamp.fr/pages/avis/?q=idweb:24-57362,Établissement public local d'enseignement ,7331,A
24-59870,2024-05-25,APPEL_OFFRE,CARIFOREF,cariforef,GIP CARIF-OREF DES PAYS DE LA LOIRE,92084215000012,92084215000012,920842150,130005119,130005119,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-59870,https://www.boamp.fr/pages/avis/?q=idweb:24-59870,Groupement d'intérêt public (GIP) ,7410,A
24-60460,2024-05-26,ATTRIBUTION,CHU NANTES,chu nantes,CHU NANTES,84965054400034,84965054400034,849650544,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-60460,https://www.boamp.fr/pages/avis/?q=idweb:24-60460,Établissement d'hospitalisation ,7364,A
24-61042,2024-05-28,ATTRIBUTION,Clisson Sèvre et Maine Agglo,clisson sevre et maine agglo,CA CLISSON SEVRE ET MAINE AGGLO,17440005100010,17440005100010,174400051,200067635,200067635,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-61042,https://www.boamp.fr/pages/avis/?q=idweb:24-61042,Communauté d'agglomération ,7348,A
24-53358,2024-05-05,APPEL_OFFRE,Ville de Nantes,ville de nantes,COMMUNE DE NANTES,17440005100010,17440005100010,174400051,214401093,214401093,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-53358,https://www.boamp.fr/pages/avis/?q=idweb:24-53358,Commune et commune nouvelle ,7210,A
24-54368,2024-05-08,APPEL_OFFRE,mairie de Larmor-Plage,mairie de larmor-plage,COMMUNE DE LARMOR PLAGE,17350005900014,17350005900014,173500059,215601071,215601071,56;44;35;29,"56,44,35,29",https://www.boamp.fr/pages/avis/?q=idweb:24-54368,https://www.boamp.fr/pages/avis/?q=idweb:24-54368,Commune et commune nouvelle ,7210,A
24-56468,2024-05-16,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-56468,https://www.boamp.fr/pages/avis/?q=idweb:24-56468,Région ,7230,A
24-56507,2024-05-16,APPEL_OFFRE,Administration publique générale,administration publique generale,REGION DES PAYS DE LA LOIRE,13002928300012,13002928300012,130029283,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-56507,https://www.boamp.fr/pages/avis/?q=idweb:24-56507,Région ,7230,A
24-56624,2024-05-16,APPEL_OFFRE,COMMUNE DE BAIN DE BRETAGNE,commune de bain de bretagne,COMMUNE DE BAIN DE BRETAGNE,17350005900014,17350005900014,173500059,213500127,213500127,35;56;44,"35,56,44",https://www.boamp.fr/pages/avis/?q=idweb:24-56624,https://www.boamp.fr/pages/avis/?q=idweb:24-56624,Commune et commune nouvelle ,7210,A
24-53451,2024-05-07,APPEL_OFFRE,Cholet Agglomération,cholet agglomeration,CA CHOLET AGGLOMERATION,17440005100010,17440005100010,174400051,200071678,200071678,49;44;85;79,"49,44,85,79",https://www.boamp.fr/pages/avis/?q=idweb:24-53451,https://www.boamp.fr/pages/avis/?q=idweb:24-53451,Communauté d'agglomération ,7348,A
24-53559,2024-05-07,APPEL_OFFRE,Cour administrative d'Appel de Rennes,cour administrative d appel de rennes,CPAM DE LOIRE ATLANTIQUE,17350111501557,17350111501557,173501115,515163749,515163749,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-53559,https://www.boamp.fr/pages/avis/?q=idweb:24-53559,Régime général de la Sécurité Sociale,8110,A
24-53676,2024-05-07,ATTRIBUTION,CHU NANTES,chu nantes,CHU NANTES,84485596500027,84485596500027,844855965,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-53676,https://www.boamp.fr/pages/avis/?q=idweb:24-53676,Établissement d'hospitalisation ,7364,A
24-55886,2024-05-15,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,13002928300012,13002928300012,130029283,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-55886,https://www.boamp.fr/pages/avis/?q=idweb:24-55886,Région ,7230,A
24-56116,2024-05-16,APPEL_OFFRE,Nantes Métropole,nantes metropole,METROPOLE NANTES METROPOLE,92084215000012,92084215000012,920842150,244400404,244400404,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-56116,https://www.boamp.fr/pages/avis/?q=idweb:24-56116,Métropole,7344,A
24-57852,2024-05-19,APPEL_OFFRE,CHU Nantes,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-57852,https://www.boamp.fr/pages/avis/?q=idweb:24-57852,Établissement d'hospitalisation ,7364,A
24-57984,2024-05-19,APPEL_OFFRE,"UNIVERSITE BRETAGNE SUD
Direction des affaires financières",universite bretagne sud direction des affaires financieres,UNIVERSITE DE BRETAGNE SUD,17350005900014,17350005900014,173500059,195617188,195617188,56;35;22;44;29,"56,35,22,44,29",https://www.boamp.fr/pages/avis/?q=idweb:24-57984,https://www.boamp.fr/pages/avis/?q=idweb:24-57984,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
24-58271,2024-05-22,ATTRIBUTION,Direction Territoriale du bassin de la Seine et Loire aval,direction territoriale du bassin de la seine et loire aval,VOIES NAVIGABLES DE FRANCE,32065170600030,32065170600030,320651706,130017791,130017791,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-58271,https://www.boamp.fr/pages/avis/?q=idweb:24-58271,Établissement public national à caractère administratif ,7389,A
24-58435,2024-05-22,APPEL_OFFRE,OPH Vendée Habitat,oph vendee habitat,OFFICE PUBLIC DE L HABITAT DE VENDEE,17440005100010,17440005100010,174400051,278500012,278500012,85,85,https://www.boamp.fr/pages/avis/?q=idweb:24-58435,https://www.boamp.fr/pages/avis/?q=idweb:24-58435,Établissement public local à caractère industriel ou commercial ,4140,A
24-59290,2024-05-24,APPEL_OFFRE,PODELIHA,podeliha,PODELIHA - ENTREPRISE SOCIALE POUR L'HABITAT - SOCIETE ANONYME D'HABITATIONS A LOYER MODERE,17350005900014,17350005900014,173500059,057201139,057201139,72,72,https://www.boamp.fr/pages/avis/?q=idweb:24-59290,https://www.boamp.fr/pages/avis/?q=idweb:24-59290,SA de HLM à conseil d'administration ,5546,A
24-60807,2024-05-28,ATTRIBUTION,CHU NANTES,chu nantes,CHU NANTES,50472006100101,50472006100101,504720061,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-60807,https://www.boamp.fr/pages/avis/?q=idweb:24-60807,Établissement d'hospitalisation ,7364,A
24-51638,2024-05-02,ATTRIBUTION,"Transamo, mandataire de la Communauté urbaine Le Mans Métropole",transamo mandataire de la communaute urbaine le mans metropole,TRANSAMO,17440005100010,17440005100010,174400051,399663905,399663905,72,72,https://www.boamp.fr/pages/avis/?q=idweb:24-51638,https://www.boamp.fr/pages/avis/?q=idweb:24-51638,SA à conseil d'administration (s.a.i.),5599,A
24-62602,2024-05-31,ATTRIBUTION,"ALTER PUBLIC
au nom et pour le compte de la Ville d'Angers",alter public au nom et pour le compte de la ville d angers,ALTER PUBLIC,41244251900507,41244251900507,412442519,528848153,528848153,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-62602,https://www.boamp.fr/pages/avis/?q=idweb:24-62602,SA à conseil d'administration (s.a.i.),5599,A
24-75602,2024-06-30,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;72;49;85;53,"44,72,49,85,53",https://www.boamp.fr/pages/avis/?q=idweb:24-75602,https://www.boamp.fr/pages/avis/?q=idweb:24-75602,Région ,7230,A
24-73229,2024-06-25,APPEL_OFFRE,Agence nationale de sécurité sanitaire (Anses),agence nationale de securite sanitaire anses,AGENCE NATIONALE DE SECURITE SANITAIRE DE L ALIMENTATION DE L ENVIRONNEMENT ET DU TRAVAIL,17770704900017,17770704900017,177707049,130012024,130012024,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-73229,https://www.boamp.fr/pages/avis/?q=idweb:24-73229,Établissement public national à caractère administratif ,7389,A
24-63705,2024-06-02,APPEL_OFFRE,Nantes métropole,nantes metropole,METROPOLE NANTES METROPOLE,17440005100010,17440005100010,174400051,244400404,244400404,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-63705,https://www.boamp.fr/pages/avis/?q=idweb:24-63705,Métropole,7344,A
24-65155,2024-06-06,APPEL_OFFRE,Communauté d'Agglomération du Niortais,communaute d agglomeration du niortais,CA DU NIORTAIS,17860004500029,17860004500029,178600045,200041317,200041317,79;16;17;85;86;44,"79,16,17,85,86,44",https://www.boamp.fr/pages/avis/?q=idweb:24-65155,https://www.boamp.fr/pages/avis/?q=idweb:24-65155,Communauté d'agglomération ,7348,A
24-66422,2024-06-09,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-66422,https://www.boamp.fr/pages/avis/?q=idweb:24-66422,Établissement d'hospitalisation ,7364,A
