notice_id,publication_date,notice_type_normalized,buyer_name_raw,buyer_name_normalized,buyer_legal_name_enriched_display,buyer_siret_raw,buyer_siret_clean,buyer_siren_from_boamp_siret,buyer_siren_enriched,buyer_siren_enriched_raw,code_departement,enrichment_department_raw,url_avis,enrichment_boamp_url,buyer_legal_category_enriched,buyer_legal_category_sirene,buyer_legal_status_enriched
25-28646,2025-03-14,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:25-28646,https://www.boamp.fr/pages/avis/?q=idweb:25-28646,Établissement d'hospitalisation ,7364,A
25-28784,2025-03-15,ATTRIBUTION,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;72;49;85;53,"44,72,49,85,53",https://www.boamp.fr/pages/avis/?q=idweb:25-28784,https://www.boamp.fr/pages/avis/?q=idweb:25-28784,Région ,7230,A
25-34985,2025-03-29,APPEL_OFFRE,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,49;44;53;72;85,"49,44,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:25-34985,https://www.boamp.fr/pages/avis/?q=idweb:25-34985,Région ,7230,A
25-35229,2025-03-30,ATTRIBUTION,Le Mans Métropole,le mans metropole,LE MANS METROPOLE COMMUNAUTE URBAINE,00311725051481,00311725051481,003117250,247200132,247200132,72,72,https://www.boamp.fr/pages/avis/?q=idweb:25-35229,https://www.boamp.fr/pages/avis/?q=idweb:25-35229,Communauté urbaine ,7343,A
25-32051,2025-03-23,ATTRIBUTION,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-32051,https://www.boamp.fr/pages/avis/?q=idweb:25-32051,Département ,7220,A
25-26086,2025-03-09,APPEL_OFFRE,LE MANS UNIVERSITE,le mans universite,UNIVERSITE DU MANS,92084215000012,92084215000012,920842150,197209166,197209166,53;72,"53,72",https://www.boamp.fr/pages/avis/?q=idweb:25-26086,https://www.boamp.fr/pages/avis/?q=idweb:25-26086,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
25-26850,2025-03-11,ATTRIBUTION,École Centrale de Nantes,ecole centrale de nantes,ECOLE CENTRALE DE NANTES,17440005100010,17440005100010,174400051,194401006,194401006,44,44,https://www.boamp.fr/pages/avis/?q=idweb:25-26850,https://www.boamp.fr/pages/avis/?q=idweb:25-26850,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
25-27555,2025-03-13,ATTRIBUTION,LE MANS UNIVERSITE,le mans universite,UNIVERSITE DU MANS,17350111500864,17350111500864,173501115,197209166,197209166,72;53,"72,53",https://www.boamp.fr/pages/avis/?q=idweb:25-27555,https://www.boamp.fr/pages/avis/?q=idweb:25-27555,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
25-31797,2025-03-22,APPEL_OFFRE,PFC OUEST RENNES,pfc ouest rennes,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,11000201100044,11000201100044,110002011,110090016,110090016,35;49,"35,49",https://www.boamp.fr/pages/avis/?q=idweb:25-31797,https://www.boamp.fr/pages/avis/?q=idweb:25-31797,Ministère ,7113,A
25-33859,2025-03-27,APPEL_OFFRE,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-33859,https://www.boamp.fr/pages/avis/?q=idweb:25-33859,Département ,7220,A
25-35206,2025-03-30,ATTRIBUTION,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:25-35206,https://www.boamp.fr/pages/avis/?q=idweb:25-35206,Établissement d'hospitalisation ,7364,A
25-29015,2025-03-16,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:25-29015,https://www.boamp.fr/pages/avis/?q=idweb:25-29015,Établissement d'hospitalisation ,7364,A
25-29068,2025-03-16,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;72;85;53;49,"44,72,85,53,49",https://www.boamp.fr/pages/avis/?q=idweb:25-29068,https://www.boamp.fr/pages/avis/?q=idweb:25-29068,Région ,7230,A
25-25868,2025-03-08,APPEL_OFFRE,LE MANS UNIVERSITE,le mans universite,UNIVERSITE DU MANS,92084215000012,92084215000012,920842150,197209166,197209166,72;53,"72,53",https://www.boamp.fr/pages/avis/?q=idweb:25-25868,https://www.boamp.fr/pages/avis/?q=idweb:25-25868,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
25-25905,2025-03-08,APPEL_OFFRE,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49;44;79;85;35;53;72;86;37,"49,44,79,85,35,53,72,86,37",https://www.boamp.fr/pages/avis/?q=idweb:25-25905,https://www.boamp.fr/pages/avis/?q=idweb:25-25905,Département ,7220,A
25-24712,2025-03-05,APPEL_OFFRE,VILLE DE LAVAL,ville de laval,COMMUNE DE LAVAL,17440005100010,17440005100010,174400051,215301300,215301300,53,53,https://www.boamp.fr/pages/avis/?q=idweb:25-24712,https://www.boamp.fr/pages/avis/?q=idweb:25-24712,Commune et commune nouvelle ,7210,A
25-32338,2025-03-23,APPEL_OFFRE,VILLE DE LAVAL,ville de laval,COMMUNE DE LAVAL,17440005100010,17440005100010,174400051,215301300,215301300,53,53,https://www.boamp.fr/pages/avis/?q=idweb:25-32338,https://www.boamp.fr/pages/avis/?q=idweb:25-32338,Commune et commune nouvelle ,7210,A
25-34002,2025-03-27,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:25-34002,https://www.boamp.fr/pages/avis/?q=idweb:25-34002,Établissement d'hospitalisation ,7364,A
25-43639,2025-04-17,APPEL_OFFRE,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-43639,https://www.boamp.fr/pages/avis/?q=idweb:25-43639,Département ,7220,A
25-40046,2025-04-10,ATTRIBUTION,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;72;49;53;85,"44,72,49,53,85",https://www.boamp.fr/pages/avis/?q=idweb:25-40046,https://www.boamp.fr/pages/avis/?q=idweb:25-40046,Région ,7230,A
25-37237,2025-04-04,ATTRIBUTION,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:25-37237,https://www.boamp.fr/pages/avis/?q=idweb:25-37237,Établissement d'hospitalisation ,7364,A
25-38819,2025-04-06,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:25-38819,https://www.boamp.fr/pages/avis/?q=idweb:25-38819,Région ,7230,A
25-42827,2025-04-16,APPEL_OFFRE,Service d'Infrastructure de la Défense Sud-Ouest,service d infrastructure de la defense sud-ouest,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,13000190200027,13000190200027,130001902,110090016,110090016,79;85;86,"79,85,86",https://www.boamp.fr/pages/avis/?q=idweb:25-42827,https://www.boamp.fr/pages/avis/?q=idweb:25-42827,Ministère ,7113,A
25-46328,2025-04-25,APPEL_OFFRE,INRAP,inrap,INSTITUT NATIONAL DE RECHERCHES ARCHEOLOGIQUES PREVENTIVES,17750005500013,17750005500013,177500055,180092264,180092264,14;27;35;44;49;50;53;61;76,"14,27,35,44,49,50,53,61,76",https://www.boamp.fr/pages/avis/?q=idweb:25-46328,https://www.boamp.fr/pages/avis/?q=idweb:25-46328,Établissement public national à caractère administratif ,7389,A
25-43782,2025-04-18,ATTRIBUTION,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;72;85;53;49,"44,72,85,53,49",https://www.boamp.fr/pages/avis/?q=idweb:25-43782,https://www.boamp.fr/pages/avis/?q=idweb:25-43782,Région ,7230,A
25-47444,2025-04-27,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:25-47444,https://www.boamp.fr/pages/avis/?q=idweb:25-47444,Établissement d'hospitalisation ,7364,A
25-46622,2025-04-25,APPEL_OFFRE,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,49;44;53;72;85,"49,44,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:25-46622,https://www.boamp.fr/pages/avis/?q=idweb:25-46622,Région ,7230,A
25-41575,2025-04-13,APPEL_OFFRE,SMICTOM DES PAYS DE VILAINE,smictom des pays de vilaine,SMICTOM DES PAYS DE VILAINE,17350005900014,17350005900014,173500059,253500862,253500862,35;44;34;33;89;38;54;65;6,"35,44,34,33,89,38,54,65,6",https://www.boamp.fr/pages/avis/?q=idweb:25-41575,https://www.boamp.fr/pages/avis/?q=idweb:25-41575,Syndicat mixte fermé ,7354,A
25-45115,2025-04-20,APPEL_OFFRE,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-45115,https://www.boamp.fr/pages/avis/?q=idweb:25-45115,Département ,7220,A
25-43448,2025-04-17,APPEL_OFFRE,Direction interdépartementale des routes ouest DIR Ouest,direction interdepartementale des routes ouest dir ouest,DIRECTION INTERDEPARTEMENTALE DES ROUTES OUEST,17350005900014,17350005900014,173500059,130001704,130001704,35;44,"35,44",https://www.boamp.fr/pages/avis/?q=idweb:25-43448,https://www.boamp.fr/pages/avis/?q=idweb:25-43448,Service déconcentré de l'État à compétence (inter) départementale ,7172,A
25-41173,2025-04-12,APPEL_OFFRE,Nantes Université,nantes universite,NANTES UNIVERSITE,17440005100010,17440005100010,174400051,130029747,130029747,44,44,https://www.boamp.fr/pages/avis/?q=idweb:25-41173,https://www.boamp.fr/pages/avis/?q=idweb:25-41173,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
25-36311,2025-04-02,ATTRIBUTION,Caisse des dépôts et consignations,caisse des depots et consignations,CAISSE DES DEPOTS ET CONSIGNATIONS,17750005500013,17750005500013,177500055,180020026,180020026,75;49;33,"75,49,33",https://www.boamp.fr/pages/avis/?q=idweb:25-36311,https://www.boamp.fr/pages/avis/?q=idweb:25-36311,Autre personne morale de droit administratif ,7490,A
25-36772,2025-04-03,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:25-36772,https://www.boamp.fr/pages/avis/?q=idweb:25-36772,Établissement d'hospitalisation ,7364,A
25-37721,2025-04-04,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;85;72;53;49,"44,85,72,53,49",https://www.boamp.fr/pages/avis/?q=idweb:25-37721,https://www.boamp.fr/pages/avis/?q=idweb:25-37721,Région ,7230,A
25-38363,2025-04-06,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;72;49;53;85,"44,72,49,53,85",https://www.boamp.fr/pages/avis/?q=idweb:25-38363,https://www.boamp.fr/pages/avis/?q=idweb:25-38363,Région ,7230,A
25-38470,2025-04-06,APPEL_OFFRE,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-38470,https://www.boamp.fr/pages/avis/?q=idweb:25-38470,Département ,7220,A
25-39246,2025-04-09,APPEL_OFFRE,Université Rennes 2,universite rennes 2,UNIVERSITE RENNES  II  HAUTE BRETAGNE,17350005900014,17350005900014,173500059,193509379,193509379,35;22;29;44;56;72,"35,22,29,44,56,72",https://www.boamp.fr/pages/avis/?q=idweb:25-39246,https://www.boamp.fr/pages/avis/?q=idweb:25-39246,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
25-43713,2025-04-18,APPEL_OFFRE,DIRECTION NATIONALE GARDE-CÔTES DES DOUANES,direction nationale garde-cotes des douanes,DIRECTION NATIONALE GARDE-COTES DES DOUANES,11000201100044,11000201100044,110002011,130025216,130025216,76;27;75;91;92;93;17;56;49,"76,27,75,91,92,93,17,56,49",https://www.boamp.fr/pages/avis/?q=idweb:25-43713,https://www.boamp.fr/pages/avis/?q=idweb:25-43713,Service déconcentré à compétence nationale d'un ministère (hors Défense),7160,A
25-39450,2025-04-09,ATTRIBUTION,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:25-39450,https://www.boamp.fr/pages/avis/?q=idweb:25-39450,Région ,7230,A
25-40103,2025-04-10,APPEL_OFFRE,"CHU D'ANGERS, ETABLISSEMENT SUPPORT DU GHT 49",chu d angers etablissement support du ght 49,CENTRE HOSPITALIER UNIVERSITAIRE D'ANGERS,17440005100010,17440005100010,174400051,264900036,264900036,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-40103,https://www.boamp.fr/pages/avis/?q=idweb:25-40103,Établissement d'hospitalisation ,7364,A
25-46078,2025-04-24,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:25-46078,https://www.boamp.fr/pages/avis/?q=idweb:25-46078,Établissement d'hospitalisation ,7364,A
25-48381,2025-04-30,ATTRIBUTION,REGION DES PAYS DE LA LOIRE,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;53;85;49;72,"44,53,85,49,72",https://www.boamp.fr/pages/avis/?q=idweb:25-48381,https://www.boamp.fr/pages/avis/?q=idweb:25-48381,Région ,7230,A
25-43048,2025-04-17,ATTRIBUTION,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44,44,https://www.boamp.fr/pages/avis/?q=idweb:25-43048,https://www.boamp.fr/pages/avis/?q=idweb:25-43048,Région ,7230,A
25-51047,2025-05-07,APPEL_OFFRE,Plate-Forme Commissariat Ouest (Rennes),plate-forme commissariat ouest rennes,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,11000201100044,11000201100044,110002011,110090016,110090016,35;50;28;18;49;56,"35,50,28,18,49,56",https://www.boamp.fr/pages/avis/?q=idweb:25-51047,https://www.boamp.fr/pages/avis/?q=idweb:25-51047,Ministère ,7113,A
25-51482,2025-05-08,ATTRIBUTION,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-51482,https://www.boamp.fr/pages/avis/?q=idweb:25-51482,Département ,7220,A
25-53826,2025-05-15,APPEL_OFFRE,Angers Loire Metropole (49),angers loire metropole 49,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE,21490007800012,21490007800012,214900078,244900015,244900015,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-53826,https://www.boamp.fr/pages/avis/?q=idweb:25-53826,Communauté urbaine ,7343,A
25-58157,2025-05-25,APPEL_OFFRE,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:25-58157,https://www.boamp.fr/pages/avis/?q=idweb:25-58157,Région ,7230,A
25-56868,2025-05-22,APPEL_OFFRE,Direction Interdépartementale des Routes Ouest,direction interdepartementale des routes ouest,DIRECTION INTERDEPARTEMENTALE DES ROUTES OUEST,11000201100044,11000201100044,110002011,130001704,130001704,35;44;29;22;49;53;56,"35,44,29,22,49,53,56",https://www.boamp.fr/pages/avis/?q=idweb:25-56868,https://www.boamp.fr/pages/avis/?q=idweb:25-56868,Service déconcentré de l'État à compétence (inter) départementale ,7172,A
25-54475,2025-05-16,APPEL_OFFRE,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-54475,https://www.boamp.fr/pages/avis/?q=idweb:25-54475,Département ,7220,A
25-55572,2025-05-18,APPEL_OFFRE,Communauté de communes Terres de Perches,communaute de communes terres de perches,CC TERRES DE PERCHE,17450005800022,17450005800022,174500058,200070167,200070167,28;27;78;76;61;72;14;45,"28,27,78,76,61,72,14,45",https://www.boamp.fr/pages/avis/?q=idweb:25-55572,https://www.boamp.fr/pages/avis/?q=idweb:25-55572,Communauté de communes ,7346,A
25-56541,2025-05-21,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,53;44;49;72;85,"53,44,49,72,85",https://www.boamp.fr/pages/avis/?q=idweb:25-56541,https://www.boamp.fr/pages/avis/?q=idweb:25-56541,Région ,7230,A
25-51629,2025-05-08,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:25-51629,https://www.boamp.fr/pages/avis/?q=idweb:25-51629,Établissement d'hospitalisation ,7364,A
25-52276,2025-05-09,ATTRIBUTION,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;85;49;53;72,"44,85,49,53,72",https://www.boamp.fr/pages/avis/?q=idweb:25-52276,https://www.boamp.fr/pages/avis/?q=idweb:25-52276,Région ,7230,A
25-57186,2025-05-22,ATTRIBUTION,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-57186,https://www.boamp.fr/pages/avis/?q=idweb:25-57186,Département ,7220,A
25-58656,2025-05-25,APPEL_OFFRE,DREAL Pays de la Loire,dreal pays de la loire,DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT PAYS DE LA LOIRE,11000201100044,11000201100044,110002011,130006109,130006109,44;53;85;72;49,"44,53,85,72,49",https://www.boamp.fr/pages/avis/?q=idweb:25-58656,https://www.boamp.fr/pages/avis/?q=idweb:25-58656,Service déconcentré de l'État à compétence (inter) régionale ,7171,A
25-59037,2025-05-27,APPEL_OFFRE,VILLE DE LAVAL,ville de laval,COMMUNE DE LAVAL,17440005100010,17440005100010,174400051,215301300,215301300,53,53,https://www.boamp.fr/pages/avis/?q=idweb:25-59037,https://www.boamp.fr/pages/avis/?q=idweb:25-59037,Commune et commune nouvelle ,7210,A
25-59855,2025-05-28,APPEL_OFFRE,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-59855,https://www.boamp.fr/pages/avis/?q=idweb:25-59855,Département ,7220,A
25-50927,2025-05-07,APPEL_OFFRE,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-50927,https://www.boamp.fr/pages/avis/?q=idweb:25-50927,Département ,7220,A
25-60343,2025-05-30,APPEL_OFFRE,Plateforme Commissariat Ouest (Rennes),plateforme commissariat ouest rennes,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,11000201100044,11000201100044,110002011,110090016,110090016,35;56;22;29;44;53,"35,56,22,29,44,53",https://www.boamp.fr/pages/avis/?q=idweb:25-60343,https://www.boamp.fr/pages/avis/?q=idweb:25-60343,Ministère ,7113,A
25-55287,2025-05-18,ATTRIBUTION,C.S.T.B,c s t b,CTRE SCIENTIFIQUE TECHNIQUE DU BATIMENT,77566822900027,77566822900027,775668229,775688229,775688229,44,44,https://www.boamp.fr/pages/avis/?q=idweb:25-55287,https://www.boamp.fr/pages/avis/?q=idweb:25-55287,Établissement public national à caractère industriel ou commercial doté d'un comptable public ,4110,A
25-55829,2025-05-20,APPEL_OFFRE,DREAL Pays de la Loire,dreal pays de la loire,DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT PAYS DE LA LOIRE,11000201100044,11000201100044,110002011,130006109,130006109,44,44,https://www.boamp.fr/pages/avis/?q=idweb:25-55829,https://www.boamp.fr/pages/avis/?q=idweb:25-55829,Service déconcentré de l'État à compétence (inter) régionale ,7171,A
25-57351,2025-05-23,ATTRIBUTION,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;72;85;53,"44,49,72,85,53",https://www.boamp.fr/pages/avis/?q=idweb:25-57351,https://www.boamp.fr/pages/avis/?q=idweb:25-57351,Région ,7230,A
25-59789,2025-05-28,APPEL_OFFRE,Communauté de communes Terres de Perches,communaute de communes terres de perches,CC TERRES DE PERCHE,17450005800022,17450005800022,174500058,200070167,200070167,28;27;61;72;14;78;71;41;45,"28,27,61,72,14,78,71,41,45",https://www.boamp.fr/pages/avis/?q=idweb:25-59789,https://www.boamp.fr/pages/avis/?q=idweb:25-59789,Communauté de communes ,7346,A
25-65181,2025-06-12,APPEL_OFFRE,"Ministères de l’Aménagement du territoire et de la Décentralisation ; Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche",ministeres de l amenagement du territoire et de la decentralisation ministere de la transition ecologique de la biodiversite de la foret de la mer et de la peche,"MINISTERE DE LA TRANSITION ECOLOGIQUE, DE LA BIODIVERSITE ET DES NEGOCIATIONS INTERNATIONALES SUR LE CLIMAT ET LA NATURE",13001954000025,13001954000025,130019540,110068012,110068012,92;75;44,"92,75,44",https://www.boamp.fr/pages/avis/?q=idweb:25-65181,https://www.boamp.fr/pages/avis/?q=idweb:25-65181,Ministère ,7113,A
25-71246,2025-06-26,APPEL_OFFRE,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-71246,https://www.boamp.fr/pages/avis/?q=idweb:25-71246,Département ,7220,A
25-65734,2025-06-13,ATTRIBUTION,DIR-NORD-OUEST,dir-nord-ouest,DIRECTION INTERDEPARTEMENTALE DES ROUTES NORD-OUEST,11000201100044,11000201100044,110002011,130001696,130001696,41;18;28;36;37;45;61;72,"41,18,28,36,37,45,61,72",https://www.boamp.fr/pages/avis/?q=idweb:25-65734,https://www.boamp.fr/pages/avis/?q=idweb:25-65734,Service déconcentré de l'État à compétence (inter) départementale ,7172,A
25-69487,2025-06-21,ATTRIBUTION,Région Pays de la Loire,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:25-69487,https://www.boamp.fr/pages/avis/?q=idweb:25-69487,Région ,7230,A
25-66318,2025-06-15,APPEL_OFFRE,Ville de Pierrelatte,ville de pierrelatte,COMMUNE DE PIERRELATTE,17380005300014,17380005300014,173800053,212602353,212602353,26;7;75;69;92;33;59;44;79,"26,7,75,69,92,33,59,44,79",https://www.boamp.fr/pages/avis/?q=idweb:25-66318,https://www.boamp.fr/pages/avis/?q=idweb:25-66318,Commune et commune nouvelle ,7210,A
25-71451,2025-06-26,APPEL_OFFRE,SID Nord-Ouest,sid nord-ouest,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,13000190200068,13000190200068,130001902,110090016,110090016,35;44;45;87;14;76,"35,44,45,87,14,76",https://www.boamp.fr/pages/avis/?q=idweb:25-71451,https://www.boamp.fr/pages/avis/?q=idweb:25-71451,Ministère ,7113,A
25-66679,2025-06-15,APPEL_OFFRE,DRFIP 35,drfip 35,DIRECTION REGIONALE FINANCES PUBLIQUES DE BRETAGNE ET DEP ILLE-ET-VILAINE,11000201100044,11000201100044,110002011,130014939,130014939,35;22;29;56;44;53;50,"35,22,29,56,44,53,50",https://www.boamp.fr/pages/avis/?q=idweb:25-66679,https://www.boamp.fr/pages/avis/?q=idweb:25-66679,Service déconcentré de l'État à compétence (inter) régionale ,7171,A
25-67354,2025-06-18,ATTRIBUTION,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-67354,https://www.boamp.fr/pages/avis/?q=idweb:25-67354,Département ,7220,A
25-67468,2025-06-18,ATTRIBUTION,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-67468,https://www.boamp.fr/pages/avis/?q=idweb:25-67468,Département ,7220,A
25-63732,2025-06-08,APPEL_OFFRE,DIR INTERREGIONALE SCES PENITENTIAIRES,dir interregionale sces penitentiaires,DIRECTION INTERREGIONALE DES SERVICES PENITENTIAIRES RENNES - GRAND-OUEST,11000201100044,11000201100044,110002011,173501206,173501206,35;44,"35,44",https://www.boamp.fr/pages/avis/?q=idweb:25-63732,https://www.boamp.fr/pages/avis/?q=idweb:25-63732,Service déconcentré de l'État à compétence (inter) régionale ,7171,A
25-64389,2025-06-11,APPEL_OFFRE,SID Nord-Ouest,sid nord-ouest,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,13000190200068,13000190200068,130001902,110090016,110090016,35;44;45;87;14;76,"35,44,45,87,14,76",https://www.boamp.fr/pages/avis/?q=idweb:25-64389,https://www.boamp.fr/pages/avis/?q=idweb:25-64389,Ministère ,7113,A
25-72592,2025-06-29,ATTRIBUTION,I.F.C.E,i f c e,INSTITUT FRANCAIS DU CHEVAL ET DE L'EQUITATION,43842012700013,43842012700013,438420127,130010440,130010440,49,49,https://www.boamp.fr/pages/avis/?q=idweb:25-72592,https://www.boamp.fr/pages/avis/?q=idweb:25-72592,Établissement public national à caractère administratif ,7389,A
