source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key_m0_source,buyer_key_m0_candidate,buyer_key_type_source,buyer_key_type_candidate,buyer_match_mechanism,source_buyer_identity_source_x,candidate_buyer_identity_source_x,source_buyer_siret,candidate_buyer_siret,source_buyer_siren_m1_x,candidate_buyer_siren_m1_x,cross_establishment_same_siren,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m1_composite_score,m0_balanced_threshold_used,cpv_missing,cpv_generic_flag,candidate_rank,n_candidates_for_source,top1_top2_margin,source_publication_date,source_start_date,source_start_date_source,source_buyer_key,source_buyer_key_type,source_buyer_name_normalized,source_buyer_siret_clean,source_buyer_siren_clean,source_objet_clean,source_cpv_clean,source_cpv_division,source_cpv_group,source_cpv_class,source_cpv_category,source_cpv_generic_flag,source_declared_duration_months,source_dur_was_imputed,source_estimated_end_date,source_is_digital_scope,source_category_label,source_study_end_date,source_buyer_name_raw,source_code_departement,source_url_avis,source_buyer_key_m0,source_buyer_siret_boamp_raw,source_buyer_siren_from_boamp_siret,source_buyer_siren_boamp_effective,source_buyer_siren_enriched,source_buyer_siren_enriched_valid,source_buyer_legal_name_enriched_display,source_buyer_identity_source_direct,source_buyer_identity_confidence_direct,source_buyer_identity_conflict,source_buyer_siren_agrees_with_boamp_siret,source_enrichment_join_status,source_department_key,source_alias_name_normalized,source_buyer_siren_alias,source_buyer_alias_support_notice_count,source_buyer_siren_m1_y,source_buyer_identity_source_y,source_buyer_identity_confidence,source_buyer_key_m1_primary,candidate_publication_date,candidate_start_date,candidate_start_date_source,candidate_buyer_key,candidate_buyer_key_type,candidate_buyer_name_normalized,candidate_buyer_siret_clean,candidate_buyer_siren_clean,candidate_objet_clean,candidate_cpv_clean,candidate_cpv_division,candidate_cpv_group,candidate_cpv_class,candidate_cpv_category,candidate_cpv_generic_flag,candidate_declared_duration_months,candidate_dur_was_imputed,candidate_estimated_end_date,candidate_is_digital_scope,candidate_category_label,candidate_study_end_date,candidate_buyer_name_raw,candidate_code_departement,candidate_url_avis,candidate_buyer_key_m0,candidate_buyer_siret_boamp_raw,candidate_buyer_siren_from_boamp_siret,candidate_buyer_siren_boamp_effective,candidate_buyer_siren_enriched,candidate_buyer_siren_enriched_valid,candidate_buyer_legal_name_enriched_display,candidate_buyer_identity_source_direct,candidate_buyer_identity_confidence_direct,candidate_buyer_identity_conflict,candidate_buyer_siren_agrees_with_boamp_siret,candidate_enrichment_join_status,candidate_department_key,candidate_alias_name_normalized,candidate_buyer_siren_alias,candidate_buyer_alias_support_notice_count,candidate_buyer_siren_m1_y,candidate_buyer_identity_source_y,candidate_buyer_identity_confidence,candidate_buyer_key_m1_primary,profile_evidence_status,profile_evidence_reason,source_profile_domains,candidate_profile_domains,shared_profile_domains,source_domain_specificity,candidate_domain_specificity,source_profile_support_count,candidate_profile_support_count,profile_conflict_flag
15-84881,20-49949,2015-06-04,2020-04-30,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,58.86990801576872,2019-12-14,4.533508541392904,0.24441524310118268,0.02509724021197831,0.2,0.6,0.18988784484948806,0.3230216936565233,False,False,18,22,0.0430007045703647,2015-06-04,2015-12-14,LINKED_ATTRIBUTION_DATE,NAME:nantes metropole,NAME_FALLBACK,nantes metropole,,,maintenance et extension de progiciels systèmes pour le compte de Nantes Métropole à Nantes,48213000,48,482,4821,48213,False,48.0,True,2019-12-14,True,DIGITAL_ICT,2026-07-13,Nantes Métropole,44,https://www.boamp.fr/pages/avis/?q=idweb:15-84881,NAME:nantes metropole,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,,,,,NAME_FALLBACK,LOW,NAME:nantes metropole,2020-04-30,2020-10-15,LINKED_ATTRIBUTION_DATE,NAME:nantes metropole,NAME_FALLBACK,nantes metropole,,,"acquisition et maintenance de matériels de technologies intel "" x86 "" (serveurs, baies de stockage de données, accessoires, matériels périphériques) et prestations associées.",48822000,48,488,4882,48822,False,48.0,True,2024-10-15,True,DIGITAL_ICT,2026-07-13,Nantes Métropole,44,https://www.boamp.fr/pages/avis/?q=idweb:20-49949,NAME:nantes metropole,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,,,,,NAME_FALLBACK,LOW,NAME:nantes metropole,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,BUYER_SPECIFIC;HIGHLY_CONCENTRATED;SHARED_INSTITUTIONAL,BUYER_SPECIFIC;HIGHLY_CONCENTRATED;SHARED_INSTITUTIONAL,9,9,False
15-84881,19-105083,2015-06-04,2019-07-10,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,49.17871222076216,2019-12-14,5.157687253613666,0.1403854577310556,0.019163026921900462,0.2,0.6,0.16180342385542906,0.3230216936565233,False,True,19,22,0.0430007045703647,2015-06-04,2015-12-14,LINKED_ATTRIBUTION_DATE,NAME:nantes metropole,NAME_FALLBACK,nantes metropole,,,maintenance et extension de progiciels systèmes pour le compte de Nantes Métropole à Nantes,48213000,48,482,4821,48213,False,48.0,True,2019-12-14,True,DIGITAL_ICT,2026-07-13,Nantes Métropole,44,https://www.boamp.fr/pages/avis/?q=idweb:15-84881,NAME:nantes metropole,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,,,,,NAME_FALLBACK,LOW,NAME:nantes metropole,2019-07-10,2019-07-10,PUBLICATION_DATE_FALLBACK,NAME:nantes metropole,NAME_FALLBACK,nantes metropole,,,"maintenance, mise à jour et acquisition de licences autocad et produits dérivés",48000000,48,480,4800,48000,True,48.0,True,2023-07-10,True,DIGITAL_ICT,2026-07-13,Nantes Métropole,44,https://www.boamp.fr/pages/avis/?q=idweb:19-105083,NAME:nantes metropole,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,,,,,NAME_FALLBACK,LOW,NAME:nantes metropole,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,BUYER_SPECIFIC;HIGHLY_CONCENTRATED;SHARED_INSTITUTIONAL,BUYER_SPECIFIC;HIGHLY_CONCENTRATED;SHARED_INSTITUTIONAL,9,9,False
15-84881,20-66643,2015-06-04,2020-05-22,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,59.59264126149803,2019-12-14,5.256241787122208,0.1239597021462987,0.16250306280718207,0.0,0.6,0.1478659975190884,0.3230216936565233,False,False,20,22,0.0430007045703647,2015-06-04,2015-12-14,LINKED_ATTRIBUTION_DATE,NAME:nantes metropole,NAME_FALLBACK,nantes metropole,,,maintenance et extension de progiciels systèmes pour le compte de Nantes Métropole à Nantes,48213000,48,482,4821,48213,False,48.0,True,2019-12-14,True,DIGITAL_ICT,2026-07-13,Nantes Métropole,44,https://www.boamp.fr/pages/avis/?q=idweb:15-84881,NAME:nantes metropole,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,,,,,NAME_FALLBACK,LOW,NAME:nantes metropole,2020-05-22,2020-05-22,PUBLICATION_DATE_FALLBACK,NAME:nantes metropole,NAME_FALLBACK,nantes metropole,,,"maintenance, l'hébergement et les évolutions du logiciel e-venement de gestion de la billetterie des établissements culturels de nantes métropole et de la ville de nantes et prestations associées.",72250000,72,722,7225,72250,False,48.0,True,2024-05-22,True,DIGITAL_ICT,2026-07-13,Nantes Métropole,44,https://www.boamp.fr/pages/avis/?q=idweb:20-66643,NAME:nantes metropole,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,,,,,NAME_FALLBACK,LOW,NAME:nantes metropole,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,BUYER_SPECIFIC;HIGHLY_CONCENTRATED;SHARED_INSTITUTIONAL,BUYER_SPECIFIC;HIGHLY_CONCENTRATED;SHARED_INSTITUTIONAL,9,9,False
15-84881,19-92498,2015-06-04,2019-06-21,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,48.55453350854139,2019-12-14,5.781865965834428,0.036355672360928626,0.020121043870450953,0.2,0.6,0.13613128344488998,0.3230216936565233,False,True,21,22,0.0430007045703647,2015-06-04,2015-12-14,LINKED_ATTRIBUTION_DATE,NAME:nantes metropole,NAME_FALLBACK,nantes metropole,,,maintenance et extension de progiciels systèmes pour le compte de Nantes Métropole à Nantes,48213000,48,482,4821,48213,False,48.0,True,2019-12-14,True,DIGITAL_ICT,2026-07-13,Nantes Métropole,44,https://www.boamp.fr/pages/avis/?q=idweb:15-84881,NAME:nantes metropole,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,,,,,NAME_FALLBACK,LOW,NAME:nantes metropole,2019-06-21,2019-06-21,PUBLICATION_DATE_FALLBACK,NAME:nantes metropole,NAME_FALLBACK,nantes metropole,,,"acquisition, mise en oeuvre, hébergement et maintenance d'une solution logicielle de gestion du centre de réception des appels institutionnels et d'organisation de la logistique (craiol)",48000000,48,480,4800,48000,True,48.0,True,2023-06-21,True,DIGITAL_ICT,2026-07-13,Nantes Métropole,44,https://www.boamp.fr/pages/avis/?q=idweb:19-92498,NAME:nantes metropole,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,,,,,NAME_FALLBACK,LOW,NAME:nantes metropole,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,BUYER_SPECIFIC;HIGHLY_CONCENTRATED;SHARED_INSTITUTIONAL,BUYER_SPECIFIC;HIGHLY_CONCENTRATED;SHARED_INSTITUTIONAL,9,9,False
15-84881,20-54283,2015-06-04,2020-04-23,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,58.63994743758213,2019-12-14,4.303547963206308,0.28274200613228206,0.011397765397844897,0.0,0.6,0.13467471942231624,0.3230216936565233,False,False,22,22,0.0430007045703647,2015-06-04,2015-12-14,LINKED_ATTRIBUTION_DATE,NAME:nantes metropole,NAME_FALLBACK,nantes metropole,,,maintenance et extension de progiciels systèmes pour le compte de Nantes Métropole à Nantes,48213000,48,482,4821,48213,False,48.0,True,2019-12-14,True,DIGITAL_ICT,2026-07-13,Nantes Métropole,44,https://www.boamp.fr/pages/avis/?q=idweb:15-84881,NAME:nantes metropole,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,,,,,NAME_FALLBACK,LOW,NAME:nantes metropole,2020-04-23,2020-04-23,PUBLICATION_DATE_FALLBACK,NAME:nantes metropole,NAME_FALLBACK,nantes metropole,,,mise à jour et acquisition de licences autocad et produits dérivés,72250000,72,722,7225,72250,False,48.0,True,2024-04-23,True,DIGITAL_ICT,2026-07-13,Nantes Métropole,44,https://www.boamp.fr/pages/avis/?q=idweb:20-54283,NAME:nantes metropole,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,,,,,NAME_FALLBACK,LOW,NAME:nantes metropole,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,marchepublics.nantesmetropole.fr;marchesoublics.nantesmetropole.fr;marchespublics.nantesmetropole;marchespublics.nantesmetropole.fr;nantesmetropole.fr,BUYER_SPECIFIC;HIGHLY_CONCENTRATED;SHARED_INSTITUTIONAL,BUYER_SPECIFIC;HIGHLY_CONCENTRATED;SHARED_INSTITUTIONAL,9,9,False
15-85320,19-51014,2015-06-04,2019-03-29,NAME:ministere des affaires etrangeres,NAME:ministere des affaires etrangeres,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,45.795006570302235,2019-06-04,2.2010512483574245,0.6331581252737626,0.03863783059415662,0.0,0.6,0.23181277202639547,0.3230216936565233,False,True,1,2,0.04500593891207219,2015-06-04,2015-06-04,PUBLICATION_DATE_FALLBACK,NAME:ministere des affaires etrangeres,NAME_FALLBACK,ministere des affaires etrangeres,,,Fourniture support Acronis (rectificatif),48000000,48,480,4800,48000,True,48.0,True,2019-06-04,True,DIGITAL_ICT,2026-07-13,Ministère des Affaires étrangères,75;44,https://www.boamp.fr/pages/avis/?q=idweb:15-85320,NAME:ministere des affaires etrangeres,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44;75,,,,,NAME_FALLBACK,LOW,NAME:ministere des affaires etrangeres,2019-03-29,2019-03-29,PUBLICATION_DATE_FALLBACK,NAME:ministere des affaires etrangeres,NAME_FALLBACK,ministere des affaires etrangeres,,,La fourniture de matériels réseaux et serveurs reconditionnés au profit du MEAE.,32420000,32,324,3242,32420,False,36.0,True,2022-03-29,True,DIGITAL_ICT,2026-07-13,Ministère des Affaires étrangères,75;44,https://www.boamp.fr/pages/avis/?q=idweb:19-51014,NAME:ministere des affaires etrangeres,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44;75,,,,,NAME_FALLBACK,LOW,NAME:ministere des affaires etrangeres,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,diplomatie.gouv.fr;marches-pubics.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,diplomatie.gouv.fr;marches-pubics.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,diplomatie.gouv.fr;marches-pubics.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,BUYER_SPECIFIC;GENERIC_PLATFORM;HIGHLY_CONCENTRATED,BUYER_SPECIFIC;GENERIC_PLATFORM;HIGHLY_CONCENTRATED,5,5,False
15-85320,19-34512,2015-06-04,2019-03-06,NAME:ministere des affaires etrangeres,NAME:ministere des affaires etrangeres,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,45.039421813403415,2019-06-04,2.9566360052562417,0.5072273324572931,0.0,0.0,0.6,0.18680683311432328,0.3230216936565233,False,True,2,2,0.04500593891207219,2015-06-04,2015-06-04,PUBLICATION_DATE_FALLBACK,NAME:ministere des affaires etrangeres,NAME_FALLBACK,ministere des affaires etrangeres,,,Fourniture support Acronis (rectificatif),48000000,48,480,4800,48000,True,48.0,True,2019-06-04,True,DIGITAL_ICT,2026-07-13,Ministère des Affaires étrangères,75;44,https://www.boamp.fr/pages/avis/?q=idweb:15-85320,NAME:ministere des affaires etrangeres,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44;75,,,,,NAME_FALLBACK,LOW,NAME:ministere des affaires etrangeres,2019-03-06,2019-03-06,PUBLICATION_DATE_FALLBACK,NAME:ministere des affaires etrangeres,NAME_FALLBACK,ministere des affaires etrangeres,,,"Prestations de location, d'installation, d'exploitation et de maintenance de câblage et équipements informatiques",32400000,32,324,3240,32400,False,36.0,True,2022-03-06,True,DIGITAL_ICT,2026-07-13,Ministère des Affaires étrangères,75;35;22;53;44;50;14;61;56,https://www.boamp.fr/pages/avis/?q=idweb:19-34512,NAME:ministere des affaires etrangeres,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,14;22;35;44;50;53;56;61;75,,,,,NAME_FALLBACK,LOW,NAME:ministere des affaires etrangeres,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,diplomatie.gouv.fr;marches-pubics.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,diplomatie.gouv.fr;marches-pubics.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,diplomatie.gouv.fr;marches-pubics.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,BUYER_SPECIFIC;GENERIC_PLATFORM;HIGHLY_CONCENTRATED,BUYER_SPECIFIC;GENERIC_PLATFORM;HIGHLY_CONCENTRATED,5,5,False
15-85858,20-31844,2015-06-05,2020-03-04,NAME:universite de nantes,NAME:universite de nantes,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,UNIQUE_NAME_DEPARTMENT_ALIAS,NAME_FALLBACK,,,130029747,,False,56.96452036793693,2019-11-06,3.909329829172142,0.34844502847130965,0.012007270619004697,0.4,0.6,0.27131380183447906,0.3230216936565233,False,False,1,5,0.050518197124346687,2015-06-05,2015-11-06,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,l'étude a pour but de construire et de déployer une méthodologie innovante en matière de conduite du changement en matière d'usages de l'énergie au sein des bâtiments de l'université à Nantes,72224000,72,722,7222,72224,False,48.0,True,2019-11-06,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:15-85858,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,universite de nantes,130029747,2.0,130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:130029747,2020-03-04,2020-06-17,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,Prestations de support des applicatifs liés à la plateforme UNcloud.,72261000,72,722,7226,72261,False,48.0,True,2024-06-17,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44;85,https://www.boamp.fr/pages/avis/?q=idweb:20-31844,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44;85,,,,,NAME_FALLBACK,LOW,NAME:universite de nantes,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,GENERIC_PLATFORM,GENERIC_PLATFORM,4,4,False
15-85858,20-35694,2015-06-05,2020-03-09,NAME:universite de nantes,NAME:universite de nantes,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,130029747,130029747,False,57.1287779237845,2019-11-06,4.073587385019711,0.32106876916338145,0.10150974976939148,0.1,0.75,0.22079560471013238,0.3230216936565233,True,False,2,5,0.050518197124346687,2015-06-05,2015-11-06,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,l'étude a pour but de construire et de déployer une méthodologie innovante en matière de conduite du changement en matière d'usages de l'énergie au sein des bâtiments de l'université à Nantes,72224000,72,722,7222,72224,False,48.0,True,2019-11-06,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:15-85858,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,universite de nantes,130029747,2.0,130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:130029747,2020-03-09,2020-05-25,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,Acquisition de quatre (4) oculomètres et de trois (3) licences du logiciel associé pour le User Lab de la Halle 6 Ouest de l'Université de Nantes,,,,,,False,6.0,True,2020-11-25,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:20-35694,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,universite de nantes,130029747,2.0,130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:130029747,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,GENERIC_PLATFORM,GENERIC_PLATFORM,4,4,False
15-85858,19-73678,2015-06-05,2019-05-10,NAME:universite de nantes,NAME:universite de nantes,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,UNIQUE_NAME_DEPARTMENT_ALIAS,NAME_FALLBACK,,,130029747,,False,47.1419185282523,2019-11-06,5.913272010512483,0.014454664914586135,0.08624391339869909,0.4,0.6,0.21379903591819122,0.3230216936565233,False,False,3,5,0.050518197124346687,2015-06-05,2015-11-06,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,l'étude a pour but de construire et de déployer une méthodologie innovante en matière de conduite du changement en matière d'usages de l'énergie au sein des bâtiments de l'université à Nantes,72224000,72,722,7222,72224,False,48.0,True,2019-11-06,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:15-85858,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,universite de nantes,130029747,2.0,130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:130029747,2019-05-10,2019-07-25,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,Prestation d'évolution des composants groupware pour la solution UNCloud de l'Université de Nantes,72212200,72,722,7221,72212,False,48.0,True,2023-07-25,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44;85,https://www.boamp.fr/pages/avis/?q=idweb:19-73678,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44;85,,,,,NAME_FALLBACK,LOW,NAME:universite de nantes,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,GENERIC_PLATFORM,GENERIC_PLATFORM,4,4,False
15-85858,20-25372,2015-06-05,2020-02-20,NAME:universite de nantes,NAME:universite de nantes,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,130029747,130029747,False,56.53745072273325,2019-11-06,3.4822601839684624,0.41962330267192294,0.07219318666367039,0.0,0.75,0.20517344100026538,0.3230216936565233,False,False,4,5,0.050518197124346687,2015-06-05,2015-11-06,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,l'étude a pour but de construire et de déployer une méthodologie innovante en matière de conduite du changement en matière d'usages de l'énergie au sein des bâtiments de l'université à Nantes,72224000,72,722,7222,72224,False,48.0,True,2019-11-06,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:15-85858,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,universite de nantes,130029747,2.0,130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:130029747,2020-02-20,2020-07-02,LINKED_ATTRIBUTION_DATE,NAME:universite de nantes,NAME_FALLBACK,universite de nantes,,,Equipements scientifiques pour le Pôle Interdisciplinaire des Cultures Numériques de l'Université de Nantes,42990000,42,429,4299,42990,False,8.0,True,2021-03-02,True,DIGITAL_ICT,2026-07-13,Université de Nantes,44,https://www.boamp.fr/pages/avis/?q=idweb:20-25372,NAME:universite de nantes,,,,,,,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT,44,universite de nantes,130029747,2.0,130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,SIREN:130029747,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,marches-public.gouv.fr;marches-publics.gouv.fr;marchespublics.gouv.fr,GENERIC_PLATFORM,GENERIC_PLATFORM,4,4,False
