recovery_mechanism,incremental_links,median_score,median_margin,median_text_similarity,cpv_mismatch_share,low_margin_lt_0_05_share
HISTORICAL_ALIAS_RECONCILIATION,198,0.359860479641511,0.06561692455073667,0.07337290053229115,0.25757575757575757,0.40404040404040403
SAME_SIREN_RECONCILIATION,75,0.38831515502033015,0.07287095061748666,0.08457610569040246,0.14666666666666667,0.38666666666666666
