variant,term,test_statistic,p,-log2(p)
window_9m,buyer_key_type_RAW_SIRET,0.8685634858167396,0.351353303662406,1.509005631063157
window_9m,cpv_division_22.0,0.1940509298645287,0.6595662344498932,0.6004105509309285
window_9m,cpv_division_30.0,4.97429064555317,0.025726751528221604,5.280586887774686
window_9m,cpv_division_31.0,0.12545615088753304,0.7231905788339151,0.4675522113241425
window_9m,cpv_division_32.0,3.9507224833156145,0.046851248662031664,4.415768691206912
window_9m,cpv_division_33.0,0.8669760852367475,0.35179381856643577,1.507197961713354
window_9m,cpv_division_34.0,0.1416706636629073,0.7066257631162338,0.500981744976015
window_9m,cpv_division_35.0,0.9237747793087017,0.33648578658052414,1.5713825293173647
window_9m,cpv_division_38.0,1.1948000398478786,0.2743634652661287,1.8658397124604513
window_9m,cpv_division_39.0,0.09349725355509593,0.7597773304296948,0.3963514281128678
window_9m,cpv_division_42.0,0.6489880224077591,0.4204747204256677,1.249909028801331
window_9m,cpv_division_43.0,0.8644533657610238,0.352495442297719,1.5043234910411443
window_9m,cpv_division_44.0,0.06875589017647166,0.7931568891664684,0.3343218306791398
window_9m,cpv_division_45.0,0.19903538504337737,0.6555005845536255,0.609331027892292
window_9m,cpv_division_48.0,2.499272364708626,0.11389891140140773,3.1341741364567524
window_9m,cpv_division_50.0,0.29211620883624817,0.5888675945842214,0.7639848107643581
window_9m,cpv_division_51.0,0.033578128896526706,0.854607074135142,0.22666683569954799
window_9m,cpv_division_55.0,0.24112960500853137,0.6233914423679681,0.6817897444445087
window_9m,cpv_division_64.0,0.008804802758706907,0.9252410938357256,0.1120987513555137
window_9m,cpv_division_65.0,0.22981823962374914,0.6316586338189087,0.6627829990635433
window_9m,cpv_division_66.0,0.0048782052737335446,0.9443177064268002,0.08265577304019471
window_9m,cpv_division_71.0,0.07509166095546853,0.784062660720728,0.35095913863533473
window_9m,cpv_division_72.0,17.143542215826464,3.465857421195036e-05,14.816428168457428
window_9m,cpv_division_75.0,0.6763386860000071,0.41085034268809906,1.2833151247781058
window_9m,cpv_division_77.0,1.791143863915377,0.18078685661529184,2.4676382986895526
window_9m,cpv_division_79.0,7.1795443137625075,0.007373943390068122,7.083347943790633
window_9m,cpv_division_80.0,0.005625291376171099,0.9402131663703097,0.08894021128811869
window_9m,cpv_division_85.0,1.37439829848545,0.2410576302861497,2.052549998271789
window_9m,cpv_division_9.0,0.6422971541306103,0.4228801865303604,1.2416791284294488
window_9m,cpv_division_90.0,0.09941951276394739,0.7525273565110938,0.4101840659910869
window_9m,cpv_division_92.0,0.04994344105898264,0.8231617197367741,0.28075220209915275
window_9m,cpv_division_MISSING,5.113439249663024,0.023741212220061023,5.396462589284312
window_9m,dur_was_imputed,18.689067738541567,1.5386211088695434e-05,15.988002468016663
window_9m,duration_sq,39.56230886424433,3.177572789912837e-10,31.55135577488069
window_9m,log_duration,24.709287253414075,6.666216887146906e-07,20.516628407531297
