source_notice_id,publication_year,cpv_division,buyer_key,buyer_key_type,duration_status,buyer_publication_frequency,n_later_same_buyer_sources,n_later_same_buyer_in_temporal_window,n_scored_candidates,best_score,second_best_score,score_margin,source_has_only_one_candidate,selected_candidate_notice_id,selected_candidate_multiplicity,zero_candidate_cause
26-46996,2026,72,NAME:conseil departemental de la mayenne,NAME_FALLBACK,observed,29,4,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
26-48762,2026,,NAME:conseil departemental de la mayenne,NAME_FALLBACK,observed,29,3,3,3,0.5353241349102054,0.2490487417793518,0.2862753931308535,False,26-52332,1,has_candidates
26-52332,2026,,NAME:conseil departemental de la mayenne,NAME_FALLBACK,observed,29,2,2,2,0.2353606121253877,0.2221432653335768,0.0132173467918108,False,26-66594,2,has_candidates
26-66594,2026,48,NAME:conseil departemental de la mayenne,NAME_FALLBACK,observed,29,0,0,0,,,,False,,0,no_later_same_buyer_notice
26-66290,2026,72,NAME:conseil departemental de la mayenne,NAME_FALLBACK,observed,29,0,0,0,,,,False,,0,no_later_same_buyer_notice
24-14341,2024,79,NAME:conseil departemental loire atlantique,NAME_FALLBACK,observed,13,12,10,10,0.338992926400309,0.3248680735532527,0.0141248528470562,False,25-28394,1,has_candidates
24-97797,2024,80,NAME:conseil departemental loire atlantique,NAME_FALLBACK,observed,13,11,5,5,0.2309987302492638,0.2039494112757851,0.0270493189734787,False,25-63108,2,has_candidates
24-104536,2024,92,NAME:conseil departemental loire atlantique,NAME_FALLBACK,observed,13,10,3,3,0.1756809793949602,0.1712453420837239,0.0044356373112362,False,26-17888,3,has_candidates
24-104541,2024,,NAME:conseil departemental loire atlantique,NAME_FALLBACK,observed,13,9,7,7,0.4846780551905387,0.4545641699518176,0.030113885238721,False,24-117088,2,has_candidates
24-107602,2024,,NAME:conseil departemental loire atlantique,NAME_FALLBACK,observed,13,8,6,6,0.472358738501971,0.4208904194083971,0.0514683190935738,False,24-117088,2,has_candidates
24-108447,2024,,NAME:conseil departemental loire atlantique,NAME_FALLBACK,observed,13,7,4,4,0.4520028668039343,0.3800584980425346,0.0719443687613996,False,25-63108,2,has_candidates
24-117088,2024,,NAME:conseil departemental loire atlantique,NAME_FALLBACK,observed,13,6,4,4,0.4231893952234709,0.3894077212042797,0.0337816740191911,False,25-55152,1,has_candidates
25-22758,2025,,NAME:conseil departemental loire atlantique,NAME_FALLBACK,observed,13,5,2,2,0.3561849980616424,0.2892256050958019,0.0669593929658404,False,26-17888,3,has_candidates
25-28394,2025,,NAME:conseil departemental loire atlantique,NAME_FALLBACK,observed,13,4,3,3,0.3536555972471283,0.1981653600302315,0.1554902372168968,False,26-17888,3,has_candidates
25-55152,2025,,NAME:conseil departemental loire atlantique,NAME_FALLBACK,observed,13,3,2,2,0.3770449629322056,0.347607818199908,0.0294371447322975,False,26-45351,3,has_candidates
25-63108,2025,,NAME:conseil departemental loire atlantique,NAME_FALLBACK,observed,13,2,2,2,0.4041742182450411,0.3503679453239722,0.0538062729210688,False,26-45351,3,has_candidates
26-17888,2026,,NAME:conseil departemental loire atlantique,NAME_FALLBACK,observed,13,1,1,1,0.1922880235789441,,0.1922880235789441,True,26-45351,3,has_candidates
26-45351,2026,,NAME:conseil departemental loire atlantique,NAME_FALLBACK,observed,13,0,0,0,,,,False,,0,no_later_same_buyer_notice
17-29415,2017,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,41,13,13,0.6673926099145326,0.3880974469139762,0.2792951630005564,False,21-77546,5,has_candidates
17-80194,2017,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,40,10,10,0.49373263003463,0.3747891644775506,0.1189434655570794,False,21-77546,5,has_candidates
17-104238,2017,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,39,10,10,0.5657452894961355,0.3931100257646459,0.1726352637314895,False,21-77546,5,has_candidates
17-105440,2017,45,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,38,9,9,0.348349799408426,0.3455524906793476,0.0027973087290783,False,19-21908,1,has_candidates
17-107265,2017,,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,37,10,10,0.4668159195197462,0.2959126905040992,0.170903229015647,False,17-123168,1,has_candidates
17-123168,2017,,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,36,10,10,0.3382603167576763,0.2902213736134943,0.0480389431441819,False,18-52915,1,has_candidates
17-123450,2017,48,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,35,10,10,0.3138972348936731,0.2358523237238285,0.0780449111698445,False,21-111863,3,has_candidates
17-161917,2017,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,34,5,5,0.4082112345310021,0.215164501527357,0.1930467330036451,False,21-77546,5,has_candidates
17-167643,2017,32,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,33,10,10,0.2258855936871426,0.2200422969506926,0.00584329673645,False,20-117677,2,has_candidates
18-52915,2018,,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,32,11,11,0.3344296578328162,0.2553530398553615,0.0790766179774546,False,18-149893,3,has_candidates
18-58285,2018,,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,31,11,11,0.3438414553325969,0.2429107856831232,0.1009306696494737,False,18-149893,3,has_candidates
18-73028,2018,,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,30,11,11,0.2963680915123423,0.288726973727775,0.0076411177845673,False,18-149893,3,has_candidates
18-74544,2018,50,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,29,10,10,0.4111821340991428,0.3681492539145399,0.0430328801846028,False,21-77546,5,has_candidates
18-80158,2018,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,28,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
18-96470,2018,48,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,27,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
18-114870,2018,30,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,26,12,12,0.4322517803362396,0.3623291048431919,0.0699226754930477,False,20-117677,2,has_candidates
18-149893,2018,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,25,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-4449,2019,79,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,24,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-13728,2019,,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,23,6,6,0.3577845470378908,0.2615183341153148,0.0962662129225759,False,19-98987,1,has_candidates
19-21591,2019,71,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,22,1,1,0.1001283689838552,,0.1001283689838552,True,21-111863,3,has_candidates
19-21908,2019,35,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,21,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-54309,2019,32,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,20,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-81470,2019,32,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,19,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-98987,2019,50,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,18,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
20-9474,2020,35,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,17,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
20-35774,2020,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,16,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
20-59913,2020,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,15,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
20-68352,2020,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,14,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
20-91116,2020,85,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,13,12,12,0.247105471570965,0.2278241277718554,0.0192813437991096,False,21-29866,1,has_candidates
20-107502,2020,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,12,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
20-114714,2020,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,11,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
20-117677,2020,30,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,10,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-29866,2021,30,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,9,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-35939,2021,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,8,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-36205,2021,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,7,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-51620,2021,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,6,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-53968,2021,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,5,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-69124,2021,35,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,4,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-77546,2021,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,3,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-78393,2021,72,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-80765,2021,,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,1,1,1,0.1811322604283175,,0.1811322604283175,True,21-111863,3,has_candidates
21-111863,2021,,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,imputed,42,0,0,0,,,,False,,0,no_later_same_buyer_notice
24-56081,2024,72,NAME:conseil economique social et environnemental ceser des pays de la loire,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
23-153499,2023,,NAME:conseil general d ille-et-vilaine,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-99817,2015,72,NAME:conseil general de la mayenne,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-96786,2015,72,NAME:conseil general de la sarthe,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-185112,2015,72,NAME:conseil general de la vendee,NAME_FALLBACK,imputed,8,7,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
16-2771,2016,72,NAME:conseil general de la vendee,NAME_FALLBACK,imputed,8,6,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
16-172610,2016,72,NAME:conseil general de la vendee,NAME_FALLBACK,imputed,8,5,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
17-125205,2017,72,NAME:conseil general de la vendee,NAME_FALLBACK,imputed,8,4,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
18-50678,2018,32,NAME:conseil general de la vendee,NAME_FALLBACK,imputed,8,3,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
18-121895,2018,48,NAME:conseil general de la vendee,NAME_FALLBACK,imputed,8,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-75324,2019,48,NAME:conseil general de la vendee,NAME_FALLBACK,imputed,8,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-82611,2019,48,NAME:conseil general de la vendee,NAME_FALLBACK,imputed,8,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-59425,2015,35,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,14,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
15-59556,2015,35,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,14,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
15-74284,2015,72,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,13,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
15-86544,2015,50,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,11,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
15-86342,2015,64,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,11,10,10,0.6248272906687251,0.2614239342702941,0.363403356398431,False,16-63741,1,has_candidates
15-113362,2015,30,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,10,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
16-9809,2016,72,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,9,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
16-10414,2016,72,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,8,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
16-15210,2016,79,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,6,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
16-15813,2016,72,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,6,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
16-40500,2016,48,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,5,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
16-55322,2016,,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,4,2,2,0.1036357669457601,0.0995293280495708,0.0041064388961892,False,16-118029,2,has_candidates
16-63741,2016,64,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,3,1,1,0.0636836239261725,,0.0636836239261725,True,16-118029,2,has_candidates
16-115075,2016,30,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
16-118057,2016,30,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
16-118029,2016,30,NAME:conseil general de loire-atlantique,NAME_FALLBACK,imputed,16,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-33752,2015,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,69,7,7,0.3255052314320441,0.287462952549004,0.03804227888304,False,19-174098,2,has_candidates
15-71764,2015,92,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,68,12,12,0.4048159965992103,0.3536677857537216,0.0511482108454887,False,16-136139,1,has_candidates
15-72457,2015,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,67,6,6,0.3124260948037454,0.3038518150684578,0.0085742797352876,False,19-75460,1,has_candidates
15-115319,2015,30,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,66,13,13,0.3292158876287769,0.2899913994143273,0.0392244882144496,False,18-28408,1,has_candidates
15-182813,2015,79,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,65,6,6,0.3162901053874531,0.2743031438921378,0.0419869614953153,False,20-12202,1,has_candidates
16-32344,2016,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,64,4,4,0.3769225178730954,0.2680787966659314,0.108843721207164,False,20-125567,2,has_candidates
16-61484,2016,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,63,5,5,0.3460529029063824,0.3116128465683127,0.0344400563380697,False,20-125567,2,has_candidates
16-84309,2016,32,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,62,8,8,0.2768205050851522,0.2258753411486152,0.050945163936537,False,19-129278,1,has_candidates
16-85552,2016,35,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,61,7,7,0.2555713474708248,0.2288968565057766,0.026674490965048,False,21-16505,4,has_candidates
16-85662,2016,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,59,6,6,0.3963223966237515,0.3555386869118144,0.0407837097119371,False,21-16505,4,has_candidates
16-85619,2016,32,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,59,5,5,0.3819492365520663,0.3713487728771941,0.0106004636748722,False,19-174098,2,has_candidates
16-124376,2016,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,58,7,7,0.4042504619082324,0.3839117714566441,0.0203386904515882,False,21-35651,3,has_candidates
16-136139,2016,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,57,9,9,0.6960708639626554,0.3802122975130239,0.3158585664496315,False,21-35651,3,has_candidates
16-175178,2016,,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,56,12,12,0.3712947882750887,0.3339831691948889,0.0373116190801998,False,18-31687,1,has_candidates
16-175021,2016,71,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,55,6,6,0.3012331421245925,0.2455904745903512,0.0556426675342413,False,20-70855,1,has_candidates
17-34018,2017,,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,54,19,19,0.3415032339815661,0.3262634959490399,0.0152397380325262,False,17-120212,1,has_candidates
17-44607,2017,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,53,9,9,0.4989363664467803,0.3454409312832942,0.1534954351634861,False,21-67771,3,has_candidates
17-48788,2017,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,52,9,9,0.3351948756545926,0.3028943158429971,0.0323005598115955,False,22-8616,5,has_candidates
17-62129,2017,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,51,8,8,0.3861760008564783,0.3371662824088169,0.0490097184476614,False,21-35651,3,has_candidates
17-68186,2017,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,50,7,7,0.400567672993612,0.339100581789401,0.0614670912042109,False,22-13142,1,has_candidates
17-71849,2017,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,49,9,9,0.4111676629874775,0.3587039587938765,0.0524637041936009,False,22-8616,5,has_candidates
17-85841,2017,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,48,7,8,0.2833400529059754,0.2279509525559618,0.0553891003500135,False,21-130956,1,has_candidates
17-102708,2017,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,47,8,8,0.3588834258802851,0.3369133584236516,0.0219700674566334,False,21-67771,3,has_candidates
17-103193,2017,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,45,7,7,0.3116326865103947,0.2855239205797135,0.0261087659306811,False,22-84327,3,has_candidates
17-102923,2017,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,45,8,9,0.2991106333458483,0.2904604735850416,0.0086501597608066,False,21-67771,3,has_candidates
17-114118,2017,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,44,7,7,0.36138547260263,0.3473240503392995,0.0140614222633305,False,22-25102,4,has_candidates
17-118765,2017,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,43,7,7,0.4801708354419554,0.3080305572423314,0.1721402781996239,False,22-25102,4,has_candidates
17-120212,2017,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,42,7,7,0.3721970527216184,0.3682984206652596,0.0038986320563588,False,22-8616,5,has_candidates
17-140377,2017,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,41,7,7,0.4224222714308476,0.4104672369380717,0.0119550344927759,False,22-8616,5,has_candidates
17-140948,2017,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,40,7,7,0.360962909205669,0.346159315857039,0.01480359334863,False,22-25102,4,has_candidates
17-142035,2017,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,39,7,7,0.3522417845370709,0.3072539941523289,0.044987790384742,False,22-25102,4,has_candidates
18-265,2018,32,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,38,10,10,0.3160773596814714,0.2883757050220983,0.027701654659373,False,21-115415,2,has_candidates
18-12119,2018,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,37,7,7,0.3491035319380584,0.2577620834466978,0.0913414484913605,False,22-84327,3,has_candidates
18-28408,2018,,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,36,6,6,0.3297162922470364,0.3265245768718459,0.0031917153751905,False,19-79409,1,has_candidates
18-31687,2018,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,35,4,4,0.3365592844408704,0.3266930486856014,0.009866235755269,False,22-84327,3,has_candidates
18-46804,2018,66,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,34,8,8,0.2855937700159022,0.2317294275449677,0.0538643424709344,False,21-16505,4,has_candidates
18-87166,2018,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,33,5,5,0.3103423096345732,0.2841563993628033,0.0261859102717699,False,22-141355,1,has_candidates
18-101994,2018,,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,32,6,6,0.3408368228096848,0.3389244611145174,0.0019123616951673,False,19-32405,1,has_candidates
18-105237,2018,35,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,31,6,6,0.2920458801909619,0.2626149801533509,0.029430900037611,False,22-95015,1,has_candidates
18-124336,2018,30,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,30,8,8,0.3498856421009031,0.3069865934868182,0.0428990486140848,False,21-16505,4,has_candidates
19-32405,2019,35,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,29,1,1,0.234045561685404,,0.234045561685404,True,23-140453,6,has_candidates
19-44791,2019,,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,28,4,4,0.3136258301842058,0.3022737416977017,0.011352088486504,False,20-116086,1,has_candidates
19-56150,2019,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,27,3,3,0.2902319405384839,0.2014436212023999,0.0887883193360839,False,23-140453,6,has_candidates
19-75460,2019,30,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,26,6,7,0.3022326442178471,0.2930203996385817,0.0092122445792654,False,22-8616,5,has_candidates
19-79409,2019,90,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,25,4,4,0.2830400260298676,0.1532493976469512,0.1297906283829164,False,23-45575,1,has_candidates
19-129278,2019,30,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,24,7,7,0.4619110007596858,0.3483544788360781,0.1135565219236077,False,21-115415,2,has_candidates
19-174098,2019,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,23,1,1,0.1870083779581108,,0.1870083779581108,True,23-140453,6,has_candidates
19-184490,2019,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,22,1,1,0.071191988712923,,0.071191988712923,True,23-140453,6,has_candidates
20-12202,2020,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,21,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
20-70855,2020,32,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,20,3,3,0.2653888517563894,0.2451352963766385,0.0202535553797509,False,23-94478,1,has_candidates
20-116086,2020,71,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,19,3,3,0.2898419917028945,0.2018637757336837,0.0879782159692108,False,23-140453,6,has_candidates
20-125567,2020,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,18,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-16505,2021,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,17,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-35651,2021,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,16,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-46043,2021,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,15,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-62138,2021,35,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,14,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-67771,2021,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,13,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-89559,2021,71,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,12,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-115415,2021,30,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,11,3,3,0.437744775614219,0.2463619415848444,0.1913828340293745,False,23-140453,6,has_candidates
21-130956,2021,79,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,10,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
22-8616,2022,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,9,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
22-13142,2022,72,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,8,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
22-25102,2022,48,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,7,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
22-84327,2022,30,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,6,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
22-95015,2022,32,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,5,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
22-127675,2022,32,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,4,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
22-141355,2022,71,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,3,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
23-45575,2023,92,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
23-94478,2023,35,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
23-140453,2023,30,NAME:conseil regional des pays de la loire,NAME_FALLBACK,imputed,70,0,0,0,,,,False,,0,no_later_same_buyer_notice
19-164716,2019,72,NAME:conservatoire du littoral,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
26-68729,2026,,NAME:corepem,NAME_FALLBACK,observed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
16-34964,2016,35,NAME:cour d appel de rennes,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-81783,2015,30,NAME:cpam de la charente maritime,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
21-30450,2021,32,NAME:crdc le lieu unique,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
25-35958,2025,48,NAME:creps des pays de la loire,NAME_FALLBACK,observed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-145893,2015,72,NAME:crous de nantes,NAME_FALLBACK,imputed,6,5,1,1,0.2276522712808016,,0.2276522712808016,True,20-75569,1,has_candidates
