source_notice_id,publication_year,cpv_division,buyer_key,buyer_key_type,duration_status,buyer_publication_frequency,n_later_same_buyer_sources,n_later_same_buyer_in_temporal_window,n_scored_candidates,best_score,second_best_score,score_margin,source_has_only_one_candidate,selected_candidate_notice_id,selected_candidate_multiplicity,zero_candidate_cause
21-148591,2021,32,NAME:laval agglomeration,NAME_FALLBACK,imputed,9,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
22-12003,2022,32,NAME:laval agglomeration,NAME_FALLBACK,imputed,9,0,0,0,,,,False,,0,no_later_same_buyer_notice
17-25253,2017,48,NAME:le grand t - theatre loire-atlantique,NAME_FALLBACK,imputed,2,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
18-137958,2018,72,NAME:le grand t - theatre loire-atlantique,NAME_FALLBACK,imputed,2,0,0,0,,,,False,,0,no_later_same_buyer_notice
24-45430,2024,72,NAME:le mans metropole,NAME_FALLBACK,observed,8,7,1,1,0.4119370095270419,,0.4119370095270419,True,26-6827,2,has_candidates
24-98940,2024,72,NAME:le mans metropole,NAME_FALLBACK,observed,8,6,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
24-111365,2024,35,NAME:le mans metropole,NAME_FALLBACK,observed,8,5,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
24-119371,2024,72,NAME:le mans metropole,NAME_FALLBACK,observed,8,4,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
24-136390,2024,,NAME:le mans metropole,NAME_FALLBACK,observed,8,3,3,3,0.2507525039267168,0.152093919448058,0.0986585844786587,False,25-57823,1,has_candidates
25-15910,2025,,NAME:le mans metropole,NAME_FALLBACK,observed,8,2,1,1,0.334291498225473,,0.334291498225473,True,26-6827,2,has_candidates
25-57823,2025,72,NAME:le mans metropole,NAME_FALLBACK,observed,8,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
26-6827,2026,72,NAME:le mans metropole,NAME_FALLBACK,observed,8,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-76604,2015,30,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,14,3,3,0.3058935611038108,0.238784316667425,0.0671092444363857,False,17-69162,1,has_candidates
15-101366,2015,35,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,13,3,3,0.2707467671061223,0.2617754501549766,0.0089713169511457,False,19-160471,1,has_candidates
15-107245,2015,48,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,12,3,3,0.302964194141614,0.1557037698974848,0.1472604242441291,False,19-177021,2,has_candidates
15-144617,2015,50,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,11,1,1,0.0888866453506819,,0.0888866453506819,True,19-120297,3,has_candidates
15-178728,2015,48,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,10,3,3,0.20670142129689,0.1953675393627272,0.0113338819341628,False,19-177021,2,has_candidates
16-16627,2016,72,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,9,1,1,0.0999565618009468,,0.0999565618009468,True,20-85738,2,has_candidates
16-38113,2016,72,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,8,1,1,0.099157176940839,,0.099157176940839,True,20-85738,2,has_candidates
17-10496,2017,30,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,7,3,3,0.2771234471381812,0.1787860208212034,0.0983374263169777,False,19-120297,3,has_candidates
17-40324,2017,72,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,6,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
17-69162,2017,72,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,5,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
18-40228,2018,45,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,4,3,3,0.2754580107051393,0.142151370886077,0.1333066398190622,False,19-120297,3,has_candidates
19-120297,2019,32,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,3,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-160471,2019,72,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-177021,2019,48,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
20-85738,2020,71,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,imputed,15,0,0,0,,,,False,,0,no_later_same_buyer_notice
18-67939,2018,35,NAME:le voyage a nantes,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
17-78663,2017,32,NAME:les quinconces l espal,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
18-100479,2018,72,NAME:loire atlantique developpement - gie,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
26-33353,2026,,NAME:loire-atlantique developpement - gie,NAME_FALLBACK,observed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-52383,2015,45,NAME:loire-atlantique numerique,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
16-77846,2016,30,NAME:lycee chevrollier,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
25-69413,2025,,NAME:lycee des metiers chevrollier-greta,NAME_FALLBACK,imputed,2,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
26-66699,2026,42,NAME:lycee des metiers chevrollier-greta,NAME_FALLBACK,imputed,2,0,0,0,,,,False,,0,no_later_same_buyer_notice
25-81759,2025,30,NAME:lycee des metiers chevrollier-greta-cfa 49,NAME_FALLBACK,observed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
16-65767,2016,,NAME:lycee general et technologique livet,NAME_FALLBACK,imputed,2,1,1,1,0.3680421223106888,,0.3680421223106888,True,16-92246,1,has_candidates
16-92246,2016,,NAME:lycee general et technologique livet,NAME_FALLBACK,imputed,2,0,0,0,,,,False,,0,no_later_same_buyer_notice
20-63787,2020,30,NAME:lycee livet,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
16-77563,2016,32,NAME:lycee polyvalent leonard de vinci,NAME_FALLBACK,imputed,5,4,1,1,0.5678032034766622,,0.5678032034766622,True,19-160018,1,has_candidates
17-79002,2017,32,NAME:lycee polyvalent leonard de vinci,NAME_FALLBACK,imputed,5,3,1,1,0.702043272383722,,0.702043272383722,True,20-140005,1,has_candidates
18-79743,2018,32,NAME:lycee polyvalent leonard de vinci,NAME_FALLBACK,imputed,5,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-160018,2019,32,NAME:lycee polyvalent leonard de vinci,NAME_FALLBACK,imputed,5,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
20-140005,2020,32,NAME:lycee polyvalent leonard de vinci,NAME_FALLBACK,imputed,5,0,0,0,,,,False,,0,no_later_same_buyer_notice
26-68031,2026,42,NAME:lycee polyvalent robert garnier,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
22-64763,2022,,NAME:lycee professionnel leonard de vinci,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
24-134460,2024,32,NAME:lycee public leonard de vinci,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
17-1971,2017,48,NAME:maine loire habitat office pub habitat,NAME_FALLBACK,imputed,2,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
17-80380,2017,32,NAME:maine loire habitat office pub habitat,NAME_FALLBACK,imputed,2,0,0,0,,,,False,,0,no_later_same_buyer_notice
24-10697,2024,72,NAME:mairie,NAME_FALLBACK,observed,3,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
25-50885,2025,72,NAME:mairie,NAME_FALLBACK,observed,3,0,0,0,,,,False,,0,no_later_same_buyer_notice
25-50565,2025,72,NAME:mairie,NAME_FALLBACK,observed,3,0,0,0,,,,False,,0,no_later_same_buyer_notice
16-82782,2016,90,NAME:mairie de bauge en anjou,NAME_FALLBACK,imputed,2,1,1,1,0.4043205807981499,,0.4043205807981499,True,19-99589,1,has_candidates
19-99589,2019,72,NAME:mairie de bauge en anjou,NAME_FALLBACK,imputed,2,0,0,0,,,,False,,0,no_later_same_buyer_notice
21-62119,2021,48,NAME:mairie de blain,NAME_FALLBACK,imputed,3,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
23-42712,2023,50,NAME:mairie de blain,NAME_FALLBACK,imputed,3,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
24-117333,2024,,NAME:mairie de blain,NAME_FALLBACK,imputed,3,0,0,0,,,,False,,0,no_later_same_buyer_notice
18-117710,2018,,NAME:mairie de brissac-quince,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
19-142971,2019,35,NAME:mairie de cordemais,NAME_FALLBACK,imputed,2,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
24-78276,2024,72,NAME:mairie de cordemais,NAME_FALLBACK,imputed,2,0,0,0,,,,False,,0,no_later_same_buyer_notice
16-50276,2016,,NAME:mairie de coueron,NAME_FALLBACK,imputed,10,9,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
18-41400,2018,,NAME:mairie de coueron,NAME_FALLBACK,imputed,10,8,2,2,0.5736508979413053,0.1874352507443186,0.3862156471969867,False,18-177907,1,has_candidates
18-177907,2018,,NAME:mairie de coueron,NAME_FALLBACK,imputed,10,7,4,4,0.38886678098257,0.2390483796936915,0.1498184012888785,False,19-101998,2,has_candidates
19-30217,2019,,NAME:mairie de coueron,NAME_FALLBACK,imputed,10,6,3,3,0.5476885540782093,0.3045453556346782,0.243143198443531,False,19-101998,2,has_candidates
19-55346,2019,,NAME:mairie de coueron,NAME_FALLBACK,imputed,10,5,2,2,0.2675419030688735,0.2221110479963441,0.0454308550725294,False,19-180074,1,has_candidates
19-101998,2019,30,NAME:mairie de coueron,NAME_FALLBACK,imputed,10,4,1,1,0.3445375559585184,,0.3445375559585184,True,22-50687,1,has_candidates
19-180074,2019,48,NAME:mairie de coueron,NAME_FALLBACK,imputed,10,3,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
20-52194,2020,,NAME:mairie de coueron,NAME_FALLBACK,imputed,10,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-60810,2021,32,NAME:mairie de coueron,NAME_FALLBACK,imputed,10,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
22-50687,2022,,NAME:mairie de coueron,NAME_FALLBACK,imputed,10,0,0,0,,,,False,,0,no_later_same_buyer_notice
20-10746,2020,,NAME:mairie de la chapelle sur erdre,NAME_FALLBACK,imputed,3,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-90937,2021,48,NAME:mairie de la chapelle sur erdre,NAME_FALLBACK,imputed,3,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-139413,2021,30,NAME:mairie de la chapelle sur erdre,NAME_FALLBACK,imputed,3,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-39992,2015,,NAME:mairie de la montagne,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
24-21384,2024,72,NAME:mairie de noirmoutier en l ile,NAME_FALLBACK,observed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
24-10367,2024,48,NAME:mairie de reze,NAME_FALLBACK,observed,4,3,2,2,0.2189232754472565,0.1849112800632124,0.0340119953840441,False,25-39078,1,has_candidates
24-115034,2024,72,NAME:mairie de reze,NAME_FALLBACK,observed,4,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
25-39078,2025,35,NAME:mairie de reze,NAME_FALLBACK,observed,4,1,1,1,0.2143714841688619,,0.2143714841688619,True,26-60330,1,has_candidates
26-60330,2026,32,NAME:mairie de reze,NAME_FALLBACK,observed,4,0,0,0,,,,False,,0,no_later_same_buyer_notice
21-39936,2021,32,NAME:mairie de saint etienne de montluc,NAME_FALLBACK,imputed,3,2,1,1,0.3150058015309579,,0.3150058015309579,True,24-74340,1,has_candidates
24-74340,2024,72,NAME:mairie de saint etienne de montluc,NAME_FALLBACK,observed,3,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
25-73669,2025,,NAME:mairie de saint etienne de montluc,NAME_FALLBACK,observed,3,0,0,0,,,,False,,0,no_later_same_buyer_notice
17-79188,2017,30,NAME:mairie de saint-gilles-croix-de-vie,NAME_FALLBACK,imputed,2,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
18-80117,2018,32,NAME:mairie de saint-gilles-croix-de-vie,NAME_FALLBACK,imputed,2,0,0,0,,,,False,,0,no_later_same_buyer_notice
24-39769,2024,72,NAME:mairie de saint-herblain,NAME_FALLBACK,observed,4,3,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
24-127156,2024,48,NAME:mairie de saint-herblain,NAME_FALLBACK,imputed,4,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
25-19380,2025,48,NAME:mairie de saint-herblain,NAME_FALLBACK,imputed,4,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
25-75379,2025,35,NAME:mairie de saint-herblain,NAME_FALLBACK,observed,4,0,0,0,,,,False,,0,no_later_same_buyer_notice
17-156571,2017,45,NAME:mairie de saint-viaud,NAME_FALLBACK,imputed,2,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
17-172856,2017,45,NAME:mairie de saint-viaud,NAME_FALLBACK,imputed,2,0,0,0,,,,False,,0,no_later_same_buyer_notice
25-140719,2025,48,NAME:mairie de st herblain,NAME_FALLBACK,imputed,3,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
26-41056,2026,48,NAME:mairie de st herblain,NAME_FALLBACK,imputed,3,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
26-59246,2026,48,NAME:mairie de st herblain,NAME_FALLBACK,observed,3,0,0,0,,,,False,,0,no_later_same_buyer_notice
25-141997,2025,72,NAME:mairie de thouare-sur-loire,NAME_FALLBACK,observed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
16-125564,2016,,NAME:mairie de varades,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-98106,2015,,NAME:mairie des sables d olonne,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
17-19635,2017,32,NAME:mairie du croisic,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
18-26406,2018,71,NAME:mancelle d habitation,NAME_FALLBACK,imputed,3,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
18-125716,2018,72,NAME:mancelle d habitation,NAME_FALLBACK,imputed,3,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-56301,2019,71,NAME:mancelle d habitation,NAME_FALLBACK,imputed,3,0,0,0,,,,False,,0,no_later_same_buyer_notice
18-86637,2018,,NAME:mauges communaute,NAME_FALLBACK,imputed,7,6,1,1,0.115451819475075,,0.115451819475075,True,19-87996,1,has_candidates
19-87996,2019,,NAME:mauges communaute,NAME_FALLBACK,imputed,7,5,3,3,0.5120543144984668,0.2243795264135366,0.2876747880849302,False,19-118070,1,has_candidates
19-118070,2019,,NAME:mauges communaute,NAME_FALLBACK,imputed,7,4,3,3,0.2982954265449427,0.2668127283408252,0.0314826982041174,False,20-35528,1,has_candidates
20-35528,2020,,NAME:mauges communaute,NAME_FALLBACK,imputed,7,3,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
20-47774,2020,,NAME:mauges communaute,NAME_FALLBACK,imputed,7,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
20-81059,2020,48,NAME:mauges communaute,NAME_FALLBACK,imputed,7,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
26-29624,2026,48,NAME:mauges communaute,NAME_FALLBACK,imputed,7,0,0,0,,,,False,,0,no_later_same_buyer_notice
17-37238,2017,71,NAME:mayenne tres haut debit,NAME_FALLBACK,imputed,3,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
18-39750,2018,71,NAME:mayenne tres haut debit,NAME_FALLBACK,imputed,3,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
22-28562,2022,71,NAME:mayenne tres haut debit,NAME_FALLBACK,imputed,3,0,0,0,,,,False,,0,no_later_same_buyer_notice
21-124267,2021,72,NAME:medde dgac scn ssim,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
26-50474,2026,35,NAME:megalis,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
25-35355,2025,32,NAME:metropole,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
18-114060,2018,,NAME:metropole nantes metropole,NAME_FALLBACK,imputed,8,7,3,3,0.1933840315751598,0.1540043097078596,0.0393797218673001,False,18-146989,1,has_candidates
18-146989,2018,48,NAME:metropole nantes metropole,NAME_FALLBACK,imputed,8,6,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-103833,2019,48,NAME:metropole nantes metropole,NAME_FALLBACK,imputed,8,5,1,1,0.3135079203862653,,0.3135079203862653,True,23-91904,1,has_candidates
19-105305,2019,,NAME:metropole nantes metropole,NAME_FALLBACK,imputed,8,4,1,1,0.1385115172526977,,0.1385115172526977,True,20-71610,1,has_candidates
20-71610,2020,72,NAME:metropole nantes metropole,NAME_FALLBACK,imputed,8,3,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-147677,2021,79,NAME:metropole nantes metropole,NAME_FALLBACK,imputed,8,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
22-50379,2022,48,NAME:metropole nantes metropole,NAME_FALLBACK,imputed,8,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
23-91904,2023,50,NAME:metropole nantes metropole,NAME_FALLBACK,imputed,8,0,0,0,,,,False,,0,no_later_same_buyer_notice
16-27384,2016,35,NAME:mindef dga do s2a,NAME_FALLBACK,imputed,2,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
16-43654,2016,35,NAME:mindef dga do s2a,NAME_FALLBACK,imputed,2,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-37182,2015,35,NAME:mindef dga dt scat,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
19-123299,2019,32,NAME:mindef ema dc sca pfaf co rennes,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
19-20943,2019,45,NAME:mindef sga dcsid esid bordeaux,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-142958,2015,,NAME:ministere budget comptes publics,NAME_FALLBACK,imputed,2,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
17-22310,2017,,NAME:ministere budget comptes publics,NAME_FALLBACK,imputed,2,0,0,0,,,,False,,0,no_later_same_buyer_notice
24-35294,2024,45,NAME:ministere de l economie des finances et de la souverainete industrielle et numerique secretariat general service des achats des finances - sous-direction de la gestion financiere et des achats bureau des achats mutualises de l administration centrale,NAME_FALLBACK,observed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-50314,2015,72,NAME:ministere des affaires etrangeres,NAME_FALLBACK,imputed,12,11,2,2,0.3108007063668672,0.2796840964245356,0.0311166099423316,False,19-51014,3,has_candidates
15-85320,2015,48,NAME:ministere des affaires etrangeres,NAME_FALLBACK,imputed,12,10,2,2,0.2318127720263954,0.1868068331143232,0.0450059389120721,False,19-51014,3,has_candidates
15-98976,2015,48,NAME:ministere des affaires etrangeres,NAME_FALLBACK,imputed,12,9,2,2,0.2451188600613095,0.1562522719000232,0.0888665881612862,False,19-51014,3,has_candidates
15-194034,2015,48,NAME:ministere des affaires etrangeres,NAME_FALLBACK,imputed,12,8,1,1,0.2893299640802859,,0.2893299640802859,True,20-8874,1,has_candidates
16-25268,2016,32,NAME:ministere des affaires etrangeres,NAME_FALLBACK,imputed,12,7,2,2,0.367113617077607,0.3483623387474926,0.0187512783301143,False,19-34512,1,has_candidates
17-66272,2017,80,NAME:ministere des affaires etrangeres,NAME_FALLBACK,imputed,12,6,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
17-134575,2017,72,NAME:ministere des affaires etrangeres,NAME_FALLBACK,imputed,12,5,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-34512,2019,32,NAME:ministere des affaires etrangeres,NAME_FALLBACK,imputed,12,4,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-51014,2019,32,NAME:ministere des affaires etrangeres,NAME_FALLBACK,imputed,12,3,1,1,0.1717441908753584,,0.1717441908753584,True,22-120139,1,has_candidates
20-8874,2020,72,NAME:ministere des affaires etrangeres,NAME_FALLBACK,imputed,12,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
22-120139,2022,72,NAME:ministere des affaires etrangeres,NAME_FALLBACK,imputed,12,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
23-61473,2023,72,NAME:ministere des affaires etrangeres,NAME_FALLBACK,imputed,12,0,0,0,,,,False,,0,no_later_same_buyer_notice
16-56370,2016,,NAME:mission val de loire syndicat mixte i,NAME_FALLBACK,imputed,2,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
18-174547,2018,,NAME:mission val de loire syndicat mixte i,NAME_FALLBACK,imputed,2,0,0,0,,,,False,,0,no_later_same_buyer_notice
16-11249,2016,50,NAME:montrevault-sur-evre,NAME_FALLBACK,imputed,8,7,1,1,0.1760014846557636,,0.1760014846557636,True,19-190109,3,has_candidates
16-15282,2016,48,NAME:montrevault-sur-evre,NAME_FALLBACK,imputed,8,6,1,1,0.2712672276724734,,0.2712672276724734,True,19-190109,3,has_candidates
16-54252,2016,48,NAME:montrevault-sur-evre,NAME_FALLBACK,imputed,8,5,1,1,0.1733622948468607,,0.1733622948468607,True,19-190109,3,has_candidates
16-145577,2016,,NAME:montrevault-sur-evre,NAME_FALLBACK,imputed,8,4,2,2,0.3784173876421575,0.2535136099305555,0.124903777711602,False,17-51018,1,has_candidates
17-51018,2017,,NAME:montrevault-sur-evre,NAME_FALLBACK,imputed,8,3,1,1,0.1877884878506948,,0.1877884878506948,True,17-83585,1,has_candidates
17-83585,2017,,NAME:montrevault-sur-evre,NAME_FALLBACK,imputed,8,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-190109,2019,35,NAME:montrevault-sur-evre,NAME_FALLBACK,imputed,8,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
21-29764,2021,,NAME:montrevault-sur-evre,NAME_FALLBACK,imputed,8,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-43293,2015,,NAME:msa loire-atlantique - vendee,NAME_FALLBACK,imputed,2,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
19-79923,2019,,NAME:msa loire-atlantique - vendee,NAME_FALLBACK,imputed,2,0,0,0,,,,False,,0,no_later_same_buyer_notice
20-149342,2020,72,NAME:museum national d histoire naturelle,NAME_FALLBACK,imputed,3,2,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
20-158264,2020,72,NAME:museum national d histoire naturelle,NAME_FALLBACK,imputed,3,1,0,0,,,,False,,0,temporal_window_excluded_all_later_same_buyer
23-111566,2023,45,NAME:museum national d histoire naturelle,NAME_FALLBACK,imputed,3,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-133523,2015,48,NAME:nantes habitat,NAME_FALLBACK,imputed,1,0,0,0,,,,False,,0,no_later_same_buyer_notice
15-55407,2015,79,NAME:nantes metropole,NAME_FALLBACK,imputed,182,181,22,22,0.3807366726428752,0.3375546671057247,0.0431820055371505,False,19-189603,3,has_candidates
15-75567,2015,48,NAME:nantes metropole,NAME_FALLBACK,imputed,182,180,18,18,0.808631494057763,0.607409399264766,0.201222094792997,False,19-105083,1,has_candidates
15-84820,2015,79,NAME:nantes metropole,NAME_FALLBACK,imputed,182,178,22,22,0.378612730681689,0.3374047056164548,0.0412080250652341,False,19-189603,3,has_candidates
15-84881,2015,48,NAME:nantes metropole,NAME_FALLBACK,imputed,182,178,22,22,0.3809303622204077,0.337929657650043,0.0430007045703647,False,19-189603,3,has_candidates
15-89902,2015,,NAME:nantes metropole,NAME_FALLBACK,imputed,182,177,19,19,0.3783540190411256,0.3429137754281501,0.0354402436129755,False,15-192356,1,has_candidates
15-100455,2015,35,NAME:nantes metropole,NAME_FALLBACK,imputed,182,176,22,22,0.5912505643053088,0.3555787993580194,0.2356717649472893,False,19-156899,1,has_candidates
15-159244,2015,48,NAME:nantes metropole,NAME_FALLBACK,imputed,182,174,22,23,0.6710701497771914,0.5167696592141751,0.1543004905630163,False,19-151382,1,has_candidates
15-162447,2015,,NAME:nantes metropole,NAME_FALLBACK,imputed,182,174,22,22,0.4069505237662212,0.380524070033422,0.0264264537327992,False,16-49246,1,has_candidates
15-160539,2015,,NAME:nantes metropole,NAME_FALLBACK,imputed,182,173,23,23,0.3840318839968244,0.3720617178084065,0.0119701661884178,False,16-57014,1,has_candidates
15-175210,2015,72,NAME:nantes metropole,NAME_FALLBACK,imputed,182,172,24,24,0.3727430847447172,0.3700822449708392,0.002660839773878,False,20-32203,3,has_candidates
15-178791,2015,72,NAME:nantes metropole,NAME_FALLBACK,imputed,182,171,22,22,0.6293790344280494,0.6113635875928471,0.0180154468352022,False,19-191665,1,has_candidates
15-192356,2015,72,NAME:nantes metropole,NAME_FALLBACK,imputed,182,170,22,22,0.7644784430602949,0.4300617024837896,0.3344167405765052,False,20-32203,3,has_candidates
16-31513,2016,,NAME:nantes metropole,NAME_FALLBACK,imputed,182,169,20,20,0.3643223763359384,0.3583702225834655,0.0059521537524728,False,16-128178,1,has_candidates
16-33283,2016,72,NAME:nantes metropole,NAME_FALLBACK,imputed,182,168,24,24,0.3818862146687873,0.3753492791848848,0.0065369354839024,False,20-32203,3,has_candidates
16-33632,2016,72,NAME:nantes metropole,NAME_FALLBACK,imputed,182,167,24,24,0.4729446083787131,0.4325297607123005,0.0404148476664126,False,20-26585,1,has_candidates
16-37108,2016,64,NAME:nantes metropole,NAME_FALLBACK,imputed,182,166,17,17,0.4377157779702438,0.4325316555076325,0.0051841224626112,False,17-55087,1,has_candidates
16-49246,2016,,NAME:nantes metropole,NAME_FALLBACK,imputed,182,165,17,17,0.3351680301026624,0.3266752192722551,0.0084928108304073,False,16-137769,1,has_candidates
16-54197,2016,48,NAME:nantes metropole,NAME_FALLBACK,imputed,182,163,24,24,0.3618690541838042,0.3091763291797949,0.0526927250040093,False,20-49949,3,has_candidates
16-54370,2016,48,NAME:nantes metropole,NAME_FALLBACK,imputed,182,163,24,24,0.3606497122905699,0.3055166236974764,0.0551330885930935,False,20-49949,3,has_candidates
16-57014,2016,,NAME:nantes metropole,NAME_FALLBACK,imputed,182,162,15,16,0.3819205811287137,0.3341376083579219,0.0477829727707917,False,16-155479,3,has_candidates
16-63342,2016,45,NAME:nantes metropole,NAME_FALLBACK,imputed,182,161,28,30,0.338719915631517,0.3076157701633548,0.0311041454681622,False,17-143219,3,has_candidates
16-73215,2016,72,NAME:nantes metropole,NAME_FALLBACK,imputed,182,159,24,24,0.495520666012774,0.3740592141462564,0.1214614518665176,False,20-26328,1,has_candidates
