variant,term,test_statistic,p,-log2(p)
strict,buyer_key_type_RAW_SIRET,2.0839099490732527,0.14885844753422064,2.747986999815165
strict,cpv_division_22.0,2.2867350585526887,0.1304841499176518,2.9380535235249807
strict,cpv_division_30.0,1.200446256106275,0.27323250432153545,1.8717989749706276
strict,cpv_division_31.0,1.5742764361967083,0.20958705679000292,2.25437847000365
strict,cpv_division_32.0,3.8733831612304606,0.04905753965436661,4.349381308456688
strict,cpv_division_33.0,1.1508304635557254,0.28337537199487034,1.8192137150534498
strict,cpv_division_34.0,0.035168747396452024,0.8512424988078298,0.23235791480867565
strict,cpv_division_35.0,0.5020458704804892,0.47860256119233247,1.063099977556312
strict,cpv_division_38.0,1.8912410634807884,0.16906200840260616,2.5643756010009424
strict,cpv_division_39.0,0.01962304493190998,0.8885949817196523,0.17040210103957446
strict,cpv_division_42.0,0.001242010176006858,0.9718866404931631,0.04114004518769101
strict,cpv_division_43.0,0.5641809803100127,0.4525805500726917,1.1437535096564395
strict,cpv_division_44.0,0.0007624708028722806,0.9779709137248682,0.03213653691731657
strict,cpv_division_45.0,0.0005221503227778251,0.9817694385586133,0.02654383705096516
strict,cpv_division_48.0,0.6569257090743238,0.41764738618445785,1.2596426858174352
strict,cpv_division_50.0,0.8569630695797793,0.35458995278244787,1.4957764364744843
strict,cpv_division_51.0,0.021849061318798452,0.8824893394713094,0.18034924424832618
strict,cpv_division_55.0,0.3588377865580727,0.5491524085928907,0.8647214928220296
strict,cpv_division_64.0,0.06687479028197307,0.795942644493867,0.3292636207585694
strict,cpv_division_65.0,0.3462782757651309,0.556227506709293,0.8462530039031485
strict,cpv_division_66.0,0.0015987362315369458,0.9681057229736302,0.046763487799598095
strict,cpv_division_71.0,1.268618567486938,0.26002599573593055,1.9432722330007564
strict,cpv_division_72.0,16.880765797542885,3.980288012492309e-05,14.616767646893827
strict,cpv_division_75.0,0.3688775715817418,0.5436167243228975,0.8793382537074569
strict,cpv_division_77.0,2.4253918902643865,0.11938338268542335,3.066326057160192
strict,cpv_division_79.0,4.288187422388537,0.03837805949644854,4.703574423150917
strict,cpv_division_80.0,0.00019186497810620175,0.9889484287428468,0.01603280498168685
strict,cpv_division_85.0,1.7523313611971354,0.18558391603679802,2.4298564127593743
strict,cpv_division_9.0,0.7167580764530684,0.39720938212836865,1.332028395006439
strict,cpv_division_90.0,0.12414012432556731,0.7245868595496765,0.4647694522681398
strict,cpv_division_92.0,0.030359999103190295,0.8616759003186099,0.2147827602902396
strict,cpv_division_MISSING,5.381109105873093,0.02035593319875826,5.618406827773106
strict,dur_was_imputed,12.707102991714892,0.0003642693054714134,11.422706945571777
strict,duration_sq,32.92108252923066,9.597677968960804e-09,26.634667446889377
strict,log_duration,24.043661212222812,9.417577943548694e-07,20.018140595682528
