validation_case_id,validation_stratum,source_notice_id,candidate_notice_id,source_publication_date,candidate_publication_date,time_gap_months,source_buyer_key_type,candidate_buyer_key_type,source_buyer_name_normalized,candidate_buyer_name_normalized,source_cpv,candidate_cpv,source_cpv_division,candidate_cpv_division,source_object,candidate_object,source_boamp_url,candidate_boamp_url,reviewer_label,reviewer_confidence,buyer_identity_confidence,evidence_category,likely_error_mechanism,external_evidence_consulted,ai_assisted_summary_used,short_justification
VAL-0054,accepted_low_margin_m0,22-88894,26-60182,2022-06-24 00:00:00,2026-06-19 00:00:00,47.83180026281209,RAW_SIRET,RAW_SIRET,nantes metropole,nantes metropole,48000000,nan,48,nan,accord-cadre de techniques de l'information et de la communication,PRESTATIONS DE CONCEPTION ET D'EXPLOITATION DE MAQUETTES NUMERIQUES 3D DE LA METROPOLE NANTAISE A DES FINS DE COMMUNICATION POUR LE COMPTE DU GROUPEMENT DE COMMANDES,,,,,,,,,,
VAL-0055,accepted_low_margin_m0,24-12133,24-36876,2024-02-02 00:00:00,2024-03-29 00:00:00,1.8396846254927728,RAW_SIRET,RAW_SIRET,tribunal administratif de nantes,ars pays de la loire,nan,nan,nan,nan,Fourniture de services managés IT et d'infogérance de l'infrastructure informatique de l'ARS Pays de la Loire,Achat de matériels informatiques neufs ou recyclés pour l'Agence Régionale de Santé (ARS) des Pays de la Loire,,,,,,,,,,
VAL-0056,accepted_low_margin_m0,19-90783,20-16042,2019-06-13 00:00:00,2020-01-31 00:00:00,7.621550591327201,NAME_FALLBACK,NAME_FALLBACK,departement de la sarthe,departement de la sarthe,nan,72220000,nan,72,Assistance à maitrise d'ouvrage en vue de l'acquisition d'un logiciel de conduite d'opération sur les domaines de l'ingénierie routière et bâtimentaire,ASSISTANCE A MAITRISE D'OUVRAGE RELATIVE À L'ACCOMPAGNEMENT À LA TRANSFORMATION NUMERIQUE DU DEPARTEMENT DE LA SARTHE,,,,,,,,,,
VAL-0057,accepted_low_margin_m0,19-43671,23-40733,2019-03-20 00:00:00,2023-03-29 00:00:00,48.29172141918528,NAME_FALLBACK,NAME_FALLBACK,universite de nantes,universite de nantes,72000000,72500000,72,72,Acquisition d'un logiciel de gestion du service de santé des étudiants de l'Université de Nantes et services connexes,Solution pour le renouvellement du système informatique de gestion du Service Universitaire des Activités Physiques et Sportives (SUAPS) de Nantes Université,,,,,,,,,,
VAL-0058,accepted_low_margin_m0,16-70219,20-66280,2016-05-17 00:00:00,2020-05-28 00:00:00,48.35742444152431,NAME_FALLBACK,NAME_FALLBACK,angers loire metropole,angers loire metropole,72267100,72212445,72,72,"Acquisition, maintenance et prestations associées d'une solution de paiement dématérialisé du stationnement payant sur voirie à Angers","acquisition, mise en place et maintenance d'une solution logicielle de gestion de relation clientèle",,,,,,,,,,
VAL-0059,accepted_low_margin_m0,21-153479,22-52027,2021-11-19 00:00:00,2022-04-13 00:00:00,4.763469119579501,NAME_FALLBACK,NAME_FALLBACK,nantes metropole,nantes metropole,nan,72227000,nan,72,maintenance et extension du parc de logiciel qlik pour le compte de nantes métropole,Accord cadre relatif à la conclusion d'un contrat de service de déploiement d'applications informatiques et de gestion de bases de données pour le compte de Nantes Métropole,,,,,,,,,,
VAL-0060,accepted_low_margin_m0,17-114118,22-25102,2017-08-10 00:00:00,2022-02-19 00:00:00,54.33639947437582,NAME_FALLBACK,NAME_FALLBACK,conseil regional des pays de la loire,conseil regional des pays de la loire,48000000,48900000,48,48,Renouvellement et exploitation du système d'information multimodale DESTINEO en région des Pays de la Loire - Lot no2: Fourniture des différents médias,Fourniture d'une solution informatique d'un système de gestion des données amiante,,,,,,,,,,
VAL-0061,rejected_rank1_m0,17-123450,21-111863,2017-09-03 00:00:00,2021-08-13 00:00:00,47.30617608409987,NAME_FALLBACK,NAME_FALLBACK,conseil departemental loire-atlantique,conseil departemental loire-atlantique,48822000,nan,48,nan,"Fourniture, mise en uvre, maintenance et évolution d'une solution d'infrastructure pour le système d'information du Département.",Assistance à maîtrise d'ouvrage dans lélaboration dun dispositif numérique de visite virtuelle du site des Folies-Siffait,,,,,,,,,,
VAL-0062,rejected_rank1_m0,21-163822,25-45593,2021-12-16 00:00:00,2025-04-22 00:00:00,40.17739816031537,NAME_FALLBACK,NAME_FALLBACK,nantes metropole,nantes metropole,32323500,72600000,32,72,"gestion du trafic et vidéo-protection fourniture, pose, prestations de service et maintenance, des caméras et supports.",Mise à disposition d'une solution de sensibilisation au phishing et prestations associées,,,,,,,,,,
VAL-0063,rejected_rank1_m0,15-169941,17-71852,2015-11-09 00:00:00,2017-05-24 00:00:00,18.462549277266756,NAME_FALLBACK,NAME_FALLBACK,sdis 49,sdis 49,30125100,35121000,30,35,acquisition de consommables informatiques pour imprimantes au titre des années 2016 à 2019 à Beaucouzé,balisage et aménagement de véhicules de type renault master fourgon en véhicules tous usages,,,,,,,,,,
VAL-0064,rejected_rank1_m0,16-55859,16-82345,2016-04-25 00:00:00,2016-06-07 00:00:00,1.4126149802890933,NAME_FALLBACK,NAME_FALLBACK,centre hospitalier de saint-nazaire,centre hospitalier de saint-nazaire,nan,nan,nan,nan,assistance maitrise d'ouvrage pour la modernisation de l'infrastructure informatique du site d'heinlex à Saint Nazaire,fourniture de réactifs et de logiciels pour la mise en place d'une confrontation externe du résultat du contrôle interne de qualité,,,,,,,,,,
VAL-0065,rejected_rank1_m0,19-87510,23-91696,2019-06-06 00:00:00,2023-07-02 00:00:00,48.85019710906702,NAME_FALLBACK,NAME_FALLBACK,gpm de nantes - st nazaire,gpm de nantes - st nazaire,48321000,72241000,48,72,Renouvellement des plans de maintenance pour les licences de l'éditeur AUTODESK acquises par le Grand Port Maritime de Nantes Saint-Nazaire.,Etude de sécurité des flux maritimes dans l'embouchure de l'estuaire de la Loire,,,,,,,,,,
VAL-0066,rejected_rank1_m0,17-32165,18-13243,2017-03-07 00:00:00,2018-01-29 00:00:00,10.775295663600524,NAME_FALLBACK,NAME_FALLBACK,universite d angers,universite d angers,nan,72267100,nan,72,Tour à commande numérique 4 axes,Maintenance du logiciel ZIMBRA,,,,,,,,,,
VAL-0067,rejected_rank1_m0,20-31457,22-120791,2020-03-04 00:00:00,2022-09-11 00:00:00,30.256241787122207,NAME_FALLBACK,NAME_FALLBACK,angers loire metropole,angers loire metropole,30197630,32321300,30,32,fourniture de papiers pour offset et presse numérique,acquisition de matériels audiovisuels,,,,,,,,,,
VAL-0068,rejected_rank1_m0,21-122032,25-143446,2021-09-10 00:00:00,2025-12-31 00:00:00,51.6754270696452,NAME_FALLBACK,NAME_FALLBACK,nantes metropole,nantes metropole,72000000,79824000,72,79,réalisation d'un cadastre solaire pour le territoire de nantesmétropole,Production de documents multi-formats issus de traitements informatiques pour le compte du groupement de commandes informatiques,,,,,,,,,,
VAL-0069,rejected_rank1_m0,19-143955,22-150264,2019-09-24 00:00:00,2022-11-10 00:00:00,37.54927726675427,RAW_SIRET,RAW_SIRET,conseil regional des pays de la loire,conseil regional des pays de la loire,50324100,48000000,50,48,MAINTENANCE DES LICENCES LOGICIELLES BUSINESS OBJECTS,"Sourcing en vue du lancement d'un marché d'acquisition, installation, formation et maintenance d'un logiciel de gestion d'exploitation et de la maintenance dans l'ensemble des",,,,,,,,,,
VAL-0070,rejected_rank1_m0,20-143279,21-41109,2020-12-08 00:00:00,2021-03-26 00:00:00,3.54796320630749,NAME_FALLBACK,NAME_FALLBACK,ville de nantes,ville de nantes,nan,nan,nan,nan,"mise en oeuvre d'une solution logicielle de conception assistée par ordinateur métal et bois, maintenance et prestations associées",prestation d'audio interprétariat multilingue pour l'accueil des personnes étrangères allophones par les services municipaux,,,,,,,,,,
VAL-0071,rejected_rank1_m0,20-68622,20-115620,2020-05-27 00:00:00,2020-09-22 00:00:00,3.876478318002628,NAME_FALLBACK,NAME_FALLBACK,commune de nantes,commune de nantes,nan,72600000,nan,72,acquisition d'un traceur numérique pour le secteur imagerie de la ville de nantes,assistance à maîtrise d'ouvrage pour l'accompagnement des archives de nantes dans la définition et la fiabilisation du besoin pour la mise en place d'un système d'archivage électronique,,,,,,,,,,
VAL-0072,rejected_rank1_m0,19-117534,21-93999,2019-07-29 00:00:00,2021-07-09 00:00:00,23.35742444152431,NAME_FALLBACK,NAME_FALLBACK,commune de ombree d anjou,commune de ombree d anjou,30200000,35260000,30,35,"Fourniture, installation, paramétrage et maintenance de matériel informatique",Fourniture et prestation de signalisation horizontale et verticale,,,,,,,,,,
VAL-0073,rejected_rank1_m0,21-15253,21-23456,2021-02-02 00:00:00,2021-02-19 00:00:00,0.5584756898817346,NAME_FALLBACK,NAME_FALLBACK,commune de nantes,commune de nantes,nan,30230000,nan,30,reconstruction du gymnase gaston serpette à nantes. (rectificatif),acquisition d'ordinateurs portables reconditionnés visant à équiper les familles nantaises dans le cadre des mesures de lutte contre la fracture numérique.,,,,,,,,,,
VAL-0074,rejected_rank1_m0,20-27109,23-2072,2020-02-23 00:00:00,2023-01-07 00:00:00,34.46123521681997,NAME_FALLBACK,NAME_FALLBACK,ville de bouguenais,ville de bouguenais,32400000,72212218,32,72,Fourniture et mise en oeuvre d'infrastructures Lan et Wifi pour la ville de Bouguenais,ACQUISITION DE LICENCES INFORMATIQUES ' MICROSOFT 365 et MPSA ' POUR LA VILLE DE BOUGUENAIS,,,,,,,,,,
VAL-0075,rejected_rank1_m0,21-23456,22-163107,2021-02-19 00:00:00,2022-12-09 00:00:00,21.61629434954008,NAME_FALLBACK,NAME_FALLBACK,commune de nantes,commune de nantes,30230000,45261100,30,45,acquisition d'ordinateurs portables reconditionnés visant à équiper les familles nantaises dans le cadre des mesures de lutte contre la fracture numérique.,reconstruction gymnase gaston serpette à nantes reconsultation du lot 6 charpente bois murs ossature bois,,,,,,,,,,
VAL-0076,rejected_rank1_m0,18-86637,19-87996,2018-06-22 00:00:00,2019-06-06 00:00:00,11.465177398160314,NAME_FALLBACK,NAME_FALLBACK,mauges communaute,mauges communaute,nan,nan,nan,nan,création du site internet de mauges communauté,Fourniture de matériels informatiques,,,,,,,,,,
VAL-0077,rejected_rank1_m0,19-145845,23-96123,2019-09-26 00:00:00,2023-07-09 00:00:00,45.40078843626807,NAME_FALLBACK,NAME_FALLBACK,ctre hosp universitaire angers,ctre hosp universitaire angers,72000000,35113400,72,35,La création et l'hébergement de la nouvelle version du site Internet du GCS HUGO et du GIRCI GO.,FOURNITURE D'EQUIPEMENTS DE PROTECTION INDIVIDUELLE DE SECURITE AU TRAVAIL (EPI) POUR LE GHT 49,,,,,,,,,,
VAL-0078,rejected_rank1_m0,15-74861,19-47186,2015-05-18 00:00:00,2019-03-26 00:00:00,46.25492772667543,NAME_FALLBACK,NAME_FALLBACK,angers loire metropole,angers loire metropole,48820000,nan,48,nan,"evolution et sécurisation de l'infrastructure de stockage pour le compte d'Angers Loire Métropole, à Angers",Cartographie numérique détaillée du centre historique d'Angers par restitution photogrammétrique au 1/500,,,,,,,,,,
VAL-0079,rejected_rank1_m0,20-20633,24-14092,2020-02-10 00:00:00,2024-02-05 00:00:00,47.83180026281209,NAME_FALLBACK,NAME_FALLBACK,semitan,semitan,35120000,72250000,35,72,Fourniture de caméras et matériel annexe de video surveillance,Maintenance des systèmes de contrôle d'accès et détection intrusion,,,,,,,,,,
VAL-0080,rejected_rank1_m0,16-108313,17-65610,2016-07-19 00:00:00,2017-05-11 00:00:00,9.724047306176084,NAME_FALLBACK,NAME_FALLBACK,cesame - ch de sainte gemmes sur loire,cesame - ch de sainte gemmes sur loire,nan,nan,nan,nan,fourniture de matériel informatique,fourniture de consommables informatiques,,,,,,,,,,
VAL-0081,rejected_rank1_m0,17-170649,18-57746,2017-12-04 00:00:00,2018-04-25 00:00:00,4.664914586070959,NAME_FALLBACK,NAME_FALLBACK,gpm de nantes - st nazaire,gpm de nantes - st nazaire,nan,nan,nan,nan,La formation a pour objet de former un technicien sur le logiciel Inventor Pro,Prestation Informatique administrateur micro-bureautique,,,,,,,,,,
VAL-0082,rejected_rank1_m0,15-58971,16-36754,2015-04-17 00:00:00,2016-03-15 00:00:00,10.939553219448094,NAME_FALLBACK,NAME_FALLBACK,cci de maine et loire,cci de maine et loire,nan,79520000,nan,79,"Fourniture et maintenance de 5 caisses enregistreuses avec logiciel intégré, pour les centres de formation de la CCI de Maine et Loire, sis à Angers et Saumur","Travaux de reprographie de documents transmis sur support informatique, édition de documents, travaux d'assemblage et de finition, livraison des documents pour la CCI à Angers",,,,,,,,,,
VAL-0083,rejected_rank1_m0,19-10579,23-47137,2019-01-21 00:00:00,2023-04-09 00:00:00,50.55847568988173,NAME_FALLBACK,NAME_FALLBACK,ville d angers,ville d angers,35261000,35321100,35,35,Renouvellement du dispositif de lutrins patrimoniaux dans le centre-ville d'Angers (Maine-et-Loire),acquisition des tenues et équipements pour les agents de la sécurité et la prévention-lot 3,,,,,,,,,,
VAL-0084,rejected_rank1_m0,17-25692,17-102039,2017-02-22 00:00:00,2017-07-17 00:00:00,4.763469119579501,NAME_FALLBACK,NAME_FALLBACK,departement de la sarthe,departement de la sarthe,nan,72212490,nan,72,Fourniture et livraison de pièces détachées pour les compacteurs de marque CATERPILLAR,"Acquisition, mise en oeuvre d'une solution de dématérialisation des marchés publics et d'une solution de télétransmission des actes au contrôle de légalité et au comptable public y compris p",,,,,,,,,,
VAL-0085,rejected_rank1_m0,25-28646,25-71246,2025-03-14 00:00:00,2025-06-26 00:00:00,3.416557161629435,RAW_SIRET,RAW_SIRET,chu nantes,departement de maine-et-loire,nan,nan,nan,nan,Prestations d'interprétariat et de traduction au service des patients pour les établissements du GHT 44,"Acquisition de fournitures de bureau et de consommables informatiques pour les services du Département, de la Maison Départementale des Personnes Handicapées et du Service Départemental d'Incendie et",,,,,,,,,,
VAL-0086,rejected_rank1_m0,18-6884,21-165631,2018-01-16 00:00:00,2021-12-16 00:00:00,46.97766097240473,NAME_FALLBACK,NAME_FALLBACK,chu de nantes,chu de nantes,72000000,45331230,72,45,Fourniture d'un outil d'autodiagnostic managérial pour les besoins du GHT 44,La présente consultation a pour objet le remplacement du groupe froid no2 pour le bâtiment informatiqueTurner de l'hôpital Saint Jacques 85 rue St Jacques à Nantes,,,,,,,,,,
VAL-0087,rejected_rank1_m0,22-133794,26-60185,2022-10-08 00:00:00,2026-06-17 00:00:00,44.2838370565046,NAME_FALLBACK,NAME_FALLBACK,nantes metropole,nantes metropole,72224000,48000000,72,48,Mission d'appui et de conseil auprès de la plateforme rse de la métropole nantaise,Accompagnement à la conception et à la réalisation d’applications de visualisation de données géographiques pour l’observatoire de la santé (projet SynopseViz),,,,,,,,,,
VAL-0088,rejected_rank1_m0,18-114060,18-146989,2018-08-09 00:00:00,2018-10-22 00:00:00,2.431011826544021,NAME_FALLBACK,NAME_FALLBACK,metropole nantes metropole,metropole nantes metropole,nan,48000000,nan,48,Fourniture et maintenance de logiciels de modélisation hydraulique,acquisition d'une solution de gestion des données d'autosurveillance assainissement et milieux aquatiques,,,,,,,,,,
VAL-0089,rejected_rank1_m0,20-54010,23-37461,2020-04-19 00:00:00,2023-03-22 00:00:00,35.05256241787122,NAME_FALLBACK,NAME_FALLBACK,adoma,adoma,32344000,79540000,32,79,"Marché de fourniture et livraison de platines de téléphonie d'urgence et prestations associés, destinées aux différents sites Adoma",Prestations d'interprétariat téléphonique et/ou vidéo.,,,,,,,,,,
VAL-0090,rejected_rank1_m0,16-19242,16-74267,2016-02-09 00:00:00,2016-05-28 00:00:00,3.580814717477004,NAME_FALLBACK,NAME_FALLBACK,ville de nantes,ville de nantes,nan,72700000,nan,72,mise en oeuvre d'une solution logicielle de gestion sur la sécurité alimentaire à la cuisine centrale et dans les restaurants scolaires de la ville de nantes et prestations associées. à Nantes Cedex 1,Mission de maîtrise d'oeuvre avec OPC réhabilitation des équipements informatiques et téléphoniques,,,,,,,,,,
VAL-0091,runner_up_m0,16-30120,21-31568,2016-03-02 00:00:00,2021-03-11 00:00:00,60.28252299605781,NAME_FALLBACK,NAME_FALLBACK,gie sesam vitale,gie sesam vitale,72314000,72267100,72,72,"Numérisation de photos pour la personnalisation des cartes Vitale®, par traitement de dossiers transmis par les assurés sociaux et les organismes d'assurance Maladie au Mans",Maintenance et acquisition d'équipements cryptographiques,,,,,,,,,,
VAL-0092,runner_up_m0,21-163822,25-62715,2021-12-16 00:00:00,2025-06-04 00:00:00,41.59001314060447,NAME_FALLBACK,NAME_FALLBACK,nantes metropole,nantes metropole,32323500,nan,32,nan,"gestion du trafic et vidéo-protection fourniture, pose, prestations de service et maintenance, des caméras et supports.",La présente consultation porte sur des prestations d'interprétariat pour les services de Nantes Métropole et la ville de Nantes.,,,,,,,,,,
VAL-0093,runner_up_m0,17-35759,21-116891,2017-03-16 00:00:00,2021-09-01 00:00:00,53.547963206307486,RAW_SIRET,RAW_SIRET,conseil regional des pays de la loire,conseil regional des pays de la loire,72267000,72000000,72,72,Antivirus et filtrage internet,ASSISTANCE A MAITRISE D'OUVRAGE TECHNIQUE POUR LE RENOUVELLEMENT ET LE SUIVI DU SYSTEME D'INFORMATION MULTIMODALE DESTINEO EN REGION DES PAYS DE LA LOIRE,,,,,,,,,,
VAL-0094,runner_up_m0,19-91082,22-16811,2019-06-16 00:00:00,2022-02-10 00:00:00,31.865965834428383,RAW_SIRET,RAW_SIRET,departement de maine-et-loire,departement de maine-et-loire,32353000,48440000,32,48,fourniture de documents audiovisuels pour le bibliopole,"Acquisition, mise en oeuvre et maintenance d'un progiciel de gestion financière et comptable",,,,,,,,,,
VAL-0095,runner_up_m0,20-26585,25-45593,2020-02-23 00:00:00,2025-04-22 00:00:00,61.92509855453351,NAME_FALLBACK,NAME_FALLBACK,nantes metropole,nantes metropole,72250000,72600000,72,72,hébergement du data center de nantes métropole et prestations associées pour les besoins de nantes métropole,Mise à disposition d'une solution de sensibilisation au phishing et prestations associées,,,,,,,,,,
VAL-0096,runner_up_m0,15-174987,19-169306,2015-11-18 00:00:00,2019-11-08 00:00:00,47.66754270696452,NAME_FALLBACK,NAME_FALLBACK,angers loire metropole,angers loire metropole,72500000,72319000,72,72,"Aide à la gestion des dt, dict, dc, atu et autres formulaires liés à la réforme anti-endommagement des réseaux à Angers (rectificatif)",Conception et diffusion de de panorama(s) de presse numérique(s) (Lot 1) & Achat à l'unité de contenus écrits (presse) et audiovisuels (Lot 2),,,,,,,,,,
VAL-0097,runner_up_m0,17-75186,18-32739,2017-05-30 00:00:00,2018-03-08 00:00:00,9.264126149802893,NAME_FALLBACK,NAME_FALLBACK,commune de la baule,commune de la baule,45314320,32323500,45,32,Travaux de réfection du câblage informatique des locaux de l'Hôtel de Ville de La Baule-Escoublac (17022TPA),Extension du dispositif de vidéoprotection,,,,,,,,,,
VAL-0098,runner_up_m0,22-42168,26-65847,2022-04-08 00:00:00,2026-07-04 00:00:00,50.85413929040735,RAW_SIRET,RAW_SIRET,angers loire metropole,angers loire metropole 49,72421000,nan,72,nan,maintenance et évolution de l'application mobile vivre à angers,"Acquisition de pistolets à impulsion électrique, caméras piétons, accessoires et hébergement de la solution logicielle et prestations associées",,,,,,,,,,
VAL-0099,runner_up_m0,17-77744,17-167707,2017-06-02 00:00:00,2017-11-28 00:00:00,5.88042049934297,NAME_FALLBACK,NAME_FALLBACK,nantes metropole,nantes metropole,nan,48000000,nan,48,"supervision, sécurité et analyse des vulnérabilités pour les sites internet, veille cybersécurité","acquisition d'une solution logicielle de prise de rendez-vous pour le compte du groupement de commandes informatiques constitué par nantes métropole, la ville de nantes et le ccas.",,,,,,,,,,
VAL-0100,runner_up_m0,21-78101,23-93496,2021-06-11 00:00:00,2023-07-06 00:00:00,24.802890932982915,RAW_SIRET,RAW_SIRET,le mans metropole - communaute urbaine,le mans metropole - communaute urbaine,39300000,72260000,39,72,"équipement en matériels informatiques, techniques pour la Setram",Evolution du système Saeiv du réseau de transports en commun de Le Mans Métropole,,,,,,,,,,
VAL-0101,runner_up_m0,17-114118,22-13142,2017-08-10 00:00:00,2022-01-27 00:00:00,53.58081471747701,NAME_FALLBACK,NAME_FALLBACK,conseil regional des pays de la loire,conseil regional des pays de la loire,48000000,72242000,48,72,Renouvellement et exploitation du système d'information multimodale DESTINEO en région des Pays de la Loire - Lot no2: Fourniture des différents médias,"Accord-cadre de relevé et modélisation BIM du patrimoine bâti propriété de la Région Pays de la Loire, pour la mutation du SIP* régional. *(Système d'Informations Patrimoniales)",,,,,,,,,,
VAL-0102,runner_up_m0,25-47444,25-130935,2025-04-27 00:00:00,2025-11-28 00:00:00,7.063074901445466,RAW_SIRET,RAW_SIRET,chu nantes,nantes metropole,nan,nan,nan,nan,"Achat, installation, mise en service et maintenance de cabines de pléthysmographie et logiciels associés",PRESTATIONS D'INSTALLATIONS ET DE MAINTIEN EN CONDITIONS OPÉRATIONNELLES ET DE SÉCURITÉ D'INFRASTRUCTURES INFORMATIQUES,,,,,,,,,,
VAL-0103,runner_up_m0,17-61199,21-125688,2017-05-04 00:00:00,2021-09-22 00:00:00,52.6281208935611,NAME_FALLBACK,NAME_FALLBACK,vendee expansion,vendee expansion,72500000,72000000,72,72,"prestations de conception, développement et maintenance de sites internet","Conception, maintenance, mise en ligne, hébergement et référencement de sites internet",,,,,,,,,,
VAL-0104,runner_up_m0,15-162906,16-27767,2015-10-23 00:00:00,2016-02-25 00:00:00,4.106438896189225,NAME_FALLBACK,NAME_FALLBACK,centre hospitalier de cholet,centre hospitalier de cholet,nan,48782000,nan,48,"Le présent marché a pour objet la fourniture d'un système de supervision du système d'information - disponibilité, performances et ressenti utilisateurs du centre hospitalier de cholet","Fourniture d'une solution de stockage avec maintenance associée, à Cholet",,,,,,,,,,
VAL-0105,runner_up_m0,22-52027,26-33573,2022-04-13 00:00:00,2026-04-01 00:00:00,47.60183968462549,NAME_FALLBACK,NAME_FALLBACK,nantes metropole,nantes metropole,72227000,48000000,72,48,Accord cadre relatif à la conclusion d'un contrat de service de déploiement d'applications informatiques et de gestion de bases de données pour le compte de Nantes Métropole,Acquisition et mise en œuvre d’une solution logicielle pour le Service Social du Personnel et prestations associées,,,,,,,,,,
VAL-0106,runner_up_m0,19-130357,20-16042,2019-08-27 00:00:00,2020-01-31 00:00:00,5.157687253613666,NAME_FALLBACK,NAME_FALLBACK,departement de la sarthe,departement de la sarthe,nan,72220000,nan,72,MAINTENANCE DU LOGICIEL TOPKAPIY COMPRIS SUPPORT TECHNIQUE ET PRESTATIONS ASSOCIEES,ASSISTANCE A MAITRISE D'OUVRAGE RELATIVE À L'ACCOMPAGNEMENT À LA TRANSFORMATION NUMERIQUE DU DEPARTEMENT DE LA SARTHE,,,,,,,,,,
VAL-0107,runner_up_m0,18-141270,19-110370,2018-10-15 00:00:00,2019-07-19 00:00:00,9.09986859395532,NAME_FALLBACK,NAME_FALLBACK,commune de nantes,commune de nantes,nan,48000000,nan,48,groupes scolaires du 1er degré - travaux de remise à niveau du câblage informatique de 12 écoles.,"acquisition et installation d'un logiciel de gestion de l'accompagnement social, des aides et des prestations de solidarité pour la ville de nantes, son ccas, et nantes métropole.",,,,,,,,,,
VAL-0108,runner_up_m0,16-35152,20-25157,2016-03-11 00:00:00,2020-02-18 00:00:00,47.27332457293036,NAME_FALLBACK,NAME_FALLBACK,departement de la sarthe,departement de la sarthe,72422000,72220000,72,72,"fourniture, livraison et mise en service régulier d'une solution globale sig y compris prestations associées avec maintenance sur site 4 ans à Le Mans",ASSISTANCE A MAITRISE D'OUVRAGE RELATIVE À L'ACCOMPAGNEMENT À LA TRANSFORMATION NUMERIQUE DU DEPARTEMENT DE LA SARTHE,,,,,,,,,,
VAL-0109,runner_up_m0,17-103193,22-25102,2017-07-20 00:00:00,2022-02-19 00:00:00,55.02628120893561,NAME_FALLBACK,NAME_FALLBACK,conseil regional des pays de la loire,conseil regional des pays de la loire,48000000,48900000,48,48,Renouvellement du système d'information multimodale DESTINEO en région des Pays de la Loire - Lot no1: Fourniture du calculateur d'itinéraires,Fourniture d'une solution informatique d'un système de gestion des données amiante,,,,,,,,,,
VAL-0110,runner_up_m0,21-85842,25-62715,2021-06-25 00:00:00,2025-06-04 00:00:00,47.30617608409987,NAME_FALLBACK,NAME_FALLBACK,nantes metropole,nantes metropole,72253000,nan,72,nan,prestations de renfort du support utilisateurs.,La présente consultation porte sur des prestations d'interprétariat pour les services de Nantes Métropole et la ville de Nantes.,,,,,,,,,,
VAL-0111,runner_up_m0,18-51459,21-57207,2018-04-15 00:00:00,2021-04-30 00:00:00,36.49802890932983,RAW_SIRET,RAW_SIRET,conseil regional des pays de la loire,conseil regional des pays de la loire,32500000,35111300,32,35,Renouvellement des installations téléphoniques de la Région des Pays de la Loire,CREPS NETTOYAGE DE FIN DE CHANTIER ET EXTINCTEURS ET SIGNALETIQUE DE SECURITE INCENDIE,,,,,,,,,,
VAL-0112,runner_up_m0,17-48667,21-28963,2017-04-06 00:00:00,2021-03-05 00:00:00,46.94480946123522,NAME_FALLBACK,NAME_FALLBACK,ch le mans,ch le mans,72200000,32500000,72,32,Informatisation du magasin général et des demandes des services,"Pièces, accessoires, maintenance pour appel malade, anti-fugue et DATI pour les établissements membres du GHT 72",,,,,,,,,,
VAL-0113,runner_up_m0,17-140377,22-13142,2017-10-05 00:00:00,2022-01-27 00:00:00,51.74113009198423,NAME_FALLBACK,NAME_FALLBACK,conseil regional des pays de la loire,conseil regional des pays de la loire,72250000,72242000,72,72,Prestations d'assistance en administration de systèmes,"Accord-cadre de relevé et modélisation BIM du patrimoine bâti propriété de la Région Pays de la Loire, pour la mutation du SIP* régional. *(Système d'Informations Patrimoniales)",,,,,,,,,,
VAL-0114,runner_up_m0,17-35545,21-117615,2017-03-16 00:00:00,2021-09-01 00:00:00,53.547963206307486,NAME_FALLBACK,NAME_FALLBACK,chu de nantes,chu de nantes,48814000,72267100,48,72,"Fourniture, Installation, Paramétrage, Intégration, Déploiement et Maintenance d'une solution d'automatisation de la prise en charge d'un patient dans les services de médecine nucléaire",Le présent marché a pour objet la maintenance logicielle des sites internet hébergés par le CHU de Nantes.,,,,,,,,,,
VAL-0115,runner_up_m0,17-29415,20-114714,2017-03-03 00:00:00,2020-09-20 00:00:00,42.60840998685939,NAME_FALLBACK,NAME_FALLBACK,conseil departemental loire-atlantique,conseil departemental loire-atlantique,72611000,72611000,72,72,Prestations d'ingénierie et d'expertise autour des composants d'infrastructure,Assistance à l'adaptation du logiciel de gestion des ressources humaines HR ACCESS,,,,,,,,,,
VAL-0116,runner_up_m0,20-35694,20-111877,2020-03-09 00:00:00,2020-09-11 00:00:00,6.110381077529566,NAME_FALLBACK,NAME_FALLBACK,universite de nantes,universite de nantes,nan,72268000,nan,72,Acquisition de quatre (4) oculomètres et de trois (3) licences du logiciel associé pour le User Lab de la Halle 6 Ouest de l'Université de Nantes,"Acquisition de droits d'usage d'une solution logicielle de gestion énergétique, hébergée sur une plate-forme web locale ou déportée, pour l'Université de Nantes",,,,,,,,,,
VAL-0117,runner_up_m0,22-39891,26-33573,2022-03-19 00:00:00,2026-04-01 00:00:00,48.42312746386334,NAME_FALLBACK,NAME_FALLBACK,nantes metropole,nantes metropole,72316000,48000000,72,48,"Prestations en appui du management de la donnée pour le compte du groupement de commandes informatiques (Nantes Métropole, ville de Nantes, C.C.A.S de Nantes)",Acquisition et mise en œuvre d’une solution logicielle pour le Service Social du Personnel et prestations associées,,,,,,,,,,
VAL-0118,runner_up_m0,18-57126,19-107821,2018-04-24 00:00:00,2019-07-12 00:00:00,14.586070959264124,NAME_FALLBACK,NAME_FALLBACK,sdis49,sdis49,nan,32412100,nan,32,Prestations d'assistance à maîtrise d'ouvrage pour l'évolution du système d'information du SDIS 49 -,mise en oeuvre d'un réseau supervisé d'interconnexion ip des sites.,,,,,,,,,,
