domain_normalized,registered_domain,observation_count,distinct_profile_buyer_names,dominant_buyer_normalized,dominant_buyer_share,buyer_entropy,domain_specificity
ehpad-puymartin.e-marchespublics.com,e-marchespublics.com,1,1,ehpad residence puy martin,1.0,-0.0,GENERIC_PLATFORM
ehpad-richelieu.fr,ehpad-richelieu.fr,1,1,ehpad dr marcel fortier,1.0,-0.0,SHARED_INSTITUTIONAL
ehpad-salses.e-marchespublics.com,e-marchespublics.com,1,1,ehpad de salses le chateau,1.0,-0.0,GENERIC_PLATFORM
ehpadneuilly.com,ehpadneuilly.com,1,1,ehpad maison de retraite,1.0,-0.0,SHARED_INSTITUTIONAL
eid-med.org,eid-med.org,1,1,eid mediterranee,1.0,-0.0,SHARED_INSTITUTIONAL
ekidom.fr,ekidom.fr,1,1,ekidom,1.0,-0.0,SHARED_INSTITUTIONAL
electricite-loos.fr,electricite-loos.fr,1,1,regie municipale d electricite de loos,1.0,-0.0,SHARED_INSTITUTIONAL
elisa-lemonnier.fr,elisa-lemonnier.fr,1,1,lycee elisa lemonnier,1.0,-0.0,SHARED_INSTITUTIONAL
em-normandie-marches.fr,em-normandie-marches.fr,1,1,ecole de management de normandie,1.0,-0.0,SHARED_INSTITUTIONAL
emarchepublic.com,emarchepublic.com,1,1,commune de chaponnay,1.0,-0.0,SHARED_INSTITUTIONAL
emarches.coeurduvar.com,coeurduvar.com,1,1,communaute de communes coeur du var,1.0,-0.0,SHARED_INSTITUTIONAL
emarches06.fr,emarches06.fr,1,1,ville d antibes juan-les-pins,1.0,-0.0,SHARED_INSTITUTIONAL
emd.achatpublic.com,achatpublic.com,1,1,emd,1.0,-0.0,GENERIC_PLATFORM
emeraude-habitation.com,emeraude-habitation.com,1,1,oph emeraude habitation,1.0,-0.0,SHARED_INSTITUTIONAL
en-charente-maritime.com,en-charente-maritime.com,1,1,charente-maritime tourisme,1.0,-0.0,SHARED_INSTITUTIONAL
en3s.e-marchespublics.com,e-marchespublics.com,1,1,en3s,1.0,-0.0,GENERIC_PLATFORM
enap.justice.fr,justice.fr,1,1,enap,1.0,-0.0,SHARED_INSTITUTIONAL
encotentin.fr,encotentin.fr,1,1,spl dlpt touristique du cotentin,1.0,-0.0,SHARED_INSTITUTIONAL
eneoservices.fr,eneoservices.fr,1,1,saeml eneo services occitans,1.0,-0.0,SHARED_INSTITUTIONAL
enise.fr,enise.fr,1,1,enise,1.0,-0.0,SHARED_INSTITUTIONAL
enroute.massif-central.equipement.gouv.fr,equipement.gouv.fr,1,1,dir massif central,1.0,-0.0,SHARED_INSTITUTIONAL
ens-cachan.marcoweb.fr,marcoweb.fr,1,1,ens de cachan,1.0,-0.0,SHARED_INSTITUTIONAL
entente-authion.e-marchespublics.com,e-marchespublics.com,1,1,entente interdepartementale authion,1.0,-0.0,GENERIC_PLATFORM
entente-valabre.com,entente-valabre.com,1,1,entente pour la foret mediterranneenne,1.0,-0.0,SHARED_INSTITUTIONAL
entreprise-smica.omnikles.com,omnikles.com,1,1,cc aubrac et carladez,1.0,-0.0,SHARED_INSTITUTIONAL
enval.net,enval.net,1,1,mairie enval,1.0,-0.0,SHARED_INSTITUTIONAL
eole.lyc-dumont-d-urville.ac-nice.fr,ac-nice.fr,1,1,lycee dumont d urville,1.0,-0.0,SHARED_INSTITUTIONAL
epa-orsa.marco.web.fr,web.fr,1,1,etablissement public amenagement orsa,1.0,-0.0,SHARED_INSTITUTIONAL
epad.fr,epad.fr,1,1,epad,1.0,-0.0,SHARED_INSTITUTIONAL
epad.marcoweb.fr,marcoweb.fr,1,1,epad,1.0,-0.0,SHARED_INSTITUTIONAL
epaf.e-marchespublics.com,e-marchespublics.com,1,1,association epaf,1.0,-0.0,GENERIC_PLATFORM
epag.fr,epag.fr,1,1,etab public d amenagement en guyane,1.0,-0.0,SHARED_INSTITUTIONAL
epageloing.fr,epageloing.fr,1,1,sivlo,1.0,-0.0,SHARED_INSTITUTIONAL
epase.e-marchespublics.com,e-marchespublics.com,1,1,epa de saint etienne,1.0,-0.0,GENERIC_PLATFORM
epd-grugny.e-marchespublics.com,e-marchespublics.com,1,1,epd de grugny,1.0,-0.0,GENERIC_PLATFORM
epd-grugny.fr,epd-grugny.fr,1,1,epd de grugny,1.0,-0.0,SHARED_INSTITUTIONAL
epdaduglandier.fr,epdaduglandier.fr,1,1,epda du glandier,1.0,-0.0,SHARED_INSTITUTIONAL
epernay.marcoweb.fr,marcoweb.fr,1,1,ville d epernay,1.0,-0.0,SHARED_INSTITUTIONAL
epfif.synapse-entreprises.com,synapse-entreprises.com,1,1,epf ile de france,1.0,-0.0,GENERIC_PLATFORM
epflo.e-marchespublics.com,e-marchespublics.com,1,1,ets public foncier local de l oise,1.0,-0.0,GENERIC_PLATFORM
epflo.fr,epflo.fr,1,1,ets public foncier local de l oise,1.0,-0.0,SHARED_INSTITUTIONAL
epfsmaf.synapse-entreprises.com,synapse-entreprises.com,1,1,epf smaf auvergne,1.0,-0.0,GENERIC_PLATFORM
epl76.fr,epl76.fr,1,1,eplefpa lycee agricole d yvetot,1.0,-0.0,SHARED_INSTITUTIONAL
epnak.macroweb.fr,macroweb.fr,1,1,e p n a k,1.0,-0.0,SHARED_INSTITUTIONAL
epnak.org,epnak.org,1,1,epn a koenigswarter,1.0,-0.0,SHARED_INSTITUTIONAL
epora.fr,epora.fr,1,1,epora,1.0,-0.0,SHARED_INSTITUTIONAL
epsa.e-marchespublics.com,e-marchespublics.com,1,1,epsa,1.0,-0.0,GENERIC_PLATFORM
epsf.e-marchespublics.com,e-marchespublics.com,1,1,ep securite ferroviaire,1.0,-0.0,GENERIC_PLATFORM
epslomagne.e-marchespublics.com,e-marchespublics.com,1,1,eps de lomagne,1.0,-0.0,GENERIC_PLATFORM
epsm-agglomeration-lilloise.e-marchespublics.com,e-marchespublics.com,1,1,epsm de l agglomeration lilloise,1.0,-0.0,GENERIC_PLATFORM
epsm-des-flandres.e-marchespublics.com,e-marchespublics.com,1,1,epsm des flandres,1.0,-0.0,GENERIC_PLATFORM
epsm-des-flandres.fr,epsm-des-flandres.fr,1,1,epsm des flandres,1.0,-0.0,SHARED_INSTITUTIONAL
epsm-lille-metropole.fr,epsm-lille-metropole.fr,1,1,epsm lille metropole,1.0,-0.0,SHARED_INSTITUTIONAL
epsm-sarthe.fr,epsm-sarthe.fr,1,1,epsm de la sarthe,1.0,-0.0,SHARED_INSTITUTIONAL
epsmd-aisne.fr,epsmd-aisne.fr,1,1,e p s m d de l aisne,1.0,-0.0,SHARED_INSTITUTIONAL
epsms-ar-goued.e-marchespublics.com,e-marchespublics.com,1,1,epsms ar goued,1.0,-0.0,GENERIC_PLATFORM
epsoms80.e-marchespublics.com,e-marchespublics.com,1,1,epsoms 80,1.0,-0.0,GENERIC_PLATFORM
epsreprographie.fr,epsreprographie.fr,1,1,sivu transport urbain region fougerais,1.0,-0.0,SHARED_INSTITUTIONAL
eptb-loire.e-marchespublics.com,e-marchespublics.com,1,1,etablissement public loire,1.0,-0.0,GENERIC_PLATFORM
eptb-loire.fr,eptb-loire.fr,1,1,etablissement public loire,1.0,-0.0,SHARED_INSTITUTIONAL
eptb-vienne.fr,eptb-vienne.fr,1,1,epbv,1.0,-0.0,SHARED_INSTITUTIONAL
es-seyssel.com,es-seyssel.com,1,1,energie et services de seyssel,1.0,-0.0,SHARED_INSTITUTIONAL
esante-hdf.fr,esante-hdf.fr,1,1,gip sant numerique hauts de france,1.0,-0.0,SHARED_INSTITUTIONAL
esathm.e-marchespublics.com,e-marchespublics.com,1,1,esat henry marsoulan,1.0,-0.0,GENERIC_PLATFORM
escaudoeuvres.fr,escaudoeuvres.fr,1,1,mairie d escaudoeuvres,1.0,-0.0,SHARED_INSTITUTIONAL
est-metropole-habitat.fr,est-metropole-habitat.fr,1,1,est metropole habitat,1.0,-0.0,SHARED_INSTITUTIONAL
etablissements.fhf.fr,fhf.fr,1,1,centre hospitalier fondation d aligre,1.0,-0.0,SHARED_INSTITUTIONAL
etampes.marco.web.fr,web.fr,1,1,caese,1.0,-0.0,SHARED_INSTITUTIONAL
etaso.fr,etaso.fr,1,1,hydreaulys,1.0,-0.0,SHARED_INSTITUTIONAL
euratechnologies.e-marchespublics.com,e-marchespublics.com,1,1,euratechnologies spl,1.0,-0.0,GENERIC_PLATFORM
euromediterranee.fr,euromediterranee.fr,1,1,epa euromediterranee,1.0,-0.0,SHARED_INSTITUTIONAL
europan-europe.eu,europan-europe.eu,1,1,epau,1.0,-0.0,SHARED_INSTITUTIONAL
europanfrance.org,europanfrance.org,1,1,epau,1.0,-0.0,SHARED_INSTITUTIONAL
europolia.achatpublic.com,achatpublic.com,1,1,europolia mandataire toulousemetropole,1.0,-0.0,GENERIC_PLATFORM
euroregion-naen.eu,euroregion-naen.eu,1,1,gect euroregion aquitaine euskadi,1.0,-0.0,SHARED_INSTITUTIONAL
eusupply.com,eusupply.com,1,1,ca terre de provence,1.0,-0.0,SHARED_INSTITUTIONAL
evodia.e-marchespublics.fr,e-marchespublics.fr,1,1,evodia,1.0,-0.0,SHARED_INSTITUTIONAL
evolea.e-marchespublics.com,e-marchespublics.com,1,1,evolea,1.0,-0.0,GENERIC_PLATFORM
evry-marchespublics.omnikles.fr,omnikles.fr,1,1,ville d evry,1.0,-0.0,SHARED_INSTITUTIONAL
exmarches.fr,exmarches.fr,1,1,ca epernay coteaux et plaine champagne,1.0,-0.0,SHARED_INSTITUTIONAL
eyguieres.marcoweb.fr,marcoweb.fr,1,1,commune d eyguieres,1.0,-0.0,SHARED_INSTITUTIONAL
f.h.f,h.f,1,1,maison de retraite st jean,1.0,-0.0,SHARED_INSTITUTIONAL
faconeo.achatpublic.com,achatpublic.com,1,1,faconeo,1.0,-0.0,GENERIC_PLATFORM
falaise-marches.fr,falaise-marches.fr,1,1,ville de falaise,1.0,-0.0,SHARED_INSTITUTIONAL
falaise.marches.fr,marches.fr,1,1,ville de falaise,1.0,-0.0,SHARED_INSTITUTIONAL
familistere.com,familistere.com,1,1,syndicat mixte du familistere godin,1.0,-0.0,SHARED_INSTITUTIONAL
fay-les-nemours.fr,fay-les-nemours.fr,1,1,mairie de fay les nemours,1.0,-0.0,SHARED_INSTITUTIONAL
fbsa.marchespublics.com,marchespublics.com,1,1,fondation bon sauveur alby,1.0,-0.0,SHARED_INSTITUTIONAL
fcpe.asso.fr,fcpe.asso.fr,1,1,fcpe,1.0,-0.0,SHARED_INSTITUTIONAL
fcs-campusparissaclay.e-marchespublics.com,e-marchespublics.com,1,1,fcs campus paris saclay,1.0,-0.0,GENERIC_PLATFORM
fcs-universiteparissaclay.e-marchespublics.com,e-marchespublics.com,1,1,fcs campus paris saclay,1.0,-0.0,GENERIC_PLATFORM
fde62.omnikles.com,omnikles.com,1,1,fde 62,1.0,-0.0,SHARED_INSTITUTIONAL
feam.e-marchespublics.com,e-marchespublics.com,1,1,foyer de l enfance des alpes maritimes,1.0,-0.0,GENERIC_PLATFORM
ferrieresenbrie.fr,ferrieresenbrie.fr,1,1,mairie de ferrieres en brie,1.0,-0.0,SHARED_INSTITUTIONAL
feurs.org,feurs.org,1,1,commune de feurs,1.0,-0.0,SHARED_INSTITUTIONAL
ffe.com,ffe.com,1,1,federation francaise d equitation,1.0,-0.0,SHARED_INSTITUTIONAL
ffgolf.org,ffgolf.org,1,1,federation francaise de golf,1.0,-0.0,SHARED_INSTITUTIONAL
fhf.fr,fhf.fr,1,1,centre hospitalier d argonne,1.0,-0.0,SHARED_INSTITUTIONAL
filez.agro-bordeaux.fr,agro-bordeaux.fr,1,1,bordeaux sciences-agro,1.0,-0.0,SHARED_INSTITUTIONAL
finistere.fr,finistere.fr,1,1,departement du finistere,1.0,-0.0,SHARED_INSTITUTIONAL
flandredunkerque.marchessecurises.fr,marchessecurises.fr,1,1,ville de dunkerque,1.0,-0.0,SHARED_INSTITUTIONAL
fleurieuxsurlarbresle.fr,fleurieuxsurlarbresle.fr,1,1,ville de fleurieux sur l arbresle,1.0,-0.0,SHARED_INSTITUTIONAL
flinssurseine.fr,flinssurseine.fr,1,1,commune de flins sur seine,1.0,-0.0,SHARED_INSTITUTIONAL
florange.fr,florange.fr,1,1,mairie de florange,1.0,-0.0,SHARED_INSTITUTIONAL
fm-repro.fr,fm-repro.fr,1,1,chambre de metiers de l artisanat,1.0,-0.0,SHARED_INSTITUTIONAL
fondation-facim.fr,fondation-facim.fr,1,1,fondation action culturel int montagne,1.0,-0.0,SHARED_INSTITUTIONAL
fondationbiodiversite.fr,fondationbiodiversite.fr,1,1,fondation recherche sur biodiversite,1.0,-0.0,SHARED_INSTITUTIONAL
fondationface.e-marchespublics.com,e-marchespublics.com,1,1,fondation agir contre l exclusion,1.0,-0.0,GENERIC_PLATFORM
fondationmallet.fr,fondationmallet.fr,1,1,fondation mallet,1.0,-0.0,SHARED_INSTITUTIONAL
fondsdereserve.fr,fondsdereserve.fr,1,1,fonds de reserve pour les retraites,1.0,-0.0,SHARED_INSTITUTIONAL
fontaine38.fr,fontaine38.fr,1,1,ville de fontaine,1.0,-0.0,SHARED_INSTITUTIONAL
fontaines-sur-saone.fr,fontaines-sur-saone.fr,1,1,ville de fontaines-sur-saone,1.0,-0.0,SHARED_INSTITUTIONAL
fontenay-aux-roses.e-marchespublics.com,e-marchespublics.com,1,1,ville de fontenay-aux-roses,1.0,-0.0,GENERIC_PLATFORM
fontenay-sous-bois.fr,fontenay-sous-bois.fr,1,1,ville de fontenay sous bois,1.0,-0.0,SHARED_INSTITUTIONAL
fontenayvendee.fr,fontenayvendee.fr,1,1,cc pays de fontenay vendee,1.0,-0.0,SHARED_INSTITUTIONAL
fontevraud.fr,fontevraud.fr,1,1,abbaye de fontevraud,1.0,-0.0,SHARED_INSTITUTIONAL
formation-industries-paca.fr,formation-industries-paca.fr,1,1,gestion ctre forma appr indus provence,1.0,-0.0,SHARED_INSTITUTIONAL
formigueres.fr,formigueres.fr,1,1,rmsl,1.0,-0.0,SHARED_INSTITUTIONAL
fort-mahon-plage.com,fort-mahon-plage.com,1,1,commune de fort mahon plage,1.0,-0.0,SHARED_INSTITUTIONAL
fortdefrance.achatpublic.com,achatpublic.com,1,1,ville de fort de france,1.0,-0.0,GENERIC_PLATFORM
fougeres-habitat.e-marchespublics.com,e-marchespublics.com,1,1,fougeres habitat,1.0,-0.0,GENERIC_PLATFORM
fournisseurs.aeroportsdeparis.fr,aeroportsdeparis.fr,1,1,aeroports de paris,1.0,-0.0,SHARED_INSTITUTIONAL
fracbretagne.fr,fracbretagne.fr,1,1,fonds reg d art contemporain bretagne,1.0,-0.0,SHARED_INSTITUTIONAL
frama.link,frama.link,1,1,epa alzette-belval,1.0,-0.0,SHARED_INSTITUTIONAL
francfort2017.com,francfort2017.com,1,1,institut francais,1.0,-0.0,SHARED_INSTITUTIONAL
franche-comte.fr,franche-comte.fr,1,1,socad mandataire crfc,1.0,-0.0,SHARED_INSTITUTIONAL
franconville.marcoweb.fr,marcoweb.fr,1,1,ville de franconville,1.0,-0.0,SHARED_INSTITUTIONAL
frapna-loire.org,frapna-loire.org,1,1,feder rhone alpes protect de la nature,1.0,-0.0,SHARED_INSTITUTIONAL
freha.synapse-entreprise.com,synapse-entreprise.com,1,1,freha,1.0,-0.0,SHARED_INSTITUTIONAL
fresnes-sur-escaut.fr,fresnes-sur-escaut.fr,1,1,commune de fresnes sur escaut,1.0,-0.0,SHARED_INSTITUTIONAL
frontenex.fr,frontenex.fr,1,1,centre intercommunal d action sociale,1.0,-0.0,SHARED_INSTITUTIONAL
ga29.e-marchespublics.com,e-marchespublics.com,1,1,gpt colleges et lycees du finistere,1.0,-0.0,GENERIC_PLATFORM
ga73.e-marchespublics.com,e-marchespublics.com,1,1,groupement d achat des etablissements,1.0,-0.0,GENERIC_PLATFORM
gaesf.e-marchespublics.com,e-marchespublics.com,1,1,cte de cnes entre seine et foret,1.0,-0.0,GENERIC_PLATFORM
gagny.fr,gagny.fr,1,1,commune de gagny,1.0,-0.0,SHARED_INSTITUTIONAL
gao-helio.doubletrade.net,doubletrade.net,1,1,sodevam transamo,1.0,-0.0,SHARED_INSTITUTIONAL
gasny.fr,gasny.fr,1,1,ville de gasny,1.0,-0.0,SHARED_INSTITUTIONAL
gatine-choisilles.fr,gatine-choisilles.fr,1,1,c c de gatine et choisilles,1.0,-0.0,SHARED_INSTITUTIONAL
gazette-ariegeoise.e-marchespublics.com,e-marchespublics.com,1,1,commune de saint-girons,1.0,-0.0,GENERIC_PLATFORM
gazettendpc.fr,gazettendpc.fr,1,1,commune d etaples sur mer,1.0,-0.0,SHARED_INSTITUTIONAL
gazettenpde.com,gazettenpde.com,1,1,commune de cysoing,1.0,-0.0,SHARED_INSTITUTIONAL
gccab.marcoweb.fr,marcoweb.fr,1,1,gccab crab,1.0,-0.0,SHARED_INSTITUTIONAL
gcepe35.e-marchespublics.com,e-marchespublics.com,1,1,gcepe de rennes et de la region,1.0,-0.0,GENERIC_PLATFORM
gcs-correzien.e-marchespublics.com,e-marchespublics.com,1,1,gcs correzien,1.0,-0.0,GENERIC_PLATFORM
gcs-guyasis.e-marchespublics.com,e-marchespublics.com,1,1,gcs guyasis,1.0,-0.0,GENERIC_PLATFORM
gcs-helpam.marcoweb.fr,marcoweb.fr,1,1,centre hospitalier,1.0,-0.0,SHARED_INSTITUTIONAL
gcs-sante-logistique.e-marchespublics.com,e-marchespublics.com,1,1,gcs sante logistique de caudan,1.0,-0.0,GENERIC_PLATFORM
gcs-syhn.fr,gcs-syhn.fr,1,1,centre hospitalier d auxerre,1.0,-0.0,SHARED_INSTITUTIONAL
gcsa.e-marchespublics.com,e-marchespublics.com,1,1,gcsa 65,1.0,-0.0,GENERIC_PLATFORM
gcsbef.e-marchespublics.com,e-marchespublics.com,1,1,gcs- blanchisserie de l est francilien,1.0,-0.0,GENERIC_PLATFORM
gcsms-ehpadpublics94.fr,gcsms-ehpadpublics94.fr,1,1,fondation gourlet bontemps,1.0,-0.0,SHARED_INSTITUTIONAL
gcsms-germanor.e-marchespublics.com,e-marchespublics.com,1,1,gcsms germanor de la vall del tec,1.0,-0.0,GENERIC_PLATFORM
gcsms-vallespir.e-marchespublics.com,e-marchespublics.com,1,1,gcsms dmr et des siad du vallespir,1.0,-0.0,GENERIC_PLATFORM
gcsmv.e-marchespublics.com,e-marchespublics.com,1,1,gcs mangot vulcin,1.0,-0.0,GENERIC_PLATFORM
gecotti.synapse-entreprises.com,synapse-entreprises.com,1,1,geie gecotti programme interreg ivb,1.0,-0.0,GENERIC_PLATFORM
gennevilliersmarcoweb.fr,gennevilliersmarcoweb.fr,1,1,ville de gennevilliers,1.0,-0.0,SHARED_INSTITUTIONAL
genopole.e-marchespublics.com,e-marchespublics.com,1,1,gip genopole,1.0,-0.0,GENERIC_PLATFORM
genopole.e.marchespublics.com,marchespublics.com,1,1,gip genopole,1.0,-0.0,SHARED_INSTITUTIONAL
ghicl.fr,ghicl.fr,1,1,ghicl,1.0,-0.0,SHARED_INSTITUTIONAL
ghtcoop.fr,ghtcoop.fr,1,1,maison familiale de loire atlantique,1.0,-0.0,SHARED_INSTITUTIONAL
gie-convergence.fr,gie-convergence.fr,1,1,gie convergence,1.0,-0.0,SHARED_INSTITUTIONAL
gip-auvergne.e-marchespublics.com,e-marchespublics.com,1,1,gip auvergne,1.0,-0.0,GENERIC_PLATFORM
gironde.fr,gironde.fr,1,1,departement de la gironde,1.0,-0.0,SHARED_INSTITUTIONAL
givors.fr,givors.fr,1,1,ville de givors,1.0,-0.0,SHARED_INSTITUTIONAL
givors.marcoweb.fr,marcoweb.fr,1,1,ville de givors,1.0,-0.0,SHARED_INSTITUTIONAL
gnis.e-marchespublics.com,e-marchespublics.com,1,1,gnis - paris,1.0,-0.0,GENERIC_PLATFORM
golf-valgarde.e-marchespublics.com,e-marchespublics.com,1,1,golf de valgarde,1.0,-0.0,GENERIC_PLATFORM
gonfreville-l-orcher-marches.fr,gonfreville-l-orcher-marches.fr,1,1,ville de gonfreville l orcher,1.0,-0.0,SHARED_INSTITUTIONAL
gonfreville-l-orcher.fr,gonfreville-l-orcher.fr,1,1,ville de gonfreville l orcher,1.0,-0.0,SHARED_INSTITUTIONAL
goult.fr,goult.fr,1,1,commune de goult,1.0,-0.0,SHARED_INSTITUTIONAL
gouvieux.fr,gouvieux.fr,1,1,commune de gouvieux,1.0,-0.0,SHARED_INSTITUTIONAL
gpm-guadeloupe.omnikles.com,omnikles.com,1,1,grand port maritime de la guadeloupe,1.0,-0.0,SHARED_INSTITUTIONAL
gpsea.achatpublic.com,achatpublic.com,1,1,grand paris sud est avenir,1.0,-0.0,GENERIC_PLATFORM
gpseo.fr,gpseo.fr,1,1,grand paris seine et oise,1.0,-0.0,SHARED_INSTITUTIONAL
grand-chatellerault.fr,grand-chatellerault.fr,1,1,ca de grand chatellerault,1.0,-0.0,SHARED_INSTITUTIONAL
grand-cognac-marches.fr,grand-cognac-marches.fr,1,1,communaute de communes de cognac,1.0,-0.0,SHARED_INSTITUTIONAL
grandangouleme.fr,grandangouleme.fr,1,1,grandangouleme agglomeration,1.0,-0.0,SHARED_INSTITUTIONAL
grandavignon.marcoweb.fr,marcoweb.fr,1,1,cte d agglomeration du grand avignon,1.0,-0.0,SHARED_INSTITUTIONAL
grandavignoon.marcoweb.fr,marcoweb.fr,1,1,cte d agglomeration du grand avignon,1.0,-0.0,SHARED_INSTITUTIONAL
grandbesancon.fr,grandbesancon.fr,1,1,grand besancon metropole,1.0,-0.0,SHARED_INSTITUTIONAL
grandest.fr,grandest.fr,1,1,region grand est,1.0,-0.0,SHARED_INSTITUTIONAL
grandlyon.com,grandlyon.com,1,1,metropole de lyon,1.0,-0.0,SHARED_INSTITUTIONAL
grandlyonhabitat.fr,grandlyonhabitat.fr,1,1,grand lyon habitat,1.0,-0.0,SHARED_INSTITUTIONAL
grandorb.marcoweb.fr,marcoweb.fr,1,1,communaute de communes grand orb,1.0,-0.0,SHARED_INSTITUTIONAL
grandpontarlier.fr,grandpontarlier.fr,1,1,cte de cnes du grand pontarlier,1.0,-0.0,SHARED_INSTITUTIONAL
grandsite-carcassonne.fr,grandsite-carcassonne.fr,1,1,grand site cite de carcassonne,1.0,-0.0,SHARED_INSTITUTIONAL
grandsitesaintevictoire.e-marchespublics.com,e-marchespublics.com,1,1,grand site sainte victoire,1.0,-0.0,GENERIC_PLATFORM
grane.org,grane.org,1,1,communaute de communes du val de drome,1.0,-0.0,SHARED_INSTITUTIONAL
granville.marcoweb,granville.marcoweb,1,1,cte commune granville terre et mer,1.0,-0.0,SHARED_INSTITUTIONAL
grasse.fr,grasse.fr,1,1,ville de grasse,1.0,-0.0,SHARED_INSTITUTIONAL
greenflex.com,greenflex.com,1,1,greenflex,1.0,-0.0,SHARED_INSTITUTIONAL
greta-mpyc.fr,greta-mpyc.fr,1,1,lycee technologique deodat de severac,1.0,-0.0,SHARED_INSTITUTIONAL
grezsurloing.fr,grezsurloing.fr,1,1,commune grez sur loing,1.0,-0.0,SHARED_INSTITUTIONAL
groupe38.fr,groupe38.fr,1,1,symbhi,1.0,-0.0,SHARED_INSTITUTIONAL
groupecif.com,groupecif.com,1,1,cif cooperative,1.0,-0.0,SHARED_INSTITUTIONAL
guadeloupe.cci.fr,cci.fr,1,1,cci des iles de guadeloupe,1.0,-0.0,SHARED_INSTITUTIONAL
guemene-sur-scorff.com,guemene-sur-scorff.com,1,1,commune de guemene sur scorff,1.0,-0.0,SHARED_INSTITUTIONAL
guenrouet.fr,guenrouet.fr,1,1,commune de guenrouet,1.0,-0.0,SHARED_INSTITUTIONAL
gundershoffen.e-marchespublics.com,e-marchespublics.com,1,1,commune de gundershoffen,1.0,-0.0,GENERIC_PLATFORM
guyane.dieccte.gouv.fr,dieccte.gouv.fr,1,1,dieccte guyane,1.0,-0.0,SHARED_INSTITUTIONAL
guyane.pref.gouv.fr,pref.gouv.fr,1,1,prefecture de la region guyane,1.0,-0.0,SHARED_INSTITUTIONAL
h2p-esh.e-marchespublics.com,e-marchespublics.com,1,1,habitations de haute-provence,1.0,-0.0,GENERIC_PLATFORM
habitat-audois.marcoweb.fr,marcoweb.fr,1,1,habitat audois,1.0,-0.0,SHARED_INSTITUTIONAL
habitat-du-gard.marches-publics.info,marches-publics.info,1,1,habitat du gard,1.0,-0.0,GENERIC_PLATFORM
habitat-du-littoral.com,habitat-du-littoral.com,1,1,oph - habitat du littoral,1.0,-0.0,SHARED_INSTITUTIONAL
habitat-hauts-de-france.e-marchespublics.com,e-marchespublics.com,1,1,habitat hauts de france - esh,1.0,-0.0,GENERIC_PLATFORM
habitat-nord79.marcoweb.fr,marcoweb.fr,1,1,habitat nord deux-sevres,1.0,-0.0,SHARED_INSTITUTIONAL
habitat2a.e-marchespublics.com,e-marchespublics.com,1,1,office public habitat corse du sud,1.0,-0.0,GENERIC_PLATFORM
habitat76.e-marchespublics.com,e-marchespublics.com,1,1,habitat 76,1.0,-0.0,GENERIC_PLATFORM
habitatbvs.sudest-marchespublics.com,sudest-marchespublics.com,1,1,habitat bvs,1.0,-0.0,SHARED_INSTITUTIONAL
habitatoulouse.fr,habitatoulouse.fr,1,1,habitat toulouse,1.0,-0.0,SHARED_INSTITUTIONAL
habitatsudatlantic.marcoweb.fr,marcoweb.fr,1,1,habitat sud atlantic - oph,1.0,-0.0,SHARED_INSTITUTIONAL
habitelem.com,habitelem.com,1,1,habitelem,1.0,-0.0,SHARED_INSTITUTIONAL
habrioux.com,habrioux.com,1,1,ehpad habrioux,1.0,-0.0,SHARED_INSTITUTIONAL
hagetmau.fr,hagetmau.fr,1,1,commune d hagetmau,1.0,-0.0,SHARED_INSTITUTIONAL
halpades.e-marchespublics.com,e-marchespublics.com,1,1,halpades,1.0,-0.0,GENERIC_PLATFORM
hautbugey-agglomeration.fr,hautbugey-agglomeration.fr,1,1,haut-bugey agglomeration,1.0,-0.0,SHARED_INSTITUTIONAL
haute-bigorre.e-marchespublics.com,e-marchespublics.com,1,1,cte de communes de la haute bigorre,1.0,-0.0,GENERIC_PLATFORM
haute-corse.fr,haute-corse.fr,1,1,conseil general de la haute-corse,1.0,-0.0,SHARED_INSTITUTIONAL
haute-loire.chambre-agriculture.fr,chambre-agriculture.fr,1,1,chambre d agriculture de haute-loire,1.0,-0.0,SHARED_INSTITUTIONAL
haute-vienne.fr,haute-vienne.fr,1,1,conseil departemental haute-vienne,1.0,-0.0,SHARED_INSTITUTIONAL
hautecombedesavoie.e-marchespublics.com,e-marchespublics.com,1,1,cte de communes haute combe de savoie,1.0,-0.0,GENERIC_PLATFORM
hautecomte.e-marchespublics.com,e-marchespublics.com,1,1,cte de cnes mt d or deux lacs,1.0,-0.0,GENERIC_PLATFORM
hautenormandie.fr,hautenormandie.fr,1,1,conseil regional de haute-normandie,1.0,-0.0,SHARED_INSTITUTIONAL
hautes-alpes.fr,hautes-alpes.fr,1,1,asa du canal gaillard,1.0,-0.0,SHARED_INSTITUTIONAL
hautesavoie.fr,hautesavoie.fr,1,1,departement de la haute-savoie,1.0,-0.0,SHARED_INSTITUTIONAL
hautesavoiehabitat.fr,hautesavoiehabitat.fr,1,1,oph de la haute-savoie,1.0,-0.0,SHARED_INSTITUTIONAL
hautsdeseine-habitat.e-marchespublics.com,e-marchespublics.com,1,1,hauts-de-seine habitat - oph,1.0,-0.0,GENERIC_PLATFORM
hautsdeseinehabitat.e-marchespublics.com,e-marchespublics.com,1,1,hauts-de-seine habitat - oph,1.0,-0.0,GENERIC_PLATFORM
hautsdeseinehabitat.fr,hautsdeseinehabitat.fr,1,1,hauts-de-seine habitat - oph,1.0,-0.0,SHARED_INSTITUTIONAL
