domain_normalized,registered_domain,observation_count,distinct_profile_buyer_names,dominant_buyer_normalized,dominant_buyer_share,buyer_entropy,domain_specificity
marchespublics.ledepartement82.fr,ledepartement82.fr,3,1,departement de tarn-et-garonne,1.0,-0.0,BUYER_SPECIFIC
marchespublics.mairie-marseille.fr,mairie-marseille.fr,3,1,ville de marseille,1.0,-0.0,BUYER_SPECIFIC
marchespublics.seine-saint-denis.fr,seine-saint-denis.fr,3,1,conseil general de seine saint denis,1.0,-0.0,BUYER_SPECIFIC
marchespublics82.fr,marchespublics82.fr,3,1,ville de caussade,1.0,-0.0,BUYER_SPECIFIC
mericourt.synapse-entreprises.com,synapse-entreprises.com,3,1,ville de mericourt,1.0,-0.0,GENERIC_PLATFORM
metzenscenes.e-marchespublics.com,e-marchespublics.com,3,1,epcc metz en scenes,1.0,-0.0,GENERIC_PLATFORM
mnhn.fr,mnhn.fr,3,1,museum national d histoire naturelle,1.0,-0.0,BUYER_SPECIFIC
mondeville.e-marchespublics.com,e-marchespublics.com,3,1,mairie de mondeville,1.0,-0.0,GENERIC_PLATFORM
montelimar-agglomeration-habitat.e-marchespublics.com,e-marchespublics.com,3,1,montelimar agglomeration habitat,1.0,-0.0,GENERIC_PLATFORM
montelimar.fr,montelimar.fr,3,1,ville de montelimar,1.0,-0.0,BUYER_SPECIFIC
neoma-bs.fr,neoma-bs.fr,3,1,neoma business school,1.0,-0.0,BUYER_SPECIFIC
oph-bobigny.achatpublic.com,achatpublic.com,3,1,oph de bobigny,1.0,-0.0,GENERIC_PLATFORM
paristde.achatpublic.com,achatpublic.com,3,1,paris terres d envol,1.0,-0.0,GENERIC_PLATFORM
pays-de-la-loire.ars.sante.fr,sante.fr,3,1,ars pays de la loire,1.0,-0.0,BUYER_SPECIFIC
pmca.marches-publics.info,marches-publics.info,3,1,mairie,1.0,-0.0,GENERIC_PLATFORM
rennes-congres.fr,rennes-congres.fr,3,1,destination rennes tourisme congres,1.0,-0.0,BUYER_SPECIFIC
saint-fargeau-ponthierry.e-marchespublics.com,e-marchespublics.com,3,1,commune saint fargeau ponthierry,1.0,-0.0,GENERIC_PLATFORM
saint-genis-pouilly.fr,saint-genis-pouilly.fr,3,1,mairie,1.0,-0.0,BUYER_SPECIFIC
saintpierredescorps.achatpublic.com,achatpublic.com,3,1,commune de saint pierre des corps,1.0,-0.0,GENERIC_PLATFORM
sarlat.marcoweb.fr,marcoweb.fr,3,1,commune de sarlat-la caneda,1.0,-0.0,BUYER_SPECIFIC
savoie.fr,savoie.fr,3,1,departement de la savoie,1.0,-0.0,BUYER_SPECIFIC
sdis11.fr,sdis11.fr,3,1,sdis de l aude,1.0,-0.0,BUYER_SPECIFIC
seapfa.achatpublic.com,achatpublic.com,3,1,seapfa,1.0,-0.0,GENERIC_PLATFORM
semab.marcoweb.fr,marcoweb.fr,3,1,s e m bastia amenagement,1.0,-0.0,BUYER_SPECIFIC
semtcar.marcoweb.fr,marcoweb.fr,3,1,semtcar,1.0,-0.0,BUYER_SPECIFIC
senat.achatpublic.com,achatpublic.com,3,1,senat,1.0,-0.0,GENERIC_PLATFORM
sictomdole.e-marchespublics.com,e-marchespublics.com,3,1,sictom de la zone de dole,1.0,-0.0,GENERIC_PLATFORM
sisteron.e-marchespublics.com,e-marchespublics.com,3,1,ville de sisteron,1.0,-0.0,GENERIC_PLATFORM
symevad.e-marchespublics.com,e-marchespublics.com,3,1,symevad,1.0,-0.0,GENERIC_PLATFORM
versailles.fr,versailles.fr,3,1,ville de versailles,1.0,-0.0,BUYER_SPECIFIC
villarslesdombes.synapse-entreprises.com,synapse-entreprises.com,3,1,mairie,1.0,-0.0,GENERIC_PLATFORM
ville-blain.fr,ville-blain.fr,3,1,mairie de blain,1.0,-0.0,BUYER_SPECIFIC
ville-nieppe.e-marchespublics.com,e-marchespublics.com,3,1,ville de nieppe,1.0,-0.0,GENERIC_PLATFORM
ville-noisiel.e-marchespublics.com,e-marchespublics.com,3,1,ville de noisiel,1.0,-0.0,GENERIC_PLATFORM
ville-pornichet.e-marchespublics.com,e-marchespublics.com,3,1,ville de pornichet,1.0,-0.0,GENERIC_PLATFORM
villesolliespont.e-marchespublics.com,e-marchespublics.com,3,1,ville de sollies-pont,1.0,-0.0,GENERIC_PLATFORM
.achat-hopital.com,achat-hopital.com,2,2,chi de poissy saint germain en laye,0.5,1.0,GENERIC_PLATFORM
acat.fr,acat.fr,2,2,cte cnes du pays de chateau de gontier,0.5,1.0,SHARED_INSTITUTIONAL
achat-sante.safetender.com,safetender.com,2,2,cdef84,0.5,1.0,SHARED_INSTITUTIONAL
achat.inserm.fr,inserm.fr,2,2,inserm - adr paris xi,0.5,1.0,SHARED_INSTITUTIONAL
achat.regionpaca.fr,regionpaca.fr,2,2,conseil reg provence-alpes-cote d azur,0.5,1.0,SHARED_INSTITUTIONAL
achathopital.com,achathopital.com,2,2,centre hospitalier maurice selbonnne,0.5,1.0,SHARED_INSTITUTIONAL
achats-formation-zefir.regioncentre-valdeloire.fr,regioncentre-valdeloire.fr,2,2,region centre val de loire,0.5,1.0,SHARED_INSTITUTIONAL
achats.yvelines.fr,yvelines.fr,2,2,conseil departemental des yvelines,0.5,1.0,SHARED_INSTITUTIONAL
aeroport-lorraine.omnikles.com,omnikles.com,2,2,epmnl,0.5,1.0,SHARED_INSTITUTIONAL
agedi.achatpublic.com,achatpublic.com,2,2,cte de cnes de la vanne et du pays d o,0.5,1.0,GENERIC_PLATFORM
agen.fr,agen.fr,2,2,commune d agen,0.5,1.0,SHARED_INSTITUTIONAL
agglo-st-etienne.fr,agglo-st-etienne.fr,2,2,smtaml,0.5,1.0,SHARED_INSTITUTIONAL
agglo2b.e-marchespublics.com,e-marchespublics.com,2,2,agglomeration du bocage bressuirais,0.5,1.0,GENERIC_PLATFORM
agglopolys.achatpublic.com,achatpublic.com,2,2,communaute d agglomeration de blois,0.5,1.0,GENERIC_PLATFORM
agro-bordeaux.fr,agro-bordeaux.fr,2,2,bordeaux sciences agro,0.5,1.0,SHARED_INSTITUTIONAL
alsacemarchespublices.eu,alsacemarchespublices.eu,2,2,communaute de communes de selestat,0.5,1.0,SHARED_INSTITUTIONAL
ao-espacil.com,ao-espacil.com,2,2,espacil habitat,0.5,1.0,SHARED_INSTITUTIONAL
apcma.e-marchespublics.com,e-marchespublics.com,2,2,apcm,0.5,1.0,GENERIC_PLATFORM
atlanticeau.e-marchespublics.com,e-marchespublics.com,2,2,altantic eau,0.5,1.0,GENERIC_PLATFORM
atr-communication.com,atr-communication.com,2,2,siaep de clohars-fouesnant,0.5,1.0,SHARED_INSTITUTIONAL
aude.fr,aude.fr,2,2,conseil general de l aude,0.5,1.0,SHARED_INSTITUTIONAL
auvergnerhonealpes.eu,auvergnerhonealpes.eu,2,2,region auvergne rhone alpes,0.5,1.0,SHARED_INSTITUTIONAL
b-m-a.marcoweb.fr,marcoweb.fr,2,2,bordeaux metropole amenagement,0.5,1.0,SHARED_INSTITUTIONAL
bailleursvosgiens.achatpublic.com,achatpublic.com,2,2,opac vosges,0.5,1.0,GENERIC_PLATFORM
bastia-amenagement.marches-publics.info,marches-publics.info,2,2,s e m bastia amenagement,0.5,1.0,GENERIC_PLATFORM
blenod.fr,blenod.fr,2,2,ccas de blenod les pont-a-mousson,0.5,1.0,SHARED_INSTITUTIONAL
bourgoinjallieu.sudest-marchespublics.com,sudest-marchespublics.com,2,2,mairie de bourgoin jallieu,0.5,1.0,SHARED_INSTITUTIONAL
briecomterobert.fr,briecomterobert.fr,2,2,commune brie comte robert,0.5,1.0,SHARED_INSTITUTIONAL
ca-argenteuil-bezons.achatpublic.com,achatpublic.com,2,2,agglomeration argenteuil-bezons,0.5,1.0,GENERIC_PLATFORM
caen.fr,caen.fr,2,2,centre communal d action sociale caen,0.5,1.0,SHARED_INSTITUTIONAL
cc-leze-ariege.fr,cc-leze-ariege.fr,2,2,cc district de la vallee de l ariege,0.5,1.0,SHARED_INSTITUTIONAL
cc-serreponconvaldavance.com,cc-serreponconvaldavance.com,2,2,commun de com de vallee de l avance,0.5,1.0,SHARED_INSTITUTIONAL
cc-terresdeconfluences.e-marchespublics.com,e-marchespublics.com,2,2,cte de communes terres de confluences,0.5,1.0,GENERIC_PLATFORM
cc-vallee-ariege.fr,cc-vallee-ariege.fr,2,2,cc district de la vallee de l ariege,0.5,1.0,SHARED_INSTITUTIONAL
cc-valsdesaintonge.e-marchespublics.com,e-marchespublics.com,2,2,cc des vals de saintonge,0.5,1.0,GENERIC_PLATFORM
ccld.marcoweb.fr,marcoweb.fr,2,2,communaute territoriale sud luberon,0.5,1.0,SHARED_INSTITUTIONAL
cg48.e-marchespublics.com,e-marchespublics.com,2,2,departement de la lozere cg 48,0.5,1.0,GENERIC_PLATFORM
cg61.achatpublic.com,achatpublic.com,2,2,conseil departemental de l orne,0.5,1.0,GENERIC_PLATFORM
cg84.sudest-marchespublics.com,sudest-marchespublics.com,2,2,departement de vaucluse,0.5,1.0,SHARED_INSTITUTIONAL
cg87.fr,cg87.fr,2,2,conseil departemental haute-vienne,0.5,1.0,SHARED_INSTITUTIONAL
ch-aix.marcoweb.fr,marcoweb.fr,2,2,ap-hm pour le compte du chpa-chiap,0.5,1.0,SHARED_INSTITUTIONAL
ch-alpes-leman.marcoweb.fr,marcoweb.fr,2,2,centre hospitalier alpes leman,0.5,1.0,SHARED_INSTITUTIONAL
ch-beziers.fr,ch-beziers.fr,2,2,centre hospitalier,0.5,1.0,SHARED_INSTITUTIONAL
ch-martigues.marcoweb.fr,marcoweb.fr,2,2,aphm pour le compte du ch martigues,0.5,1.0,SHARED_INSTITUTIONAL
ch-saintes-marches.com,ch-saintes-marches.com,2,2,centre hospitalier de saintes,0.5,1.0,SHARED_INSTITUTIONAL
ch-stlo.fr,ch-stlo.fr,2,2,centre hospitalier memorial f e u,0.5,1.0,SHARED_INSTITUTIONAL
char.marcoweb.fr,marcoweb.fr,2,2,centre hospitalier andree rosemon,0.5,1.0,SHARED_INSTITUTIONAL
charente-maritime.fr,charente-maritime.fr,2,2,cons depart de la charente-maritime,0.5,1.0,SHARED_INSTITUTIONAL
chog.marcoweb.fr,marcoweb.fr,2,2,ctre hosp ouest guyanais franck joly,0.5,1.0,SHARED_INSTITUTIONAL
chph.marcoweb.fr,marcoweb.fr,2,2,ch de bour en bresse fleyriat,0.5,1.0,SHARED_INSTITUTIONAL
cias-rivedroite.fr,cias-rivedroite.fr,2,2,s i v u s i a s de la rive droite,0.5,1.0,SHARED_INSTITUTIONAL
clairsienne.com,clairsienne.com,2,2,clairsienne - construction,0.5,1.0,SHARED_INSTITUTIONAL
clermontcommunaute.net,clermontcommunaute.net,2,2,clermont auvergne metropole,0.5,1.0,SHARED_INSTITUTIONAL
coeurdardenne.e-marchespublics.com,e-marchespublics.com,2,2,cte agglo charleville-mezieres sedan,0.5,1.0,GENERIC_PLATFORM
commandepubliquegien.marcoweb.fr,marcoweb.fr,2,2,communaute des communes giennoises,0.5,1.0,SHARED_INSTITUTIONAL
culturecommunication.gouv.fr,culturecommunication.gouv.fr,2,2,drac centre,0.5,1.0,SHARED_INSTITUTIONAL
deamt-ampa.fr,deamt-ampa.fr,2,2,cdc bassin d arcachon nord,0.5,1.0,SHARED_INSTITUTIONAL
demat-amap.fr,demat-amap.fr,2,2,bordeaux metropole,0.5,1.0,SHARED_INSTITUTIONAL
destination-nancy.e-marchespublics.com,e-marchespublics.com,2,2,grand nancy congres et evenements,0.5,1.0,GENERIC_PLATFORM
developpement-durable.gouv.fr,developpement-durable.gouv.fr,2,2,meddtl,0.5,1.0,SHARED_INSTITUTIONAL
dornes.fr,dornes.fr,2,2,cc sologne bourbonnais nivernais,0.5,1.0,SHARED_INSTITUTIONAL
e-guadeloupe.com,e-guadeloupe.com,2,2,commune de saint-claude,0.5,1.0,SHARED_INSTITUTIONAL
e-magalisbretagne.org,e-magalisbretagne.org,2,2,commune de pont-pean,0.5,1.0,SHARED_INSTITUTIONAL
e.marchespublics.com,marchespublics.com,2,2,cte de cnes pyrenees audoises,0.5,1.0,SHARED_INSTITUTIONAL
ead.achatpublic.com,achatpublic.com,2,2,communaute de communes rurales du sud,0.5,1.0,GENERIC_PLATFORM
eadministration.fr,eadministration.fr,2,2,commission syndicale du haut ossau,0.5,1.0,SHARED_INSTITUTIONAL
ebourgogne.fr,ebourgogne.fr,2,2,synd inter com eau assainis druy parig,0.5,1.0,SHARED_INSTITUTIONAL
ecole.marches-publics.gouv.fr,marches-publics.gouv.fr,2,2,etablissement public,0.5,1.0,GENERIC_PLATFORM
eguadeloupe.fr,eguadeloupe.fr,2,2,epa guadeloupe formation,0.5,1.0,SHARED_INSTITUTIONAL
emarchespublics.fr,emarchespublics.fr,2,2,mdpa,0.5,1.0,SHARED_INSTITUTIONAL
epa-plaineduvar.e-marchespublics.com,e-marchespublics.com,2,2,epa ecovallee plaine du var,0.5,1.0,GENERIC_PLATFORM
epase.fr,epase.fr,2,2,epa de saint etienne,0.5,1.0,SHARED_INSTITUTIONAL
epnak.marcoweb.fr,marcoweb.fr,2,2,e p n a k,0.5,1.0,SHARED_INSTITUTIONAL
estuaire-sillon.e-marchespublics.com,e-marchespublics.com,2,2,comcom estuaire et sillon,0.5,1.0,GENERIC_PLATFORM
eurelien.fr,eurelien.fr,2,2,conseil general d eure et loir,0.5,1.0,SHARED_INSTITUTIONAL
evodia.e-marchespublics.com,e-marchespublics.com,2,2,evodia,0.5,1.0,GENERIC_PLATFORM
extranetfp.cr-champagne-ardenne.fr,cr-champagne-ardenne.fr,2,2,alsace champagne-ardenne lorraine,0.5,1.0,SHARED_INSTITUTIONAL
feursenforez.fr,feursenforez.fr,2,2,cc de feurs en forez,0.5,1.0,SHARED_INSTITUTIONAL
fluxel.marcoweb.fr,marcoweb.fr,2,2,fluxel,0.5,1.0,SHARED_INSTITUTIONAL
gardanne.marco-web.fr,marco-web.fr,2,2,service de l eau et assainissement,0.5,1.0,SHARED_INSTITUTIONAL
gennevilliers.marcoweb.fr,marcoweb.fr,2,2,ept boucle nord de seine,0.5,1.0,SHARED_INSTITUTIONAL
gournay-en-bray.e-marchespublics.com,e-marchespublics.com,2,2,ccas de gournay-en-bray,0.5,1.0,GENERIC_PLATFORM
grand-dole-habitat.e-marchespublics.com,e-marchespublics.com,2,2,dole du jura habitat,0.5,1.0,GENERIC_PLATFORM
graphi33.fr,graphi33.fr,2,2,commune de saint christophe de double,0.5,1.0,SHARED_INSTITUTIONAL
grenoble.fr,grenoble.fr,2,2,ccas de la ville de grenoble,0.5,1.0,SHARED_INSTITUTIONAL
groupelogemloiret.marches-publics.info,marches-publics.info,2,2,logemloiret,0.5,1.0,GENERIC_PLATFORM
hauteloire.marcoweb.fr,marcoweb.fr,2,2,conseil general de la haute-loire,0.5,1.0,SHARED_INSTITUTIONAL
hauts-de-seine.net,hauts-de-seine.net,2,2,conseil general des hauts de seine,0.5,1.0,SHARED_INSTITUTIONAL
ipcserv.com,ipcserv.com,2,2,bartischgut,0.5,1.0,SHARED_INSTITUTIONAL
kleekoon.com,kleekoon.com,2,2,c c du pays des paillons,0.5,1.0,SHARED_INSTITUTIONAL
klekkon.com,klekkon.com,2,2,maison de retraite de roquemaure,0.5,1.0,SHARED_INSTITUTIONAL
lacrau.marcoweb.fr,marcoweb.fr,2,2,commune de la crau,0.5,1.0,SHARED_INSTITUTIONAL
lametro.marco-web.fr,marco-web.fr,2,2,grenoble alpes metropole,0.5,1.0,SHARED_INSTITUTIONAL
lecroisic.marcoweb.fr,marcoweb.fr,2,2,mairie du croisic,0.5,1.0,SHARED_INSTITUTIONAL
lesalluetsleroi.free.fr,free.fr,2,2,les alluets le roi,0.5,1.0,SHARED_INSTITUTIONAL
lesgardons.e-marchespublics.com,e-marchespublics.com,2,2,eptb gardons,0.5,1.0,GENERIC_PLATFORM
local-trust.com,local-trust.com,2,2,communaute urbaine de cherbourg,0.5,1.0,SHARED_INSTITUTIONAL
lonslesaunier.fr,lonslesaunier.fr,2,2,commune de lons-le-saunier,0.5,1.0,SHARED_INSTITUTIONAL
loos-en-gohelle.fr,loos-en-gohelle.fr,2,2,commune de loos en gohelle,0.5,1.0,SHARED_INSTITUTIONAL
lozere.fr,lozere.fr,2,2,departement de la lozere,0.5,1.0,SHARED_INSTITUTIONAL
maches-publics.gouv.fr,maches-publics.gouv.fr,2,2,s d n c,0.5,1.0,SHARED_INSTITUTIONAL
maches-securises.fr,maches-securises.fr,2,2,c c a s de la ville de besancon,0.5,1.0,SHARED_INSTITUTIONAL
mairie-gerardmer.e-marchespublics.com,e-marchespublics.com,2,2,commune de gerardmer,0.5,1.0,GENERIC_PLATFORM
mairie-lelamentin.fr,mairie-lelamentin.fr,2,2,caisse des ecoles du lamentin,0.5,1.0,SHARED_INSTITUTIONAL
mairie-saintgilles30.e-marchespublics.com,e-marchespublics.com,2,2,commune de saint gilles,0.5,1.0,GENERIC_PLATFORM
mairie-saintjoseph.marcoweb.fr,marcoweb.fr,2,2,caisse des ecoles,0.5,1.0,SHARED_INSTITUTIONAL
mairie-stphilbert.e-marchespublics.com,e-marchespublics.com,2,2,commune saint philbert de grand lieu,0.5,1.0,GENERIC_PLATFORM
mapa.amiens-metropole.com,amiens-metropole.com,2,2,amiens metropole,0.5,1.0,SHARED_INSTITUTIONAL
maraussan.e-marchespublics.com,e-marchespublics.com,2,2,commune de maraussan,0.5,1.0,GENERIC_PLATFORM
marche-info.fr,marche-info.fr,2,2,sydevom de haute provence,0.5,1.0,SHARED_INSTITUTIONAL
marche-securise.fr,marche-securise.fr,2,2,ccas de toulouse,0.5,1.0,SHARED_INSTITUTIONAL
marche.marches-publics.gouv.fr,marches-publics.gouv.fr,2,2,meeddat,0.5,1.0,GENERIC_PLATFORM
marcheonline.com,marcheonline.com,2,2,institut vedecom,0.5,1.0,SHARED_INSTITUTIONAL
marchepublicassurance.com,marchepublicassurance.com,2,2,cte de cnes fercher - pays florentais,0.5,1.0,SHARED_INSTITUTIONAL
marches-grandbelfort.safetender.com,safetender.com,2,2,cte de l agglomeration belfortaine,0.5,1.0,SHARED_INSTITUTIONAL
marches-grandbesancon.fr,marches-grandbesancon.fr,2,2,grand besancon,0.5,1.0,SHARED_INSTITUTIONAL
marches-habitatoulouse.local-trust.com,local-trust.com,2,2,habitat toulouse,0.5,1.0,SHARED_INSTITUTIONAL
marches-melun.com,marches-melun.com,2,2,commune melun,0.5,1.0,SHARED_INSTITUTIONAL
marches-paysmornantais.safetender.com,safetender.com,2,2,communaute de cme du pays mornantais,0.5,1.0,SHARED_INSTITUTIONAL
marches-publics-ca-marne-chantereine.omnikles.com,omnikles.com,2,2,ca marne et chantereine,0.5,1.0,SHARED_INSTITUTIONAL
marches-publics.approlys.fr,approlys.fr,2,2,approlys,0.5,1.0,SHARED_INSTITUTIONAL
marches-publics.gouv.f,gouv.f,2,2,dreal rhones-alpes,0.5,1.0,SHARED_INSTITUTIONAL
marches-publics.info.fr,info.fr,2,2,lycee benjamin franklin,0.5,1.0,SHARED_INSTITUTIONAL
marches-publics.infos,marches-publics.infos,2,2,bazemont,0.5,1.0,SHARED_INSTITUTIONAL
marches-publics.villeurbanne.fr,villeurbanne.fr,2,2,ccas de villeurbanne,0.5,1.0,SHARED_INSTITUTIONAL
marches-publicsmanche.fr,marches-publicsmanche.fr,2,2,conseil general de la manche,0.5,1.0,SHARED_INSTITUTIONAL
marches-sicprh.com,marches-sicprh.com,2,2,syndicat intercommunal cprh,0.5,1.0,SHARED_INSTITUTIONAL
marches-vosges.fr,marches-vosges.fr,2,2,commune de lerrain,0.5,1.0,SHARED_INSTITUTIONAL
marches.boamp.fr,boamp.fr,2,2,apfte,0.5,1.0,GENERIC_PLATFORM
marches.cg66.fr,cg66.fr,2,2,conseil general pyrenees orientales,0.5,1.0,SHARED_INSTITUTIONAL
marches.maxilien.fr,maxilien.fr,2,2,sem 92,0.5,1.0,SHARED_INSTITUTIONAL
marches.publics.sis-marches.com,sis-marches.com,2,2,rouen habitat,0.5,1.0,SHARED_INSTITUTIONAL
marches.ternumbfc.fr,ternumbfc.fr,2,2,c a chalon val de bourgogne,0.5,1.0,SHARED_INSTITUTIONAL
marches.ville-bobigny.fr,ville-bobigny.fr,2,2,commune de bobigny,0.5,1.0,SHARED_INSTITUTIONAL
marchespublic596280.fr,marchespublic596280.fr,2,2,commune d haveluy,0.5,1.0,SHARED_INSTITUTIONAL
marchespublics-agglobrive.omnikles.com,omnikles.com,2,2,communaute d agglo du bassin de brive,0.5,1.0,SHARED_INSTITUTIONAL
marchespublics-bourgsaintmaurice.omnikles.com,omnikles.com,2,2,les arcs bourg saint maurice tourisme,0.5,1.0,SHARED_INSTITUTIONAL
marchespublics.agglo-porteduhainaut.fr,agglo-porteduhainaut.fr,2,2,com d aggl de la port du hainaut,0.5,1.0,SHARED_INSTITUTIONAL
marchespublics.aquitaine.org,aquitaine.org,2,2,communaute urbaine de bordeaux,0.5,1.0,SHARED_INSTITUTIONAL
marchespublics.bordeaux.fr,bordeaux.fr,2,2,mairie de bordeaux,0.5,1.0,SHARED_INSTITUTIONAL
marchespublics.cr-languedocroussillon.fr,cr-languedocroussillon.fr,2,2,conseil regional languedoc roussillon,0.5,1.0,SHARED_INSTITUTIONAL
marchespublics.haute-garonne.fr,haute-garonne.fr,2,2,conseil departemental haute garonne,0.5,1.0,SHARED_INSTITUTIONAL
marchespublics.hauts-de-seine.net,hauts-de-seine.net,2,2,conseil general des hauts de seine,0.5,1.0,SHARED_INSTITUTIONAL
marchespublics.nordpasdecalaispicardie.fr,nordpasdecalaispicardie.fr,2,2,region hauts-de-france,0.5,1.0,SHARED_INSTITUTIONAL
marcoweb.fr,marcoweb.fr,2,2,smtc 63,0.5,1.0,SHARED_INSTITUTIONAL
maximillien.fr,maximillien.fr,2,2,conseil general de l essonne,0.5,1.0,SHARED_INSTITUTIONAL
megalis.bretagne.fr,bretagne.fr,2,2,communaute de communes pays de liffre,0.5,1.0,SHARED_INSTITUTIONAL
megeve.fr,megeve.fr,2,2,commission syndicale des biens indivis,0.5,1.0,SHARED_INSTITUTIONAL
merignac.com,merignac.com,2,2,commune de merignac,0.5,1.0,SHARED_INSTITUTIONAL
montigny-les-metz.fr,montigny-les-metz.fr,2,2,syndicat pour le canal de jouy,0.5,1.0,SHARED_INSTITUTIONAL
montpellier3m.fr,montpellier3m.fr,2,2,montpellier mediterranee metropole,0.5,1.0,SHARED_INSTITUTIONAL
mpe.76,mpe.76,2,2,communaute de l agglomeration havraise,0.5,1.0,SHARED_INSTITUTIONAL
mpe3-arras.local-trust.com,local-trust.com,2,2,centre hospitalier d arras,0.5,1.0,SHARED_INSTITUTIONAL
musee-orsay.fr,musee-orsay.fr,2,2,ets pub du mus d orsay mus orangerie,0.5,1.0,SHARED_INSTITUTIONAL
nancy.fr,nancy.fr,2,2,ccas de la ville de nancy,0.5,1.0,SHARED_INSTITUTIONAL
nive-adour.com,nive-adour.com,2,2,saem mivacef,0.5,1.0,SHARED_INSTITUTIONAL
oisehabitat.fr,oisehabitat.fr,2,2,oise habitat,0.5,1.0,SHARED_INSTITUTIONAL
ophmalakoff.marcoweb.fr,marcoweb.fr,2,2,o p h de malakoff,0.5,1.0,SHARED_INSTITUTIONAL
opievoy.fr,opievoy.fr,2,2,groupe opievoy,0.5,1.0,SHARED_INSTITUTIONAL
orme.finances.ader.gouv.fr,ader.gouv.fr,2,2,mindef dga dt scat toulouse,0.5,1.0,SHARED_INSTITUTIONAL
ouestrhodanien.marches-publics.info,marches-publics.info,2,2,communaute de l ouest rhodanien,0.5,1.0,GENERIC_PLATFORM
pa-caen-presquile.fr,pa-caen-presquile.fr,2,2,caen presqu ile,0.5,1.0,SHARED_INSTITUTIONAL
pa-paysdefalaise.fr,pa-paysdefalaise.fr,2,2,cdc du pays de falaise,0.5,1.0,SHARED_INSTITUTIONAL
paris.fr,paris.fr,2,2,mairie de paris,0.5,1.0,SHARED_INSTITUTIONAL
parisvatry.omnikles.com,omnikles.com,2,2,epgav,0.5,1.0,SHARED_INSTITUTIONAL
pasdecalais.fr,pasdecalais.fr,2,2,conseil general du pas-de-calais,0.5,1.0,SHARED_INSTITUTIONAL
paysdelor.marcoweb.fr,marcoweb.fr,2,2,cte d agglomeration du pays de l or,0.5,1.0,SHARED_INSTITUTIONAL
plainecentrale94.achatpublic.com,achatpublic.com,2,2,cte agglo plaine centrale val-de marne,0.5,1.0,GENERIC_PLATFORM
plainecommune.fr,plainecommune.fr,2,2,cte d agglo plaine commune,0.5,1.0,SHARED_INSTITUTIONAL
ports-37.com,ports-37.com,2,2,cc touraine val de vienne,0.5,1.0,SHARED_INSTITUTIONAL
prefectures-regions.gouv.fr,prefectures-regions.gouv.fr,2,2,prefecture de la region rhone-alpes,0.5,1.0,SHARED_INSTITUTIONAL
profilacheteur.meuse.fr,meuse.fr,2,2,conseil general de la meuse,0.5,1.0,SHARED_INSTITUTIONAL
rdtl.e-marchespublics.com,e-marchespublics.com,2,2,grpt cdes rdtl trans-landes,0.5,1.0,GENERIC_PLATFORM
roannais-agglomeration.fr,roannais-agglomeration.fr,2,2,grand roanne agglomeration,0.5,1.0,SHARED_INSTITUTIONAL
roissypaysdefrance.fr,roissypaysdefrance.fr,2,2,communaute d agl roissy pays de france,0.5,1.0,SHARED_INSTITUTIONAL
rousset-fr.com,rousset-fr.com,2,2,ccas ville de rousset,0.5,1.0,SHARED_INSTITUTIONAL
saedel.achatpublic.com,achatpublic.com,2,2,saedel,0.5,1.0,GENERIC_PLATFORM
saint-marcel27.e-marchespublics.com,e-marchespublics.com,2,2,commune de saint marcel,0.5,1.0,GENERIC_PLATFORM
saintes-marches.com,saintes-marches.com,2,2,centre hospitalier de saintes,0.5,1.0,SHARED_INSTITUTIONAL
sam.rhonealpes.fr,rhonealpes.fr,2,2,region auvergne-rhone-alpes,0.5,1.0,SHARED_INSTITUTIONAL
sarthe-marches-publics.fr,sarthe-marches-publics.fr,2,2,mairie de challes,0.5,1.0,SHARED_INSTITUTIONAL
sartrouville.fr,sartrouville.fr,2,2,syndicat s3m,0.5,1.0,SHARED_INSTITUTIONAL
sas73.achatpublic.com,achatpublic.com,2,2,societe amenagement de la savoie,0.5,1.0,GENERIC_PLATFORM
sde-aube.e-marchespublics.com,e-marchespublics.com,2,2,regie du sdea,0.5,1.0,GENERIC_PLATFORM
sdis41.fr,sdis41.fr,2,2,sdis 41,0.5,1.0,SHARED_INSTITUTIONAL
sdmis.fr,sdmis.fr,2,2,sce dep metropolitain incendie secours,0.5,1.0,SHARED_INSTITUTIONAL
sebli.marcoweb.fr,marcoweb.fr,2,2,sebli,0.5,1.0,SHARED_INSTITUTIONAL
seli.achatpublic.com,achatpublic.com,2,2,seli,0.5,1.0,GENERIC_PLATFORM
semarelp.fr,semarelp.fr,2,2,levaparc,0.5,1.0,SHARED_INSTITUTIONAL
semsamar.fr,semsamar.fr,2,2,semsamar 973,0.5,1.0,SHARED_INSTITUTIONAL
serm.marcoweb.fr,marcoweb.fr,2,2,citivia spl,0.5,1.0,SHARED_INSTITUTIONAL
sia-habitat.e-marchespublics.com,e-marchespublics.com,2,2,lto habitat,0.5,1.0,GENERIC_PLATFORM
siaved.fr,siaved.fr,2,2,s i a v e d,0.5,1.0,SHARED_INSTITUTIONAL
sidefage.fr,sidefage.fr,2,2,sidefage,0.5,1.0,SHARED_INSTITUTIONAL
sila.fr,sila.fr,2,2,sila - syndicat mixte du lac d annecy,0.5,1.0,SHARED_INSTITUTIONAL
sived83.e-marchespublics.com,e-marchespublics.com,2,2,sived,0.5,1.0,GENERIC_PLATFORM
