source_notice_id,publication_date,publication_year,cpv_division,buyer_key,buyer_key_type,buyer_key_provenance,duration_months,duration_imputation_status,estimated_end_date,observable_followup_months,buyer_publication_frequency,later_same_buyer_notice_count,later_same_buyer_in_m0_window_count,m0_candidate_count,m0_best_candidate_notice_id,m0_best_score,m0_second_best_score,m0_score_margin,m0_accepted,m0_selected_candidate_notice_id,m0_selected_candidate_reuse_count,m1_candidate_count,m1_accepted,m1_selected_candidate_notice_id,m1_selected_candidate_reuse_count,m1_buyer_match_mechanism,profile_audited_link_present,profile_evidence_status,primary_linkage_status_reason,secondary_diagnostic_flags
19-183493,2019-12-11,2019,32,NAME:commune de beaufort en anjou,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2023-03-21,79.0407358738502,1,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
19-175959,2019-11-24,2019,30,NAME:commune de beaupreau en mauges,NAME_FALLBACK,NAME_FALLBACK,24.0,imputed,2022-04-08,79.59921156373193,1,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
26-47287,2026-05-12,2026,,NAME:commune de bouaye,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2026-11-12,2.0367936925098555,1,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
21-137261,2021-10-13,2021,71,NAME:commune de cesson sevigne,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2024-10-13,56.96452036793692,2,1,0,0,,,,,False,,0,1,False,,0,,False,,later_same_buyer_notice_outside_m0_window,candidate_pool_gained_under_m1;later_same_buyer_outside_m0_window
22-46783,2022-04-02,2022,32,NAME:commune de cesson sevigne,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2025-07-24,51.34691195795006,2,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
24-144326,2024-12-23,2024,48,NAME:commune de cesson-sevigne,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2028-12-23,18.626806833114323,1,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
19-125250,2019-08-15,2019,50,NAME:commune de challans,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2022-08-15,82.91721419185282,1,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
17-75817,2017-05-31,2017,48,NAME:commune de chemille en anjou,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2021-05-31,109.39553219448094,3,2,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
20-104420,2020-08-21,2020,,NAME:commune de chemille en anjou,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2021-02-21,70.69645203679369,3,1,1,1,20-131075,0.5243736311870346,,0.5243736311870346,True,20-131075,1,1,True,20-131075,1,M0_NAME_FALLBACK,True,NEUTRAL_SHARED_PLATFORM,linked_m0_balanced_proxy_event,same_candidate_m0_m1
20-131075,2020-10-23,2020,,NAME:commune de chemille en anjou,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2021-04-23,68.62680683311432,3,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
24-37718,2024-03-29,2024,30,NAME:commune de coulaines,NAME_FALLBACK,NAME_FALLBACK,48.0,observed,2028-03-29,27.463863337713533,1,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
26-53592,2026-06-01,2026,32,NAME:commune de fontenay le comte,NAME_FALLBACK,NAME_FALLBACK,36.0,observed,2029-06-01,1.3797634691195795,2,1,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
26-67753,2026-07-07,2026,32,NAME:commune de fontenay le comte,NAME_FALLBACK,NAME_FALLBACK,36.0,observed,2029-07-07,0.19710906701708278,2,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
17-75186,2017-05-30,2017,45,NAME:commune de la baule,NAME_FALLBACK,NAME_FALLBACK,12.0,imputed,2018-05-30,109.42838370565046,4,3,2,2,18-38804,0.2206984278242188,0.2042216803373361,0.0164767474868826,False,,0,2,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
17-138140,2017-10-04,2017,32,NAME:commune de la baule,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2021-01-13,105.2562417871222,4,2,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
18-32739,2018-03-08,2018,32,NAME:commune de la baule,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2021-03-08,100.16425755584757,4,1,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
18-38804,2018-03-20,2018,32,NAME:commune de la baule,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2021-03-20,99.7700394218134,4,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
16-149380,2016-10-13,2016,32,NAME:commune de la chevroliere,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2019-10-13,116.95137976346912,1,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
15-165845,2015-10-30,2015,35,NAME:commune de le pellerin,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2020-03-08,128.41655716162944,2,1,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
16-173853,2016-12-02,2016,,NAME:commune de le pellerin,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2017-06-02,115.30880420499342,2,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
19-22643,2019-02-12,2019,,NAME:commune de loire authion,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2019-08-12,88.96189224704337,2,1,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
22-40106,2022-03-17,2022,,NAME:commune de loire authion,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2022-09-17,51.87253613666228,2,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
24-41504,2024-04-09,2024,,NAME:commune de loire-authion 49,NAME_FALLBACK,NAME_FALLBACK,4.0,observed,2024-08-09,27.102496714848883,1,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
18-85137,2018-06-20,2018,30,NAME:commune de mauges sur loire,NAME_FALLBACK,NAME_FALLBACK,24.0,imputed,2020-06-20,96.74770039421813,6,5,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
18-136146,2018-09-28,2018,,NAME:commune de mauges sur loire,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2019-03-28,93.46254927726675,6,4,1,1,18-180250,0.2158216361893863,,0.2158216361893863,False,,0,1,False,,0,,False,,candidate_pool_below_balanced_threshold,
18-180250,2018-12-24,2018,,NAME:commune de mauges sur loire,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2019-06-24,90.60446780551905,6,3,3,3,19-179524,0.2420218521164587,0.1988589997280091,0.0431628523884496,False,,0,3,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
19-153997,2019-10-10,2019,48,NAME:commune de mauges sur loire,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-10-10,81.07752956636006,6,2,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
19-160506,2019-10-24,2019,35,NAME:commune de mauges sur loire,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-01-25,80.61760840998686,6,1,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
19-179524,2019-12-01,2019,32,NAME:commune de mauges sur loire,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2023-03-19,79.36925098554534,6,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
19-58562,2019-04-11,2019,,NAME:commune de mouilleron le captif,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2019-10-11,87.05650459921156,1,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
16-183461,2016-12-22,2016,45,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,12.0,imputed,2017-12-22,114.65177398160314,24,23,2,2,17-155110,0.5382662534917485,0.2216714265674785,0.3165948269242699,True,17-155110,1,2,True,17-155110,1,HISTORICAL_ALIAS_RECONCILIATION,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1
17-73917,2017-05-29,2017,,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2017-11-29,109.46123521681997,24,22,2,2,17-155110,0.3071457406327617,0.1403086024203899,0.1668371382123717,False,,0,2,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates
17-155110,2017-11-03,2017,,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2018-05-03,104.27069645203679,24,21,3,3,18-141270,0.4345942024205716,0.3352883346950324,0.0993058677255391,True,18-141270,1,3,True,18-141270,1,HISTORICAL_ALIAS_RECONCILIATION,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1
18-54451,2018-04-29,2018,71,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2022-02-17,98.45597897503285,24,20,1,1,22-35904,0.2802936637530512,,0.2802936637530512,False,,0,3,False,,0,,False,,candidate_pool_below_balanced_threshold,
18-60137,2018-07-15,2018,72,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-06-15,95.92641261498028,24,19,0,0,,,,,False,,0,3,False,,0,,False,,later_same_buyer_notice_outside_m0_window,candidate_pool_gained_under_m1;later_same_buyer_outside_m0_window
18-141270,2018-10-15,2018,,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2019-04-15,92.90407358738501,24,18,3,3,19-25237,0.2619776609724047,0.2136367721536503,0.0483408888187544,False,,0,3,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
19-25237,2019-02-17,2019,44,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2019-08-17,88.7976346911958,24,17,6,6,19-184042,0.7538271734827071,0.3079692333817979,0.4458579401009092,True,19-184042,1,6,True,19-184042,1,HISTORICAL_ALIAS_RECONCILIATION,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1
19-110370,2019-07-19,2019,48,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-07-19,83.80420499342969,24,16,0,0,,,,,False,,0,3,False,,0,,False,,later_same_buyer_notice_outside_m0_window,candidate_pool_gained_under_m1;later_same_buyer_outside_m0_window
19-142286,2019-09-19,2019,,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2020-03-19,81.76741130091983,24,15,9,9,20-38676,0.3559691963901126,0.3495476764022092,0.0064215199879034,True,20-38676,1,9,True,20-38676,1,HISTORICAL_ALIAS_RECONCILIATION,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
19-164966,2019-10-30,2019,45,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,12.0,imputed,2020-10-30,80.42049934296978,24,14,6,6,20-115620,0.2730516273269189,0.2656979208553477,0.0073537064715711,False,,0,6,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
19-178825,2019-12-03,2019,45,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,12.0,imputed,2020-12-03,79.3035479632063,24,13,5,5,21-8119,0.3072529370061294,0.2618279443914577,0.0454249926146717,False,,0,5,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
19-184042,2019-12-12,2019,44,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2020-06-12,79.00788436268068,24,12,7,7,20-68622,0.3561995396185969,0.2609677361166929,0.095231803501904,True,20-68622,1,7,True,20-68622,1,HISTORICAL_ALIAS_RECONCILIATION,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1
20-5049,2020-01-13,2020,,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2020-07-13,77.95663600525624,24,11,6,6,20-93913,0.3454896127487616,0.3130952216547683,0.0323943910939933,True,20-93913,1,6,True,20-93913,1,HISTORICAL_ALIAS_RECONCILIATION,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
20-29244,2020-02-27,2020,35,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-02-27,76.47831800262811,24,10,0,0,,,,,False,,0,3,True,24-71416,2,HISTORICAL_ALIAS_RECONCILIATION,True,NO_PROFILE_EVIDENCE,later_same_buyer_notice_outside_m0_window,candidate_pool_gained_under_m1;later_same_buyer_outside_m0_window;m1_only_link
20-28749,2020-03-11,2020,32,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2023-03-11,76.05124835742444,24,9,1,1,22-163107,0.1840692071835304,,0.1840692071835304,False,,0,4,True,23-48831,1,HISTORICAL_ALIAS_RECONCILIATION,True,STRONG_SUPPORT,candidate_pool_below_balanced_threshold,m1_only_link
20-38676,2020-03-15,2020,48,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-03-15,75.91984231274638,24,8,0,0,,,,,False,,0,3,True,24-35694,2,HISTORICAL_ALIAS_RECONCILIATION,True,STRONG_SUPPORT,later_same_buyer_notice_outside_m0_window,candidate_pool_gained_under_m1;later_same_buyer_outside_m0_window;m1_only_link
20-68622,2020-05-27,2020,,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2020-11-27,73.52168199737187,24,7,5,5,20-115620,0.2750608962072898,0.2721221265141931,0.0029387696930966,False,,0,5,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
20-93913,2020-07-25,2020,35,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-07-25,71.58344283837056,24,6,0,0,,,,,False,,0,2,True,24-71416,2,HISTORICAL_ALIAS_RECONCILIATION,True,NO_PROFILE_EVIDENCE,later_same_buyer_notice_outside_m0_window,candidate_pool_gained_under_m1;later_same_buyer_outside_m0_window;m1_only_link
20-115620,2020-09-22,2020,72,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-09-22,69.64520367936925,24,5,0,0,,,,,False,,0,2,False,,0,,False,,later_same_buyer_notice_outside_m0_window,candidate_pool_gained_under_m1;later_same_buyer_outside_m0_window
21-8119,2021-01-22,2021,45,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,12.0,imputed,2022-01-22,65.63731931668856,24,4,1,1,22-35904,0.2459687305154506,,0.2459687305154506,False,,0,3,True,22-79348,1,HISTORICAL_ALIAS_RECONCILIATION,True,STRONG_SUPPORT,candidate_pool_below_balanced_threshold,m1_only_link
21-15253,2021-02-02,2021,,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2021-08-02,65.27595269382391,24,3,1,1,21-23456,0.115514673674989,,0.115514673674989,False,,0,1,False,,0,,False,,candidate_pool_below_balanced_threshold,
21-23456,2021-02-19,2021,30,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,24.0,imputed,2023-02-19,64.71747700394218,24,2,1,1,22-163107,0.2114454664914586,,0.2114454664914586,False,,0,4,False,,0,,False,,candidate_pool_below_balanced_threshold,
22-35904,2022-03-12,2022,38,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,12.0,imputed,2023-03-12,52.03679369250985,24,1,1,1,22-163107,0.1849399534648266,,0.1849399534648266,False,,0,4,False,,0,,False,,candidate_pool_below_balanced_threshold,
22-163107,2022-12-09,2022,45,NAME:commune de nantes,NAME_FALLBACK,NAME_FALLBACK,12.0,imputed,2024-03-23,43.1011826544021,24,0,0,0,,,,,False,,0,2,True,24-35694,2,HISTORICAL_ALIAS_RECONCILIATION,True,STRONG_SUPPORT,no_later_same_buyer_notice_observed,candidate_pool_gained_under_m1;m1_only_link;no_later_same_buyer_notice
19-117534,2019-07-29,2019,30,NAME:commune de ombree d anjou,NAME_FALLBACK,NAME_FALLBACK,24.0,imputed,2021-07-29,83.47568988173455,3,2,1,1,21-93999,0.2984160244298403,,0.2984160244298403,False,,0,1,False,,0,,False,,candidate_pool_below_balanced_threshold,
20-56147,2020-04-23,2020,32,NAME:commune de ombree d anjou,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2023-04-23,74.63863337713535,3,1,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
21-93999,2021-07-09,2021,35,NAME:commune de ombree d anjou,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2025-07-09,60.118265440210244,3,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
15-90876,2015-08-10,2015,32,NAME:commune de pornic,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2018-08-10,131.07752956636006,5,4,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
16-66171,2016-05-23,2016,48,NAME:commune de pornic,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2020-05-23,121.64914586070958,5,3,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
16-186228,2017-02-13,2017,32,NAME:commune de pornic,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2020-02-13,112.91064388961892,5,2,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
19-99578,2019-06-28,2019,32,NAME:commune de pornic,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2022-06-28,84.49408672798948,5,1,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
25-120678,2025-10-29,2025,32,NAME:commune de pornic,NAME_FALLBACK,NAME_FALLBACK,36.0,observed,2028-10-29,8.442838370565045,5,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
24-56222,2024-05-14,2024,32,NAME:commune de precigne,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2027-05-14,25.952693823915897,1,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
18-29375,2018-03-01,2018,71,NAME:commune de reze,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2021-03-01,100.39421813403416,5,4,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
18-34097,2018-03-12,2018,71,NAME:commune de reze,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2021-03-12,100.03285151116951,5,3,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
18-157478,2018-11-09,2018,45,NAME:commune de reze,NAME_FALLBACK,NAME_FALLBACK,12.0,imputed,2019-11-09,92.08278580814716,5,2,2,2,20-31194,0.2566098710851073,0.0963059475356362,0.1603039235494711,False,,0,2,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates
19-87143,2019-06-05,2019,48,NAME:commune de reze,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-06-05,85.2496714848883,5,1,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
20-31194,2020-02-28,2020,48,NAME:commune de reze,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-02-28,76.4454664914586,5,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
15-140966,2015-09-15,2015,,NAME:commune de saint jean de monts,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2016-05-24,129.89487516425754,5,4,1,1,16-101519,0.4233088687279372,,0.4233088687279372,True,16-101519,1,1,True,16-101519,1,M0_NAME_FALLBACK,True,NEUTRAL_SHARED_PLATFORM,linked_m0_balanced_proxy_event,same_candidate_m0_m1
16-101519,2016-07-07,2016,,NAME:commune de saint jean de monts,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2017-03-13,120.17082785808147,5,3,2,2,17-114542,0.1387031715040512,0.1112272275714771,0.0274759439325741,False,,0,2,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
17-114542,2017-08-09,2017,,NAME:commune de saint jean de monts,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2018-02-09,107.09592641261497,5,2,2,2,17-152907,0.546274638633377,0.4523800222238174,0.0938946164095596,True,17-152907,2,2,True,17-152907,2,M0_NAME_FALLBACK,True,NEUTRAL_SHARED_PLATFORM,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
17-121705,2017-08-29,2017,,NAME:commune de saint jean de monts,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2018-02-28,106.4388961892247,5,1,1,1,17-152907,0.5071325408396736,,0.5071325408396736,True,17-152907,2,1,True,17-152907,2,M0_NAME_FALLBACK,True,NEUTRAL_SHARED_PLATFORM,linked_m0_balanced_proxy_event,same_candidate_m0_m1;selected_candidate_reused
17-152907,2017-10-27,2017,,NAME:commune de saint jean de monts,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2018-06-22,104.50065703022338,5,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
25-39819,2025-04-08,2025,30,NAME:commune de saint jean de monts 85,NAME_FALLBACK,NAME_FALLBACK,24.0,imputed,2027-04-08,15.14454664914586,1,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
22-53246,2022-04-14,2022,35,NAME:commune de saint mars du desert,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2026-04-14,50.9526938239159,1,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
18-122920,2018-09-03,2018,72,NAME:commune de saint nazaire,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2022-12-14,94.2838370565046,9,8,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
18-163624,2018-11-22,2018,72,NAME:commune de saint nazaire,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2022-11-22,91.65571616294349,9,7,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
19-178175,2019-11-27,2019,48,NAME:commune de saint nazaire,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-03-23,79.5006570302234,9,6,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
19-186303,2019-12-13,2019,,NAME:commune de saint nazaire,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2020-09-25,78.97503285151117,9,5,3,3,20-87505,0.2464963358178403,0.1792097597924938,0.0672865760253465,False,,0,3,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates
20-70268,2020-05-29,2020,72,NAME:commune de saint nazaire,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-10-01,73.45597897503285,9,4,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
20-87505,2020-07-08,2020,,NAME:commune de saint nazaire,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2021-02-24,72.14191852825229,9,3,1,1,21-24011,0.3367753037763877,,0.3367753037763877,True,21-24011,1,1,True,21-24011,1,M0_NAME_FALLBACK,True,WEAK_SUPPORT,linked_m0_balanced_proxy_event,same_candidate_m0_m1
21-24011,2021-02-19,2021,48,NAME:commune de saint nazaire,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2025-04-21,64.71747700394218,9,2,0,0,,,,,False,,0,0,False,,0,,False,,later_same_buyer_notice_outside_m0_window,later_same_buyer_outside_m0_window
21-125738,2021-09-20,2021,75,NAME:commune de saint nazaire,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2022-03-20,57.72010512483574,9,1,1,1,21-161861,0.798017656915621,,0.798017656915621,True,21-161861,1,1,True,21-161861,1,M0_NAME_FALLBACK,True,WEAK_SUPPORT,linked_m0_balanced_proxy_event,same_candidate_m0_m1
21-161861,2021-12-09,2021,75,NAME:commune de saint nazaire,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2022-09-02,55.09198423127464,9,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
15-45496,2015-03-26,2015,35,NAME:commune de saint-barthelemy-d anjou,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2019-03-26,135.57818659658344,1,0,0,0,,,,,False,,0,0,False,,0,,False,,no_later_same_buyer_notice_observed,no_later_same_buyer_notice
15-53947,2015-04-10,2015,48,NAME:commune de saint-herblain,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2019-04-10,135.08541392904073,22,21,2,2,19-104228,0.2527840504421961,0.2107379640437952,0.0420460863984008,False,,0,2,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
15-95813,2015-06-23,2015,48,NAME:commune de saint-herblain,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2019-10-26,132.6544021024967,22,20,2,2,19-185562,0.3494102224012881,0.2149264369111518,0.1344837854901363,True,19-185562,2,2,True,19-185562,2,HISTORICAL_ALIAS_RECONCILIATION,True,NEUTRAL_SHARED_PLATFORM,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
15-132610,2015-08-27,2015,,NAME:commune de saint-herblain,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2016-02-27,130.51905387647832,22,19,3,3,15-164088,0.2444908258686772,0.1463492690694432,0.0981415567992339,False,,0,3,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates
