source_notice_id,publication_date,publication_year,cpv_division,buyer_key,buyer_key_type,buyer_key_provenance,duration_months,duration_imputation_status,estimated_end_date,observable_followup_months,buyer_publication_frequency,later_same_buyer_notice_count,later_same_buyer_in_m0_window_count,m0_candidate_count,m0_best_candidate_notice_id,m0_best_score,m0_second_best_score,m0_score_margin,m0_accepted,m0_selected_candidate_notice_id,m0_selected_candidate_reuse_count,m1_candidate_count,m1_accepted,m1_selected_candidate_notice_id,m1_selected_candidate_reuse_count,m1_buyer_match_mechanism,profile_audited_link_present,profile_evidence_status,primary_linkage_status_reason,secondary_diagnostic_flags
18-61655,2018-05-05,2018,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2022-07-18,98.25886990801577,182,114,16,16,22-94454,0.7223974604067058,0.5976131077358804,0.1247843526708254,True,22-94454,3,16,True,22-94454,3,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
18-66863,2018-05-20,2018,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2022-08-25,97.76609724047306,182,113,16,16,22-133794,0.8997722295225579,0.4256770474430053,0.4740951820795525,True,22-133794,1,16,True,22-133794,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1
18-90441,2018-06-29,2018,,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2018-12-29,96.4520367936925,182,112,17,17,18-122376,0.525742444152431,0.3874960150176864,0.1382464291347445,True,18-122376,3,17,True,18-122376,3,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
18-90097,2018-06-30,2018,48,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-06-15,96.41918528252299,182,111,12,12,23-125766,0.555412931107854,0.4849675141969271,0.0704454169109268,True,23-125766,5,12,True,23-125766,5,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
18-103911,2018-07-26,2018,32,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2021-07-26,95.56504599211563,182,110,20,20,21-163822,0.4753495997315968,0.4290789300534646,0.0462706696781322,True,21-163822,1,20,True,21-163822,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
18-122376,2018-08-31,2018,,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2019-02-28,94.38239159001314,182,109,17,17,19-36958,0.3593822188191716,0.3429155561947584,0.0164666626244132,True,19-36958,1,17,True,19-36958,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
18-128159,2018-09-15,2018,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2022-09-15,93.88961892247043,182,108,14,15,22-118191,0.3562499644499856,0.3395236733391467,0.0167262911108388,True,22-118191,1,14,True,22-118191,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
18-151434,2018-10-29,2018,,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2019-04-29,92.44415243101183,182,107,18,18,19-69736,0.3376330814748935,0.3297255571201302,0.0079075243547633,True,19-69736,3,18,True,19-69736,3,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
18-164871,2018-11-26,2018,,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2019-05-26,91.52431011826543,182,106,17,17,19-74485,0.3309021081353791,0.316337843326128,0.0145642648092511,True,19-74485,1,17,True,19-74485,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
18-168544,2018-12-06,2018,35,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-05-19,91.1957950065703,182,105,14,14,23-34705,0.3310218442779816,0.2969615580137577,0.0340602862642239,True,23-34705,1,14,True,23-34705,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
18-174875,2018-12-18,2018,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2022-12-18,90.80157687253613,182,104,15,15,22-157410,0.3988341914204474,0.3736975079222183,0.0251366834982291,True,22-157410,1,15,True,22-157410,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
18-181130,2018-12-30,2018,79,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-07-31,90.40735873850197,182,103,12,12,23-76010,0.8651131809209214,0.3098218045819287,0.5552913763389926,True,23-76010,1,12,True,23-76010,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1
19-16942,2019-02-03,2019,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-05-05,89.25755584756898,182,102,14,14,23-58292,0.3683503243149334,0.3452933958949649,0.0230569284199684,True,23-58292,1,14,True,23-58292,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
19-36958,2019-03-14,2019,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-08-25,87.97634691195795,182,101,12,12,23-144303,0.3484583427670622,0.3367352898201969,0.0117230529468652,True,23-144303,3,12,True,23-144303,3,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
19-43954,2019-03-21,2019,,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2019-09-21,87.74638633377135,182,100,23,23,19-158679,0.3978552427800213,0.3736388672908599,0.0242163754891614,True,19-158679,1,23,True,19-158679,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
19-55110,2019-04-11,2019,48,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-04-11,87.05650459921156,182,99,12,12,22-153504,0.4407626995795017,0.4261009524593225,0.0146617471201792,True,22-153504,1,12,True,22-153504,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
19-69736,2019-05-05,2019,32,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2022-05-05,86.26806833114323,182,98,17,17,22-54446,0.2988254126362786,0.2911535397119419,0.0076718729243367,False,,0,17,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
19-67059,2019-05-08,2019,48,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-05-08,86.16951379763469,182,97,14,14,23-125766,0.4523827916790923,0.4270957059565529,0.0252870857225393,True,23-125766,5,14,True,23-125766,5,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
19-74485,2019-05-18,2019,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-09-22,85.84099868593955,182,96,12,12,23-144303,0.3360084525325731,0.3127958970039853,0.0232125555285877,True,23-144303,3,12,True,23-144303,3,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
19-92498,2019-06-21,2019,48,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-06-21,84.72404730617608,182,95,12,12,23-125766,0.5240817979589436,0.4897680971752232,0.0343137007837204,True,23-125766,5,12,True,23-125766,5,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
19-105083,2019-07-10,2019,48,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-07-10,84.09986859395532,182,94,12,12,23-125766,0.5153404788634388,0.5061508156302628,0.009189663233176,True,23-125766,5,12,True,23-125766,5,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
19-119269,2019-08-02,2019,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-08-02,83.3442838370565,182,93,12,12,23-102643,0.3903356451564166,0.3764979403459602,0.0138377048104564,True,23-102643,1,12,True,23-102643,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
19-123920,2019-08-09,2019,,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2020-02-09,83.1143232588699,182,92,23,23,20-21049,0.3856508642671317,0.3777505946411208,0.0079002696260108,True,20-21049,1,23,True,20-21049,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
19-151382,2019-10-09,2019,48,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-10-09,81.11038107752957,182,91,12,12,23-125766,0.6435523994091354,0.6208191307247246,0.0227332686844108,True,23-125766,5,12,True,23-125766,5,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
19-156899,2019-10-18,2019,35,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-01-25,80.81471747700394,182,89,10,10,23-169673,0.2783007159621511,0.2643061286277977,0.0139945873343534,False,,0,10,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
19-158679,2019-10-18,2019,,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2020-04-18,80.81471747700394,182,89,22,22,20-54283,0.3391850399091304,0.3311377735806409,0.0080472663284894,True,20-54283,1,22,True,20-54283,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
19-189628,2019-12-20,2019,,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2020-06-20,78.74507227332457,182,88,24,24,20-66643,0.3466680660229562,0.3438743029908974,0.0027937630320587,True,20-66643,1,24,True,20-66643,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
19-189603,2019-12-22,2019,64,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2020-06-22,78.67936925098554,182,87,23,23,20-91517,0.3594515634406105,0.3290287468224043,0.0304228166182062,True,20-91517,2,23,True,20-91517,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
19-191665,2019-12-26,2019,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2023-12-26,78.54796320630749,182,86,10,10,23-144303,0.3411908844702349,0.3242188432941936,0.0169720411760412,True,23-144303,3,10,True,23-144303,3,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
20-11000,2020-01-25,2020,48,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-01-25,77.56241787122207,182,85,10,10,24-34987,0.5498973462654638,0.4870553563878171,0.0628419898776467,True,24-34987,1,10,True,24-34987,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1
20-12070,2020-01-26,2020,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-01-26,77.52956636005256,182,84,10,10,24-31691,0.3670462190390792,0.341153968660037,0.0258922503790421,True,24-31691,2,10,True,24-31691,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
20-21049,2020-02-11,2020,,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2020-08-11,77.00394218134034,182,83,21,21,20-91517,0.3594866810219824,0.3317871222076216,0.0276995588143608,True,20-91517,2,21,True,20-91517,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
20-26328,2020-02-21,2020,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-10-09,76.6754270696452,182,81,4,4,24-119150,0.4303159512295754,0.2873187435395559,0.1429972076900195,True,24-119150,2,4,True,24-119150,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
20-25276,2020-02-21,2020,30,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,24.0,imputed,2023-01-01,76.6754270696452,182,81,15,15,22-153504,0.3061614382830945,0.3016131871101305,0.004548251172964,False,,0,15,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
20-26585,2020-02-23,2020,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2025-01-07,76.60972404730617,182,80,5,5,24-126812,0.3746366998167424,0.2773657634344409,0.0972709363823014,True,24-126812,2,5,True,24-126812,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
20-32203,2020-03-06,2020,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-03-06,76.21550591327201,182,79,10,10,24-75502,0.707475235534117,0.4489549253808698,0.2585203101532471,True,24-75502,6,10,True,24-75502,6,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
20-34392,2020-03-11,2020,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-03-11,76.05124835742444,182,78,10,10,24-31691,0.4281170283268399,0.4083345242859582,0.0197825040408816,True,24-31691,2,10,True,24-31691,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
20-37940,2020-03-14,2020,79,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-03-14,75.9526938239159,182,77,10,10,24-31691,0.312433715361026,0.3073827350844106,0.0050509802766154,False,,0,10,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
20-54283,2020-04-23,2020,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-04-23,74.63863337713535,182,76,7,7,24-39718,0.4151785891129402,0.3802085745379656,0.0349700145749746,True,24-39718,2,7,True,24-39718,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
20-49949,2020-04-30,2020,48,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-10-15,74.40867279894874,182,75,4,4,24-127528,0.3495935177956045,0.3082474476191468,0.0413460701764576,True,24-127528,2,4,True,24-127528,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
20-66643,2020-05-22,2020,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-05-22,73.68593955321944,182,74,9,9,24-75502,0.4010092558551231,0.3887077601425617,0.0123014957125613,True,24-75502,6,9,True,24-75502,6,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
20-78012,2020-06-18,2020,48,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-06-18,72.79894875164257,182,73,8,8,24-75502,0.3053382086317582,0.2586195388112381,0.04671866982052,False,,0,8,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
20-86796,2020-07-07,2020,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-07-07,72.17477003942182,182,72,7,7,24-75502,0.3623762781595386,0.2480627577178732,0.1143135204416654,True,24-75502,6,7,True,24-75502,6,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
20-91517,2020-07-19,2020,80,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,12.0,imputed,2022-03-06,71.78055190538764,182,71,19,19,22-39891,0.3996573059461853,0.3852947373747977,0.0143625685713876,True,22-39891,2,19,True,22-39891,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
20-98264,2020-08-05,2020,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-08-05,71.22207621550591,182,69,7,7,24-75502,0.4366162943495401,0.2720242102906356,0.1645920840589044,True,24-75502,6,7,True,24-75502,6,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
20-98214,2020-08-05,2020,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-08-05,71.22207621550591,182,69,7,7,24-75502,0.4366162943495401,0.2720242102906356,0.1645920840589044,True,24-75502,6,7,True,24-75502,6,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
20-106651,2020-08-28,2020,,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2021-02-28,70.4664914586071,182,68,17,17,21-13474,0.3176534320365309,0.2974125802909318,0.0202408517455991,False,,0,17,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
20-115663,2020-09-22,2020,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-09-22,69.64520367936925,182,67,5,5,24-119150,0.3380136127945264,0.2771092465709667,0.0609043662235597,True,24-119150,2,5,True,24-119150,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
20-132336,2020-11-08,2020,48,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2024-11-08,68.1011826544021,182,66,5,5,24-127528,0.650681596694118,0.3240226946907238,0.3266589020033941,True,24-127528,2,5,True,24-127528,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
20-142134,2020-11-20,2020,32,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2023-11-20,67.70696452036793,182,65,11,11,23-176813,0.3946474102134804,0.3252461474539983,0.069401262759482,True,23-176813,2,11,True,23-176813,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
20-139000,2020-11-27,2020,,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2021-05-27,67.47700394218134,182,64,18,18,21-7561,0.4751710279353018,0.416450448634837,0.0587205793004647,True,21-7561,3,18,True,21-7561,3,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
21-7561,2021-01-18,2021,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2025-01-18,65.76872536136662,182,63,5,5,24-126812,0.3490676498691835,0.2785540187454803,0.0705136311237031,True,24-126812,2,5,True,24-126812,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
21-13474,2021-02-03,2021,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2025-05-16,65.2431011826544,182,62,3,3,25-45593,0.3438700258846373,0.3249576606994708,0.0189123651851664,True,25-45593,1,3,True,25-45593,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
21-45579,2021-04-08,2021,30,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,24.0,imputed,2023-04-08,63.14060446780552,182,61,13,13,23-38908,0.374036130790649,0.3271223874346303,0.0469137433560187,True,23-38908,1,13,True,23-38908,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
21-48340,2021-04-15,2021,32,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2024-04-15,62.91064388961892,182,60,8,8,24-39718,0.3239387164266115,0.2828527167442579,0.0410859996823536,True,24-39718,2,8,True,24-39718,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
21-60721,2021-05-05,2021,,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2021-11-05,62.253613666228645,182,59,22,22,21-145412,0.3365089595403219,0.3311103344995967,0.0053986250407251,True,21-145412,1,22,True,21-145412,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
21-76081,2021-06-04,2021,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2025-06-04,61.26806833114323,182,58,3,3,25-62715,0.3537297434206372,0.3150195232816858,0.0387102201389513,True,25-62715,1,3,True,25-62715,1,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1
21-76634,2021-06-07,2021,32,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,36.0,imputed,2024-06-07,61.169513797634686,182,57,9,9,23-176813,0.3244511162398,0.2954506375315034,0.0290004787082965,True,23-176813,2,9,True,23-176813,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
21-78352,2021-06-09,2021,48,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2025-06-09,61.10381077529566,182,56,4,4,25-134329,0.3740097345580265,0.3586994649049485,0.015310269653078,True,25-134329,4,4,True,25-134329,5,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
21-85552,2021-06-22,2021,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2025-06-22,60.67674113009198,182,55,4,4,25-90009,0.404946630746164,0.3478571036103748,0.0570895271357891,True,25-90009,2,4,True,25-90009,3,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
21-85842,2021-06-25,2021,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2025-06-25,60.57818659658344,182,54,4,4,25-90009,0.3835192633729183,0.3214600203992564,0.0620592429736619,True,25-90009,2,4,True,25-90009,3,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
21-92788,2021-07-05,2021,,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,6.0,imputed,2022-01-05,60.2496714848883,182,53,16,16,22-6934,0.3508214368773179,0.3234945561612246,0.0273268807160932,True,22-6934,2,16,True,22-6934,2,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;low_top1_top2_margin;same_candidate_m0_m1;selected_candidate_reused
21-96114,2021-07-15,2021,48,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2025-07-15,59.92115637319316,182,51,5,5,25-90009,0.3181379404056214,0.3025532779584434,0.015584662447178,False,,0,5,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
21-97876,2021-07-15,2021,48,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2025-07-15,59.92115637319316,182,51,5,5,25-134329,0.4207457469126779,0.2975994367210522,0.1231463101916256,True,25-134329,4,5,True,25-134329,5,M0_NAME_FALLBACK,True,STRONG_SUPPORT,linked_m0_balanced_proxy_event,ambiguous_multiple_candidates;same_candidate_m0_m1;selected_candidate_reused
21-122032,2021-09-10,2021,72,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,48.0,imputed,2026-01-12,58.04862023653088,182,50,6,6,25-143446,0.3079644590758492,0.2801795870270009,0.0277848720488482,False,,0,6,False,,0,,False,,candidate_pool_below_balanced_threshold,ambiguous_multiple_candidates;low_top1_top2_margin
