sources_no_m0_candidate_but_m1_candidate,links_in_m1_not_m0,links_in_m0_not_m1,links_identical_in_both_methods,same_source_different_selected_candidate,link_set_jaccard_overlap,m0_sources_with_candidates,m1_sources_with_candidates
269,273,44,574,43,0.6442199775533108,1236,1504
