variant,term,test_statistic,p,-log2(p)
window_12m,buyer_key_type_RAW_SIRET,1.0537286409670374,0.3046499075336513,1.7147757924141787
window_12m,cpv_division_22.0,0.000128830406987974,0.9909439267656618,0.01312467104356761
window_12m,cpv_division_30.0,3.719206802498665,0.05378991806719007,4.216520398358874
window_12m,cpv_division_31.0,0.08847069641382371,0.7661304258732875,0.38433807774610773
window_12m,cpv_division_32.0,2.180686267774519,0.13975213343478257,2.8390577876880387
window_12m,cpv_division_33.0,0.03563016604190155,0.8502812797469907,0.23398791979276823
window_12m,cpv_division_34.0,0.08186519575289268,0.774785489271939,0.368131160501501
window_12m,cpv_division_35.0,0.8043379696854838,0.369799544465251,1.435184647317044
window_12m,cpv_division_38.0,1.0171178716071154,0.31320363495357595,1.6748271386470843
window_12m,cpv_division_39.0,0.027803675830113228,0.8675712134828185,0.20494591054311834
window_12m,cpv_division_42.0,0.4923750306230936,0.48286976627312994,1.0502939594225882
window_12m,cpv_division_43.0,0.8913801746655758,0.34510356756728766,1.5348987069295514
window_12m,cpv_division_44.0,0.031197673879510692,0.8598001020601327,0.2179268133151141
window_12m,cpv_division_45.0,1.3540311545534451,0.2445746193723731,2.0316533983216436
window_12m,cpv_division_48.0,2.210425198249108,0.13708088399394042,2.8669006943754582
window_12m,cpv_division_50.0,0.0772045229903993,0.7811221190080635,0.35637998094422013
window_12m,cpv_division_51.0,0.06088104302125551,0.8051087963692221,0.3127443434903341
window_12m,cpv_division_55.0,0.3180368624929288,0.5727898139553699,0.8039222578137173
window_12m,cpv_division_64.0,0.0023500026791571506,0.9613362327311316,0.0568869849560298
window_12m,cpv_division_65.0,0.3053682075349507,0.580536444942485,0.7845414553807537
window_12m,cpv_division_66.0,0.003066599843196717,0.9558382074285601,0.065161657742392
window_12m,cpv_division_71.0,0.8071666567173483,0.36895925757804116,1.438466579781451
window_12m,cpv_division_72.0,12.211771350590283,0.0004748892341534634,11.040121329205933
window_12m,cpv_division_75.0,0.4528535542566371,0.5009829527612675,0.9971665820561244
window_12m,cpv_division_77.0,1.9365492613227373,0.16404370025288545,2.6078479035816735
window_12m,cpv_division_79.0,7.12592120036924,0.007597736811897983,7.040214547224299
window_12m,cpv_division_80.0,2.2588175197679594,0.13285547134100523,2.9120704518237464
window_12m,cpv_division_85.0,1.7288136675900143,0.18856247408838706,2.40688550176561
window_12m,cpv_division_9.0,0.7482164866828745,0.3870414897580472,1.3694398673812087
window_12m,cpv_division_90.0,0.09695994407137683,0.7555087786027639,0.4044795760649697
window_12m,cpv_division_92.0,0.1259921751283814,0.7226242290576576,0.46868246680492276
window_12m,cpv_division_MISSING,2.8850493085923334,0.08940526940387308,3.4834963257173324
window_12m,dur_was_imputed,20.821912847388468,5.040296975272574e-06,17.598059829223835
window_12m,duration_sq,35.068246475508644,3.183498914923374e-09,28.226739581498432
window_12m,log_duration,23.573273608585247,1.2024613966095343e-06,19.66557799035085
