domain_normalized,registered_domain,subdomain,observation_count,profile_observation_count,participation_observation_count,distinct_raw_buyer_names,distinct_profile_buyer_names,distinct_current_m1_buyer_keys,distinct_validated_sirens_after_m1_name_join,distinct_sirets_after_m1_name_join,distinct_departments_after_m1_name_join,first_observation_date,last_observation_date,dominant_buyer_normalized,dominant_buyer_count,dominant_buyer_share,buyer_entropy,malformed_observation_count,domain_specificity
citebd.e-marchespublics.com,e-marchespublics.com,citebd,1,1,0,1,1,0,0,0,0,2018-09-17,2018-09-17,cite intern de la bd et de l image,1,1.0,-0.0,0,GENERIC_PLATFORM
citebd.org,citebd.org,,1,1,0,1,1,0,0,0,0,2019-09-02,2019-09-02,cite intern de la bd et de l image,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
citedelarchitecture.fr,citedelarchitecture.fr,,1,1,0,1,1,0,0,0,0,2020-11-07,2020-11-07,cite de l architecture et du patrimoin,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
citedesarts.e-marchespublics.com,e-marchespublics.com,citedesarts,1,1,0,1,1,0,0,0,0,2019-05-08,2019-05-08,spl territo arts - cite des arts,1,1.0,-0.0,0,GENERIC_PLATFORM
citeline.fr,citeline.fr,,1,1,0,1,1,0,0,0,0,2017-03-31,2017-03-31,regie trans fensch,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
citenouvelle.fr,citenouvelle.fr,,1,1,0,1,1,0,0,0,0,2018-07-24,2018-07-24,cite nouvelle,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
citia.org,citia.org,,1,1,0,1,1,0,0,0,0,2019-01-21,2019-01-21,citia,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
civis.e-marchespublics.com,e-marchespublics.com,civis,1,1,0,1,1,0,0,0,0,2020-12-20,2020-12-20,c i v i s,1,1.0,-0.0,0,GENERIC_PLATFORM
civis.re,civis.re,,1,1,0,1,1,0,0,0,0,2016-05-18,2016-05-18,c i v i s,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
civrieux-dazergues.e-marchespublics.com,e-marchespublics.com,civrieux-dazergues,1,1,0,1,1,0,0,0,0,2015-12-22,2015-12-22,mairie de civrieux d azergues,1,1.0,-0.0,0,GENERIC_PLATFORM
clamart-habitat.e-marchespublics.com,e-marchespublics.com,clamart-habitat,1,1,0,1,1,0,0,0,0,2020-05-22,2020-05-22,oph clamart habitat,1,1.0,-0.0,0,GENERIC_PLATFORM
clamart.fr,clamart.fr,,1,1,0,1,1,0,0,0,0,2015-06-04,2015-06-04,ville de clamart,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
clg-cedre-vesinet.ac-versailles.fr,ac-versailles.fr,clg-cedre-vesinet,1,1,0,1,1,0,0,0,0,2015-09-18,2015-09-18,college du cedre,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cliniqueuniversitaireducancer.e-marchespublics.com,e-marchespublics.com,cliniqueuniversitaireducancer,1,1,0,1,1,0,0,0,0,2016-07-11,2016-07-11,clinique universitaire du cancer,1,1.0,-0.0,0,GENERIC_PLATFORM
clohars-carnoet.fr,clohars-carnoet.fr,,1,1,0,1,1,0,0,0,0,2017-08-27,2017-08-27,commune de clohars-carnoet,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cls-st-pierre.e-marchespublics.com,e-marchespublics.com,cls-st-pierre,1,1,0,1,1,0,0,0,0,2017-03-15,2017-03-15,centre de long sejour,1,1.0,-0.0,0,GENERIC_PLATFORM
clsbellevaux.com,clsbellevaux.com,,1,1,0,1,1,0,0,0,0,2017-10-18,2017-10-18,cls bellevaux,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cm-ajaccio.fr,cm-ajaccio.fr,,1,1,0,1,1,0,0,0,0,2015-09-07,2015-09-07,chambre regionale de metiers et de l a,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cm-chartres.fr,cm-chartres.fr,,1,1,0,1,1,0,0,0,0,2015-04-17,2015-04-17,chambre de metiers et de l artisanat,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cma-herault.fr,cma-herault.fr,,1,1,0,1,1,0,0,0,0,2017-09-17,2017-09-17,nadia saidi,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cma77.fr,cma77.fr,,1,1,0,1,1,0,0,0,0,2017-12-16,2017-12-16,cfa de la cma nord 77,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cmgr.e-marchespublics.com,e-marchespublics.com,cmgr,1,1,0,1,1,0,0,0,0,2018-09-07,2018-09-07,centre medical germaine revel,1,1.0,-0.0,0,GENERIC_PLATFORM
cms-faulx.e-marchespublics.com,e-marchespublics.com,cms-faulx,1,1,0,1,1,0,0,0,0,2019-09-27,2019-09-27,maison de retraite les hetres,1,1.0,-0.0,0,GENERIC_PLATFORM
cnamts.achatpublic.fr,achatpublic.fr,cnamts,1,1,0,1,1,0,0,0,0,2016-11-06,2016-11-06,c p c a m des bouches du rhone,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cnap.e-marchespublics.com,e-marchespublics.com,cnap,1,1,0,1,1,0,0,0,0,2019-10-05,2019-10-05,centre national des arts plastiques,1,1.0,-0.0,0,GENERIC_PLATFORM
cneh-achats.fr,cneh-achats.fr,,1,1,0,1,1,0,0,0,0,2015-09-25,2015-09-25,les hopitaux de chartres,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cnil.fr,cnil.fr,,1,1,0,1,1,0,0,0,0,2016-12-01,2016-12-01,cnil,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cnrs.fr,cnrs.fr,,1,1,0,1,1,0,0,0,0,2015-07-24,2015-07-24,cnrs delegation ile-de-france sud,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cobas.marciweb.fr,marciweb.fr,cobas,1,1,0,1,1,0,0,0,0,2015-06-15,2015-06-15,cte d agglo bassin d arcachon sud,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
codecom-damvillers.fr,codecom-damvillers.fr,,1,1,0,1,1,0,0,0,0,2016-05-25,2016-05-25,codecom damvillers,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
codecom-spincourt.e-marchespublics.com,e-marchespublics.com,codecom-spincourt,1,1,0,1,1,0,0,0,0,2016-06-14,2016-06-14,codecom de spincourt,1,1.0,-0.0,0,GENERIC_PLATFORM
codecomfresnes.e-marchespublics.com,e-marchespublics.com,codecomfresnes,1,1,0,1,1,0,0,0,0,2015-06-15,2015-06-15,codecom fresnes,1,1.0,-0.0,0,GENERIC_PLATFORM
codolet.e-marchespublics.com,e-marchespublics.com,codolet,1,1,0,1,1,0,0,0,0,2017-09-20,2017-09-20,ville de codolet,1,1.0,-0.0,0,GENERIC_PLATFORM
coeur-cotentin.e-marchespublics.com,e-marchespublics.com,coeur-cotentin,1,1,0,1,1,0,0,0,0,2016-02-08,2016-02-08,cte de communes coeur du cotentin,1,1.0,-0.0,0,GENERIC_PLATFORM
coeur-estuaire.e-marchespublics.com,e-marchespublics.com,coeur-estuaire,1,1,0,1,1,1,0,0,1,2016-02-18,2016-02-18,cte cnes coeur d estuaire,1,1.0,-0.0,0,GENERIC_PLATFORM
coeurdesavoie.fr,coeurdesavoie.fr,,1,1,0,1,1,0,0,0,0,2018-12-23,2018-12-23,communaute de communes coeur de savoie,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cognac.fr,cognac.fr,,1,1,0,1,1,0,0,0,0,2017-05-03,2017-05-03,bureau national interpro du cognac,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cogolin.fr,cogolin.fr,,1,1,0,1,1,0,0,0,0,2019-10-21,2019-10-21,ville de cogolin,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
collectivites-aube.fr,collectivites-aube.fr,,1,1,0,1,1,0,0,0,0,2015-08-03,2015-08-03,ville de les noes pres troyes,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
collectiviteterritorialdemartinique.achatpublic.com,achatpublic.com,collectiviteterritorialdemartinique,1,1,0,1,1,0,0,0,0,2017-02-24,2017-02-24,collectivite territoriale martinique,1,1.0,-0.0,0,GENERIC_PLATFORM
collectiviteterritoriale.achatpublic.com,achatpublic.com,collectiviteterritoriale,1,1,0,1,1,0,0,0,0,2018-07-25,2018-07-25,collectivite territoriale martinique,1,1.0,-0.0,0,GENERIC_PLATFORM
collectiviteterritorialedemartnique.achatpublic.com,achatpublic.com,collectiviteterritorialedemartnique,1,1,0,1,1,0,0,0,0,2016-09-28,2016-09-28,collectivite territoriale martinique,1,1.0,-0.0,0,GENERIC_PLATFORM
collectiviteterritorialemartinique.achatpublic.com,achatpublic.com,collectiviteterritorialemartinique,1,1,0,1,1,0,0,0,0,2018-06-24,2018-06-24,collectivite territoriale martinique,1,1.0,-0.0,0,GENERIC_PLATFORM
collectiviteterrritorialedemartinique.achatpublic.com,achatpublic.com,collectiviteterrritorialedemartinique,1,0,1,1,1,0,0,0,0,2020-12-09,2020-12-09,collectivite territoriale martinique,1,1.0,-0.0,0,GENERIC_PLATFORM
collioure.com,collioure.com,,1,1,0,1,1,0,0,0,0,2019-07-29,2019-07-29,office tourisme collioure,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
collioure.net,collioure.net,,1,1,0,1,1,0,0,0,0,2018-09-19,2018-09-19,commune de collioure,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
collobrieres.fr,collobrieres.fr,,1,1,0,1,1,0,0,0,0,2017-11-14,2017-11-14,mairie de collobrieres,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
colmar.fr,colmar.fr,,1,1,0,1,1,0,0,0,0,2019-07-30,2019-07-30,ville de colmar,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
combrailles.achatpublics.com,achatpublics.com,combrailles,1,1,0,1,1,0,0,0,0,2019-12-19,2019-12-19,cte cmes combrailles sioule et morge,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
comcomfiumorbucastellu.fr,comcomfiumorbucastellu.fr,,1,1,0,1,1,0,0,0,0,2019-04-19,2019-04-19,cte de communes fium orbu-castellu,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
comcomsainttrivierdecourtes.fr,comcomsainttrivierdecourtes.fr,,1,1,0,1,1,0,0,0,0,2015-07-09,2015-07-09,cte de cnes canton st trivier de ctes,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
comfium.e-marchespublics.com,e-marchespublics.com,comfium,1,1,0,1,1,0,0,0,0,2019-10-10,2019-10-10,cte de communes fium orbu-castellu,1,1.0,-0.0,0,GENERIC_PLATFORM
commande-publique.herault.fr,herault.fr,commande-publique,1,1,0,1,1,0,0,0,0,2020-11-26,2020-11-26,conseil departemental de l herault,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
commandepubliquegien.gmp.marcoweb.fr,marcoweb.fr,commandepubliquegien.gmp,1,1,0,1,1,0,0,0,0,2017-01-31,2017-01-31,communaute des communes giennoises,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
communaute-paysbasque.fr,communaute-paysbasque.fr,,1,1,0,1,1,0,0,0,0,2018-12-13,2018-12-13,synd des transports de l agglo,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
communay.e-marchespublics.com,e-marchespublics.com,communay,1,1,0,1,1,0,0,0,0,2019-06-08,2019-06-08,ville de communay,1,1.0,-0.0,0,GENERIC_PLATFORM
commune-apatou.e-marchespublics.com,e-marchespublics.com,commune-apatou,1,1,0,1,1,0,0,0,0,2017-12-05,2017-12-05,commune d apatou,1,1.0,-0.0,0,GENERIC_PLATFORM
commune-boisleroi.e-marchespublics.com,e-marchespublics.com,commune-boisleroi,1,1,0,1,1,0,0,0,0,2017-03-31,2017-03-31,commune de bois le roi,1,1.0,-0.0,0,GENERIC_PLATFORM
commune-herimoncourt.fr,commune-herimoncourt.fr,,1,1,0,1,1,0,0,0,0,2019-06-20,2019-06-20,mairie d herimoncourt,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
commune-noisyleroi.e-marchespublics.com,e-marchespublics.com,commune-noisyleroi,1,1,0,1,1,0,0,0,0,2019-11-08,2019-11-08,commune de noisy-le-roi,1,1.0,-0.0,0,GENERIC_PLATFORM
commune-valdebriey.e-marchespublics.com,e-marchespublics.com,commune-valdebriey,1,1,0,1,1,0,0,0,0,2019-05-27,2019-05-27,commune de val de briey,1,1.0,-0.0,0,GENERIC_PLATFORM
commune-vallet.e-marchespublics.com,e-marchespublics.com,commune-vallet,1,1,0,1,1,1,0,0,1,2020-10-01,2020-10-01,commune de vallet,1,1.0,-0.0,0,GENERIC_PLATFORM
comtedeprovence.e-marchespublics.com,e-marchespublics.com,comtedeprovence,1,1,0,1,1,0,0,0,0,2016-06-03,2016-06-03,cte de cnes du comte de provence,1,1.0,-0.0,0,GENERIC_PLATFORM
conectus.fr,conectus.fr,,1,1,0,1,1,0,0,0,0,2015-04-02,2015-04-02,satt conectus,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
conflans-sainte-honorine.fr,conflans-sainte-honorine.fr,,1,1,0,1,1,0,0,0,0,2018-06-12,2018-06-12,ville de conflans sainte honorine,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
contrataciondelestado.es,contrataciondelestado.es,,1,1,0,1,1,0,0,0,0,2018-06-07,2018-06-07,consorcio de la ctp,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
contratderivieredugaron.fr,contratderivieredugaron.fr,,1,1,0,1,1,0,0,0,0,2019-08-19,2019-08-19,smagga,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
coopartois.fr,coopartois.fr,,1,1,0,1,1,0,0,0,0,2017-04-05,2017-04-05,scp coopartois,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
copavo.e-marchespublics.com,e-marchespublics.com,copavo,1,1,0,1,1,0,0,0,0,2016-02-05,2016-02-05,cte de cnes du pays vaison ventoux,1,1.0,-0.0,0,GENERIC_PLATFORM
corbara.e-marchespublics.com,e-marchespublics.com,corbara,1,1,0,1,1,0,0,0,0,2017-08-30,2017-08-30,ville de corbara,1,1.0,-0.0,0,GENERIC_PLATFORM
cornebarrieu.fr,cornebarrieu.fr,,1,1,0,1,1,0,0,0,0,2018-12-03,2018-12-03,ville de cornebarrieu,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
correzehabitat.marcoweb.fr,marcoweb.fr,correzehabitat,1,1,0,1,1,0,0,0,0,2015-11-30,2015-11-30,office de l habitat correze,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
corsematinmarchespublics.com,corsematinmarchespublics.com,,1,1,0,1,1,0,0,0,0,2017-01-05,2017-01-05,commune de coti chiavari,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cospaca.fr,cospaca.fr,,1,1,0,1,1,0,0,0,0,2017-11-19,2017-11-19,cospaca,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cotesdarmorhabitat.bretagne-marchespublics.com,bretagne-marchespublics.com,cotesdarmorhabitat,1,1,0,1,1,0,0,0,0,2017-07-21,2017-07-21,cotes d armor habitat,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
coubron.fr,coubron.fr,,1,1,0,1,1,0,0,0,0,2020-10-26,2020-10-26,commune de coubron,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
coulanges-les-nevers.e-marchespublics.com,e-marchespublics.com,coulanges-les-nevers,1,1,0,1,1,0,0,0,0,2019-02-15,2019-02-15,ville de coulanges-les-nevers,1,1.0,-0.0,0,GENERIC_PLATFORM
coulommierspaysdebrie.e-marchespublics.com,e-marchespublics.com,coulommierspaysdebrie,1,1,0,1,1,0,0,0,0,2019-11-26,2019-11-26,communaute d agglomeration coulommiers,1,1.0,-0.0,0,GENERIC_PLATFORM
courcelles-les-lens.marcoweb.fr,marcoweb.fr,courcelles-les-lens,1,1,0,1,1,0,0,0,0,2017-09-30,2017-09-30,ville de courcelles-les-lens,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
courrier-economie.com,courrier-economie.com,,1,1,0,1,1,0,0,0,0,2015-09-23,2015-09-23,mairie de saint paul de varax,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
courthezon.fr,courthezon.fr,,1,1,0,1,1,0,0,0,0,2019-05-28,2019-05-28,mairie de courthezon,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
courville-sur-eure.fr,courville-sur-eure.fr,,1,1,0,1,1,0,0,0,0,2018-07-22,2018-07-22,ville de courville sur eure,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cpam-ain.e-marchespublics.com,e-marchespublics.com,cpam-ain,1,1,0,1,1,0,0,0,0,2017-11-17,2017-11-17,cpam de l ain,1,1.0,-0.0,0,GENERIC_PLATFORM
cpo-alencon.e-marchespublics.com,e-marchespublics.com,cpo-alencon,1,1,0,1,1,0,0,0,0,2019-06-20,2019-06-20,centre psychotherapique de l orne,1,1.0,-0.0,0,GENERIC_PLATFORM
crctsudfrancilien.e-marchespublics.com,e-marchespublics.com,crctsudfrancilien,1,1,0,1,1,0,0,0,0,2018-09-28,2018-09-28,association crct sud-francilien,1,1.0,-0.0,0,GENERIC_PLATFORM
credit-municipal-nimes.fr,credit-municipal-nimes.fr,,1,1,0,1,1,0,0,0,0,2020-09-21,2020-09-21,caisse de credit municipal de nimes,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
creps-poitiers.sports.gouv.fr,sports.gouv.fr,creps-poitiers,1,1,0,1,1,0,0,0,0,2016-09-22,2016-09-22,creps de poitiers,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
creps-toulouse.sports.gouv.fr,sports.gouv.fr,creps-toulouse,1,1,0,1,1,0,0,0,0,2016-10-12,2016-10-12,creps de toulouse,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
crepyenvalois.fr,crepyenvalois.fr,,1,1,0,1,1,0,0,0,0,2018-04-12,2018-04-12,ville de crepy en valois,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
creteil-habitat-marches.cm,creteil-habitat-marches.cm,,1,1,0,1,1,0,0,0,0,2017-01-26,2017-01-26,creteil-habitat-semic,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
creteil-habitat-marches.com,creteil-habitat-marches.com,,1,1,0,1,1,0,0,0,0,2020-09-03,2020-09-03,creteil-habitat-semic,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
creuse-grand-sud.e-marchespublics.com,e-marchespublics.com,creuse-grand-sud,1,1,0,1,1,0,0,0,0,2016-08-02,2016-08-02,cte de communes creuse grand sud,1,1.0,-0.0,0,GENERIC_PLATFORM
criann.e-marchespublics.com,e-marchespublics.com,criann,1,1,0,1,1,0,0,0,0,2019-11-12,2019-11-12,criann,1,1.0,-0.0,0,GENERIC_PLATFORM
cridf-safir-rec-pass.systonic.net,systonic.net,cridf-safir-rec-pass,1,0,1,1,1,0,0,0,0,2019-12-22,2019-12-22,region ile-de-france,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
crihan.e-marchespublics.com,e-marchespublics.com,crihan,1,1,0,1,1,0,0,0,0,2016-01-05,2016-01-05,crihan,1,1.0,-0.0,0,GENERIC_PLATFORM
cristal-habitat.fr,cristal-habitat.fr,,1,1,0,1,1,0,0,0,0,2017-02-26,2017-02-26,cristal habitat,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
critt-mdts.com,critt-mdts.com,,1,1,0,1,1,0,0,0,0,2015-10-27,2015-10-27,critt mdts,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
crous-lille.fr,crous-lille.fr,,1,1,0,1,1,0,0,0,0,2016-02-04,2016-02-04,crous de lille,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
crous-rennes.fr,crous-rennes.fr,,1,1,0,1,1,0,0,0,0,2017-08-24,2017-08-24,rectorat d academie de rennes,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
crous-reunion.fr,crous-reunion.fr,,1,1,0,1,1,0,0,0,0,2018-05-06,2018-05-06,crous de la reunion,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
crpcen.achatpublic.com,achatpublic.com,crpcen,1,1,0,1,1,0,0,0,0,2018-04-13,2018-04-13,crpcen,1,1.0,-0.0,0,GENERIC_PLATFORM
crpratp.e-marchespublics.com,e-marchespublics.com,crpratp,1,1,0,1,1,0,0,0,0,2015-06-15,2015-06-15,crpratp,1,1.0,-0.0,0,GENERIC_PLATFORM
crw.e-marchespublics.com,e-marchespublics.com,crw,1,1,0,1,1,0,0,0,0,2019-10-07,2019-10-07,crw,1,1.0,-0.0,0,GENERIC_PLATFORM
csmr.e-marchespublics.com,e-marchespublics.com,csmr,1,1,0,1,1,0,0,0,0,2015-09-02,2015-09-02,centre de soins de podensac,1,1.0,-0.0,0,GENERIC_PLATFORM
ctguyane.fr,ctguyane.fr,,1,1,0,1,1,0,0,0,0,2017-05-15,2017-05-15,collectivite territoriale de guyane,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
ctles.fr,ctles.fr,,1,1,0,1,1,0,0,0,0,2017-04-13,2017-04-13,ctles,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
ctm.mq,ctm.mq,,1,1,0,1,1,0,0,0,0,2016-10-04,2016-10-04,collectivite territoriale de mque,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
ctm972.achatpublic.com,achatpublic.com,ctm972,1,1,0,1,1,0,0,0,0,2019-12-18,2019-12-18,collectivite territoriale martinique,1,1.0,-0.0,0,GENERIC_PLATFORM
cuc-cherbourg.fr,cuc-cherbourg.fr,,1,1,0,1,1,0,0,0,0,2015-08-11,2015-08-11,communaute urbaine de cherbourg,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cue-lnf.e-marchespublics.com,e-marchespublics.com,cue-lnf,1,1,0,1,1,0,0,0,0,2019-10-03,2019-10-03,cue lille nord de france,1,1.0,-0.0,0,GENERIC_PLATFORM
cuiseaux.fr,cuiseaux.fr,,1,1,0,1,1,0,0,0,0,2015-07-09,2015-07-09,ville de cuiseaux,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cuzieu.fr,cuzieu.fr,,1,1,0,1,1,0,0,0,0,2015-06-10,2015-06-10,mairie de cuzieu,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
cyclad.marcoweb.fr,marcoweb.fr,cyclad,1,1,0,1,1,0,0,0,0,2017-10-19,2017-10-19,cyclad,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
daifi971.org,daifi971.org,,1,1,0,1,1,0,0,0,0,2015-06-23,2015-06-23,gip daifi,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
dampmart.fr,dampmart.fr,,1,1,0,1,1,0,0,0,0,2020-12-18,2020-12-18,mairie de dampmart,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
dardilly.e-marchespublics.com,e-marchespublics.com,dardilly,1,1,0,1,1,0,0,0,0,2016-03-08,2016-03-08,ville de dardilly,1,1.0,-0.0,0,GENERIC_PLATFORM
dases-marches.paris.fr,paris.fr,dases-marches,1,1,0,1,1,0,0,0,0,2017-06-07,2017-06-07,departement de paris,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
dax.fr,dax.fr,,1,1,0,1,1,0,0,0,0,2016-10-11,2016-10-11,commune de dax,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
dce-reprocolor.fr,dce-reprocolor.fr,,1,1,0,1,1,0,0,0,0,2015-03-04,2015-03-04,centre hospitalier d albert,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
dechets52.e-marchespublics.com,e-marchespublics.com,dechets52,1,1,0,1,1,0,0,0,0,2016-07-01,2016-07-01,sdedm de haute-marne,1,1.0,-0.0,0,GENERIC_PLATFORM
decines.e-marchespublics.com,e-marchespublics.com,decines,1,1,0,1,1,0,0,0,0,2019-11-16,2019-11-16,mairie de decines,1,1.0,-0.0,0,GENERIC_PLATFORM
decines.fr,decines.fr,,1,1,0,1,1,0,0,0,0,2017-02-13,2017-02-13,mairie de decines,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
decoset.fr,decoset.fr,,1,1,0,1,1,0,0,0,0,2016-01-21,2016-01-21,syndicat mixte decoset,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
defense.gouv.sca.fr,sca.fr,defense.gouv,1,1,0,1,1,0,0,0,0,2017-07-06,2017-07-06,mindef ema sca cescof,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
demap-ampa.fr,demap-ampa.fr,,1,1,0,1,1,0,0,0,0,2017-03-05,2017-03-05,mairie de talence,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
demapt-ampa.fr,demapt-ampa.fr,,1,1,0,1,1,0,0,0,0,2017-08-09,2017-08-09,ville de bordeaux,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
demat-ampa.ff,demat-ampa.ff,,1,1,0,1,1,0,0,0,0,2017-03-04,2017-03-04,commune de saint-loubes,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
demat-amps.fr,demat-amps.fr,,1,1,0,1,1,0,0,0,0,2016-09-08,2016-09-08,ville de bordeaux,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
demat.centralesdesmarches.com,centralesdesmarches.com,demat,1,1,0,1,1,0,0,0,0,2015-11-26,2015-11-26,ville de carhaix,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
demat.centreofficielles.com,centreofficielles.com,demat,1,1,0,1,1,0,0,0,0,2019-12-30,2019-12-30,syndicat mixte de sioule et morge,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
dematampa.fr,dematampa.fr,,1,1,0,1,1,0,0,0,0,2019-03-19,2019-03-19,commune du haillan,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
departement-touraine.fr,departement-touraine.fr,,1,1,0,1,1,0,0,0,0,2018-06-21,2018-06-21,conseil general d indre et loire,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
departement13.fr,departement13.fr,,1,1,0,1,1,0,0,0,0,2019-05-18,2019-05-18,conseil departemental 13,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
destination-cap-corse.com,destination-cap-corse.com,,1,1,0,1,1,0,0,0,0,2016-10-24,2016-10-24,communaute de communes du cap corse,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
deuillabarre.fr,deuillabarre.fr,,1,1,0,1,1,0,0,0,0,2017-07-07,2017-07-07,ville de deuil la barre,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
deux-sevres.gouv.fr,deux-sevres.gouv.fr,,1,1,0,1,1,0,0,0,0,2016-02-19,2016-02-19,prefecture des deux-sevres,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
dfp750.intranet.dgfip,intranet.dgfip,dfp750,1,1,0,1,1,0,0,0,0,2017-02-10,2017-02-10,direction regionale finances publiques,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
dinan-agglomeration.fr,dinan-agglomeration.fr,,1,1,0,1,1,0,0,0,0,2017-08-04,2017-08-04,dinan agglomeration,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
dinancommunaute.fr,dinancommunaute.fr,,1,1,0,1,1,0,0,0,0,2016-09-14,2016-09-14,dinan communaute,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
dir-mediterranee.developpement-durable.gouv.fr,developpement-durable.gouv.fr,dir-mediterranee,1,1,0,1,1,0,0,0,0,2017-04-08,2017-04-08,dir mediterranee,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
dir.mediterranee.developpement-durable.gouv.fr,developpement-durable.gouv.fr,dir.mediterranee,1,1,0,1,1,0,0,0,0,2016-11-17,2016-11-17,dir mediterranee,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
domaine-do-34.e-marchespublics.com,e-marchespublics.com,domaine-do-34,1,1,0,1,1,0,0,0,0,2015-10-07,2015-10-07,epic du domaine d o,1,1.0,-0.0,0,GENERIC_PLATFORM
