source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key,buyer_key_type,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m0_composite_score,cpv_missing,cpv_generic_flag,score_forward_no_duration,candidate_rank,n_candidates_for_source,top1_top2_margin
15-102348,17-74632,2015-07-03,2017-05-31,NAME:universite de nantes,NAME_FALLBACK,22.93035479632063,,,,0.004720056864480213,0.0,0.6,0.08220269320342412,False,True,0.08220269320342412,17,18,0.2787861935104072
15-102348,16-70203,2015-07-03,2016-05-17,NAME:universite de nantes,NAME_FALLBACK,10.4796320630749,,,,0.0,0.0,0.6,0.08000000000000002,False,False,0.08000000000000002,18,18,0.2787861935104072
15-102510,16-183156,2015-07-03,2016-12-23,SIRET:22720002900014,RAW_SIRET,17.706964520367936,,,,0.029948969793443986,0.8,1.0,0.46730951923694064,False,False,0.46730951923694064,1,5,0.24227304564774704
15-102510,15-139462,2015-07-03,2015-09-11,SIRET:22720002900014,RAW_SIRET,2.299605781865966,,,,0.1965067291197005,0.0,1.0,0.2250364735891936,False,False,0.2250364735891936,2,5,0.24227304564774704
15-102510,15-187883,2015-07-03,2015-12-16,SIRET:22720002900014,RAW_SIRET,5.45335085413929,,,,0.12231159200718658,0.0,1.0,0.19041207627002044,False,False,0.19041207627002044,3,5,0.24227304564774704
15-102510,16-9086,2015-07-03,2016-01-20,SIRET:22720002900014,RAW_SIRET,6.603153745072273,,,,0.11725732747243088,0.0,1.0,0.18805341948713444,False,False,0.18805341948713444,4,5,0.24227304564774704
15-102510,16-139674,2015-07-03,2016-09-26,SIRET:22720002900014,RAW_SIRET,14.816031537450723,,,,0.016329071960578277,0.0,1.0,0.14095356691493655,False,False,0.14095356691493655,5,5,0.24227304564774704
15-104125,16-19242,2015-07-08,2016-02-09,NAME:ville de nantes,NAME_FALLBACK,7.09592641261498,,,,0.18069699693631755,0.1,0.6,0.20432526523694822,True,False,0.20432526523694822,1,9,0.061917390970276764
15-104125,15-190662,2015-07-08,2015-12-22,NAME:ville de nantes,NAME_FALLBACK,5.486202365308804,,,,0.0480168734285816,0.1,0.6,0.14240787426667145,True,False,0.14240787426667145,2,9,0.061917390970276764
15-104125,17-3197,2015-07-08,2017-01-10,NAME:ville de nantes,NAME_FALLBACK,18.134034165571617,,,,0.04382437609507113,0.1,0.6,0.1404513755110332,True,False,0.1404513755110332,3,9,0.061917390970276764
15-104125,17-32213,2015-07-08,2017-03-09,NAME:ville de nantes,NAME_FALLBACK,20.039421813403415,,,,0.0726180834986851,0.0,0.6,0.11388843896605307,False,False,0.11388843896605307,4,9,0.061917390970276764
15-104125,17-18523,2015-07-08,2017-02-11,NAME:ville de nantes,NAME_FALLBACK,19.185282522996058,,,,0.058958151802470084,0.0,0.6,0.10751380417448606,False,False,0.10751380417448606,5,9,0.061917390970276764
15-104125,16-2845,2015-07-08,2016-01-11,NAME:ville de nantes,NAME_FALLBACK,6.14323258869908,,,,0.058606963290073574,0.0,0.6,0.10734991620203435,False,True,0.10734991620203435,6,9,0.061917390970276764
15-104125,16-9226,2015-07-08,2016-01-20,NAME:ville de nantes,NAME_FALLBACK,6.438896189224704,,,,0.05703718566083514,0.0,0.6,0.10661735330838976,False,True,0.10661735330838976,7,9,0.061917390970276764
15-104125,15-146024,2015-07-08,2015-09-28,NAME:ville de nantes,NAME_FALLBACK,2.6938239159001314,,,,0.049558919292666086,0.0,0.6,0.10312749566991086,False,False,0.10312749566991086,8,9,0.061917390970276764
15-104125,16-74267,2015-07-08,2016-05-28,NAME:ville de nantes,NAME_FALLBACK,10.676741130091983,,,,0.038615019350609556,0.0,0.6,0.09802034236361781,False,False,0.09802034236361781,9,9,0.061917390970276764
15-104589,15-170834,2015-07-08,2015-11-12,NAME:spr pays de la loire,NAME_FALLBACK,4.1721419185282524,,,,1.0,1.0,0.6,0.9466666666666668,False,False,0.9466666666666668,1,2,0.5748780415130141
15-104589,15-134999,2015-07-08,2015-09-04,NAME:spr pays de la loire,NAME_FALLBACK,1.9053876478318001,,,,0.1109756253292556,0.6,0.6,0.37178862515365263,False,False,0.37178862515365263,2,2,0.5748780415130141
15-105085,16-73008,2015-07-07,2016-05-20,NAME:ccir pays de la loire,NAME_FALLBACK,10.446780551905388,,,,0.11658540784472951,0.1,0.6,0.1744065236608738,True,False,0.1744065236608738,1,2,0.08348768498925326
15-105085,15-145608,2015-07-07,2015-09-24,NAME:ccir pays de la loire,NAME_FALLBACK,2.59526938239159,,,,0.023397511439186856,0.0,0.6,0.09091883867162055,False,False,0.09091883867162055,2,2,0.08348768498925326
15-107245,15-178728,2015-07-10,2015-11-26,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,4.566360052562418,,,,0.2169349276367421,0.2,0.6,0.261236299563813,False,False,0.261236299563813,1,7,0.04294855337827286
15-107245,16-16627,2015-07-10,2016-02-04,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,6.865965834428383,,,,0.2963308846833002,0.0,0.6,0.21828774618554014,False,False,0.21828774618554014,2,7,0.04294855337827286
15-107245,16-38113,2015-07-10,2016-03-16,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,8.21287779237845,,,,0.2852023050363427,0.0,0.6,0.21309440901695995,False,False,0.21309440901695995,3,7,0.04294855337827286
15-107245,15-144617,2015-07-10,2015-09-23,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,2.463863337713535,,,,0.14615222789617666,0.0,0.6,0.14820437301821582,False,False,0.14820437301821582,4,7,0.04294855337827286
15-107245,17-10496,2015-07-10,2017-01-23,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,18.495400788436267,,,,0.04231053425233072,0.0,0.6,0.09974491598442102,False,False,0.09974491598442102,5,7,0.04294855337827286
15-107245,17-40324,2015-07-10,2017-03-23,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,20.43363994743758,,,,0.036926837397863024,0.0,0.6,0.09723252411900277,False,False,0.09723252411900277,6,7,0.04294855337827286
15-107245,17-69162,2015-07-10,2017-05-17,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,22.24047306176084,,,,0.0,0.0,0.6,0.08000000000000002,False,False,0.08000000000000002,7,7,0.04294855337827286
15-110860,17-73142,2015-07-17,2017-05-26,SIRET:24720013200014,RAW_SIRET,22.306176084099867,,,,0.054074362144880934,0.0,1.0,0.15856803566761113,False,False,0.15856803566761113,1,4,0.003137828148816607
15-110860,17-6085,2015-07-17,2017-01-15,SIRET:24720013200014,RAW_SIRET,18.00262812089356,,,,0.047350444683131064,0.0,1.0,0.15543020751879452,False,False,0.15543020751879452,2,4,0.003137828148816607
15-110860,16-103088,2015-07-17,2016-07-11,SIRET:24720013200014,RAW_SIRET,11.826544021024967,,,,0.03973559404258368,0.0,1.0,0.15187661055320575,False,False,0.15187661055320575,3,4,0.003137828148816607
15-110860,17-48717,2015-07-17,2017-04-08,SIRET:24720013200014,RAW_SIRET,20.729303547963205,,,,0.007128700495700722,0.0,1.0,0.13666006023132704,False,False,0.13666006023132704,4,4,0.003137828148816607
15-111004,16-46830,2015-07-17,2016-03-31,SIRET:19490970100303,RAW_SIRET,8.47568988173456,,,,0.13250954449591285,0.0,1.0,0.19517112076475937,False,False,0.19517112076475937,1,5,0.04359113699366571
15-111004,15-184251,2015-07-17,2015-12-08,SIRET:19490970100303,RAW_SIRET,4.730617608409987,,,,0.03909996522377205,0.0,1.0,0.15157998377109366,False,True,0.15157998377109366,2,5,0.04359113699366571
15-111004,17-6714,2015-07-17,2017-01-18,SIRET:19490970100303,RAW_SIRET,18.101182654402102,,,,0.014101399800810401,0.0,1.0,0.13991398657371154,False,False,0.13991398657371154,3,5,0.04359113699366571
15-111004,17-62873,2015-07-17,2017-05-07,SIRET:19490970100303,RAW_SIRET,21.681997371879106,,,,0.014101399800810401,0.0,1.0,0.13991398657371154,False,False,0.13991398657371154,4,5,0.04359113699366571
15-111004,16-98698,2015-07-17,2016-07-03,SIRET:19490970100303,RAW_SIRET,11.563731931668856,,,,0.006713536371649974,0.0,1.0,0.13646631697343667,False,False,0.13646631697343667,5,5,0.04359113699366571
15-111481,16-7640,2015-07-20,2016-01-18,NAME:chu de nantes,NAME_FALLBACK,5.978975032851511,,,,0.5484157480200839,1.0,0.6,0.7359273490760392,False,False,0.7359273490760392,1,18,0.4277961604071443
15-111481,16-123498,2015-07-20,2016-08-22,NAME:chu de nantes,NAME_FALLBACK,13.107752956636006,,,,0.31742397571906034,0.2,0.6,0.3081311886688949,False,False,0.3081311886688949,2,18,0.4277961604071443
15-111481,15-169809,2015-07-20,2015-11-09,NAME:chu de nantes,NAME_FALLBACK,3.679369250985545,,,,0.31168450074239906,0.2,0.6,0.30545276701311963,False,False,0.30545276701311963,3,18,0.4277961604071443
