source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key,buyer_key_type,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m0_composite_score,cpv_missing,cpv_generic_flag,candidate_rank,n_candidates_for_source,top1_top2_margin,variant,threshold_used
17-150835,21-152380,2017-10-25,2021-11-17,NAME:gie des epl de vendee,NAME_FALLBACK,48.75164257555847,2021-10-25,0.7555847568988173,0.8740692071835304,1.0,0.2,0.6,0.6885173017958826,False,False,1,1,0.6885173017958826,window_6m,0.3230216936565234
17-15162,21-20759,2017-01-31,2021-02-12,NAME:arafer,NAME_FALLBACK,48.39027595269382,2021-01-31,0.39421813403416556,0.9342969776609724,0.011523495110265649,0.4,0.6,0.41760746770383605,False,False,1,1,0.41760746770383605,window_6m,0.3230216936565234
17-15387,20-25372,2017-02-01,2020-02-20,NAME:universite de nantes,NAME_FALLBACK,36.596583442838366,2020-01-04,1.5440210249671484,0.7426631625054753,0.25076244515391727,0.0,0.6,0.33343264643023984,False,False,1,3,0.07036909032910205,window_6m,0.3230216936565234
17-155110,18-141270,2017-11-03,2018-10-15,NAME:commune de nantes,NAME_FALLBACK,11.366622864651774,2018-05-03,5.4204993429697765,0.09658344283837061,0.9155666906027969,0.1,0.6,0.4345942024205716,True,False,1,3,0.09930586772553918,window_6m,0.3230216936565234
17-156331,18-38591,2017-11-07,2018-03-21,NAME:commune de saint-nazaire,NAME_FALLBACK,4.402102496714849,2018-05-07,1.5440210249671484,0.7426631625054753,0.22513162485246466,0.1,0.6,0.35446185932473145,True,True,1,9,0.0067754936741532545,window_6m,0.3230216936565234
17-157486,21-156574,2017-11-08,2021-11-26,NAME:departement de la sarthe,NAME_FALLBACK,48.58738501971091,2021-11-08,0.5913272010512484,0.9014454664914586,0.2295715230953525,0.4,0.6,0.485711399706238,False,False,1,2,0.19799198440592758,window_6m,0.3230216936565234
17-159853,21-83160,2017-11-13,2021-06-25,NAME:angers loire metropole,NAME_FALLBACK,43.36399474375821,2021-11-13,4.6320630749014455,0.22798948751642578,0.08337180535527934,1.0,0.6,0.44617750375345416,False,False,1,5,0.036248340449665184,window_6m,0.3230216936565234
17-161917,21-77546,2017-11-18,2021-06-10,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,42.70696452036793,2021-11-18,5.289093298291721,0.1184844502847131,0.05311463417092549,1.0,0.6,0.40821123453100217,False,False,1,5,0.19304673300364517,window_6m,0.3230216936565234
17-162755,22-7823,2017-11-17,2022-01-16,NAME:la cite des congres de nantes,NAME_FALLBACK,49.96714848883048,2021-11-17,1.9710906701708277,0.6714848883048621,0.415996757156579,0.0,0.6,0.3734700870810182,False,False,1,1,0.3734700870810182,window_6m,0.3230216936565234
17-164463,18-41248,2017-11-24,2018-03-30,NAME:commune de saint-nazaire,NAME_FALLBACK,4.139290407358739,2018-05-24,1.8068331143232588,0.6988611476127902,0.22257779468255318,0.1,0.6,0.34261751504209115,True,False,1,8,0.0383198118970034,window_6m,0.3230216936565234
17-167707,21-143183,2017-11-28,2021-10-25,NAME:nantes metropole,NAME_FALLBACK,46.87910643889619,2021-11-28,1.1169513797634691,0.8138414367060884,0.1678577777326585,1.0,0.6,0.6222105813829526,False,True,1,22,0.18923794324834836,window_6m,0.3230216936565234
17-168569,21-150402,2017-11-29,2021-11-14,NAME:nantes metropole,NAME_FALLBACK,47.50328515111695,2021-11-29,0.49277266754270693,0.9178712220762155,0.28410480893854495,0.0,0.6,0.3889044886475446,False,False,1,22,0.02115249505064587,window_6m,0.3230216936565234
17-168958,21-143444,2017-11-30,2021-10-26,NAME:departement de la vendee,NAME_FALLBACK,46.846254927726676,2022-04-27,6.011826544021025,0.0,0.18822878968622397,0.8,0.6,0.3658800763901784,False,False,1,1,0.3658800763901784,window_6m,0.3230216936565234
17-170763,18-82638,2017-12-04,2018-06-15,NAME:ville de la roche sur yon,NAME_FALLBACK,6.340341655716163,2018-06-04,0.36136662286465177,0.939772229522558,0.27010826513782843,0.1,0.6,0.41948095017887943,True,False,1,1,0.41948095017887943,window_6m,0.3230216936565234
17-171316,22-69952,2017-12-07,2022-05-16,SIRET:23440003400026,RAW_SIRET,53.252299605781864,2022-05-02,0.45992115637319314,0.9233464739378011,0.005572013557437319,0.2,1.0,0.3927868232295534,False,True,1,8,0.01532380280769996,window_6m,0.3230216936565234
17-172986,18-6802,2017-12-08,2018-01-16,NAME:ville de sable sur sarthe,NAME_FALLBACK,1.281208935611038,2018-06-08,4.697766097240473,0.21703898379325448,0.9876383420864376,0.1,0.6,0.48993316567856676,True,False,1,1,0.48993316567856676,window_6m,0.3230216936565234
17-173663,21-143183,2017-12-16,2021-10-25,NAME:nantes metropole,NAME_FALLBACK,46.28777923784494,2021-12-16,1.7082785808147174,0.7152869031975471,0.019387736745032972,1.0,0.6,0.5456074336601483,False,True,1,19,0.13816905159066345,window_6m,0.3230216936565234
17-173975,22-85365,2017-12-13,2022-06-19,SIRET:23440003400026,RAW_SIRET,54.17214191852825,2022-07-01,0.39421813403416556,0.9342969776609724,0.04588482505170506,1.0,1.0,0.6496339331833398,False,True,1,11,0.038471097478466554,window_6m,0.3230216936565234
17-179112,21-122032,2017-12-22,2021-09-10,NAME:nantes metropole,NAME_FALLBACK,44.612352168199735,2021-12-22,3.383705650459921,0.43604905825667983,0.0030544137801377037,1.0,0.6,0.47008130938721815,False,True,1,19,0.13043723824033387,window_6m,0.3230216936565234
17-20203,18-144441,2017-02-10,2018-10-17,NAME:cap atlantique,NAME_FALLBACK,20.17082785808147,2019-02-10,3.8107752956636003,0.36487078405606665,0.5331324965302686,0.4,0.6,0.45781406979961065,False,False,1,3,0.1976109063058315,window_6m,0.3230216936565234
17-20659,21-44149,2017-02-10,2021-04-01,NAME:sdis 85,NAME_FALLBACK,49.63863337713535,2021-05-03,1.0512483574244416,0.8247919404292597,0.6396411156144914,1.0,0.6,0.7900723755723869,False,True,1,2,0.6013664373551904,window_6m,0.3230216936565234
17-20859,17-144060,2017-02-12,2017-10-12,NAME:angers loire metropole,NAME_FALLBACK,7.9500657030223385,2017-10-22,0.328515111695138,0.9452474813841437,0.004132913361547277,0.1,0.6,0.32775839002257745,True,False,1,12,0.0373878569499424,window_6m,0.3230216936565234
17-2217,17-9629,2017-01-05,2017-01-20,NAME:carene,NAME_FALLBACK,0.49277266754270693,2017-07-05,5.45335085413929,0.09110819097678491,1.0,0.1,0.6,0.4627770477441962,True,False,1,4,0.07893070122028584,window_6m,0.3230216936565234
17-22230,21-76512,2017-02-16,2021-06-09,NAME:commune de saint-herblain,NAME_FALLBACK,51.708278580814714,2021-06-05,0.1314060446780552,0.9780989925536575,0.9999999999999996,0.0,0.6,0.6545247481384142,False,False,1,7,0.28318522247241223,window_6m,0.3230216936565234
17-25915,21-45622,2017-02-22,2021-04-08,NAME:chu de nantes,NAME_FALLBACK,49.47437582128778,2021-02-22,1.4783180026281209,0.7536136662286466,0.06935448948045654,0.2,0.6,0.3326774878753214,False,True,1,10,0.023974319271709232,window_6m,0.3230216936565234
17-29415,21-77546,2017-03-03,2021-06-10,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,51.24835742444152,2021-03-03,3.252299605781866,0.4579500657030223,0.5511574099679347,1.0,0.6,0.6673926099145326,False,False,1,13,0.2792951630005564,window_6m,0.3230216936565234
17-32203,18-13243,2017-03-07,2018-01-29,NAME:universite d angers,NAME_FALLBACK,10.775295663600525,2018-01-18,0.36136662286465177,0.939772229522558,0.0,0.1,0.6,0.3249430573806395,True,False,1,2,0.21181394916273827,window_6m,0.3230216936565234
17-32213,21-37673,2017-03-09,2021-03-24,NAME:ville de nantes,NAME_FALLBACK,48.48883048620236,2021-03-09,0.49277266754270693,0.9178712220762155,0.7345817126966372,1.0,0.6,0.8465714049628768,False,False,1,3,0.5269767271691611,window_6m,0.3230216936565234
17-34018,17-120212,2017-03-10,2017-08-25,NAME:conseil regional des pays de la loire,NAME_FALLBACK,5.519053876478318,2017-09-10,0.5256241787122208,0.9123959702146298,0.06686926122259623,0.1,0.6,0.3415032339815661,True,True,1,19,0.015239738032526207,window_6m,0.3230216936565234
17-35759,21-126684,2017-03-16,2021-09-24,SIRET:23440003400026,RAW_SIRET,54.303547963206306,2021-06-24,3.0223390275952693,0.4962768287341218,0.0,0.4,1.0,0.34406920718353046,False,False,1,4,0.026814315968185454,window_6m,0.3230216936565234
17-37863,17-39483,2017-03-17,2017-03-21,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,0.1314060446780552,2017-09-17,5.913272010512483,0.014454664914586135,0.8437151808864505,0.1,0.6,0.3889139795389042,True,False,1,5,0.0806020512508343,window_6m,0.3230216936565234
17-37945,17-39483,2017-03-17,2017-03-21,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,0.1314060446780552,2017-09-17,5.913272010512483,0.014454664914586135,0.7743179897394297,0.1,0.6,0.36462496263744687,True,False,1,5,0.05618478841497293,window_6m,0.3230216936565234
17-44607,21-67771,2017-04-01,2021-05-22,NAME:conseil regional des pays de la loire,NAME_FALLBACK,49.67148488830486,2021-08-13,2.726675427069645,0.5455540954883924,0.007279550213377899,1.0,0.6,0.49893636644678035,False,False,1,9,0.15349543516348613,window_6m,0.3230216936565234
17-45104,20-118247,2017-04-03,2020-09-30,NAME:commune de saint-herblain,NAME_FALLBACK,41.9185282522996,2020-08-23,1.2483574244415243,0.791940429259746,0.29020709431095826,0.0,0.6,0.3595575903237719,False,False,1,2,0.0547600960535366,window_6m,0.3230216936565234
17-47703,21-51020,2017-04-07,2021-04-16,NAME:semitan,NAME_FALLBACK,48.29172141918528,2021-04-07,0.2956636005256242,0.9507227332457293,0.257587433029578,0.0,0.6,0.3878362848717846,False,False,1,5,0.012705890474619619,window_6m,0.3230216936565234
17-48788,22-8616,2017-04-06,2022-01-19,NAME:conseil regional des pays de la loire,NAME_FALLBACK,57.45729303547963,2021-08-11,5.289093298291721,0.1184844502847131,0.3587821802383268,0.4,0.6,0.33519487565459266,False,False,1,9,0.032300559811595575,window_6m,0.3230216936565234
17-50845,17-143219,2017-04-11,2017-10-11,NAME:nantes metropole,NAME_FALLBACK,6.011826544021025,2017-10-11,0.0,1.0,0.26782078540331866,0.1,0.6,0.43373727489116154,True,False,1,29,0.09467357053382736,window_6m,0.3230216936565234
17-51157,19-69736,2017-04-18,2019-05-05,NAME:nantes metropole,NAME_FALLBACK,24.540078843626805,2019-04-18,0.5584756898817346,0.9069207183530442,0.1328106455739615,0.0,0.6,0.3332139055391476,False,False,1,19,0.008289868086597874,window_6m,0.3230216936565234
17-53475,22-40191,2017-04-18,2022-03-19,NAME:gie sesam vitale,NAME_FALLBACK,59.00131406044678,2022-01-07,2.3324572930354797,0.61125711782742,0.0,0.4,0.6,0.332814279456855,False,False,1,3,0.07271551839513257,window_6m,0.3230216936565234
17-53540,17-77744,2017-05-05,2017-06-02,NAME:nantes metropole,NAME_FALLBACK,0.9198423127463863,2017-11-05,5.124835742444152,0.1458607095926413,1.0,0.1,0.6,0.47646517739816036,True,False,1,30,0.14510088937831284,window_6m,0.3230216936565234
17-55087,17-143219,2017-04-21,2017-10-11,NAME:nantes metropole,NAME_FALLBACK,5.683311432325887,2017-10-21,0.328515111695138,0.9452474813841437,0.28978625673732505,0.1,0.6,0.4277370602040997,True,False,1,29,0.017991879418584267,window_6m,0.3230216936565234
17-56452,19-108948,2017-04-23,2019-07-14,SIRET:23440003400026,RAW_SIRET,26.675427069645202,2019-08-11,0.9198423127463863,0.8466929478756022,0.01834862116463519,0.4,1.0,0.43809525437652286,False,False,1,8,0.10031667438006286,window_6m,0.3230216936565234
17-58214,21-85842,2017-04-30,2021-06-25,NAME:nantes metropole,NAME_FALLBACK,49.83574244415243,2021-04-30,1.8396846254927726,0.6933858957512046,0.018538958586101974,0.6,0.6,0.41983510944293684,False,False,1,18,0.04798144167432905,window_6m,0.3230216936565234
17-58486,21-117615,2017-04-28,2021-09-01,NAME:chu de nantes,NAME_FALLBACK,52.135348226018394,2021-09-10,0.2956636005256242,0.9507227332457293,0.02454778062734645,0.4,0.6,0.42627240653100357,False,False,1,9,0.016425755584756896,window_6m,0.3230216936565234
17-6085,17-105683,2017-01-15,2017-07-23,SIRET:24720013200014,RAW_SIRET,6.2089356110381075,2017-10-27,3.1537450722733245,0.4743758212877792,0.8675204715104442,0.0,1.0,0.5222261203506002,False,False,1,2,0.368025057114102,window_6m,0.3230216936565234
17-61199,21-137487,2017-05-04,2021-10-15,NAME:vendee expansion,NAME_FALLBACK,53.383705650459916,2021-05-04,5.387647831800263,0.10205869469995621,0.008023630471943167,1.0,0.6,0.3883229443401692,False,False,1,2,0.09874914956551212,window_6m,0.3230216936565234
17-61541,21-76925,2017-05-05,2021-06-09,NAME:chu de nantes,NAME_FALLBACK,49.14586070959264,2021-08-20,2.3653088042049935,0.6057818659658345,0.9053168659928948,1.0,0.6,0.8283063695889719,False,False,1,10,0.2737938555241417,window_6m,0.3230216936565234
17-62129,21-35651,2017-05-04,2021-03-19,NAME:conseil regional des pays de la loire,NAME_FALLBACK,46.484888304862025,2021-05-04,1.5111695137976346,0.7481384143670609,0.05468970647060897,0.4,0.6,0.38617600085647835,False,False,1,8,0.04900971844766144,window_6m,0.3230216936565234
17-65753,18-18447,2017-05-11,2018-02-09,NAME:nantes metropole,NAME_FALLBACK,9.00131406044678,2017-11-11,2.9566360052562417,0.5072273324572931,0.6146034582570038,0.1,0.6,0.4319180435042746,True,False,1,29,0.012856862690527882,window_6m,0.3230216936565234
17-68186,22-13142,2017-05-18,2022-01-27,NAME:conseil regional des pays de la loire,NAME_FALLBACK,56.34034165571616,2021-12-20,1.2483574244415243,0.791940429259746,0.2359501876533586,0.2,0.6,0.400567672993612,False,True,1,7,0.061467091204210955,window_6m,0.3230216936565234
17-68985,21-163566,2017-06-07,2021-12-13,NAME:nantes metropole,NAME_FALLBACK,54.204993429697765,2021-12-09,0.1314060446780552,0.9780989925536575,0.09134336018302265,0.1,0.6,0.3664949242024723,True,False,1,20,0.022725180485069385,window_6m,0.3230216936565234
17-71407,22-118151,2017-05-24,2022-09-01,NAME:chu de nantes,NAME_FALLBACK,63.27201051248357,2022-07-26,1.2155059132720105,0.7974156811213315,0.054194810353728945,0.2,0.6,0.338322103904138,False,True,1,3,0.17364660550473798,window_6m,0.3230216936565234
17-7154,17-108459,2017-01-16,2017-07-27,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,6.307490144546649,2017-07-16,0.36136662286465177,0.939772229522558,0.02706418258474957,0.1,0.6,0.33441552128530183,True,False,1,8,0.07495870398156257,window_6m,0.3230216936565234
17-71849,22-8616,2017-05-24,2022-01-19,NAME:conseil regional des pays de la loire,NAME_FALLBACK,55.88042049934297,2021-10-01,3.6136662286465175,0.39772229522558045,0.03353454051737826,0.8,0.6,0.4111676629874775,False,False,1,9,0.05246370419360091,window_6m,0.3230216936565234
17-73511,17-81541,2017-05-24,2017-06-12,NAME:voies navigables de france,NAME_FALLBACK,0.6241787122207622,2017-11-24,5.4204993429697765,0.09658344283837061,1.0000000000000002,0.1,0.6,0.4641458607095927,True,False,1,1,0.4641458607095927,window_6m,0.3230216936565234
17-73536,21-143183,2017-05-26,2021-10-25,NAME:nantes metropole,NAME_FALLBACK,52.989487516425754,2021-11-12,0.5913272010512484,0.9014454664914586,0.026009874181363586,1.0,0.6,0.594464822586342,False,True,1,22,0.14186570320613295,window_6m,0.3230216936565234
17-74587,21-103501,2017-05-29,2021-07-23,NAME:departement de la sarthe,NAME_FALLBACK,49.80289093298291,2021-05-29,1.8068331143232588,0.6988611476127902,0.009584614101698401,0.4,0.6,0.358069901838792,False,False,1,3,0.10940136641690018,window_6m,0.3230216936565234
17-74632,21-61224,2017-05-31,2021-05-06,NAME:universite de nantes,NAME_FALLBACK,47.17477003942181,2021-05-31,0.8212877792378449,0.8631187034603591,0.11488090094284834,1.0,0.6,0.6159879911950867,False,True,1,8,0.022214177726154416,window_6m,0.3230216936565234
17-76616,21-85842,2017-06-03,2021-06-25,NAME:nantes metropole,NAME_FALLBACK,48.71879106438896,2021-06-03,0.7227332457293035,0.879544459045116,0.003070527139947852,0.6,0.6,0.46096079926026073,False,False,1,18,0.039024488798319545,window_6m,0.3230216936565234
17-77744,17-168569,2017-06-02,2017-11-29,NAME:nantes metropole,NAME_FALLBACK,5.913272010512483,2017-12-02,0.09855453350854139,0.9835742444152431,0.004726447441627923,0.1,0.6,0.33754781770838055,True,False,1,28,0.0011199977826646945,window_6m,0.3230216936565234
17-78402,20-137315,2017-06-06,2020-11-11,NAME:sdis 85,NAME_FALLBACK,41.1957950065703,2020-10-03,1.281208935611038,0.7864651773981604,0.04843638484174479,0.2,0.6,0.33356902904415076,False,True,1,3,0.1669452762846896,window_6m,0.3230216936565234
17-79002,20-140005,2017-06-07,2020-11-16,NAME:lycee polyvalent leonard de vinci,NAME_FALLBACK,41.32720105124836,2020-06-07,5.321944809461235,0.11300919842312751,0.8965456365084002,1.0,0.6,0.702043272383722,False,False,1,1,0.702043272383722,window_6m,0.3230216936565234
17-80194,21-77546,2017-06-08,2021-06-10,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,48.06176084099869,2021-06-08,0.0657030223390276,0.9890494962768287,0.018486445615493854,0.6,0.6,0.49373263003463,False,False,1,10,0.11894346555707941,window_6m,0.3230216936565234
17-8037,17-25692,2017-01-17,2017-02-22,NAME:departement de la sarthe,NAME_FALLBACK,1.1826544021024967,2017-07-17,4.763469119579501,0.20608848007008318,1.0000000000000002,0.1,0.6,0.49152212001752077,True,False,1,6,0.1468863217216937,window_6m,0.3230216936565234
17-82173,17-172986,2017-06-13,2017-12-08,NAME:ville de sable sur sarthe,NAME_FALLBACK,5.847568988173456,2017-12-13,0.164257555847569,0.9726237406920718,0.8490025797677994,0.1,0.6,0.6303068380917476,True,False,1,4,0.04336885380708311,window_6m,0.3230216936565234
17-82869,17-172986,2017-06-14,2017-12-08,NAME:ville de sable sur sarthe,NAME_FALLBACK,5.814717477003942,2017-12-14,0.19710906701708278,0.9671484888304862,0.8490025797677994,0.1,0.6,0.6289380251263512,True,False,1,3,0.040631227876290366,window_6m,0.3230216936565234
17-90424,21-135182,2017-06-27,2021-10-08,NAME:regie dept passages d eau de vendee,NAME_FALLBACK,51.379763469119574,2021-06-27,3.383705650459921,0.43604905825667983,0.0,1.0,0.6,0.46901226456416995,False,False,1,2,0.115795692381091,window_6m,0.3230216936565234
17-93042,21-91773,2017-07-02,2021-07-04,NAME:gie sesam vitale,NAME_FALLBACK,48.06176084099869,2021-07-02,0.0657030223390276,0.9890494962768287,0.0,0.4,0.6,0.42726237406920714,False,False,1,5,0.03992334647393775,window_6m,0.3230216936565234
17-93666,21-113953,2017-07-03,2021-08-20,NAME:chu de nantes,NAME_FALLBACK,49.57293035479632,2021-07-03,1.5768725361366622,0.7371879106438897,0.12821952031961178,1.0,0.6,0.5891738097728365,False,False,1,12,0.016425755584756896,window_6m,0.3230216936565234
17-93952,22-95027,2017-07-05,2022-07-09,NAME:gie sesam vitale,NAME_FALLBACK,60.118265440210244,2022-05-18,1.7082785808147174,0.7152869031975471,0.45348917389905596,0.2,0.6,0.4575429366640564,False,True,1,3,0.009172850829026247,window_6m,0.3230216936565234
17-9629,17-102568,2017-01-20,2017-07-21,NAME:carene,NAME_FALLBACK,5.978975032851511,2017-07-20,0.0328515111695138,0.9945247481384144,0.18784958277215116,0.1,0.6,0.4043785410048565,True,False,1,3,0.11890458498976075,window_6m,0.3230216936565234
17-97609,21-38984,2017-07-07,2021-03-23,NAME:sdis 44,NAME_FALLBACK,44.513797634691194,2021-07-07,3.4822601839684624,0.41962330267192294,0.807532120456457,0.4,0.6,0.5675420678277407,False,False,1,2,0.4023583612836397,window_6m,0.3230216936565234
17-98996,21-76512,2017-07-11,2021-06-09,NAME:commune de saint-herblain,NAME_FALLBACK,46.94480946123522,2021-07-11,1.0512483574244416,0.8247919404292597,0.18155522226620346,0.2,0.6,0.38974231290048617,False,False,1,6,0.00866833997686478,window_6m,0.3230216936565234
17-99753,20-85492,2017-07-12,2020-07-22,NAME:angers loire metropole,NAME_FALLBACK,36.333771353482256,2020-07-12,0.328515111695138,0.9452474813841437,0.0034648833751975056,0.2,0.6,0.35752457952735506,False,False,1,6,0.06634152381262048,window_6m,0.3230216936565234
18-101085,23-72834,2018-07-20,2023-06-01,SIRET:27490003400019,RAW_SIRET,58.37713534822601,2023-02-16,3.4494086727989486,0.42509855453350853,0.81220161588588,0.2,1.0,0.5505452041934351,False,False,1,1,0.5505452041934351,window_6m,0.3230216936565234
18-101099,23-23753,2018-07-22,2023-03-08,NAME:angers loire metropole,NAME_FALLBACK,55.51905387647832,2023-01-23,1.445466491458607,0.7590889180902322,0.004312314809761995,0.4,0.6,0.3712815397059747,False,False,1,3,0.03857314018970687,window_6m,0.3230216936565234
18-101350,21-14714,2018-07-20,2021-02-01,NAME:universite de nantes,NAME_FALLBACK,30.453350854139288,2021-02-02,0.0328515111695138,0.9945247481384144,0.1618257999697107,0.0,0.6,0.36527021702400236,False,True,1,9,0.036132623998827273,window_6m,0.3230216936565234
18-101994,19-32405,2018-07-19,2019-03-02,NAME:conseil regional des pays de la loire,NAME_FALLBACK,7.424441524310118,2019-04-18,1.5440210249671484,0.7426631625054753,0.18620294909518856,0.1,0.6,0.3408368228096848,True,False,1,6,0.0019123616951673972,window_6m,0.3230216936565234
18-103911,21-163822,2018-07-26,2021-12-16,NAME:nantes metropole,NAME_FALLBACK,40.70302233902759,2021-07-26,4.697766097240473,0.21703898379325448,0.17454243938080904,1.0,0.6,0.4753495997315968,False,False,1,20,0.046270669678132204,window_6m,0.3230216936565234
18-109139,22-137807,2018-08-01,2022-10-14,NAME:gie des epl de vendee,NAME_FALLBACK,50.42706964520368,2022-08-01,2.431011826544021,0.5948313622426631,0.9999999999999998,1.0,0.6,0.8587078405606656,False,False,1,4,0.3303873748814875,window_6m,0.3230216936565234
18-11225,21-122032,2018-01-27,2021-09-10,NAME:nantes metropole,NAME_FALLBACK,43.42969776609724,2022-01-27,4.566360052562418,0.23893999123959697,0.0,1.0,0.6,0.41973499780989926,False,True,1,16,0.08208766964153547,window_6m,0.3230216936565234
18-114870,20-117677,2018-08-12,2020-09-27,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,25.52562417871222,2021-01-16,3.6465177398160313,0.39224704336399474,0.26911434141497426,0.6,0.6,0.4322517803362396,False,False,1,12,0.0699226754930477,window_6m,0.3230216936565234
18-117389,19-169787,2018-11-26,2019-11-12,NAME:angers loire metropole,NAME_FALLBACK,11.530880420499342,2019-11-26,0.45992115637319314,0.9233464739378011,0.013528965387146635,0.1,0.6,0.3255717563699516,True,False,1,9,0.03547525186158562,window_6m,0.3230216936565234
18-12119,22-84327,2018-01-28,2022-06-18,NAME:conseil regional des pays de la loire,NAME_FALLBACK,52.6281208935611,2022-05-25,0.7884362680683311,0.8685939553219448,0.20558583745020625,0.0,0.6,0.3491035319380584,False,False,1,7,0.09134144849136056,window_6m,0.3230216936565234
18-122376,19-36958,2018-08-31,2019-03-14,NAME:nantes metropole,NAME_FALLBACK,6.40604467805519,2019-02-28,0.45992115637319314,0.9233464739378011,0.11013028667063254,0.1,0.6,0.35938221881917165,True,False,1,17,0.016466662624413264,window_6m,0.3230216936565234
18-124336,21-16505,2018-09-07,2021-02-06,NAME:conseil regional des pays de la loire,NAME_FALLBACK,29.00788436268068,2021-02-13,0.22996057818659657,0.9616732369689006,0.14133523673907988,0.0,0.6,0.3498856421009031,False,False,1,8,0.04289904861408489,window_6m,0.3230216936565234
18-12739,22-7823,2018-01-26,2022-01-16,NAME:la cite des congres de nantes,NAME_FALLBACK,47.66754270696452,2022-01-26,0.328515111695138,0.9452474813841437,0.11515887784628107,0.0,0.6,0.3366174775922343,False,False,1,2,0.18753679900011283,window_6m,0.3230216936565234
18-128159,22-118191,2018-09-15,2022-09-03,NAME:nantes metropole,NAME_FALLBACK,47.60183968462549,2022-09-15,0.39421813403416556,0.9342969776609724,0.007644914384978547,0.2,0.6,0.3562499644499856,False,True,1,15,0.016726291110838842,window_6m,0.3230216936565234
18-128655,23-20260,2018-09-16,2023-02-12,SIRET:23440003400026,RAW_SIRET,52.890932982917214,2023-02-13,0.0328515111695138,0.9945247481384144,0.17586695336379377,0.2,1.0,0.47018462071193146,False,True,1,13,0.08208562815827403,window_6m,0.3230216936565234
18-128950,22-22098,2018-09-16,2022-02-13,NAME:universite d angers,NAME_FALLBACK,40.93298291721419,2022-01-24,0.657030223390276,0.8904949627682873,0.005340599787804742,0.2,0.6,0.3444929506178035,False,False,1,2,0.21248725301678462,window_6m,0.3230216936565234
18-130463,19-54406,2018-09-22,2019-04-09,NAME:ville de nantes,NAME_FALLBACK,6.5374507227332455,2019-03-22,0.5913272010512484,0.9014454664914586,0.023426883433130433,0.1,0.6,0.3235607758244603,True,False,1,6,0.04189966111108312,window_6m,0.3230216936565234
18-13243,22-125236,2018-01-29,2022-09-19,NAME:universite d angers,NAME_FALLBACK,55.65045992115637,2022-09-24,0.164257555847569,0.9726237406920718,0.0,0.1,0.6,0.33315593517301795,True,False,1,1,0.33315593517301795,window_6m,0.3230216936565234
18-133090,22-166698,2018-09-26,2022-12-18,SIRET:22850001300658,RAW_SIRET,50.7227332457293,2023-03-30,3.350854139290407,0.44152431011826543,0.6191779329502083,1.0,1.0,0.7270933540621393,False,False,1,4,0.2535505478090163,window_6m,0.3230216936565234
18-134123,18-142763,2018-09-26,2018-10-11,NAME:departement de la sarthe,NAME_FALLBACK,0.49277266754270693,2019-03-26,5.45335085413929,0.09110819097678491,1.0000000000000002,0.1,0.6,0.4627770477441962,True,False,1,11,0.12592068608435503,window_6m,0.3230216936565234
18-136695,19-39813,2018-10-01,2019-03-14,NAME:departement de la mayenne,NAME_FALLBACK,5.387647831800263,2019-04-01,0.5913272010512484,0.9014454664914586,0.770648211216768,0.1,0.6,0.5850882405487334,True,False,1,2,0.09238042505294947,window_6m,0.3230216936565234
18-147219,20-45001,2018-10-21,2020-03-27,SIRET:45151864100035,RAW_SIRET,17.181340341655716,2020-03-07,0.657030223390276,0.8904949627682873,0.08645994285362471,0.0,1.0,0.35288472069084054,False,False,1,3,0.06125594329209583,window_6m,0.3230216936565234
18-150422,23-12419,2018-10-27,2023-01-28,SIRET:23440003400026,RAW_SIRET,51.05124835742444,2022-10-27,3.055190538764783,0.4908015768725361,0.0,0.8,1.0,0.462700394218134,False,False,1,10,0.08418309242225142,window_6m,0.3230216936565234
18-150889,23-43183,2018-10-27,2023-04-02,SIRET:22850001300658,RAW_SIRET,53.153745072273324,2023-03-22,0.36136662286465177,0.939772229522558,0.08939545760972722,0.0,1.0,0.366231467544044,False,False,1,4,0.012342669265218764,window_6m,0.3230216936565234
18-151434,19-69736,2018-10-29,2019-05-05,NAME:nantes metropole,NAME_FALLBACK,6.176084099868594,2019-04-29,0.19710906701708278,0.9671484888304862,0.01670274076363435,0.1,0.6,0.33763308147489357,True,False,1,18,0.007907524354763329,window_6m,0.3230216936565234
18-159101,22-118151,2018-11-14,2022-09-01,NAME:chu de nantes,NAME_FALLBACK,45.565045992115635,2022-11-14,2.431011826544021,0.5948313622426631,0.042672026625229946,0.4,0.6,0.34364304987949623,False,False,1,4,0.10052544665122412,window_6m,0.3230216936565234
18-164871,19-74485,2018-11-26,2019-05-18,NAME:nantes metropole,NAME_FALLBACK,5.683311432325887,2019-05-26,0.2628120893561104,0.9561979851073149,0.005293176738715426,0.1,0.6,0.3309021081353791,True,False,1,17,0.014564264809251104,window_6m,0.3230216936565234
