source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key_m0_source,buyer_key_m0_candidate,buyer_key_type_source,buyer_key_type_candidate,buyer_match_mechanism,source_buyer_identity_source_x,candidate_buyer_identity_source_x,source_buyer_siret,candidate_buyer_siret,source_buyer_siren_m1_x,candidate_buyer_siren_m1_x,cross_establishment_same_siren,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m1_composite_score,m0_balanced_threshold_used,cpv_missing,cpv_generic_flag,profile_evidence_status,profile_evidence_reason,source_profile_domains,candidate_profile_domains,shared_profile_domains,source_domain_specificity,candidate_domain_specificity,profile_conflict_flag,candidate_rank,n_candidates_for_source,top1_top2_margin
15-115319,18-87166,2015-07-27,2018-06-24,NAME:conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,234400034,234400034,False,34.92115637319316,2018-02-19,4.106438896189225,0.3155935173017958,0.0068255176184324,0.0,0.75,0.1562873104919003,0.3230216936565233,False,True,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,BUYER_SPECIFIC;GENERIC_PLATFORM,BUYER_SPECIFIC;GENERIC_PLATFORM,False,13,21,0.02742876542115541
15-115319,18-101994,2015-07-27,2018-07-19,NAME:conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,234400034,234400034,False,35.74244415243101,2018-02-19,4.92772667542707,0.1787122207621551,0.009313692155414,0.1,0.75,0.1529378474449337,0.3230216936565233,True,False,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,BUYER_SPECIFIC;GENERIC_PLATFORM,BUYER_SPECIFIC;GENERIC_PLATFORM,False,14,21,0.02742876542115541
15-115319,17-142035,2015-07-27,2017-10-11,NAME:conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,234400034,234400034,False,26.51116951379764,2018-02-19,4.303547963206308,0.282742006132282,0.0114243096309807,0.0,0.75,0.1496840099039137,0.3230216936565233,False,True,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,BUYER_SPECIFIC;GENERIC_PLATFORM,BUYER_SPECIFIC;GENERIC_PLATFORM,False,15,21,0.02742876542115541
15-115319,17-140948,2015-07-27,2017-10-08,NAME:conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,234400034,234400034,False,26.41261498028909,2018-02-19,4.402102496714849,0.2663162505475251,0.0214634821633325,0.0,0.75,0.1490912813940477,0.3230216936565233,False,True,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,BUYER_SPECIFIC;GENERIC_PLATFORM,BUYER_SPECIFIC;GENERIC_PLATFORM,False,16,21,0.02742876542115541
15-115319,18-92191,2015-07-27,2018-07-05,NAME:conseil regional des pays de la loire,SIRET:23440003400026,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,23440003400026,234400034,234400034,False,35.28252299605782,2018-02-19,4.467805519053877,0.2553657468243538,0.022500931722215,0.0,0.75,0.1467167628088637,0.3230216936565233,False,False,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,BUYER_SPECIFIC;GENERIC_PLATFORM,BUYER_SPECIFIC;GENERIC_PLATFORM,False,17,21,0.02742876542115541
15-115319,17-140377,2015-07-27,2017-10-05,NAME:conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,234400034,234400034,False,26.31406044678055,2018-02-19,4.50065703022339,0.2498904949627682,0.0,0.0,0.75,0.137472623740692,0.3230216936565233,False,False,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,BUYER_SPECIFIC;GENERIC_PLATFORM,BUYER_SPECIFIC;GENERIC_PLATFORM,False,18,21,0.02742876542115541
15-115319,18-105237,2015-07-27,2018-07-26,NAME:conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,234400034,234400034,False,35.97240473061761,2018-02-19,5.157687253613666,0.1403854577310556,0.0084027766093193,0.0,0.75,0.1130373362460256,0.3230216936565233,False,False,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,BUYER_SPECIFIC;GENERIC_PLATFORM,BUYER_SPECIFIC;GENERIC_PLATFORM,False,19,21,0.02742876542115541
15-115319,17-120212,2015-07-27,2017-08-25,NAME:conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,234400034,234400034,False,24.967148488830485,2018-02-19,5.847568988173456,0.0254051686377573,0.0182183772683432,0.0,0.75,0.0877277242033594,0.3230216936565233,False,True,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,BUYER_SPECIFIC;GENERIC_PLATFORM,BUYER_SPECIFIC;GENERIC_PLATFORM,False,20,21,0.02742876542115541
15-115319,17-118765,2015-07-27,2017-08-22,NAME:conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,234400034,234400034,False,24.868593955321945,2018-02-19,5.946123521681997,0.0089794130530004,0.0,0.0,0.75,0.0772448532632501,0.3230216936565233,False,False,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,aof-crpdll-prod.local-trust.com;boamp.fr;marchepublics.paysdelaloire.fr;marches-formation.paysdelaloire.fr;marchespublics.paysdelaloire.fr;paysdelaloire.fr;wwww.marchespublics.paysdelaloire.fr,BUYER_SPECIFIC;GENERIC_PLATFORM,BUYER_SPECIFIC;GENERIC_PLATFORM,False,21,21,0.02742876542115541
15-115988,18-25585,2015-07-27,2018-02-22,NAME:angers loire metropole,NAME:angers loire metropole,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,244900015,244900015,False,30.913272010512483,2018-07-27,5.091984231274639,0.1513359614542269,0.0125245955698231,0.8,0.75,0.3572175988129948,0.3230216936565233,False,False,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,False,1,9,0.03745802563361633
15-115988,18-101099,2015-07-27,2018-07-22,NAME:angers loire metropole,NAME:angers loire metropole,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,244900015,244900015,False,35.84099868593955,2018-07-27,0.164257555847569,0.9726237406920718,0.0045818228753159,0.0,0.75,0.3197595731793785,0.3230216936565233,False,False,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,False,2,9,0.03745802563361633
15-115988,18-60154,2015-07-27,2018-05-04,NAME:angers loire metropole,NAME:angers loire metropole,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,244900015,244900015,False,33.24572930354796,2018-07-27,2.759526938239159,0.5400788436268069,0.069535472941387,0.2,0.75,0.2943571264361871,0.3230216936565233,False,False,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,False,3,9,0.03745802563361633
15-115988,18-91090,2015-07-27,2018-06-29,NAME:angers loire metropole,NAME:angers loire metropole,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,244900015,244900015,False,35.08541392904073,2018-07-27,0.9198423127463864,0.8466929478756022,0.0060328567968312,0.0,0.75,0.2887847368477915,0.3230216936565233,False,False,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,False,4,9,0.03745802563361633
15-115988,18-40625,2015-07-27,2018-03-23,NAME:angers loire metropole,NAME:angers loire metropole,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,244900015,244900015,False,31.865965834428383,2018-07-27,4.139290407358739,0.3101182654402102,0.0228417956320871,0.2,0.75,0.220524194831283,0.3230216936565233,False,False,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,False,5,9,0.03745802563361633
15-115988,18-117389,2015-07-27,2018-11-26,NAME:angers loire metropole,NAME:angers loire metropole,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,244900015,244900015,False,40.01314060446781,2018-07-27,4.007884362680684,0.3320192728865527,0.0182117602637439,0.0,0.75,0.1643789343139485,0.3230216936565233,False,False,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,False,6,9,0.03745802563361633
15-115988,18-30024,2015-07-27,2018-03-04,NAME:angers loire metropole,NAME:angers loire metropole,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,244900015,244900015,False,31.241787122207626,2018-07-27,4.763469119579501,0.2060884800700831,0.0376507172955991,0.0,0.75,0.1396998710709805,0.3230216936565233,False,False,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,False,7,9,0.03745802563361633
15-115988,19-8916,2015-07-27,2019-01-17,NAME:angers loire metropole,NAME:angers loire metropole,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,244900015,244900015,False,41.72141918528252,2018-07-27,5.716162943495401,0.0473061760840999,0.0407923048307519,0.0,0.75,0.1011038507117881,0.3230216936565233,False,False,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,False,8,9,0.03745802563361633
15-115988,19-11075,2015-07-27,2019-01-22,NAME:angers loire metropole,NAME:angers loire metropole,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,244900015,244900015,False,41.88567674113009,2018-07-27,5.88042049934297,0.0199299167761717,0.0196634360673523,0.0,0.75,0.0868646818176162,0.3230216936565233,False,False,STRONG_SUPPORT,source and candidate names share a buyer-specific or highly concentrated domain,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;alm.marhces-securises.fr;metropole-angers.marcoweb.fr,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,BUYER_SPECIFIC;GENERIC_PLATFORM;SHARED_INSTITUTIONAL,False,9,9,0.03745802563361633
15-115991,20-8882,2015-07-27,2020-01-20,NAME:ville d angers,NAME:ville d angers,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,53.8107752956636,2020-03-31,2.33245729303548,0.61125711782742,0.4259024485474593,1.0,0.6,0.6618801364484657,0.3230216936565233,False,False,NEUTRAL_SHARED_PLATFORM,source and candidate names share only broad shared-platform evidence,alm.marches-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;metropole-angers.marcoweb.fr,alm.marches-securises.fr;metropole-angers.marcoweb.fr,GENERIC_PLATFORM;SHARED_INSTITUTIONAL,GENERIC_PLATFORM;SHARED_INSTITUTIONAL,False,1,1,0.6618801364484657
15-118979,19-130357,2015-07-30,2019-08-27,NAME:departement de la sarthe,NAME:departement de la sarthe,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,227200029,227200029,False,48.91590013140605,2019-07-30,0.9198423127463864,0.8466929478756022,0.6503475598029484,0.1,0.75,0.5442948828999326,0.3230216936565233,True,False,WEAK_SUPPORT,source and candidate names share a domain with limited specificity,sarthe-marchespublics.fr,sarthe-marchespublics.fr,sarthe-marchespublics.fr,AMBIGUOUS,AMBIGUOUS,False,1,13,0.0018219278510777093
15-118979,19-71137,2015-07-30,2019-05-06,NAME:departement de la sarthe,NAME:departement de la sarthe,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,227200029,227200029,False,45.203679369250985,2019-07-30,2.7923784494086727,0.5346035917652212,0.096634448878713,1.0,0.75,0.5424729550488548,0.3230216936565233,False,False,WEAK_SUPPORT,source and candidate names share a domain with limited specificity,sarthe-marchespublics.fr,sarthe-marchespublics.fr,sarthe-marchespublics.fr,AMBIGUOUS,AMBIGUOUS,False,2,13,0.0018219278510777093
15-118979,19-18263,2015-07-30,2019-02-06,NAME:departement de la sarthe,SIRET:22720002900014,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,22720002900014,227200029,227200029,False,42.27989487516426,2019-07-30,5.716162943495401,0.0473061760840999,0.2426368414632148,1.0,0.75,0.4717494385331501,0.3230216936565233,False,False,WEAK_SUPPORT,source and candidate names share a domain with limited specificity,sarthe-marchespublics.fr,sarthe-marchespublics.fr,sarthe-marchespublics.fr,AMBIGUOUS,AMBIGUOUS,False,3,13,0.0018219278510777093
15-118979,19-145053,2015-07-30,2019-09-24,NAME:departement de la sarthe,NAME:departement de la sarthe,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,227200029,227200029,False,49.83574244415243,2019-07-30,1.8396846254927728,0.6933858957512046,0.1015389617222533,0.4,0.75,0.4038851105405898,0.3230216936565233,False,False,WEAK_SUPPORT,source and candidate names share a domain with limited specificity,sarthe-marchespublics.fr,sarthe-marchespublics.fr,sarthe-marchespublics.fr,AMBIGUOUS,AMBIGUOUS,False,4,13,0.0018219278510777093
15-118979,19-99281,2015-07-30,2019-06-27,NAME:departement de la sarthe,NAME:departement de la sarthe,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,227200029,227200029,False,46.911957950065705,2019-07-30,1.0840998685939554,0.8193166885676741,0.1755232965270224,0.0,0.75,0.3412623259263764,0.3230216936565233,False,False,WEAK_SUPPORT,source and candidate names share a domain with limited specificity,sarthe-marchespublics.fr,sarthe-marchespublics.fr,sarthe-marchespublics.fr,AMBIGUOUS,AMBIGUOUS,False,5,13,0.0018219278510777093
15-118979,19-146419,2015-07-30,2019-09-28,NAME:departement de la sarthe,SIRET:22720002900014,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,22720002900014,227200029,227200029,False,49.96714848883049,2019-07-30,1.971090670170828,0.6714848883048621,0.2532209247398446,0.0,0.75,0.3314985457351611,0.3230216936565233,False,False,WEAK_SUPPORT,source and candidate names share a domain with limited specificity,sarthe-marchespublics.fr,sarthe-marchespublics.fr,sarthe-marchespublics.fr,AMBIGUOUS,AMBIGUOUS,False,6,13,0.0018219278510777093
15-118979,19-174809,2015-07-30,2019-11-20,NAME:departement de la sarthe,NAME:departement de la sarthe,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,227200029,227200029,False,51.70827858081472,2019-07-30,3.712220762155059,0.3812965396408235,0.0998752371920847,0.4,0.75,0.3252804679274355,0.3230216936565233,False,False,WEAK_SUPPORT,source and candidate names share a domain with limited specificity,sarthe-marchespublics.fr,sarthe-marchespublics.fr,sarthe-marchespublics.fr,AMBIGUOUS,AMBIGUOUS,False,7,13,0.0018219278510777093
15-118979,19-159320,2015-07-30,2019-10-18,NAME:departement de la sarthe,NAME:departement de la sarthe,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,227200029,227200029,False,50.62417871222076,2019-07-30,2.628120893561104,0.5619798510731493,0.2059236128779746,0.1,0.75,0.3175682272755784,0.3230216936565233,True,False,WEAK_SUPPORT,source and candidate names share a domain with limited specificity,sarthe-marchespublics.fr,sarthe-marchespublics.fr,sarthe-marchespublics.fr,AMBIGUOUS,AMBIGUOUS,False,8,13,0.0018219278510777093
