source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key,buyer_key_type,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m0_composite_score,cpv_missing,cpv_generic_flag,score_forward_no_duration,candidate_rank,n_candidates_for_source,top1_top2_margin,variant,threshold_used
17-8592,17-23085,2017-01-18,2017-02-16,NAME:communaute de communes de grand lieu,NAME_FALLBACK,0.9526938239159001,,,,0.447258731355543,0.2,0.6,0.3687207412992535,False,False,0.3687207412992535,1,2,0.17243952325680517,forward_24m_no_duration,0.24520429054294895
17-8714,18-126368,2017-01-19,2018-09-11,NAME:departement de la sarthe,NAME_FALLBACK,19.71090670170828,,,,0.021445620717195822,1.0,0.6,0.4900079563346914,False,False,0.4900079563346914,1,15,0.2511150944344359,forward_24m_no_duration,0.24520429054294895
17-90424,18-110962,2017-06-27,2018-08-02,NAME:regie dept passages d eau de vendee,NAME_FALLBACK,13.173455978975033,,,,0.0,1.0,0.6,0.48000000000000004,False,False,0.48000000000000004,1,1,0.48000000000000004,forward_24m_no_duration,0.24520429054294895
17-90968,17-130002,2017-07-01,2017-09-17,NAME:conseil departemental de la mayenne,NAME_FALLBACK,2.562417871222076,,,,0.8479987589284227,1.0,0.6,0.8757327541665973,False,False,0.8757327541665973,1,5,0.7439034688382067,forward_24m_no_duration,0.24520429054294895
17-91590,18-53373,2017-06-28,2018-04-19,NAME:universite de nantes,NAME_FALLBACK,9.69119579500657,,,,0.36019484264016705,0.0,0.6,0.24809092656541132,False,True,0.24809092656541132,1,16,0.08336074466462515,forward_24m_no_duration,0.24520429054294895
17-91935,18-103911,2017-07-01,2018-07-26,NAME:nantes metropole,NAME_FALLBACK,12.81208935611038,,,,0.20227679466883217,1.0,0.6,0.5743958375121216,False,False,0.5743958375121216,1,30,0.3804412267181205,forward_24m_no_duration,0.24520429054294895
17-92310,17-117298,2017-06-29,2017-08-18,NAME:institut 4 10,NAME_FALLBACK,1.6425755584756898,,,,0.3183517916719887,1.0,0.6,0.6285641694469282,False,False,0.6285641694469282,1,1,0.6285641694469282,forward_24m_no_duration,0.24520429054294895
17-9361,17-35545,2017-01-19,2017-03-16,NAME:chu de nantes,NAME_FALLBACK,1.8396846254927726,,,,0.12165753601308184,0.8,0.6,0.45677351680610495,False,False,0.45677351680610495,1,16,0.21514793789179026,forward_24m_no_duration,0.24520429054294895
17-93666,17-102482,2017-07-03,2017-07-18,NAME:chu de nantes,NAME_FALLBACK,0.49277266754270693,,,,1.0,1.0,0.6,0.9466666666666668,False,False,0.9466666666666668,1,10,0.5305778460547166,forward_24m_no_duration,0.24520429054294895
17-93952,18-26430,2017-07-05,2018-02-25,NAME:gie sesam vitale,NAME_FALLBACK,7.720105124835742,,,,0.293483240836542,0.2,0.6,0.29695884572371967,False,True,0.29695884572371967,1,6,0.004113374082394872,forward_24m_no_duration,0.24520429054294895
