source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key_m0_source,buyer_key_m0_candidate,buyer_key_type_source,buyer_key_type_candidate,buyer_match_mechanism,source_buyer_identity_source,candidate_buyer_identity_source,source_buyer_siret,candidate_buyer_siret,source_buyer_siren_m1,candidate_buyer_siren_m1,cross_establishment_same_siren,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m1_composite_score,m0_balanced_threshold_used,cpv_missing,cpv_generic_flag,candidate_rank,n_candidates_for_source,top1_top2_margin,variant,threshold_used
17-161006,22-162609,2017-11-19,2022-12-09,NAME:angers loire metropole,SIRET:24490001500060,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,24490001500060,244900015,244900015,False,60.64388961892247,2022-12-21,0.39421813403416556,0.9342969776609724,0.010525119238506292,0.2,0.75,0.37225803614872033,0.3230216936565233,False,False,1,6,0.1018856543111391,balanced,0.3230216936565233
17-161917,21-77546,2017-11-18,2021-06-10,NAME:conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,42.70696452036794,2021-11-18,5.289093298291721,0.1184844502847131,0.053114634170925476,1.0,0.6,0.40821123453100217,0.3230216936565233,False,False,1,5,0.19304673300364517,balanced,0.3230216936565233
17-162755,22-7823,2017-11-17,2022-01-16,NAME:la cite des congres de nantes,NAME:la cite des congres de nantes,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,381053768,381053768,False,49.96714848883049,2021-11-17,1.971090670170828,0.6714848883048621,0.415996757156579,0.0,0.75,0.3884700870810182,0.3230216936565233,False,False,1,2,0.06922166472959201,balanced,0.3230216936565233
17-164463,18-41248,2017-11-24,2018-03-30,NAME:commune de saint-nazaire,NAME:commune de saint-nazaire,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,4.139290407358739,2018-05-24,1.8068331143232588,0.6988611476127902,0.22257779468255323,0.1,0.6,0.34261751504209115,0.3230216936565233,True,False,1,8,0.0383198118970034,balanced,0.3230216936565233
17-167707,21-143183,2017-11-28,2021-10-25,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,46.87910643889619,2021-11-28,1.1169513797634691,0.8138414367060884,0.1678577777326585,1.0,0.6,0.6222105813829526,0.3230216936565233,False,True,1,22,0.18923794324834836,balanced,0.3230216936565233
17-168569,21-150402,2017-11-29,2021-11-14,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,47.50328515111695,2021-11-29,0.492772667542707,0.9178712220762155,0.28410480893854495,0.0,0.6,0.3889044886475446,0.3230216936565233,False,False,1,22,0.02115249505064587,balanced,0.3230216936565233
17-168958,22-105832,2017-11-30,2022-07-28,NAME:departement de la vendee,SIRET:22850001300658,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,22850001300658,228500013,228500013,False,55.88042049934297,2022-04-27,3.0223390275952693,0.4962768287341218,0.09644812319324306,0.8,0.75,0.4728260503011655,0.3230216936565233,False,False,1,5,0.11018452598281181,balanced,0.3230216936565233
17-170763,18-82638,2017-12-04,2018-06-15,NAME:ville de la roche sur yon,NAME:ville de la roche sur yon,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,6.340341655716163,2018-06-04,0.36136662286465177,0.939772229522558,0.2701082651378284,0.1,0.6,0.41948095017887943,0.3230216936565233,True,False,1,1,0.41948095017887943,balanced,0.3230216936565233
17-171316,22-69952,2017-12-07,2022-05-16,SIRET:23440003400026,SIRET:23440003400026,RAW_SIRET,RAW_SIRET,EXACT_SIRET_RECONCILIATION,DIRECT_BOAMP_SIRET,DIRECT_BOAMP_SIRET,23440003400026,23440003400026,234400034,234400034,False,53.252299605781864,2022-05-02,0.45992115637319314,0.9233464739378011,0.00557201355743732,0.2,1.0,0.3927868232295534,0.3230216936565233,False,True,1,14,0.01532380280769996,balanced,0.3230216936565233
17-172986,18-6802,2017-12-08,2018-01-16,NAME:ville de sable sur sarthe,NAME:ville de sable sur sarthe,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,1.281208935611038,2018-06-08,4.697766097240473,0.21703898379325448,0.9876383420864377,0.1,0.6,0.48993316567856676,0.3230216936565233,True,False,1,1,0.48993316567856676,balanced,0.3230216936565233
17-173663,21-143183,2017-12-16,2021-10-25,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,46.287779237844944,2021-12-16,1.7082785808147174,0.7152869031975471,0.019387736745032972,1.0,0.6,0.5456074336601483,0.3230216936565233,False,True,1,19,0.13816905159066356,balanced,0.3230216936565233
17-173975,22-85365,2017-12-13,2022-06-19,SIRET:23440003400026,SIRET:23440003400026,RAW_SIRET,RAW_SIRET,EXACT_SIRET_RECONCILIATION,DIRECT_BOAMP_SIRET,DIRECT_BOAMP_SIRET,23440003400026,23440003400026,234400034,234400034,False,54.172141918528254,2022-07-01,0.39421813403416556,0.9342969776609724,0.04588482505170505,1.0,1.0,0.6496339331833398,0.3230216936565233,False,True,1,17,0.038471097478466554,balanced,0.3230216936565233
17-179112,21-122032,2017-12-22,2021-09-10,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,44.612352168199735,2021-12-22,3.383705650459921,0.43604905825667983,0.0030544137801377033,1.0,0.6,0.47008130938721815,0.3230216936565233,False,True,1,18,0.13043723824033387,balanced,0.3230216936565233
17-181551,21-157552,2017-12-22,2021-12-01,NAME:departement de la sarthe,SIRET:22720002900014,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,22720002900014,227200029,227200029,False,47.30617608409987,2021-12-22,0.6898817345597897,0.8850197109067017,0.3054755418295446,0.0,0.75,0.40317136736701603,0.3230216936565233,False,False,1,10,0.10753226958446399,balanced,0.3230216936565233
17-20203,18-144441,2017-02-10,2018-10-17,NAME:cap atlantique,NAME:cap atlantique,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,244400610,244400610,False,20.170827858081473,2019-02-10,3.8107752956636007,0.36487078405606654,0.5331324965302687,0.4,0.75,0.47281406979961066,0.3230216936565233,False,False,1,3,0.1976109063058315,balanced,0.3230216936565233
17-20659,21-44149,2017-02-10,2021-04-01,NAME:sdis 85,NAME:sdis 85,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,288500010,288500010,False,49.63863337713535,2021-05-03,1.0512483574244416,0.8247919404292597,0.6396411156144916,1.0,0.75,0.805072375572387,0.3230216936565233,False,True,1,2,0.6013664373551904,balanced,0.3230216936565233
17-20859,17-144060,2017-02-12,2017-10-12,NAME:angers loire metropole,NAME:angers loire metropole,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,244900015,244900015,False,7.950065703022339,2017-10-22,0.328515111695138,0.9452474813841437,0.004132913361547277,0.1,0.75,0.34275839002257746,0.3230216936565233,True,False,1,12,0.0373878569499424,balanced,0.3230216936565233
17-2217,17-9629,2017-01-05,2017-01-20,NAME:carene,NAME:carene,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,0.492772667542707,2017-07-05,5.45335085413929,0.09110819097678491,0.9999999999999998,0.1,0.6,0.4627770477441961,0.3230216936565233,True,False,1,4,0.07893070122028578,balanced,0.3230216936565233
17-22230,21-76512,2017-02-16,2021-06-09,NAME:commune de saint-herblain,NAME:commune de saint-herblain,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,214401622,214401622,False,51.70827858081472,2021-06-05,0.1314060446780552,0.9780989925536575,0.9999999999999996,0.0,0.75,0.6695247481384141,0.3230216936565233,False,False,1,7,0.2831852224724121,balanced,0.3230216936565233
17-25915,21-45622,2017-02-22,2021-04-08,NAME:chu de nantes,NAME:chu de nantes,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,264400136,264400136,False,49.47437582128778,2021-02-22,1.4783180026281209,0.7536136662286466,0.06935448948045655,0.2,0.75,0.34767748787532143,0.3230216936565233,False,True,1,10,0.023974319271709232,balanced,0.3230216936565233
17-29415,21-77546,2017-03-03,2021-06-10,NAME:conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,51.24835742444152,2021-03-03,3.252299605781866,0.4579500657030223,0.5511574099679346,1.0,0.6,0.6673926099145326,0.3230216936565233,False,False,1,13,0.2792951630005564,balanced,0.3230216936565233
17-32203,18-13243,2017-03-07,2018-01-29,NAME:universite d angers,NAME:universite d angers,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,194909701,194909701,False,10.775295663600525,2018-01-18,0.36136662286465177,0.939772229522558,0.0,0.1,0.75,0.3399430573806395,0.3230216936565233,True,False,1,6,0.04106438896189224,balanced,0.3230216936565233
17-32213,21-37673,2017-03-09,2021-03-24,NAME:ville de nantes,NAME:ville de nantes,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,48.48883048620237,2021-03-09,0.492772667542707,0.9178712220762155,0.7345817126966372,1.0,0.6,0.8465714049628768,0.3230216936565233,False,False,1,3,0.5269767271691611,balanced,0.3230216936565233
17-34018,17-120212,2017-03-10,2017-08-25,NAME:conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,UNIQUE_NAME_DEPARTMENT_ALIAS,,,,234400034,False,5.519053876478318,2017-09-10,0.5256241787122208,0.9123959702146298,0.06686926122259623,0.1,0.6,0.3415032339815661,0.3230216936565233,True,True,1,19,0.015239738032526207,balanced,0.3230216936565233
17-35759,21-126684,2017-03-16,2021-09-24,SIRET:23440003400026,SIRET:23440003400026,RAW_SIRET,RAW_SIRET,EXACT_SIRET_RECONCILIATION,DIRECT_BOAMP_SIRET,DIRECT_BOAMP_SIRET,23440003400026,23440003400026,234400034,234400034,False,54.303547963206306,2021-06-24,3.0223390275952693,0.4962768287341218,0.0,0.4,1.0,0.34406920718353046,0.3230216936565233,False,False,1,11,0.026814315968185454,balanced,0.3230216936565233
17-37863,17-39483,2017-03-17,2017-03-21,NAME:gpm de nantes - st nazaire,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,775604853,775604853,False,0.1314060446780552,2017-09-17,5.913272010512483,0.014454664914586135,0.8437151808864505,0.1,0.75,0.40391397953890423,0.3230216936565233,True,False,1,5,0.0806020512508343,balanced,0.3230216936565233
17-37945,17-39483,2017-03-17,2017-03-21,NAME:gpm de nantes - st nazaire,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,775604853,775604853,False,0.1314060446780552,2017-09-17,5.913272010512483,0.014454664914586135,0.7743179897394296,0.1,0.75,0.3796249626374469,0.3230216936565233,True,False,1,5,0.05618478841497293,balanced,0.3230216936565233
17-39483,17-146735,2017-03-21,2017-10-17,NAME:gpm de nantes - st nazaire,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,775604853,775604853,False,6.898817345597897,2017-09-21,0.8541392904073587,0.8576434515987735,0.023593498180218834,0.1,0.75,0.32766858726277,0.3230216936565233,True,False,1,6,0.04150000237266288,balanced,0.3230216936565233
17-44607,21-67771,2017-04-01,2021-05-22,NAME:conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,234400034,234400034,False,49.67148488830486,2021-08-13,2.726675427069645,0.5455540954883924,0.007279550213377899,1.0,0.75,0.5139363664467804,0.3230216936565233,False,False,1,14,0.15349543516348618,balanced,0.3230216936565233
17-45104,20-118247,2017-04-03,2020-09-30,NAME:commune de saint-herblain,NAME:commune de saint-herblain,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,214401622,214401622,False,41.91852825229961,2020-08-23,1.2483574244415243,0.791940429259746,0.2902070943109582,0.0,0.75,0.37455759032377184,0.3230216936565233,False,False,1,2,0.054760096053536544,balanced,0.3230216936565233
17-47703,21-51020,2017-04-07,2021-04-16,NAME:semitan,NAME:semitan,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,314684960,314684960,False,48.29172141918528,2021-04-07,0.2956636005256242,0.9507227332457293,0.257587433029578,0.0,0.75,0.40283628487178463,0.3230216936565233,False,False,1,5,0.012705890474619619,balanced,0.3230216936565233
17-48788,21-126684,2017-04-06,2021-09-24,NAME:conseil regional des pays de la loire,SIRET:23440003400026,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,23440003400026,234400034,234400034,False,53.613666228646515,2021-08-11,1.445466491458607,0.7590889180902322,0.007904833909716578,0.4,0.75,0.38753892139095886,0.3230216936565233,False,False,1,13,0.02867691678048151,balanced,0.3230216936565233
17-50845,17-143219,2017-04-11,2017-10-11,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,6.011826544021025,2017-10-11,0.0,1.0,0.26782078540331866,0.1,0.6,0.43373727489116154,0.3230216936565233,True,False,1,29,0.09467357053382736,balanced,0.3230216936565233
17-51157,19-69736,2017-04-18,2019-05-05,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,24.540078843626805,2019-04-18,0.5584756898817346,0.9069207183530442,0.1328106455739615,0.0,0.6,0.3332139055391476,0.3230216936565233,False,False,1,17,0.008289868086597874,balanced,0.3230216936565233
17-53475,22-40191,2017-04-18,2022-03-19,NAME:gie sesam vitale,NAME:gie sesam vitale,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,391722881,391722881,False,59.00131406044678,2022-01-07,2.3324572930354797,0.61125711782742,0.0,0.4,0.75,0.347814279456855,0.3230216936565233,False,False,1,2,0.07439910263599331,balanced,0.3230216936565233
17-53540,17-77744,2017-05-05,2017-06-02,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,0.9198423127463863,2017-11-05,5.124835742444152,0.1458607095926413,1.0000000000000002,0.1,0.6,0.47646517739816036,0.3230216936565233,True,False,1,30,0.14510088937831284,balanced,0.3230216936565233
17-55087,17-143219,2017-04-21,2017-10-11,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,5.683311432325887,2017-10-21,0.328515111695138,0.9452474813841437,0.28978625673732494,0.1,0.6,0.4277370602040997,0.3230216936565233,True,False,1,28,0.017991879418584267,balanced,0.3230216936565233
17-56452,19-129278,2017-04-23,2019-08-23,SIRET:23440003400026,NAME:conseil regional des pays de la loire,RAW_SIRET,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,DIRECT_BOAMP_SIRET,UNIQUE_NAME_DEPARTMENT_ALIAS,23440003400026,,234400034,234400034,False,27.989487516425754,2019-08-11,0.39421813403416556,0.9342969776609724,0.27392842684868657,0.2,0.75,0.4644491938122834,0.3230216936565233,False,False,1,17,0.02635393943576053,balanced,0.3230216936565233
17-58214,21-85842,2017-04-30,2021-06-25,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,49.83574244415243,2021-04-30,1.8396846254927726,0.6933858957512046,0.018538958586101974,0.6,0.6,0.41983510944293684,0.3230216936565233,False,False,1,18,0.047981441674329106,balanced,0.3230216936565233
17-58486,21-117615,2017-04-28,2021-09-01,NAME:chu de nantes,NAME:chu de nantes,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,264400136,264400136,False,52.135348226018394,2021-09-10,0.2956636005256242,0.9507227332457293,0.024547780627346454,0.4,0.75,0.4412724065310036,0.3230216936565233,False,False,1,9,0.016425755584756896,balanced,0.3230216936565233
17-6085,17-105683,2017-01-15,2017-07-23,SIRET:24720013200014,SIRET:24720013200014,RAW_SIRET,RAW_SIRET,EXACT_SIRET_RECONCILIATION,DIRECT_BOAMP_SIRET,DIRECT_BOAMP_SIRET,24720013200014,24720013200014,247200132,247200132,False,6.2089356110381075,2017-10-27,3.1537450722733245,0.4743758212877792,0.8675204715104443,0.0,1.0,0.5222261203506002,0.3230216936565233,False,False,1,4,0.36802505711410194,balanced,0.3230216936565233
17-61199,21-137487,2017-05-04,2021-10-15,NAME:vendee expansion,NAME:vendee expansion,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,53.38370565045992,2021-05-04,5.387647831800263,0.10205869469995621,0.008023630471943167,1.0,0.6,0.3883229443401692,0.3230216936565233,False,False,1,2,0.09874914956551223,balanced,0.3230216936565233
17-61541,21-76925,2017-05-05,2021-06-09,NAME:chu de nantes,NAME:chu de nantes,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,264400136,264400136,False,49.14586070959264,2021-08-20,2.3653088042049935,0.6057818659658345,0.9053168659928948,1.0,0.75,0.8433063695889718,0.3230216936565233,False,False,1,10,0.2737938555241417,balanced,0.3230216936565233
17-62129,21-35651,2017-05-04,2021-03-19,NAME:conseil regional des pays de la loire,NAME:conseil regional des pays de la loire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,234400034,234400034,False,46.484888304862025,2021-05-04,1.5111695137976346,0.7481384143670609,0.054689706470608945,0.4,0.75,0.40117600085647837,0.3230216936565233,False,False,1,14,0.04359967768457479,balanced,0.3230216936565233
17-62873,21-99709,2017-05-07,2021-07-18,SIRET:19490970100303,NAME:universite d angers,RAW_SIRET,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,DIRECT_BOAMP_SIRET,UNIQUE_NAME_DEPARTMENT_ALIAS,19490970100303,,194909701,194909701,False,50.36136662286465,2021-07-22,0.1314060446780552,0.9780989925536575,0.02155231922482972,0.2,0.75,0.3870680598671048,0.3230216936565233,False,True,1,6,0.13570162530388202,balanced,0.3230216936565233
17-65753,18-18447,2017-05-11,2018-02-09,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,9.00131406044678,2017-11-11,2.9566360052562417,0.5072273324572931,0.6146034582570037,0.1,0.6,0.4319180435042746,0.3230216936565233,True,False,1,29,0.012856862690527937,balanced,0.3230216936565233
17-6714,21-43310,2017-01-18,2021-04-02,SIRET:19490970100303,NAME:universite d angers,RAW_SIRET,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,DIRECT_BOAMP_SIRET,UNIQUE_NAME_DEPARTMENT_ALIAS,19490970100303,,194909701,194909701,False,50.42706964520368,2021-04-08,0.19710906701708278,0.9671484888304862,0.02232459476619937,0.0,0.75,0.32460073037579135,0.3230216936565233,False,False,1,6,0.02801632860292763,balanced,0.3230216936565233
17-68186,21-116891,2017-05-18,2021-09-01,NAME:conseil regional des pays de la loire,SIRET:23440003400026,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,23440003400026,234400034,234400034,False,51.47831800262812,2021-12-20,3.6136662286465175,0.39772229522558045,0.15354618864804173,1.0,0.75,0.5281717398332098,0.3230216936565233,False,True,1,17,0.1004526101751338,balanced,0.3230216936565233
17-68985,21-163566,2017-06-07,2021-12-13,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,54.204993429697765,2021-12-09,0.1314060446780552,0.9780989925536575,0.09134336018302265,0.1,0.6,0.3664949242024723,0.3230216936565233,True,False,1,19,0.022725180485069385,balanced,0.3230216936565233
17-71407,22-83864,2017-05-24,2022-06-15,NAME:chu de nantes,SIRET:26440013600018,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,26440013600018,264400136,264400136,False,60.7095926412615,2022-07-26,1.3469119579500657,0.775514673674989,0.09747931608815777,1.0,0.75,0.6029964290496024,0.3230216936565233,False,True,1,5,0.24967432514546434,balanced,0.3230216936565233
17-7154,17-108459,2017-01-16,2017-07-27,NAME:gpm de nantes - st nazaire,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,775604853,775604853,False,6.307490144546649,2017-07-16,0.36136662286465177,0.939772229522558,0.02706418258474957,0.1,0.75,0.34941552128530184,0.3230216936565233,True,False,1,8,0.07495870398156257,balanced,0.3230216936565233
17-71849,21-126684,2017-05-24,2021-09-24,NAME:conseil regional des pays de la loire,SIRET:23440003400026,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,23440003400026,234400034,234400034,False,52.03679369250985,2021-10-01,0.22996057818659657,0.9616732369689006,0.006522288223892511,0.4,0.75,0.43770111012058754,0.3230216936565233,False,False,1,16,0.011533447133110053,balanced,0.3230216936565233
17-73511,17-81541,2017-05-24,2017-06-12,NAME:voies navigables de france,NAME:voies navigables de france,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,0.6241787122207622,2017-11-24,5.4204993429697765,0.09658344283837061,1.0000000000000002,0.1,0.6,0.4641458607095927,0.3230216936565233,True,False,1,1,0.4641458607095927,balanced,0.3230216936565233
17-73536,21-143183,2017-05-26,2021-10-25,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,52.989487516425754,2021-11-12,0.5913272010512484,0.9014454664914586,0.026009874181363593,1.0,0.6,0.594464822586342,0.3230216936565233,False,True,1,22,0.14186570320613295,balanced,0.3230216936565233
17-74587,21-88219,2017-05-29,2021-06-30,NAME:departement de la sarthe,SIRET:22720002900014,NAME_FALLBACK,RAW_SIRET,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,DIRECT_BOAMP_SIRET,,22720002900014,227200029,227200029,False,49.0473061760841,2021-05-29,1.0512483574244416,0.8247919404292597,0.04231485623620351,0.4,0.75,0.4160081847899862,0.3230216936565233,False,False,1,7,0.04293828295119417,balanced,0.3230216936565233
17-74632,21-61224,2017-05-31,2021-05-06,NAME:universite de nantes,NAME:universite de nantes,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,130029747,130029747,False,47.174770039421816,2021-05-31,0.8212877792378449,0.8631187034603591,0.11488090094284838,1.0,0.75,0.6309879911950866,0.3230216936565233,False,True,1,8,0.022214177726154416,balanced,0.3230216936565233
17-76616,21-85842,2017-06-03,2021-06-25,NAME:nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,M0_NAME_FALLBACK,NAME_FALLBACK,NAME_FALLBACK,,,,,False,48.71879106438896,2021-06-03,0.7227332457293035,0.879544459045116,0.0030705271399478523,0.6,0.6,0.46096079926026073,0.3230216936565233,False,False,1,18,0.039024488798319545,balanced,0.3230216936565233
17-77672,21-74412,2017-06-02,2021-06-11,NAME:angers loire metropole,NAME:angers loire metropole,NAME_FALLBACK,NAME_FALLBACK,HISTORICAL_ALIAS_RECONCILIATION,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS,,,244900015,244900015,False,48.29172141918528,2021-06-02,0.2956636005256242,0.9507227332457293,0.06177567956395131,0.0,0.75,0.3343021711588153,0.3230216936565233,False,True,1,2,0.019740028966674206,balanced,0.3230216936565233
